Running Forward KL,Running Reverse KL,Real Det Return,Running Update Time,Running Env Steps,Real Sto Return,Reward Loss,Itration
71.8725,29.4593,969.14,408,2040000,332.86,-19315.26953125,408
73.1662,30.1099,957.65,409,2045000,328.74,-19363.025390625,409
73.289,31.9101,763.95,410,2050000,266.18,-19365.919921875,410
73.4991,31.908,764.33,411,2055000,233.09,-19349.95703125,411
72.0702,29.2342,965.56,412,2060000,323.2,-19280.25,412
73.6724,30.1547,948.55,413,2065000,297.61,-19401.912109375,413
73.1867,30.7548,1017.15,414,2070000,338.52,-19373.076171875,414
73.4781,30.2712,971.48,415,2075000,421.4,-19303.783203125,415
72.9329,29.8455,871.09,416,2080000,357.14,-19251.994140625,416
72.5486,30.4104,754.73,417,2085000,278.78,-19274.8671875,417
72.6859,30.8864,793.83,418,2090000,230.45,-19295.2421875,418
73.5591,30.7767,924.62,419,2095000,251.27,-19393.91015625,419
73.2321,30.0655,948.92,420,2100000,339.46,-19379.1953125,420
73.09,31.0665,967.41,421,2105000,334.72,-19335.685546875,421
74.4676,30.8959,1009.59,422,2110000,371.72,-19361.80078125,422
73.6176,30.8325,919.1,423,2115000,402.64,-19289.85546875,423
72.9044,30.1714,866.05,424,2120000,314.86,-19379.07421875,424
71.9762,29.3334,854.15,425,2125000,313.73,-19319.181640625,425
72.8202,29.7886,714.23,426,2130000,253.49,-19315.189453125,426
72.7538,29.8947,868.9,427,2135000,322.31,-19399.23828125,427
73.5026,30.0836,936.15,428,2140000,331.83,-19366.01953125,428
73.7893,30.0214,1000.87,429,2145000,364.06,-19415.580078125,429
72.6595,29.9576,949.83,430,2150000,352.1,-19319.689453125,430
72.9696,29.7563,873.36,431,2155000,412.38,-19361.029296875,431
72.0143,30.0171,941.48,432,2160000,351.3,-19325.0234375,432
72.7035,29.4185,799.92,433,2165000,314.26,-19372.302734375,433
72.04,28.9498,815.83,434,2170000,281.9,-19202.861328125,434
72.7174,29.5142,655.73,435,2175000,356.48,-19290.146484375,435
73.1642,30.1605,943.16,436,2180000,345.7,-19411.212890625,436
73.3207,30.2019,978.08,437,2185000,369.52,-19423.95703125,437
72.8589,30.0879,870.17,438,2190000,396.22,-19379.1953125,438
72.6377,29.9062,813.8,439,2195000,359.28,-19401.630859375,439
73.1773,29.7476,833.63,440,2200000,328.96,-19393.88671875,440
72.1573,29.0574,745.02,441,2205000,330.72,-19386.7578125,441
72.0132,28.6977,887.52,442,2210000,306.11,-19366.6875,442
73.205,29.0368,901.52,443,2215000,325.44,-19430.828125,443
72.8876,29.5504,949.27,444,2220000,349.83,-19380.794921875,444
73.8037,30.2361,869.12,445,2225000,304.39,-19433.42578125,445
73.745,30.484,923.87,446,2230000,339.56,-19414.12109375,446
74.3261,30.3677,948.33,447,2235000,363.71,-19365.380859375,447
71.8612,29.1379,789.56,448,2240000,373.52,-19397.484375,448
73.3425,28.357,767.95,449,2245000,318.39,-19303.8515625,449
72.3028,29.0511,751.19,450,2250000,301.98,-19398.94140625,450
73.4679,29.4429,815.89,451,2255000,339.71,-19455.4140625,451
73.7302,30.0508,903.24,452,2260000,323.51,-19460.5859375,452
73.8961,30.7151,1006.35,453,2265000,369.8,-19413.08984375,453
73.9593,31.1251,893.92,454,2270000,365.91,-19478.0625,454
74.0883,31.6053,823.09,455,2275000,401.41,-19469.10546875,455
73.1101,28.9596,849.89,456,2280000,347.82,-19354.392578125,456
73.4816,29.1457,730.72,457,2285000,319.24,-19385.443359375,457
71.6898,27.8709,670.65,458,2290000,315.76,-19350.77734375,458
73.0461,28.7522,789.66,459,2295000,259.31,-19412.61328125,459
73.4778,29.3573,933.88,460,2300000,331.41,-19365.93359375,460
73.0589,30.7296,984.54,461,2305000,369.51,-19458.32421875,461
73.9971,32.0586,850.26,462,2310000,362.96,-19437.267578125,462
73.528,31.2045,937.02,463,2315000,366.85,-19356.017578125,463
74.6729,30.815,796.06,464,2320000,338.25,-19373.955078125,464
73.3484,28.3754,654.18,465,2325000,284.59,-19395.771484375,465
73.2208,28.4018,741.86,466,2330000,248.64,-19434.05859375,466
72.7205,28.4827,850.67,467,2335000,305.12,-19347.876953125,467
74.2376,30.4705,906.55,468,2340000,304.61,-19475.955078125,468
73.7769,31.3442,952.29,469,2345000,386.52,-19458.13671875,469
73.9553,31.3038,862.2,470,2350000,348.72,-19451.716796875,470
75.1559,31.9835,907.32,471,2355000,347.5,-19451.953125,471
73.814,32.1,856.98,472,2360000,401.33,-19415.03515625,472
74.4199,31.4557,952.68,473,2365000,365.63,-19518.314453125,473
73.87,30.8778,854.38,474,2370000,344.35,-19438.57421875,474
72.6324,28.5419,620.3,475,2375000,260.79,-19370.486328125,475
73.8728,29.8057,718.39,476,2380000,262.07,-19457.755859375,476
72.4905,29.434,947.22,477,2385000,299.69,-19485.615234375,477
73.8416,30.6848,788.94,478,2390000,364.08,-19487.95703125,478
73.4876,31.7259,855.46,479,2395000,393.11,-19519.017578125,479
73.72,31.9726,995.99,480,2400000,420.82,-19475.013671875,480
74.4466,31.6537,965.99,481,2405000,347.08,-19447.208984375,481
73.0391,30.5707,888.69,482,2410000,383.65,-19371.158203125,482
72.6623,29.1579,847.03,483,2415000,310.4,-19421.25390625,483
72.5525,27.617,765.46,484,2420000,254.8,-19376.033203125,484
71.7717,28.0859,763.53,485,2425000,291.68,-19377.47265625,485
72.9315,29.0201,918.78,486,2430000,353.67,-19507.896484375,486
74.0334,30.4954,910.2,487,2435000,320.1,-19495.591796875,487
73.164,31.4054,952.2,488,2440000,362.07,-19493.345703125,488
73.813,31.4567,895.63,489,2445000,380.81,-19469.84765625,489
73.4838,31.2599,972.15,490,2450000,388.11,-19468.400390625,490
73.2285,29.9703,800.89,491,2455000,336.82,-19314.8046875,491
73.2182,28.6294,702.07,492,2460000,250.4,-19449.59375,492
72.8412,28.8673,810.97,493,2465000,288.29,-19458.416015625,493
73.2876,28.8999,817.78,494,2470000,286.1,-19538.033203125,494
72.4548,29.6255,841.54,495,2475000,346.18,-19490.828125,495
73.8912,30.6041,840.75,496,2480000,380.87,-19513.16796875,496
73.1945,30.0236,853.75,497,2485000,359.97,-19507.748046875,497
72.0157,28.258,684.14,498,2490000,251.52,-19442.89453125,498
71.621,27.487,743.0,499,2495000,318.17,-19436.80859375,499
71.9925,27.71,761.83,500,2500000,300.88,-19436.3359375,500
72.9103,27.9513,776.12,501,2505000,327.9,-19525.142578125,501
72.004,28.5047,766.5,502,2510000,259.51,-19438.60546875,502
73.1902,29.6088,811.48,503,2515000,330.44,-19510.96484375,503
72.0158,29.1524,805.6,504,2520000,350.8,-19471.150390625,504
73.0096,29.0976,813.05,505,2525000,323.77,-19506.232421875,505
72.4504,28.0929,624.9,506,2530000,327.26,-19466.37109375,506
72.43,28.098,732.21,507,2535000,314.91,-19423.00390625,507
72.735,28.3128,783.34,508,2540000,321.14,-19554.458984375,508
72.4033,29.2858,935.84,509,2545000,357.52,-19473.65625,509
72.4002,29.1964,959.77,510,2550000,332.36,-19488.80859375,510
73.4638,29.8712,724.55,511,2555000,305.57,-19496.775390625,511
73.2061,28.7141,809.93,512,2560000,306.0,-19398.10546875,512
72.6646,29.1016,927.9,513,2565000,331.66,-19485.99609375,513
72.1535,28.7087,700.19,514,2570000,379.1,-19521.064453125,514
72.5492,28.4387,775.45,515,2575000,344.41,-19542.46875,515
72.4493,29.0291,828.22,516,2580000,381.06,-19495.09765625,516
73.1877,29.2965,861.47,517,2585000,356.25,-19519.16015625,517
73.9887,29.9271,923.77,518,2590000,334.18,-19427.53515625,518
73.4702,30.1299,856.89,519,2595000,378.55,-19563.423828125,519
73.3369,29.6463,874.39,520,2600000,342.57,-19503.5234375,520
73.0823,29.2738,926.13,521,2605000,342.83,-19477.314453125,521
73.3117,29.0896,842.99,522,2610000,358.22,-19512.36328125,522
71.6588,28.4042,840.31,523,2615000,356.8,-19388.021484375,523
72.3821,28.7631,811.75,524,2620000,355.94,-19538.134765625,524
72.2546,28.0751,866.53,525,2625000,296.17,-19535.251953125,525
73.1547,29.4889,829.9,526,2630000,320.73,-19548.927734375,526
73.6563,30.0496,961.07,527,2635000,377.62,-19572.90625,527
73.5378,30.3017,988.25,528,2640000,369.75,-19567.12109375,528
73.8078,29.8535,867.93,529,2645000,342.07,-19495.1015625,529
73.5737,30.1683,931.93,530,2650000,336.34,-19561.478515625,530
73.6388,29.3729,853.05,531,2655000,325.75,-19484.61328125,531
73.3717,28.6881,893.03,532,2660000,321.25,-19573.04296875,532
73.3278,28.549,939.21,533,2665000,333.08,-19549.232421875,533
72.3928,28.5638,943.34,534,2670000,350.21,-19601.283203125,534
73.092,28.9483,877.58,535,2675000,313.9,-19586.142578125,535
72.6019,29.3002,770.71,536,2680000,319.91,-19507.76953125,536
73.405,29.4301,897.48,537,2685000,308.58,-19553.142578125,537
72.6782,29.1612,913.6,538,2690000,327.71,-19461.470703125,538
72.7354,29.726,912.37,539,2695000,292.04,-19513.140625,539
72.8074,29.0784,880.48,540,2700000,304.28,-19485.255859375,540
72.3178,29.1241,837.64,541,2705000,295.89,-19514.810546875,541
73.0017,28.8897,947.57,542,2710000,279.72,-19575.6640625,542
73.2812,29.6898,859.97,543,2715000,353.7,-19592.037109375,543
72.8376,28.5634,948.91,544,2720000,289.34,-19567.748046875,544
72.8116,29.0445,910.05,545,2725000,320.64,-19508.76953125,545
73.0397,29.5465,828.49,546,2730000,344.91,-19547.970703125,546
72.7922,29.6445,957.95,547,2735000,370.75,-19559.5234375,547
73.2915,29.7666,840.71,548,2740000,331.04,-19540.751953125,548
73.017,29.2787,901.74,549,2745000,286.28,-19508.369140625,549
73.6693,29.174,964.0,550,2750000,341.88,-19513.0390625,550
73.0836,28.0051,908.75,551,2755000,309.38,-19513.556640625,551
73.3167,29.2415,916.63,552,2760000,338.68,-19577.048828125,552
73.0652,28.9791,919.98,553,2765000,330.29,-19505.935546875,553
72.7587,30.0607,934.87,554,2770000,295.26,-19517.3828125,554
73.411,29.2233,856.8,555,2775000,320.57,-19568.892578125,555
73.6396,29.0683,798.86,556,2780000,302.72,-19473.318359375,556
72.666,27.7881,788.11,557,2785000,316.03,-19568.138671875,557
72.5062,27.8102,846.9,558,2790000,279.39,-19511.330078125,558
73.1123,29.0121,880.65,559,2795000,286.55,-19553.52734375,559
73.6747,29.0473,947.21,560,2800000,322.52,-19522.9609375,560
73.5115,30.5967,922.67,561,2805000,298.73,-19564.697265625,561
73.4139,30.1154,967.98,562,2810000,343.38,-19595.7109375,562
73.4639,29.1177,881.39,563,2815000,257.2,-19577.0,563
74.0242,29.3513,827.08,564,2820000,271.41,-19532.603515625,564
72.6975,28.1733,897.64,565,2825000,333.12,-19526.927734375,565
72.6337,28.8225,930.39,566,2830000,304.03,-19474.2890625,566
73.0384,28.627,844.37,567,2835000,254.02,-19614.654296875,567
73.3792,29.1146,933.56,568,2840000,307.38,-19597.28125,568
74.4505,30.2593,870.76,569,2845000,362.64,-19544.14453125,569
74.0483,29.6017,864.12,570,2850000,324.51,-19610.6875,570
73.0115,28.7079,684.36,571,2855000,330.94,-19517.423828125,571
72.026,27.6952,727.44,572,2860000,298.37,-19460.576171875,572
72.9396,27.6683,850.95,573,2865000,295.13,-19557.765625,573
72.7065,27.991,878.12,574,2870000,319.9,-19541.912109375,574
72.4565,28.2873,966.02,575,2875000,307.76,-19570.34765625,575
73.467,29.6759,785.53,576,2880000,260.14,-19625.171875,576
72.9507,29.4299,911.13,577,2885000,303.23,-19582.5,577
73.111,28.733,741.66,578,2890000,304.39,-19513.1953125,578
72.9463,28.1484,743.73,579,2895000,288.43,-19488.396484375,579
73.006,28.0633,880.42,580,2900000,327.86,-19575.5,580
72.1087,28.1418,918.6,581,2905000,247.39,-19553.755859375,581
73.6947,29.3847,877.18,582,2910000,293.75,-19594.126953125,582
73.7761,29.7493,801.7,583,2915000,335.56,-19545.037109375,583
72.7846,29.411,912.7,584,2920000,294.74,-19516.91796875,584
73.5287,28.8926,761.87,585,2925000,281.58,-19511.41015625,585
72.8134,28.0155,737.35,586,2930000,307.24,-19579.20703125,586
72.8834,28.1693,832.94,587,2935000,279.43,-19530.07421875,587
71.8562,28.2196,852.88,588,2940000,270.24,-19523.44921875,588
73.2066,28.4223,778.04,589,2945000,290.62,-19484.87890625,589
72.6821,28.8814,885.28,590,2950000,283.59,-19576.859375,590
72.5526,28.5025,720.62,591,2955000,211.4,-19534.85546875,591
72.4624,28.4203,843.93,592,2960000,280.27,-19520.603515625,592
72.8187,27.6398,749.45,593,2965000,265.43,-19551.1640625,593
72.668,27.8419,916.62,594,2970000,282.68,-19542.923828125,594
73.9286,29.2694,896.41,595,2975000,320.7,-19534.94140625,595
74.2725,29.5541,910.77,596,2980000,282.7,-19592.998046875,596
72.7822,28.5704,714.69,597,2985000,308.25,-19467.486328125,597
72.6746,28.8476,822.99,598,2990000,292.16,-19536.57421875,598
72.4558,28.0929,769.79,599,2995000,269.89,-19492.310546875,599
