Real Sto Return,Running Env Steps,Itration,Real Det Return,Reward Loss,Running Forward KL,Running Update Time,Running Reverse KL
392.33,1920000,384,7.17,-4258.4208984375,46.3065,384,40.0591
63.52,1925000,385,60.38,-4099.298828125,56.284,385,98.6654
4450.81,1930000,386,4490.96,-4178.2880859375,40.86,386,17.513
4277.66,1935000,387,4409.45,-4357.8251953125,41.0116,387,18.6101
4411.66,1940000,388,4416.63,-4318.3125,40.6397,388,16.515
3644.32,1945000,389,4205.42,-4483.03466796875,41.3328,389,14.2111
4299.4,1950000,390,4479.32,-4477.5732421875,40.9431,390,14.0925
4439.84,1955000,391,4551.98,-4235.90283203125,39.9609,391,14.6059
4293.93,1960000,392,4466.21,-4322.9814453125,40.489,392,15.4757
4223.08,1965000,393,4436.74,-4523.97021484375,40.6633,393,15.4424
4381.49,1970000,394,4458.85,-4317.73779296875,40.4741,394,15.0143
4409.91,1975000,395,4472.6,-4458.2724609375,40.6697,395,15.5358
4361.51,1980000,396,4432.7,-4442.2109375,40.4336,396,15.0244
4411.65,1985000,397,4512.06,-4443.23046875,40.6151,397,14.6142
4407.4,1990000,398,4477.36,-4522.166015625,40.7956,398,14.6371
4230.49,1995000,399,4475.18,-4505.0908203125,40.2732,399,14.2697
4403.38,2000000,400,4490.9,-4718.14501953125,40.5278,400,14.6746
4415.64,2005000,401,4507.85,-4638.82470703125,40.5152,401,14.6973
3986.54,2010000,402,4533.26,-4721.66015625,40.559,402,15.3075
4252.1,2015000,403,4514.65,-4593.2890625,40.2638,403,14.5664
4515.91,2020000,404,4639.17,-4746.18115234375,40.5267,404,15.4603
4303.32,2025000,405,4558.74,-4786.46533203125,40.6107,405,15.2565
4258.59,2030000,406,4558.08,-4699.40771484375,40.4746,406,13.8588
4306.2,2035000,407,4569.66,-4778.26806640625,40.5591,407,14.6692
4270.12,2040000,408,4523.43,-4835.9501953125,40.4505,408,15.0359
4469.34,2045000,409,4572.9,-4723.41552734375,40.6501,409,14.8786
4343.55,2050000,410,4526.46,-4696.16650390625,40.3788,410,13.8842
4222.9,2055000,411,4589.46,-4740.7333984375,40.158,411,14.8096
4418.51,2060000,412,4500.82,-5095.7958984375,40.454,412,15.0977
4433.59,2065000,413,4567.01,-4895.61669921875,40.527,413,14.6344
4426.15,2070000,414,4508.66,-4882.28759765625,40.2051,414,14.9637
4454.5,2075000,415,4539.97,-4955.0478515625,40.6624,415,14.7026
4347.85,2080000,416,4525.27,-5016.6923828125,40.2379,416,14.1114
4455.9,2085000,417,4530.03,-5032.96728515625,40.908,417,14.7588
4479.46,2090000,418,4574.21,-4905.01318359375,40.4105,418,15.3135
4475.16,2095000,419,4589.15,-4881.86474609375,40.1181,419,14.6229
4466.46,2100000,420,4550.85,-5069.10595703125,40.4937,420,15.1709
4483.17,2105000,421,4537.37,-4971.46044921875,40.5818,421,14.8048
4481.35,2110000,422,4554.17,-5112.611328125,40.8406,422,16.435
4480.51,2115000,423,4534.74,-5059.18896484375,40.3932,423,14.4059
4417.09,2120000,424,4601.34,-5039.0615234375,40.2418,424,15.2018
4529.91,2125000,425,4645.61,-4754.80517578125,40.4489,425,14.9063
4526.08,2130000,426,4595.24,-5184.40771484375,40.5692,426,15.605
4446.56,2135000,427,4545.45,-5211.13916015625,40.7509,427,14.5539
4496.76,2140000,428,4564.79,-5188.49072265625,40.6836,428,15.127
4499.08,2145000,429,4583.09,-4952.01416015625,40.2436,429,14.4804
4371.58,2150000,430,4631.92,-5100.45849609375,40.242,430,14.8358
4584.78,2155000,431,4673.75,-4991.822265625,40.3703,431,15.4503
4354.33,2160000,432,4672.51,-5169.0615234375,40.4939,432,15.7216
4402.4,2165000,433,4619.68,-5295.10693359375,40.5479,433,14.7825
4618.2,2170000,434,4685.94,-5226.66162109375,40.4955,434,16.0419
4455.11,2175000,435,4684.96,-5039.1279296875,40.6529,435,16.0195
4545.65,2180000,436,4604.4,-5168.30810546875,40.3445,436,15.0892
4547.12,2185000,437,4620.65,-5262.59716796875,40.3969,437,15.4126
4575.76,2190000,438,4638.89,-5312.14404296875,40.4504,438,16.0804
4515.33,2195000,439,4598.02,-5488.56494140625,40.8839,439,16.0738
4597.22,2200000,440,4668.01,-5392.8212890625,40.6448,440,16.2533
4565.08,2205000,441,4614.3,-5508.85986328125,40.6847,441,15.9367
4479.09,2210000,442,4657.68,-5365.7998046875,40.6131,442,15.212
4558.63,2215000,443,4583.02,-5452.40771484375,40.5052,443,15.4249
4558.86,2220000,444,4628.15,-5297.34765625,40.6681,444,15.1559
4411.89,2225000,445,4624.38,-5463.0556640625,40.524,445,15.8683
4463.87,2230000,446,4687.66,-5385.263671875,40.2749,446,15.8854
4579.75,2235000,447,4642.7,-5570.52978515625,40.5224,447,16.1571
4444.78,2240000,448,4663.86,-5419.11669921875,40.8821,448,15.989
4515.84,2245000,449,4600.24,-5410.279296875,40.6872,449,14.4448
4386.65,2250000,450,4641.86,-5535.61181640625,40.7114,450,15.8231
3942.44,2255000,451,4644.99,-5556.81884765625,40.7949,451,15.493
4123.78,2260000,452,4682.74,-5369.79248046875,40.3628,452,15.5397
4394.53,2265000,453,4689.2,-5612.09765625,40.5757,453,16.0844
4366.65,2270000,454,4636.31,-5540.60595703125,41.1139,454,15.4289
4455.63,2275000,455,4664.89,-5681.26953125,40.9438,455,16.3308
4503.87,2280000,456,4590.25,-5714.55517578125,40.7322,456,15.438
4526.73,2285000,457,4595.75,-5830.60693359375,40.7492,457,15.999
4582.7,2290000,458,4649.44,-5542.87841796875,41.0999,458,16.1489
4506.18,2295000,459,4554.85,-5519.25048828125,40.6343,459,15.3368
4236.79,2300000,460,4501.8,-5739.14453125,40.7325,460,15.8819
4478.06,2305000,461,4564.09,-5566.216796875,40.7614,461,15.2803
4301.18,2310000,462,4584.29,-5627.404296875,40.7577,462,15.9118
4364.3,2315000,463,4549.42,-5388.69873046875,40.9186,463,14.4875
4337.47,2320000,464,4555.59,-5709.26708984375,40.7479,464,16.109
4486.06,2325000,465,4565.91,-5718.841796875,40.5291,465,15.3495
4516.39,2330000,466,4639.81,-5755.70166015625,40.9601,466,15.3216
4346.04,2335000,467,4590.23,-5822.15673828125,40.6807,467,15.2664
4537.57,2340000,468,4598.54,-5928.2998046875,41.2132,468,16.0252
4414.15,2345000,469,4628.75,-5820.13720703125,40.5846,469,16.3326
4559.53,2350000,470,4657.99,-5766.21826171875,40.6613,470,15.7046
4434.14,2355000,471,4654.39,-5763.5595703125,40.8186,471,15.4382
4504.53,2360000,472,4664.7,-5748.7373046875,40.7719,472,16.5029
4574.37,2365000,473,4659.73,-6003.94140625,40.6956,473,16.5353
4572.29,2370000,474,4686.13,-5905.20849609375,40.8446,474,15.7732
4564.32,2375000,475,4715.93,-5833.4697265625,40.9554,475,15.9001
4567.82,2380000,476,4691.28,-5771.2724609375,40.9179,476,16.1829
4485.39,2385000,477,4677.38,-6053.73974609375,40.4093,477,16.4421
4592.98,2390000,478,4665.67,-6254.2265625,40.6829,478,17.017
4462.98,2395000,479,4729.7,-5915.98974609375,40.2357,479,16.7448
4583.94,2400000,480,4714.25,-6067.35205078125,40.5287,480,16.0838
4616.83,2405000,481,4683.34,-6237.20849609375,40.7629,481,16.6079
4192.21,2410000,482,4673.9,-6288.60400390625,40.505,482,16.5781
4510.23,2415000,483,4740.17,-5771.28955078125,40.8372,483,15.5318
4224.91,2420000,484,4690.58,-6025.9033203125,40.8774,484,15.5222
4278.78,2425000,485,4707.6,-6076.19580078125,40.4596,485,15.2955
4404.65,2430000,486,4695.55,-6080.72314453125,41.256,486,14.9706
4445.88,2435000,487,4730.51,-6371.79541015625,40.88,487,15.8334
4408.96,2440000,488,4737.95,-6362.32763671875,40.6458,488,16.7767
4411.71,2445000,489,4691.94,-6398.40087890625,40.6448,489,16.0099
4299.85,2450000,490,4687.79,-6233.32958984375,40.7685,490,15.8654
4204.0,2455000,491,4677.69,-6362.3349609375,40.9834,491,14.8652
4211.27,2460000,492,4674.64,-6233.3115234375,40.7872,492,15.227
4550.63,2465000,493,4671.38,-6289.7958984375,40.5196,493,14.8667
4380.37,2470000,494,4707.67,-6376.9638671875,40.6644,494,15.4023
4144.68,2475000,495,4675.07,-6311.0390625,40.7098,495,15.5267
4557.93,2480000,496,4678.61,-6344.66845703125,40.8759,496,15.6138
4248.24,2485000,497,4658.77,-6409.03466796875,40.8737,497,15.1215
4382.59,2490000,498,4672.41,-6462.0615234375,40.6625,498,15.2589
4544.04,2495000,499,4670.59,-6830.48046875,40.6184,499,16.5328
4425.79,2500000,500,4692.89,-6537.755859375,40.9504,500,15.6781
4289.36,2505000,501,4661.61,-6540.2275390625,40.6717,501,15.7679
4395.25,2510000,502,4640.25,-6434.6396484375,40.5624,502,15.1949
4331.95,2515000,503,4656.8,-6286.251953125,40.3549,503,14.7104
4101.85,2520000,504,4653.18,-6476.84765625,40.511,504,15.6175
4386.05,2525000,505,4653.29,-6570.75439453125,40.6621,505,15.3899
4065.03,2530000,506,4686.15,-6409.15283203125,40.8689,506,14.635
3768.44,2535000,507,4630.56,-6318.068359375,40.8386,507,13.6888
3936.79,2540000,508,4625.54,-6605.76416015625,40.5861,508,14.5699
4091.81,2545000,509,4649.53,-6649.97265625,40.3611,509,15.7682
4195.87,2550000,510,4620.68,-6399.96826171875,40.7274,510,14.3314
4110.51,2555000,511,4657.72,-6663.3525390625,40.718,511,15.7783
4552.03,2560000,512,4621.67,-6484.248046875,40.0968,512,14.7734
3809.77,2565000,513,4621.34,-6498.125,40.3117,513,14.8994
4215.59,2570000,514,4652.4,-6528.7353515625,40.6319,514,14.4481
3769.31,2575000,515,4625.64,-6663.6279296875,41.1136,515,13.4209
3635.28,2580000,516,4631.99,-6284.943359375,40.8358,516,12.7943
3616.33,2585000,517,4646.59,-6482.81396484375,40.5002,517,14.4775
3692.86,2590000,518,4148.03,-6406.93994140625,41.0074,518,13.5488
3168.47,2595000,519,4482.72,-6339.90283203125,41.2705,519,13.819
3819.64,2600000,520,4682.09,-6679.67236328125,40.7847,520,15.1823
4313.19,2605000,521,4698.52,-6618.95361328125,40.7937,521,14.7765
4375.55,2610000,522,4645.97,-6993.80029296875,40.2684,522,16.2988
4230.26,2615000,523,4632.9,-6807.50634765625,40.4883,523,15.2937
4317.15,2620000,524,4594.08,-6830.669921875,40.4934,524,15.5034
4320.93,2625000,525,4629.33,-6747.49560546875,40.7221,525,14.6178
4051.54,2630000,526,4479.13,-6616.29345703125,40.4171,526,15.0215
3656.86,2635000,527,4648.64,-6766.93408203125,40.5141,527,15.063
4327.57,2640000,528,4652.33,-6803.19873046875,40.5113,528,15.0444
3999.9,2645000,529,4671.6,-7011.40234375,40.8916,529,16.973
3405.26,2650000,530,4330.96,-6754.93896484375,41.2181,530,15.0367
3890.86,2655000,531,3525.73,-6808.69970703125,40.7895,531,15.2262
3563.93,2660000,532,4026.14,-6753.67626953125,40.7071,532,15.1346
3450.3,2665000,533,4629.14,-6882.82958984375,41.0391,533,15.2689
4172.11,2670000,534,4224.73,-6767.9384765625,41.2491,534,15.5817
4290.24,2675000,535,4617.2,-6926.2734375,40.836,535,15.6213
4562.5,2680000,536,4588.63,-6919.45166015625,40.5818,536,15.1595
3589.86,2685000,537,3629.5,-6896.615234375,41.1889,537,14.8906
3986.15,2690000,538,3130.08,-7010.3623046875,40.3611,538,15.793
4435.08,2695000,539,4621.04,-7041.48974609375,40.4347,539,16.209
4373.75,2700000,540,4310.77,-7108.650390625,40.5941,540,17.0391
4400.17,2705000,541,4634.18,-7132.4814453125,40.4279,541,16.6903
4411.19,2710000,542,4640.04,-7126.70751953125,40.5525,542,16.247
4407.32,2715000,543,4658.62,-7214.642578125,41.1096,543,15.8778
4607.74,2720000,544,4673.01,-7110.34716796875,40.8676,544,15.7934
4407.07,2725000,545,4638.21,-7276.37841796875,40.8903,545,16.8798
4439.87,2730000,546,4145.93,-7215.5703125,40.7405,546,17.0611
4611.29,2735000,547,4673.31,-7563.4287109375,40.8684,547,18.0451
4457.76,2740000,548,4664.2,-7353.96484375,41.0938,548,16.534
4440.58,2745000,549,4652.56,-7291.21923828125,40.6135,549,16.454
4359.53,2750000,550,4625.12,-7158.1318359375,40.5643,550,16.4268
4569.64,2755000,551,4632.56,-7235.72021484375,41.0609,551,16.1196
4589.13,2760000,552,4665.97,-7378.08154296875,40.5239,552,16.7259
4554.61,2765000,553,4617.95,-7439.21337890625,40.6481,553,16.8586
4583.05,2770000,554,4645.07,-7400.82421875,40.8393,554,16.5072
4403.11,2775000,555,4629.23,-7667.2021484375,40.649,555,17.3876
4595.83,2780000,556,4669.74,-7436.0302734375,40.2962,556,16.5441
4549.02,2785000,557,4619.13,-7556.0390625,40.8084,557,16.8733
4575.54,2790000,558,4628.13,-7428.625,40.9684,558,15.4215
4416.41,2795000,559,4629.83,-7625.29541015625,40.5766,559,16.7527
4563.32,2800000,560,4623.75,-7672.6865234375,40.8795,560,16.7339
4423.19,2805000,561,4646.88,-7618.52685546875,40.7394,561,16.6609
4378.56,2810000,562,4634.33,-7522.3447265625,40.7268,562,16.7719
4148.76,2815000,563,4704.19,-7660.4677734375,41.317,563,15.753
4583.48,2820000,564,4665.19,-7665.9248046875,41.2702,564,15.8462
4558.5,2825000,565,4620.54,-7647.37255859375,40.9613,565,15.8394
4365.86,2830000,566,4619.8,-7607.453125,40.8362,566,16.473
4074.88,2835000,567,4617.66,-7468.4599609375,41.002,567,15.4626
4600.67,2840000,568,4669.89,-7825.3193359375,41.4269,568,17.1371
4421.87,2845000,569,4639.12,-7782.71337890625,40.8556,569,16.8851
4571.48,2850000,570,4621.11,-7760.630859375,40.8706,570,17.0211
4596.71,2855000,571,4637.44,-7609.55126953125,40.65,571,15.9924
4348.23,2860000,572,4643.48,-7776.478515625,40.8488,572,17.0286
4630.53,2865000,573,4698.53,-7834.6708984375,41.0285,573,17.0346
4415.6,2870000,574,4625.75,-7909.76513671875,40.7558,574,15.6493
4398.66,2875000,575,4631.69,-7824.9521484375,40.7444,575,16.9327
4583.66,2880000,576,4657.31,-7982.6845703125,41.0956,576,17.3882
4613.52,2885000,577,4647.68,-7848.81103515625,40.8796,577,16.8129
4379.99,2890000,578,4640.75,-7895.20068359375,40.5553,578,16.237
4587.6,2895000,579,4641.8,-8039.78369140625,40.7693,579,17.204
4560.94,2900000,580,4595.24,-7995.91552734375,40.6243,580,16.4115
4598.9,2905000,581,4663.2,-7844.04638671875,40.9062,581,16.6182
4592.37,2910000,582,4658.84,-8007.7685546875,40.521,582,16.3028
4318.33,2915000,583,4597.56,-8154.40869140625,40.9198,583,16.7376
4652.92,2920000,584,4675.31,-8063.94580078125,40.8084,584,17.6613
4447.47,2925000,585,4651.56,-8066.75341796875,40.6504,585,17.2022
4498.77,2930000,586,4680.2,-7853.04833984375,40.747,586,15.997
4584.08,2935000,587,4682.39,-8019.9453125,40.51,587,16.3199
4600.36,2940000,588,4647.48,-8115.67041015625,40.8921,588,16.8877
4573.34,2945000,589,4638.93,-8073.54345703125,41.144,589,16.9273
4575.74,2950000,590,4627.01,-8006.4609375,41.0925,590,16.7213
4563.75,2955000,591,4628.4,-8079.41552734375,40.9262,591,15.7917
4543.04,2960000,592,4590.63,-7894.09375,41.1428,592,14.609
4436.0,2965000,593,4624.71,-7966.92578125,41.1337,593,16.8497
4578.04,2970000,594,4641.37,-8029.76416015625,40.7433,594,16.1695
4390.63,2975000,595,4599.61,-7997.42529296875,40.9127,595,16.4979
4521.36,2980000,596,4557.94,-8124.45947265625,40.984,596,15.3126
4489.86,2985000,597,4667.33,-8108.408203125,41.1085,597,16.3397
4071.25,2990000,598,4625.2,-7885.107421875,40.9589,598,14.8803
4566.55,2995000,599,4613.1,-8013.72900390625,41.0326,599,16.0687
4388.03,3000000,600,4585.78,-7889.96484375,40.9295,600,14.5945
4558.12,3005000,601,4632.38,-7875.6220703125,41.0954,601,15.5966
4542.61,3010000,602,4575.13,-8170.75927734375,40.93,602,16.1925
4548.2,3015000,603,4583.46,-8115.79248046875,41.2103,603,16.1958
4573.28,3020000,604,4610.09,-8190.1552734375,40.9767,604,16.0441
4443.66,3025000,605,4660.12,-8083.701171875,40.9296,605,14.9211
4453.33,3030000,606,4622.12,-8142.0546875,40.9178,606,16.3831
4588.43,3035000,607,4661.29,-8211.2412109375,41.5332,607,15.6179
4569.19,3040000,608,4636.6,-8183.197265625,41.1039,608,16.1484
4062.42,3045000,609,4653.54,-8196.1162109375,40.8932,609,15.4751
4605.44,3050000,610,4653.55,-7968.7841796875,40.999,610,15.3044
4209.22,3055000,611,4628.43,-8134.8935546875,41.2502,611,15.1726
4429.66,3060000,612,4647.89,-7796.4580078125,41.0805,612,13.7997
4010.6,3065000,613,3824.95,-8287.0556640625,41.4394,613,14.8211
3909.57,3070000,614,4653.43,-7716.54150390625,41.3388,614,13.1983
4579.27,3075000,615,4626.51,-8242.0830078125,40.896,615,15.9553
4612.34,3080000,616,4675.09,-8168.6611328125,41.5777,616,14.9134
4427.84,3085000,617,4620.6,-8303.75,41.3449,617,15.8974
4570.96,3090000,618,4613.58,-8536.865234375,41.092,618,16.3043
4574.18,3095000,619,4626.33,-8237.2197265625,41.0068,619,16.3116
4604.33,3100000,620,4656.55,-8469.9169921875,40.8335,620,16.7024
4633.02,3105000,621,4713.21,-8404.38671875,40.7688,621,16.7288
4584.68,3110000,622,4631.99,-8428.2998046875,40.734,622,16.3135
4233.37,3115000,623,4658.27,-8365.5498046875,41.5686,623,15.2624
3982.22,3120000,624,4654.22,-8634.8671875,40.752,624,16.5304
4432.59,3125000,625,4672.51,-8436.68359375,41.0826,625,16.5215
4234.97,3130000,626,4614.08,-8343.927734375,41.0935,626,14.4089
4596.13,3135000,627,4687.13,-8622.546875,41.3141,627,16.9773
4525.61,3140000,628,4666.74,-8527.8251953125,41.0333,628,16.528
3978.48,3145000,629,4659.12,-8156.59521484375,41.29,629,13.9644
4591.25,3150000,630,4655.0,-8572.283203125,40.4799,630,16.2521
4163.02,3155000,631,4676.82,-8556.7373046875,41.0479,631,15.8116
4500.66,3160000,632,4667.07,-8538.0400390625,40.8063,632,16.0738
4521.06,3165000,633,4651.18,-8511.5869140625,40.8653,633,15.5541
4505.94,3170000,634,4630.87,-8547.244140625,41.0415,634,14.6625
4583.01,3175000,635,4657.73,-8636.57421875,40.6337,635,16.1255
4461.78,3180000,636,4696.91,-8272.2587890625,40.8442,636,15.8252
4546.37,3185000,637,4633.69,-8565.421875,41.057,637,15.9661
4213.25,3190000,638,4667.79,-8620.8232421875,40.9568,638,15.2108
4519.84,3195000,639,4594.36,-8627.02734375,40.7135,639,16.2628
4382.65,3200000,640,4618.76,-8547.0322265625,41.1215,640,15.711
4354.94,3205000,641,4647.84,-8516.2177734375,41.2184,641,15.2395
4364.81,3210000,642,4661.64,-8582.7451171875,40.7951,642,16.2711
4593.41,3215000,643,4661.4,-8539.4521484375,40.9253,643,16.1027
4514.64,3220000,644,4646.29,-8668.5791015625,41.1721,644,16.2826
4444.23,3225000,645,4694.98,-8538.6083984375,41.1831,645,16.1978
4532.19,3230000,646,4658.81,-8715.025390625,40.8704,646,16.5965
4510.73,3235000,647,4664.15,-8713.9267578125,41.1682,647,15.3615
4588.39,3240000,648,4656.25,-8715.26171875,41.2823,648,16.5978
4532.66,3245000,649,4632.47,-8686.4833984375,41.1331,649,15.6774
4545.15,3250000,650,4673.11,-8701.0029296875,41.2347,650,14.6022
4270.91,3255000,651,4666.06,-8820.732421875,41.0057,651,16.7393
4553.64,3260000,652,4643.25,-8757.419921875,41.0359,652,16.0733
4076.83,3265000,653,4631.08,-8660.732421875,40.8362,653,15.6813
4368.21,3270000,654,4658.4,-8927.0732421875,41.0704,654,16.547
4028.89,3275000,655,4662.38,-8785.2626953125,41.2648,655,15.6947
4537.36,3280000,656,4650.24,-8818.1376953125,40.7859,656,15.8234
4553.16,3285000,657,4633.13,-8805.970703125,40.9639,657,15.541
4382.1,3290000,658,4650.47,-8788.080078125,40.9132,658,16.758
4567.78,3295000,659,4652.42,-8925.5654296875,40.8542,659,16.6266
4251.23,3300000,660,4597.65,-8819.7744140625,41.097,660,16.0232
4412.52,3305000,661,4643.93,-8893.5830078125,40.9903,661,16.2307
4534.82,3310000,662,4642.25,-8882.1259765625,40.9179,662,15.7004
4541.68,3315000,663,4614.96,-8801.3037109375,41.024,663,15.3167
4550.4,3320000,664,4649.65,-8846.51953125,41.1974,664,15.2221
4313.43,3325000,665,4631.74,-8921.4873046875,40.7835,665,16.2187
4548.23,3330000,666,4653.64,-9090.0693359375,41.3355,666,17.1897
4483.68,3335000,667,4616.55,-8931.138671875,40.7141,667,16.3692
4229.69,3340000,668,4625.3,-8982.970703125,40.9791,668,16.152
4209.03,3345000,669,4641.33,-9090.6953125,40.9375,669,16.7416
4391.13,3350000,670,4628.72,-8998.0966796875,41.4055,670,16.6462
4365.84,3355000,671,4604.54,-9066.6708984375,41.1422,671,16.4645
4558.13,3360000,672,4661.62,-8957.037109375,40.8693,672,16.7938
4564.42,3365000,673,4656.23,-9103.224609375,41.4386,673,17.0965
4525.13,3370000,674,4632.46,-9097.734375,41.2846,674,16.741
4568.27,3375000,675,4664.23,-9033.400390625,41.0101,675,16.7361
4551.49,3380000,676,4660.66,-8884.3486328125,41.0311,676,16.5478
4463.59,3385000,677,4640.81,-9015.5009765625,41.012,677,16.3398
3987.63,3390000,678,4618.0,-8945.923828125,40.9204,678,16.3338
4545.79,3395000,679,4645.4,-9015.279296875,40.5493,679,16.3362
4376.49,3400000,680,4624.35,-9170.29296875,41.1849,680,17.2377
4570.17,3405000,681,4663.44,-9169.2998046875,41.267,681,17.4019
4596.97,3410000,682,4701.45,-8926.7861328125,41.3146,682,16.3174
4561.86,3415000,683,4671.13,-9154.056640625,40.997,683,17.2101
4492.34,3420000,684,4711.88,-9366.966796875,41.4864,684,17.2088
4584.39,3425000,685,4684.82,-9016.8349609375,40.8969,685,16.5208
4430.9,3430000,686,4683.78,-9227.9990234375,41.5468,686,17.6088
4416.17,3435000,687,4676.15,-9217.0615234375,40.9892,687,17.0362
4583.44,3440000,688,4698.4,-9306.833984375,40.9027,688,16.3934
4596.0,3445000,689,4706.38,-9429.373046875,41.1433,689,17.1776
4448.95,3450000,690,4680.6,-9373.576171875,41.3703,690,16.3625
4313.97,3455000,691,4690.84,-9402.1376953125,41.0696,691,17.6442
4570.45,3460000,692,4656.67,-9389.2685546875,40.8434,692,17.1122
4250.65,3465000,693,4682.13,-9430.05078125,41.4967,693,15.9346
4490.14,3470000,694,4683.5,-9393.951171875,41.0001,694,16.9436
4309.51,3475000,695,4706.99,-9203.49609375,41.0112,695,15.6388
4596.0,3480000,696,4690.41,-9208.3232421875,40.7629,696,15.2081
4554.7,3485000,697,4679.9,-9232.4091796875,40.858,697,16.1583
4461.72,3490000,698,4689.94,-9159.9091796875,40.9745,698,16.5156
4621.26,3495000,699,4708.22,-9262.21484375,40.5411,699,16.2664
4588.45,3500000,700,4680.76,-9311.83984375,40.6677,700,16.1481
4437.85,3505000,701,4700.82,-9409.048828125,40.7872,701,16.9317
4445.0,3510000,702,4688.12,-9339.44921875,40.7956,702,16.0626
4377.5,3515000,703,4663.24,-9249.81640625,40.826,703,16.4611
4634.4,3520000,704,4707.13,-9361.5546875,41.2194,704,16.9068
4616.06,3525000,705,4679.69,-9315.775390625,41.0406,705,17.3201
4592.19,3530000,706,4669.41,-9249.576171875,41.3651,706,15.1597
4611.4,3535000,707,4677.23,-9361.873046875,40.6271,707,16.629
4447.77,3540000,708,4668.77,-9341.62890625,40.6763,708,16.4532
4485.38,3545000,709,4705.73,-9308.2099609375,40.6844,709,16.3789
4472.26,3550000,710,4716.1,-9435.1455078125,41.293,710,16.5066
4516.27,3555000,711,4721.49,-9442.8486328125,41.6119,711,16.561
4507.04,3560000,712,4739.83,-9391.4951171875,41.3321,712,16.3232
4654.02,3565000,713,4728.77,-9406.5966796875,40.89,713,16.2716
4267.58,3570000,714,4722.6,-9611.2744140625,41.2406,714,16.8878
4653.76,3575000,715,4729.66,-9409.2119140625,40.7455,715,15.3347
4558.69,3580000,716,4754.08,-9535.9990234375,41.0708,716,16.8968
4654.89,3585000,717,4739.66,-9383.57421875,41.164,717,16.5073
4503.08,3590000,718,4731.61,-9604.7763671875,41.4166,718,16.4133
4309.04,3595000,719,4722.95,-9446.712890625,41.1287,719,15.8183
4665.62,3600000,720,4743.02,-9502.2919921875,41.5081,720,16.0163
3940.84,3605000,721,4741.88,-9433.8173828125,41.5521,721,15.6215
4385.08,3610000,722,4731.8,-9118.3740234375,41.2314,722,15.0179
4430.58,3615000,723,4732.24,-9392.6181640625,41.5021,723,14.9219
4555.36,3620000,724,4751.98,-9382.9755859375,40.9723,724,15.9577
3702.72,3625000,725,4776.19,-9290.9208984375,41.5071,725,14.5288
4271.03,3630000,726,4786.25,-9443.1005859375,41.3258,726,15.5274
4194.81,3635000,727,4731.33,-9326.740234375,41.1538,727,14.9823
4583.23,3640000,728,4714.5,-9302.146484375,40.9189,728,14.5657
4124.91,3645000,729,4686.56,-9512.1962890625,40.5266,729,15.3856
4335.67,3650000,730,4655.09,-9118.7060546875,40.6256,730,14.4862
3875.94,3655000,731,4678.9,-9099.36328125,40.8856,731,15.144
4463.39,3660000,732,4656.4,-9087.80859375,40.8613,732,15.4831
4340.6,3665000,733,4704.76,-9176.615234375,41.0365,733,14.6453
4617.33,3670000,734,4706.01,-9268.2451171875,40.9749,734,15.4381
3756.53,3675000,735,4701.82,-9217.9580078125,40.88,735,14.1979
4238.86,3680000,736,4700.86,-8878.814453125,41.5261,736,13.1343
4404.67,3685000,737,4730.44,-9268.4345703125,40.6307,737,15.8167
4203.96,3690000,738,4721.2,-9230.294921875,41.0171,738,15.0535
4190.63,3695000,739,4735.75,-9245.4208984375,40.3978,739,15.3922
4180.49,3700000,740,4801.75,-9185.7451171875,41.0283,740,14.782
3349.13,3705000,741,4749.56,-9201.1279296875,41.0027,741,13.7802
3709.49,3710000,742,4710.45,-9178.1328125,40.3852,742,14.9593
4190.32,3715000,743,4534.62,-9611.392578125,40.8826,743,15.3541
4222.34,3720000,744,4700.28,-9633.9501953125,40.4534,744,16.189
4605.7,3725000,745,4719.22,-9439.728515625,40.8085,745,14.5674
3939.9,3730000,746,4714.82,-9650.279296875,40.9158,746,15.655
4326.12,3735000,747,4727.39,-9709.619140625,40.7223,747,16.1275
4487.59,3740000,748,4713.52,-9512.3310546875,40.4174,748,14.6958
4318.03,3745000,749,4717.37,-9721.4677734375,40.9384,749,14.5938
3763.24,3750000,750,4745.4,-9700.26171875,40.7794,750,15.6015
4410.18,3755000,751,4752.32,-9626.7998046875,40.7696,751,15.6752
4132.28,3760000,752,4739.81,-9581.9140625,40.7218,752,15.4077
4027.12,3765000,753,4746.98,-9646.0947265625,40.234,753,15.4195
3502.58,3770000,754,4767.32,-9781.8916015625,41.0176,754,13.9499
3708.49,3775000,755,4742.29,-9659.494140625,41.1533,755,13.3083
2360.61,3780000,756,4767.17,-9600.3896484375,40.8659,756,13.7353
2785.38,3785000,757,4789.95,-9629.8984375,42.4107,757,12.7317
3327.44,3790000,758,4749.55,-9663.8486328125,41.1619,758,13.3911
4302.11,3795000,759,4763.9,-9593.1494140625,41.0388,759,14.264
3526.69,3800000,760,4786.77,-9583.7880859375,41.2554,760,13.6365
3672.42,3805000,761,4800.55,-9561.982421875,40.7225,761,14.341
3549.88,3810000,762,4750.86,-9565.705078125,40.9544,762,14.3622
3613.48,3815000,763,4772.26,-9253.3818359375,40.7189,763,14.018
4020.17,3820000,764,4738.09,-9531.931640625,40.7102,764,14.2498
3987.5,3825000,765,4761.08,-9537.7041015625,40.7135,765,15.1557
4333.91,3830000,766,4765.96,-9636.177734375,40.9422,766,14.6669
