Running Update Time,Running Env Steps,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Reward Loss,Running Forward KL
386,1930000,386,4231.28,4232.82,19.4027,-18181.267578125,42.4316
387,1935000,387,4301.61,4298.6,19.7458,-17825.9921875,42.0544
388,1940000,388,4366.04,4310.16,19.6324,-17856.060546875,42.0465
389,1945000,389,4355.89,4278.71,19.4455,-18018.51171875,41.9379
390,1950000,390,4363.57,4315.57,18.6742,-18082.306640625,41.7874
391,1955000,391,4345.33,4277.22,18.6164,-18357.697265625,41.8644
392,1960000,392,4296.76,4285.76,17.9523,-18525.279296875,41.5008
393,1965000,393,4215.18,4265.29,17.7975,-18539.033203125,41.4012
394,1970000,394,4203.99,4228.42,18.0921,-18824.333984375,41.5163
395,1975000,395,4332.91,4303.01,18.1449,-18762.26171875,41.6827
396,1980000,396,4370.24,4314.56,18.4817,-18618.634765625,41.2808
397,1985000,397,4406.32,4341.72,19.0507,-18550.822265625,41.4946
398,1990000,398,4413.77,4360.07,19.0701,-18478.482421875,41.4548
399,1995000,399,4368.55,4324.76,18.7222,-18601.1796875,41.4857
400,2000000,400,4367.05,4308.6,19.1102,-18668.3046875,41.5085
401,2005000,401,4335.18,4325.44,19.3714,-18789.8203125,41.4316
402,2010000,402,4365.02,4331.84,18.8298,-18898.0,41.5659
403,2015000,403,4371.34,4354.52,19.068,-18656.79296875,41.2306
404,2020000,404,4390.09,4359.34,18.6021,-18629.33984375,41.2454
405,2025000,405,4403.57,4347.86,18.6036,-18747.025390625,41.1587
406,2030000,406,4384.36,4337.2,18.9199,-18859.38671875,41.0013
407,2035000,407,4403.74,4346.32,18.9988,-18940.453125,41.1404
408,2040000,408,4410.87,4344.99,18.5391,-19296.619140625,41.3325
409,2045000,409,4400.84,4351.74,18.5958,-19058.171875,40.7752
410,2050000,410,4429.53,4365.11,18.4713,-19228.28125,41.5331
411,2055000,411,4438.57,4374.28,18.6767,-19257.8671875,41.0784
412,2060000,412,4446.72,4344.85,18.2942,-19340.466796875,41.2079
413,2065000,413,4415.84,4349.47,18.7324,-19544.697265625,41.4878
414,2070000,414,4412.9,4356.28,18.428,-19950.328125,41.079
415,2075000,415,4433.57,4370.74,18.2814,-19727.640625,41.0571
416,2080000,416,4452.62,4375.9,18.528,-19890.021484375,41.2428
417,2085000,417,4446.31,4373.06,18.3601,-19768.580078125,41.1358
418,2090000,418,4435.33,4367.35,18.0714,-20041.3515625,41.1372
419,2095000,419,4435.01,4371.15,17.9341,-19737.837890625,40.6617
420,2100000,420,4457.31,4368.49,18.0409,-19754.677734375,40.8197
421,2105000,421,4456.88,4375.34,18.3771,-19943.50390625,41.1455
422,2110000,422,4420.72,4338.41,17.759,-20173.470703125,40.7414
423,2115000,423,4465.26,4417.5,18.1848,-19769.654296875,41.0531
424,2120000,424,4454.09,4388.62,18.1058,-20028.94140625,40.8216
425,2125000,425,4478.23,4386.87,17.6535,-20108.921875,41.0961
426,2130000,426,4473.93,4365.15,18.3175,-20002.857421875,40.9482
427,2135000,427,4466.97,4380.27,17.94,-20277.392578125,40.8243
428,2140000,428,4404.98,4340.6,17.5627,-20465.248046875,40.5897
429,2145000,429,4472.4,4394.67,17.3608,-20077.009765625,40.5073
430,2150000,430,4408.92,4393.75,18.285,-20448.1953125,40.8192
431,2155000,431,4425.43,4353.54,17.5403,-20761.779296875,40.771
432,2160000,432,4461.9,4379.11,18.2589,-20707.666015625,41.1672
433,2165000,433,4434.64,4383.04,17.6518,-20595.14453125,40.8821
434,2170000,434,4434.11,4388.51,18.0795,-21251.544921875,40.9732
435,2175000,435,4438.05,4386.66,17.862,-20605.62109375,40.7033
436,2180000,436,4448.08,4383.28,17.6557,-20833.822265625,40.9991
437,2185000,437,4445.12,4393.3,18.5863,-20937.998046875,41.2725
438,2190000,438,4484.68,4376.61,17.5083,-20975.8984375,40.6965
439,2195000,439,4405.11,4358.77,17.2042,-21152.74609375,40.7357
440,2200000,440,4434.36,4390.98,17.1775,-21126.083984375,40.744
441,2205000,441,4418.95,4397.19,17.8726,-21356.9609375,40.7417
442,2210000,442,4435.17,4382.33,17.9233,-21520.78125,40.6531
443,2215000,443,4370.57,4355.23,17.333,-21561.310546875,40.6846
444,2220000,444,4370.03,4367.76,17.4725,-21769.904296875,40.6512
445,2225000,445,4423.98,4378.75,17.2575,-21779.3828125,40.9875
446,2230000,446,4472.84,4378.27,17.5608,-21728.806640625,40.8401
447,2235000,447,4347.27,4376.69,17.3455,-22038.580078125,40.8528
448,2240000,448,4456.47,4377.09,17.5777,-21941.400390625,40.8468
449,2245000,449,4465.25,4378.12,17.3389,-21754.90234375,40.9229
450,2250000,450,4332.5,4347.15,17.6849,-22412.564453125,40.7967
451,2255000,451,4438.51,4372.66,17.8365,-22251.623046875,41.0577
452,2260000,452,4382.28,4273.68,17.4501,-22357.359375,40.8576
453,2265000,453,4354.34,4347.22,17.1003,-22374.244140625,40.8831
454,2270000,454,4433.87,4361.49,17.4548,-22676.8828125,41.0331
455,2275000,455,4435.5,4371.68,17.5631,-22536.33984375,41.0493
456,2280000,456,4378.81,4375.72,17.4098,-22525.8828125,40.7245
457,2285000,457,4314.02,4352.43,17.0894,-22774.3671875,40.8962
458,2290000,458,4354.77,4378.79,17.2361,-22897.3984375,40.8447
459,2295000,459,4381.03,4375.38,17.211,-22981.7109375,40.8957
460,2300000,460,4361.9,4272.26,17.4513,-23057.04296875,40.7123
461,2305000,461,4442.48,4391.77,17.4431,-23161.212890625,41.0247
462,2310000,462,4457.01,4400.05,17.4102,-23004.80078125,40.6129
463,2315000,463,4231.24,3966.79,16.2907,-23791.03515625,40.897
464,2320000,464,4407.15,4394.18,18.7955,-23478.60546875,41.26
465,2325000,465,4432.96,4414.77,18.9752,-23368.57421875,41.3329
466,2330000,466,4472.4,4394.85,17.4711,-23435.67578125,40.7397
467,2335000,467,4459.49,4405.4,18.2206,-22760.30078125,41.2669
468,2340000,468,4427.59,4376.87,17.5299,-22745.1328125,40.8631
469,2345000,469,4434.67,4405.24,17.6947,-23025.28125,40.6018
470,2350000,470,4489.7,4413.04,18.1938,-23377.765625,41.1808
471,2355000,471,4392.5,4393.74,18.263,-23269.30859375,41.0593
472,2360000,472,4392.39,4380.86,17.8944,-24217.890625,40.9871
473,2365000,473,4448.45,4390.99,18.3092,-23524.689453125,40.7915
474,2370000,474,4490.81,4419.42,17.5585,-24078.3515625,41.3573
475,2375000,475,4449.26,4422.15,17.7633,-24150.67578125,40.8292
476,2380000,476,4343.39,4405.84,17.8296,-24465.87890625,41.3241
477,2385000,477,4431.27,4417.78,17.9703,-23926.072265625,41.0194
478,2390000,478,4409.71,4399.21,17.4057,-23981.9453125,41.2302
479,2395000,479,4425.98,4411.04,17.3757,-24886.326171875,40.9722
480,2400000,480,4465.84,4413.16,17.8327,-24432.68359375,40.9851
481,2405000,481,4431.68,4401.45,18.2674,-24941.302734375,41.5722
482,2410000,482,4335.47,4399.87,18.0121,-24654.888671875,41.0727
483,2415000,483,4360.2,4381.74,17.5687,-25056.150390625,41.0511
484,2420000,484,4334.44,4362.82,17.187,-25027.107421875,40.9542
485,2425000,485,4264.41,4387.19,16.9489,-24539.634765625,40.6375
486,2430000,486,4407.15,4376.82,17.4199,-24879.6015625,40.9309
487,2435000,487,4374.48,4380.75,17.4691,-25086.65625,40.9144
488,2440000,488,4421.69,4409.28,16.9183,-25602.90234375,41.0139
489,2445000,489,4186.5,4234.41,17.1656,-25397.40625,40.6104
490,2450000,490,4375.54,4300.57,17.2145,-25105.154296875,40.8011
491,2455000,491,4302.86,4271.36,17.1465,-25411.685546875,40.7398
492,2460000,492,4514.77,4406.49,18.0473,-25454.38671875,41.2103
493,2465000,493,4419.27,4440.69,17.3609,-25537.302734375,41.0528
494,2470000,494,4353.89,4350.59,17.3283,-25215.505859375,40.7088
495,2475000,495,4455.25,4418.58,17.8167,-25378.255859375,40.7298
496,2480000,496,4367.58,4433.72,17.2633,-25893.2109375,40.9442
497,2485000,497,4506.77,4418.95,17.4367,-25606.021484375,41.1648
498,2490000,498,4435.01,4408.6,17.7482,-25327.712890625,40.9372
499,2495000,499,4323.24,4382.27,17.3058,-26424.421875,40.5796
500,2500000,500,4380.73,4392.47,17.6206,-26109.333984375,41.1207
501,2505000,501,4420.69,4438.65,17.912,-26344.826171875,41.2376
502,2510000,502,4368.81,4412.57,17.21,-26402.779296875,40.9352
503,2515000,503,4332.1,4413.58,17.4611,-26715.435546875,40.8263
504,2520000,504,4448.48,4442.92,17.9696,-26685.75,40.6785
505,2525000,505,4346.11,4365.05,17.3456,-26414.572265625,41.0102
506,2530000,506,4423.68,4401.58,18.0435,-26374.78125,41.3264
507,2535000,507,4412.24,4373.18,18.3141,-27162.435546875,41.4546
508,2540000,508,4420.88,4375.26,18.0714,-27822.6171875,41.4809
509,2545000,509,4458.23,4383.69,17.843,-27243.892578125,41.1885
510,2550000,510,4480.86,4394.67,18.1118,-27156.02734375,41.1399
511,2555000,511,4382.19,4355.02,18.0206,-26512.62890625,41.0813
512,2560000,512,4479.61,4398.26,18.3395,-27021.0625,40.8605
513,2565000,513,4441.73,4413.63,17.5585,-27843.755859375,41.2518
514,2570000,514,4403.0,4433.06,17.8449,-27499.70703125,41.1951
515,2575000,515,4514.83,4460.04,17.7495,-27297.740234375,40.958
516,2580000,516,4477.67,4462.49,18.2546,-27584.564453125,41.2764
517,2585000,517,4473.06,4425.38,17.9544,-27173.248046875,40.8986
518,2590000,518,4393.99,4397.48,18.6027,-27377.24609375,41.1197
519,2595000,519,4441.18,4312.36,17.6164,-27845.552734375,41.0192
520,2600000,520,4433.54,4423.96,17.7985,-28198.50390625,41.2214
521,2605000,521,4502.67,4441.79,18.564,-27831.21875,41.1498
522,2610000,522,4447.57,4437.59,18.0137,-27764.693359375,40.9641
523,2615000,523,4390.47,4407.17,18.0115,-28097.109375,40.9782
524,2620000,524,4403.71,4429.93,17.7947,-28213.646484375,40.9357
525,2625000,525,4436.0,4409.31,18.2628,-28562.564453125,41.0244
526,2630000,526,4388.87,4431.5,17.9381,-27857.91015625,40.9326
527,2635000,527,4429.63,4417.62,17.7203,-28430.740234375,41.014
528,2640000,528,4446.35,4434.57,17.8926,-28430.451171875,40.9711
529,2645000,529,4502.16,4432.66,17.6944,-28552.828125,40.9963
530,2650000,530,4474.41,4472.3,18.0485,-28305.5546875,41.1284
531,2655000,531,4497.56,4443.0,18.3224,-28191.234375,41.0534
532,2660000,532,4494.28,4452.08,18.4216,-28745.470703125,40.9329
533,2665000,533,4476.16,4446.4,17.9949,-29272.109375,41.0475
534,2670000,534,2461.35,1683.32,16.8605,-32679.068359375,43.5135
535,2675000,535,3969.96,3668.19,24.5426,-29486.224609375,42.7249
536,2680000,536,655.41,2397.19,27.0541,-37999.875,43.7797
537,2685000,537,364.02,610.75,29.8608,-40950.41015625,46.4779
538,2690000,538,2872.85,4151.9,23.6133,-32887.73046875,42.6611
539,2695000,539,4000.33,4209.8,23.4441,-31749.40625,43.545
540,2700000,540,4424.09,4393.4,22.2001,-30236.818359375,41.9395
541,2705000,541,4171.87,4142.77,20.6679,-31030.17578125,42.4461
542,2710000,542,4313.48,3898.09,22.1302,-31879.068359375,42.4582
543,2715000,543,4419.2,4250.37,19.6807,-30919.798828125,41.6507
544,2720000,544,4148.68,4027.09,20.1344,-31492.974609375,41.69
545,2725000,545,4420.28,4401.38,19.6009,-30791.326171875,41.5687
546,2730000,546,4332.61,4381.6,19.4774,-30797.53125,41.4929
547,2735000,547,4228.35,4273.76,19.1427,-30704.03515625,41.2785
548,2740000,548,4432.22,4348.32,19.6159,-31007.162109375,41.5041
549,2745000,549,4387.97,4414.44,19.5421,-30972.169921875,41.4354
550,2750000,550,4412.41,4420.96,19.1462,-31121.015625,41.4114
551,2755000,551,4472.0,4441.08,19.1085,-31045.990234375,40.9989
552,2760000,552,4493.38,4418.93,18.9997,-31151.830078125,41.5319
553,2765000,553,4529.0,4311.86,18.8049,-31038.056640625,41.2455
554,2770000,554,4473.1,4439.42,20.0779,-32014.001953125,41.3656
555,2775000,555,4414.59,4409.25,18.8669,-31683.3515625,41.3526
556,2780000,556,4462.48,4440.55,18.8709,-31187.46484375,41.0394
557,2785000,557,4500.98,4453.96,19.0043,-31020.869140625,41.1818
558,2790000,558,4507.97,4449.1,18.484,-30523.109375,40.7637
559,2795000,559,4480.88,4255.36,18.1771,-31192.599609375,40.8362
560,2800000,560,4461.4,4456.13,18.9656,-30691.16796875,41.0269
561,2805000,561,4349.57,4401.89,18.3399,-31694.23046875,40.9433
562,2810000,562,4364.68,4405.52,18.5822,-31185.44140625,40.9251
563,2815000,563,4434.14,4457.04,19.3207,-31341.67578125,41.0702
564,2820000,564,4176.64,4416.71,18.4302,-31317.50390625,40.9552
565,2825000,565,4331.51,4434.19,19.1368,-31512.576171875,41.0331
566,2830000,566,4430.26,4424.49,19.0058,-31557.087890625,41.2018
567,2835000,567,4470.53,4432.54,18.2928,-31043.876953125,40.8605
568,2840000,568,4452.33,4436.57,18.2151,-31871.2265625,41.2326
569,2845000,569,4475.07,4416.82,18.2772,-31647.779296875,41.027
570,2850000,570,4531.73,4334.56,18.6437,-31673.728515625,40.8355
571,2855000,571,4566.9,4445.22,18.7923,-32283.109375,41.1666
572,2860000,572,4519.48,4476.01,18.6772,-32698.75,41.5395
573,2865000,573,4475.73,4459.27,18.942,-32484.484375,41.2798
574,2870000,574,4531.79,4465.93,18.5742,-32099.265625,41.2877
575,2875000,575,4401.85,4436.04,18.7485,-32429.99609375,41.1094
576,2880000,576,4529.87,4448.05,19.1184,-32513.369140625,41.0046
577,2885000,577,4474.68,4421.17,18.8435,-32525.275390625,40.9613
578,2890000,578,4481.64,4418.1,19.0536,-32472.955078125,41.2787
579,2895000,579,4470.97,4461.09,19.1955,-32730.046875,41.5356
580,2900000,580,4393.32,4433.98,18.904,-31952.1640625,41.1837
581,2905000,581,4473.31,4424.8,18.9597,-33222.9921875,41.0973
582,2910000,582,4467.98,4429.06,18.6913,-32885.16796875,41.2564
583,2915000,583,4494.51,4446.61,18.6315,-32432.212890625,40.9964
584,2920000,584,4484.18,4441.51,18.7083,-32774.40234375,41.0067
585,2925000,585,4495.34,4399.93,18.5678,-32847.7890625,41.2649
586,2930000,586,4483.43,4422.17,18.3496,-33129.54296875,40.9609
587,2935000,587,4394.13,4408.48,18.1475,-33474.89453125,41.0854
588,2940000,588,4493.37,4409.97,18.279,-33134.703125,40.9558
589,2945000,589,4469.51,4407.78,18.2718,-33269.265625,41.0774
590,2950000,590,4472.22,4373.89,17.7538,-34206.296875,41.0712
591,2955000,591,4484.65,4392.76,18.8941,-33128.13671875,41.6005
592,2960000,592,4488.32,4398.46,19.0462,-33737.3125,41.3694
593,2965000,593,4495.22,4424.52,18.5609,-33794.85546875,41.4069
594,2970000,594,4476.53,4412.43,19.0069,-33705.9765625,41.364
595,2975000,595,2500.68,2584.92,20.1648,-41581.28515625,44.0972
596,2980000,596,2820.1,1702.88,23.0277,-38637.515625,43.03
597,2985000,597,2762.98,2673.29,20.5852,-35143.40625,42.6223
598,2990000,598,4255.75,4192.76,23.0241,-38280.4140625,43.5327
599,2995000,599,4204.86,4140.61,21.1707,-37089.3359375,42.2832
600,3000000,600,4368.16,4324.11,18.9634,-36196.3671875,41.296
601,3005000,601,4094.38,4112.61,17.9413,-36943.65234375,41.6852
602,3010000,602,3910.32,3144.81,21.5766,-42382.42578125,42.6382
603,3015000,603,4504.15,4450.26,19.2619,-35630.0625,41.4393
604,3020000,604,4434.3,4395.0,18.8663,-35974.1484375,41.2552
605,3025000,605,4536.04,4450.05,19.827,-36005.23828125,41.5912
606,3030000,606,4531.59,4451.65,19.6475,-35065.80078125,41.152
607,3035000,607,4502.06,4434.04,19.1327,-35795.43359375,41.2306
608,3040000,608,4528.03,4442.05,19.2847,-35467.27734375,41.3094
609,3045000,609,4547.6,4455.62,18.9382,-35205.9296875,41.0483
610,3050000,610,4568.19,4460.22,19.0636,-35682.8984375,41.3211
611,3055000,611,4473.97,4446.72,19.0546,-36131.9140625,41.1569
612,3060000,612,4557.53,4468.21,18.8383,-36136.9609375,40.8132
613,3065000,613,4531.74,4447.64,19.1104,-36114.39453125,41.1392
614,3070000,614,4515.83,4404.25,19.0117,-36189.98046875,40.8028
615,3075000,615,4535.63,4439.09,19.4188,-36093.45703125,41.0805
616,3080000,616,4489.4,4485.03,19.028,-36830.23828125,41.0647
617,3085000,617,4515.67,4252.5,19.2212,-36415.6484375,41.6068
618,3090000,618,-7.85,452.13,120.5229,-43561.2265625,55.9259
619,3095000,619,4566.33,4444.42,20.4636,-36157.70703125,41.625
620,3100000,620,4557.81,4452.05,19.7389,-36110.3828125,41.1456
621,3105000,621,4449.23,4214.74,20.0897,-37673.46484375,41.7528
622,3110000,622,4375.6,4284.49,20.9609,-37464.4609375,41.7501
623,3115000,623,4347.64,4214.56,25.9013,-36261.07421875,41.9039
624,3120000,624,4483.27,4468.19,20.778,-38127.9765625,41.8894
625,3125000,625,4372.45,4427.71,20.3707,-36855.82421875,41.5158
626,3130000,626,4439.53,4489.58,20.1612,-36982.640625,41.784
627,3135000,627,4379.23,4470.84,19.8229,-36984.9140625,41.2775
628,3140000,628,4475.68,4488.93,20.4464,-36996.59375,41.5492
629,3145000,629,4553.21,4492.09,20.5723,-37006.42578125,41.8518
630,3150000,630,4559.1,4492.47,20.935,-36685.8203125,41.7122
631,3155000,631,4534.49,4474.44,20.9674,-37332.06640625,41.6889
632,3160000,632,4501.93,4242.83,20.3022,-37581.89453125,41.0428
633,3165000,633,340.99,417.16,53.1346,-47137.1875,49.896
634,3170000,634,386.73,358.16,79.3886,-47125.66796875,50.5382
635,3175000,635,1184.43,930.93,60.9146,-45940.2734375,47.4433
636,3180000,636,3578.12,3763.28,24.2789,-47850.28515625,44.7864
637,3185000,637,897.72,771.48,59.6049,-49164.69921875,47.5038
638,3190000,638,1076.18,855.23,49.1787,-46121.828125,46.1832
639,3195000,639,3292.69,2930.83,33.3734,-46494.19921875,44.7156
640,3200000,640,1069.39,1383.76,46.1296,-48254.92578125,46.3026
641,3205000,641,1222.71,1391.07,47.7698,-48010.24609375,45.7073
642,3210000,642,2278.91,1956.29,27.9446,-45194.1015625,43.4867
643,3215000,643,3540.66,3032.66,25.044,-42577.59765625,42.2802
644,3220000,644,3912.87,3845.15,21.5142,-39101.84375,42.2741
645,3225000,645,3755.41,3990.78,22.4018,-38010.609375,41.4281
646,3230000,646,3908.57,4085.66,21.9907,-39344.1484375,41.5122
647,3235000,647,4115.62,4108.77,21.4576,-38721.28515625,41.4449
648,3240000,648,3737.42,4001.62,20.3715,-39743.66015625,41.5886
649,3245000,649,4211.73,4228.29,20.8589,-38887.171875,41.7762
650,3250000,650,4194.18,4218.94,20.8271,-39316.9453125,41.419
651,3255000,651,4120.22,4202.06,20.7333,-39880.98046875,41.502
652,3260000,652,4241.21,4163.8,20.2114,-39724.82421875,42.0313
653,3265000,653,4175.47,4329.9,20.3302,-39508.11328125,41.5663
654,3270000,654,4295.76,4337.69,20.4848,-40065.33203125,41.9652
655,3275000,655,3683.5,4241.25,20.6952,-40170.33984375,41.8334
656,3280000,656,4398.6,4418.16,21.3368,-39642.2109375,41.871
657,3285000,657,4342.63,4361.73,20.7634,-39508.02734375,41.7908
658,3290000,658,4438.68,4438.83,20.9324,-40146.13671875,41.7067
659,3295000,659,4503.85,4485.48,21.002,-40509.84375,41.6472
660,3300000,660,4484.07,4468.77,20.9063,-39737.234375,41.7512
661,3305000,661,4420.24,4364.64,20.9478,-40379.00390625,41.6178
662,3310000,662,4476.72,4404.31,21.0243,-39579.6796875,41.4264
663,3315000,663,4385.1,4445.15,21.0579,-40559.5703125,41.4601
664,3320000,664,4477.43,4484.68,21.383,-39544.5234375,41.3774
665,3325000,665,4460.68,4382.02,21.2451,-40332.51953125,41.3947
666,3330000,666,4500.4,4504.01,21.258,-39962.95703125,41.3051
667,3335000,667,4507.16,4408.44,21.6683,-40064.671875,41.6469
668,3340000,668,4506.17,4510.82,21.6549,-40188.84765625,41.1823
669,3345000,669,4463.23,4510.04,21.2977,-40415.578125,41.6438
670,3350000,670,4504.11,4511.8,21.5471,-39560.60546875,41.4905
671,3355000,671,4519.89,4533.12,20.8981,-40377.0234375,41.4107
672,3360000,672,4501.02,4510.21,20.9196,-40744.82421875,41.5282
673,3365000,673,4474.36,4499.6,20.8443,-40556.15234375,41.6108
674,3370000,674,4531.63,4542.07,21.2958,-40408.3125,41.4579
675,3375000,675,4589.63,4551.47,21.4907,-41019.35546875,41.4112
676,3380000,676,4508.52,4511.34,20.5415,-41198.4921875,41.8523
677,3385000,677,4561.78,4527.37,20.8966,-40728.01953125,41.6551
678,3390000,678,4528.13,4526.62,21.0292,-40490.8984375,41.4628
679,3395000,679,4556.67,4530.29,21.1111,-41869.5,41.4663
680,3400000,680,4592.53,4522.0,21.4721,-41320.30859375,41.249
681,3405000,681,4539.52,4494.14,22.1842,-41568.046875,41.8972
682,3410000,682,4510.28,4515.11,20.889,-41300.875,41.5771
683,3415000,683,4567.85,4421.79,21.719,-42043.95703125,41.5568
684,3420000,684,4570.89,4494.01,20.7872,-42112.55078125,41.4422
685,3425000,685,4552.17,4510.36,21.5123,-41564.93359375,41.3061
686,3430000,686,4593.73,4519.8,21.7768,-41598.43359375,41.602
687,3435000,687,4537.16,4531.16,21.5006,-41959.51171875,41.2213
688,3440000,688,4549.65,4521.32,21.1011,-42835.73046875,41.4195
689,3445000,689,229.34,220.49,79.6053,-39147.16796875,51.5107
690,3450000,690,329.84,404.95,84.5787,-47535.59375,51.6334
691,3455000,691,467.74,473.28,76.4123,-52387.44140625,51.2776
692,3460000,692,761.54,760.84,62.0734,-50982.078125,47.9324
693,3465000,693,879.98,846.46,56.2415,-51489.1015625,46.6262
694,3470000,694,3184.61,2629.17,33.5964,-51549.22265625,45.0188
695,3475000,695,2063.54,1812.19,42.2102,-50181.84375,44.6552
696,3480000,696,1808.53,1254.67,59.0631,-50672.21875,45.4043
697,3485000,697,2647.42,2912.83,41.9816,-47550.8515625,43.8289
698,3490000,698,3513.84,3314.85,30.8909,-45216.33203125,42.6824
699,3495000,699,3124.18,3071.85,38.073,-48789.70703125,43.2878
700,3500000,700,4250.74,3777.86,26.5652,-46091.76171875,42.1772
701,3505000,701,2825.38,2770.77,34.5407,-47602.22265625,42.0992
702,3510000,702,4227.06,3890.48,24.3489,-44558.6015625,42.1025
703,3515000,703,4332.02,4158.61,21.9549,-45052.37109375,42.3035
704,3520000,704,4431.34,4245.83,22.2037,-43719.16796875,42.1523
705,3525000,705,3847.0,4182.31,25.4953,-45675.1484375,42.6512
706,3530000,706,4231.28,4351.1,24.7803,-45323.8046875,42.076
707,3535000,707,4442.38,4418.62,23.4348,-44844.27734375,42.2287
708,3540000,708,4370.01,4428.89,22.4036,-45840.59375,41.8521
709,3545000,709,4395.56,4414.67,23.9301,-45336.5859375,41.8398
710,3550000,710,4407.01,4408.25,20.9835,-43617.87109375,41.2555
711,3555000,711,4531.0,4549.85,21.6341,-43089.28515625,41.4893
712,3560000,712,4458.43,4508.75,21.2856,-43902.53515625,41.6463
713,3565000,713,4451.74,4506.67,21.0591,-44398.58984375,41.7895
714,3570000,714,4452.17,4543.74,21.698,-43948.4609375,41.2375
715,3575000,715,4428.47,4479.92,20.7677,-43887.078125,41.2983
716,3580000,716,4421.64,4421.74,21.1993,-45447.1796875,41.5546
717,3585000,717,4425.98,4495.65,21.212,-45156.640625,41.6505
718,3590000,718,4442.7,4512.8,21.2746,-44399.4296875,41.4866
719,3595000,719,4457.99,4524.01,20.9396,-44283.7265625,41.317
720,3600000,720,4395.0,4512.39,20.9296,-44150.65234375,41.525
721,3605000,721,4425.38,4471.8,21.0632,-44430.8359375,41.587
722,3610000,722,4501.52,4497.48,21.3631,-44769.67578125,41.7097
723,3615000,723,4561.77,4499.73,21.7415,-43900.18359375,41.586
724,3620000,724,4481.28,4507.73,21.259,-44647.015625,41.5579
725,3625000,725,4393.02,4498.21,21.2179,-45250.76953125,41.5111
726,3630000,726,4524.07,4518.77,21.5599,-44878.140625,41.4399
727,3635000,727,4501.26,4504.94,22.2629,-44264.08984375,41.275
728,3640000,728,4547.14,4510.79,21.9035,-44561.5703125,41.8151
729,3645000,729,4580.84,4526.0,21.795,-45035.80859375,41.6053
730,3650000,730,4588.11,4539.5,22.4222,-44204.96484375,41.7539
731,3655000,731,4578.04,4507.69,21.5581,-45107.29296875,41.3996
732,3660000,732,4583.53,4538.21,22.5647,-45289.19921875,41.548
733,3665000,733,4546.99,4523.7,22.0673,-44857.8203125,41.612
734,3670000,734,4554.75,4509.94,22.6854,-44898.9921875,41.8061
735,3675000,735,4570.42,4529.81,22.2445,-45133.015625,41.5849
736,3680000,736,4548.11,4529.77,22.183,-45498.55859375,41.4023
737,3685000,737,4544.01,4499.49,22.2855,-45602.64453125,41.8483
738,3690000,738,4519.59,4504.66,21.917,-45848.16796875,41.5174
739,3695000,739,4551.75,4533.04,22.2552,-45153.984375,41.3066
740,3700000,740,4546.78,4515.38,22.6198,-45441.53125,41.7267
741,3705000,741,4517.7,4499.07,22.5522,-45795.640625,41.5041
742,3710000,742,4534.81,4511.53,22.2102,-45492.05859375,41.407
743,3715000,743,4563.34,4527.92,21.8516,-45540.34765625,41.5078
744,3720000,744,4603.09,4541.97,22.0176,-46524.5703125,41.6202
745,3725000,745,4588.52,4537.91,25.321,-47370.1875,41.4436
746,3730000,746,4600.14,4559.27,22.3228,-45875.69140625,41.4117
747,3735000,747,4535.74,4523.66,22.5302,-46236.6171875,41.5417
748,3740000,748,4604.6,4562.92,22.5424,-46152.0546875,41.7404
749,3745000,749,4552.6,4523.64,22.3497,-46335.3515625,41.29
750,3750000,750,4571.82,4527.55,22.6335,-46450.14453125,41.3275
751,3755000,751,4598.71,4553.89,22.1812,-46347.7109375,41.5078
752,3760000,752,4558.0,4508.36,22.423,-46455.2734375,41.5187
753,3765000,753,4618.99,4594.46,22.4631,-47065.859375,41.611
754,3770000,754,4605.3,4558.65,22.3311,-47053.83984375,41.6295
755,3775000,755,4600.77,4545.6,22.4003,-47458.8984375,41.5424
756,3780000,756,4625.53,4575.87,22.0693,-47626.3359375,41.4829
757,3785000,757,4624.77,4573.02,22.616,-47936.27734375,42.2003
758,3790000,758,4604.04,4566.52,22.4583,-47515.5078125,42.0722
759,3795000,759,4638.78,4580.74,21.7612,-47405.046875,41.6286
760,3800000,760,4607.32,4568.57,22.4114,-47712.34375,41.4324
761,3805000,761,4623.15,4552.07,22.3967,-47094.28515625,41.4514
762,3810000,762,4596.71,4556.48,21.6286,-47996.90234375,41.6824
763,3815000,763,4609.35,4551.37,22.4502,-48095.18359375,41.763
764,3820000,764,4593.38,4546.33,21.7254,-47663.296875,41.5914
765,3825000,765,4585.1,4545.25,22.046,-48294.90234375,41.3853
766,3830000,766,4594.2,4547.7,22.3715,-47817.5078125,41.9894
767,3835000,767,4550.34,4529.22,21.8278,-48345.40625,41.8567
768,3840000,768,4632.04,4563.31,21.9195,-49005.21875,41.8658
769,3845000,769,4635.9,4585.95,22.1107,-48727.625,41.5438
770,3850000,770,4642.39,4596.31,22.2473,-49245.984375,41.772
771,3855000,771,4655.68,4606.29,21.9138,-49374.98046875,41.9076
772,3860000,772,4657.22,4606.53,22.4925,-48670.453125,41.8813
773,3865000,773,4645.39,4594.84,21.1071,-48795.45703125,41.7075
774,3870000,774,4661.65,4606.14,21.6577,-49211.19140625,41.9276
775,3875000,775,4664.81,4608.18,21.6911,-49045.48828125,41.8455
776,3880000,776,4657.23,4589.42,22.3565,-49139.9296875,42.0712
777,3885000,777,4667.33,4600.3,22.1659,-49072.2265625,41.7373
