Real Sto Return,Real Det Return,Running Update Time,Running Forward KL,Running Env Steps,Reward Loss,Running Reverse KL,Itration
4875.34,4997.98,385,36.3769,1925000,-9764.2587890625,16.372,385
4770.32,4954.53,386,36.4528,1930000,-10261.736328125,16.4359,386
346.61,350.19,387,42.7322,1935000,-19602.1015625,20.6169,387
440.05,533.87,388,47.1702,1940000,-16864.609375,19.8699,388
412.61,396.55,389,49.5828,1945000,-16348.5888671875,26.6166,389
84.84,159.48,390,53.0962,1950000,-20037.07421875,49.6652,390
822.48,501.48,391,45.4315,1955000,-17972.126953125,45.7066,391
324.84,386.17,392,49.4398,1960000,-18461.9921875,18.6713,392
946.8,555.27,393,44.0239,1965000,-19524.837890625,26.6679,393
3217.17,3375.14,394,42.4616,1970000,-14131.767578125,18.1948,394
2878.34,2581.31,395,39.6354,1975000,-14593.5654296875,15.4162,395
1539.13,1577.82,396,44.0617,1980000,-17213.21484375,24.532,396
3195.46,2381.56,397,40.9505,1985000,-19199.53125,26.4726,397
1007.16,1112.84,398,45.1237,1990000,-20868.630859375,51.9539,398
1628.19,640.81,399,41.6285,1995000,-18324.2109375,36.9513,399
4510.5,4184.3,400,39.2205,2000000,-13190.8466796875,22.4322,400
4533.28,4453.87,401,38.2873,2005000,-11996.3017578125,17.8649,401
4642.23,4569.05,402,36.9413,2010000,-11509.796875,17.4861,402
1796.87,1801.03,403,40.5441,2015000,-20209.62890625,28.246,403
3623.2,564.24,404,38.6172,2020000,-15850.296875,25.4671,404
4176.76,4897.41,405,38.1597,2025000,-13170.0830078125,16.7679,405
4144.26,4778.9,406,37.5893,2030000,-11536.109375,17.1796,406
4687.27,4822.37,407,37.3217,2035000,-11410.693359375,17.0777,407
4613.59,4803.28,408,37.7834,2040000,-11456.3994140625,16.6393,408
4711.95,4848.49,409,36.6182,2045000,-10941.7890625,15.977,409
4692.78,4764.54,410,37.0388,2050000,-11329.9697265625,16.4272,410
4779.45,4878.06,411,36.724,2055000,-10730.6796875,16.4403,411
4753.43,4823.01,412,37.7416,2060000,-11598.9775390625,17.0834,412
2838.13,2232.96,413,41.6018,2065000,-20556.669921875,19.2957,413
4383.97,4476.56,414,36.822,2070000,-12093.84765625,17.4869,414
4580.38,4710.64,415,40.0641,2075000,-13321.2353515625,17.9493,415
4691.62,4671.53,416,37.9323,2080000,-11835.580078125,18.5547,416
4765.93,4774.44,417,37.8116,2085000,-11779.029296875,18.1357,417
4782.37,4864.72,418,37.7084,2090000,-11923.6591796875,18.1259,418
4797.59,4836.03,419,37.6504,2095000,-11584.5693359375,18.1533,419
4774.59,4811.52,420,37.0566,2100000,-11574.201171875,17.232,420
4806.55,4824.32,421,37.0958,2105000,-11700.904296875,17.3293,421
4807.84,4784.37,422,36.7874,2110000,-11686.6396484375,17.6043,422
4843.87,4843.39,423,36.713,2115000,-11522.5009765625,17.6604,423
4821.13,4883.5,424,36.3709,2120000,-11593.443359375,17.3099,424
4857.64,4959.76,425,36.2557,2125000,-11134.1689453125,17.6501,425
4843.39,4919.34,426,35.9518,2130000,-11332.4345703125,17.7138,426
4813.29,4845.42,427,36.177,2135000,-11390.095703125,17.6336,427
4858.13,4896.7,428,36.0918,2140000,-11061.330078125,17.6623,428
4837.91,4890.0,429,37.051,2145000,-11579.1767578125,17.9982,429
4849.98,4890.96,430,36.5615,2150000,-11379.939453125,17.8214,430
4855.66,4923.68,431,36.9454,2155000,-11497.3671875,18.4985,431
4862.39,4939.61,432,36.8951,2160000,-11522.662109375,18.2129,432
4863.01,4901.09,433,37.1479,2165000,-11441.32421875,18.5711,433
4931.4,5006.49,434,36.5778,2170000,-11363.24609375,17.6592,434
4883.61,4930.21,435,36.7335,2175000,-11681.8154296875,18.2438,435
4857.22,4900.51,436,36.8854,2180000,-11568.6494140625,18.2486,436
4882.05,4925.5,437,36.4667,2185000,-11945.0546875,18.0801,437
4859.87,4895.18,438,36.8773,2190000,-11872.47265625,18.4783,438
4832.74,4881.71,439,36.9355,2195000,-11741.51171875,17.98,439
4860.15,4939.5,440,37.0787,2200000,-11894.73046875,17.6968,440
4842.74,4852.59,441,36.764,2205000,-11898.0361328125,17.6057,441
4838.66,4891.96,442,37.228,2210000,-11916.9169921875,17.7652,442
4848.6,4931.79,443,36.5602,2215000,-11705.5927734375,18.009,443
4873.45,4940.95,444,37.0791,2220000,-11883.998046875,17.2959,444
4851.02,4867.72,445,37.0154,2225000,-12074.25,17.771,445
4911.02,4973.69,446,36.6659,2230000,-12056.908203125,16.9868,446
4878.88,4974.03,447,36.3603,2235000,-12176.7041015625,17.0896,447
4910.68,4999.81,448,36.5454,2240000,-11906.0947265625,16.9884,448
4862.08,4932.01,449,36.349,2245000,-12303.16015625,17.466,449
4879.2,4941.32,450,36.4909,2250000,-12327.4208984375,17.0638,450
4858.26,4885.53,451,36.1407,2255000,-12252.021484375,17.0033,451
4878.77,4951.57,452,37.2327,2260000,-12328.9609375,17.2922,452
4895.55,4957.68,453,36.6504,2265000,-12573.47265625,17.1311,453
4895.26,4983.92,454,36.8283,2270000,-12568.7041015625,17.167,454
4894.67,4926.17,455,36.0046,2275000,-12417.69921875,17.302,455
4898.64,5005.49,456,35.5544,2280000,-12510.1015625,17.0636,456
4871.14,4907.41,457,36.0771,2285000,-12639.8369140625,17.1396,457
4884.4,4960.52,458,36.2578,2290000,-12568.7353515625,17.1471,458
4874.1,4973.86,459,36.4931,2295000,-12406.62890625,17.3216,459
4883.85,4993.55,460,35.644,2300000,-12419.1171875,16.4895,460
4876.6,4953.17,461,36.4531,2305000,-12569.5673828125,16.5487,461
4853.27,4936.94,462,36.3061,2310000,-12831.4814453125,17.0615,462
4868.78,4935.17,463,36.3442,2315000,-12587.8037109375,17.7882,463
4856.85,5000.39,464,36.6416,2320000,-12753.4912109375,17.1942,464
4832.23,4995.09,465,36.5649,2325000,-12794.7900390625,17.3856,465
4838.91,4950.22,466,36.5598,2330000,-12758.3056640625,16.9191,466
4815.49,4919.02,467,35.9952,2335000,-12611.3037109375,16.3744,467
4848.09,4939.11,468,36.3548,2340000,-12821.736328125,16.9181,468
4853.14,4982.43,469,36.3048,2345000,-12691.4892578125,16.7495,469
4837.12,4939.72,470,35.5755,2350000,-12731.2626953125,16.9147,470
4880.67,5038.03,471,36.0759,2355000,-12683.7666015625,16.4365,471
4877.02,4995.08,472,36.0126,2360000,-12828.2265625,17.5391,472
4848.67,4932.48,473,35.8405,2365000,-12769.2841796875,16.8131,473
4919.17,5026.79,474,35.4813,2370000,-12715.4931640625,16.3518,474
4868.28,4976.07,475,35.8045,2375000,-12726.404296875,16.5335,475
4880.02,4965.44,476,35.6164,2380000,-12704.8984375,15.8111,476
4843.41,4953.94,477,35.4322,2385000,-12709.90234375,16.5373,477
4842.81,4932.01,478,36.2773,2390000,-13354.51171875,16.0401,478
4813.8,4916.88,479,36.1824,2395000,-13311.384765625,16.6411,479
4898.7,4955.57,480,35.4225,2400000,-12971.91015625,16.2658,480
4863.01,4965.98,481,35.907,2405000,-12893.341796875,16.0082,481
4776.05,4934.97,482,36.2136,2410000,-13333.5390625,15.8902,482
4796.9,4929.87,483,35.97,2415000,-13286.59765625,16.5515,483
4789.22,4889.64,484,35.7221,2420000,-13360.60546875,16.0433,484
4729.22,4844.83,485,36.1845,2425000,-13257.2392578125,16.1669,485
4800.71,4866.6,486,36.1161,2430000,-13415.1962890625,16.4746,486
4793.52,4876.29,487,35.9894,2435000,-13725.5859375,16.9308,487
4834.06,4962.65,488,35.3638,2440000,-13186.6064453125,16.065,488
4729.15,4799.48,489,36.0704,2445000,-13723.75,15.9996,489
4798.24,4889.99,490,36.3859,2450000,-13821.078125,16.2333,490
4697.11,4769.07,491,35.8563,2455000,-13819.16796875,16.3227,491
4705.09,4804.66,492,35.6595,2460000,-14010.4521484375,16.6757,492
4810.48,4938.82,493,35.8651,2465000,-14024.666015625,16.1232,493
4762.83,4821.42,494,36.1044,2470000,-14063.6279296875,16.1196,494
4844.47,4968.84,495,36.2604,2475000,-13953.421875,16.8396,495
4721.98,4796.08,496,35.8729,2480000,-13975.4697265625,16.1997,496
4805.02,4976.36,497,36.2602,2485000,-14297.533203125,16.5464,497
4818.28,4911.4,498,36.1036,2490000,-13932.0693359375,15.9197,498
4782.47,4922.08,499,35.2887,2495000,-14318.2080078125,16.034,499
4788.19,4926.2,500,36.0412,2500000,-14168.521484375,16.1033,500
4869.51,5043.84,501,36.1804,2505000,-14214.9736328125,15.9491,501
4897.54,5057.53,502,36.0272,2510000,-14133.6337890625,16.5415,502
4858.27,4979.84,503,36.3762,2515000,-14354.76171875,15.8106,503
4876.9,4981.47,504,35.8724,2520000,-14464.3076171875,16.3864,504
4838.69,4941.91,505,36.5217,2525000,-14587.7763671875,16.9743,505
4908.49,5050.22,506,35.8954,2530000,-14421.041015625,16.4787,506
4910.4,4994.58,507,35.8831,2535000,-14379.498046875,16.0079,507
4874.4,5018.92,508,35.8972,2540000,-14671.5751953125,16.8515,508
4916.32,5065.73,509,35.962,2545000,-14459.8720703125,16.4323,509
4897.37,4985.18,510,36.0055,2550000,-14814.28125,16.2338,510
4926.24,5082.46,511,35.7044,2555000,-14473.6953125,16.5156,511
4861.25,4982.51,512,35.7107,2560000,-14026.5927734375,15.7951,512
4819.55,4958.04,513,36.054,2565000,-14893.638671875,15.8971,513
4862.89,4347.25,514,36.1286,2570000,-14898.9677734375,16.5888,514
4952.3,5124.07,515,35.6375,2575000,-14406.01171875,15.8651,515
4675.18,5005.72,516,35.629,2580000,-14964.7802734375,16.4479,516
4228.63,4777.57,517,36.1798,2585000,-14711.119140625,16.4883,517
4060.36,2958.19,518,37.0537,2590000,-16845.771484375,20.0575,518
4883.86,1659.77,519,36.8276,2595000,-16487.4140625,18.7887,519
4798.62,2341.6,520,35.4668,2600000,-14920.52734375,16.1043,520
4908.62,5071.47,521,36.6476,2605000,-15238.0908203125,16.8692,521
4768.2,3140.76,522,36.6053,2610000,-15457.060546875,17.5908,522
4744.8,4788.73,523,37.3036,2615000,-15750.0576171875,17.6892,523
4893.66,5084.78,524,36.4803,2620000,-14991.8095703125,16.8823,524
4873.13,5004.25,525,36.5305,2625000,-15375.5947265625,16.8839,525
4616.12,4797.02,526,36.5253,2630000,-15880.4267578125,16.5161,526
4944.0,5108.92,527,36.6535,2635000,-15685.0263671875,16.8137,527
4956.55,5129.22,528,35.1464,2640000,-15389.783203125,16.7044,528
4760.2,5156.25,529,35.8294,2645000,-15422.9873046875,16.4007,529
4956.2,5111.06,530,36.4943,2650000,-16091.923828125,17.1242,530
4890.45,4951.35,531,37.2743,2655000,-16373.9296875,17.939,531
4873.28,5020.01,532,37.2579,2660000,-16306.61328125,17.6723,532
4909.22,5074.9,533,37.3648,2665000,-16548.00390625,18.2329,533
4877.86,4968.82,534,37.3324,2670000,-16364.193359375,18.5117,534
4713.34,4731.32,535,37.0981,2675000,-17302.431640625,18.0016,535
4686.69,5011.7,536,35.7814,2680000,-16316.0234375,17.1035,536
4510.84,1734.43,537,37.1994,2685000,-17434.587890625,17.599,537
4605.98,5073.08,538,36.0602,2690000,-16352.703125,17.109,538
4900.48,5051.92,539,35.8645,2695000,-16589.216796875,16.4885,539
4929.09,5079.53,540,36.2424,2700000,-16453.734375,16.5514,540
4694.04,5064.47,541,37.2641,2705000,-18394.1328125,19.3497,541
4935.6,5080.66,542,35.3054,2710000,-15515.3701171875,15.8721,542
4885.3,5071.44,543,36.0814,2715000,-16288.5234375,16.4349,543
4979.69,5181.44,544,36.2183,2720000,-16107.361328125,16.6378,544
855.99,457.64,545,41.7741,2725000,-26315.10546875,97.4348,545
396.15,412.08,546,48.9262,2730000,-29206.595703125,66.4012,546
306.52,303.03,547,51.8117,2735000,-24347.5234375,44.9298,547
282.34,267.96,548,53.8183,2740000,-25924.193359375,93.5771,548
4490.66,3987.51,549,39.3267,2745000,-16041.6748046875,21.189,549
4040.45,4746.51,550,38.4629,2750000,-17905.779296875,21.5774,550
4186.09,4245.08,551,39.3294,2755000,-19660.3359375,25.4719,551
2808.19,3394.2,552,38.6444,2760000,-20445.515625,32.5394,552
3160.53,3393.64,553,38.0453,2765000,-19868.22265625,30.2619,553
4892.89,4982.73,554,37.6117,2770000,-17395.083984375,19.3988,554
4803.44,4871.61,555,37.0933,2775000,-18154.40625,24.2042,555
4745.16,4844.95,556,37.1331,2780000,-17373.556640625,17.1809,556
4687.2,4849.82,557,37.2831,2785000,-17885.046875,17.6465,557
4709.64,4883.92,558,36.7694,2790000,-17950.255859375,18.2888,558
4497.54,4790.33,559,37.3305,2795000,-18016.88671875,17.963,559
4604.3,4943.12,560,37.6685,2800000,-18988.568359375,18.1733,560
4635.01,4889.28,561,37.2826,2805000,-18337.482421875,18.5525,561
4494.65,4826.8,562,38.1341,2810000,-20753.79296875,20.8414,562
4941.64,5045.3,563,36.9217,2815000,-17841.33984375,18.0778,563
4796.49,5019.31,564,36.8879,2820000,-20073.9296875,22.6294,564
4941.8,5045.06,565,36.8508,2825000,-18296.57421875,17.9783,565
4954.58,5051.1,566,36.2775,2830000,-19620.60546875,20.8948,566
4966.56,5057.97,567,35.9744,2835000,-17419.130859375,16.971,567
4992.21,5145.04,568,35.6491,2840000,-16941.830078125,16.9152,568
4983.7,5144.16,569,36.2438,2845000,-17574.935546875,16.6986,569
5009.93,5185.65,570,35.1876,2850000,-16537.37109375,16.509,570
5015.9,5139.28,571,35.5742,2855000,-17157.453125,17.538,571
4966.93,5115.81,572,35.9572,2860000,-17302.103515625,17.2526,572
4966.72,5106.26,573,35.4807,2865000,-17498.1171875,16.8465,573
4975.96,5140.62,574,35.7015,2870000,-17584.55859375,16.8826,574
4991.78,5111.89,575,35.6273,2875000,-17462.642578125,16.8598,575
4956.52,5082.26,576,35.8784,2880000,-18065.84375,17.2371,576
4997.46,5126.22,577,36.1727,2885000,-17930.548828125,17.0527,577
4961.67,5094.43,578,36.4085,2890000,-18040.7734375,17.2443,578
4966.47,5095.38,579,36.5049,2895000,-18064.109375,17.9359,579
4943.67,5088.33,580,35.4565,2900000,-17361.251953125,16.5814,580
4943.16,5063.87,581,35.6758,2905000,-18017.001953125,16.6757,581
4969.38,5128.08,582,35.2849,2910000,-17225.294921875,17.1491,582
4975.33,5083.46,583,35.7724,2915000,-17885.02734375,17.059,583
4987.37,5145.82,584,35.3452,2920000,-17499.025390625,16.5516,584
4982.94,5174.56,585,35.236,2925000,-17699.44921875,16.4293,585
4966.95,5170.4,586,35.3295,2930000,-17728.169921875,16.4075,586
5022.38,5197.08,587,35.4465,2935000,-17665.9765625,16.5794,587
4960.4,5126.89,588,35.0216,2940000,-17864.486328125,16.1835,588
4966.28,5140.48,589,35.3029,2945000,-18108.251953125,16.6583,589
4909.17,5047.23,590,34.9482,2950000,-18138.92578125,16.3986,590
4950.27,5071.78,591,34.9027,2955000,-17905.857421875,16.7487,591
4946.45,5079.64,592,35.1229,2960000,-17731.85546875,17.0138,592
4936.16,5083.76,593,35.4668,2965000,-18405.140625,16.5055,593
4804.24,5184.09,594,35.1471,2970000,-18943.98046875,20.0771,594
4999.39,5154.35,595,35.1938,2975000,-18549.8671875,16.3618,595
5000.45,5096.77,596,35.4764,2980000,-17749.388671875,16.3349,596
5003.01,5033.31,597,35.1447,2985000,-17706.517578125,16.0024,597
4940.29,5076.77,598,35.3371,2990000,-18124.294921875,15.7724,598
5009.16,5148.75,599,35.1811,2995000,-18297.103515625,16.1246,599
4989.57,5083.99,600,34.9884,3000000,-17935.876953125,15.7324,600
4984.9,5099.86,601,35.1776,3005000,-18236.78515625,15.7203,601
4959.06,5012.17,602,35.2672,3010000,-18217.69921875,15.722,602
5045.88,5129.99,603,34.0296,3015000,-17378.548828125,15.2487,603
4931.25,4918.61,604,35.4821,3020000,-17985.7421875,15.2447,604
4966.32,4986.59,605,34.871,3025000,-17873.35546875,15.3753,605
4944.18,4935.81,606,34.6509,3030000,-18093.0703125,14.8044,606
4923.01,4910.27,607,35.0067,3035000,-18557.80078125,14.5826,607
4961.29,5013.83,608,35.2897,3040000,-18338.166015625,15.1983,608
4964.29,4961.01,609,34.3798,3045000,-17916.669921875,15.0426,609
4879.39,4902.51,610,34.7496,3050000,-17600.80859375,14.2933,610
4870.76,4912.26,611,35.3416,3055000,-18116.25390625,14.3599,611
4860.81,4799.34,612,35.081,3060000,-18032.244140625,14.5699,612
4714.02,4896.1,613,34.974,3065000,-17894.828125,13.5834,613
4945.21,5013.38,614,34.4736,3070000,-17668.0859375,14.932,614
4935.13,5007.84,615,34.7856,3075000,-17742.390625,14.318,615
4941.81,5044.31,616,34.3277,3080000,-17839.630859375,14.1479,616
4847.42,4996.04,617,34.5835,3085000,-17265.0625,13.9603,617
4911.79,5021.66,618,34.9796,3090000,-17987.037109375,14.5147,618
4841.01,4935.42,619,34.9675,3095000,-18380.078125,14.2273,619
4722.45,4987.82,620,35.3471,3100000,-18708.876953125,14.731,620
4889.26,4942.9,621,34.7163,3105000,-17932.92578125,14.4055,621
4805.84,5088.33,622,34.9624,3110000,-18443.345703125,14.966,622
4875.25,5087.43,623,35.0824,3115000,-18847.611328125,15.1506,623
4731.84,5032.2,624,35.5601,3120000,-18150.048828125,14.3693,624
4981.19,5117.53,625,34.894,3125000,-18419.9921875,14.9845,625
4983.65,5019.04,626,34.9171,3130000,-18173.69921875,15.0595,626
4986.16,5076.46,627,35.1927,3135000,-18572.826171875,14.9068,627
5001.03,5083.77,628,34.4871,3140000,-17806.7265625,14.6844,628
4987.18,5086.35,629,35.1588,3145000,-17905.01171875,14.0832,629
4931.34,5100.04,630,35.6682,3150000,-18828.166015625,13.9897,630
5006.59,5129.29,631,34.9848,3155000,-18421.6796875,14.2333,631
4971.93,5106.08,632,34.9433,3160000,-18277.685546875,14.0149,632
5018.59,5166.75,633,35.475,3165000,-19673.185546875,15.5216,633
5006.92,5123.97,634,35.1206,3170000,-18891.947265625,14.9445,634
5030.05,5198.6,635,35.7646,3175000,-19694.13671875,14.8931,635
5056.93,5241.07,636,35.9615,3180000,-19954.623046875,15.2684,636
5019.08,5198.15,637,35.4907,3185000,-19413.529296875,14.7177,637
5000.24,5191.43,638,35.8892,3190000,-19959.287109375,14.9766,638
5017.25,5191.04,639,36.1398,3195000,-19972.5078125,15.4533,639
4759.6,5175.09,640,35.6428,3200000,-19786.951171875,14.5527,640
5024.25,5239.53,641,34.7677,3205000,-19753.359375,14.0612,641
4822.96,5211.02,642,35.7981,3210000,-20365.482421875,15.2955,642
4980.8,5180.85,643,35.4397,3215000,-20085.759765625,14.7294,643
5021.06,5239.23,644,35.7137,3220000,-20486.47265625,15.2172,644
5001.02,5172.18,645,36.3777,3225000,-22146.693359375,20.5796,645
4653.1,4944.17,646,35.5799,3230000,-20054.01171875,14.4764,646
4867.65,5209.89,647,36.1514,3235000,-22702.837890625,17.9723,647
5052.2,4764.69,648,35.9863,3240000,-21117.3515625,15.4108,648
4973.23,5174.61,649,35.0616,3245000,-20016.328125,14.4124,649
4843.23,5217.22,650,35.3547,3250000,-20962.666015625,14.9894,650
5042.67,5259.81,651,35.4452,3255000,-20434.34375,14.8333,651
4819.84,5273.54,652,35.6188,3260000,-21059.994140625,15.6458,652
5106.54,5300.54,653,35.1281,3265000,-20280.4375,14.8772,653
4822.47,5244.94,654,35.3614,3270000,-20639.16015625,13.6616,654
5149.49,5309.12,655,34.8941,3275000,-20870.884765625,14.8468,655
5092.47,5259.48,656,35.2743,3280000,-20862.583984375,15.2957,656
5106.87,5266.87,657,35.9707,3285000,-22319.04296875,16.9267,657
4876.03,5276.31,658,35.6026,3290000,-20038.130859375,14.6149,658
5109.99,5292.22,659,35.6982,3295000,-21181.501953125,19.9351,659
542.48,373.4,660,46.5522,3300000,-21812.203125,107.6009,660
2123.12,2350.27,661,41.7613,3305000,-27216.91796875,19.4918,661
4428.68,4656.48,662,37.8156,3310000,-21248.173828125,16.5532,662
3436.57,4292.22,663,38.9961,3315000,-24368.470703125,20.5,663
1943.76,3214.64,664,40.1387,3320000,-26961.6484375,17.7226,664
4477.15,4988.93,665,36.3079,3325000,-23564.28125,16.2715,665
4483.11,4960.14,666,35.6326,3330000,-22026.662109375,15.3911,666
4364.19,3668.68,667,37.3174,3335000,-25163.4765625,15.386,667
4802.42,4898.35,668,35.6339,3340000,-22665.98828125,15.3969,668
4521.51,5102.96,669,36.2816,3345000,-22609.96484375,20.4364,669
4522.33,5106.53,670,35.6942,3350000,-21865.412109375,17.0537,670
5003.79,5125.98,671,35.0798,3355000,-21554.15234375,15.7352,671
4879.68,5100.88,672,35.3805,3360000,-21699.71875,15.3701,672
4974.47,5100.51,673,35.232,3365000,-21466.93359375,17.7018,673
4572.5,5175.27,674,35.1746,3370000,-22122.365234375,15.6094,674
4900.68,5121.96,675,35.1642,3375000,-21540.7109375,15.0875,675
3995.28,4434.98,676,36.8292,3380000,-24607.02734375,15.5143,676
4072.34,2548.29,677,36.2494,3385000,-23857.1015625,16.3606,677
4504.82,5087.59,678,35.8859,3390000,-22630.359375,15.5792,678
4856.83,5097.9,679,35.4285,3395000,-22427.48046875,15.9722,679
4984.17,4493.38,680,35.421,3400000,-22093.923828125,16.54,680
5043.53,4922.73,681,35.4615,3405000,-22433.19921875,16.5872,681
5001.71,5111.44,682,35.5704,3410000,-23437.740234375,16.4525,682
4266.47,5123.57,683,35.7328,3415000,-23160.59375,16.4909,683
4884.57,5141.83,684,35.406,3420000,-22975.486328125,16.833,684
5067.48,5165.6,685,35.1179,3425000,-21954.431640625,16.2445,685
4834.68,5315.92,686,33.9393,3430000,-20985.05078125,15.7226,686
4924.45,5238.35,687,34.2976,3435000,-20961.595703125,16.1475,687
4695.02,5255.32,688,34.4865,3440000,-21340.95703125,16.0247,688
5134.79,5312.72,689,35.1677,3445000,-22655.4609375,16.9184,689
5160.27,5310.99,690,34.6118,3450000,-21659.28515625,15.9245,690
4871.67,5193.85,691,34.7172,3455000,-21895.921875,15.9081,691
5017.88,5254.67,692,33.6911,3460000,-19727.439453125,14.9188,692
5133.15,5278.86,693,33.3344,3465000,-20315.43359375,15.0709,693
4902.18,5254.64,694,32.9661,3470000,-20200.94921875,14.6933,694
5115.57,5230.19,695,33.5431,3475000,-21786.93359375,15.213,695
4885.2,5238.34,696,34.0267,3480000,-20874.361328125,14.8416,696
5099.73,4987.47,697,33.5228,3485000,-20589.59375,14.8869,697
5112.86,5195.37,698,33.8678,3490000,-20962.962890625,15.3582,698
5104.12,5254.46,699,33.6347,3495000,-20593.060546875,15.0005,699
5113.76,5255.5,700,33.2316,3500000,-20812.21484375,15.6758,700
5109.78,4992.24,701,33.8382,3505000,-21304.099609375,16.5461,701
5067.47,5056.54,702,33.2713,3510000,-19589.3984375,15.1124,702
4746.18,5183.02,703,33.1632,3515000,-20703.42578125,14.9196,703
5087.29,5242.09,704,34.1752,3520000,-22028.9453125,15.9821,704
5111.99,5070.9,705,33.5349,3525000,-20366.4453125,15.3119,705
5096.54,5255.99,706,33.1284,3530000,-21033.337890625,14.7793,706
4900.27,5259.44,707,33.4309,3535000,-21106.767578125,15.6158,707
5049.29,5198.2,708,34.5587,3540000,-22765.224609375,15.9103,708
4948.6,5200.64,709,33.1471,3545000,-20517.328125,14.9561,709
5091.02,5244.67,710,34.1444,3550000,-21703.419921875,15.531,710
5063.39,5210.7,711,33.1412,3555000,-21737.34765625,15.1995,711
5125.53,5277.68,712,34.3033,3560000,-21669.111328125,16.0401,712
5117.08,5277.74,713,33.7422,3565000,-21487.927734375,15.872,713
5133.43,5332.82,714,33.9377,3570000,-21879.501953125,15.4953,714
5169.48,5365.19,715,33.5262,3575000,-21833.580078125,15.5827,715
5202.59,5330.91,716,33.8867,3580000,-21261.9609375,15.848,716
5130.23,5300.45,717,33.3175,3585000,-21141.314453125,14.7159,717
5141.84,5271.53,718,33.9228,3590000,-22005.962890625,15.4721,718
5171.23,5301.73,719,34.1803,3595000,-22001.775390625,16.2827,719
5140.49,5249.18,720,32.9665,3600000,-20594.3984375,15.2577,720
5106.18,5228.86,721,33.854,3605000,-21735.3359375,15.8975,721
5186.8,5275.79,722,34.2988,3610000,-21506.521484375,15.6427,722
5140.18,5265.2,723,33.313,3615000,-21472.740234375,14.8003,723
5173.81,5279.84,724,33.0527,3620000,-20563.32421875,15.1542,724
4860.67,3925.18,725,33.1515,3625000,-21653.51171875,14.9541,725
5175.21,5277.25,726,33.9529,3630000,-22076.71484375,15.4966,726
5134.78,5234.35,727,33.5558,3635000,-20844.94140625,15.0881,727
5169.53,5267.22,728,32.9763,3640000,-21368.818359375,15.241,728
5163.65,5221.93,729,33.672,3645000,-21051.244140625,15.2371,729
5175.14,5300.96,730,34.3666,3650000,-23789.626953125,16.0741,730
4961.36,5277.84,731,33.1566,3655000,-21364.681640625,15.3032,731
4909.5,4862.93,732,33.0447,3660000,-20152.892578125,14.542,732
4522.22,4361.74,733,33.9552,3665000,-21864.345703125,15.5749,733
5149.29,5255.77,734,33.5762,3670000,-21133.6328125,15.1568,734
4899.52,5251.72,735,33.7588,3675000,-22814.27734375,15.7075,735
5187.13,5263.17,736,33.3943,3680000,-22233.451171875,15.0958,736
4923.84,5234.09,737,33.9916,3685000,-23129.0703125,15.4562,737
4916.71,5207.41,738,34.5328,3690000,-24571.0546875,15.9705,738
5102.38,5236.24,739,35.21,3695000,-23890.228515625,15.9536,739
4882.97,4659.58,740,33.4477,3700000,-21171.41015625,16.589,740
4869.77,5004.39,741,32.9802,3705000,-21411.009765625,15.1293,741
3301.01,4873.63,742,35.0276,3710000,-23198.24609375,17.8281,742
4008.06,3338.61,743,34.3849,3715000,-24750.55078125,30.8159,743
4693.91,5150.39,744,34.2914,3720000,-25184.984375,27.4675,744
5125.45,5082.65,745,32.0867,3725000,-20286.904296875,14.0336,745
5124.28,5153.68,746,32.7807,3730000,-20833.419921875,14.8308,746
5214.64,5301.85,747,32.0028,3735000,-20461.865234375,13.9595,747
5102.98,5243.32,748,33.6417,3740000,-23734.1015625,15.6668,748
4518.67,5262.25,749,33.0962,3745000,-21864.8984375,15.4319,749
4897.6,5292.89,750,33.697,3750000,-25215.90625,23.1008,750
4979.97,5362.51,751,32.8419,3755000,-21633.626953125,14.4714,751
5205.81,5334.54,752,34.066,3760000,-24357.5390625,15.3153,752
5229.95,5276.76,753,33.8502,3765000,-23100.55859375,15.392,753
5152.6,5288.18,754,34.0105,3770000,-24191.671875,15.8068,754
5161.51,5266.23,755,33.7203,3775000,-23232.076171875,15.2031,755
5139.0,5243.0,756,33.2496,3780000,-23053.17578125,15.0743,756
5178.2,5338.01,757,33.3831,3785000,-22516.380859375,14.5599,757
5192.05,5347.54,758,34.2665,3790000,-23913.826171875,15.706,758
5159.53,5265.97,759,34.4633,3795000,-24564.09765625,15.4665,759
4918.41,5271.31,760,34.7454,3800000,-25142.712890625,16.3273,760
5111.93,5216.18,761,34.5892,3805000,-24597.669921875,15.9442,761
5163.96,5319.95,762,34.3356,3810000,-24218.87109375,15.5206,762
5045.46,5195.49,763,34.5412,3815000,-24348.90234375,15.7898,763
4982.94,5181.61,764,34.4993,3820000,-24484.880859375,15.1226,764
5097.97,5228.21,765,34.2462,3825000,-24306.228515625,15.3183,765
4967.31,5013.79,766,34.4865,3830000,-24633.53515625,15.9637,766
4810.04,5225.19,767,35.1952,3835000,-25215.259765625,15.8444,767
4807.36,5105.51,768,34.3752,3840000,-22939.5390625,15.5356,768
5128.75,5227.2,769,34.2838,3845000,-24631.21484375,15.9024,769
5186.09,5282.66,770,33.8852,3850000,-24599.1796875,15.6963,770
5198.1,5301.56,771,34.0412,3855000,-23882.21875,15.9344,771
5198.49,5292.79,772,33.6777,3860000,-24478.650390625,15.8805,772
5161.82,5311.35,773,34.3055,3865000,-24617.146484375,15.4934,773
