Running Env Steps,Reward Loss,Real Det Return,Running Reverse KL,Running Update Time,Itration,Running Forward KL,Real Sto Return
2025000,-19216.556640625,523.0,29.6528,405,405,75.4667,124.47
2030000,-19207.490234375,556.26,31.0434,406,406,75.7176,147.49
2035000,-19123.359375,690.99,29.9235,407,407,73.9555,131.75
2040000,-19252.662109375,751.13,28.8426,408,408,76.3574,137.83
2045000,-19126.33984375,-395.4,29.1333,409,409,76.3691,-127.17
2050000,-19497.8203125,-517.32,137.8563,410,410,87.6422,-337.58
2055000,-19429.83203125,-19.39,39.8347,411,411,79.5388,-29.65
2060000,-19168.638671875,77.09,39.0712,412,412,76.4953,0.7
2065000,-19224.75,-4.91,32.6541,413,413,76.7255,3.96
2070000,-19142.357421875,90.93,29.4073,414,414,75.8247,-6.05
2075000,-19169.857421875,52.81,31.3526,415,415,75.9093,11.43
2080000,-19253.119140625,45.41,30.0805,416,416,76.7088,22.82
2085000,-19228.04296875,44.97,30.0489,417,417,76.1466,8.78
2090000,-19153.435546875,94.14,30.8485,418,418,76.026,6.95
2095000,-19192.0703125,96.54,29.5605,419,419,76.5134,13.67
2100000,-19231.853515625,142.58,29.4282,420,420,74.9831,24.05
2105000,-19198.193359375,190.75,29.4944,421,421,75.877,25.36
2110000,-19265.263671875,141.74,29.1912,422,422,76.1451,47.15
2115000,-19277.791015625,143.53,29.5477,423,423,75.3883,21.26
2120000,-19225.39453125,145.71,29.018,424,424,75.3833,31.8
2125000,-19288.541015625,463.28,29.4328,425,425,75.9424,65.17
2130000,-19314.873046875,586.77,28.7872,426,426,75.8305,119.61
2135000,-19311.947265625,541.32,29.2111,427,427,75.4863,109.25
2140000,-16456.763671875,-1012.73,162.369,428,428,80.5826,-1459.01
2145000,-19327.595703125,138.7,29.2583,429,429,75.7605,-1.84
2150000,-19309.779296875,390.5,29.2245,430,430,75.6906,52.08
2155000,-19315.166015625,196.19,29.1779,431,431,76.0579,19.47
2160000,-19292.8125,196.2,29.6192,432,432,77.385,64.14
2165000,-19357.388671875,291.06,29.3063,433,433,76.7344,54.83
2170000,-19336.474609375,291.1,29.4894,434,434,75.4596,31.43
2175000,-19351.26953125,550.0,28.393,435,435,76.0206,28.9
2180000,-19268.53515625,437.59,32.1815,436,436,75.8315,-238.49
2185000,-19341.037109375,138.14,29.4333,437,437,76.3624,8.49
2190000,-19355.71484375,96.66,29.5009,438,438,76.066,29.83
2195000,-19306.93359375,248.16,30.0308,439,439,75.8618,79.7
2200000,-19334.4921875,340.12,29.5866,440,440,75.1634,60.16
2205000,-19352.802734375,589.37,29.5861,441,441,75.8534,100.99
2210000,-19329.4140625,714.26,27.8621,442,442,76.2681,10.35
2215000,-19378.8125,485.86,29.3659,443,443,75.958,47.2
2220000,-19311.68359375,640.23,28.9202,444,444,75.6412,53.97
2225000,-19348.611328125,618.82,28.3382,445,445,76.0953,7.14
2230000,-19459.34375,-454.32,56.6334,446,446,79.5867,-376.84
2235000,-19465.6171875,-1665.08,210.7226,447,447,98.6284,-1092.02
2240000,-19459.408203125,-0.41,48.8961,448,448,81.6633,-8.51
2245000,-19352.626953125,69.72,36.5584,449,449,77.7348,-12.06
2250000,-19291.744140625,-83.92,32.8086,450,450,76.8193,-5.58
2255000,-19244.470703125,-5.54,34.0733,451,451,77.1376,-4.71
2260000,-19205.673828125,90.8,29.4862,452,452,75.8959,8.06
2265000,-19212.720703125,-2.7,29.2054,453,453,75.2987,3.54
2270000,-19307.26953125,-0.88,30.5262,454,454,75.1588,-1.64
2275000,-19317.671875,-0.58,34.4901,455,455,76.1764,8.53
2280000,-19326.615234375,46.35,29.2241,456,456,75.9563,11.39
2285000,-19296.318359375,95.23,28.8452,457,457,75.0739,11.65
2290000,-19410.580078125,97.53,29.3875,458,458,75.4325,12.54
2295000,-19369.32421875,51.24,29.0294,459,459,76.5994,21.9
2300000,-19442.912109375,397.39,29.1804,460,460,75.3858,37.8
2305000,-19414.998046875,298.38,29.0682,461,461,75.9217,44.88
2310000,-19431.537109375,201.29,29.4627,462,462,76.5895,51.59
2315000,-19423.322265625,250.16,29.1707,463,463,77.202,29.4
2320000,-19357.2421875,301.31,28.9073,464,464,74.6938,86.17
2325000,-19424.8046875,573.5,27.9207,465,465,76.0586,10.48
2330000,-19415.515625,601.09,27.7952,466,466,75.2279,-28.09
2335000,-19210.986328125,-539.52,43.3978,467,467,76.7812,-203.24
2340000,-19463.259765625,136.49,29.508,468,468,76.8211,12.38
2345000,-19395.7578125,94.34,29.2648,469,469,76.2379,35.22
2350000,-19400.306640625,98.96,29.04,470,470,75.6813,10.89
2355000,-19421.958984375,301.22,29.0921,471,471,75.8706,55.14
2360000,-19419.63671875,247.93,28.8803,472,472,75.5265,23.81
2365000,-19432.380859375,499.4,28.9928,473,473,76.2475,64.28
2370000,-19475.712890625,686.43,28.0434,474,474,76.6172,20.12
2375000,-19438.798828125,300.93,50.0379,475,475,77.231,-76.63
2380000,-19516.302734375,-400.1,62.8907,476,476,79.1638,-378.28
2385000,-19391.876953125,22.23,33.99,477,477,76.7852,-9.66
2390000,-19389.61328125,-10.5,30.0062,478,478,75.9374,-0.36
2395000,-19311.35546875,95.12,30.2567,479,479,75.8004,-1.47
2400000,-19400.490234375,144.46,28.1902,480,480,75.8661,18.2
2405000,-19366.916015625,50.68,28.26,481,481,74.5597,25.47
2410000,-19381.8515625,2.55,28.6519,482,482,74.954,33.77
2415000,-19426.26171875,202.77,29.2659,483,483,75.019,41.25
2420000,-19487.8046875,697.25,29.0374,484,484,76.1351,107.43
2425000,-19421.462890625,774.61,28.1319,485,485,75.7652,30.34
2430000,-19453.689453125,534.91,30.2399,486,486,76.9311,-297.65
2435000,-19590.6484375,-1289.31,115.3818,487,487,92.8944,-937.89
2440000,-19538.314453125,-17.14,56.3263,488,488,82.0318,-17.28
2445000,-19472.208984375,-6.24,38.4312,489,489,78.0451,-7.07
2450000,-19413.94140625,-9.17,38.0666,490,490,78.8765,-9.11
2455000,-19315.71484375,-4.64,35.6852,491,491,76.4911,-5.26
2460000,-19260.31640625,-4.4,33.3922,492,492,76.867,-4.36
2465000,-19329.873046875,-3.87,32.0474,493,493,76.6799,-3.75
2470000,-19271.6328125,-1.16,31.0694,494,494,75.7563,3.48
2475000,-19272.58984375,46.59,30.9167,495,495,75.3137,3.03
2480000,-19348.896484375,47.06,30.1335,496,496,74.5504,1.75
2485000,-19352.599609375,97.85,29.7326,497,497,75.2263,11.75
2490000,-19388.1796875,97.14,35.269,498,498,75.156,13.19
2495000,-19353.767578125,50.72,29.6004,499,499,75.6617,11.1
2500000,-19431.8046875,205.7,34.006,500,500,75.6032,46.62
2505000,-19406.650390625,343.72,29.109,501,501,75.2275,62.71
2510000,-19477.265625,546.83,29.5174,502,502,75.8564,53.78
2515000,-19479.9296875,494.14,29.9601,503,503,75.9003,36.52
2520000,-19423.380859375,676.69,48.7524,504,504,76.3027,40.58
2525000,-19530.439453125,536.47,29.6156,505,505,76.3044,91.68
2530000,-19432.61328125,772.68,28.7628,506,506,76.9736,56.82
2535000,-19482.78515625,742.21,28.3421,507,507,75.7517,56.68
2540000,-19156.24609375,-1666.95,125.1612,508,508,79.3848,-1197.33
2545000,-19476.685546875,146.61,29.6909,509,509,75.2054,18.36
2550000,-19461.7734375,247.39,28.6843,510,510,75.6663,12.64
2555000,-19411.30859375,196.4,28.7346,511,511,75.0453,37.29
2560000,-19512.7109375,636.97,29.0189,512,512,75.9467,-4.4
2565000,-19518.783203125,779.93,29.3011,513,513,76.8962,72.99
2570000,-19402.783203125,616.02,28.3958,514,514,74.7758,37.46
2575000,-19372.294921875,-624.74,40.5302,515,515,76.7849,-616.07
2580000,-19429.896484375,145.52,30.8275,516,516,74.6608,26.1
2585000,-19447.125,98.84,27.9269,517,517,74.9123,14.58
2590000,-19436.466796875,149.17,28.1454,518,518,75.1916,14.15
2595000,-19391.80078125,147.95,28.3373,519,519,74.4162,22.4
2600000,-19418.427734375,152.9,28.5109,520,520,75.7543,56.84
2605000,-19433.701171875,599.71,28.1387,521,521,74.2578,83.63
2610000,-19534.9609375,748.54,28.6666,522,522,76.199,131.41
2615000,-19538.7265625,738.38,28.2662,523,523,75.3099,110.59
2620000,-19441.6015625,150.45,28.6157,524,524,74.6289,27.09
2625000,-19451.015625,254.26,28.1383,525,525,74.6272,46.38
2630000,-19440.77734375,588.81,67.4911,526,526,76.737,-23.34
2635000,-19552.59765625,470.05,63.1734,527,527,76.6719,91.84
2640000,-19371.546875,428.75,28.9502,528,528,75.1391,-22.64
2645000,-19539.546875,-2.41,53.9079,529,529,75.7621,6.88
2650000,-19439.62890625,99.98,28.3715,530,530,74.6817,25.99
2655000,-19432.9140625,148.14,27.4807,531,531,74.9394,12.12
2660000,-19497.943359375,393.62,28.3812,532,532,74.4956,61.72
2665000,-19529.3359375,735.0,28.7485,533,533,76.9857,78.63
2670000,-19570.353515625,515.34,46.2878,534,534,76.1935,86.19
2675000,-19493.49609375,460.26,28.5062,535,535,76.4522,22.47
2680000,-19562.78125,-752.67,279.2725,536,536,91.026,-864.89
2685000,-19486.583984375,76.31,36.0365,537,537,76.3599,18.61
2690000,-19374.92578125,43.43,31.7588,538,538,75.9548,4.29
2695000,-19504.12890625,42.87,96.4414,539,539,77.7244,5.64
2700000,-19517.822265625,93.35,65.7026,540,540,76.3695,-3.45
2705000,-19504.130859375,46.81,67.7041,541,541,75.6815,-2.36
2710000,-14025.1806640625,-2794.78,352.4415,542,542,132.6322,-2678.99
2715000,-11204.302734375,-2953.2,775.724,543,543,142.6975,-2945.27
2720000,-18765.2578125,-2067.38,343.4208,544,544,98.8606,-1346.18
2725000,-19640.27734375,-2019.81,368.1623,545,545,102.6286,-1384.95
2730000,-19493.447265625,-200.64,196.7527,546,546,96.9511,-255.43
2735000,-19516.59375,-37.89,149.2325,547,547,93.7193,-77.29
2740000,-19495.724609375,-65.22,101.9505,548,548,90.6723,-7.78
2745000,-19519.40234375,-29.02,97.6531,549,549,93.5571,-42.64
2750000,-19462.509765625,-7.72,93.4011,550,550,87.822,-26.98
2755000,-19482.51171875,-20.02,73.4411,551,551,85.8056,-11.83
2760000,-19527.783203125,22.29,51.3749,552,552,82.3231,-12.27
2765000,-19458.927734375,-6.66,98.1232,553,553,79.6108,-5.86
2770000,-19451.86328125,31.74,40.7674,554,554,78.3736,-6.58
2775000,-19481.08203125,25.48,43.2793,555,555,78.0327,-6.93
2780000,-19586.1015625,-9.11,36.1918,556,556,77.8372,-7.82
2785000,-19478.81640625,-4.67,57.2147,557,557,77.3753,-5.28
2790000,-19427.3203125,-5.3,32.887,558,558,75.7377,-5.17
2795000,-19446.966796875,40.93,32.7285,559,559,75.5858,-3.59
2800000,-19514.62109375,-2.9,38.8029,560,560,77.1153,-3.3
2805000,-19485.640625,-3.33,30.1021,561,561,75.9055,-4.64
2810000,-19441.40625,40.99,35.6623,562,562,75.2637,-4.85
2815000,-19382.33984375,42.49,32.5283,563,563,75.2631,-5.06
2820000,-19469.919921875,92.15,28.6609,564,564,75.5241,-1.92
2825000,-19466.185546875,85.85,29.4695,565,565,75.763,-7.29
2830000,-19483.193359375,42.39,28.7816,566,566,75.6166,-4.11
2835000,-19485.466796875,43.53,29.7524,567,567,76.292,-5.02
2840000,-19458.232421875,42.93,28.7187,568,568,75.2928,-4.89
2845000,-19515.63671875,131.81,30.04,569,569,76.6378,-4.98
2850000,-19505.107421875,88.61,28.4909,570,570,75.3757,-6.4
2855000,-19418.158203125,43.14,28.6952,571,571,74.9641,-11.48
2860000,-19488.203125,90.64,28.6605,572,572,75.9445,-8.61
2865000,-19506.359375,42.31,29.4877,573,573,75.8561,-11.74
2870000,-19527.451171875,116.64,29.7908,574,574,76.7119,-2.54
2875000,-19558.384765625,87.45,30.1964,575,575,76.9215,-2.01
2880000,-19464.095703125,45.48,30.9752,576,576,75.6241,-8.36
2885000,-19503.853515625,85.11,36.0742,577,577,77.6122,-49.57
2890000,-18627.701171875,-1039.75,192.4979,578,578,96.6122,-1253.1
2895000,-19327.66015625,-1052.65,209.0139,579,579,96.0272,-1121.51
2900000,-15343.5732421875,-3001.58,1628.0658,580,580,126.9268,-2999.29
2905000,-16898.552734375,-2492.05,1745.6125,581,581,113.5806,-2690.82
2910000,-19620.380859375,-2830.58,1076.4076,582,582,110.2116,-2837.81
2915000,-18088.6875,-2197.91,672.5918,583,583,91.3213,-2016.88
2920000,-19469.22265625,-1018.76,171.8121,584,584,86.1618,-571.54
2925000,-19525.20703125,-657.96,594.2084,585,585,94.1974,-1017.72
2930000,-19460.798828125,-38.45,710.1963,586,586,114.1043,-451.69
2935000,-19487.23046875,-201.73,634.0929,587,587,104.0309,-772.49
2940000,-19440.484375,-27.75,471.0532,588,588,96.8396,-162.45
2945000,-19454.640625,-14.11,315.7565,589,589,94.7958,-14.7
2950000,-19368.912109375,-75.94,178.0365,590,590,89.4171,-18.36
2955000,-19497.986328125,-10.22,212.7524,591,591,94.2758,-9.94
2960000,-19470.822265625,-9.83,144.234,592,592,91.4558,-8.85
2965000,-19541.755859375,-10.36,189.7847,593,593,95.9028,-7.73
2970000,-19524.001953125,-8.91,256.5838,594,594,96.857,-9.79
2975000,-19499.7421875,-148.09,181.2796,595,595,91.5416,-101.48
2980000,-19467.314453125,-12.77,94.3394,596,596,88.6071,-9.12
2985000,-19564.5234375,-8.94,81.7401,597,597,87.6625,-9.6
2990000,-19579.876953125,-64.66,130.6591,598,598,91.6955,-7.46
2995000,-19615.314453125,-7.11,120.5267,599,599,93.4838,-42.89
