Real Det Return,Running Update Time,Itration,Reward Loss,Running Reverse KL,Running Forward KL,Running Env Steps,Real Sto Return
77.13,395,395,-16650.697265625,283.7424,550.0724,1975000,76.03
96.15,396,396,-17696.880859375,315.9634,543.1105,1980000,89.06
263.03,397,397,-17458.833984375,286.3863,529.1191,1985000,266.15
69.24,398,398,-18077.80078125,295.9313,556.2013,1990000,71.85
72.37,399,399,-18571.271484375,337.5517,572.8291,1995000,71.68
91.66,400,400,-18214.412109375,306.301,559.8723,2000000,130.89
77.17,401,401,-17364.06640625,300.5998,557.1604,2005000,80.17
107.04,402,402,-17945.908203125,304.899,558.3731,2010000,127.26
73.19,403,403,-17896.0078125,682.6806,554.1978,2015000,72.83
97.08,404,404,-18524.037109375,890.668,560.5064,2020000,94.39
268.14,405,405,-17397.3125,565.3157,555.6772,2025000,260.3
87.06,406,406,-18847.052734375,1368.0789,560.2283,2030000,74.12
104.02,407,407,-17576.294921875,337.8348,547.0725,2035000,110.33
73.69,408,408,-17522.740234375,306.4405,535.7853,2040000,116.74
134.17,409,409,-16991.552734375,336.8058,535.9039,2045000,142.66
104.62,410,410,-17739.078125,769.4093,559.5962,2050000,106.84
59.93,411,411,-17382.52734375,297.5358,558.7299,2055000,60.63
58.9,412,412,-16402.478515625,306.1351,560.8059,2060000,58.82
54.9,413,413,-18419.26171875,1593.9421,625.4571,2065000,54.79
58.64,414,414,-17847.6484375,961.3649,571.9702,2070000,58.65
279.54,415,415,-17032.203125,1302.6138,544.2219,2075000,279.89
60.3,416,416,-16777.462890625,789.8515,592.3074,2080000,60.37
60.03,417,417,-16938.44140625,1239.4778,573.4155,2085000,60.33
55.11,418,418,-17539.322265625,1624.2511,567.9423,2090000,55.14
54.96,419,419,-16719.849609375,988.6473,617.6491,2095000,54.98
57.16,420,420,-18281.919921875,1390.597,655.87,2100000,57.43
57.57,421,421,-17252.765625,379.5184,597.0549,2105000,57.82
60.41,422,422,-17623.267578125,1730.5683,631.7607,2110000,60.38
59.89,423,423,-16947.947265625,374.2956,583.0645,2115000,59.89
60.9,424,424,-17044.15234375,980.8899,597.1266,2120000,60.97
59.51,425,425,-18779.30078125,2263.4481,619.7831,2125000,59.45
59.94,426,426,-17377.734375,724.3265,617.714,2130000,59.97
126.53,427,427,-16666.873046875,672.7828,611.0928,2135000,126.25
217.31,428,428,-18028.607421875,1298.7189,618.9594,2140000,217.09
283.39,429,429,-18901.05859375,3267.0147,637.3239,2145000,283.39
296.87,430,430,-18872.09765625,2029.2722,632.338,2150000,296.87
210.81,431,431,-18974.716796875,2977.8197,596.2258,2155000,211.7
232.75,432,432,-18566.005859375,3660.6605,554.3442,2160000,231.81
242.78,433,433,-18148.15625,2248.4742,557.1318,2165000,242.78
391.06,434,434,-17614.9296875,490.2667,525.717,2170000,398.56
419.01,435,435,-17454.27734375,1572.5157,538.7103,2175000,421.27
409.99,436,436,-17848.693359375,1835.7704,536.1736,2180000,405.73
510.52,437,437,-17086.05859375,1176.1847,539.0337,2185000,496.1
430.69,438,438,-16448.423828125,1438.21,544.088,2190000,432.78
199.26,439,439,-17666.744140625,713.2621,596.2928,2195000,205.23
186.48,440,440,-17248.390625,535.1535,568.7476,2200000,245.37
197.1,441,441,-16148.7412109375,597.099,554.6415,2205000,201.6
66.45,442,442,-18060.37890625,794.2306,567.9478,2210000,66.46
63.59,443,443,-15612.876953125,366.4581,564.6465,2215000,63.61
64.59,444,444,-17067.5390625,850.7252,580.6663,2220000,64.59
64.37,445,445,-17189.2890625,730.503,572.3918,2225000,64.37
104.66,446,446,-17258.306640625,574.1556,546.4064,2230000,99.99
100.51,447,447,-17708.1796875,1024.7117,529.9669,2235000,111.46
68.02,448,448,-17740.21484375,759.4527,557.2005,2240000,68.02
62.19,449,449,-17817.828125,609.9443,597.303,2245000,62.19
64.0,450,450,-17957.8671875,1122.1864,608.9861,2250000,63.95
64.33,451,451,-18410.107421875,1948.8492,586.7488,2255000,64.33
250.44,452,452,-18344.359375,1056.9944,535.1442,2260000,250.44
253.37,453,453,-17695.96484375,902.0769,528.6994,2265000,252.89
270.36,454,454,-18148.220703125,1937.8499,546.33,2270000,270.1
310.04,455,455,-18931.888671875,3685.7434,558.7834,2275000,310.35
290.75,456,456,-17939.1015625,2622.1042,549.0797,2280000,290.11
287.57,457,457,-15972.755859375,424.1735,549.6599,2285000,287.61
256.76,458,458,-16988.716796875,1224.9578,545.2035,2290000,260.3
68.05,459,459,-16673.20703125,420.2062,581.0046,2295000,68.17
63.81,460,460,-17210.041015625,928.3581,584.4961,2300000,63.5
59.26,461,461,-17167.462890625,1744.8772,604.5207,2305000,59.27
43.03,462,462,-16668.82421875,2634.4447,632.394,2310000,43.03
53.82,463,463,-16443.48046875,547.0164,580.1279,2315000,53.56
54.2,464,464,-17435.53125,1006.1435,614.5392,2320000,54.2
245.42,465,465,-17647.615234375,1216.812,528.3089,2325000,248.79
216.25,466,466,-18441.8828125,2367.4527,572.6473,2330000,216.25
219.56,467,467,-17640.32421875,813.1256,557.8527,2335000,219.56
211.74,468,468,-17861.8515625,1508.9783,572.7507,2340000,211.74
210.39,469,469,-18862.58203125,2689.5031,575.5928,2345000,210.38
197.1,470,470,-18573.009765625,2695.3814,582.6969,2350000,196.77
176.94,471,471,-18101.279296875,1067.6084,590.5317,2355000,176.67
174.18,472,472,-17009.310546875,1243.0801,597.6597,2360000,174.18
174.18,473,473,-17436.208984375,825.0163,583.8021,2365000,174.18
174.19,474,474,-17377.7734375,442.2518,574.3692,2370000,174.19
174.19,475,475,-17430.939453125,770.1155,585.834,2375000,174.19
174.19,476,476,-18630.162109375,1157.6625,605.0597,2380000,174.19
174.19,477,477,-19224.615234375,2846.8615,618.9639,2385000,174.19
174.19,478,478,-18012.24609375,792.6841,562.2545,2390000,174.19
69.7,479,479,-18844.208984375,1363.6863,696.7795,2395000,69.7
70.32,480,480,-19279.27734375,738.0105,684.0103,2400000,69.98
70.45,481,481,-19272.724609375,955.6031,649.4952,2405000,70.45
70.18,482,482,-18621.58203125,470.2519,633.8812,2410000,70.18
73.96,483,483,-18461.857421875,460.7678,623.4904,2415000,74.03
59.06,484,484,-18069.763671875,1458.5817,644.0468,2420000,60.14
56.83,485,485,-18561.10546875,920.1123,627.1052,2425000,57.43
54.8,486,486,-16818.5,361.0634,579.0616,2430000,54.79
57.38,487,487,-17154.0625,676.5583,565.2425,2435000,57.38
58.24,488,488,-16776.341796875,378.673,615.8455,2440000,58.24
157.93,489,489,-17542.150390625,759.2413,538.0121,2445000,157.7
206.48,490,490,-17228.859375,390.7615,597.6646,2450000,206.48
206.1,491,491,-17915.904296875,405.8553,593.3535,2455000,206.09
199.72,492,492,-18232.193359375,861.5079,607.3597,2460000,199.74
194.71,493,493,-18301.552734375,852.6909,622.0347,2465000,194.72
195.9,494,494,-17706.638671875,468.6501,601.7704,2470000,195.53
194.29,495,495,-18387.90625,1307.0619,625.5633,2475000,194.29
194.57,496,496,-17996.767578125,1064.8484,619.6631,2480000,194.53
191.16,497,497,-18475.373046875,1107.6985,621.1317,2485000,191.44
191.95,498,498,-18775.189453125,1953.4242,599.4276,2490000,191.44
194.64,499,499,-18675.361328125,1315.4472,605.7182,2495000,194.4
186.57,500,500,-17739.3828125,433.016,616.0478,2500000,186.27
173.97,501,501,-18302.984375,765.5288,626.1988,2505000,174.54
171.2,502,502,-17627.599609375,380.8518,592.9403,2510000,172.04
187.71,503,503,-16991.939453125,491.6942,582.8447,2515000,188.11
185.66,504,504,-18047.134765625,350.8731,597.196,2520000,185.85
177.37,505,505,-17686.859375,557.82,622.5266,2525000,177.37
181.4,506,506,-16833.951171875,490.7125,590.3761,2530000,181.32
187.57,507,507,-17357.4453125,923.8845,585.5693,2535000,187.86
182.76,508,508,-17534.31640625,1239.9822,591.7639,2540000,182.76
180.13,509,509,-17219.677734375,814.9949,581.2147,2545000,178.58
181.6,510,510,-17720.80078125,873.7912,592.3352,2550000,181.85
177.05,511,511,-17942.99609375,1541.089,592.6377,2555000,176.89
179.23,512,512,-17793.669921875,1487.6422,597.694,2560000,180.97
172.63,513,513,-16965.3515625,690.5718,565.1146,2565000,173.09
176.0,514,514,-18459.466796875,2671.0564,617.9061,2570000,176.01
249.73,515,515,-17568.876953125,447.034,549.0015,2575000,249.73
233.16,516,516,-17221.1796875,436.4796,552.4625,2580000,233.16
232.18,517,517,-16979.279296875,416.3584,554.2083,2585000,232.18
233.16,518,518,-17499.59765625,511.796,551.872,2590000,233.16
233.16,519,519,-17445.068359375,473.2525,558.8391,2595000,233.16
233.16,520,520,-17492.978515625,438.7775,551.1596,2600000,233.16
233.16,521,521,-17697.29296875,478.6472,554.966,2605000,233.16
233.16,522,522,-17717.58984375,499.882,556.5019,2610000,233.16
233.16,523,523,-18071.1328125,513.0174,555.9795,2615000,233.16
233.16,524,524,-17904.404296875,569.1573,545.2629,2620000,233.16
233.16,525,525,-17998.20703125,437.9059,545.316,2625000,233.16
233.16,526,526,-17471.037109375,396.7344,551.6939,2630000,233.16
233.16,527,527,-17119.244140625,449.1116,556.3753,2635000,233.16
233.22,528,528,-16971.03515625,400.5336,551.4977,2640000,233.22
233.49,529,529,-16212.7568359375,385.6493,554.7133,2645000,233.49
211.77,530,530,-16503.166015625,397.2432,556.9122,2650000,211.77
182.77,531,531,-17129.65234375,457.0334,562.8813,2655000,182.77
185.31,532,532,-15866.244140625,360.6625,560.1211,2660000,185.31
184.36,533,533,-16781.595703125,385.8311,570.1921,2665000,184.37
185.61,534,534,-17474.9296875,533.3464,560.9292,2670000,185.61
186.99,535,535,-17036.435546875,337.7266,558.1664,2675000,186.92
187.77,536,536,-17330.70703125,375.9729,564.9555,2680000,187.77
187.62,537,537,-17439.845703125,456.2415,559.1559,2685000,187.62
187.18,538,538,-17781.529296875,475.8354,565.5731,2690000,187.18
188.25,539,539,-16996.5546875,509.2807,565.333,2695000,188.25
192.41,540,540,-17812.140625,527.1262,576.3894,2700000,192.49
190.45,541,541,-17487.666015625,516.7488,577.0912,2705000,190.45
59.27,542,542,-17621.615234375,534.8966,572.8163,2710000,59.2
51.01,543,543,-17406.6328125,416.1939,589.2404,2715000,50.81
55.78,544,544,-17408.455078125,365.6319,587.5832,2720000,55.82
57.87,545,545,-17888.189453125,414.694,589.7812,2725000,57.87
55.7,546,546,-17962.87890625,379.3261,586.8794,2730000,55.7
55.01,547,547,-17488.294921875,354.9917,600.4183,2735000,54.91
55.09,548,548,-18734.556640625,875.3226,575.6103,2740000,55.16
54.14,549,549,-18790.146484375,361.5475,599.164,2745000,54.14
49.8,550,550,-17623.4140625,346.6474,578.9359,2750000,49.8
52.62,551,551,-17350.322265625,351.8796,544.9444,2755000,52.62
54.75,552,552,-17571.951171875,469.6972,535.7421,2760000,54.75
51.86,553,553,-17010.890625,338.2518,557.2297,2765000,51.86
52.08,554,554,-18190.662109375,843.6029,543.2844,2770000,52.08
51.07,555,555,-17886.169921875,364.9317,552.7509,2775000,51.07
53.89,556,556,-18478.744140625,553.2576,544.506,2780000,53.89
55.04,557,557,-18325.724609375,379.8713,552.5739,2785000,55.04
53.1,558,558,-17286.62109375,310.3603,568.5143,2790000,53.1
58.73,559,559,-17825.837890625,350.1616,560.3484,2795000,58.73
57.22,560,560,-17018.09765625,307.7678,547.4486,2800000,57.19
54.52,561,561,-17570.021484375,341.6892,566.3561,2805000,54.52
58.8,562,562,-17022.43359375,301.3372,559.4389,2810000,58.8
57.39,563,563,-17524.783203125,467.3373,563.1059,2815000,57.44
60.26,564,564,-17394.66015625,321.0533,578.7171,2820000,60.26
57.02,565,565,-16859.83984375,301.3748,570.2942,2825000,57.02
56.85,566,566,-16743.052734375,308.5412,573.9273,2830000,56.85
58.1,567,567,-17780.7421875,981.9678,596.0194,2835000,58.1
58.69,568,568,-18045.90625,395.3087,582.2739,2840000,58.69
58.93,569,569,-17799.095703125,307.8244,584.0959,2845000,58.93
59.28,570,570,-18012.33984375,320.6955,584.5722,2850000,59.27
58.28,571,571,-18696.236328125,716.5897,551.9845,2855000,58.28
61.09,572,572,-18467.90234375,379.2498,566.1203,2860000,61.09
59.75,573,573,-18263.90234375,350.3579,627.4451,2865000,59.75
59.74,574,574,-18545.060546875,415.1755,631.4999,2870000,59.74
65.19,575,575,-18444.908203125,370.2891,622.2331,2875000,65.19
59.18,576,576,-18048.501953125,336.9851,639.7549,2880000,59.06
65.9,577,577,-18596.21484375,377.9682,615.927,2885000,65.9
65.9,578,578,-18464.328125,370.6924,625.0613,2890000,65.9
61.46,579,579,-18826.9453125,388.9394,616.7237,2895000,61.46
65.19,580,580,-18695.892578125,708.8119,626.2222,2900000,65.19
65.9,581,581,-18127.40625,397.7183,621.376,2905000,65.9
65.89,582,582,-18368.65234375,485.0806,629.2658,2910000,65.89
65.9,583,583,-18226.19921875,384.347,607.254,2915000,65.9
60.25,584,584,-18583.935546875,307.0618,553.3269,2920000,60.25
65.9,585,585,-18274.91796875,701.8432,643.6859,2925000,65.9
65.9,586,586,-18268.599609375,307.3775,630.978,2930000,65.9
65.9,587,587,-18544.669921875,383.7568,640.3591,2935000,65.9
65.9,588,588,-18517.94921875,398.9032,663.0735,2940000,65.9
61.81,589,589,-18548.732421875,392.1971,630.1485,2945000,61.81
64.06,590,590,-18750.5546875,660.5597,614.9124,2950000,63.83
63.94,591,591,-18452.552734375,368.4656,644.3967,2955000,63.94
64.63,592,592,-18459.744140625,383.4874,655.832,2960000,64.63
65.9,593,593,-18474.349609375,390.9773,613.9382,2965000,65.9
65.9,594,594,-18689.8359375,390.7752,635.6563,2970000,65.9
61.35,595,595,-18033.646484375,286.1679,565.3323,2975000,61.35
65.9,596,596,-18720.3828125,491.7393,659.6626,2980000,65.9
65.9,597,597,-18677.44140625,451.1627,644.748,2985000,65.9
65.42,598,598,-18643.509765625,496.9593,667.654,2990000,65.42
61.64,599,599,-18486.537109375,494.3288,611.3494,2995000,61.64
