Running Env Steps,Reward Loss,Running Forward KL,Running Update Time,Real Sto Return,Running Reverse KL,Itration,Real Det Return
1960000,-69187.1171875,88.0367,392,5719.67,84.3442,392,6026.82
1965000,-68417.015625,86.1258,393,5645.46,83.1719,393,6316.98
1970000,-69048.375,87.7641,394,4894.91,83.1479,394,5683.11
1975000,-68059.2890625,82.1525,395,5318.76,80.6036,395,6216.51
1980000,-69389.578125,86.2169,396,5766.24,80.3171,396,6057.47
1985000,-67652.609375,81.3112,397,5801.85,80.1822,397,6311.34
1990000,-69530.2265625,85.377,398,5832.3,80.9358,398,6261.19
1995000,-66071.8125,77.8713,399,5671.59,77.4177,399,5946.1
2000000,-70177.0390625,87.1641,400,5592.87,85.1857,400,6276.19
2005000,-69740.75,85.1831,401,5807.34,82.1543,401,5966.26
2010000,-67063.09375,77.0153,402,5443.18,76.76,402,6335.83
2015000,-68380.0546875,80.2553,403,5555.61,82.1447,403,6148.64
2020000,-70603.84375,88.2589,404,5254.34,85.5415,404,5827.64
2025000,-70378.0,86.9665,405,5262.37,84.5126,405,6048.85
2030000,-69529.5546875,83.6354,406,5419.27,80.471,406,6124.79
2035000,-71333.1875,87.0849,407,5082.64,87.8522,407,6003.06
2040000,-65416.1875,75.2251,408,4859.11,77.2201,408,5988.9
2045000,-69771.09375,84.0963,409,5577.77,79.2394,409,5895.99
2050000,-70931.34375,86.9226,410,5702.4,82.5589,410,6307.09
2055000,-68309.4609375,79.6361,411,5491.27,80.9841,411,5612.32
2060000,-70277.46875,89.7061,412,5526.75,87.9654,412,5902.96
2065000,-67564.53125,76.9891,413,5407.51,77.318,413,5744.85
2070000,-60007.96484375,72.7871,414,5586.69,64.9982,414,6383.17
2075000,-68386.796875,80.0312,415,5337.57,79.003,415,6074.84
2080000,-65924.609375,75.2136,416,5322.94,69.7886,416,6019.63
2085000,-72354.453125,88.276,417,5424.41,86.5872,417,5938.23
2090000,-66563.234375,74.9229,418,4896.85,69.121,418,6067.37
2095000,-72134.234375,87.8975,419,5102.57,85.1593,419,5670.67
2100000,-72284.65625,86.8914,420,5482.05,82.9395,420,6298.91
2105000,-72124.7734375,88.5577,421,5147.42,84.3061,421,5843.3
2110000,-72486.7578125,87.5564,422,5595.18,86.6972,422,6212.75
2115000,-72081.46875,88.1183,423,5620.28,82.4206,423,6325.34
2120000,-71975.0859375,86.7629,424,5516.73,84.9652,424,5942.78
2125000,-72942.2890625,89.306,425,5184.18,88.5295,425,6220.74
2130000,-73164.6171875,86.1274,426,5482.46,83.485,426,6263.54
2135000,-73081.390625,88.4395,427,5923.42,85.6316,427,5658.76
2140000,-72970.296875,87.9458,428,5575.46,84.5326,428,6239.03
2145000,-72937.2265625,86.6362,429,5284.67,80.58,429,6083.04
2150000,-73458.2890625,88.0353,430,5295.36,86.2534,430,5968.57
2155000,-70542.234375,80.4856,431,4925.69,80.9118,431,6075.41
2160000,-73578.4765625,87.8724,432,4888.21,85.2452,432,6054.12
2165000,-73071.1015625,87.5934,433,5707.37,84.2871,433,5612.5
2170000,-73915.3203125,86.5436,434,5837.15,85.3873,434,6266.68
2175000,-74499.4609375,88.1396,435,5922.01,87.1198,435,6329.42
2180000,-71792.015625,80.3151,436,5312.09,82.9863,436,6265.9
2185000,-73612.8828125,88.5028,437,5182.74,84.8363,437,6278.58
2190000,-73869.2890625,87.6836,438,5840.68,85.3376,438,6299.0
2195000,-74127.6015625,87.8859,439,5090.78,87.6307,439,6256.33
2200000,-74149.6328125,86.8385,440,5685.8,86.282,440,6172.13
2205000,-74149.9765625,86.8009,441,5761.28,87.4139,441,5980.24
2210000,-74678.609375,89.5537,442,5393.52,87.94,442,6031.03
2215000,-70117.46875,77.6778,443,5492.68,79.0597,443,5592.99
2220000,-74073.1875,85.2951,444,5680.13,82.9727,444,5978.85
2225000,-75889.25,90.446,445,5651.89,91.7686,445,5926.38
2230000,-68977.2109375,76.5743,446,5884.78,76.7588,446,5929.58
2235000,-74261.515625,86.7036,447,5861.52,83.5001,447,6253.3
2240000,-75671.84375,88.3746,448,5603.73,86.4488,448,6006.05
2245000,-74865.8984375,87.1285,449,5169.4,85.6531,449,4946.6
2250000,-62473.328125,73.2821,450,5770.27,63.9473,450,6362.06
2255000,-74897.09375,87.0095,451,5355.3,79.9259,451,6023.7
2260000,-69824.109375,75.5208,452,5630.73,76.4677,452,5900.13
2265000,-72455.7421875,79.4089,453,5773.44,74.6323,453,6090.04
2270000,-75532.0625,88.642,454,5816.21,86.2018,454,6047.1
2275000,-73064.6875,80.6628,455,5364.93,82.663,455,6074.57
2280000,-75077.1875,86.8769,456,4473.92,85.7461,456,6113.51
2285000,-75685.90625,88.0362,457,5547.0,83.2829,457,5894.54
2290000,-70415.171875,77.5843,458,5453.14,71.6806,458,5833.63
2295000,-73116.3046875,81.0744,459,5791.6,75.9951,459,6328.72
2300000,-75973.3046875,87.189,460,5756.74,82.0583,460,6328.57
2305000,-75719.4453125,87.5365,461,5397.88,83.4159,461,6120.6
2310000,-71492.265625,77.5563,462,5372.92,77.8794,462,6072.55
2315000,-70626.75,76.619,463,5609.51,74.6775,463,5919.55
2320000,-76884.4453125,87.6933,464,5557.12,84.0134,464,6024.53
2325000,-75900.3125,88.8917,465,4947.7,80.1694,465,6004.06
2330000,-77067.484375,87.1725,466,5462.54,84.1362,466,6076.82
2335000,-77038.84375,88.9608,467,5605.99,83.6594,467,6245.03
2340000,-76534.28125,87.4946,468,5159.59,80.6342,468,6114.8
2345000,-77627.21875,89.9518,469,5549.23,86.248,469,5854.22
2350000,-73133.8984375,78.1588,470,5825.05,76.1794,470,5830.39
2355000,-77520.1171875,87.6203,471,5705.13,86.1845,471,6321.02
2360000,-71986.9765625,77.5699,472,5417.33,73.3872,472,5879.53
2365000,-77447.4921875,88.0755,473,5531.81,85.7207,473,5697.87
2370000,-78017.8671875,88.6564,474,5934.29,87.3998,474,6349.82
2375000,-76989.671875,85.4064,475,5642.3,85.2062,475,5783.17
2380000,-76896.0546875,89.0306,476,5776.57,85.4623,476,5998.07
2385000,-77796.7265625,87.1613,477,5717.57,81.0565,477,6372.47
2390000,-77861.3359375,88.0293,478,5945.97,86.8239,478,6351.68
2395000,-71365.8828125,75.8886,479,5578.27,74.166,479,6404.08
2400000,-77902.421875,88.4355,480,5890.76,86.1079,480,6010.86
2405000,-78412.3203125,87.6035,481,5876.29,84.1895,481,6339.08
2410000,-73997.09375,77.8493,482,5693.27,80.7775,482,6294.09
2415000,-78863.03125,88.3747,483,5211.13,85.1265,483,6313.95
2420000,-75662.6171875,80.7095,484,5953.95,77.6169,484,6361.68
2425000,-73571.2890625,76.6827,485,5191.31,77.5058,485,6045.8
2430000,-66292.4921875,73.3362,486,4698.09,70.0323,486,6160.44
2435000,-77428.3828125,82.0481,487,5507.24,80.3801,487,6285.02
2440000,-78641.2890625,88.9464,488,5479.95,84.0262,488,5914.95
2445000,-79200.265625,88.5179,489,5589.3,86.9222,489,6288.45
2450000,-78812.484375,89.6758,490,4969.74,88.1447,490,5359.18
2455000,-79468.734375,89.0454,491,5695.02,86.5055,491,6233.97
2460000,-79471.203125,88.8191,492,5760.93,85.3216,492,6292.07
2465000,-79935.921875,88.6393,493,5130.11,86.3906,493,5685.07
2470000,-78984.984375,86.4992,494,5712.68,85.1694,494,5714.35
2475000,-73075.9453125,76.0564,495,5525.69,71.9425,495,6308.47
2480000,-79648.40625,86.9675,496,4947.32,83.177,496,6119.9
2485000,-79426.9921875,87.2348,497,5437.59,84.9842,497,5951.26
2490000,-79759.28125,87.8997,498,5142.8,82.9828,498,5945.13
2495000,-76571.4375,81.6903,499,5175.95,77.5806,499,5404.67
2500000,-79446.4921875,86.0985,500,5528.01,82.5144,500,5505.3
2505000,-14287.875,94.096,501,-887.25,101.0828,501,-1087.91
2510000,-33209.39453125,94.7375,502,-776.99,317.7617,502,-1274.45
2515000,-29876.224609375,96.2084,503,-396.95,384.3365,503,-235.24
2520000,-25785.0,83.7083,504,-311.68,123.6162,504,-573.12
2525000,-28248.44921875,82.9331,505,-167.25,215.564,505,-191.93
2530000,-35975.3671875,77.6797,506,280.51,107.9563,506,57.11
2535000,-42888.95703125,76.455,507,937.84,67.0788,507,1376.65
2540000,-51258.5546875,80.9617,508,2195.88,93.1945,508,2304.36
2545000,-57020.3359375,81.3919,509,3374.28,66.8419,509,2682.24
2550000,-52607.58984375,80.8127,510,2546.69,70.7556,510,3048.14
2555000,-64522.33203125,79.7812,511,3560.44,67.1138,511,4258.39
2560000,-72555.5390625,81.4499,512,4033.59,69.0293,512,4326.02
2565000,-70974.3828125,81.8367,513,4015.05,67.5325,513,4508.0
2570000,-65008.99609375,80.1553,514,4012.22,69.1627,514,5026.52
2575000,-75817.953125,82.9064,515,4268.33,72.9267,515,4703.37
2580000,-70564.1875,80.0239,516,4331.04,70.7322,516,5003.99
2585000,-62465.54296875,76.2763,517,4197.84,64.2453,517,5168.65
2590000,-77899.8046875,86.4049,518,4694.63,77.9622,518,5587.21
2595000,-77953.21875,85.917,519,4972.58,78.452,519,5827.02
2600000,-68503.0546875,77.3259,520,4833.86,68.6148,520,5627.31
2605000,-78169.1171875,85.511,521,5212.9,79.5704,521,5817.62
2610000,-70584.78125,76.8232,522,4826.02,72.3366,522,5797.1
2615000,-73547.8046875,79.3573,523,4806.51,73.3882,523,4874.22
2620000,-75183.171875,81.0778,524,5115.49,72.3582,524,5706.03
2625000,-76670.6796875,84.7149,525,4646.71,81.9324,525,5333.52
2630000,-69382.8671875,76.4342,526,5187.92,69.3874,526,5861.34
2635000,-75418.328125,81.2841,527,5107.16,71.3875,527,5504.4
2640000,-75535.5234375,80.4799,528,4968.73,77.1958,528,5852.11
2645000,-75027.28125,81.5199,529,5311.24,73.4504,529,5656.01
2650000,-78046.9296875,82.8285,530,5170.74,78.5815,530,5713.39
2655000,-77241.234375,81.1142,531,4706.29,78.107,531,5822.99
2660000,-76364.53125,84.2274,532,5024.54,78.6625,532,5755.78
2665000,-76975.828125,83.0051,533,4246.06,76.4884,533,5777.14
2670000,-74435.4921875,80.8147,534,4983.88,75.9297,534,5927.99
2675000,-79255.515625,84.9202,535,5356.5,83.1012,535,5550.43
2680000,-77018.9765625,83.7123,536,4807.24,80.0566,536,5368.77
2685000,-76633.078125,82.5983,537,4852.15,74.712,537,5618.65
2690000,-73262.046875,79.9952,538,5086.26,70.556,538,5551.89
2695000,-78981.140625,84.3677,539,5080.39,79.413,539,6004.51
2700000,-79397.515625,84.9588,540,5189.62,77.9958,540,5748.51
2705000,-78857.1171875,85.9157,541,4409.39,79.149,541,5905.67
2710000,-75228.078125,80.9374,542,5094.16,74.4064,542,5632.33
2715000,-79692.640625,85.6282,543,5243.02,79.6961,543,5912.02
2720000,-73660.609375,78.5507,544,5443.77,71.7498,544,5829.2
2725000,-78585.5390625,84.9872,545,5146.91,79.4088,545,5875.1
2730000,-79257.9296875,85.8457,546,5258.46,75.8729,546,5889.2
2735000,-78943.5390625,86.761,547,4867.3,78.7889,547,5743.15
2740000,-79073.546875,83.5,548,4889.89,72.5133,548,5248.83
2745000,-80798.953125,86.9867,549,5052.67,78.779,549,5988.19
2750000,-79424.4921875,83.8726,550,5247.21,78.1697,550,5908.94
2755000,-79437.1171875,85.0214,551,5102.79,76.1668,551,5639.59
2760000,-75303.4609375,79.5555,552,4935.1,70.8584,552,5879.49
2765000,-73751.515625,79.3376,553,4911.83,71.3383,553,5107.06
2770000,-78677.6796875,83.7289,554,4235.71,73.902,554,5392.32
2775000,-80508.9609375,85.933,555,4678.62,77.1503,555,5840.96
2780000,-81153.6796875,85.9067,556,5002.13,81.173,556,5408.02
2785000,-81159.0625,84.7771,557,5154.15,78.9163,557,5925.56
2790000,-68634.5078125,79.661,558,5208.07,66.9921,558,5934.42
2795000,-80903.484375,85.0752,559,5190.84,75.3163,559,6129.18
2800000,-80855.8984375,85.8691,560,4497.57,81.0126,560,5862.76
2805000,-81466.328125,86.3364,561,4989.22,78.2003,561,5438.68
2810000,-82033.8671875,86.6952,562,4806.96,77.9774,562,5789.27
2815000,-77490.046875,82.9843,563,5382.8,72.1718,563,5702.04
2820000,-76876.1953125,79.8959,564,5215.4,70.985,564,5635.06
2825000,-76634.1328125,82.3082,565,4897.74,71.5255,565,5449.18
2830000,-82063.125,85.471,566,5020.26,79.171,566,5491.12
2835000,-81463.1796875,85.2547,567,5017.57,75.3757,567,5899.32
2840000,-82100.0859375,85.9035,568,5551.3,80.0508,568,5305.8
2845000,-81540.0859375,85.5295,569,4858.73,78.9951,569,5838.49
2850000,-79519.453125,81.6707,570,4886.01,72.1655,570,5911.91
2855000,-82735.796875,86.8394,571,5666.88,82.7174,571,5977.68
2860000,-78260.3203125,82.0687,572,4757.82,72.9168,572,5422.99
2865000,-78193.0859375,81.1699,573,5280.51,72.6632,573,5966.65
2870000,-81342.8125,84.5925,574,5324.27,78.9863,574,5369.42
2875000,-78553.1328125,84.3176,575,5446.59,76.4496,575,5541.47
2880000,-82670.03125,85.5111,576,5285.44,79.221,576,5807.77
2885000,-82164.765625,84.0246,577,5310.15,77.2718,577,5983.17
2890000,-82817.390625,84.9129,578,5319.66,80.4614,578,5844.1
2895000,-82396.6328125,84.2429,579,5347.73,79.1393,579,6064.26
2900000,-82951.1171875,87.936,580,5058.58,83.1077,580,5818.43
2905000,-82871.7265625,87.2441,581,5113.46,85.4944,581,5583.14
2910000,-83172.71875,85.6305,582,5636.59,79.9594,582,5718.74
2915000,-83450.71875,89.9237,583,5637.98,82.7405,583,6090.6
2920000,-82277.9453125,85.3026,584,5652.55,79.7253,584,6054.64
2925000,-81977.1171875,84.6968,585,5107.83,74.4139,585,5877.73
2930000,-83088.78125,86.3501,586,4744.43,78.8769,586,5917.99
2935000,-83576.9609375,86.1036,587,5379.0,79.8957,587,6065.87
2940000,-82831.1953125,85.3989,588,5262.87,81.4605,588,5600.6
2945000,-83373.3359375,86.0645,589,5518.02,81.2725,589,5854.6
2950000,-83044.3046875,85.9109,590,5422.62,78.2566,590,6136.75
2955000,-73470.390625,78.653,591,5451.69,68.7275,591,6062.35
2960000,-83132.234375,84.892,592,4750.4,82.5233,592,5556.94
2965000,-80746.1875,81.0693,593,5516.82,78.4799,593,6008.48
2970000,-83330.4609375,85.8584,594,5180.99,81.6481,594,5650.6
2975000,-84040.6875,87.251,595,5505.25,86.5275,595,5837.79
2980000,-83648.875,85.5291,596,5413.79,82.9283,596,5861.6
2985000,-83889.7578125,85.4735,597,5653.95,80.5643,597,6101.13
2990000,-83669.796875,85.0485,598,5635.06,79.5787,598,6032.66
2995000,-82896.8828125,84.5057,599,5412.41,77.0671,599,5586.31
