Reward Loss,Running Env Steps,Itration,Real Det Return,Real Sto Return,Running Update Time,Running Reverse KL,Running Forward KL
-11903.470703125,1930000,386,2264.78,1933.49,386,15.0033,156.7246
-11960.55859375,1935000,387,2279.1,1931.58,387,14.903,156.6502
-11931.7841796875,1940000,388,2273.4,1927.28,388,14.9635,156.6556
-11983.10546875,1945000,389,2269.65,1955.69,389,14.9933,156.66
-12007.5283203125,1950000,390,2297.22,1945.57,390,15.0657,156.6671
-11995.271484375,1955000,391,2291.62,1955.31,391,14.9138,156.6137
-12040.380859375,1960000,392,2296.68,1959.05,392,15.0936,156.6491
-12088.880859375,1965000,393,2300.59,1949.67,393,15.0156,156.5512
-12070.9326171875,1970000,394,2284.94,1958.47,394,15.0344,156.6484
-12130.84765625,1975000,395,2305.03,1952.34,395,15.2083,156.6937
-12089.2431640625,1980000,396,2299.04,1955.46,396,14.9102,156.6753
