Running Update Time,Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Real Sto Return,Reward Loss,Itration
401,677.14,2005000,339.1591,59.26,59.05,-19510.146484375,401
402,691.7376,2010000,1014.087,60.8,60.57,-19625.240234375,402
403,675.0577,2015000,341.3815,59.3,58.68,-19435.107421875,403
404,670.157,2020000,313.2728,60.08,60.38,-19530.201171875,404
405,632.6368,2025000,330.4751,57.6,58.04,-19518.021484375,405
406,681.0784,2030000,766.769,58.82,58.97,-19660.015625,406
407,647.7847,2035000,387.273,58.06,58.4,-19592.25390625,407
408,654.6704,2040000,336.0614,57.0,57.01,-19425.49609375,408
409,662.1266,2045000,296.1069,58.26,58.01,-19177.97265625,409
410,674.916,2050000,782.9829,55.11,55.1,-19357.34375,410
411,668.255,2055000,334.4539,58.29,58.24,-19527.6640625,411
412,679.8586,2060000,379.7804,57.61,57.43,-19550.369140625,412
413,658.5766,2065000,508.5487,57.82,58.14,-19618.46484375,413
414,651.3664,2070000,312.9814,58.8,58.77,-19578.193359375,414
415,661.9959,2075000,370.9987,57.6,57.58,-19578.24609375,415
416,681.3319,2080000,345.6893,57.69,57.72,-19591.068359375,416
417,679.1438,2085000,330.4409,59.62,58.3,-19695.15625,417
418,690.0448,2090000,453.2108,56.95,57.29,-19775.64453125,418
419,691.3541,2095000,415.596,58.72,58.74,-19763.462890625,419
420,689.3324,2100000,431.1883,57.64,58.21,-19704.611328125,420
421,673.2837,2105000,409.7593,58.69,58.42,-19422.404296875,421
422,689.4327,2110000,347.4656,59.8,59.09,-19677.58984375,422
423,679.0506,2115000,521.3011,57.08,57.43,-19760.529296875,423
424,665.7611,2120000,370.7943,57.22,57.25,-19628.90625,424
425,659.8887,2125000,373.87,57.54,58.01,-19641.91015625,425
426,703.8001,2130000,405.2237,58.14,58.38,-19821.857421875,426
427,679.4036,2135000,474.9285,58.09,58.11,-19661.994140625,427
428,705.5103,2140000,825.5202,56.12,56.27,-19781.49609375,428
429,713.9353,2145000,773.6593,56.24,56.31,-19785.275390625,429
430,695.2198,2150000,451.1779,56.17,56.16,-19736.9140625,430
431,672.7885,2155000,571.8158,56.81,56.42,-19165.748046875,431
432,677.732,2160000,461.4525,56.82,57.19,-19798.435546875,432
433,658.2335,2165000,361.1169,55.58,55.39,-19678.177734375,433
434,655.9725,2170000,347.8413,57.31,56.69,-19500.484375,434
435,671.293,2175000,414.3354,54.74,56.35,-19731.11328125,435
436,678.8463,2180000,617.5434,55.47,56.01,-19675.916015625,436
437,665.0117,2185000,401.9291,53.88,54.93,-19732.06640625,437
438,661.9441,2190000,369.9505,55.05,54.93,-19485.328125,438
439,679.167,2195000,562.9071,56.01,55.16,-19807.048828125,439
440,676.1716,2200000,438.1929,57.22,57.08,-19789.978515625,440
441,700.8174,2205000,444.5266,54.55,54.47,-19841.91796875,441
442,661.3106,2210000,395.8398,53.09,53.75,-19708.267578125,442
443,681.2541,2215000,451.9496,52.83,54.93,-19801.9296875,443
444,666.5351,2220000,439.446,56.41,55.75,-19836.98828125,444
445,669.9013,2225000,484.2719,52.59,53.74,-19574.75390625,445
446,671.898,2230000,537.2045,58.87,58.76,-19800.578125,446
447,653.8145,2235000,516.9303,59.75,59.3,-19811.3671875,447
448,657.4044,2240000,655.0873,58.82,59.35,-19743.5390625,448
449,669.7897,2245000,398.1149,60.09,60.07,-19778.3515625,449
450,694.4782,2250000,523.4721,61.88,61.29,-19843.505859375,450
451,666.1121,2255000,654.8435,59.91,60.24,-19701.947265625,451
452,676.8804,2260000,428.2151,58.94,59.13,-19677.302734375,452
453,677.99,2265000,466.7696,60.35,60.33,-19724.267578125,453
454,669.5177,2270000,441.9853,60.22,60.41,-19555.6875,454
455,692.8915,2275000,522.1364,59.14,59.88,-19754.20703125,455
456,666.9028,2280000,448.6024,58.82,59.99,-19735.0390625,456
457,680.2429,2285000,498.3002,58.52,58.67,-19787.494140625,457
458,687.2076,2290000,535.6259,58.74,59.03,-19829.791015625,458
459,684.4066,2295000,501.696,61.29,60.52,-19776.095703125,459
460,646.3864,2300000,376.6783,60.22,59.75,-19265.517578125,460
461,651.4984,2305000,437.7381,57.88,58.45,-18892.529296875,461
462,645.5458,2310000,460.9594,58.85,58.85,-19179.52734375,462
463,650.701,2315000,370.7076,61.77,61.12,-19176.44140625,463
464,661.1862,2320000,353.1282,61.76,61.8,-18691.92578125,464
465,656.9259,2325000,355.4675,60.66,60.47,-18885.013671875,465
466,663.6963,2330000,365.5055,58.49,58.95,-18970.646484375,466
467,678.7798,2335000,371.5206,58.65,58.73,-19021.98046875,467
468,671.1248,2340000,379.0024,58.11,58.34,-19101.27734375,468
469,658.2436,2345000,394.9097,59.05,58.98,-19392.5625,469
470,655.4713,2350000,366.5467,60.26,60.54,-19388.73046875,470
471,667.8131,2355000,454.8035,60.67,60.42,-19414.33984375,471
472,665.3785,2360000,398.1197,63.39,61.86,-19494.60546875,472
473,669.5201,2365000,357.782,63.5,63.7,-19426.306640625,473
474,658.3781,2370000,372.5157,63.49,63.93,-19637.130859375,474
475,639.6809,2375000,373.0074,67.36,66.34,-19391.970703125,475
476,646.664,2380000,591.0342,70.02,68.39,-19462.8046875,476
477,660.0999,2385000,411.8167,68.55,68.96,-19699.787109375,477
478,658.4027,2390000,385.0979,68.33,67.38,-19633.337890625,478
479,649.0033,2395000,362.8221,65.86,64.43,-19638.24609375,479
480,637.8056,2400000,402.9161,64.59,63.48,-19606.349609375,480
481,689.35,2405000,657.9289,64.41,63.79,-19636.802734375,481
482,657.5327,2410000,519.9128,64.44,64.47,-19735.93359375,482
483,668.7894,2415000,663.0302,64.42,64.6,-19471.86328125,483
484,674.6994,2420000,869.2998,64.84,65.0,-19646.501953125,484
485,678.6527,2425000,743.999,65.96,64.69,-19662.224609375,485
486,660.0306,2430000,615.1023,61.88,60.82,-19411.845703125,486
487,676.9472,2435000,831.9466,59.72,58.34,-19709.712890625,487
488,675.6887,2440000,1010.7227,62.33,60.41,-19321.236328125,488
489,675.0633,2445000,1079.4087,62.8,62.67,-19690.39453125,489
490,663.2877,2450000,685.1681,60.62,59.71,-19314.1171875,490
491,673.0463,2455000,812.7626,61.24,61.63,-19408.248046875,491
492,679.9955,2460000,768.6099,59.09,58.82,-19512.375,492
493,678.3978,2465000,1137.6462,59.36,58.05,-19591.486328125,493
494,685.3411,2470000,792.1343,57.82,59.31,-19424.5390625,494
495,680.7825,2475000,752.5538,56.41,56.61,-19329.0859375,495
496,682.3939,2480000,1028.5643,54.95,55.37,-19604.6171875,496
497,677.0061,2485000,728.816,54.86,55.05,-19350.033203125,497
498,664.102,2490000,350.2015,54.31,54.31,-18462.8515625,498
499,658.7431,2495000,487.5113,56.54,54.87,-18771.91796875,499
500,671.892,2500000,400.701,54.8,56.2,-18029.716796875,500
501,671.4257,2505000,532.774,57.98,57.94,-19226.833984375,501
502,667.7841,2510000,534.4054,51.7,53.58,-19120.359375,502
503,691.8872,2515000,1152.5497,59.09,58.33,-19736.9921875,503
504,725.6005,2520000,887.3257,59.24,59.01,-19846.5546875,504
505,700.446,2525000,948.8345,55.31,56.73,-19810.947265625,505
506,693.899,2530000,736.445,51.27,52.37,-19746.490234375,506
507,671.8601,2535000,958.3229,54.5,55.52,-19650.53515625,507
508,702.5041,2540000,1206.9053,53.92,54.91,-19828.744140625,508
509,705.2538,2545000,1201.5849,59.62,57.76,-19801.330078125,509
510,712.8349,2550000,1265.1537,54.63,55.2,-19824.259765625,510
511,683.101,2555000,1253.6949,57.64,58.42,-19803.9765625,511
512,705.7655,2560000,1077.201,59.77,59.8,-19859.87890625,512
513,716.4053,2565000,1201.0506,56.37,56.46,-19778.9765625,513
514,680.0901,2570000,1210.2147,56.99,57.26,-19685.68359375,514
515,700.5866,2575000,1338.4038,56.49,57.43,-19811.6875,515
516,688.477,2580000,952.9108,58.38,58.98,-19737.97265625,516
517,690.7292,2585000,994.6718,58.37,58.09,-19667.599609375,517
518,749.0445,2590000,1467.0187,58.23,57.52,-19857.0078125,518
519,683.88,2595000,749.2549,56.39,57.62,-19748.486328125,519
520,670.4507,2600000,1019.8815,55.06,55.92,-19594.2421875,520
521,687.885,2605000,844.1388,53.43,54.93,-19291.275390625,521
522,687.3982,2610000,891.7242,54.9,55.5,-19746.546875,522
523,708.8207,2615000,998.8685,53.89,53.74,-19820.5,523
524,710.3637,2620000,1565.7102,51.71,52.86,-19823.935546875,524
525,697.0574,2625000,1174.2092,56.08,56.94,-19718.23046875,525
526,663.5306,2630000,620.1463,54.04,54.12,-19122.921875,526
527,682.2813,2635000,951.6178,54.23,55.12,-19746.708984375,527
528,690.1509,2640000,1169.0737,59.71,55.13,-19698.30078125,528
529,678.079,2645000,1212.429,56.15,57.51,-19805.212890625,529
530,689.3636,2650000,1279.5249,54.33,53.95,-19720.8359375,530
531,708.607,2655000,1492.2611,59.1,58.67,-19829.216796875,531
532,703.4075,2660000,877.1267,53.97,53.86,-19869.736328125,532
533,669.2202,2665000,693.4515,58.85,57.59,-19724.255859375,533
534,690.4722,2670000,979.0526,56.65,58.18,-19819.58203125,534
535,676.9066,2675000,785.9873,54.85,54.76,-19799.34375,535
536,710.8796,2680000,936.7327,54.88,55.42,-19749.6328125,536
537,692.2112,2685000,923.1594,55.35,54.85,-19824.169921875,537
538,688.5111,2690000,966.4328,54.82,54.85,-19760.421875,538
539,683.8108,2695000,1345.5493,52.93,53.14,-19821.505859375,539
540,697.4559,2700000,667.9794,55.73,55.95,-19802.765625,540
541,701.9552,2705000,1413.0647,59.73,59.44,-19889.33984375,541
542,729.8929,2710000,1453.718,59.4,57.22,-19909.33203125,542
543,669.9555,2715000,779.4758,58.06,57.87,-19707.240234375,543
544,673.1273,2720000,807.5141,57.94,57.14,-19714.076171875,544
545,719.3541,2725000,1565.0645,58.92,59.24,-19900.814453125,545
546,710.4887,2730000,1289.8398,57.32,56.72,-19797.119140625,546
547,689.2352,2735000,892.8836,58.81,58.99,-19707.974609375,547
548,702.1799,2740000,1124.7455,53.76,53.83,-19874.767578125,548
549,670.2949,2745000,646.9687,55.74,55.04,-19716.23046875,549
550,674.463,2750000,755.4283,54.35,56.53,-19615.4296875,550
551,687.1777,2755000,492.3523,56.27,56.06,-19523.513671875,551
552,683.2601,2760000,776.0678,58.68,58.61,-19687.95703125,552
553,667.5932,2765000,657.0541,58.32,58.29,-19668.28515625,553
554,664.9836,2770000,457.5865,56.91,57.09,-19582.6171875,554
555,687.385,2775000,439.0757,54.2,56.62,-19576.31640625,555
556,654.7507,2780000,497.1441,54.87,56.48,-19609.38671875,556
557,664.1166,2785000,494.8999,60.9,60.9,-19623.736328125,557
558,688.7889,2790000,739.0233,63.17,62.73,-19736.119140625,558
559,699.3507,2795000,886.9324,59.47,60.89,-19792.529296875,559
560,666.5525,2800000,1036.343,56.74,57.87,-19780.1328125,560
561,696.1687,2805000,812.8969,59.55,59.41,-19813.080078125,561
562,693.1049,2810000,613.9785,61.58,61.09,-19763.900390625,562
563,674.3253,2815000,977.605,56.69,57.13,-19827.26953125,563
564,673.3677,2820000,489.1526,54.61,55.3,-19800.693359375,564
565,703.8402,2825000,1165.7884,59.82,56.79,-19881.33984375,565
566,698.3066,2830000,1102.0755,59.71,58.7,-19864.01953125,566
567,682.4452,2835000,1152.5634,54.39,54.34,-19858.478515625,567
568,699.4781,2840000,1617.3622,54.26,54.13,-19908.4140625,568
569,678.9274,2845000,1174.4862,56.07,55.1,-19862.251953125,569
570,665.1203,2850000,541.5869,54.99,54.34,-19742.587890625,570
571,672.418,2855000,976.2488,57.19,57.52,-19764.51953125,571
572,664.5767,2860000,893.3587,57.6,55.34,-19758.75,572
573,664.7115,2865000,730.4901,54.75,54.63,-19754.771484375,573
574,677.9775,2870000,1065.613,54.79,54.68,-19803.8359375,574
575,668.5625,2875000,868.8664,54.47,54.45,-19775.66015625,575
576,666.7629,2880000,949.5252,52.12,52.73,-19760.9296875,576
577,672.6309,2885000,714.0897,53.77,53.39,-19748.59765625,577
578,676.2858,2890000,1049.0402,54.09,54.08,-19760.94140625,578
579,675.3648,2895000,647.388,53.77,53.82,-19722.3046875,579
580,670.2446,2900000,658.8811,55.48,55.17,-19774.091796875,580
581,661.0455,2905000,422.2716,56.33,55.84,-19670.8828125,581
582,683.7882,2910000,678.8078,54.91,55.36,-19734.392578125,582
583,674.9011,2915000,1450.3725,57.23,55.76,-19841.03515625,583
584,693.5921,2920000,1937.5095,55.64,55.64,-19890.27734375,584
585,693.3887,2925000,1730.4154,56.1,54.88,-19903.427734375,585
586,661.0212,2930000,706.175,55.64,55.59,-19804.462890625,586
587,706.1018,2935000,1050.629,54.14,54.42,-19891.09765625,587
588,680.0086,2940000,1076.1003,54.66,54.97,-19890.583984375,588
589,698.6883,2945000,1499.0346,55.03,54.66,-19882.33203125,589
590,693.2342,2950000,797.7842,55.89,55.62,-19894.056640625,590
591,698.1793,2955000,486.0084,53.63,52.84,-19874.794921875,591
592,674.4527,2960000,721.3605,52.93,53.82,-19882.931640625,592
593,689.3322,2965000,450.2608,52.2,53.84,-19840.564453125,593
594,692.1153,2970000,451.0963,54.27,54.3,-19805.916015625,594
595,681.1816,2975000,433.9377,55.44,55.97,-19831.52734375,595
596,692.5705,2980000,451.9165,54.6,54.37,-19825.892578125,596
597,699.6942,2985000,458.3042,56.17,56.22,-19878.24609375,597
598,678.587,2990000,451.8307,57.02,57.78,-19875.267578125,598
599,693.7059,2995000,452.9995,55.91,56.29,-19863.623046875,599
