Reward Loss,Real Sto Return,Running Env Steps,Running Reverse KL,Real Det Return,Itration,Running Forward KL,Running Update Time
-17193.072265625,4065.52,1660000,18.7419,4149.21,332,43.8807,332
-17169.3984375,4121.55,1665000,17.7438,4012.29,333,44.0636,333
-17289.9296875,3979.18,1670000,18.6852,4066.7,334,43.852,334
-18202.18359375,4015.34,1675000,18.3994,4058.15,335,43.8395,335
-18581.525390625,3981.01,1680000,18.4021,3994.59,336,44.042,336
-17600.681640625,3931.08,1685000,18.3529,4033.0,337,44.0586,337
-17590.189453125,3793.81,1690000,17.9193,3997.87,338,44.0526,338
-18669.302734375,3968.75,1695000,17.9091,4013.32,339,44.2075,339
-18392.103515625,3810.46,1700000,17.4999,4002.93,340,44.1199,340
-18121.81640625,3792.07,1705000,17.9263,4072.93,341,44.0175,341
-18126.298828125,4030.55,1710000,18.3424,3838.0,342,44.0802,342
-18821.6484375,3980.65,1715000,19.3226,4022.28,343,44.1563,343
-18878.353515625,3978.46,1720000,18.8915,4075.4,344,44.3508,344
-18755.978515625,4079.76,1725000,17.6816,4063.92,345,44.1017,345
-19122.548828125,4011.1,1730000,18.5401,4023.96,346,44.3402,346
-19299.166015625,3879.19,1735000,19.0335,4023.32,347,44.7914,347
-18909.66015625,4023.82,1740000,19.0319,3996.17,348,44.062,348
-19676.802734375,3965.82,1745000,18.6427,3990.44,349,44.6345,349
-19990.365234375,3909.02,1750000,18.844,4021.32,350,44.1083,350
-20905.986328125,3164.4,1755000,20.2957,3982.52,351,45.6064,351
-21565.689453125,2866.95,1760000,18.2961,3757.72,352,45.2414,352
-23107.822265625,1730.24,1765000,26.6385,1702.17,353,46.1056,353
-22096.34375,1756.8,1770000,23.1567,2127.08,354,44.3678,354
-20350.294921875,1576.19,1775000,13.9504,2586.7,355,45.0922,355
-20988.6796875,2796.75,1780000,16.8632,3519.19,356,44.4084,356
-20026.16015625,3566.99,1785000,18.4103,3576.71,357,44.2008,357
-20693.25390625,3691.64,1790000,19.292,3251.21,358,44.61,358
-21180.57421875,3322.78,1795000,20.1358,4056.06,359,44.6937,359
-21011.32421875,3530.19,1800000,21.3235,3733.65,360,44.8169,360
-21788.9140625,3544.69,1805000,20.7321,3920.56,361,44.6156,361
-22797.439453125,3898.48,1810000,19.1947,3535.37,362,44.5138,362
-23840.296875,3594.48,1815000,18.4987,3333.97,363,44.8081,363
-23456.548828125,3633.0,1820000,19.7481,3662.21,364,44.6294,364
-22755.978515625,3993.11,1825000,18.8827,3509.34,365,44.843,365
-22732.61328125,3745.95,1830000,18.3471,3441.08,366,44.4649,366
-22773.5078125,3519.43,1835000,19.3286,3675.83,367,44.6253,367
-22681.244140625,3804.57,1840000,19.1129,3726.58,368,44.5786,368
-22297.921875,3987.64,1845000,18.6163,3632.41,369,43.8413,369
-23223.0234375,3956.61,1850000,18.3382,3530.74,370,43.8137,370
-23010.833984375,3807.29,1855000,18.3494,3570.43,371,44.475,371
-22916.7265625,3995.14,1860000,19.1267,3525.76,372,43.9388,372
-22927.501953125,3985.43,1865000,19.0781,3638.47,373,44.6015,373
-22753.40234375,3972.0,1870000,19.3489,3991.69,374,44.4454,374
-23430.376953125,3924.96,1875000,17.9556,3637.56,375,44.4941,375
-23776.255859375,3974.83,1880000,18.8215,3673.53,376,44.3816,376
-23646.197265625,3981.01,1885000,18.5073,3575.17,377,44.6488,377
-23521.46484375,3690.53,1890000,18.2199,3638.99,378,44.1466,378
-24077.63671875,3965.18,1895000,18.6515,3761.08,379,43.9435,379
-23964.01953125,4055.23,1900000,18.5934,3635.62,380,44.4693,380
-24052.50390625,3956.33,1905000,18.3826,3675.18,381,44.3014,381
-23329.13671875,4076.12,1910000,20.1465,3867.34,382,44.885,382
-24506.67578125,3981.09,1915000,19.0193,3604.74,383,44.4179,383
-23215.705078125,3995.55,1920000,19.9661,3947.03,384,44.354,384
-24016.705078125,3943.22,1925000,19.1909,3593.46,385,44.1826,385
-24845.443359375,4064.64,1930000,18.5888,3633.3,386,44.1323,386
-23475.42578125,4012.36,1935000,18.1893,3643.24,387,44.227,387
-24328.146484375,4028.78,1940000,19.0468,4039.29,388,44.1266,388
