Running Reverse KL,Itration,Reward Loss,Running Forward KL,Real Det Return,Running Env Steps,Real Sto Return,Running Update Time
79.2659,393,-62447.671875,86.5006,5698.15,1965000,4659.44,393
82.8179,394,-63705.9765625,87.8459,5942.81,1970000,4655.79,394
74.9076,395,-60995.92578125,82.076,5858.94,1975000,4539.73,395
73.4228,396,-60366.74609375,79.9375,5985.68,1980000,5370.55,396
80.3581,397,-62640.71484375,87.9607,5800.42,1985000,5261.06,397
76.8964,398,-63441.36328125,83.2066,6120.49,1990000,5350.62,398
79.4695,399,-62764.9921875,85.7959,5373.88,1995000,4701.67,399
69.468,400,-58681.88671875,76.9536,5820.94,2000000,5274.2,400
82.8581,401,-64590.74609375,87.8129,5791.17,2005000,5548.77,401
76.4185,402,-63847.76171875,84.6258,5763.33,2010000,5013.12,402
84.4802,403,-64627.05859375,87.9055,5510.37,2015000,4746.61,403
83.0223,404,-64568.203125,87.3157,5587.14,2020000,4890.57,404
80.6392,405,-65085.95703125,86.3441,6007.7,2025000,5102.09,405
78.0205,406,-62973.7890625,81.315,5912.37,2030000,5143.66,406
80.7419,407,-64884.1015625,85.6798,5859.29,2035000,4553.55,407
79.6841,408,-62867.66796875,79.598,5875.77,2040000,5252.8,408
77.3666,409,-66016.8046875,84.704,5638.43,2045000,4999.64,409
80.8585,410,-65393.5625,87.334,5985.21,2050000,4950.55,410
81.0118,411,-65239.2109375,87.147,5604.02,2055000,5324.78,411
82.0762,412,-66244.0390625,86.7551,5862.6,2060000,4756.19,412
73.4459,413,-61663.3671875,78.0785,5985.35,2065000,5364.5,413
84.4815,414,-66751.078125,87.544,6026.99,2070000,5623.44,414
80.2888,415,-66099.0390625,85.7556,5960.22,2075000,5061.28,415
82.4129,416,-66539.2578125,85.8581,5970.72,2080000,5480.02,416
87.3374,417,-66913.84375,88.2455,5822.1,2085000,5604.07,417
82.1519,418,-66672.9296875,86.1019,5993.71,2090000,5328.26,418
81.7517,419,-66661.1484375,85.4156,5651.07,2095000,5083.67,419
84.3376,420,-66714.515625,86.9327,5849.27,2100000,5584.49,420
83.3466,421,-66668.953125,87.0121,5789.74,2105000,4648.53,421
85.0874,422,-67061.265625,90.4868,5914.71,2110000,5058.27,422
81.8017,423,-67603.453125,85.7104,6081.18,2115000,5553.61,423
74.6628,424,-63835.98828125,79.4517,5660.05,2120000,5219.52,424
83.6258,425,-66774.9453125,86.997,5554.22,2125000,5023.49,425
76.2438,426,-63605.96484375,79.7278,5887.57,2130000,5173.71,426
82.0436,427,-67159.6328125,87.0993,5872.84,2135000,5069.1,427
82.8777,428,-67117.078125,85.4376,5943.32,2140000,5644.3,428
82.4877,429,-67690.140625,87.1441,5753.9,2145000,5619.67,429
82.1471,430,-67618.25,84.885,5707.63,2150000,4642.74,430
83.1419,431,-67801.3359375,84.7844,5977.3,2155000,5272.9,431
80.9992,432,-67854.046875,86.1002,5974.54,2160000,5165.53,432
78.8731,433,-65789.9375,79.4634,5626.98,2165000,5508.64,433
74.8879,434,-64305.03515625,77.3315,5579.28,2170000,5226.07,434
82.066,435,-68492.1328125,86.5179,5427.02,2175000,5292.57,435
84.8979,436,-68489.2421875,88.1772,5815.28,2180000,5543.81,436
84.3923,437,-68998.8203125,86.7559,5998.17,2185000,5143.16,437
86.521,438,-69015.4921875,88.7725,5611.79,2190000,5017.86,438
83.3853,439,-68910.546875,86.6953,5925.92,2195000,5362.91,439
83.4076,440,-68881.75,87.6557,5760.77,2200000,4826.5,440
79.351,441,-66195.671875,78.4948,5959.51,2205000,5561.15,441
85.4524,442,-69330.9296875,86.8855,5856.76,2210000,5474.57,442
78.8082,443,-66325.21875,79.7056,5991.77,2215000,5203.82,443
76.9228,444,-65337.00390625,77.1474,5651.79,2220000,4756.0,444
80.9885,445,-68924.484375,87.3628,5932.35,2225000,5562.92,445
75.8018,446,-65985.6875,77.4621,5735.74,2230000,5269.88,446
89.1684,447,-69762.25,88.4167,5977.14,2235000,5304.28,447
84.2916,448,-69864.4765625,87.0432,5495.6,2240000,5293.23,448
80.8303,449,-69458.09375,84.1121,5969.16,2245000,4998.51,449
85.0407,450,-69940.890625,85.1901,5688.38,2250000,5496.5,450
79.9581,451,-69089.6953125,83.5647,5818.74,2255000,4515.77,451
82.0718,452,-69564.3515625,85.2508,5947.53,2260000,5305.38,452
74.7778,453,-65527.359375,77.5595,5451.15,2265000,5295.84,453
74.7928,454,-67558.1015625,78.0521,5325.61,2270000,5230.84,454
83.081,455,-69981.9921875,85.2508,5343.41,2275000,5367.6,455
82.58,456,-70961.671875,86.4631,5419.91,2280000,5480.98,456
77.6004,457,-68651.921875,81.4294,5414.72,2285000,5510.34,457
80.366,458,-69365.0078125,84.9732,6034.08,2290000,5380.15,458
78.9708,459,-69803.984375,83.6634,5988.45,2295000,5003.14,459
84.7501,460,-70839.171875,86.7408,5885.43,2300000,5083.25,460
80.1862,461,-70533.4609375,86.9345,5491.65,2305000,4914.97,461
83.1513,462,-71463.8671875,87.1579,6039.56,2310000,5522.74,462
81.6548,463,-71192.59375,85.8253,5522.98,2315000,4867.47,463
83.1467,464,-71090.765625,85.1988,5690.91,2320000,4952.58,464
86.2435,465,-71391.421875,88.9767,5637.5,2325000,5286.02,465
86.9186,466,-72067.75,87.2219,5434.87,2330000,5330.43,466
78.74,467,-67947.5703125,79.5113,5988.82,2335000,5021.64,467
81.6361,468,-69773.7890625,79.7401,6067.99,2340000,5658.03,468
76.3348,469,-66285.3203125,77.1352,6006.76,2345000,5591.98,469
87.8924,470,-72506.5234375,86.9396,5832.5,2350000,5376.42,470
85.3779,471,-71660.7109375,86.1693,5407.88,2355000,5121.57,471
85.486,472,-71723.59375,87.1906,5350.84,2360000,4439.1,472
79.3829,473,-67577.9765625,78.3786,5503.05,2365000,5351.7,473
73.4964,474,-67369.78125,79.4324,5396.13,2370000,5367.73,474
86.9213,475,-72020.9375,87.0669,5393.58,2375000,5076.89,475
75.5113,476,-64518.4453125,77.8067,5095.87,2380000,5209.66,476
83.2431,477,-71771.234375,85.0713,5200.58,2385000,5200.17,477
85.3088,478,-72760.71875,85.3697,5026.38,2390000,4511.13,478
75.6393,479,-68443.9609375,79.2428,5192.3,2395000,4668.19,479
81.4481,480,-72652.9296875,84.2639,5435.23,2400000,5253.09,480
75.6498,481,-66762.7890625,76.6076,5652.56,2405000,4634.35,481
79.1589,482,-68271.25,78.8646,4986.88,2410000,4146.57,482
74.487,483,-68225.765625,77.618,4889.27,2415000,4853.68,483
76.5021,484,-69215.21875,82.1473,4799.64,2420000,4671.05,484
71.8785,485,-63939.34375,75.23,5095.37,2425000,4288.92,485
85.8469,486,-72797.078125,85.4978,4903.17,2430000,4643.11,486
85.7725,487,-73564.515625,86.0344,4790.45,2435000,4510.14,487
75.3397,488,-68386.671875,77.7392,4865.6,2440000,4595.95,488
85.528,489,-73360.3515625,85.03,4849.03,2445000,3838.61,489
85.8748,490,-73552.0078125,86.436,5115.35,2450000,4788.18,490
85.7673,491,-73082.9140625,87.3592,4754.32,2455000,5048.85,491
86.7255,492,-73512.5546875,86.806,5740.56,2460000,5237.51,492
88.7678,493,-74050.2265625,86.0231,5233.42,2465000,5065.8,493
88.709,494,-74588.09375,87.8378,5642.47,2470000,5185.56,494
86.2082,495,-73889.640625,86.8495,6057.39,2475000,5211.83,495
85.5376,496,-73855.609375,85.4993,5713.82,2480000,5083.36,496
85.3526,497,-73711.1796875,84.4658,5027.35,2485000,4251.14,497
82.2647,498,-74205.625,84.3102,5127.7,2490000,4221.38,498
83.8159,499,-74248.6484375,86.1779,5680.64,2495000,5352.77,499
86.5852,500,-73525.3671875,87.7884,5369.15,2500000,5228.14,500
88.566,501,-74419.546875,85.0,5683.71,2505000,5239.7,501
87.657,502,-74851.59375,86.0528,5708.19,2510000,5119.78,502
82.4674,503,-73432.0625,84.2261,5375.73,2515000,4519.52,503
89.912,504,-75327.46875,89.0838,5685.29,2520000,4941.03,504
86.4509,505,-74053.4296875,87.9815,5032.42,2525000,4540.61,505
86.2089,506,-74577.6796875,85.9607,5698.15,2530000,5351.4,506
83.4363,507,-74200.3828125,82.249,5631.59,2535000,5081.28,507
91.5647,508,-75880.75,88.9824,5006.24,2540000,4821.49,508
84.1584,509,-74574.859375,85.2045,5594.37,2545000,5152.89,509
74.0624,510,-67222.390625,78.9085,5506.57,2550000,5444.96,510
86.3091,511,-75909.5390625,86.1881,5731.72,2555000,5435.03,511
80.7875,512,-72461.4765625,80.827,5788.81,2560000,5631.64,512
78.1002,513,-70705.2578125,78.7247,5385.75,2565000,4402.15,513
85.7774,514,-74861.296875,84.1654,5387.35,2570000,5396.94,514
80.6498,515,-73157.015625,81.5019,5941.37,2575000,5562.09,515
86.8421,516,-75757.8125,85.0781,5931.79,2580000,5177.42,516
87.7688,517,-76818.6484375,87.3928,5741.98,2585000,5178.95,517
84.2207,518,-76064.796875,86.3942,5448.14,2590000,4991.14,518
80.2879,519,-72232.3828125,78.5744,5751.7,2595000,5277.52,519
82.6569,520,-76306.171875,84.2395,5474.04,2600000,5150.99,520
87.7331,521,-76124.625,88.1607,5983.96,2605000,5281.72,521
83.3718,522,-75921.0,85.3484,5867.57,2610000,5697.61,522
78.6528,523,-71150.3515625,79.5594,5919.06,2615000,4672.7,523
82.9853,524,-76472.15625,84.77,5387.76,2620000,5394.04,524
87.1601,525,-76748.4921875,86.7551,5821.51,2625000,5649.92,525
78.2479,526,-71085.25,80.6148,5106.93,2630000,5584.64,526
84.9591,527,-76334.171875,86.4018,5689.09,2635000,5384.28,527
87.0153,528,-76972.25,86.1348,6094.41,2640000,5799.87,528
87.639,529,-77618.1875,88.3823,6115.99,2645000,5249.2,529
91.6675,530,-77663.875,88.4001,6004.0,2650000,5378.29,530
86.8127,531,-77408.6328125,86.5751,6104.93,2655000,5713.01,531
79.6133,532,-72365.1328125,80.0837,5757.9,2660000,5164.29,532
79.6119,533,-72979.46875,79.6859,5658.72,2665000,5126.33,533
89.3107,534,-78090.8046875,87.6744,5519.83,2670000,5612.14,534
88.8321,535,-77988.4140625,86.6808,4966.82,2675000,4980.88,535
85.7466,536,-77718.953125,88.0421,6057.77,2680000,5530.22,536
87.0632,537,-76967.53125,87.1416,5963.7,2685000,4758.88,537
85.9402,538,-77394.703125,86.4952,5762.75,2690000,5434.27,538
87.7404,539,-77607.0234375,87.2015,5708.55,2695000,5130.62,539
86.4654,540,-77612.90625,86.2664,6003.27,2700000,5353.65,540
86.4878,541,-78070.203125,87.2346,5725.81,2705000,4904.5,541
87.2624,542,-77724.5078125,86.7322,6048.45,2710000,5676.93,542
84.1912,543,-77638.2890625,84.3316,5392.17,2715000,5417.53,543
85.8495,544,-77989.234375,87.4338,6054.35,2720000,5392.21,544
87.3821,545,-77920.578125,88.2644,5549.74,2725000,5408.98,545
90.0721,546,-79319.5234375,88.4501,5795.14,2730000,5490.45,546
88.8054,547,-78426.09375,88.5514,5686.83,2735000,5382.69,547
86.9269,548,-78821.9140625,87.6612,6064.41,2740000,4970.61,548
73.6903,549,-69313.765625,77.4941,5598.39,2745000,5429.55,549
81.0569,550,-78548.8125,86.0121,5616.72,2750000,4665.77,550
79.7928,551,-75543.4453125,80.2752,4867.19,2755000,4945.21,551
86.9177,552,-79142.875,88.3513,5643.07,2760000,5034.41,552
88.1999,553,-78829.015625,89.5478,6021.7,2765000,5222.19,553
86.223,554,-78754.8203125,87.5907,5308.53,2770000,5175.41,554
78.9949,555,-78702.9375,85.1205,5906.57,2775000,5243.34,555
81.9837,556,-73762.2109375,84.7611,5161.11,2780000,5246.28,556
83.5029,557,-77166.890625,85.4026,5288.26,2785000,4480.53,557
85.7828,558,-79055.078125,86.5432,5539.04,2790000,5290.0,558
86.7221,559,-79281.3828125,87.8682,5062.74,2795000,5497.22,559
83.3183,560,-79163.28125,87.8851,5529.95,2800000,5126.92,560
88.0988,561,-79170.4765625,87.9969,5592.16,2805000,4479.54,561
82.5497,562,-76870.0390625,81.8248,5713.71,2810000,5374.0,562
85.6687,563,-78730.109375,86.622,5407.17,2815000,4158.41,563
83.2134,564,-77395.125,82.9609,5527.72,2820000,5075.6,564
88.4056,565,-79599.3359375,89.1891,5448.74,2825000,4123.78,565
86.0566,566,-78505.0625,82.833,5969.48,2830000,5550.19,566
87.9171,567,-79704.140625,88.5678,5451.7,2835000,5380.46,567
86.8623,568,-79524.3203125,87.7414,5230.7,2840000,5037.51,568
90.4118,569,-79933.5390625,88.4049,5485.44,2845000,5096.56,569
81.7313,570,-75068.5625,81.0622,5620.59,2850000,5140.73,570
82.7795,571,-80124.390625,86.3202,5073.9,2855000,5042.09,571
90.0611,572,-80156.875,87.4305,5924.3,2860000,4900.84,572
87.0188,573,-79790.3515625,87.5009,5094.48,2865000,5419.84,573
80.8664,574,-74864.9765625,77.8833,5188.3,2870000,5206.98,574
81.0301,575,-79796.8125,86.3611,5352.68,2875000,5075.64,575
86.2611,576,-80348.7890625,88.5422,5764.04,2880000,4786.01,576
82.4553,577,-79954.53125,87.6357,6046.78,2885000,5359.48,577
77.2581,578,-74683.546875,78.0555,6201.39,2890000,5389.5,578
81.8555,579,-80248.1328125,84.6775,5474.36,2895000,5198.98,579
83.878,580,-79940.984375,84.4764,5779.45,2900000,5327.1,580
82.5157,581,-80699.3203125,86.3869,6126.65,2905000,5680.22,581
82.9095,582,-78736.078125,80.728,5501.42,2910000,5425.17,582
84.6603,583,-81032.53125,87.7484,5788.44,2915000,4598.78,583
88.5405,584,-75516.71875,79.016,6126.32,2920000,5364.89,584
84.2425,585,-81121.6484375,86.3793,4897.42,2925000,4689.23,585
83.6382,586,-81498.0703125,87.9398,5471.03,2930000,4734.37,586
87.2448,587,-81376.1015625,87.5195,6029.99,2935000,5499.63,587
80.1756,588,-74889.390625,80.1627,6054.82,2940000,5654.0,588
86.4277,589,-75138.8671875,81.6065,5773.81,2945000,5589.97,589
77.7151,590,-74808.296875,80.5111,6049.76,2950000,5129.06,590
87.965,591,-81520.125,87.7306,5463.01,2955000,4588.73,591
81.933,592,-81931.546875,87.4989,5184.62,2960000,5151.15,592
84.1425,593,-81796.203125,87.2764,5769.08,2965000,5534.05,593
88.8954,594,-76423.25,82.5517,4857.06,2970000,4782.93,594
84.3056,595,-81132.796875,86.0271,4500.14,2975000,4833.48,595
86.6491,596,-81554.609375,87.9847,5677.78,2980000,5446.86,596
77.8849,597,-75590.84375,81.9058,5700.09,2985000,4834.55,597
83.4187,598,-81236.484375,87.3647,6009.27,2990000,4858.36,598
84.9621,599,-81284.4609375,84.7719,5136.37,2995000,5329.04,599
