Real Sto Return,Running Forward KL,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss,Itration,Running Env Steps
4536.48,413.8389,4559.37,394,317.1264,-19215.091796875,394,1970000
4237.47,425.6522,4266.34,395,309.6525,-19436.482421875,395,1975000
4367.07,422.0022,4882.61,396,304.1974,-19377.96484375,396,1980000
4029.36,421.4812,4286.52,397,327.7778,-19398.06640625,397,1985000
4429.29,420.1786,4555.49,398,275.694,-19204.625,398,1990000
4604.52,422.5249,4378.55,399,303.9007,-19342.7578125,399,1995000
3232.12,439.6934,3417.46,400,294.9383,-19150.294921875,400,2000000
4632.6,426.6788,4819.12,401,288.2084,-19145.775390625,401,2005000
4739.53,414.9942,4770.33,402,290.325,-19494.919921875,402,2010000
4759.29,440.2986,4949.42,403,376.5344,-19538.162109375,403,2015000
4915.54,412.6471,4453.17,404,272.134,-19137.5625,404,2020000
4709.31,420.1486,4900.17,405,296.0059,-19537.177734375,405,2025000
4912.81,424.1067,4912.5,406,297.0314,-19498.8359375,406,2030000
4207.42,418.697,4566.6,407,286.0849,-19534.15234375,407,2035000
3252.49,432.8115,3514.5,408,281.1555,-18949.01953125,408,2040000
4867.33,435.6427,4959.77,409,320.0717,-19525.833984375,409,2045000
4982.05,403.923,4619.75,410,278.7979,-19389.84765625,410,2050000
4709.21,417.7561,4874.0,411,247.4948,-19352.78125,411,2055000
4850.54,433.1,4680.92,412,334.0376,-19557.2578125,412,2060000
4054.76,430.9284,3213.41,413,382.9006,-18445.990234375,413,2065000
4249.65,430.7207,4363.12,414,286.532,-19490.302734375,414,2070000
4709.72,453.9104,5072.14,415,396.1422,-19658.138671875,415,2075000
3935.03,438.4284,4549.65,416,326.5508,-19400.703125,416,2080000
4507.52,429.949,3564.45,417,316.9693,-19231.0859375,417,2085000
4977.29,431.3187,4435.3,418,302.9768,-19005.4375,418,2090000
3865.2,432.6792,3390.05,419,314.4172,-19008.82421875,419,2095000
4753.5,439.4953,4757.4,420,293.4223,-19382.205078125,420,2100000
4682.34,440.0404,4873.66,421,328.243,-19384.990234375,421,2105000
3712.32,442.2408,2761.46,422,259.256,-18628.353515625,422,2110000
4598.52,435.0839,3956.44,423,279.6695,-19384.041015625,423,2115000
4711.81,433.9714,4363.81,424,269.9649,-19024.001953125,424,2120000
4059.56,438.8256,4608.33,425,259.3362,-18708.607421875,425,2125000
4936.53,433.0204,4927.68,426,297.9553,-19528.515625,426,2130000
4607.38,447.4308,4528.42,427,279.668,-19034.025390625,427,2135000
4438.9,438.5758,4512.11,428,281.393,-19475.673828125,428,2140000
