Running Env Steps,Real Sto Return,Reward Loss,Running Update Time,Running Forward KL,Itration,Real Det Return,Running Reverse KL
2050000,201.47,-19307.720703125,410,76.8564,410,637.25,31.4344
2055000,220.95,-19221.318359375,411,76.1305,411,631.61,30.8216
2060000,149.72,-19200.0078125,412,76.0232,412,672.68,30.9738
2065000,194.95,-19321.96484375,413,75.78,413,540.97,31.6454
2070000,158.03,-19302.9375,414,76.431,414,586.79,31.3333
2075000,159.82,-19234.234375,415,75.5207,415,592.96,31.0303
2080000,223.54,-19225.638671875,416,75.3152,416,789.52,31.6388
2085000,172.98,-19238.74609375,417,75.1948,417,791.23,31.1439
2090000,188.96,-19244.8125,418,76.4791,418,627.46,31.0802
2095000,219.38,-19284.6640625,419,76.6629,419,583.5,31.3323
2100000,191.69,-19289.04296875,420,76.4466,420,618.96,31.6363
2105000,84.73,-19294.6328125,421,75.7827,421,579.03,30.8415
2110000,230.87,-19304.091796875,422,75.8579,422,585.83,31.5412
2115000,141.27,-19344.765625,423,75.7235,423,715.71,30.7162
2120000,109.59,-19241.41015625,424,76.3892,424,633.42,30.9687
2125000,196.28,-19328.60546875,425,76.8764,425,752.18,31.0793
2130000,202.84,-19309.037109375,426,76.0847,426,740.43,31.2168
2135000,194.37,-19373.69921875,427,75.7463,427,738.21,31.3836
2140000,195.24,-19401.728515625,428,75.8029,428,598.66,31.5355
2145000,210.47,-19342.513671875,429,76.4499,429,694.57,31.7351
2150000,192.6,-19271.30078125,430,75.9905,430,659.03,30.9691
2155000,204.29,-19394.439453125,431,76.8686,431,676.49,31.7302
2160000,199.63,-19411.9140625,432,76.3381,432,575.62,31.4236
2165000,203.11,-19416.04296875,433,75.8619,433,633.48,31.1961
2170000,169.88,-19338.37109375,434,76.1028,434,631.25,31.1552
2175000,221.11,-19460.224609375,435,76.2078,435,639.33,31.6934
2180000,140.68,-19293.33984375,436,75.9906,436,684.98,30.8091
2185000,188.02,-19353.17578125,437,76.717,437,505.59,31.2315
2190000,147.54,-19384.625,438,76.6074,438,537.76,31.1442
2195000,143.61,-19444.703125,439,76.5064,439,726.12,31.6696
2200000,200.65,-19435.0625,440,76.6519,440,578.73,31.126
2205000,175.65,-19366.435546875,441,75.9108,441,584.73,31.2092
2210000,197.44,-19443.69140625,442,76.4423,442,590.68,31.3333
2215000,211.51,-19418.056640625,443,75.8591,443,780.69,31.5624
2220000,224.87,-19394.9921875,444,75.9549,444,546.85,31.8218
2225000,259.62,-19396.408203125,445,76.3147,445,701.55,31.4094
2230000,187.44,-19427.548828125,446,76.4934,446,836.75,31.5975
2235000,216.89,-19385.208984375,447,75.7962,447,881.78,31.3194
2240000,208.62,-19410.4453125,448,76.7427,448,781.63,31.5555
2245000,206.58,-19415.822265625,449,76.2743,449,691.07,31.017
2250000,225.77,-19420.2890625,450,76.31,450,710.75,31.1894
2255000,248.62,-19441.19140625,451,76.7545,451,788.27,31.6687
2260000,207.73,-19417.1328125,452,76.4495,452,639.42,31.5039
2265000,202.66,-19422.619140625,453,77.1471,453,636.36,31.4509
2270000,203.74,-19477.482421875,454,76.2963,454,592.16,31.4642
2275000,244.46,-19454.015625,455,75.6053,455,647.09,31.6236
2280000,198.48,-19433.466796875,456,76.5835,456,736.51,31.4174
2285000,226.1,-19494.14453125,457,76.0837,457,737.67,31.5159
2290000,217.25,-19430.1484375,458,76.3161,458,871.87,31.1868
2295000,183.53,-19476.966796875,459,76.6497,459,783.15,31.4498
2300000,177.31,-19417.8125,460,77.053,460,790.37,31.371
2305000,242.09,-19397.677734375,461,76.9771,461,650.38,31.7156
2310000,196.31,-19478.53125,462,76.8088,462,739.62,31.4081
2315000,155.93,-19464.328125,463,77.5199,463,695.16,31.9599
2320000,247.13,-19423.23828125,464,76.4196,464,746.16,31.1268
2325000,259.37,-19455.26171875,465,76.107,465,789.42,31.6969
2330000,211.53,-19491.0625,466,76.5802,466,595.91,31.7497
2335000,142.25,-19440.505859375,467,76.4852,467,627.12,31.5
2340000,201.65,-19431.728515625,468,76.1819,468,599.55,31.3901
2345000,216.44,-19452.24609375,469,77.0921,469,645.18,32.0381
2350000,134.45,-19500.3203125,470,76.5042,470,681.63,31.2376
2355000,130.04,-19465.01171875,471,75.733,471,835.31,31.3262
2360000,171.33,-19400.111328125,472,75.9147,472,765.12,31.0713
2365000,150.04,-19392.533203125,473,75.926,473,644.72,31.1614
2370000,218.82,-19485.9296875,474,77.0128,474,788.08,31.4006
2375000,211.25,-19445.3515625,475,76.0386,475,648.95,31.5705
2380000,220.94,-19433.09375,476,76.4433,476,782.06,31.6741
2385000,116.88,-19368.89453125,477,75.6396,477,581.2,31.1962
2390000,152.07,-19415.578125,478,75.8124,478,693.6,31.3074
2395000,181.01,-19504.01171875,479,75.5926,479,784.54,31.049
2400000,149.25,-19515.060546875,480,76.8664,480,730.67,31.6793
2405000,185.85,-19508.17578125,481,76.9313,481,741.3,31.4113
2410000,148.04,-19476.978515625,482,76.7328,482,740.09,31.6225
2415000,194.68,-19434.73046875,483,76.5983,483,577.66,31.2371
2420000,217.73,-19443.375,484,76.4942,484,742.85,31.0618
2425000,194.0,-19489.146484375,485,77.2581,485,798.86,31.8249
2430000,216.09,-19515.29296875,486,76.5883,486,829.26,31.7814
2435000,236.72,-19572.89453125,487,76.8234,487,701.32,31.6767
2440000,182.15,-19448.490234375,488,75.7657,488,880.67,31.4728
2445000,153.79,-19449.671875,489,75.7169,489,792.18,31.0525
2450000,193.73,-19542.81640625,490,75.9709,490,685.9,30.845
2455000,222.88,-19425.857421875,491,75.4142,491,635.98,31.1025
2460000,237.94,-19537.783203125,492,76.3581,492,748.31,31.5989
2465000,160.25,-19556.44140625,493,76.6551,493,681.39,31.868
2470000,179.8,-19480.685546875,494,75.8786,494,742.36,31.1572
2475000,184.17,-19527.66015625,495,76.9198,495,770.85,31.4833
2480000,219.72,-19446.853515625,496,76.2161,496,646.63,31.2405
2485000,161.73,-19478.5234375,497,76.2793,497,574.51,31.3248
2490000,253.26,-19482.513671875,498,76.1289,498,675.59,31.345
2495000,207.78,-19518.91015625,499,76.517,499,799.96,31.2399
2500000,242.49,-19487.201171875,500,75.5376,500,822.96,31.0861
2505000,203.83,-19534.361328125,501,76.8135,501,729.98,31.3692
2510000,237.83,-19518.509765625,502,76.2635,502,794.18,32.0524
2515000,188.2,-19531.37109375,503,75.7517,503,888.67,31.2539
2520000,199.58,-19511.66796875,504,76.3663,504,784.06,31.4961
2525000,171.56,-19605.658203125,505,76.5136,505,837.43,32.0677
2530000,169.1,-19551.28515625,506,76.1287,506,612.69,31.6367
2535000,138.57,-19523.720703125,507,76.1806,507,646.48,31.1313
2540000,169.25,-19479.861328125,508,75.9358,508,741.19,30.832
2545000,236.21,-19498.45703125,509,76.8681,509,697.15,31.437
2550000,224.37,-19534.287109375,510,76.1923,510,836.23,31.2037
2555000,209.03,-19529.248046875,511,76.5005,511,550.86,31.5107
2560000,194.41,-19534.095703125,512,76.3803,512,794.49,31.1754
2565000,217.24,-19579.595703125,513,77.1636,513,695.35,31.796
2570000,205.85,-19546.96875,514,76.1965,514,741.88,31.3407
2575000,251.36,-19562.775390625,515,76.1307,515,793.85,32.001
2580000,148.01,-19544.755859375,516,75.9905,516,786.29,31.1598
2585000,158.9,-19536.220703125,517,76.2256,517,770.53,31.363
2590000,145.19,-19507.130859375,518,75.0782,518,682.35,31.3951
2595000,167.71,-19592.31640625,519,76.5152,519,482.17,31.3873
2600000,237.77,-19581.734375,520,77.1332,520,693.85,31.8149
2605000,203.21,-19533.046875,521,76.9234,521,789.12,31.3749
2610000,179.07,-19594.150390625,522,76.7639,522,531.88,31.475
2615000,177.13,-19528.1640625,523,76.4458,523,538.99,31.0649
2620000,207.51,-19452.396484375,524,75.5192,524,594.51,31.127
2625000,136.34,-19533.646484375,525,75.9508,525,629.09,31.1599
2630000,177.68,-19532.431640625,526,76.2984,526,689.77,30.9747
2635000,234.4,-19548.32421875,527,76.4448,527,676.54,31.4848
2640000,151.66,-19613.140625,528,77.0712,528,885.71,31.6305
2645000,205.42,-19564.96484375,529,76.783,529,736.05,31.3052
2650000,172.46,-19604.748046875,530,77.1325,530,783.03,31.6031
2655000,188.92,-19578.177734375,531,76.0336,531,766.57,31.3951
2660000,224.04,-19539.80859375,532,76.3122,532,793.69,31.4448
2665000,222.78,-19583.904296875,533,76.3765,533,787.79,31.4433
2670000,237.6,-19599.3359375,534,76.7433,534,682.11,31.8765
2675000,217.67,-19544.705078125,535,76.6674,535,786.7,30.9905
2680000,208.46,-19605.986328125,536,76.3502,536,641.7,31.3876
2685000,221.29,-19598.01171875,537,76.1448,537,831.48,31.4486
2690000,184.14,-19423.662109375,538,75.4142,538,732.64,31.525
2695000,254.46,-19579.0859375,539,76.1819,539,685.2,31.1961
2700000,164.55,-19608.25390625,540,76.2451,540,689.69,31.8618
2705000,178.82,-19593.048828125,541,76.162,541,665.73,31.546
2710000,186.52,-19563.015625,542,76.2402,542,529.84,31.3217
2715000,201.86,-19596.927734375,543,76.2606,543,638.11,32.032
2720000,153.15,-19579.17578125,544,75.9739,544,734.58,32.4202
2725000,224.08,-19597.140625,545,75.6932,545,790.67,31.2968
2730000,224.46,-19629.6796875,546,76.112,546,719.26,31.7169
2735000,204.14,-19610.947265625,547,76.1304,547,890.19,31.6328
2740000,174.4,-19535.146484375,548,76.6387,548,680.73,31.059
2745000,161.69,-19565.13671875,549,75.4181,549,687.55,31.9364
2750000,241.45,-19597.546875,550,76.1339,550,653.86,31.6172
2755000,215.09,-19513.107421875,551,74.9712,551,637.38,31.4997
2760000,201.36,-19558.65625,552,75.1233,552,723.54,31.1742
2765000,269.0,-19591.681640625,553,76.5046,553,697.78,31.6472
2770000,164.98,-19571.96875,554,76.554,554,752.68,31.6495
2775000,154.29,-19514.35546875,555,75.6412,555,820.23,31.4917
2780000,180.62,-19552.060546875,556,75.6844,556,563.91,31.3954
2785000,125.94,-19567.150390625,557,75.9558,557,739.52,31.772
2790000,210.47,-19555.279296875,558,74.9959,558,603.75,31.8677
2795000,129.17,-19636.173828125,559,75.8266,559,525.58,32.0295
2800000,185.22,-19562.275390625,560,76.5556,560,673.32,31.4702
2805000,235.68,-19610.66015625,561,76.7408,561,788.24,31.6132
2810000,92.28,-19609.923828125,562,75.8699,562,680.05,31.9798
2815000,175.12,-19577.544921875,563,74.8609,563,679.51,31.3192
2820000,199.53,-19650.330078125,564,75.8568,564,637.55,31.5965
2825000,189.28,-19591.640625,565,76.0951,565,684.06,31.3772
2830000,167.83,-19634.029296875,566,76.3471,566,731.68,31.7597
2835000,184.45,-19602.275390625,567,76.3978,567,726.08,31.5926
2840000,193.86,-19576.583984375,568,75.629,568,675.82,31.0881
2845000,150.11,-19594.8828125,569,75.7313,569,738.5,31.6445
2850000,128.68,-19610.724609375,570,76.3389,570,727.45,31.3333
2855000,171.34,-19634.45703125,571,76.3964,571,684.65,31.8008
2860000,169.18,-19602.22265625,572,75.9736,572,695.12,31.6197
2865000,193.35,-19526.984375,573,74.6667,573,722.05,31.2338
2870000,183.92,-19605.693359375,574,75.4597,574,416.14,31.046
2875000,164.59,-19593.958984375,575,76.9744,575,678.27,31.9057
2880000,98.01,-19664.49609375,576,75.7763,576,880.85,32.1193
2885000,174.56,-19643.6796875,577,77.0329,577,547.33,32.4316
2890000,212.67,-19592.568359375,578,76.3935,578,690.85,31.3869
2895000,166.28,-19656.39453125,579,76.5601,579,635.29,31.5514
2900000,191.54,-19622.701171875,580,76.2661,580,686.96,31.5487
2905000,142.28,-19624.2265625,581,75.5074,581,739.83,31.7477
2910000,188.08,-19612.46484375,582,76.1165,582,732.9,31.1575
2915000,159.75,-19666.21484375,583,76.2863,583,730.84,31.8983
2920000,168.74,-19640.404296875,584,76.542,584,679.47,31.262
2925000,196.42,-19625.701171875,585,76.5802,585,740.01,31.323
2930000,244.1,-19652.2578125,586,76.1918,586,843.52,31.2859
2935000,161.56,-19600.314453125,587,75.526,587,897.09,31.134
2940000,189.15,-19621.736328125,588,76.2759,588,834.77,31.8717
2945000,179.17,-19640.697265625,589,76.2931,589,824.57,31.7579
2950000,184.71,-19627.033203125,590,76.3056,590,601.87,31.3928
2955000,155.88,-19650.076171875,591,77.2564,591,693.54,31.9744
2960000,157.03,-19637.98828125,592,76.3802,592,634.76,31.1793
2965000,215.58,-19640.404296875,593,76.7032,593,683.87,31.2822
2970000,155.21,-19597.767578125,594,76.0584,594,774.72,31.7487
2975000,237.54,-19641.89453125,595,76.0108,595,789.25,31.4437
2980000,202.78,-19606.197265625,596,76.1795,596,828.91,32.4037
2985000,173.53,-19664.669921875,597,76.8277,597,735.96,31.8051
2990000,172.2,-19635.7890625,598,76.0081,598,641.06,31.3656
2995000,173.65,-19560.625,599,75.2374,599,741.85,30.9421
