Running Env Steps,Reward Loss,Running Forward KL,Real Sto Return,Itration,Running Update Time,Real Det Return,Running Reverse KL
1970000,-60515.48828125,156.6352,1977.3,394,394,2329.39,15.3323
1975000,-60463.71875,156.4495,1970.66,395,395,2311.77,15.0016
1980000,-60557.48046875,156.5553,1950.78,396,396,2331.7,15.1416
1985000,-60582.32421875,156.5871,1954.39,397,397,2314.87,15.1678
1990000,-60948.70703125,156.6219,1939.02,398,398,2325.85,14.9355
1995000,-60892.375,156.5784,1957.69,399,399,2316.04,15.0645
2000000,-60838.328125,156.579,1947.5,400,400,2319.69,15.1367
2005000,-61252.90234375,156.5888,1997.43,401,401,2357.76,15.3969
2010000,-61315.9609375,156.5914,1960.63,402,402,2338.3,15.1814
2015000,-61231.10546875,156.6522,1980.08,403,403,2331.54,15.2459
2020000,-61293.77734375,156.6208,1974.61,404,404,2326.09,15.08
2025000,-61666.15234375,156.5126,1982.44,405,405,2350.71,15.1472
2030000,-61589.17578125,156.3236,1988.04,406,406,2333.76,15.2779
2035000,-61615.49609375,156.554,1962.86,407,407,2319.18,15.1174
2040000,-61906.51953125,156.6242,1972.76,408,408,2340.19,15.341
2045000,-62034.1875,156.5336,1957.48,409,409,2317.66,15.1007
2050000,-62122.953125,156.5709,1993.65,410,410,2350.64,15.257
2055000,-62122.0625,156.5007,1979.83,411,411,2346.17,15.1845
2060000,-62228.453125,156.4861,1976.73,412,412,2355.01,15.1401
2065000,-62400.45703125,156.5431,1992.17,413,413,2358.02,15.2969
2070000,-62395.375,156.6242,1958.66,414,414,2338.51,15.174
2075000,-62565.65234375,156.5843,1978.39,415,415,2346.1,15.0645
2080000,-62566.8828125,156.5473,1964.29,416,416,2325.37,15.1382
2085000,-62562.61328125,156.4705,1974.89,417,417,2325.69,15.0999
2090000,-62596.90234375,156.6168,1990.26,418,418,2341.13,15.2379
2095000,-63009.49609375,156.5295,1983.64,419,419,2344.31,15.2597
2100000,-63135.2734375,156.5144,1998.75,420,420,2355.57,15.2302
2105000,-63204.5859375,156.5868,1994.46,421,421,2348.43,15.3281
2110000,-63313.85546875,156.5965,1993.21,422,422,2335.66,15.1804
2115000,-63408.46484375,156.5249,1993.15,423,423,2345.92,15.3362
2120000,-63412.546875,156.4896,1987.73,424,424,2344.18,15.3391
2125000,-63484.71484375,156.5752,1982.83,425,425,2336.61,15.1126
2130000,-63779.921875,156.5085,1986.68,426,426,2366.38,15.2766
2135000,-63755.02734375,156.5323,1983.85,427,427,2351.26,15.2853
2140000,-63794.15625,156.538,1996.89,428,428,2338.3,15.4954
2145000,-63835.5390625,156.5605,1979.19,429,429,2345.6,15.1023
2150000,-63902.22265625,156.4333,1984.55,430,430,2338.82,15.1179
2155000,-64109.68359375,156.5482,2003.62,431,431,2330.84,15.2979
2160000,-64519.30859375,156.5843,1983.19,432,432,2346.39,15.2266
2165000,-64468.68359375,156.6301,1986.6,433,433,2342.15,15.2588
2170000,-64241.83984375,156.552,1982.23,434,434,2307.27,15.0664
2175000,-64590.37890625,156.505,1984.76,435,435,2337.8,15.1722
2180000,-64528.7109375,156.3128,1984.92,436,436,2344.96,15.0282
2185000,-64785.73828125,156.6195,1989.69,437,437,2330.9,15.1865
2190000,-65000.2734375,156.4897,1989.65,438,438,2348.11,15.3102
2195000,-65025.50390625,156.5373,1992.2,439,439,2339.01,15.2171
2200000,-65236.5546875,156.5471,1990.29,440,440,2346.5,15.1951
2205000,-65184.1640625,156.4849,1970.48,441,441,2338.47,15.1276
2210000,-65419.0,156.5557,1988.98,442,442,2355.13,15.1816
2215000,-65380.69140625,156.6106,1981.68,443,443,2337.94,15.0311
2220000,-65613.5546875,156.608,1980.83,444,444,2340.59,15.1338
2225000,-65680.59375,156.5176,2000.56,445,445,2345.03,15.1556
2230000,-65703.8203125,156.5117,1990.44,446,446,2352.02,15.1311
2235000,-65737.265625,156.429,1980.4,447,447,2338.4,14.9991
2240000,-65880.4296875,156.5023,1974.99,448,448,2312.69,15.0368
2245000,-65975.6796875,156.5156,1976.49,449,449,2325.6,15.0227
2250000,-66121.2890625,156.5962,1978.53,450,450,2309.4,15.1062
2255000,-66137.015625,156.4449,1972.54,451,451,2327.17,15.1455
2260000,-66455.4140625,156.5568,1984.06,452,452,2330.8,15.1403
2265000,-66209.34375,156.659,1981.75,453,453,2313.92,15.0189
2270000,-66463.8828125,156.4349,1962.44,454,454,2308.67,14.9635
2275000,-66764.1171875,156.5768,1970.08,455,455,2347.9,15.107
2280000,-66773.109375,156.5975,1981.42,456,456,2346.54,15.1672
2285000,-67041.59375,156.4828,1984.46,457,457,2339.06,15.0806
2290000,-67036.4609375,156.5019,1982.03,458,458,2324.58,15.14
2295000,-66968.65625,156.5276,1978.79,459,459,2323.22,15.0321
2300000,-67084.78125,156.5346,1979.92,460,460,2303.56,15.1382
2305000,-67146.640625,156.6034,1961.35,461,461,2323.17,15.2301
2310000,-67494.6796875,156.4998,1973.2,462,462,2325.52,15.006
2315000,-67441.28125,156.5592,1981.67,463,463,2335.27,14.9978
2320000,-67462.8984375,156.5824,1948.63,464,464,2304.96,14.8468
2325000,-67762.6875,156.5919,1987.93,465,465,2338.22,15.0419
2330000,-67733.1328125,156.6323,1956.97,466,466,2335.2,14.9995
2335000,-68096.1796875,156.5918,1991.39,467,467,2339.64,15.0353
2340000,-68328.75,156.4573,1967.68,468,468,2327.03,14.9009
2345000,-68605.953125,156.5576,2007.33,469,469,2364.47,15.2565
2350000,-68323.46875,156.4055,1973.52,470,470,2319.33,15.0153
2355000,-68579.9375,156.4817,1965.11,471,471,2316.3,15.0604
2360000,-68496.390625,156.4451,1976.62,472,472,2316.58,15.0127
2365000,-68660.5625,156.5726,1961.37,473,473,2324.24,15.1727
2370000,-68867.484375,156.4965,1959.31,474,474,2334.73,15.2241
2375000,-68689.34375,156.5129,1978.66,475,475,2333.7,15.0606
2380000,-68926.375,156.6384,1975.25,476,476,2333.56,15.183
2385000,-69121.953125,156.6175,1991.26,477,477,2345.39,15.1655
2390000,-69102.859375,156.5329,1963.38,478,478,2324.42,15.1732
2395000,-69226.9921875,156.5726,1982.21,479,479,2336.18,15.1447
2400000,-69379.5546875,156.4506,1875.02,480,480,2330.73,15.1007
2405000,-69501.0234375,156.6219,1982.99,481,481,2345.45,15.0635
2410000,-69479.0,156.6742,1989.16,482,482,2329.03,15.1764
2415000,-69702.828125,156.5439,1984.24,483,483,2317.28,15.4063
2420000,-69786.21875,156.5006,1983.12,484,484,2325.07,15.05
2425000,-69788.34375,156.4526,1973.68,485,485,2315.95,15.2363
2430000,-69841.3671875,156.5629,1972.67,486,486,2330.07,15.1586
2435000,-69941.8828125,156.5054,1980.3,487,487,2331.45,15.1473
2440000,-70359.515625,156.4015,2003.56,488,488,2345.04,15.3095
2445000,-69918.515625,156.5902,1988.26,489,489,2316.31,15.1193
2450000,-70159.3671875,156.5201,1974.71,490,490,2346.67,15.0922
2455000,-70316.5625,156.4614,1989.03,491,491,2335.76,15.0475
2460000,-70598.53125,156.417,1996.45,492,492,2327.7,15.1538
2465000,-70747.90625,156.5032,1986.77,493,493,2342.37,15.2721
2470000,-70840.3671875,156.5237,1958.49,494,494,2341.99,15.1095
2475000,-70737.0078125,156.371,1962.84,495,495,2341.66,15.1144
2480000,-70809.5546875,156.5942,1972.78,496,496,2327.1,15.1132
2485000,-70978.0,156.5859,1965.47,497,497,2331.67,15.0999
2490000,-71003.671875,156.5944,1995.34,498,498,2356.02,15.1738
2495000,-71234.34375,156.5379,1989.58,499,499,2330.88,15.2065
2500000,-71574.5703125,156.5967,1988.8,500,500,2351.87,15.2978
2505000,-71334.0078125,156.6406,1976.44,501,501,2332.68,15.1849
2510000,-71323.3828125,156.3729,1982.22,502,502,2346.26,15.1624
2515000,-71973.171875,156.5286,1993.58,503,503,2352.47,15.2901
2520000,-71769.0625,156.5086,1948.72,504,504,2330.12,15.1347
2525000,-71601.703125,156.6761,1850.25,505,505,2342.68,15.0564
2530000,-71865.0,156.5638,1945.91,506,506,2333.73,14.9959
2535000,-71864.9375,156.5818,1963.2,507,507,2341.6,15.0755
2540000,-72441.671875,156.6714,1959.87,508,508,2342.88,15.4061
2545000,-72086.5078125,156.5602,1956.11,509,509,2339.29,15.17
2550000,-72231.40625,156.5185,1984.03,510,510,2344.68,15.1677
2555000,-72293.1328125,156.5189,1924.04,511,511,2331.15,15.0314
2560000,-72598.140625,156.58,1955.12,512,512,2334.05,15.1925
2565000,-72599.7265625,156.6887,1943.39,513,513,2347.21,15.1926
2570000,-73015.828125,156.5201,1989.57,514,514,2363.36,15.1027
2575000,-72720.84375,156.5915,1986.6,515,515,2344.79,15.1351
2580000,-72897.4453125,156.4686,1919.47,516,516,2342.97,15.0873
2585000,-72888.59375,156.5594,1966.28,517,517,2334.57,15.0119
2590000,-73271.15625,156.4634,1969.48,518,518,2370.79,15.1541
2595000,-73125.40625,156.6955,1928.39,519,519,2292.94,15.0527
2600000,-72969.453125,156.5483,1957.3,520,520,2305.03,15.0194
2605000,-73644.578125,156.7187,1943.34,521,521,2321.73,15.2671
2610000,-73547.625,156.6387,1937.63,522,522,2345.11,15.3227
2615000,-73658.3515625,156.6098,1969.47,523,523,2347.96,15.0965
2620000,-73532.8125,156.5993,1963.09,524,524,2378.84,15.1105
2625000,-73826.1015625,156.6958,1961.68,525,525,2346.56,15.2019
2630000,-73805.9765625,156.673,1979.95,526,526,2339.03,15.1074
2635000,-73705.2734375,156.533,1958.69,527,527,2337.49,15.1441
2640000,-73873.8671875,156.7044,1995.4,528,528,2352.7,14.9381
2645000,-74122.953125,156.749,1984.8,529,529,2341.72,15.2039
2650000,-73907.6796875,156.7096,1930.67,530,530,2348.21,14.9467
2655000,-74250.5078125,156.6664,1958.48,531,531,2335.4,15.0114
2660000,-73893.6953125,156.7701,1940.14,532,532,2304.54,15.0364
2665000,-69117.59375,156.8049,1946.76,533,533,2322.88,13.9887
2670000,-74071.3984375,156.6184,1929.94,534,534,2301.1,14.9087
2675000,-74132.6328125,156.7069,1794.58,535,535,2290.13,14.8441
2680000,-74325.5234375,156.7367,1944.18,536,536,2258.65,15.1585
2685000,-74645.046875,156.6847,1915.64,537,537,2318.64,15.044
2690000,-74717.875,156.62,1962.58,538,538,2328.14,15.0492
2695000,-74603.5859375,156.6805,1976.01,539,539,2315.95,15.1787
2700000,-74986.109375,156.604,1835.9,540,540,2347.81,14.9666
2705000,-75062.578125,156.7455,1944.29,541,541,2366.5,15.1425
2710000,-74394.7109375,156.7496,1956.2,542,542,2350.07,14.985
2715000,-75129.40625,156.7976,1816.38,543,543,2342.45,15.0854
2720000,-75395.2421875,156.8104,1964.72,544,544,2352.5,15.2878
2725000,-75164.609375,156.7587,1979.15,545,545,2344.4,15.1037
2730000,-75497.3515625,156.4861,2004.95,546,546,2356.1,15.1859
2735000,-75380.0703125,156.6447,1974.45,547,547,2326.78,14.9506
2740000,-75451.5703125,156.7604,1972.87,548,548,2319.89,14.9884
2745000,-75403.0859375,156.7104,1970.26,549,549,2334.62,14.8714
2750000,-75833.015625,156.7669,1988.14,550,550,2352.88,15.1228
2755000,-75680.40625,156.546,1962.44,551,551,2337.25,14.8782
2760000,-75923.1171875,156.7463,1978.16,552,552,2331.32,15.0552
2765000,-75322.453125,156.7596,1954.64,553,553,2323.98,14.7085
2770000,-76116.3828125,156.5346,2008.6,554,554,2328.14,15.0897
2775000,-76127.3125,156.6893,1961.53,555,555,2305.66,15.0811
2780000,-76199.28125,156.6865,1938.12,556,556,2298.85,15.0291
2785000,-76460.0078125,156.7377,2006.48,557,557,2352.84,15.0548
2790000,-76430.4609375,156.6346,1959.17,558,558,2327.43,15.0487
2795000,-76231.8671875,156.6891,1950.6,559,559,2322.24,14.8638
2800000,-76700.1484375,156.7192,1976.41,560,560,2351.12,15.1177
2805000,-76693.1328125,156.6464,1973.73,561,561,2318.57,15.0595
2810000,-76641.671875,156.6097,1983.07,562,562,2316.59,15.1295
2815000,-76807.0234375,156.5603,1974.7,563,563,2341.15,14.9306
2820000,-77140.4296875,156.5492,1996.39,564,564,2338.74,15.0464
2825000,-77112.3671875,156.7797,2005.05,565,565,2338.02,15.0982
2830000,-77090.765625,156.4863,2009.22,566,566,2346.94,15.0858
2835000,-77195.109375,156.6681,1984.96,567,567,2339.83,15.0429
2840000,-77458.9140625,156.7089,1963.58,568,568,2339.45,15.0863
2845000,-77453.0625,156.6803,1986.28,569,569,2336.06,14.9063
2850000,-77196.265625,156.6642,1989.61,570,570,2314.73,15.1137
2855000,-77268.0234375,156.5707,1977.66,571,571,2350.94,14.9752
2860000,-77911.765625,156.6178,2010.89,572,572,2357.54,15.2966
2865000,-78085.3984375,156.7365,2011.03,573,573,2345.4,15.1407
2870000,-77709.1328125,156.5237,1969.63,574,574,2323.2,15.0299
2875000,-77849.84375,156.7735,1994.53,575,575,2319.41,14.9896
2880000,-77782.0625,156.5158,1999.89,576,576,2334.74,14.9952
2885000,-77758.9375,156.6441,1982.16,577,577,2317.74,15.0348
2890000,-78211.3828125,156.6551,2000.9,578,578,2339.64,14.9619
2895000,-78190.859375,156.6298,2008.25,579,579,2207.09,15.2215
2900000,-78345.3984375,156.6454,1968.1,580,580,2316.12,15.0983
2905000,-78604.3125,156.5988,2015.73,581,581,2375.22,15.0173
2910000,-78365.7578125,156.6783,1972.88,582,582,2308.53,14.8523
2915000,-78732.2109375,156.6381,2010.97,583,583,2364.07,15.0888
2920000,-78540.0703125,156.6249,1958.11,584,584,2290.44,14.8977
2925000,-78745.4765625,156.4804,1996.87,585,585,2329.22,15.0076
2930000,-78760.9765625,156.5467,2020.23,586,586,2322.39,15.1608
2935000,-78853.9921875,156.6266,2008.25,587,587,2349.61,14.983
2940000,-78976.0390625,156.5439,2014.64,588,588,2336.62,14.9348
2945000,-79073.1484375,156.5739,1980.64,589,589,2326.14,14.7807
2950000,-79029.765625,156.6573,1944.65,590,590,2307.72,14.9448
2955000,-79627.2109375,156.5964,2007.55,591,591,2343.84,15.0053
2960000,-79247.7578125,156.4776,2005.41,592,592,2330.17,15.0762
2965000,-79131.5234375,156.5422,2008.09,593,593,2347.03,14.9821
2970000,-79522.328125,156.6638,2002.73,594,594,2329.41,14.9051
2975000,-79658.4453125,156.5239,1991.25,595,595,2364.03,14.9341
2980000,-79362.6796875,156.6785,1964.28,596,596,2306.99,15.0358
2985000,-79734.28125,156.612,1985.17,597,597,2356.89,14.9434
2990000,-79935.203125,156.6197,1997.9,598,598,2350.13,15.1151
2995000,-80054.265625,156.5602,2013.25,599,599,2357.91,15.0253
