Running Env Steps,Reward Loss,Real Sto Return,Running Reverse KL,Running Forward KL,Itration,Real Det Return,Running Update Time
2015000,-85557.859375,49.67,276.8049,561.6542,403,48.36,403
2020000,-90183.328125,56.33,286.3012,546.325,404,56.46,404
2025000,-93955.3046875,54.09,437.0219,611.9175,405,53.78,405
2030000,-89645.875,49.8,296.2123,547.7852,406,49.23,406
2035000,-89674.34375,47.32,281.8259,563.402,407,46.78,407
2040000,-91853.6171875,54.89,296.5334,571.0436,408,59.15,408
2045000,-92560.4453125,47.95,325.5939,612.2496,409,47.96,409
2050000,-92871.25,44.72,556.1324,605.8531,410,44.0,410
2055000,-88994.5078125,49.63,310.9031,610.7982,411,50.01,411
2060000,-93376.0390625,47.88,343.0851,666.8826,412,47.85,412
2065000,-93547.171875,48.58,367.7288,624.3123,413,48.97,413
2070000,-91197.3828125,48.82,383.8662,586.3821,414,48.56,414
2075000,-92239.140625,44.15,319.4656,588.9749,415,44.81,415
2080000,-91703.078125,50.63,348.9067,610.9651,416,50.62,416
2085000,-92448.6328125,52.5,365.9026,623.8341,417,54.09,417
2090000,-93370.0625,50.94,333.2816,618.6512,418,51.88,418
2095000,-92826.6796875,49.86,305.0491,589.6386,419,49.8,419
2100000,-93348.4921875,50.7,346.3961,593.894,420,50.1,420
2105000,-92454.6953125,48.54,355.3588,625.0674,421,46.81,421
2110000,-91904.171875,54.35,349.4498,592.0056,422,54.09,422
2115000,-91502.0625,48.71,308.178,620.9556,423,47.11,423
2120000,-95371.0859375,56.81,354.0554,671.1474,424,57.38,424
2125000,-94148.9765625,49.8,330.9418,616.2087,425,49.66,425
2130000,-95640.671875,55.83,308.2998,643.1923,426,55.98,426
2135000,-94754.6484375,52.84,316.837,656.4548,427,53.66,427
2140000,-94674.46875,54.05,335.8103,614.2131,428,52.75,428
2145000,-93538.5390625,56.43,322.322,616.9755,429,55.14,429
2150000,-94998.453125,57.28,400.961,658.0955,430,57.45,430
2155000,-94767.3984375,55.59,361.4917,637.5969,431,55.98,431
2160000,-95455.265625,53.89,348.3189,650.5898,432,54.59,432
2165000,-95452.6328125,55.7,384.4162,686.1154,433,57.1,433
2170000,-94690.1875,58.92,309.4903,610.182,434,58.87,434
2175000,-93819.1796875,57.24,287.3699,598.1624,435,57.69,435
2180000,-93915.5078125,58.1,636.0144,606.6732,436,57.88,436
2185000,-95324.9140625,55.49,367.0937,633.2964,437,56.5,437
2190000,-95851.078125,58.35,439.267,590.5891,438,58.13,438
2195000,-97012.5546875,57.9,365.8557,647.8767,439,58.15,439
2200000,-96891.3203125,57.69,357.6422,668.3211,440,57.25,440
2205000,-93092.0703125,54.02,436.4243,627.7131,441,55.37,441
2210000,-96045.578125,58.1,552.5612,652.2763,442,58.09,442
2215000,-93598.359375,57.85,636.223,610.4643,443,57.57,443
2220000,-95919.0859375,54.51,410.2802,653.9656,444,50.67,444
2225000,-95356.6484375,57.03,518.2666,601.6558,445,57.87,445
2230000,-93150.4453125,58.03,331.0365,583.5741,446,57.98,446
2235000,-96463.453125,58.2,331.5353,672.8423,447,58.17,447
2240000,-93788.7890625,57.84,312.0673,614.8917,448,58.23,448
2245000,-95228.828125,56.89,334.4341,638.4928,449,58.43,449
2250000,-96564.2421875,58.07,347.4113,643.0771,450,57.99,450
2255000,-94916.96875,55.0,462.309,629.4343,451,56.79,451
2260000,-95321.265625,54.44,344.2923,654.8703,452,51.53,452
2265000,-96734.25,54.9,352.525,647.0629,453,54.37,453
2270000,-98023.4765625,53.61,369.7477,660.2742,454,56.47,454
2275000,-97654.1015625,58.35,393.7219,652.8054,455,57.32,455
2280000,-97840.1328125,59.91,382.528,687.0781,456,58.52,456
2285000,-97292.3203125,53.46,390.7606,631.7957,457,53.4,457
2290000,-96770.0,55.13,343.5644,647.8229,458,57.66,458
2295000,-96765.671875,53.0,323.4321,677.2347,459,53.5,459
2300000,-97079.0234375,55.17,353.9684,668.7783,460,53.82,460
2305000,-97576.7578125,53.73,389.9987,676.4439,461,52.84,461
2310000,-96842.6875,53.78,336.0683,659.8936,462,54.13,462
2315000,-97939.3125,53.12,328.2147,668.4035,463,53.89,463
2320000,-96812.0234375,54.86,323.439,671.578,464,54.61,464
2325000,-95640.8828125,54.25,340.9235,655.8705,465,53.1,465
2330000,-96776.9609375,52.85,365.3378,682.9336,466,53.09,466
2335000,-98360.765625,50.44,357.8053,695.2508,467,49.69,467
2340000,-96676.65625,46.94,324.0425,650.1996,468,48.32,468
2345000,-97800.5546875,51.68,325.1162,616.0245,469,49.71,469
2350000,-97500.71875,49.34,687.7046,646.3858,470,48.16,470
2355000,-97584.7109375,44.63,1407.2968,640.0197,471,43.82,471
2360000,-96789.703125,44.49,520.6978,624.5003,472,44.07,472
2365000,-97103.65625,45.14,1130.1853,673.0308,473,45.82,473
2370000,-97676.984375,46.68,372.6654,665.5121,474,45.24,474
2375000,-95674.5703125,46.75,699.555,631.4692,475,46.17,475
2380000,-95597.40625,44.84,589.7292,628.5058,476,43.55,476
2385000,-95984.8828125,52.86,1097.5691,610.1927,477,53.85,477
2390000,-95809.4921875,47.47,1512.4862,619.503,478,47.1,478
2395000,-96222.9765625,48.53,877.6638,639.9892,479,48.18,479
2400000,-94927.265625,50.3,290.1114,647.6319,480,51.4,480
2405000,-95970.0859375,50.02,387.8913,637.0016,481,49.97,481
2410000,-96895.0703125,49.18,885.9591,650.8556,482,49.31,482
2415000,-94300.4375,47.43,306.854,624.5843,483,49.39,483
2420000,-94861.7421875,48.07,325.5645,629.4634,484,47.33,484
2425000,-95694.359375,53.05,717.9686,618.8623,485,53.25,485
2430000,-92637.46875,49.94,646.467,642.6246,486,51.13,486
2435000,-92612.65625,48.09,345.9325,634.5176,487,48.33,487
2440000,-94167.328125,49.36,320.9525,642.7246,488,49.3,488
2445000,-94894.6953125,47.9,344.4822,631.3138,489,47.52,489
2450000,-96465.6953125,47.15,353.6872,645.1949,490,47.94,490
2455000,-95310.7265625,47.08,318.7015,635.2553,491,47.19,491
2460000,-95441.2578125,46.73,518.0206,627.9461,492,46.9,492
2465000,-96420.3046875,47.9,412.4268,623.2742,493,46.98,493
2470000,-95566.9609375,47.45,315.6909,634.2748,494,47.43,494
2475000,-93483.71875,45.99,664.6033,634.7192,495,46.42,495
2480000,-92904.7421875,44.87,829.9558,633.3298,496,44.61,496
2485000,-96910.265625,47.57,870.5737,640.3461,497,46.36,497
2490000,-94728.15625,47.56,313.8261,627.6101,498,48.45,498
2495000,-94642.4765625,47.3,304.969,640.7443,499,47.39,499
2500000,-96444.625,46.42,330.5771,630.6993,500,46.18,500
2505000,-96059.1171875,46.92,335.4026,628.2828,501,46.63,501
2510000,-96921.8671875,45.52,332.1796,629.2674,502,44.75,502
2515000,-96831.2734375,45.18,333.3044,630.4833,503,43.99,503
2520000,-96970.8671875,44.56,438.2297,637.5983,504,44.93,504
2525000,-97371.640625,45.01,611.4069,651.2637,505,44.96,505
2530000,-96570.984375,45.0,494.6021,647.5835,506,45.01,506
2535000,-96209.84375,43.75,358.6992,646.7462,507,43.5,507
2540000,-97311.2421875,46.17,607.707,657.4765,508,46.35,508
2545000,-96441.2578125,44.44,319.7772,641.9674,509,44.23,509
2550000,-96854.046875,44.84,735.022,659.0778,510,44.55,510
2555000,-96770.1484375,45.58,663.7268,654.8571,511,45.25,511
2560000,-96882.140625,45.29,416.1266,639.7656,512,45.47,512
2565000,-97308.84375,43.45,869.3412,641.3539,513,43.31,513
2570000,-96617.484375,43.27,579.0408,659.8282,514,43.26,514
2575000,-97039.5078125,44.6,345.1035,648.013,515,44.29,515
2580000,-97593.3671875,45.38,523.427,656.6626,516,45.22,516
2585000,-97311.328125,43.27,360.576,644.7837,517,43.06,517
2590000,-96717.2265625,43.77,401.8968,638.6079,518,43.45,518
2595000,-96204.28125,45.03,299.2921,625.8122,519,45.85,519
2600000,-97695.984375,48.55,431.8189,653.1959,520,47.91,520
2605000,-97917.2109375,45.7,558.7653,634.2372,521,44.02,521
2610000,-97224.359375,44.87,407.9689,631.3935,522,44.05,522
2615000,-98039.2578125,45.28,715.9823,646.7548,523,45.39,523
2620000,-96776.765625,45.24,417.297,643.7179,524,46.85,524
2625000,-97652.0625,47.26,498.0795,637.9654,525,50.19,525
2630000,-97603.71875,45.94,496.0906,648.8575,526,46.07,526
2635000,-97739.8671875,44.03,677.6393,662.5287,527,44.36,527
2640000,-97785.5625,44.96,433.7178,647.3505,528,46.62,528
2645000,-98205.765625,45.11,703.8738,643.7007,529,46.31,529
2650000,-98982.6875,48.34,1156.5015,700.4893,530,48.44,530
2655000,-98163.828125,45.14,564.6047,649.3892,531,46.17,531
2660000,-98360.015625,46.28,679.8,652.4455,532,46.31,532
2665000,-98452.28125,45.79,755.2156,675.3602,533,46.31,533
2670000,-98765.078125,46.17,1106.6786,685.2487,534,45.9,534
2675000,-98890.1171875,46.43,1099.8712,689.7276,535,47.03,535
2680000,-98382.890625,45.56,728.5733,656.4321,536,45.94,536
2685000,-98350.921875,46.36,769.0261,644.6647,537,46.31,537
2690000,-98052.765625,45.71,796.8545,648.6405,538,45.91,538
2695000,-98304.203125,45.63,382.916,648.834,539,45.94,539
2700000,-97478.953125,46.0,357.6831,632.5118,540,45.94,540
2705000,-96572.546875,47.14,685.7496,641.3429,541,47.19,541
2710000,-97944.03125,47.01,857.9293,677.7422,542,47.23,542
2715000,-98992.671875,47.37,993.5092,699.5724,543,47.19,543
2720000,-99002.546875,47.04,1308.5942,701.8197,544,47.27,544
2725000,-97989.4375,46.51,856.7816,665.8597,545,47.17,545
2730000,-98839.265625,47.61,941.2369,684.8675,546,47.36,546
2735000,-97453.6953125,47.0,788.0752,647.5214,547,47.19,547
2740000,-97721.359375,47.01,848.1863,659.0499,548,47.19,548
2745000,-99244.4453125,46.92,928.8923,712.58,549,47.19,549
2750000,-98797.9375,47.02,774.2324,644.9125,550,47.19,550
2755000,-99068.3828125,47.03,948.7705,696.136,551,47.19,551
2760000,-98526.5390625,47.05,878.2461,660.6628,552,47.19,552
2765000,-98451.7109375,47.18,693.8886,671.5025,553,47.25,553
2770000,-98497.2109375,47.21,956.8064,675.1777,554,47.34,554
2775000,-98456.28125,47.13,712.1802,652.1002,555,47.34,555
2780000,-98897.53125,46.36,622.8421,679.4873,556,43.7,556
2785000,-98404.3046875,47.35,918.8998,663.3403,557,47.31,557
2790000,-97356.40625,46.31,716.8436,628.7714,558,46.3,558
2795000,-98359.234375,47.55,1413.8534,653.1728,559,47.69,559
2800000,-98834.0234375,44.27,1165.3921,675.3867,560,44.51,560
2805000,-98785.6875,44.98,1562.1646,674.2786,561,44.61,561
2810000,-97991.1171875,49.01,912.4023,651.6695,562,49.15,562
2815000,-98965.875,47.04,1022.2423,690.899,563,46.96,563
2820000,-98501.65625,49.29,730.345,652.5739,564,49.43,564
2825000,-98703.6484375,47.62,997.2077,664.9374,565,47.14,565
2830000,-99070.140625,47.31,1084.5504,692.713,566,47.34,566
2835000,-99052.84375,47.52,803.0441,678.0163,567,47.13,567
2840000,-99086.7265625,48.43,794.2741,674.7544,568,48.36,568
2845000,-98578.578125,47.48,849.7118,622.9152,569,47.91,569
2850000,-98013.1171875,48.77,384.0502,636.9986,570,48.59,570
2855000,-98703.8125,48.98,768.1458,651.1556,571,48.83,571
2860000,-98704.5625,48.33,709.1532,657.4292,572,48.61,572
2865000,-99213.171875,47.88,701.6437,678.5376,573,48.1,573
2870000,-98404.1796875,47.4,713.1012,645.1295,574,47.06,574
2875000,-98868.3203125,47.12,706.929,637.3049,575,47.1,575
2880000,-98146.59375,46.85,354.5114,622.8124,576,47.44,576
2885000,-98396.6640625,46.97,476.2329,648.4708,577,46.6,577
2890000,-99157.0859375,46.82,401.6846,640.9126,578,46.59,578
2895000,-98916.8515625,46.1,408.3208,650.3732,579,46.31,579
2900000,-98627.515625,46.18,366.4621,631.7704,580,46.34,580
2905000,-98573.8125,46.12,662.7309,646.4698,581,46.31,581
2910000,-98935.078125,46.11,436.5933,651.8606,582,46.31,582
2915000,-98842.0,46.47,560.6109,632.6053,583,46.51,583
2920000,-98771.0390625,46.55,438.4404,659.5676,584,45.67,584
2925000,-99141.765625,45.93,633.171,646.351,585,45.42,585
2930000,-98994.453125,46.26,408.8319,659.092,586,45.56,586
2935000,-99049.2578125,45.22,961.2561,674.066,587,45.09,587
2940000,-98463.1875,45.69,368.9192,647.2904,588,45.03,588
2945000,-99100.7421875,43.93,1017.0022,700.0811,589,43.92,589
2950000,-98252.578125,45.54,413.235,646.9823,590,45.09,590
2955000,-99137.359375,44.92,792.9411,636.5321,591,45.03,591
2960000,-99070.09375,45.43,510.3721,656.5583,592,45.03,592
2965000,-98005.203125,44.23,473.6996,637.9148,593,44.34,593
2970000,-97610.09375,43.76,633.3404,629.2134,594,43.65,594
2975000,-97784.4140625,43.76,518.381,631.3685,595,43.85,595
2980000,-98704.2265625,45.95,734.7906,654.7929,596,45.93,596
2985000,-97668.7109375,45.92,578.3309,644.5923,597,45.93,597
2990000,-98624.9765625,43.88,362.8966,631.6849,598,43.7,598
2995000,-97981.6953125,49.65,335.0869,636.3373,599,49.9,599
