Itration,Running Env Steps,Running Forward KL,Running Update Time,Running Reverse KL,Reward Loss,Real Sto Return,Real Det Return
384,1920000,42.9397,384,17.7294,-3836.517822265625,2598.99,3786.97
385,1925000,42.169,385,20.6219,-4175.580078125,4186.01,4372.1
386,1930000,43.4476,386,16.6819,-4439.48046875,3683.68,3818.31
387,1935000,42.8089,387,18.2923,-4507.67138671875,4389.66,4463.32
388,1940000,42.0323,388,16.8879,-4245.5888671875,4393.62,4458.6
389,1945000,41.3909,389,16.7339,-4146.83203125,4424.79,4514.58
390,1950000,41.1741,390,16.2257,-4106.09130859375,4496.4,4531.92
391,1955000,41.1408,391,16.5115,-4096.458984375,4462.64,4518.23
392,1960000,40.5572,392,16.2335,-4086.87548828125,4498.92,4566.18
393,1965000,40.2073,393,15.6015,-4080.359375,4496.15,4581.61
394,1970000,40.6716,394,16.2711,-4182.75732421875,4509.1,4624.31
395,1975000,41.0614,395,16.3899,-4249.986328125,4529.96,4621.29
396,1980000,40.3476,396,16.0035,-4157.35986328125,4522.46,4621.78
397,1985000,40.2913,397,15.5097,-4198.54638671875,4528.81,4645.79
398,1990000,40.1656,398,15.8974,-4204.9599609375,4507.63,4619.07
399,1995000,40.189,399,15.8715,-4279.23095703125,4539.03,4643.77
400,2000000,40.523,400,16.3118,-4290.7265625,4525.7,4609.53
401,2005000,40.3482,401,15.7916,-4300.0068359375,4521.77,4615.84
402,2010000,40.1982,402,16.3568,-4274.04248046875,4554.4,4622.43
403,2015000,39.9753,403,15.972,-4320.0673828125,4545.91,4624.22
404,2020000,40.5136,404,16.2806,-4371.333984375,4547.39,4618.93
405,2025000,40.2922,405,15.8807,-4373.2939453125,4541.41,4611.55
406,2030000,40.3922,406,16.1687,-4434.33642578125,4542.27,4606.79
407,2035000,39.5291,407,15.48,-4266.17041015625,4551.03,4602.31
408,2040000,40.5063,408,16.2335,-4370.48779296875,4576.63,4626.9
409,2045000,40.3081,409,16.0768,-4423.85888671875,4571.17,4647.52
410,2050000,40.4122,410,16.2934,-4381.28955078125,4393.87,4611.01
411,2055000,40.1621,411,15.529,-4406.52099609375,4548.73,4607.15
412,2060000,40.1787,412,16.1874,-4410.107421875,4538.61,4588.73
413,2065000,39.8179,413,15.8206,-4348.8447265625,4580.9,4635.81
414,2070000,40.0891,414,16.0279,-4342.09423828125,4573.48,4630.56
415,2075000,40.2768,415,15.8874,-4390.30859375,4549.24,4618.75
416,2080000,39.8399,416,15.8835,-4436.7822265625,4546.12,4588.95
417,2085000,51.9035,417,34.5254,-4533.93603515625,132.76,135.9
418,2090000,54.8667,418,68.6201,-5503.31640625,154.19,132.54
419,2095000,49.9726,419,19.6843,-4904.50341796875,421.93,423.89
420,2100000,49.1851,420,68.6413,-4922.14013671875,559.93,604.6
421,2105000,47.3902,421,74.1475,-5125.60546875,698.88,671.76
422,2110000,44.1583,422,42.2962,-5021.20166015625,1803.34,1974.07
423,2115000,43.8411,423,53.458,-4932.6630859375,1953.87,1471.2
424,2120000,43.5948,424,31.1187,-4929.95361328125,2477.98,3326.99
425,2125000,43.3073,425,17.3711,-5035.93798828125,2527.37,2931.26
426,2130000,42.918,426,19.091,-5385.41748046875,3464.31,2452.34
427,2135000,42.9148,427,24.4234,-5417.68896484375,3355.09,4194.31
428,2140000,41.9373,428,18.4954,-5089.6044921875,3952.46,4300.27
429,2145000,43.1677,429,22.2404,-5252.869140625,4168.5,3964.49
430,2150000,44.1557,430,21.5859,-5233.896484375,4477.7,4476.38
431,2155000,43.8987,431,20.2012,-5065.36181640625,4465.83,4490.32
432,2160000,43.1927,432,19.7754,-5040.802734375,4510.56,4554.95
433,2165000,42.364,433,20.2511,-4962.42578125,4513.73,4564.92
434,2170000,42.0752,434,18.7268,-4871.314453125,4504.79,4526.29
435,2175000,41.8463,435,19.3098,-4859.1708984375,4574.67,4604.99
436,2180000,41.7966,436,18.7157,-4969.08203125,4562.55,4597.45
437,2185000,42.0783,437,17.9581,-4938.1171875,4538.76,4581.36
438,2190000,42.3552,438,19.1853,-5016.0859375,4563.69,4619.64
439,2195000,42.2206,439,19.2171,-5036.44677734375,4589.05,4644.17
440,2200000,42.183,440,18.904,-5073.9423828125,4582.84,4648.72
441,2205000,41.793,441,18.2624,-5054.57861328125,4560.38,4622.38
442,2210000,41.8362,442,18.4705,-5104.40576171875,4553.22,4618.95
443,2215000,42.1881,443,17.3799,-5140.1015625,4367.69,4419.54
444,2220000,44.1298,444,14.6191,-5084.3564453125,1455.05,894.23
445,2225000,42.2507,445,18.5907,-5065.68408203125,4441.57,4443.12
446,2230000,44.1127,446,16.8825,-5535.1474609375,1159.05,1026.08
447,2235000,42.4974,447,20.8786,-5193.01611328125,4160.8,4296.76
448,2240000,43.1382,448,18.8064,-5625.44189453125,4369.51,4405.35
449,2245000,42.912,449,18.6443,-5477.19970703125,4380.63,4454.38
450,2250000,43.0023,450,19.2433,-5493.435546875,4389.7,4420.57
451,2255000,42.3987,451,19.5875,-5315.5234375,4457.45,4499.12
452,2260000,41.7629,452,18.1529,-5303.14306640625,4526.78,4577.26
453,2265000,41.7474,453,18.7559,-5354.67236328125,4526.62,4570.63
454,2270000,42.3243,454,19.41,-5248.658203125,4575.16,4638.1
455,2275000,41.6087,455,18.1585,-5163.23779296875,4539.31,4593.1
456,2280000,41.5564,456,18.4909,-5136.76806640625,4534.86,4586.74
457,2285000,41.0861,457,17.5433,-5119.60009765625,4537.55,4570.96
458,2290000,41.7034,458,17.63,-5202.56396484375,4517.2,4560.16
459,2295000,41.3342,459,17.9347,-5195.03759765625,4520.7,4585.6
460,2300000,40.9986,460,17.8401,-5203.0478515625,4534.97,4594.93
461,2305000,41.0318,461,17.8186,-5256.73486328125,4558.88,4616.15
462,2310000,41.225,462,18.1299,-5310.18994140625,4552.66,4607.17
463,2315000,41.166,463,17.9541,-5267.72900390625,4567.38,4633.8
464,2320000,41.3663,464,18.083,-5221.4677734375,4553.77,4623.76
465,2325000,41.2516,465,18.402,-5293.06201171875,4543.17,4618.18
466,2330000,41.7318,466,18.4933,-5354.33740234375,4549.82,4626.0
467,2335000,41.8471,467,18.9341,-5440.572265625,4540.6,4623.98
468,2340000,41.8654,468,19.0635,-5465.443359375,4559.42,4637.64
469,2345000,41.609,469,18.8324,-5456.44921875,4602.99,4676.3
470,2350000,43.1455,470,20.8177,-5685.21923828125,2628.1,3594.01
471,2355000,42.2532,471,21.2159,-5643.99560546875,4610.85,4644.29
472,2360000,41.9877,472,21.2288,-5472.01416015625,4559.28,4595.45
473,2365000,42.0966,473,20.6306,-5772.8203125,4577.27,4611.84
474,2370000,41.9987,474,20.0781,-5848.84912109375,4590.05,4633.77
475,2375000,42.4907,475,20.9846,-5796.94775390625,4511.86,4551.83
476,2380000,42.4985,476,20.8205,-5719.40283203125,4585.24,4627.82
477,2385000,42.1266,477,20.7021,-5760.15966796875,4545.18,4569.37
478,2390000,42.235,478,20.1216,-5864.03076171875,4554.41,4582.33
479,2395000,42.2232,479,19.2393,-5759.34814453125,4553.96,4593.48
480,2400000,41.8089,480,19.3501,-5810.87939453125,4546.64,4578.97
481,2405000,41.4773,481,19.1168,-5779.45556640625,4578.17,4622.93
482,2410000,41.3195,482,18.5812,-5746.796875,4562.91,4610.53
483,2415000,41.6268,483,18.9254,-5865.6591796875,4581.98,4608.31
484,2420000,41.6063,484,18.1655,-5776.69677734375,4557.56,4593.53
485,2425000,41.4331,485,18.2745,-5741.0126953125,4573.23,4628.73
486,2430000,41.0736,486,17.8384,-5627.921875,4537.09,4580.89
487,2435000,41.2397,487,17.4394,-5702.45751953125,4564.07,4616.49
488,2440000,41.2468,488,17.4349,-5722.380859375,4533.08,4576.0
489,2445000,41.4197,489,18.2708,-5802.04931640625,4549.45,4598.86
490,2450000,40.8771,490,17.1696,-5645.39599609375,4539.67,4605.62
491,2455000,41.3322,491,17.7698,-5864.34765625,4502.01,4552.16
492,2460000,41.1809,492,17.9087,-5678.03759765625,4539.97,4597.91
493,2465000,40.9409,493,17.9022,-5712.646484375,4586.9,4655.61
494,2470000,42.3217,494,33.0206,-5647.98974609375,3123.07,3103.63
495,2475000,41.9965,495,17.6206,-6142.43212890625,3920.41,2320.26
496,2480000,42.066,496,17.9887,-6322.8779296875,4068.16,4497.6
497,2485000,41.4998,497,18.1197,-6271.85302734375,4405.46,4479.38
498,2490000,42.3233,498,19.2884,-6381.2099609375,4538.45,4597.26
499,2495000,42.7211,499,22.1202,-6365.4892578125,4250.64,4047.89
500,2500000,45.0195,500,55.5178,-4693.357421875,626.66,428.41
501,2505000,43.5152,501,22.3188,-6591.88037109375,4336.42,4412.33
