Running Forward KL,Running Update Time,Real Det Return,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Reward Loss
156.6873,393,2337.89,1965000,15.2316,1908.23,393,-60512.15234375
156.7573,394,2321.52,1970000,15.5723,1875.32,394,-60745.75390625
156.676,395,2309.27,1975000,15.2099,1853.53,395,-60456.9921875
156.5891,396,2218.21,1980000,15.1603,1745.88,396,-60631.484375
156.6142,397,2332.63,1985000,15.0056,1793.19,397,-60177.8359375
156.4662,398,2326.35,1990000,14.9462,1877.29,398,-60746.453125
156.6828,399,2327.73,1995000,15.326,1929.5,399,-61181.38671875
156.6032,400,2300.53,2000000,15.2825,1762.64,400,-61000.84765625
156.5894,401,2288.92,2005000,15.0805,1863.1,401,-61084.87109375
156.6508,402,2295.32,2010000,15.0568,1891.78,402,-61036.44921875
156.5944,403,2296.24,2015000,15.3226,1858.69,403,-61425.265625
156.6583,404,2303.78,2020000,15.2771,1914.56,404,-61616.7890625
156.6047,405,2206.03,2025000,15.1109,1814.55,405,-61551.4375
156.8238,406,2319.58,2030000,15.4153,1889.24,406,-61695.5703125
156.658,407,2311.74,2035000,15.1733,1912.34,407,-61599.421875
156.6346,408,2324.17,2040000,14.8726,1926.39,408,-61493.54296875
156.6608,409,2245.48,2045000,15.2668,1918.87,409,-61839.30859375
156.5953,410,2316.74,2050000,15.0183,1929.01,410,-61780.046875
156.661,411,2335.26,2055000,14.8302,1921.75,411,-61892.0234375
156.7062,412,2336.51,2060000,14.9847,1835.1,412,-62042.2578125
156.6908,413,2324.52,2065000,14.8951,1884.72,413,-62060.8203125
156.6921,414,2293.35,2070000,15.2266,1904.97,414,-61882.16015625
156.808,415,2330.8,2075000,15.2874,1918.95,415,-62300.078125
156.6457,416,2327.18,2080000,15.1926,1953.67,416,-62590.5390625
156.6275,417,2309.57,2085000,15.3258,1846.66,417,-62843.5234375
156.7203,418,2302.37,2090000,15.1123,1912.46,418,-62591.0625
156.6549,419,2308.54,2095000,15.0024,1919.77,419,-62709.65234375
156.5192,420,2296.75,2100000,15.2085,1844.17,420,-62880.9921875
156.8502,421,2279.98,2105000,15.3314,1917.59,421,-63258.98046875
156.7127,422,2319.14,2110000,15.2069,1854.05,422,-63175.3671875
156.6532,423,2256.51,2115000,15.4113,1911.87,423,-63404.64453125
156.7851,424,2277.91,2120000,14.9585,1885.68,424,-63237.38671875
156.6803,425,2295.32,2125000,15.0073,1868.74,425,-63259.328125
156.7422,426,2315.29,2130000,15.3567,1879.68,426,-63598.69140625
156.6732,427,2211.29,2135000,15.1161,1894.71,427,-63497.1328125
156.7193,428,2301.5,2140000,15.2278,1895.05,428,-63520.40625
156.7651,429,2323.44,2145000,15.4085,1894.12,429,-63879.7265625
156.7489,430,2271.52,2150000,15.2177,1813.32,430,-63727.19140625
156.7167,431,2319.53,2155000,15.2316,1888.66,431,-64013.5078125
156.6337,432,2303.69,2160000,15.1872,1888.36,432,-63936.8515625
156.8631,433,2268.99,2165000,15.2465,1892.77,433,-64147.859375
156.6145,434,2318.39,2170000,14.8666,1937.8,434,-63863.765625
156.6381,435,2277.26,2175000,14.732,1759.66,435,-63979.5859375
156.7218,436,2307.77,2180000,15.3203,1906.31,436,-64628.04296875
156.6628,437,2227.39,2185000,15.1129,1904.82,437,-64113.8046875
156.6238,438,2215.24,2190000,14.865,1803.37,438,-64230.33984375
156.5832,439,2234.9,2195000,14.6478,1853.24,439,-64277.99609375
156.7011,440,2271.86,2200000,14.8998,1713.25,440,-64675.3828125
156.5422,441,2254.45,2205000,15.2844,1865.89,441,-65109.640625
156.6315,442,2296.97,2210000,15.0612,1853.02,442,-65059.29296875
156.8818,443,2281.03,2215000,15.2093,1768.61,443,-65075.796875
156.5549,444,2304.31,2220000,14.98,1850.25,444,-64912.95703125
156.6004,445,2276.04,2225000,15.1182,1854.49,445,-65044.71875
156.7137,446,2294.78,2230000,14.7496,1910.31,446,-64550.23046875
156.4817,447,2276.53,2235000,14.8246,1856.83,447,-64969.70703125
156.5431,448,2303.72,2240000,15.0697,1818.62,448,-65341.58984375
156.5987,449,2281.23,2245000,15.1014,1867.17,449,-65361.81640625
156.4725,450,2301.94,2250000,15.2547,1861.69,450,-65606.234375
156.6179,451,2290.29,2255000,15.1193,1880.07,451,-65454.76953125
156.6098,452,2277.08,2260000,15.1186,1892.92,452,-65750.6171875
156.5552,453,2316.66,2265000,15.0096,1856.28,453,-65903.53125
156.6926,454,2269.53,2270000,15.0261,1782.59,454,-66096.546875
156.6289,455,2294.94,2275000,15.2907,1766.14,455,-66084.2734375
156.6208,456,2293.54,2280000,15.0457,1877.35,456,-66458.265625
156.6878,457,2305.36,2285000,15.0998,1864.26,457,-66272.8984375
156.6626,458,2296.64,2290000,15.1352,1874.72,458,-66367.796875
156.5578,459,2302.09,2295000,15.1931,1877.52,459,-66768.265625
156.7267,460,2328.46,2300000,15.1486,1836.36,460,-66699.84375
156.6097,461,2278.6,2305000,15.1235,1812.03,461,-66561.484375
156.6697,462,2285.01,2310000,14.8938,1871.03,462,-66527.609375
156.674,463,2306.47,2315000,15.0479,1897.95,463,-67095.1171875
156.5001,464,2219.12,2320000,14.5964,1784.73,464,-66880.65625
156.4548,465,2289.1,2325000,15.1127,1845.01,465,-67125.25
156.5742,466,2309.46,2330000,15.109,1897.79,466,-67437.375
156.5306,467,2286.67,2335000,15.0153,1847.01,467,-67152.3203125
156.631,468,2289.84,2340000,14.8371,1923.45,468,-67090.71875
156.6121,469,2245.36,2345000,15.2428,1717.27,469,-67749.4375
156.6949,470,2149.37,2350000,14.9034,1865.93,470,-67531.7265625
156.6594,471,2289.5,2355000,15.2735,1893.76,471,-67999.0625
156.4949,472,2330.52,2360000,14.5704,1884.88,472,-67695.5234375
156.6771,473,2289.29,2365000,15.3073,1822.16,473,-68326.890625
156.6449,474,2298.89,2370000,15.1962,1938.28,474,-68386.8203125
156.6206,475,2304.99,2375000,15.2035,1861.56,475,-68435.6875
156.4201,476,2283.16,2380000,15.1953,1850.28,476,-68549.046875
156.5338,477,2322.0,2385000,14.9818,1911.66,477,-68567.6953125
156.7067,478,2282.56,2390000,14.909,1857.08,478,-68500.453125
156.7551,479,2325.11,2395000,14.658,1844.35,479,-68110.84375
156.5093,480,2292.3,2400000,15.2053,1874.56,480,-68915.2734375
156.7332,481,2299.1,2405000,14.9936,1808.44,481,-68772.5859375
156.6481,482,2303.39,2410000,15.1643,1885.06,482,-69192.765625
156.6595,483,2310.57,2415000,14.8858,1832.69,483,-69076.234375
156.5851,484,2313.23,2420000,15.073,1858.16,484,-69458.4765625
156.4526,485,2282.0,2425000,15.1124,1899.48,485,-69367.625
156.6637,486,2256.61,2430000,15.1921,1797.18,486,-69479.9140625
156.594,487,2306.16,2435000,15.0283,1818.44,487,-69468.1171875
156.5841,488,2261.44,2440000,14.9695,1858.44,488,-69393.6796875
156.6726,489,2295.34,2445000,15.0506,1807.29,489,-69594.7421875
156.6548,490,2278.33,2450000,14.7366,1847.96,490,-69688.9921875
156.6643,491,2322.61,2455000,15.1927,1898.2,491,-70259.9375
156.6261,492,2304.14,2460000,15.0241,1885.17,492,-70035.515625
156.6643,493,2309.09,2465000,14.8575,1933.63,493,-70074.234375
156.6457,494,2312.88,2470000,14.8011,1938.24,494,-70427.1484375
156.555,495,2263.2,2475000,15.0809,1863.68,495,-70478.5859375
156.6495,496,2312.28,2480000,15.0825,1955.3,496,-70985.8125
156.645,497,2311.65,2485000,14.8283,1827.86,497,-70438.75
156.5007,498,2308.82,2490000,14.9772,1839.26,498,-70678.3671875
156.5572,499,2331.94,2495000,15.0548,1925.39,499,-70847.078125
156.5659,500,2258.39,2500000,15.0704,1845.0,500,-71018.6796875
156.7219,501,2311.12,2505000,14.8762,1953.58,501,-70726.59375
156.517,502,2295.06,2510000,14.9699,1889.71,502,-70721.390625
156.6819,503,2294.97,2515000,15.0874,1917.19,503,-71193.0
156.5979,504,2298.05,2520000,15.0789,1909.3,504,-71239.78125
156.7132,505,2315.56,2525000,15.1621,1926.69,505,-71370.1328125
156.6264,506,2318.6,2530000,15.158,1972.14,506,-71610.0078125
156.588,507,2325.78,2535000,14.9517,1939.01,507,-71246.1484375
156.5273,508,2284.13,2540000,14.8999,1887.51,508,-71564.3671875
156.7096,509,2279.15,2545000,15.1479,1938.08,509,-71848.1328125
156.6185,510,2287.71,2550000,15.1311,1920.5,510,-71918.9296875
156.6479,511,2318.22,2555000,15.0448,1964.14,511,-71719.828125
156.6992,512,2282.12,2560000,15.0186,1929.74,512,-71762.1171875
156.5199,513,2293.07,2565000,15.1634,1889.25,513,-72116.421875
156.571,514,2304.03,2570000,14.9969,1887.15,514,-72349.1953125
156.7026,515,2317.05,2575000,14.9601,1919.62,515,-72650.375
156.6757,516,2305.15,2580000,15.1158,1929.38,516,-72530.7109375
156.6172,517,2315.29,2585000,14.8721,1929.11,517,-72588.4296875
156.6742,518,2301.91,2590000,15.1328,1933.24,518,-72806.859375
156.5673,519,2312.99,2595000,15.0763,1949.95,519,-72873.9296875
156.6924,520,2342.49,2600000,15.0415,1924.15,520,-73173.4375
156.4003,521,2347.04,2605000,14.8894,1934.12,521,-72778.2890625
156.6904,522,2308.03,2610000,14.9674,1939.23,522,-73045.1484375
156.5777,523,2284.85,2615000,15.149,1941.87,523,-73469.84375
156.6488,524,2276.52,2620000,15.1593,1936.91,524,-73134.25
156.6083,525,2258.96,2625000,15.0617,1895.73,525,-73275.8125
156.6337,526,2129.27,2630000,14.9676,1895.46,526,-73038.1796875
156.8187,527,2237.67,2635000,14.937,1896.67,527,-73203.625
156.5526,528,2270.34,2640000,15.0479,1921.26,528,-73508.4296875
156.6536,529,2250.41,2645000,14.954,1854.46,529,-73389.0
156.4991,530,2292.5,2650000,14.8879,1898.15,530,-73536.8984375
156.6468,531,2272.08,2655000,14.8011,1934.47,531,-73905.859375
156.6665,532,2241.5,2660000,14.8545,1888.32,532,-73932.7265625
156.5905,533,2298.67,2665000,14.8841,1888.73,533,-73636.1328125
156.7033,534,2283.43,2670000,15.0324,1902.55,534,-74272.2578125
156.577,535,2298.3,2675000,14.9124,1916.83,535,-74239.6328125
156.6881,536,2258.59,2680000,14.8022,1852.72,536,-74151.2265625
156.6532,537,2289.26,2685000,15.1027,1910.66,537,-74435.7890625
156.7394,538,2305.85,2690000,14.92,1882.3,538,-74342.765625
156.6956,539,2298.29,2695000,14.9073,1829.36,539,-74299.984375
156.5732,540,2232.26,2700000,14.7264,1857.01,540,-74538.2890625
156.4894,541,2282.31,2705000,14.9983,1934.44,541,-74975.015625
156.6829,542,2261.84,2710000,14.6948,1913.96,542,-74440.59375
156.5736,543,2251.92,2715000,15.0688,1913.1,543,-75213.9453125
156.4701,544,2325.72,2720000,14.9566,1914.24,544,-75148.1953125
156.5182,545,2281.0,2725000,14.9845,1945.64,545,-75219.3671875
156.6017,546,2272.25,2730000,14.862,1921.56,546,-75221.0390625
156.624,547,2272.49,2735000,14.8524,1900.9,547,-75270.453125
156.538,548,2214.05,2740000,14.8675,1903.37,548,-75053.09375
156.51,549,2197.86,2745000,14.6397,1845.23,549,-74580.2578125
156.6555,550,2283.16,2750000,14.5533,1864.43,550,-74082.265625
156.7865,551,2267.41,2755000,14.9524,1938.98,551,-75534.4765625
156.5559,552,2286.44,2760000,14.7387,1907.07,552,-75556.453125
156.6373,553,2251.3,2765000,14.3845,1869.79,553,-74282.7578125
156.5371,554,2292.88,2770000,14.5526,1868.26,554,-74981.0
156.7121,555,2285.54,2775000,14.8183,1846.01,555,-75795.375
156.5383,556,2236.58,2780000,14.714,1859.72,556,-75804.25
156.5778,557,2219.07,2785000,14.7426,1927.03,557,-75972.0
156.4629,558,2144.39,2790000,14.8053,1857.73,558,-75451.5859375
156.5633,559,2176.32,2795000,14.8943,1953.73,559,-76187.4921875
156.6288,560,2315.14,2800000,14.9459,1871.89,560,-76502.6953125
156.6344,561,2313.74,2805000,14.7763,1863.74,561,-76288.765625
156.6,562,2244.41,2810000,14.8851,1875.45,562,-76771.2421875
156.6542,563,2220.35,2815000,14.8046,1851.79,563,-76378.5390625
156.5205,564,2283.23,2820000,14.9018,1892.06,564,-76842.984375
156.6046,565,2210.11,2825000,14.729,1759.54,565,-76375.5625
156.666,566,2289.57,2830000,14.8983,1822.98,566,-76271.734375
156.4361,567,2273.22,2835000,14.6372,1869.56,567,-76467.4921875
156.7019,568,2300.36,2840000,14.8541,1925.93,568,-77054.8125
156.5344,569,2231.95,2845000,14.9975,1918.97,569,-77260.4765625
156.5965,570,2312.41,2850000,14.8225,1896.16,570,-77112.9765625
156.6133,571,2327.63,2855000,14.8488,1898.93,571,-77467.625
156.5874,572,2207.66,2860000,14.9577,1898.51,572,-77515.3359375
156.5173,573,2298.39,2865000,14.7384,1934.89,573,-77330.484375
156.5049,574,2296.31,2870000,14.9298,1894.7,574,-77551.2578125
156.6178,575,2313.53,2875000,14.8514,1862.67,575,-77777.546875
156.6407,576,2287.42,2880000,14.7058,1882.79,576,-77391.6015625
156.5524,577,2265.03,2885000,14.6764,1901.61,577,-77571.9140625
156.6646,578,2305.76,2890000,14.7272,1849.15,578,-77740.984375
156.5944,579,2276.16,2895000,15.0164,1927.07,579,-78248.1015625
156.6643,580,2182.8,2900000,14.6873,1859.06,580,-77900.0546875
156.5557,581,2291.6,2905000,14.8105,1914.38,581,-78071.5390625
156.5124,582,2290.16,2910000,14.8646,1856.68,582,-77936.7890625
156.6298,583,2254.99,2915000,14.7557,1895.71,583,-78187.8515625
156.5431,584,2038.34,2920000,14.803,1825.36,584,-78357.46875
156.5143,585,2176.42,2925000,14.7033,1858.82,585,-77636.2578125
156.5835,586,2195.72,2930000,14.9326,1907.36,586,-78576.515625
156.5779,587,2285.47,2935000,14.6105,1895.55,587,-78113.2421875
156.538,588,2326.8,2940000,14.9252,1925.45,588,-78654.5078125
156.5207,589,1989.47,2945000,15.1415,1896.41,589,-78981.5625
156.6301,590,2308.04,2950000,15.032,1833.21,590,-78933.296875
156.7164,591,2307.54,2955000,14.5695,1832.3,591,-78326.875
156.6221,592,2327.97,2960000,14.9026,1897.93,592,-79113.3984375
156.4799,593,2282.52,2965000,14.813,1931.1,593,-78977.515625
156.5725,594,2296.82,2970000,14.9276,1884.85,594,-79346.4921875
156.6354,595,2049.53,2975000,14.9552,1916.64,595,-79240.421875
156.5184,596,2295.57,2980000,14.9431,1942.16,596,-79110.7265625
156.63,597,2320.15,2985000,15.079,1855.33,597,-79232.2578125
156.5365,598,2178.77,2990000,14.9921,1891.7,598,-79606.7578125
156.5434,599,2304.54,2995000,15.0101,1930.04,599,-79566.765625
