Itration,Real Det Return,Real Sto Return,Running Update Time,Reward Loss,Running Forward KL,Running Reverse KL,Running Env Steps
393,5903.97,5169.25,393,-55086.34765625,66.1371,57.4743,1965000
394,5615.98,4621.39,394,-53099.14453125,64.7811,55.9774,1970000
395,6190.63,5286.17,395,-55544.015625,66.8885,58.4231,1975000
396,6033.12,4506.5,396,-55636.68359375,68.0883,61.1014,1980000
397,5952.09,4666.07,397,-56239.7421875,68.0034,61.2713,1985000
398,5525.67,4275.53,398,-56435.78125,67.62,60.2308,1990000
399,6220.26,5300.9,399,-56470.7109375,67.8928,60.0938,1995000
400,5782.41,5678.67,400,-51868.80859375,64.2547,53.2083,2000000
401,6269.27,5428.48,401,-53957.69140625,65.6837,55.8661,2005000
402,5987.82,5314.93,402,-55814.35546875,66.9207,60.1132,2010000
403,6044.57,5586.17,403,-53383.2421875,65.3524,54.8598,2015000
404,6355.65,5747.63,404,-54020.9609375,65.356,55.2949,2020000
405,5886.2,4971.04,405,-55348.99609375,67.2335,61.5316,2025000
406,6065.92,5549.85,406,-57075.4453125,67.8543,61.2903,2030000
407,5986.62,4746.79,407,-58170.3359375,67.766,62.5662,2035000
408,6114.68,5016.43,408,-58505.05078125,68.7711,64.4291,2040000
409,6197.64,5330.85,409,-57394.24609375,66.8212,60.8012,2045000
410,5705.45,5234.89,410,-57451.05859375,68.1836,61.8644,2050000
411,6325.34,5526.57,411,-51479.33984375,64.1927,51.5791,2055000
412,6281.79,5359.49,412,-51408.05078125,64.3909,52.2684,2060000
413,6213.99,5229.84,413,-55011.984375,65.5327,56.5765,2065000
414,5807.48,5578.45,414,-59000.01171875,67.256,59.0606,2070000
415,5988.42,4474.09,415,-54954.89453125,64.8775,55.1869,2075000
416,5851.28,5200.83,416,-54462.2578125,65.773,57.514,2080000
417,6027.47,5242.77,417,-59698.21875,67.5986,63.339,2085000
418,5428.97,5363.78,418,-59751.55078125,68.3375,63.9909,2090000
419,6310.48,3872.41,419,-48792.203125,63.4432,47.3638,2095000
420,6058.37,5196.36,420,-59324.2578125,67.4494,60.7202,2100000
421,5913.01,4961.57,421,-59947.74609375,68.2649,62.4806,2105000
422,5883.1,5077.46,422,-59318.77734375,67.6424,60.0082,2110000
423,6100.13,4801.97,423,-59762.71484375,69.1362,65.068,2115000
424,6293.41,5365.56,424,-55533.77734375,65.3902,56.1748,2120000
425,5451.8,5081.07,425,-57107.59765625,64.9874,55.5236,2125000
426,6014.0,4813.08,426,-57457.375,65.5181,57.5447,2130000
427,6257.82,4663.22,427,-60479.80078125,68.792,60.0579,2135000
428,5928.53,5473.69,428,-57804.546875,65.9889,59.5789,2140000
429,5415.56,5290.43,429,-60764.65625,68.6212,65.0459,2145000
430,5667.46,5154.49,430,-60371.50390625,67.9567,62.5375,2150000
431,6250.55,5186.81,431,-56762.99609375,65.6641,57.3,2155000
432,6181.7,5560.55,432,-60209.8984375,68.8233,63.1287,2160000
433,5884.22,5120.34,433,-61132.6796875,69.4146,63.5252,2165000
434,6009.46,5093.24,434,-58467.74609375,67.2866,56.9763,2170000
435,6287.67,5536.68,435,-55076.09765625,64.2944,54.6267,2175000
436,5995.87,5666.3,436,-60076.80078125,67.7671,59.5156,2180000
437,5918.84,5380.84,437,-59104.26171875,66.5698,55.7026,2185000
438,6292.88,5307.05,438,-60715.70703125,68.2612,61.8561,2190000
439,5828.08,5150.39,439,-55955.01953125,64.9992,55.7553,2195000
440,6275.05,4952.55,440,-61020.76171875,67.655,61.418,2200000
441,5981.94,5108.95,441,-59879.23828125,66.936,56.8015,2205000
442,6202.88,5476.38,442,-61467.11328125,67.9655,61.0688,2210000
443,5868.78,5329.63,443,-56230.28125,65.0878,56.8928,2215000
444,6107.35,5133.51,444,-56263.140625,63.5064,53.4982,2220000
445,5869.31,5515.12,445,-61633.265625,68.6931,64.1545,2225000
446,6236.32,5081.73,446,-62002.234375,69.5231,62.4746,2230000
447,6110.95,5575.71,447,-62173.3984375,70.3019,64.7939,2235000
448,5423.78,5293.82,448,-61355.7578125,68.6438,60.9998,2240000
449,6073.95,4921.25,449,-57207.87890625,65.4043,57.5361,2245000
450,6039.43,4489.36,450,-55711.28515625,65.6358,55.0393,2250000
451,6025.5,4983.2,451,-61706.3125,70.1135,64.2474,2255000
452,5686.03,5098.36,452,-61576.5078125,68.4196,61.2735,2260000
453,6149.4,5459.14,453,-62792.3359375,69.0462,64.168,2265000
454,6125.97,5394.68,454,-59304.48046875,66.6134,58.1254,2270000
455,5832.63,5159.68,455,-63263.9296875,69.4303,65.4695,2275000
456,5404.67,4899.85,456,-57549.765625,66.6721,58.2333,2280000
457,5949.55,4985.31,457,-58584.13671875,66.9752,58.4078,2285000
458,6007.94,3875.19,458,-57589.48828125,65.1217,56.2471,2290000
459,5759.32,4982.49,459,-58872.2734375,66.1892,58.0506,2295000
460,6009.65,5194.16,460,-63948.1171875,69.4167,65.9277,2300000
461,5613.29,5218.37,461,-57495.625,65.6836,58.3488,2305000
462,5663.36,5360.94,462,-64074.63671875,69.7495,65.3906,2310000
463,6284.78,5395.27,463,-61266.48828125,67.8154,61.5211,2315000
464,6254.37,5843.28,464,-65175.29296875,70.7181,67.7132,2320000
465,5707.69,5642.04,465,-63895.20703125,69.7299,66.6228,2325000
466,5752.89,5393.43,466,-64941.5234375,69.59,65.5707,2330000
467,5936.73,4966.66,467,-57869.92578125,65.2315,58.6354,2335000
468,5603.27,4425.04,468,-61859.36328125,69.0597,63.6908,2340000
469,6177.66,5569.76,469,-64348.3515625,69.7503,66.4793,2345000
470,5823.9,4359.68,470,-64107.05859375,69.6182,66.4231,2350000
471,6162.12,5173.69,471,-65080.06640625,69.7257,68.2368,2355000
472,5513.68,5650.74,472,-57289.5234375,65.7567,56.1595,2360000
473,5958.74,5834.33,473,-65941.9296875,70.7039,67.2407,2365000
474,6216.64,5540.44,474,-61481.234375,67.5056,61.0089,2370000
475,5941.96,5405.74,475,-60649.25390625,66.3228,60.5574,2375000
476,5762.07,4813.3,476,-65623.3515625,69.1987,64.0291,2380000
477,5759.42,5800.58,477,-60458.9140625,66.9918,61.8614,2385000
478,5876.18,5330.8,478,-66340.234375,70.8589,68.6911,2390000
479,5385.49,5217.31,479,-55037.359375,66.2676,57.7861,2395000
480,5663.94,4476.08,480,-66265.609375,70.6242,67.8513,2400000
481,5569.37,5021.62,481,-66580.609375,71.1095,70.1189,2405000
482,6227.2,4837.44,482,-61341.19140625,67.433,63.0381,2410000
483,5279.14,4838.73,483,-59849.015625,66.9914,59.9627,2415000
484,6126.98,4186.64,484,-66606.109375,70.5178,69.2708,2420000
485,6016.76,5145.96,485,-67556.8515625,70.5507,67.477,2425000
486,5966.16,5225.73,486,-64493.5234375,67.8503,66.497,2430000
487,6006.9,4548.29,487,-65671.53125,69.758,66.0906,2435000
488,5922.96,4964.18,488,-68202.1796875,70.5782,69.6072,2440000
489,5784.73,5384.15,489,-65353.359375,70.1204,66.7535,2445000
490,5595.98,5198.22,490,-62482.1171875,66.133,63.0624,2450000
491,5203.37,5249.1,491,-62322.1015625,68.224,63.7863,2455000
492,6192.3,5291.07,492,-67698.71875,70.7749,69.1672,2460000
493,6071.94,5881.71,493,-67602.6015625,70.3616,69.3787,2465000
494,5482.55,4473.58,494,-64233.74609375,69.0783,64.5624,2470000
495,4822.36,4924.04,495,-63955.7265625,69.5409,65.8818,2475000
496,5852.22,5248.87,496,-67994.921875,70.0037,68.8991,2480000
497,5879.69,5091.95,497,-67904.296875,71.1505,69.7019,2485000
498,6317.58,5429.2,498,-67786.8203125,70.174,67.9226,2490000
499,5637.24,5207.25,499,-67681.1953125,68.7495,65.4714,2495000
500,4785.19,5342.88,500,-58451.3828125,65.4573,57.9041,2500000
501,5895.94,4854.95,501,-60555.48046875,65.2187,58.7395,2505000
502,6163.83,4414.35,502,-66035.8828125,68.9956,67.6326,2510000
503,6220.6,5427.48,503,-67335.609375,69.3227,65.6675,2515000
504,5530.75,5082.82,504,-57039.6328125,65.552,55.7455,2520000
505,6068.14,5187.34,505,-67673.390625,69.8399,68.1698,2525000
506,5611.07,4889.56,506,-67434.5546875,69.6359,67.5892,2530000
507,6145.84,5104.57,507,-59843.44140625,64.7384,54.9582,2535000
508,6242.92,4523.28,508,-68524.8046875,69.9789,67.3252,2540000
509,6094.2,5056.96,509,-65653.9140625,67.8507,62.3924,2545000
510,5879.51,4949.82,510,-67782.359375,67.4429,62.2523,2550000
511,5610.94,4647.45,511,-65769.078125,67.488,62.0081,2555000
512,6206.82,5505.11,512,-55964.5859375,64.851,53.7596,2560000
513,5537.7,5232.49,513,-63570.57421875,65.9869,60.6179,2565000
514,5504.55,4623.72,514,-62162.1953125,66.5499,61.0338,2570000
515,5594.34,4570.66,515,-69478.7578125,71.2398,70.3588,2575000
516,4464.85,4097.24,516,-59797.6640625,64.8296,57.5729,2580000
517,6302.88,5067.95,517,-69350.3984375,70.9352,70.9343,2585000
518,5951.86,5773.29,518,-62740.67578125,65.7101,58.0986,2590000
519,5274.57,5095.69,519,-64959.75390625,67.4297,61.4574,2595000
520,5282.54,5160.1,520,-67109.0390625,69.7533,65.4061,2600000
521,5122.92,4773.38,521,-69795.546875,69.2744,68.1997,2605000
522,5648.62,5367.9,522,-69117.4609375,70.0157,66.5132,2610000
523,6046.03,5586.43,523,-69551.9765625,70.03,67.884,2615000
524,5656.89,5604.9,524,-65178.734375,67.2363,62.5353,2620000
525,6193.56,5279.08,525,-69260.0390625,68.8138,68.2983,2625000
526,5810.74,5462.77,526,-62506.59375,68.1037,61.5144,2630000
527,5583.93,4704.95,527,-69698.6640625,71.1277,70.8821,2635000
528,5852.58,4562.38,528,-57529.41015625,65.8212,55.5616,2640000
529,6182.87,4962.19,529,-67105.390625,69.0447,66.0364,2645000
530,5833.39,4733.31,530,-63347.5234375,67.5546,61.7349,2650000
531,5263.14,5331.57,531,-63436.125,67.3682,62.8831,2655000
532,5222.91,4929.19,532,-70537.9296875,71.4733,70.1812,2660000
533,5676.42,4960.57,533,-69888.59375,70.0576,67.6786,2665000
534,5769.84,5439.39,534,-67741.5703125,67.7236,63.5574,2670000
535,5066.61,4923.79,535,-62546.38671875,68.0419,62.0333,2675000
536,5542.37,4381.37,536,-64893.91015625,67.7361,61.4893,2680000
537,5345.31,5883.97,537,-65946.5234375,69.4016,62.5734,2685000
538,5285.22,4966.87,538,-69131.140625,70.1622,67.963,2690000
539,5229.1,4885.11,539,-57048.7421875,68.8416,76.2563,2695000
540,5402.68,5138.92,540,-69252.8203125,69.1427,66.0151,2700000
541,6309.56,4916.67,541,-70028.859375,70.1532,66.4503,2705000
542,5395.67,5180.6,542,-67659.140625,69.1337,65.7216,2710000
543,5763.62,5233.95,543,-64292.8359375,67.1007,65.3805,2715000
544,5363.12,4981.03,544,-59650.83984375,69.2833,111.5053,2720000
545,3119.47,3047.53,545,-61751.6328125,67.3169,79.0689,2725000
546,3571.69,2376.39,546,-56316.17578125,68.489,105.0911,2730000
547,-494.65,-604.51,547,-28559.34375,88.2083,405.6155,2735000
548,-876.12,-969.83,548,-26941.84765625,83.0975,292.2958,2740000
549,-120.45,-100.45,549,-31855.623046875,78.538,198.4472,2745000
550,2706.65,1981.36,550,-38482.26171875,71.7781,64.7534,2750000
551,3490.43,3702.32,551,-53969.25390625,68.7631,67.5732,2755000
552,4671.53,4529.36,552,-56689.2421875,69.3884,58.9757,2760000
553,4235.59,3755.89,553,-68718.5078125,72.1636,69.0244,2765000
554,4759.36,4242.43,554,-64566.27734375,69.6105,72.7341,2770000
555,5015.41,4836.8,555,-68436.125,70.1659,63.4163,2775000
556,5587.64,4641.16,556,-63839.90625,68.4084,62.1413,2780000
557,5555.27,4945.37,557,-66204.296875,70.5038,71.2826,2785000
558,5178.11,4652.44,558,-66360.53125,70.9822,75.6782,2790000
559,5537.48,5186.34,559,-62837.7734375,68.8424,61.0313,2795000
560,5889.32,5081.07,560,-70487.5546875,70.8924,67.5692,2800000
561,5590.48,5222.21,561,-68066.0703125,71.1618,71.2459,2805000
562,5304.62,4841.59,562,-71036.828125,71.3578,68.2321,2810000
563,5228.29,4418.83,563,-68635.015625,69.1284,66.8378,2815000
564,5329.76,5377.43,564,-68168.6171875,67.9851,63.4966,2820000
565,4863.24,4538.42,565,-69190.7734375,69.6996,68.7372,2825000
566,5505.89,5463.67,566,-66389.0625,70.8631,70.4737,2830000
567,5439.86,5081.1,567,-69691.7734375,70.6698,68.8764,2835000
568,5059.35,4604.91,568,-67428.703125,70.2879,67.177,2840000
569,5907.91,5010.73,569,-66730.34375,69.1734,62.5217,2845000
570,5806.44,5101.23,570,-69739.2109375,70.766,66.5384,2850000
571,4755.47,4686.79,571,-69246.8828125,69.6432,67.2103,2855000
572,5453.14,5350.35,572,-70132.5078125,71.1483,66.7475,2860000
573,5863.75,5198.26,573,-69352.3125,69.6434,65.124,2865000
574,5486.21,4910.16,574,-68901.1484375,70.943,65.6055,2870000
575,4434.48,4364.78,575,-69983.03125,70.7539,69.2899,2875000
576,5687.78,5180.96,576,-69163.375,69.4412,62.5388,2880000
577,5535.88,4696.24,577,-66856.859375,70.0776,71.2294,2885000
578,4848.53,4728.54,578,-67987.265625,69.8764,66.529,2890000
579,5826.83,5152.6,579,-64917.4140625,68.7592,64.9662,2895000
580,5548.49,5407.56,580,-67562.4765625,69.9397,65.7307,2900000
581,5599.22,5074.51,581,-70627.9921875,70.6462,65.5892,2905000
582,5313.94,4928.27,582,-67699.7109375,68.6127,63.359,2910000
583,5907.33,5188.53,583,-66662.5546875,70.4084,70.3248,2915000
584,5496.14,5086.67,584,-71946.25,71.7401,70.3071,2920000
585,5205.44,4726.83,585,-69981.6171875,71.1348,69.2886,2925000
586,5549.19,4700.98,586,-70851.5390625,71.5183,67.6173,2930000
587,5113.1,4964.04,587,-72139.546875,70.9344,66.4024,2935000
588,5399.52,4964.53,588,-70045.3046875,70.2745,65.8743,2940000
589,5820.53,5509.94,589,-65579.03125,70.9419,67.7667,2945000
590,5776.04,5672.54,590,-70705.5546875,70.2942,65.8938,2950000
591,5691.11,4707.54,591,-67392.140625,67.7931,60.7308,2955000
592,5152.23,5338.47,592,-71653.8671875,70.9114,68.4349,2960000
593,6082.91,5069.36,593,-73195.421875,72.591,70.5716,2965000
594,5934.49,4498.56,594,-70202.640625,69.3641,61.7516,2970000
595,6051.11,5195.52,595,-72844.859375,71.5778,69.5903,2975000
596,6091.71,5530.06,596,-71162.7109375,69.5673,64.1416,2980000
597,5893.88,5094.12,597,-72813.6875,70.9751,66.6399,2985000
598,5549.88,4825.72,598,-73604.671875,71.9496,70.718,2990000
599,5071.21,5141.12,599,-72348.8671875,70.4415,66.1558,2995000
