Real Det Return,Real Sto Return,Running Forward KL,Running Env Steps,Running Update Time,Itration,Reward Loss,Running Reverse KL
735.53,606.78,452.3132,1625000,325,325,-83702.7734375,1555.2617
741.07,686.28,454.8282,1630000,326,326,-83360.8671875,909.2389
647.53,608.8,429.8745,1635000,327,327,-91945.671875,1741.8326
918.76,936.58,419.2158,1640000,328,328,-90233.9921875,1293.554
445.8,517.15,452.677,1645000,329,329,-92583.4609375,1711.4314
369.81,591.96,464.0219,1650000,330,330,-93307.4375,2290.1216
504.75,529.9,460.0171,1655000,331,331,-92894.1875,1002.284
713.32,642.47,445.0776,1660000,332,332,-93086.703125,2006.3259
458.21,477.87,466.4668,1665000,333,333,-94859.15625,1279.858
443.8,355.14,454.6995,1670000,334,334,-94996.953125,2129.5811
452.95,451.83,460.4913,1675000,335,335,-95389.4140625,2764.957
498.52,800.01,456.6853,1680000,336,336,-94933.8671875,1809.3866
428.08,417.22,479.9934,1685000,337,337,-94655.1875,1002.6606
809.24,630.92,461.5388,1690000,338,338,-95182.140625,2013.856
938.86,497.86,463.4033,1695000,339,339,-92388.6171875,850.1871
545.79,435.41,472.4512,1700000,340,340,-93179.390625,528.9926
396.12,627.55,475.5895,1705000,341,341,-94814.296875,1461.5611
468.3,466.57,480.8803,1710000,342,342,-93615.71875,908.9036
411.18,374.62,476.8889,1715000,343,343,-94623.9375,1117.7677
363.16,395.35,464.0798,1720000,344,344,-94829.0625,1659.3671
357.77,376.8,471.6573,1725000,345,345,-94916.3671875,1007.7909
246.07,266.91,497.0336,1730000,346,346,-96270.59375,1015.348
276.98,321.79,477.7408,1735000,347,347,-96335.71875,983.1536
258.55,214.61,495.0245,1740000,348,348,-96511.2421875,1424.3919
341.33,305.04,502.8907,1745000,349,349,-96230.84375,670.6941
398.47,383.25,483.5976,1750000,350,350,-96402.6953125,690.1552
330.97,307.69,502.7172,1755000,351,351,-96790.0625,1345.2312
226.17,191.46,497.8269,1760000,352,352,-96513.2109375,1611.9173
230.44,268.71,505.9611,1765000,353,353,-96321.671875,1356.5413
205.21,169.04,509.6148,1770000,354,354,-96100.0,1805.2457
126.39,135.78,658.7983,1775000,355,355,-97232.921875,3700.9764
165.77,152.27,518.9614,1780000,356,356,-96442.4609375,1588.6216
70.78,65.68,651.4736,1785000,357,357,-97788.515625,2056.3081
61.26,61.25,750.7046,1790000,358,358,-98053.8046875,2824.6316
63.13,63.89,735.2264,1795000,359,359,-96811.1796875,512.5434
59.21,59.95,750.2111,1800000,360,360,-97881.0390625,1711.8548
56.53,57.64,771.0387,1805000,361,361,-98311.3203125,1552.2493
62.71,63.56,748.8452,1810000,362,362,-98174.7890625,3046.7718
62.31,62.25,751.3464,1815000,363,363,-98317.0546875,1958.4568
62.22,62.37,728.6801,1820000,364,364,-97922.1171875,1676.3621
62.62,62.79,727.1549,1825000,365,365,-98001.640625,1978.6384
64.36,64.14,729.2673,1830000,366,366,-98472.828125,2139.7537
62.69,62.48,672.5694,1835000,367,367,-97444.2421875,1558.7444
62.32,62.42,674.2557,1840000,368,368,-96768.546875,588.4653
63.8,64.25,642.965,1845000,369,369,-96477.8671875,688.117
64.53,64.33,704.3724,1850000,370,370,-97624.5234375,753.6323
64.15,64.56,680.7749,1855000,371,371,-97606.5390625,895.9408
64.92,64.74,645.8511,1860000,372,372,-96499.3359375,1089.6989
61.86,62.67,697.0574,1865000,373,373,-97939.7734375,1971.0556
62.1,62.18,679.9487,1870000,374,374,-98082.375,1882.7965
61.89,62.52,681.1753,1875000,375,375,-97650.359375,1119.5018
205.15,197.21,605.3153,1880000,376,376,-96187.2890625,754.9612
59.13,59.74,610.7948,1885000,377,377,-95091.3046875,668.7461
432.99,416.48,529.4119,1890000,378,378,-94292.25,512.6171
415.13,409.99,511.839,1895000,379,379,-92396.859375,646.8927
469.6,469.31,513.3078,1900000,380,380,-87421.2421875,370.7664
391.82,393.91,513.8873,1905000,381,381,-90135.0,372.5778
359.9,369.04,513.5235,1910000,382,382,-89120.875,374.0241
419.28,430.41,528.0449,1915000,383,383,-92058.734375,388.0378
337.22,364.78,520.0417,1920000,384,384,-86541.8203125,333.7866
284.35,283.64,530.7874,1925000,385,385,-77409.171875,296.0347
447.98,440.9,524.0552,1930000,386,386,-76375.734375,295.4695
321.01,324.89,535.3455,1935000,387,387,-77882.859375,292.0468
430.57,436.8,502.1608,1940000,388,388,-78906.59375,288.7741
311.21,308.57,520.5827,1945000,389,389,-80548.640625,303.7442
363.37,347.22,502.8175,1950000,390,390,-81307.734375,313.5521
277.65,278.12,535.4984,1955000,391,391,-83303.0625,343.2898
366.57,383.18,516.5598,1960000,392,392,-81673.421875,324.5001
282.29,299.76,544.5615,1965000,393,393,-83256.2109375,308.2441
348.69,308.45,565.9679,1970000,394,394,-95850.0390625,1218.0176
266.48,237.61,569.171,1975000,395,395,-88349.6171875,274.5852
336.91,356.43,527.3612,1980000,396,396,-86885.96875,310.3589
318.38,281.53,525.0185,1985000,397,397,-85354.625,301.0879
140.72,144.24,549.2699,1990000,398,398,-88877.6796875,326.0658
196.42,184.44,506.3797,1995000,399,399,-91077.890625,317.9202
173.5,179.79,543.643,2000000,400,400,-88748.96875,303.249
113.36,119.91,622.1564,2005000,401,401,-89758.7734375,322.884
122.71,139.29,561.8848,2010000,402,402,-87370.7421875,330.7583
