Running Update Time,Real Sto Return,Running Reverse KL,Itration,Running Forward KL,Reward Loss,Real Det Return,Running Env Steps
385,5811.76,55.7328,385,66.618,-9974.8916015625,5994.65,1925000
386,5547.04,52.6341,386,65.312,-9918.951171875,6177.47,1930000
387,5185.53,49.9915,387,63.2636,-9692.3662109375,6366.99,1935000
388,5423.28,53.3445,388,65.0513,-10152.15625,6236.22,1940000
389,5704.86,54.7022,389,66.4141,-10172.060546875,6214.84,1945000
390,4512.69,53.4724,390,64.7764,-10114.0390625,5893.17,1950000
391,5439.9,51.7112,391,65.5223,-10008.541015625,5900.68,1955000
392,5151.8,49.5467,392,64.4542,-9741.962890625,6103.81,1960000
393,5393.51,49.9187,393,64.1034,-9723.8193359375,5878.43,1965000
394,5195.19,48.9217,394,63.8323,-9973.859375,6236.14,1970000
395,5317.33,55.131,395,67.0675,-10399.71875,6265.17,1975000
396,5085.06,53.1438,396,66.2893,-10372.5458984375,5993.48,1980000
397,5491.11,53.7479,397,65.3028,-10247.6513671875,5964.58,1985000
398,5292.78,50.2636,398,63.4359,-9442.564453125,5960.82,1990000
399,5471.32,44.9958,399,63.1391,-8923.4794921875,5782.93,1995000
400,5171.11,53.4204,400,65.1838,-10335.0390625,6009.18,2000000
401,5014.92,53.6894,401,64.9721,-10438.7265625,6246.71,2005000
402,5485.68,48.3691,402,64.0002,-9538.4697265625,6286.61,2010000
403,5388.46,55.4597,403,64.9803,-10441.10546875,5644.68,2015000
404,5661.52,54.6846,404,65.5974,-10583.095703125,6286.25,2020000
405,5518.31,48.9166,405,62.7061,-9630.861328125,5388.02,2025000
406,5124.28,52.2069,406,64.5396,-10449.7373046875,5783.9,2030000
407,5305.88,49.6101,407,63.7038,-10202.19140625,5780.51,2035000
408,4825.62,49.7878,408,62.7522,-9919.8056640625,5852.65,2040000
409,5216.96,52.3159,409,63.9544,-10192.95703125,5560.54,2045000
410,4978.87,49.4717,410,63.5294,-10234.13671875,5884.1,2050000
411,4100.64,48.5963,411,62.9162,-9487.3291015625,5262.09,2055000
412,4426.44,52.0819,412,64.8465,-10286.8125,5746.78,2060000
413,4771.36,48.1168,413,63.4108,-9531.3076171875,5434.63,2065000
414,4443.05,55.1491,414,66.4382,-10804.8359375,6082.7,2070000
415,5209.08,56.6627,415,66.0838,-10825.52734375,5610.73,2075000
416,4938.66,54.7606,416,66.4997,-10593.5205078125,5248.63,2080000
417,5255.69,55.8053,417,67.3549,-10993.361328125,5869.25,2085000
418,5259.4,51.7569,418,65.3467,-10873.3193359375,5892.11,2090000
419,4954.02,51.1904,419,63.589,-10355.40234375,5964.45,2095000
420,4446.79,46.9769,420,63.0861,-8871.4453125,5335.02,2100000
421,5799.16,54.7829,421,64.4379,-10963.72265625,5886.69,2105000
422,4421.67,55.7984,422,65.6851,-10970.7451171875,6277.09,2110000
423,4594.53,57.0055,423,66.4538,-10520.3828125,6176.88,2115000
424,5062.02,55.1762,424,66.3506,-10976.66015625,5664.52,2120000
425,4746.0,58.3397,425,66.7472,-11155.501953125,6137.1,2125000
426,4600.76,56.1404,426,66.253,-11295.0693359375,5882.03,2130000
427,4355.34,54.5275,427,65.2391,-11006.4296875,5314.11,2135000
428,4571.48,53.0131,428,64.8032,-10440.384765625,4699.39,2140000
429,5094.44,50.6414,429,64.3794,-10399.2080078125,4736.01,2145000
430,5142.63,50.7012,430,63.8095,-10819.8916015625,5713.4,2150000
431,5035.32,55.7606,431,64.6528,-11285.005859375,5517.69,2155000
432,4874.27,59.3766,432,67.2177,-11339.16015625,5322.43,2160000
433,5184.02,55.0543,433,66.0605,-11329.84765625,4977.01,2165000
434,5085.83,55.4665,434,66.5474,-11168.84765625,4934.74,2170000
435,5190.63,55.621,435,65.0433,-11143.3447265625,6059.57,2175000
436,4395.15,57.3488,436,65.6643,-11454.814453125,5650.3,2180000
437,4235.28,54.642,437,64.2168,-10949.0126953125,5628.34,2185000
438,4945.57,60.5761,438,67.1886,-11632.3212890625,5290.11,2190000
439,5633.11,57.3804,439,67.1542,-11566.5927734375,5544.16,2195000
440,4982.66,47.4003,440,64.1281,-9858.6767578125,6001.27,2200000
441,5251.27,51.8737,441,63.2089,-10549.724609375,5345.49,2205000
442,4759.67,55.4345,442,65.4466,-11586.080078125,5896.17,2210000
443,4341.66,59.0375,443,66.6307,-11596.5576171875,5310.88,2215000
444,5104.31,52.4702,444,63.9025,-10770.037109375,5775.83,2220000
445,4490.78,56.5463,445,65.6807,-11549.2353515625,5611.39,2225000
446,4817.74,53.4465,446,64.3032,-11577.8427734375,5732.98,2230000
447,4607.61,58.9518,447,65.6198,-11749.544921875,4799.51,2235000
448,5568.2,49.6568,448,62.6691,-10709.9326171875,5723.49,2240000
449,5302.31,55.1419,449,65.6801,-11359.0615234375,5787.01,2245000
450,5099.12,58.2779,450,65.3418,-11862.431640625,5805.08,2250000
451,5844.14,53.1153,451,65.1889,-11271.2919921875,5327.29,2255000
452,5182.15,51.4507,452,64.4937,-11403.6201171875,5911.91,2260000
453,5134.25,55.1386,453,64.687,-11748.3974609375,5842.66,2265000
454,5377.59,47.0824,454,62.4342,-9998.123046875,5095.9,2270000
455,4366.22,56.7793,455,66.5436,-11649.41015625,5096.24,2275000
456,5433.27,55.2771,456,64.3665,-11963.6640625,5414.85,2280000
457,5532.23,60.1083,457,67.8898,-12058.7021484375,6052.17,2285000
458,5263.85,57.9599,458,66.6884,-11914.0029296875,5303.96,2290000
459,5009.73,51.2444,459,64.198,-11259.775390625,5492.61,2295000
460,5138.69,52.9559,460,64.5599,-11351.3720703125,5827.63,2300000
461,5068.66,56.1004,461,65.612,-11881.0908203125,5952.31,2305000
462,4863.11,53.2338,462,64.7761,-11595.4814453125,4837.93,2310000
463,4586.16,57.1303,463,66.0449,-12173.1875,5852.65,2315000
464,4820.82,55.8532,464,66.3834,-12053.4091796875,6207.39,2320000
465,5437.51,58.9403,465,67.586,-12262.927734375,6181.81,2325000
466,5277.01,56.6389,466,66.7544,-12202.306640625,5982.46,2330000
467,5103.0,52.081,467,63.6477,-11486.6279296875,5473.79,2335000
468,4590.69,50.5384,468,63.2136,-11284.603515625,5879.91,2340000
469,4564.05,57.0083,469,67.0895,-12262.1552734375,5694.98,2345000
470,5104.11,59.9796,470,66.4639,-12484.6318359375,5740.72,2350000
471,5715.37,53.2086,471,64.0903,-11377.2177734375,6120.72,2355000
472,5269.88,54.4518,472,64.9091,-12319.087890625,5678.4,2360000
473,5172.23,54.1095,473,64.6139,-12052.3984375,6029.9,2365000
474,4918.11,54.4418,474,65.7434,-12338.7509765625,5725.87,2370000
475,5386.68,57.6588,475,65.9189,-12339.857421875,6098.42,2375000
476,5218.74,54.4707,476,66.0951,-12461.12109375,5596.74,2380000
477,4900.52,56.4374,477,65.6392,-12464.1474609375,6120.29,2385000
478,5586.87,45.4093,478,61.8554,-10179.6015625,5073.38,2390000
479,4933.0,54.4275,479,65.1892,-12414.828125,5801.85,2395000
480,4780.18,56.4817,480,66.9858,-12528.015625,5876.12,2400000
481,5173.92,45.9139,481,61.6838,-11045.1845703125,6152.88,2405000
482,4351.09,50.4694,482,63.9798,-12284.154296875,6130.66,2410000
483,5043.6,54.5867,483,64.6431,-12493.779296875,6064.76,2415000
484,5324.16,52.5092,484,64.0442,-12083.380859375,5725.07,2420000
485,4717.31,55.0234,485,65.8104,-12448.4423828125,5896.02,2425000
486,5188.11,47.1413,486,62.7605,-11323.7099609375,5862.93,2430000
487,4758.89,53.6209,487,65.4779,-12452.3486328125,5912.31,2435000
488,5181.51,49.0608,488,62.8249,-11479.970703125,5544.12,2440000
489,4729.68,46.4437,489,62.938,-11588.8076171875,5524.65,2445000
490,5229.63,49.8464,490,63.9744,-12329.9755859375,5645.44,2450000
491,5535.72,56.7149,491,66.6813,-12757.5439453125,5557.72,2455000
492,4595.29,54.481,492,65.2757,-12507.3984375,5422.4,2460000
493,4717.51,50.3806,493,64.0218,-12285.873046875,5705.71,2465000
494,5111.35,52.8705,494,64.6629,-12577.1923828125,6115.67,2470000
495,4918.33,54.1337,495,65.15,-12518.474609375,5683.22,2475000
496,5062.33,50.3417,496,64.3982,-12562.6591796875,5892.98,2480000
497,5537.93,47.3823,497,61.6676,-11554.8759765625,5492.02,2485000
498,5017.74,52.0239,498,64.6226,-12514.32421875,6162.98,2490000
499,4687.4,55.1976,499,65.6881,-12648.71484375,5482.14,2495000
500,4245.47,45.5212,500,62.7648,-11360.0185546875,6074.68,2500000
501,4824.6,54.457,501,65.4623,-12649.58203125,5497.19,2505000
502,5202.57,51.6955,502,64.8965,-12256.0771484375,5941.65,2510000
503,5355.13,47.515,503,63.3521,-11773.5458984375,6166.7,2515000
504,5263.79,50.9781,504,64.1541,-12312.51171875,5924.43,2520000
505,4984.47,53.0646,505,65.8603,-12803.228515625,5371.95,2525000
506,5040.96,48.3938,506,63.9304,-11769.4453125,5960.0,2530000
507,5421.44,55.4078,507,65.8391,-12790.4169921875,5131.8,2535000
508,4749.19,57.3723,508,66.6218,-12835.5517578125,5797.27,2540000
509,4307.57,43.5439,509,62.4925,-11073.2685546875,5754.25,2545000
510,5338.75,51.3634,510,63.9824,-12591.1748046875,5493.41,2550000
511,4628.2,48.3237,511,63.9181,-12179.259765625,5947.49,2555000
512,5323.42,44.9003,512,62.8914,-11858.412109375,5853.16,2560000
513,5662.37,51.0319,513,63.9977,-12742.4208984375,5885.1,2565000
514,5052.92,47.9512,514,64.4334,-12252.1162109375,5764.03,2570000
515,5310.86,45.667,515,61.8112,-11483.9970703125,5830.52,2575000
516,4912.55,50.0682,516,64.3067,-12041.97265625,5441.79,2580000
517,5025.61,40.8036,517,63.4032,-9435.392578125,5620.15,2585000
518,4084.69,52.9401,518,66.8527,-12962.9345703125,5618.11,2590000
519,4226.12,51.2392,519,65.3901,-12711.3212890625,5643.85,2595000
520,4424.23,44.9869,520,62.9003,-11604.5087890625,6112.69,2600000
521,4052.08,45.9677,521,62.2363,-11849.46484375,4647.52,2605000
522,4250.25,51.7475,522,64.6831,-12310.6884765625,5961.56,2610000
523,5604.59,53.2894,523,64.8802,-12681.462890625,6150.17,2615000
524,5418.36,49.7821,524,64.8854,-12932.23046875,5712.42,2620000
525,5021.12,56.0475,525,66.6321,-13221.7578125,6117.29,2625000
526,4247.31,46.5969,526,63.5559,-11532.23828125,5555.49,2630000
527,5084.09,45.5151,527,62.8835,-11152.5556640625,5781.85,2635000
528,4253.38,49.7761,528,64.2899,-12569.6552734375,5118.71,2640000
529,4493.38,51.5112,529,64.5288,-12524.916015625,5996.25,2645000
530,4831.52,51.0531,530,65.2301,-12007.57421875,5052.52,2650000
531,3700.88,51.8399,531,64.8124,-12598.5908203125,5830.45,2655000
532,4416.82,55.3476,532,66.3284,-12683.814453125,5506.41,2660000
533,5013.27,47.1343,533,62.1593,-11834.4189453125,5997.82,2665000
534,5244.52,54.006,534,65.5744,-13008.61328125,5321.8,2670000
535,4570.02,49.7207,535,63.5703,-12088.21484375,4859.57,2675000
536,5317.92,50.491,536,63.902,-12122.64453125,5021.8,2680000
537,5303.07,53.569,537,64.5372,-13215.7490234375,5159.71,2685000
538,4944.33,58.7567,538,67.3101,-13220.92578125,5534.51,2690000
539,5118.21,51.0743,539,65.4088,-12671.0029296875,5456.58,2695000
540,4833.31,57.1705,540,67.2762,-13504.701171875,5664.47,2700000
541,3308.62,44.0615,541,63.4206,-10439.2177734375,4442.22,2705000
542,4687.33,52.2917,542,65.2231,-13218.986328125,5396.3,2710000
543,5085.1,50.0209,543,64.7635,-12208.16796875,5062.58,2715000
544,5104.14,52.6922,544,66.0219,-12764.8388671875,5544.55,2720000
545,4922.88,53.6837,545,65.8434,-12929.2490234375,5364.65,2725000
546,4584.04,54.2304,546,65.3712,-12768.28125,5648.17,2730000
547,4972.93,56.0979,547,65.7989,-12575.9306640625,5152.74,2735000
548,5029.67,57.81,548,67.2749,-13368.015625,5941.47,2740000
549,4936.01,52.6796,549,64.6444,-12940.673828125,5766.1,2745000
550,5119.54,57.332,550,66.5745,-13428.103515625,5718.61,2750000
551,4192.14,46.7628,551,64.8211,-11447.1669921875,4456.92,2755000
552,4594.41,54.3362,552,65.4871,-11776.353515625,4872.06,2760000
553,4591.93,49.4604,553,64.5374,-12379.5341796875,5411.63,2765000
554,4592.24,51.4992,554,65.8412,-12471.763671875,4988.41,2770000
555,4428.03,57.1147,555,67.2799,-13621.3896484375,5744.59,2775000
556,4460.04,51.5365,556,65.5924,-12507.017578125,5417.66,2780000
557,4706.91,48.4139,557,63.9072,-12191.5400390625,5768.65,2785000
558,5269.82,52.9559,558,65.7255,-12456.2294921875,5737.78,2790000
559,5080.1,50.847,559,64.3967,-12499.6298828125,5853.94,2795000
560,4447.62,54.5383,560,66.0579,-13542.6201171875,5512.59,2800000
561,5148.72,52.1332,561,64.7556,-13415.5400390625,5427.6,2805000
562,5049.21,54.2613,562,65.3767,-13646.5810546875,5339.97,2810000
563,5476.67,55.3279,563,66.2906,-13542.646484375,6000.54,2815000
564,5649.1,55.838,564,66.5177,-13697.7138671875,5643.3,2820000
565,5553.48,53.0413,565,65.8634,-13524.4873046875,5269.87,2825000
566,5179.83,52.9628,566,63.9859,-13260.1982421875,6017.17,2830000
567,5484.46,47.2875,567,62.8953,-12208.0029296875,5624.24,2835000
568,4889.64,52.1436,568,64.8468,-13391.994140625,5497.14,2840000
569,-1053.38,133.8439,569,76.4029,-4216.94140625,-975.66,2845000
570,-413.71,63.6719,570,80.0277,-4292.51513671875,-402.66,2850000
571,-98.48,113.9543,571,74.8703,-5427.67919921875,-73.56,2855000
572,1861.12,58.0456,572,61.9339,-6184.86669921875,1449.9,2860000
573,2571.61,47.2687,573,61.3888,-7909.267578125,2798.61,2865000
574,2317.79,50.2339,574,61.5056,-9320.1484375,3075.48,2870000
575,1782.83,53.7545,575,66.2672,-10529.783203125,2634.24,2875000
576,3309.69,55.7876,576,66.5516,-12672.4375,4278.29,2880000
577,3440.18,55.8404,577,67.6187,-11984.44140625,5102.96,2885000
578,4200.91,57.2734,578,67.898,-12855.8212890625,4983.18,2890000
579,3779.2,57.4852,579,67.3493,-13263.66015625,4698.9,2895000
580,4479.42,54.9586,580,66.9341,-13257.8671875,5438.01,2900000
581,4704.44,54.0649,581,66.7171,-13334.337890625,5361.28,2905000
582,5007.61,50.1964,582,66.0934,-13240.408203125,5889.05,2910000
583,4832.4,53.5957,583,67.2394,-13152.3359375,5903.99,2915000
584,5441.43,53.3613,584,66.7245,-13302.009765625,5248.82,2920000
585,4867.65,53.2352,585,66.0213,-13200.61328125,5807.94,2925000
586,5010.45,53.5519,586,65.3625,-13393.6240234375,5916.27,2930000
587,5311.33,50.8696,587,65.2258,-13350.2861328125,5981.04,2935000
588,5055.41,53.4001,588,66.4777,-13510.0322265625,5491.75,2940000
589,5425.35,50.0157,589,65.314,-12923.7998046875,6015.3,2945000
590,5440.19,50.3692,590,65.1677,-13069.7900390625,5982.62,2950000
591,4980.42,45.5556,591,63.5556,-12470.232421875,5986.03,2955000
592,4487.23,44.0746,592,63.6933,-12900.78125,5759.0,2960000
593,4598.78,49.9094,593,66.3253,-13160.720703125,5079.11,2965000
594,4816.31,45.1485,594,64.1039,-12100.76171875,5846.79,2970000
595,4459.68,49.8916,595,66.0215,-12688.7783203125,5921.66,2975000
596,4918.02,47.7153,596,64.7949,-13129.376953125,5928.19,2980000
597,4803.3,48.5859,597,65.3118,-12929.771484375,5547.41,2985000
598,-554.39,205.1314,598,70.0125,-5854.115234375,-368.02,2990000
599,562.07,115.7137,599,65.0427,-8312.00390625,703.04,2995000
