Itration,Running Reverse KL,Reward Loss,Real Det Return,Running Env Steps,Real Sto Return,Running Update Time,Running Forward KL
384,208.4022,-10300.685546875,-558.62,1920000,-559.07,384,161.9296
385,22.7348,-10486.494140625,-645.48,1925000,-651.76,385,160.0091
386,260.1441,-9200.0859375,-432.75,1930000,-432.88,386,161.3863
387,247.7378,-9190.3798828125,-470.1,1935000,-470.04,387,161.1107
388,57.6418,-9400.154296875,-467.37,1940000,-464.69,388,160.6426
389,124.9902,-9559.12890625,-486.47,1945000,-483.42,389,161.2104
390,369.3792,-8929.517578125,-595.31,1950000,-584.13,390,160.4214
391,406.0438,-9681.7421875,-595.52,1955000,-595.57,391,162.5983
392,236.1874,-9795.2138671875,-605.9,1960000,-605.33,392,162.3401
393,410.6439,-9395.8837890625,-602.73,1965000,-602.73,393,162.0357
394,36.4479,-10618.4033203125,-879.5,1970000,-877.72,394,160.9514
395,25.4133,-11092.1669921875,-372.23,1975000,-380.49,395,159.8075
396,20.7304,-10946.791015625,-434.59,1980000,-428.92,396,158.5368
397,16.7161,-10875.189453125,-432.41,1985000,-432.17,397,158.3971
398,16.8621,-10569.4697265625,-36.19,1990000,-75.25,398,158.1158
399,15.1272,-10580.8193359375,-242.58,1995000,-237.51,399,158.3866
400,16.5763,-10638.03515625,-414.73,2000000,-442.3,400,158.6662
401,22.042,-10363.517578125,-682.8,2005000,-664.48,401,158.5571
402,256.4964,-9641.341796875,-487.54,2010000,-488.34,402,160.2687
403,405.3311,-9734.2861328125,-563.56,2015000,-563.54,403,162.2631
404,118.7528,-10024.3818359375,-409.89,2020000,-415.38,404,161.5577
405,55.9582,-10527.7822265625,-448.72,2025000,-460.99,405,161.991
406,38.9069,-10364.91015625,-378.63,2030000,-371.16,406,162.236
407,361.1928,-9884.87890625,-569.33,2035000,-569.31,407,161.4919
408,415.964,-9905.7412109375,-595.17,2040000,-595.17,408,161.5786
409,137.5972,-9842.01171875,-554.59,2045000,-553.77,409,161.3731
410,30.9919,-10680.5703125,-403.36,2050000,-391.74,410,160.6622
411,36.8902,-11029.068359375,-356.28,2055000,-341.36,411,159.9484
412,23.7674,-10842.880859375,-241.44,2060000,-246.65,412,159.9992
413,400.8497,-9215.9755859375,-600.81,2065000,-600.81,413,162.3688
414,407.8889,-9963.4716796875,-595.71,2070000,-595.71,414,162.289
415,306.0509,-10164.8447265625,-583.28,2075000,-581.68,415,161.9362
416,76.0728,-12083.765625,-677.58,2080000,-677.81,416,162.2841
417,351.1258,-10311.177734375,-601.34,2085000,-588.05,417,158.6945
418,257.5496,-9839.21875,-575.05,2090000,-588.05,418,158.8795
419,171.0679,-8818.29296875,-546.15,2095000,-466.74,419,158.2048
420,35.438,-8800.1904296875,-853.69,2100000,-865.19,420,157.9545
421,125.1616,-10721.8798828125,-641.19,2105000,-645.11,421,158.3974
422,27.8267,-11481.294921875,-497.0,2110000,-547.56,422,158.173
423,109.7861,-10637.9853515625,-744.52,2115000,-728.08,423,157.615
424,27.2796,-10541.048828125,-418.93,2120000,-300.28,424,157.9883
425,45.9754,-10980.068359375,-748.95,2125000,-737.8,425,157.8942
426,90.1563,-11308.69921875,-687.88,2130000,-688.84,426,158.2682
427,29.3585,-11733.9365234375,-815.36,2135000,-838.54,427,158.4816
428,23.8782,-11588.271484375,-880.87,2140000,-847.47,428,158.7763
429,58.3786,-12077.5185546875,-854.66,2145000,-883.83,429,158.9933
430,23.1572,-12058.2109375,-785.71,2150000,-803.56,430,158.699
431,55.1183,-11653.1083984375,-629.16,2155000,-572.12,431,158.2833
432,41.9729,-11362.3076171875,-662.04,2160000,-687.96,432,158.6947
433,33.2156,-11211.80078125,-765.85,2165000,-746.25,433,158.8663
434,49.9775,-11322.359375,-615.89,2170000,-656.08,434,158.7889
435,50.2988,-10927.4365234375,-619.7,2175000,-622.78,435,159.6273
436,357.894,-10317.458984375,-619.35,2180000,-614.94,436,160.9605
437,48.9714,-11407.88671875,-853.16,2185000,-905.46,437,158.7626
438,38.4281,-10977.7724609375,-598.05,2190000,-604.29,438,159.316
439,53.2714,-10942.4306640625,-559.17,2195000,-522.26,439,160.812
440,392.8789,-10204.623046875,-590.24,2200000,-587.68,440,160.8424
441,214.7632,-9953.4140625,-642.38,2205000,-658.3,441,157.7542
442,203.7097,-10957.07421875,-918.88,2210000,-1007.01,442,161.9706
443,104.3729,-10014.8876953125,-1016.97,2215000,-1023.44,443,158.0536
444,39.8524,-10314.89453125,-971.8,2220000,-976.82,444,157.9607
445,330.0487,-10135.7890625,-647.74,2225000,-619.24,445,159.0383
446,28.0901,-9799.736328125,-650.01,2230000,-803.46,446,157.3052
447,26.6293,-11275.736328125,-427.18,2235000,-401.06,447,157.2159
448,24.2847,-10918.39453125,-649.86,2240000,-603.59,448,156.9277
449,28.1524,-10616.3798828125,-575.38,2245000,-545.13,449,156.9714
450,59.0911,-9967.9912109375,-654.52,2250000,-605.88,450,157.315
451,27.6533,-9565.97265625,-747.2,2255000,-716.62,451,157.446
452,24.2589,-13600.1171875,-639.55,2260000,-888.59,452,158.044
453,28.4908,-11157.3525390625,-437.46,2265000,-305.52,453,157.5559
454,192.4639,-10643.2900390625,-627.68,2270000,-671.65,454,157.8425
455,24.3133,-12732.0390625,-757.04,2275000,-787.94,455,157.6227
456,24.6155,-13782.822265625,-1328.02,2280000,-1291.31,456,158.5933
457,21.9163,-13271.2333984375,-1293.8,2285000,-1239.86,457,158.7238
458,23.3857,-13554.9189453125,-1370.27,2290000,-1303.39,458,158.817
459,61.5511,-12355.9326171875,-776.64,2295000,-744.99,459,157.8129
460,18.3571,-12698.3486328125,-291.94,2300000,-355.69,460,157.8221
461,331.2086,-10624.3310546875,-596.51,2305000,-558.39,461,158.883
462,308.1451,-10901.7265625,-737.41,2310000,-718.32,462,159.2407
463,28.1556,-13965.1201171875,-1576.33,2315000,-1415.04,463,159.8042
464,51.7949,-13284.193359375,-1727.82,2320000,-1714.61,464,159.354
465,22.9323,-13252.5537109375,-811.84,2325000,-782.29,465,158.9114
466,63.1343,-12635.404296875,-762.98,2330000,-829.91,466,158.7467
467,43.2148,-13015.6650390625,-837.82,2335000,-746.8,467,158.7388
468,68.1402,-13172.763671875,-506.27,2340000,-456.11,468,158.912
469,28.678,-12876.1171875,-644.05,2345000,-648.29,469,158.2743
470,19.9831,-12766.0146484375,-452.4,2350000,-605.82,470,157.7681
471,26.3691,-12630.5712890625,-431.16,2355000,-404.06,471,157.836
472,20.2047,-13300.4716796875,-932.93,2360000,-998.25,472,158.3167
473,24.5288,-12914.44921875,-714.43,2365000,-756.62,473,158.1818
474,45.6989,-12366.677734375,-492.1,2370000,-491.52,474,158.0935
475,38.8204,-12942.947265625,-872.62,2375000,-865.2,475,158.6843
476,36.3711,-12682.2548828125,-705.97,2380000,-741.19,476,158.6343
477,26.504,-13955.95703125,-994.93,2385000,-1034.01,477,158.4638
478,18.3071,-13254.37890625,-781.24,2390000,-737.86,478,158.3449
479,17.5771,-13020.0771484375,-617.25,2395000,-656.54,479,158.1433
480,152.537,-11058.4970703125,-633.24,2400000,-497.74,480,157.5135
481,32.2246,-12714.927734375,-1018.88,2405000,-1016.18,481,158.4973
482,138.6923,-11574.615234375,-560.74,2410000,-613.11,482,158.199
483,31.6214,-11954.0546875,-894.19,2415000,-863.46,483,158.7695
484,20.5584,-12946.4755859375,-875.43,2420000,-846.17,484,158.3888
485,19.8529,-12786.7470703125,-894.64,2425000,-932.76,485,158.9062
486,49.4241,-12592.3916015625,-835.27,2430000,-790.97,486,158.6059
487,26.9316,-11870.4560546875,-566.97,2435000,-574.05,487,158.5282
488,25.6462,-13510.7822265625,-923.07,2440000,-932.4,488,158.5798
489,24.386,-13611.3759765625,-950.34,2445000,-978.81,489,158.4595
490,26.9562,-15037.6181640625,-1061.06,2450000,-1036.06,490,158.4844
491,29.3846,-15440.7783203125,-935.45,2455000,-925.16,491,159.3194
492,60.7678,-13520.2939453125,-784.63,2460000,-715.74,492,158.1889
493,24.981,-14331.873046875,-765.58,2465000,-783.03,493,159.1192
494,25.1031,-14298.24609375,-899.59,2470000,-905.07,494,159.002
495,23.8708,-15074.2509765625,-721.31,2475000,-691.98,495,158.7373
496,120.2436,-13548.0498046875,-693.56,2480000,-709.56,496,159.5759
497,24.359,-12720.1650390625,-724.68,2485000,-723.68,497,158.6847
498,50.3067,-13359.86328125,-469.66,2490000,-481.62,498,159.0474
499,51.4254,-13988.9052734375,-388.92,2495000,-403.8,499,159.6294
500,34.4984,-15657.0400390625,-718.74,2500000,-702.23,500,158.9592
501,20.7431,-13316.0859375,-766.02,2505000,-747.31,501,158.4081
502,27.4063,-14382.8427734375,-881.99,2510000,-869.26,502,159.4044
503,37.4312,-13530.2314453125,-736.84,2515000,-776.39,503,158.7565
504,89.9448,-12675.498046875,-315.34,2520000,-482.17,504,157.5857
505,116.0402,-13085.4375,-750.45,2525000,-738.28,505,158.7487
506,22.4875,-14144.0234375,-356.88,2530000,-406.3,506,157.6223
507,20.6692,-14721.6337890625,-933.87,2535000,-986.09,507,158.7734
508,17.96,-15112.541015625,-789.06,2540000,-756.01,508,158.7979
509,17.5021,-14946.6669921875,-664.49,2545000,-684.46,509,158.76
510,15.4834,-14287.0126953125,-633.47,2550000,-669.75,510,157.8516
511,14.3183,-13404.75,-770.65,2555000,-740.36,511,157.7353
512,16.3295,-13572.6435546875,-869.18,2560000,-898.11,512,157.9232
513,17.6168,-12254.603515625,-771.71,2565000,-834.63,513,158.0574
514,48.2362,-12195.896484375,-618.39,2570000,-655.97,514,158.2041
515,15.7887,-12591.5732421875,-454.03,2575000,-507.07,515,157.4491
516,34.8323,-11828.8115234375,-625.3,2580000,-660.35,516,158.3147
517,20.5827,-11768.7890625,-426.52,2585000,-483.29,517,157.1501
518,18.1042,-11904.81640625,-570.0,2590000,-604.15,518,157.6197
519,17.7752,-11717.455078125,-931.21,2595000,-1077.74,519,157.1867
520,15.6134,-12691.560546875,-966.66,2600000,-971.99,520,157.7393
521,16.3937,-13514.5341796875,-1117.12,2605000,-1052.32,521,157.8643
522,15.0811,-13794.763671875,-1080.39,2610000,-968.19,522,157.5983
523,14.274,-13113.0654296875,-1027.04,2615000,-980.2,523,157.4821
524,15.2876,-13192.5634765625,-751.65,2620000,-736.28,524,157.2225
525,15.1318,-13442.9287109375,-929.64,2625000,-920.53,525,157.5875
526,16.5721,-13215.5068359375,-499.46,2630000,-673.49,526,157.0976
527,21.9238,-13560.068359375,-973.94,2635000,-993.63,527,157.385
528,14.3566,-14378.244140625,-1277.97,2640000,-1236.35,528,157.4513
529,16.0852,-14508.044921875,-1016.16,2645000,-1117.5,529,157.6764
530,15.2304,-14270.24609375,-926.94,2650000,-944.16,530,157.5865
531,47.8727,-13301.8583984375,-792.51,2655000,-750.69,531,157.2782
532,14.6692,-13653.740234375,-1004.83,2660000,-973.45,532,157.5594
533,16.3784,-13847.7578125,-858.05,2665000,-889.57,533,157.6487
534,16.1944,-14343.201171875,-1042.01,2670000,-1018.01,534,158.0166
535,14.0698,-13994.791015625,-885.5,2675000,-835.8,535,157.5093
536,26.5293,-13124.8984375,-845.76,2680000,-837.56,536,157.0741
537,15.8121,-13782.767578125,-933.54,2685000,-924.35,537,157.289
538,21.2374,-13602.1083984375,-808.5,2690000,-856.04,538,157.0329
539,22.1928,-13352.30078125,-996.42,2695000,-1058.4,539,157.7268
540,17.1141,-13310.4384765625,-863.54,2700000,-892.38,540,157.5515
541,17.0244,-13692.1064453125,-863.99,2705000,-786.1,541,157.1762
542,16.0847,-13852.60546875,-1046.72,2710000,-955.92,542,157.3408
543,16.5736,-13834.9013671875,-958.22,2715000,-876.1,543,156.9668
544,17.6532,-14207.3388671875,-753.72,2720000,-815.38,544,157.0186
545,36.8511,-13377.80859375,-572.21,2725000,-651.04,545,156.2181
546,14.2231,-14170.505859375,-572.65,2730000,-667.16,546,156.8606
547,16.6446,-14118.7548828125,-683.32,2735000,-617.72,547,156.6556
548,14.5131,-14111.328125,-731.65,2740000,-759.1,548,156.613
549,16.9222,-14740.7890625,-790.32,2745000,-873.97,549,156.7536
550,19.6442,-13767.447265625,-639.42,2750000,-647.61,550,156.2448
551,18.0085,-13740.82421875,-710.74,2755000,-645.11,551,156.5114
552,13.4498,-13964.1376953125,-559.1,2760000,-501.23,552,156.2236
553,13.8055,-13719.0498046875,-416.97,2765000,-496.81,553,156.5474
554,13.5265,-13711.421875,-221.8,2770000,-257.99,554,156.3336
555,13.6868,-13807.66015625,-503.53,2775000,-408.03,555,156.48
556,13.9054,-13467.59765625,-483.58,2780000,-509.44,556,156.2177
557,14.5197,-13221.0810546875,-491.16,2785000,-416.22,557,156.076
558,13.9492,-14314.4326171875,-544.54,2790000,-726.22,558,157.2694
559,13.9643,-13958.6875,-450.4,2795000,-426.82,559,156.7226
560,14.0242,-14113.8740234375,-488.27,2800000,-496.79,560,156.6794
561,20.4843,-14001.24609375,-695.52,2805000,-656.93,561,156.4912
562,15.0696,-13940.33984375,-146.44,2810000,-247.14,562,156.4302
563,14.5974,-13508.447265625,-390.43,2815000,-378.54,563,156.0424
564,15.2148,-13803.048828125,-420.0,2820000,-322.2,564,156.2539
565,13.7444,-13780.9169921875,-144.44,2825000,-180.69,565,155.8043
566,14.5372,-14438.572265625,-399.22,2830000,-387.02,566,156.6596
567,15.1166,-14038.990234375,-405.49,2835000,-316.86,567,156.8255
568,16.8983,-13951.85546875,-348.27,2840000,-338.06,568,156.6515
569,24.6638,-13679.2294921875,-360.05,2845000,-328.96,569,155.7128
570,12.977,-13880.3662109375,-274.67,2850000,-376.48,570,156.7119
571,15.7236,-14655.205078125,-749.11,2855000,-665.58,571,156.8565
572,12.8955,-14383.8193359375,-544.78,2860000,-489.75,572,155.8965
573,12.5028,-14470.197265625,-460.86,2865000,-294.18,573,155.8607
574,14.8987,-14321.947265625,-666.05,2870000,-629.42,574,155.8515
575,15.8712,-14288.66015625,-629.35,2875000,-646.76,575,156.4135
576,15.9687,-14448.96484375,-651.89,2880000,-634.93,576,156.2122
577,14.1543,-14270.08984375,-325.22,2885000,-525.22,577,155.9707
578,12.8799,-14672.3232421875,-395.71,2890000,-478.33,578,156.2833
579,11.7462,-14647.619140625,-596.01,2895000,-655.45,579,156.2065
580,12.5914,-15023.607421875,-538.69,2900000,-505.29,580,156.3961
581,13.7232,-14951.25,-624.67,2905000,-478.05,581,156.3793
582,13.1175,-14562.810546875,-431.26,2910000,-541.97,582,156.2834
583,21.4996,-14068.623046875,-327.07,2915000,-356.19,583,156.7224
584,12.5672,-14473.0029296875,-332.52,2920000,-390.11,584,156.2222
585,12.212,-14510.4677734375,-492.22,2925000,-437.94,585,156.3971
586,13.9432,-14162.25390625,-160.44,2930000,-285.01,586,156.289
587,13.2331,-14389.8408203125,-268.47,2935000,-369.47,587,156.2036
588,13.3723,-14506.36328125,-441.8,2940000,-426.41,588,156.4367
589,15.7829,-14735.3173828125,-679.79,2945000,-668.81,589,156.685
590,12.7502,-14889.1904296875,-626.91,2950000,-629.5,590,156.5173
591,33.1909,-14399.560546875,-625.5,2955000,-583.82,591,156.4613
592,13.3903,-14805.0693359375,-684.82,2960000,-678.25,592,156.3942
593,13.4731,-15071.8603515625,-567.66,2965000,-539.24,593,156.1731
594,14.0853,-15377.0947265625,-530.59,2970000,-496.75,594,156.1351
595,14.3844,-15138.103515625,-444.1,2975000,-589.83,595,156.5655
596,16.7932,-14815.849609375,-399.39,2980000,-410.27,596,156.0908
597,37.2645,-14630.6044921875,-397.17,2985000,-423.21,597,156.3972
598,15.16,-14760.8681640625,-416.95,2990000,-395.41,598,156.1975
599,13.9841,-15175.6728515625,-343.26,2995000,-376.21,599,156.1968
