Running Forward KL,Running Update Time,Real Sto Return,Itration,Reward Loss,Real Det Return,Running Env Steps,Running Reverse KL
37.2222,1142,4787.82,1142,-11951.3583984375,4866.65,5710000,16.4415
37.324,1143,4580.39,1143,-12132.646484375,4863.58,5715000,17.1558
37.5862,1144,4633.68,1144,-12118.658203125,4696.5,5720000,17.667
37.9148,1145,4851.88,1145,-11153.904296875,4920.05,5725000,17.8303
38.0292,1146,4802.56,1146,-12513.033203125,4862.72,5730000,18.0338
37.8916,1147,4763.31,1147,-11966.78125,4855.72,5735000,17.5713
38.682,1148,4691.99,1148,-12694.3486328125,4779.59,5740000,18.8172
37.604,1149,4732.07,1149,-12169.271484375,4795.27,5745000,16.8133
38.2188,1150,4595.46,1150,-12714.5732421875,4656.31,5750000,20.3398
38.072,1151,4642.15,1151,-12344.734375,4732.3,5755000,17.086
37.8685,1152,4632.17,1152,-11985.35546875,4719.46,5760000,16.8958
38.3389,1153,4436.14,1153,-12570.6103515625,4630.5,5765000,18.3887
38.7405,1154,4217.33,1154,-12972.8125,3759.33,5770000,26.4216
37.4652,1155,4481.26,1155,-12442.6328125,4632.39,5775000,18.8014
38.8057,1156,4295.57,1156,-12995.8251953125,4458.02,5780000,18.6577
38.4969,1157,4571.57,1157,-12719.1865234375,4647.07,5785000,17.7691
38.5718,1158,3445.25,1158,-13572.2451171875,4691.42,5790000,22.0229
38.0898,1159,4029.62,1159,-12410.619140625,4781.46,5795000,16.424
37.3392,1160,3410.21,1160,-12819.0322265625,4742.36,5800000,16.9908
38.7362,1161,4532.43,1161,-12868.6455078125,4801.01,5805000,16.9457
38.0881,1162,4646.39,1162,-12692.953125,4713.28,5810000,16.7297
37.9785,1163,4635.94,1163,-12543.3671875,4691.58,5815000,17.1798
38.0282,1164,4530.98,1164,-12510.4970703125,4668.19,5820000,17.8768
38.4406,1165,4614.94,1165,-12513.169921875,4736.16,5825000,16.7016
38.4137,1166,4277.75,1166,-12855.9228515625,2794.71,5830000,16.6545
40.4252,1167,1844.81,1167,-14074.5224609375,239.78,5835000,25.2825
38.2085,1168,4046.52,1168,-12560.7373046875,4607.65,5840000,18.5735
39.0693,1169,3820.11,1169,-13151.6494140625,4229.83,5845000,19.9615
38.0609,1170,4637.28,1170,-12117.873046875,4728.33,5850000,17.8252
38.1605,1171,4467.63,1171,-11884.2373046875,4672.75,5855000,16.7151
38.7118,1172,4266.04,1172,-12360.5068359375,4727.84,5860000,17.6885
38.6718,1173,4650.9,1173,-12803.119140625,4692.66,5865000,16.0845
38.7908,1174,4083.1,1174,-12522.197265625,4775.16,5870000,15.8846
37.9766,1175,3404.71,1175,-12427.171875,4782.47,5875000,16.105
38.7479,1176,3979.43,1176,-12930.6416015625,4785.46,5880000,17.0617
38.4158,1177,4714.26,1177,-12667.337890625,4800.9,5885000,16.9135
38.7324,1178,4537.98,1178,-12879.455078125,4761.81,5890000,16.0926
38.8172,1179,4022.23,1179,-12974.1435546875,4672.17,5895000,15.246
52.3114,1180,-0.41,1180,-13581.708984375,-3.27,5900000,26.5284
38.6787,1181,4318.12,1181,-12827.7861328125,3742.46,5905000,15.8398
39.4574,1182,4408.05,1182,-12774.427734375,4846.19,5910000,15.8584
38.5951,1183,4617.21,1183,-12570.107421875,4789.63,5915000,18.2709
39.1759,1184,3778.97,1184,-12870.4326171875,4446.49,5920000,17.4911
38.9179,1185,4097.88,1185,-12594.435546875,4669.79,5925000,18.6398
38.5783,1186,4365.27,1186,-12464.224609375,4861.68,5930000,17.1453
38.3967,1187,1701.35,1187,-12976.7265625,4133.22,5935000,14.8091
38.4468,1188,4196.43,1188,-13140.474609375,4753.14,5940000,16.2698
37.7209,1189,4459.55,1189,-11947.92578125,4728.2,5945000,16.6646
38.2269,1190,4709.22,1190,-12828.794921875,4767.74,5950000,17.4667
38.3002,1191,4363.98,1191,-12082.09375,4740.78,5955000,17.897
38.8381,1192,4579.34,1192,-12356.2412109375,4768.94,5960000,17.1709
38.5314,1193,4712.37,1193,-12498.20703125,4789.96,5965000,16.9025
38.2182,1194,4560.62,1194,-12143.12890625,4736.47,5970000,17.7296
38.0127,1195,4523.42,1195,-12771.9248046875,4689.42,5975000,17.3768
37.7363,1196,4670.98,1196,-12146.7509765625,4697.82,5980000,16.6354
38.3111,1197,4662.21,1197,-12688.45703125,4709.41,5985000,16.8918
38.9455,1198,4531.08,1198,-13080.361328125,4645.25,5990000,17.7129
38.0998,1199,4613.31,1199,-12789.95703125,4645.72,5995000,18.2006
38.5148,1200,4586.24,1200,-13145.330078125,4637.12,6000000,17.976
38.6988,1201,4622.09,1201,-12920.6201171875,4651.57,6005000,17.6593
38.517,1202,4590.18,1202,-12880.4892578125,4608.73,6010000,17.4753
37.8221,1203,4595.85,1203,-12592.1689453125,4625.41,6015000,17.4046
38.2718,1204,4578.75,1204,-12546.7265625,4622.98,6020000,17.9683
37.8161,1205,4568.84,1205,-12961.419921875,4528.09,6025000,17.3434
37.4892,1206,4654.54,1206,-12539.134765625,4706.5,6030000,16.4236
38.0422,1207,3975.67,1207,-12573.7021484375,4665.35,6035000,16.7531
37.3277,1208,4669.56,1208,-12151.6220703125,4701.81,6040000,17.2285
