Running Update Time,Reward Loss,Running Reverse KL,Running Env Steps,Itration,Running Forward KL,Real Sto Return,Real Det Return
394,-72374.9140625,15.3498,1970000,394,156.64,1977.83,2334.78
395,-72443.6640625,15.1386,1975000,395,156.5323,1976.94,2334.5
396,-72246.8203125,15.1762,1980000,396,156.5107,1956.79,2346.61
397,-72590.2578125,15.2245,1985000,397,156.5993,1987.12,2340.66
398,-72613.7734375,15.4645,1990000,398,156.7243,1978.12,2340.48
399,-72433.6328125,15.1567,1995000,399,156.5248,1972.85,2328.48
400,-72995.0234375,15.2207,2000000,400,156.4569,1990.81,2368.63
401,-73123.0625,15.3213,2005000,401,156.546,1977.76,2363.16
402,-73074.984375,15.1033,2010000,402,156.5037,1941.5,2332.25
403,-72913.4921875,15.3101,2015000,403,156.5732,1987.7,2343.09
404,-73038.0703125,15.2119,2020000,404,156.5122,1987.37,2358.57
405,-73307.546875,15.1853,2025000,405,156.5986,1970.86,2346.81
406,-73083.984375,15.3382,2030000,406,156.5967,1989.32,2347.99
407,-73528.8984375,15.2169,2035000,407,156.5222,1971.8,2343.69
408,-73577.296875,15.3918,2040000,408,156.4579,1989.95,2340.87
409,-73338.8671875,15.1673,2045000,409,156.3662,1977.07,2336.8
410,-73390.1015625,15.1231,2050000,410,156.5938,1965.62,2313.39
411,-73646.6484375,15.0871,2055000,411,156.5051,1956.82,2317.69
412,-73687.484375,15.2894,2060000,412,156.4469,1978.31,2331.15
413,-73733.625,14.9792,2065000,413,156.53,1957.94,2300.57
414,-73668.578125,15.2028,2070000,414,156.5374,1955.35,2319.68
415,-73924.7109375,15.064,2075000,415,156.505,1970.89,2320.75
416,-74303.203125,15.2536,2080000,416,156.6393,1976.37,2332.8
417,-73853.1328125,15.0529,2085000,417,156.429,1944.63,2310.42
418,-74107.6953125,15.0388,2090000,418,156.4448,1963.79,2330.53
419,-74471.3046875,15.1962,2095000,419,156.5514,1991.1,2341.49
420,-74149.40625,15.0708,2100000,420,156.6912,1970.87,2353.07
421,-74223.4140625,15.1106,2105000,421,156.4446,1971.42,2315.44
422,-74515.484375,15.1572,2110000,422,156.5979,1984.13,2350.06
423,-74510.8671875,15.0926,2115000,423,156.4596,1970.5,2327.79
424,-74490.2890625,15.1644,2120000,424,156.4793,1983.48,2339.29
425,-74848.7265625,15.2037,2125000,425,156.5755,1990.9,2342.42
426,-74608.34375,15.1049,2130000,426,156.5457,2000.9,2355.45
427,-74755.0078125,15.1269,2135000,427,156.5282,1995.97,2318.96
428,-74718.453125,15.3712,2140000,428,156.5856,1974.78,2372.52
429,-74785.5390625,15.2706,2145000,429,156.7206,1953.99,2340.52
430,-75034.1875,15.2502,2150000,430,156.571,1972.33,2347.01
431,-75235.28125,15.3397,2155000,431,156.5901,1987.7,2368.53
432,-75033.6171875,15.161,2160000,432,156.55,1990.39,2347.51
433,-75421.421875,15.255,2165000,433,156.5372,1982.47,2347.52
434,-75492.0546875,15.3129,2170000,434,156.5887,1969.11,2330.17
435,-75570.703125,15.233,2175000,435,156.6415,1989.43,2350.98
436,-75639.6640625,15.1565,2180000,436,156.6324,1970.39,2338.46
437,-75490.2734375,15.1549,2185000,437,156.6983,1979.8,2331.89
438,-75518.015625,15.0272,2190000,438,156.5634,1981.38,2339.19
439,-75673.59375,15.1736,2195000,439,156.623,1956.86,2323.59
440,-75729.1015625,15.1113,2200000,440,156.5375,1957.55,2331.66
441,-76313.234375,15.3198,2205000,441,156.4898,1985.57,2337.1
442,-76057.59375,15.1243,2210000,442,156.564,1970.32,2363.13
443,-75753.515625,15.284,2215000,443,156.6165,1968.89,2347.56
444,-76297.8125,15.1841,2220000,444,156.5893,1974.33,2351.92
445,-76247.5625,15.1956,2225000,445,156.5499,1987.51,2345.48
446,-76441.03125,15.4182,2230000,446,156.6555,1976.52,2360.72
447,-76320.9609375,15.0913,2235000,447,156.5604,1974.45,2357.95
448,-76379.546875,15.1613,2240000,448,156.5509,1963.88,2335.41
449,-76303.3671875,15.1761,2245000,449,156.564,1975.92,2354.94
450,-76628.3359375,15.0622,2250000,450,156.5166,1984.37,2335.99
451,-76460.5234375,15.0875,2255000,451,156.4975,1968.49,2316.94
452,-76884.53125,15.128,2260000,452,156.5485,1968.27,2358.4
453,-76870.8828125,15.2909,2265000,453,156.6668,1977.2,2350.73
454,-76905.75,15.2223,2270000,454,156.4848,1963.76,2335.79
455,-76851.328125,15.1675,2275000,455,156.6301,1961.84,2325.86
456,-76939.375,15.2449,2280000,456,156.576,1956.76,2322.43
457,-77062.9609375,15.1062,2285000,457,156.604,1937.11,2319.66
458,-77217.6171875,15.3376,2290000,458,156.5412,1965.14,2326.17
459,-77033.0234375,15.0632,2295000,459,156.614,1966.98,2294.04
460,-77288.1328125,15.1765,2300000,460,156.5627,1961.38,2327.38
461,-77318.796875,15.2718,2305000,461,156.7562,1951.46,2340.16
462,-77742.9765625,15.2942,2310000,462,156.5769,1969.08,2371.13
463,-77785.46875,15.2868,2315000,463,156.5832,1968.59,2350.85
464,-77822.3125,15.2081,2320000,464,156.5937,1968.62,2360.68
465,-77808.7578125,15.251,2325000,465,156.5396,1974.57,2347.33
466,-77967.1171875,15.2947,2330000,466,156.6195,1967.01,2369.53
467,-78075.7578125,15.3792,2335000,467,156.5713,1970.08,2358.2
468,-78059.6015625,15.2598,2340000,468,156.5336,1990.19,2339.43
469,-78067.5859375,15.1988,2345000,469,156.6134,1970.03,2355.0
470,-78213.8515625,15.0756,2350000,470,156.5835,1969.28,2343.8
471,-78156.1953125,15.2467,2355000,471,156.6715,1974.98,2351.59
472,-78269.6875,15.1599,2360000,472,156.5719,1985.56,2344.19
473,-78217.421875,15.0791,2365000,473,156.6742,1968.15,2332.76
474,-78222.3984375,15.1794,2370000,474,156.4869,1984.65,2349.07
475,-78439.0078125,15.1334,2375000,475,156.4608,1986.65,2340.41
476,-78639.2734375,15.2182,2380000,476,156.6279,1985.7,2357.04
477,-78600.828125,15.2537,2385000,477,156.5062,1960.18,2340.0
478,-78479.7109375,15.0782,2390000,478,156.5472,1957.96,2315.86
479,-78689.5859375,15.0208,2395000,479,156.4489,1955.65,2319.83
480,-78935.40625,15.1733,2400000,480,156.4133,1971.42,2342.02
481,-78933.7890625,15.3194,2405000,481,156.5232,1951.59,2323.59
482,-78872.2578125,15.19,2410000,482,156.5064,1980.27,2335.24
483,-79267.4296875,15.2312,2415000,483,156.5135,1993.41,2368.42
484,-79145.6171875,15.3056,2420000,484,156.5674,1985.48,2355.36
485,-79467.0546875,15.2539,2425000,485,156.5172,1991.73,2371.86
486,-78987.75,15.0755,2430000,486,156.6471,1966.53,2352.36
487,-79169.734375,15.1885,2435000,487,156.6368,1991.31,2329.72
488,-79523.890625,15.1591,2440000,488,156.5802,1987.59,2371.34
489,-79437.65625,14.9915,2445000,489,156.3579,1963.8,2319.26
490,-79679.515625,15.2079,2450000,490,156.5929,1984.26,2334.91
491,-79535.9140625,15.1455,2455000,491,156.4884,2008.23,2375.01
492,-79680.0859375,15.2224,2460000,492,156.6557,1977.79,2350.26
493,-79735.4921875,15.2476,2465000,493,156.5195,1989.45,2360.49
494,-79792.171875,15.2972,2470000,494,156.7587,1981.95,2349.16
495,-80102.4609375,15.3177,2475000,495,156.4286,1992.64,2375.61
496,-80168.7421875,15.344,2480000,496,156.5639,2009.92,2368.41
497,-79886.328125,15.189,2485000,497,156.5385,1991.87,2364.57
498,-80113.3125,15.4166,2490000,498,156.5409,2003.16,2368.03
499,-80292.3046875,15.2329,2495000,499,156.4551,1987.0,2356.01
500,-80016.328125,15.2575,2500000,500,156.4406,1986.89,2360.45
501,-80223.1953125,15.2074,2505000,501,156.5799,1974.34,2328.16
502,-80458.9296875,15.142,2510000,502,156.5537,1990.65,2347.1
503,-80582.375,15.3705,2515000,503,156.5687,1988.61,2350.23
504,-80520.546875,15.353,2520000,504,156.5529,2009.2,2356.79
505,-80662.3671875,15.5238,2525000,505,156.5477,1991.48,2339.99
506,-80437.578125,15.0655,2530000,506,156.4349,1973.59,2377.51
507,-80797.3125,15.0517,2535000,507,156.5198,1986.03,2355.52
508,-80899.5078125,15.5115,2540000,508,156.5814,1994.22,2386.59
509,-80677.2109375,15.1901,2545000,509,156.631,1989.05,2355.68
510,-81096.515625,15.4453,2550000,510,156.5869,2018.98,2379.74
511,-80803.3125,15.2152,2555000,511,156.4482,1997.41,2364.47
512,-80599.3359375,15.0743,2560000,512,156.5859,1990.6,2351.77
513,-80861.0390625,15.2816,2565000,513,156.656,1965.59,2345.4
514,-81142.1484375,15.3155,2570000,514,156.5659,2008.3,2375.31
515,-81011.296875,15.2201,2575000,515,156.5734,1996.59,2376.1
516,-81023.9609375,15.0678,2580000,516,156.5936,1986.05,2369.4
517,-81122.5234375,15.103,2585000,517,156.6073,1993.72,2365.97
518,-81058.6875,15.1032,2590000,518,156.4323,1991.05,2367.64
519,-81344.140625,15.2686,2595000,519,156.7277,1992.35,2354.9
520,-81346.453125,15.2275,2600000,520,156.6017,1996.34,2365.76
521,-81676.125,15.066,2605000,521,156.5919,1987.59,2360.47
522,-81525.1171875,15.0401,2610000,522,156.5566,1983.53,2348.0
523,-81636.4296875,15.1782,2615000,523,156.4915,2019.17,2384.98
524,-81395.859375,15.0166,2620000,524,156.7391,1987.41,2357.66
525,-81624.2421875,15.1362,2625000,525,156.5805,1999.94,2372.9
526,-81498.1953125,15.0253,2630000,526,156.4814,1993.98,2374.23
527,-81772.1875,15.1441,2635000,527,156.653,1985.8,2339.53
528,-82059.8828125,15.268,2640000,528,156.6174,2006.7,2394.72
529,-81628.5234375,15.1536,2645000,529,156.5324,1996.49,2350.73
530,-82064.4609375,15.2769,2650000,530,156.473,2000.01,2375.99
531,-82219.7734375,15.2398,2655000,531,156.6533,2012.35,2382.62
532,-81981.5234375,15.1063,2660000,532,156.5551,1997.11,2367.03
533,-82313.34375,15.1935,2665000,533,156.4522,2009.2,2372.86
534,-82062.640625,15.1826,2670000,534,156.6122,1997.48,2359.9
535,-82397.2265625,15.2769,2675000,535,156.4669,1997.69,2380.06
536,-82344.3515625,15.1579,2680000,536,156.4958,2003.11,2371.2
537,-82350.296875,15.293,2685000,537,156.693,1992.73,2337.95
538,-82331.265625,15.1599,2690000,538,156.511,2007.76,2372.97
539,-82907.328125,15.3571,2695000,539,156.4521,2012.3,2382.87
540,-82718.4140625,15.2428,2700000,540,156.6043,2022.89,2388.03
541,-82795.2109375,15.2169,2705000,541,156.6393,1997.31,2394.02
542,-83011.9609375,15.2178,2710000,542,156.7047,2004.13,2377.75
543,-83002.625,15.177,2715000,543,156.4715,2005.08,2372.36
544,-82879.2890625,15.2907,2720000,544,156.5362,2017.86,2396.58
545,-83258.8046875,15.288,2725000,545,156.569,2023.29,2368.79
546,-83130.4921875,15.0249,2730000,546,156.5363,2000.66,2365.47
547,-83103.84375,15.2075,2735000,547,156.5461,1996.64,2346.15
548,-83428.1796875,15.4076,2740000,548,156.7439,2034.3,2381.83
549,-83323.4453125,15.1993,2745000,549,156.4878,2004.92,2375.84
550,-83507.890625,15.2606,2750000,550,156.5942,2039.71,2393.6
551,-83642.328125,15.2686,2755000,551,156.5294,2028.59,2372.55
552,-83378.578125,15.3303,2760000,552,156.6129,2004.63,2388.42
553,-83342.265625,15.0971,2765000,553,156.6565,1999.31,2350.52
554,-83561.1171875,15.1603,2770000,554,156.6287,2013.98,2354.38
555,-83328.0,15.2348,2775000,555,156.5758,2011.39,2366.11
556,-83314.6796875,15.1746,2780000,556,156.5493,2006.4,2353.64
557,-83711.0859375,15.2474,2785000,557,156.6025,2011.77,2372.94
558,-83933.4765625,15.2495,2790000,558,156.5325,2019.04,2379.22
559,-83833.1328125,15.2596,2795000,559,156.4684,2021.36,2366.3
560,-83530.0703125,15.1094,2800000,560,156.3711,2024.35,2376.52
561,-83586.1953125,15.193,2805000,561,156.5025,2010.97,2382.06
562,-84149.390625,15.3847,2810000,562,156.5449,2017.69,2368.4
563,-83894.8203125,15.058,2815000,563,156.7321,2010.6,2360.19
564,-84046.9453125,15.2453,2820000,564,156.513,2023.35,2385.17
565,-84116.59375,15.2081,2825000,565,156.5857,2015.48,2386.93
566,-84176.8984375,15.2319,2830000,566,156.6808,2015.15,2382.5
567,-83911.0859375,15.1651,2835000,567,156.5833,2006.34,2369.37
568,-83832.203125,15.1023,2840000,568,156.6742,2001.41,2356.67
569,-84036.265625,15.2058,2845000,569,156.4859,2027.53,2368.88
570,-84340.3984375,15.1435,2850000,570,156.5321,2019.91,2364.68
571,-84205.5390625,15.2336,2855000,571,156.6009,2020.83,2379.89
572,-84550.5859375,15.3569,2860000,572,156.5907,2030.64,2385.71
573,-84455.8203125,15.1233,2865000,573,156.5106,2022.37,2372.58
574,-84626.75,15.1842,2870000,574,156.5996,2023.79,2397.83
575,-84638.0859375,15.0904,2875000,575,156.5244,2027.24,2373.43
576,-84357.71875,15.2042,2880000,576,156.471,2037.12,2377.05
577,-84890.296875,15.1692,2885000,577,156.5445,2002.36,2383.77
578,-85074.5078125,15.2168,2890000,578,156.5095,2019.15,2379.86
579,-84858.6328125,15.2545,2895000,579,156.6071,2032.99,2386.05
580,-84855.0234375,15.3049,2900000,580,156.4979,2024.49,2371.88
581,-85006.5625,15.2592,2905000,581,156.708,2030.18,2367.1
582,-85294.203125,15.2504,2910000,582,156.7031,2020.48,2378.51
583,-85098.40625,15.181,2915000,583,156.6654,2029.35,2381.48
584,-85069.234375,15.1392,2920000,584,156.5611,2031.35,2383.94
585,-85354.890625,15.329,2925000,585,156.7421,2029.87,2379.0
586,-85361.6640625,15.0885,2930000,586,156.5289,2033.8,2372.36
587,-85467.625,15.2247,2935000,587,156.5287,2021.33,2372.32
588,-85439.5234375,15.2027,2940000,588,156.5891,2041.63,2382.26
589,-85630.6953125,15.1906,2945000,589,156.7003,2002.4,2330.13
590,-85619.71875,15.1912,2950000,590,156.5872,2024.61,2371.76
591,-85854.328125,15.3534,2955000,591,156.6104,2031.15,2356.02
592,-85813.1171875,15.3448,2960000,592,156.5941,2019.63,2372.91
593,-85804.234375,15.108,2965000,593,156.5872,1998.37,2328.4
594,-85853.8828125,15.2108,2970000,594,156.6678,2021.48,2338.31
595,-86018.6171875,15.2428,2975000,595,156.5848,2039.66,2361.12
596,-85943.8046875,15.2732,2980000,596,156.6359,2047.64,2367.27
597,-85986.828125,15.3282,2985000,597,156.7057,2019.42,2364.41
598,-85983.2421875,15.1576,2990000,598,156.439,2027.61,2374.3
599,-86523.5234375,15.4174,2995000,599,156.5119,2040.79,2397.01
