Running Forward KL,Real Det Return,Real Sto Return,Running Reverse KL,Reward Loss,Running Env Steps,Running Update Time,Itration
421.6897,2093.65,2542.6,311.4281,-18878.6640625,1975000,395,395
438.6474,4232.74,4233.87,293.7634,-19403.572265625,1980000,396,396
434.9725,4471.22,4589.0,336.8555,-19601.939453125,1985000,397,397
441.4945,4022.13,4332.57,313.7783,-19076.892578125,1990000,398,398
433.2248,4436.39,4654.2,450.4768,-19543.96484375,1995000,399,399
455.9421,3311.42,3707.39,349.5499,-19185.59765625,2000000,400,400
434.9787,3879.57,4324.42,327.7669,-19361.015625,2005000,401,401
444.2752,3870.53,3625.91,307.6677,-19624.419921875,2010000,402,402
444.4397,4498.92,4735.17,325.8547,-19709.16015625,2015000,403,403
447.6219,4842.96,3415.16,335.4864,-19741.767578125,2020000,404,404
450.9106,3734.23,3962.58,338.5637,-19367.912109375,2025000,405,405
455.3088,3751.89,4188.66,331.8423,-19583.12109375,2030000,406,406
436.5766,3789.92,2881.94,300.2267,-19332.255859375,2035000,407,407
447.0374,3997.99,4416.5,319.38,-19108.85546875,2040000,408,408
453.3804,2861.41,3266.47,504.9656,-19437.78515625,2045000,409,409
437.601,3137.17,3103.56,551.0221,-19324.41796875,2050000,410,410
458.0712,2130.57,2044.82,963.3643,-17664.703125,2055000,411,411
449.3055,2468.15,3129.07,454.5111,-19327.849609375,2060000,412,412
451.1342,1818.72,2425.12,638.4111,-17838.3828125,2065000,413,413
455.4344,3492.61,3696.05,341.4472,-19418.36328125,2070000,414,414
445.8933,2104.34,2912.91,303.9041,-18601.142578125,2075000,415,415
443.0518,2118.2,2592.97,294.1394,-18531.169921875,2080000,416,416
447.7484,2399.28,2539.93,300.1209,-18686.3984375,2085000,417,417
439.3314,2831.62,3274.89,406.866,-19301.478515625,2090000,418,418
446.0254,2508.24,2152.82,318.8456,-18458.900390625,2095000,419,419
440.8344,3520.69,3875.05,286.9727,-19188.880859375,2100000,420,420
430.2658,3425.12,3136.34,327.3005,-18965.5859375,2105000,421,421
433.1661,1665.39,2083.99,494.0307,-18165.591796875,2110000,422,422
443.7786,2178.37,1434.78,771.455,-17962.177734375,2115000,423,423
443.6671,744.9,563.26,357.4001,-18297.58984375,2120000,424,424
449.8387,1548.1,1946.63,361.3314,-18653.162109375,2125000,425,425
441.9904,1766.45,1792.02,345.5314,-18658.271484375,2130000,426,426
435.3814,1706.64,1376.31,427.3596,-18620.9140625,2135000,427,427
487.2155,253.09,236.08,540.4813,-18131.67578125,2140000,428,428
477.8413,261.43,495.24,405.1402,-17670.171875,2145000,429,429
477.8985,512.71,543.57,378.3561,-17940.6015625,2150000,430,430
502.4072,189.26,181.21,549.6465,-16948.52734375,2155000,431,431
500.7228,186.13,188.72,529.029,-16670.44921875,2160000,432,432
491.794,186.74,181.33,452.8616,-17015.779296875,2165000,433,433
508.4129,168.89,173.86,407.2276,-16258.2529296875,2170000,434,434
527.0559,155.2,155.84,551.2872,-17887.541015625,2175000,435,435
456.9768,630.06,425.46,472.9679,-17774.154296875,2180000,436,436
464.1635,150.23,389.95,347.6909,-17208.548828125,2185000,437,437
480.673,422.32,233.95,633.6354,-18273.58203125,2190000,438,438
586.8823,130.87,128.36,2611.2008,-19129.92578125,2195000,439,439
543.4149,129.39,132.03,392.2521,-17852.51171875,2200000,440,440
595.0145,119.01,119.39,529.8775,-18018.130859375,2205000,441,441
606.9599,115.57,115.2,2812.2197,-18919.5703125,2210000,442,442
612.5083,105.56,105.64,1443.6983,-18382.2109375,2215000,443,443
629.3571,95.7,95.45,418.6499,-18036.560546875,2220000,444,444
619.2382,95.2,95.81,1259.7173,-16751.9453125,2225000,445,445
622.1078,94.98,94.99,365.1623,-15982.9306640625,2230000,446,446
651.3391,94.16,94.07,435.9421,-17857.05859375,2235000,447,447
619.5902,94.18,94.18,354.6548,-16511.203125,2240000,448,448
607.4736,94.68,94.4,358.3037,-17406.6015625,2245000,449,449
635.8967,93.51,93.55,429.7821,-18172.99609375,2250000,450,450
626.6953,92.31,92.29,414.008,-17505.09765625,2255000,451,451
