Real Sto Return,Itration,Running Reverse KL,Reward Loss,Running Env Steps,Running Update Time,Real Det Return,Running Forward KL
70.69,410,409.4204,-83713.875,2050000,410,70.69,627.8069
70.71,411,1453.3552,-86892.4609375,2055000,411,70.71,609.3844
70.71,412,627.2972,-86786.7421875,2060000,412,70.71,643.4994
70.7,413,675.2989,-87336.65625,2065000,413,70.7,647.0254
70.71,414,634.7202,-86392.578125,2070000,414,70.72,630.183
70.7,415,1165.8347,-85726.7734375,2075000,415,70.7,628.1797
70.71,416,411.5636,-85464.0078125,2080000,416,70.71,615.0205
70.72,417,1742.3098,-87991.84375,2085000,417,70.72,618.06
70.71,418,1371.476,-89768.71875,2090000,418,70.71,659.4021
70.47,419,2384.8739,-91571.0625,2095000,419,70.47,621.7173
70.71,420,605.733,-86657.421875,2100000,420,70.71,638.5077
70.47,421,1272.9129,-90272.59375,2105000,421,70.47,611.6412
70.47,422,1463.0256,-89613.171875,2110000,422,70.47,607.6718
70.68,423,603.0936,-86826.109375,2115000,423,70.68,609.9573
70.69,424,443.7865,-88331.640625,2120000,424,70.68,652.9692
70.7,425,631.0272,-85284.84375,2125000,425,70.7,616.9514
70.48,426,415.0227,-86979.015625,2130000,426,70.71,621.9495
70.48,427,535.5574,-83612.828125,2135000,427,70.24,584.2047
70.48,428,645.1354,-85110.921875,2140000,428,70.48,598.5046
70.47,429,518.0952,-88384.71875,2145000,429,70.47,603.6291
70.7,430,415.6887,-88501.6328125,2150000,430,70.7,637.8423
70.7,431,469.2873,-89308.0078125,2155000,431,70.71,646.8826
70.7,432,454.6041,-88597.3828125,2160000,432,70.7,663.4971
70.69,433,417.1885,-88693.703125,2165000,433,70.69,612.2979
70.68,434,442.1115,-90495.6640625,2170000,434,70.68,643.1378
70.68,435,474.6521,-91356.25,2175000,435,70.67,667.6431
70.7,436,424.047,-90133.078125,2180000,436,70.69,656.5563
70.21,437,428.0339,-91986.125,2185000,437,69.96,653.9136
69.98,438,423.119,-91068.9765625,2190000,438,69.97,644.4879
69.97,439,450.933,-91787.21875,2195000,439,69.97,658.5928
69.74,440,667.7976,-93863.0,2200000,440,69.73,673.3531
69.52,441,579.3314,-92089.0078125,2205000,441,69.52,652.03
69.28,442,550.9604,-95900.5703125,2210000,442,69.51,659.1908
68.33,443,522.9943,-97044.546875,2215000,443,68.34,688.688
69.26,444,596.3137,-89367.7265625,2220000,444,69.25,631.4447
69.25,445,637.3685,-92380.78125,2225000,445,69.26,644.5488
68.31,446,452.6766,-93523.078125,2230000,446,68.31,631.376
67.37,447,504.5209,-95049.703125,2235000,447,67.37,660.1994
67.36,448,610.961,-97095.1171875,2240000,448,67.36,675.4691
70.21,449,463.2932,-93858.0625,2245000,449,69.02,647.5219
68.55,450,606.1405,-97091.6796875,2250000,450,68.79,653.885
68.32,451,493.6778,-96076.15625,2255000,451,68.55,652.0499
67.37,452,442.6424,-95647.8671875,2260000,452,67.6,650.8315
68.07,453,536.9988,-98029.78125,2265000,453,68.31,672.5492
67.36,454,459.5324,-93641.34375,2270000,454,67.36,649.4247
69.99,455,398.0778,-92532.0078125,2275000,455,69.99,618.0786
67.62,456,645.8688,-97555.6953125,2280000,456,67.62,675.528
70.46,457,415.6166,-95056.546875,2285000,457,70.46,650.2721
70.0,458,670.7454,-96808.46875,2290000,458,69.99,662.5914
70.21,459,444.3738,-93522.4375,2295000,459,70.21,634.1638
70.45,460,432.8677,-92600.40625,2300000,460,70.45,647.5304
70.69,461,401.977,-94358.609375,2305000,461,70.68,626.6543
70.22,462,461.9303,-95524.890625,2310000,462,70.21,677.3747
70.69,463,624.3075,-97324.265625,2315000,463,70.69,671.0606
70.69,464,462.6269,-92282.59375,2320000,464,70.68,617.752
70.7,465,442.057,-91864.953125,2325000,465,70.69,651.6543
70.68,466,569.9403,-95569.3046875,2330000,466,70.67,656.8136
70.69,467,412.9222,-90910.7578125,2335000,467,70.67,632.4672
70.68,468,428.1037,-90149.8125,2340000,468,70.67,641.2532
70.68,469,483.6909,-92820.46875,2345000,469,70.68,649.8471
70.7,470,645.8634,-95112.3984375,2350000,470,70.7,640.5652
70.69,471,430.793,-91333.265625,2355000,471,70.69,631.3181
70.68,472,828.3139,-93001.53125,2360000,472,70.68,627.3285
70.47,473,442.0427,-89955.8046875,2365000,473,70.46,644.0568
70.68,474,486.0124,-89678.140625,2370000,474,70.68,640.298
70.69,475,1580.3099,-95854.140625,2375000,475,70.69,674.968
70.69,476,523.0812,-89871.6796875,2380000,476,70.69,659.7963
70.69,477,388.3998,-91621.8203125,2385000,477,70.69,641.7143
70.46,478,441.9175,-91569.40625,2390000,478,70.46,638.5544
70.69,479,595.9344,-91949.2734375,2395000,479,70.7,648.4118
70.44,480,809.1315,-92126.546875,2400000,480,70.44,650.7142
70.69,481,478.2442,-90998.53125,2405000,481,70.68,649.6877
70.7,482,2216.9642,-97822.25,2410000,482,70.7,681.494
70.69,483,531.1718,-92404.96875,2415000,483,70.68,676.8455
70.68,484,1626.1238,-98810.34375,2420000,484,70.68,691.5971
70.69,485,1322.8811,-98030.4609375,2425000,485,70.68,695.5781
70.67,486,789.7881,-96651.84375,2430000,486,70.68,677.345
70.69,487,2061.8412,-97177.046875,2435000,487,70.68,674.1895
70.68,488,953.8895,-96277.7734375,2440000,488,70.68,676.817
70.7,489,1410.5479,-96575.765625,2445000,489,70.7,679.9135
70.68,490,850.2084,-94713.953125,2450000,490,70.68,659.1088
70.68,491,859.2164,-96868.015625,2455000,491,70.68,674.8563
70.69,492,632.6568,-92365.8828125,2460000,492,70.68,667.2508
70.68,493,525.8281,-92866.6953125,2465000,493,70.67,649.6698
70.67,494,516.0142,-90892.40625,2470000,494,70.67,641.0892
70.67,495,457.44,-90979.125,2475000,495,70.67,643.274
70.68,496,614.5199,-95278.296875,2480000,496,70.68,646.3254
70.69,497,659.6803,-94560.515625,2485000,497,70.68,663.1149
70.7,498,866.4721,-93520.4453125,2490000,498,70.7,653.4832
70.68,499,460.8904,-92219.34375,2495000,499,70.68,646.2838
70.67,500,447.3359,-90076.3828125,2500000,500,70.67,659.6904
70.69,501,500.4597,-91934.9375,2505000,501,70.7,670.35
70.68,502,411.8747,-92015.3984375,2510000,502,70.69,644.5069
70.68,503,399.9134,-91311.7734375,2515000,503,70.68,651.4613
70.68,504,751.1607,-92337.8828125,2520000,504,70.68,657.5529
70.68,505,451.3345,-93003.390625,2525000,505,70.69,657.5352
70.68,506,403.9999,-92675.328125,2530000,506,70.68,644.0922
70.69,507,545.0311,-92391.109375,2535000,507,70.69,633.5878
70.68,508,628.9324,-90770.484375,2540000,508,70.67,635.5394
70.69,509,473.8019,-96031.359375,2545000,509,70.68,654.2784
70.67,510,548.6066,-93484.578125,2550000,510,70.67,635.3861
70.68,511,426.4131,-92945.203125,2555000,511,70.68,641.0751
70.68,512,426.2524,-91856.1484375,2560000,512,70.67,644.4498
70.68,513,393.8597,-91255.7109375,2565000,513,70.67,646.1754
70.69,514,447.5701,-92243.3046875,2570000,514,70.68,664.0516
70.67,515,604.2933,-93378.2265625,2575000,515,70.68,652.6655
70.68,516,452.3393,-93431.8046875,2580000,516,70.68,663.5707
70.68,517,391.8291,-92649.65625,2585000,517,70.68,641.3137
70.68,518,400.919,-93592.3203125,2590000,518,70.68,642.8537
70.68,519,388.3402,-93166.7734375,2595000,519,70.67,648.8774
70.68,520,373.2481,-93976.6953125,2600000,520,70.68,645.5716
70.68,521,387.6599,-95420.765625,2605000,521,70.68,659.6763
70.69,522,366.3519,-94893.0390625,2610000,522,70.7,657.9637
70.68,523,378.0071,-92852.7890625,2615000,523,70.68,646.0388
70.67,524,377.1523,-94243.46875,2620000,524,70.68,664.3061
70.68,525,405.8058,-95082.1953125,2625000,525,70.67,657.7056
70.68,526,383.9946,-94999.8046875,2630000,526,70.68,660.8302
70.69,527,383.288,-93764.21875,2635000,527,70.69,652.9528
70.67,528,614.6314,-95389.2421875,2640000,528,70.67,643.6148
70.68,529,546.186,-92181.0,2645000,529,70.67,648.2253
70.7,530,935.9092,-94784.5234375,2650000,530,70.7,666.1921
70.68,531,1170.0225,-96449.875,2655000,531,70.68,656.7699
70.68,532,875.0332,-95811.171875,2660000,532,70.67,688.913
70.7,533,674.034,-95304.078125,2665000,533,70.7,668.5693
70.68,534,1005.4058,-95102.8125,2670000,534,70.67,674.2168
70.7,535,738.0906,-95312.7265625,2675000,535,70.71,647.2974
70.68,536,811.6191,-94709.2265625,2680000,536,70.68,643.4444
70.69,537,1327.5323,-95420.2578125,2685000,537,70.69,659.337
70.69,538,1337.1323,-96214.4921875,2690000,538,70.68,683.5134
70.69,539,946.2128,-95611.2734375,2695000,539,70.69,697.9871
70.69,540,629.3947,-94887.7578125,2700000,540,70.69,642.8273
70.68,541,837.3682,-96196.4140625,2705000,541,70.67,665.8518
70.7,542,1051.066,-96513.4765625,2710000,542,70.71,700.1805
70.71,543,611.0164,-95643.3203125,2715000,543,70.71,664.7992
70.68,544,1380.4926,-95469.921875,2720000,544,70.67,692.7495
70.68,545,447.0744,-95189.8203125,2725000,545,70.69,655.9304
70.68,546,932.0032,-95887.1484375,2730000,546,70.68,675.1321
70.68,547,1234.1992,-96611.84375,2735000,547,70.67,658.5797
70.67,548,430.3042,-95313.1875,2740000,548,70.68,676.5715
70.69,549,792.554,-95016.7421875,2745000,549,70.68,700.2488
69.5,550,1009.8882,-96626.9609375,2750000,550,69.27,669.8104
70.69,551,456.4306,-95490.8046875,2755000,551,70.68,666.902
69.97,552,662.4209,-96532.78125,2760000,552,69.96,680.2942
69.97,553,791.3422,-96775.9453125,2765000,553,69.97,660.0821
70.7,554,735.8328,-97392.4609375,2770000,554,70.69,669.4058
70.69,555,966.3102,-96606.9453125,2775000,555,70.69,659.0859
70.7,556,909.9203,-97239.984375,2780000,556,70.7,664.5717
70.69,557,1641.9526,-96746.5078125,2785000,557,70.7,655.8258
70.69,558,710.2286,-97038.5703125,2790000,558,70.68,680.9345
70.69,559,1479.5616,-97381.40625,2795000,559,70.68,673.0518
70.7,560,1754.2419,-97448.9921875,2800000,560,70.7,673.8633
70.7,561,1618.2711,-98039.6796875,2805000,561,70.69,683.1091
70.69,562,1204.2557,-95745.625,2810000,562,70.7,649.0798
70.69,563,686.9935,-96584.6953125,2815000,563,70.68,657.6993
70.69,564,1320.9191,-95914.1328125,2820000,564,70.7,635.9195
70.7,565,784.5731,-95235.078125,2825000,565,70.7,647.1799
70.72,566,538.4744,-95410.9296875,2830000,566,70.72,652.084
70.71,567,549.4436,-97175.53125,2835000,567,70.71,669.3069
70.68,568,664.2988,-97176.078125,2840000,568,70.68,661.9664
70.71,569,978.785,-97924.984375,2845000,569,70.71,671.0979
70.68,570,774.3644,-97181.96875,2850000,570,70.68,656.0598
70.69,571,473.0652,-97896.3046875,2855000,571,70.69,707.7175
70.69,572,999.897,-97824.890625,2860000,572,70.69,675.6282
70.68,573,934.5064,-98021.0859375,2865000,573,70.68,688.7025
70.7,574,1404.626,-97577.9921875,2870000,574,70.71,663.5058
70.72,575,1148.9595,-98296.2578125,2875000,575,70.71,699.1789
70.7,576,1363.2483,-98326.0234375,2880000,576,70.7,694.6718
70.69,577,1366.9157,-98154.1015625,2885000,577,70.7,664.6412
70.7,578,1122.427,-98167.5546875,2890000,578,70.69,693.18
70.71,579,1203.5398,-98380.859375,2895000,579,70.7,699.2799
70.7,580,2125.243,-97926.9296875,2900000,580,70.7,661.486
70.7,581,1517.2605,-98597.96875,2905000,581,70.7,676.7749
70.69,582,816.688,-97897.890625,2910000,582,70.69,666.2183
70.7,583,1194.2558,-97671.671875,2915000,583,70.69,661.6876
70.69,584,1954.582,-98658.125,2920000,584,70.68,686.7295
70.71,585,1114.6414,-97274.859375,2925000,585,70.71,655.896
70.72,586,1285.8354,-97481.1796875,2930000,586,70.71,658.2435
70.71,587,872.063,-97048.71875,2935000,587,70.71,647.4579
70.69,588,988.7333,-97535.0390625,2940000,588,70.7,660.3037
70.71,589,1827.399,-98880.953125,2945000,589,70.7,692.9143
70.71,590,1166.4823,-97251.96875,2950000,590,70.71,655.6328
70.71,591,696.7384,-97960.109375,2955000,591,70.71,658.4385
70.7,592,2269.7683,-98587.0625,2960000,592,70.69,686.2645
70.71,593,807.3691,-97802.5234375,2965000,593,70.71,642.2686
70.71,594,889.6703,-98195.9609375,2970000,594,70.7,665.729
70.71,595,1098.7417,-97630.8671875,2975000,595,70.7,648.6271
70.71,596,751.346,-98311.4375,2980000,596,70.7,688.2499
70.7,597,515.76,-96373.6484375,2985000,597,70.69,646.3319
70.68,598,423.5175,-97215.125,2990000,598,70.68,678.6282
70.68,599,1149.5699,-98679.5859375,2995000,599,70.69,680.9629
