Running Update Time,Real Sto Return,Itration,Running Forward KL,Running Env Steps,Running Reverse KL,Reward Loss,Real Det Return
394,1973.04,394,156.5753,1970000,14.9509,-65191.78125,2354.01
395,1978.68,395,156.6127,1975000,15.4183,-65740.53125,2378.8
396,1975.64,396,156.613,1980000,15.3553,-65687.734375,2362.63
397,1973.63,397,156.6323,1985000,15.1673,-65539.96875,2364.19
398,1977.77,398,156.5804,1990000,15.1873,-65875.4765625,2362.11
399,1985.9,399,156.484,1995000,15.2553,-66099.34375,2339.86
400,1972.3,400,156.6207,2000000,15.2956,-66268.5234375,2352.14
401,1967.14,401,156.6093,2005000,15.1122,-65976.0546875,2340.67
402,1972.71,402,156.5786,2010000,15.0645,-66351.4765625,2341.11
403,1968.47,403,156.5687,2015000,15.1367,-66388.734375,2353.29
404,1975.06,404,156.6183,2020000,15.3372,-66595.8125,2357.64
405,1971.68,405,156.5297,2025000,15.2496,-66628.4375,2366.13
406,1977.11,406,156.5645,2030000,15.1646,-66701.0703125,2353.95
407,1907.81,407,156.5751,2035000,15.2104,-66928.21875,2335.63
408,1975.15,408,156.5273,2040000,15.3026,-67120.734375,2351.19
409,1939.28,409,156.5712,2045000,15.1006,-67000.640625,2346.55
410,1941.81,410,156.5816,2050000,15.0418,-67200.671875,2349.23
411,1958.66,411,156.5638,2055000,15.2421,-67369.9140625,2356.2
412,1975.17,412,156.5614,2060000,15.2293,-67651.65625,2348.01
413,1950.74,413,156.4923,2065000,15.1061,-67612.59375,2350.24
414,1951.68,414,156.6393,2070000,15.1764,-67630.9765625,2340.18
415,1934.13,415,156.533,2075000,15.0058,-67735.59375,2344.63
416,1980.83,416,156.6411,2080000,15.1334,-68034.7578125,2347.71
417,1976.64,417,156.589,2085000,15.3371,-68092.2265625,2346.85
418,1957.78,418,156.5728,2090000,15.1245,-68103.4609375,2330.66
419,1971.52,419,156.7121,2095000,15.1962,-68167.5546875,2347.48
420,1968.08,420,156.5882,2100000,15.1134,-68593.9921875,2344.86
421,1959.91,421,156.7194,2105000,15.1516,-68406.390625,2325.7
422,1964.0,422,156.5768,2110000,15.1076,-68808.53125,2357.47
423,1961.31,423,156.5891,2115000,14.9926,-68841.828125,2332.8
424,1974.98,424,156.6348,2120000,15.1977,-68768.3984375,2342.35
425,1970.86,425,156.6913,2125000,15.0725,-69113.7890625,2337.23
426,1964.89,426,156.443,2130000,15.2363,-69285.8515625,2348.65
427,1964.44,427,156.4905,2135000,15.0897,-69221.5078125,2347.09
428,1964.34,428,156.43,2140000,15.2496,-69454.734375,2334.69
429,1977.26,429,156.5873,2145000,15.3164,-69511.4453125,2345.86
430,1977.89,430,156.549,2150000,15.1952,-69757.703125,2352.5
431,2011.69,431,156.6268,2155000,15.3596,-70178.6640625,2380.54
432,1997.95,432,156.5951,2160000,15.2567,-70009.5625,2353.17
433,1994.92,433,156.5373,2165000,15.3413,-70208.671875,2372.3
434,1998.63,434,156.4829,2170000,15.2652,-70095.625,2350.4
435,1976.7,435,156.6977,2175000,15.3612,-70031.5703125,2344.45
436,1990.73,436,156.5927,2180000,15.1838,-70258.1015625,2348.4
437,1977.07,437,156.6075,2185000,15.1262,-70336.5625,2349.74
438,1962.38,438,156.538,2190000,15.2053,-70274.421875,2336.56
439,1977.02,439,156.6236,2195000,15.1813,-70560.6328125,2354.48
440,1967.39,440,156.5351,2200000,15.1848,-70361.0078125,2337.57
441,1993.88,441,156.5724,2205000,15.2352,-70563.1484375,2358.1
442,1991.14,442,156.4779,2210000,15.2637,-70818.671875,2346.17
443,1977.18,443,156.5101,2215000,15.2369,-70494.65625,2345.94
444,1981.13,444,156.4241,2220000,15.0658,-70824.046875,2350.39
445,1986.33,445,156.5384,2225000,15.0936,-71098.390625,2314.86
446,2002.68,446,156.5027,2230000,15.2248,-71170.3515625,2357.69
447,1993.93,447,156.5749,2235000,15.2276,-71582.640625,2350.25
448,1937.31,448,156.6847,2240000,15.1564,-71467.84375,2333.21
449,1960.91,449,156.5914,2245000,15.0224,-71357.6796875,2335.37
450,1984.41,450,156.5265,2250000,15.1655,-71424.9140625,2330.46
451,1970.66,451,156.6128,2255000,15.2363,-71846.6171875,2361.22
452,1962.77,452,156.4998,2260000,15.157,-72080.359375,2349.2
453,1959.3,453,156.5233,2265000,15.1877,-72150.734375,2339.01
454,1977.72,454,156.4751,2270000,15.1125,-71760.546875,2338.27
455,1984.86,455,156.5228,2275000,14.9817,-71935.2890625,2340.76
456,1974.62,456,156.4641,2280000,15.2749,-72389.8046875,2340.53
457,1953.82,457,156.5138,2285000,14.9204,-72078.578125,2310.17
458,1959.11,458,156.5949,2290000,15.1803,-72381.109375,2323.28
459,1967.08,459,156.6513,2295000,15.0356,-72221.875,2329.5
460,1979.34,460,156.5983,2300000,15.1344,-72523.7265625,2323.88
461,1986.24,461,156.5452,2305000,15.0162,-72856.53125,2331.01
462,1970.5,462,156.4771,2310000,15.1454,-72703.5546875,2321.37
463,1973.63,463,156.5867,2315000,15.182,-72809.859375,2315.31
464,1962.64,464,156.6235,2320000,15.0758,-72751.28125,2297.53
465,1959.6,465,156.5502,2325000,15.4468,-71832.5625,2347.1
466,1996.67,466,156.5378,2330000,15.2452,-73167.3359375,2343.44
467,1961.27,467,156.5419,2335000,15.1872,-73145.75,2300.46
468,1982.18,468,156.5129,2340000,15.1262,-73255.859375,2332.31
469,1973.85,469,156.6146,2345000,15.2312,-73404.1171875,2324.35
470,1944.43,470,156.5962,2350000,15.2653,-73562.8984375,2322.92
471,1967.06,471,156.5568,2355000,15.0548,-73575.8984375,2320.9
472,1980.33,472,156.5273,2360000,14.9985,-73480.3671875,2314.38
473,1966.06,473,156.5951,2365000,15.1428,-73614.3046875,2322.32
474,1960.73,474,156.5789,2370000,15.0579,-73669.53125,2318.86
475,1974.46,475,156.5282,2375000,15.2872,-73897.328125,2331.19
476,1941.85,476,156.5056,2380000,15.2076,-74055.6875,2329.04
477,1964.7,477,156.5054,2385000,15.0801,-73957.328125,2302.97
478,1946.84,478,156.6872,2390000,15.1193,-74039.828125,2305.05
479,1973.21,479,156.5528,2395000,15.1746,-74137.6328125,2338.91
480,1956.43,480,156.66,2400000,15.0025,-73916.078125,2312.62
481,1977.32,481,156.554,2405000,14.9981,-74396.859375,2311.57
482,1970.75,482,156.5962,2410000,15.1133,-74474.765625,2331.11
483,1970.94,483,156.5452,2415000,15.1673,-74520.171875,2303.56
484,1986.29,484,156.5888,2420000,15.1085,-74381.78125,2347.68
485,1974.87,485,156.5458,2425000,15.1537,-74954.90625,2330.21
486,1961.01,486,156.6479,2430000,15.1051,-75002.203125,2315.93
487,1979.72,487,156.6011,2435000,15.1911,-74771.7265625,2349.06
488,1980.9,488,156.5855,2440000,15.2041,-75081.40625,2350.87
489,1971.23,489,156.5257,2445000,15.1495,-75071.078125,2326.22
490,1974.45,490,156.5782,2450000,15.0753,-75248.7109375,2332.43
491,1986.39,491,156.6602,2455000,15.1818,-75106.34375,2332.52
492,1987.86,492,156.7285,2460000,15.1877,-75202.4765625,2328.37
493,1970.12,493,156.7735,2465000,15.2691,-75604.6796875,2352.72
494,1974.36,494,156.6837,2470000,15.1638,-75531.078125,2337.17
495,1987.15,495,156.6026,2475000,15.2837,-75726.0,2348.8
496,1948.61,496,156.602,2480000,14.9784,-75180.28125,2339.83
497,1969.17,497,156.532,2485000,15.0585,-75888.78125,2342.95
498,1976.18,498,156.6356,2490000,15.1278,-75667.3046875,2336.45
499,1984.14,499,156.5025,2495000,15.3436,-75884.7421875,2356.58
500,1996.69,500,156.5522,2500000,15.2839,-76322.890625,2372.95
501,1990.5,501,156.6904,2505000,15.1125,-75983.234375,2222.77
502,2000.8,502,156.5074,2510000,15.2202,-76352.1171875,2356.32
503,2004.74,503,156.6882,2515000,15.2805,-76590.0546875,2345.9
504,2003.08,504,156.5351,2520000,15.251,-76371.7265625,2359.13
505,1998.42,505,156.5585,2525000,15.2452,-76417.125,2356.13
506,1987.76,506,156.5759,2530000,15.298,-76451.890625,2339.01
507,1991.62,507,156.5558,2535000,15.2809,-76929.75,2341.94
508,1976.08,508,156.5797,2540000,15.4787,-77003.7890625,2362.33
509,2001.28,509,156.5768,2545000,15.2531,-77023.5859375,2370.06
510,2015.44,510,156.5124,2550000,15.1592,-76762.4921875,2329.94
511,1967.48,511,156.5973,2555000,15.2629,-76952.328125,2338.86
512,1998.96,512,156.5299,2560000,15.2569,-77003.171875,2354.85
513,1987.61,513,156.5363,2565000,15.2885,-77216.2265625,2371.1
514,2012.86,514,156.5594,2570000,15.1648,-77122.9453125,2354.87
515,2007.22,515,156.4828,2575000,15.3754,-77478.0859375,2338.51
516,2007.53,516,156.5148,2580000,15.3091,-77684.03125,2364.94
517,1993.81,517,156.5842,2585000,15.2609,-77131.71875,2343.9
518,1992.77,518,156.4923,2590000,15.2823,-77608.828125,2330.48
519,1986.99,519,156.5362,2595000,15.2318,-77735.125,2334.52
520,1987.35,520,156.6398,2600000,15.2003,-77176.1328125,2335.62
521,2008.53,521,156.5522,2605000,15.4668,-78055.3359375,2370.09
522,2019.26,522,156.6732,2610000,15.5474,-78429.8203125,2367.31
523,1987.27,523,156.5153,2615000,15.308,-77897.4140625,2349.14
524,1980.37,524,156.5535,2620000,15.1613,-77877.3984375,2331.54
525,2001.38,525,156.5348,2625000,15.3972,-78397.75,2369.59
526,2006.07,526,156.6936,2630000,15.3356,-78488.3359375,2353.94
527,2002.27,527,156.5842,2635000,15.061,-78130.6484375,2364.58
528,2004.09,528,156.6193,2640000,15.3492,-78436.7578125,2351.82
529,2001.36,529,156.4758,2645000,15.2067,-78899.359375,2358.99
530,1989.21,530,156.4675,2650000,15.3936,-78665.15625,2336.62
531,2007.18,531,156.5603,2655000,15.1589,-78883.84375,2364.73
532,1999.1,532,156.5726,2660000,15.2751,-78901.6953125,2375.85
533,2004.25,533,156.6064,2665000,15.2283,-78922.125,2351.89
534,1998.1,534,156.5278,2670000,15.351,-79379.28125,2373.21
535,1989.97,535,156.6252,2675000,15.078,-79321.125,2340.78
536,1984.95,536,156.4976,2680000,15.2043,-79287.890625,2341.66
537,1988.16,537,156.6273,2685000,15.1937,-79165.8984375,2347.51
538,2005.49,538,156.6716,2690000,15.4393,-79563.015625,2380.31
539,2015.06,539,156.5279,2695000,15.4971,-79891.78125,2377.76
540,1989.46,540,156.5659,2700000,15.1265,-79444.6875,2364.09
541,1983.63,541,156.6104,2705000,15.4959,-80245.421875,2378.35
542,2020.16,542,156.5888,2710000,15.3231,-80120.4453125,2396.21
543,1984.3,543,156.4902,2715000,15.2202,-79939.140625,2361.71
544,1980.3,544,156.6254,2720000,15.049,-79901.8984375,2355.96
545,2001.68,545,156.5263,2725000,15.3544,-80267.8203125,2384.57
546,2011.89,546,156.6014,2730000,15.2423,-80260.984375,2384.69
547,1998.84,547,156.5399,2735000,15.1159,-79850.0703125,2331.44
548,2006.19,548,156.5754,2740000,15.1614,-80430.3359375,2374.21
549,1993.37,549,156.5583,2745000,15.2556,-80442.640625,2357.41
550,2014.02,550,156.6123,2750000,15.2797,-80553.1015625,2374.69
551,1998.49,551,156.5792,2755000,15.321,-80526.5234375,2360.03
552,1979.98,552,156.4981,2760000,15.1128,-80457.59375,2362.25
553,1986.68,553,156.6091,2765000,15.1989,-80701.3828125,2369.2
554,2013.25,554,156.6321,2770000,15.3547,-80936.15625,2385.14
555,2021.12,555,156.6492,2775000,15.3977,-81154.0,2376.3
556,1990.9,556,156.6222,2780000,15.1839,-80809.71875,2345.67
557,1974.62,557,156.6075,2785000,15.1803,-81084.7734375,2340.78
558,2006.0,558,156.6274,2790000,15.4264,-81627.4921875,2370.07
559,1998.14,559,156.6365,2795000,15.212,-81129.7265625,2373.67
560,2008.0,560,156.6392,2800000,15.1845,-81559.5625,2379.68
561,2020.02,561,156.4574,2805000,15.2842,-81910.3828125,2373.79
562,1995.32,562,156.7083,2810000,15.4652,-81986.9453125,2397.38
563,1994.52,563,156.4696,2815000,15.3736,-81695.6328125,2390.76
564,1993.89,564,156.52,2820000,15.2656,-81743.0703125,2358.32
565,1986.95,565,156.6542,2825000,15.2149,-81727.578125,2344.08
566,1956.57,566,156.6026,2830000,15.0391,-81638.546875,2346.72
567,1981.55,567,156.6938,2835000,15.2954,-81963.5078125,2334.79
568,2005.82,568,156.5412,2840000,15.3316,-82036.2734375,2367.74
569,1981.26,569,156.5052,2845000,15.1599,-81983.4296875,2344.14
570,1986.69,570,156.5257,2850000,15.2605,-81984.3125,2355.72
571,1981.86,571,156.5841,2855000,15.1003,-82154.953125,2369.8
572,1966.39,572,156.6023,2860000,15.1663,-81890.53125,2337.63
573,1997.37,573,156.6113,2865000,15.0055,-82012.65625,2361.35
574,1983.49,574,156.6147,2870000,15.1297,-82331.6171875,2344.52
575,2001.31,575,156.5268,2875000,15.2976,-82543.7890625,2367.48
576,2016.67,576,156.4292,2880000,15.2941,-82481.984375,2359.39
577,1993.33,577,156.7078,2885000,15.1899,-82465.921875,2369.88
578,2003.39,578,156.5277,2890000,15.2541,-82696.3671875,2365.53
579,1977.18,579,156.4624,2895000,15.1635,-82759.6796875,2342.17
580,1971.31,580,156.626,2900000,15.1905,-82408.734375,2345.8
581,2003.56,581,156.4994,2905000,15.2008,-82679.9296875,2323.41
582,1992.25,582,156.4688,2910000,15.1973,-82555.0390625,2331.12
583,1993.76,583,156.5631,2915000,15.3485,-82940.34375,2359.94
584,1983.55,584,156.4269,2920000,15.2282,-83059.3046875,2319.09
585,1989.68,585,156.6795,2925000,15.1296,-82966.8828125,2353.66
586,1983.74,586,156.6057,2930000,15.3616,-83027.296875,2366.78
587,1990.9,587,156.6725,2935000,15.046,-83012.03125,2334.24
588,1984.36,588,156.6127,2940000,15.3344,-83240.2734375,2340.72
589,2000.11,589,156.6093,2945000,15.2211,-83349.0859375,2346.54
590,1997.33,590,156.6162,2950000,15.408,-83290.9296875,2344.73
591,2014.05,591,156.6721,2955000,15.3112,-83618.21875,2364.51
592,1990.07,592,156.5722,2960000,15.1252,-83357.9609375,2326.67
593,2013.65,593,156.6326,2965000,15.3893,-83928.3125,2387.53
594,2013.59,594,156.6493,2970000,15.3964,-83752.2421875,2364.94
595,2001.16,595,156.6984,2975000,15.5608,-83919.0,2398.25
596,1965.72,596,156.4828,2980000,14.9562,-83764.3359375,2329.82
597,1980.68,597,156.6022,2985000,15.0103,-83866.375,2327.09
598,1991.82,598,156.6297,2990000,15.2163,-84007.5703125,2350.53
599,2013.27,599,156.5494,2995000,15.3913,-83984.0859375,2364.48
