Running Update Time,Running Forward KL,Real Det Return,Reward Loss,Running Reverse KL,Running Env Steps,Itration,Real Sto Return
395,156.6455,2345.33,-72691.296875,15.217,1975000,395,1983.96
396,156.697,2330.62,-72642.21875,15.3314,1980000,396,1982.64
397,156.6377,2350.63,-73096.4921875,15.2152,1985000,397,1975.21
398,156.5397,2335.37,-72846.546875,15.2913,1990000,398,1975.08
399,156.7793,2298.7,-73403.15625,15.7246,1995000,399,1959.64
400,156.6763,2343.36,-73173.546875,15.2916,2000000,400,1977.33
401,156.5518,2377.54,-73426.5859375,15.3609,2005000,401,1992.69
402,156.8189,2359.58,-73623.734375,15.3978,2010000,402,1983.29
403,156.6055,2303.6,-73180.2578125,15.2918,2015000,403,1980.14
404,156.6015,2350.33,-73363.3984375,15.1557,2020000,404,1969.01
405,156.6317,2352.4,-73954.0,15.3332,2025000,405,1996.04
406,156.8799,2332.51,-73619.953125,15.2479,2030000,406,1963.52
407,156.5439,2361.15,-73493.875,15.2245,2035000,407,1955.04
408,156.7028,2338.11,-73958.4609375,15.2924,2040000,408,1992.15
409,156.7213,2361.19,-73864.2265625,15.4483,2045000,409,1994.59
410,156.7369,2353.11,-74122.15625,15.4012,2050000,410,1976.03
411,156.747,2345.65,-74134.046875,15.2755,2055000,411,1996.51
412,156.6229,2336.19,-73984.296875,15.2848,2060000,412,2001.64
413,156.753,2357.98,-74166.25,15.3815,2065000,413,1963.45
414,156.6146,2356.06,-74317.71875,15.2406,2070000,414,1992.86
415,156.8138,2341.31,-74322.265625,15.2662,2075000,415,2005.77
416,156.6176,2356.33,-74354.4609375,15.2364,2080000,416,1984.71
417,156.6692,2371.55,-74378.0234375,15.4381,2085000,417,1894.26
418,156.7224,2355.13,-74421.6640625,15.2371,2090000,418,1995.29
419,156.78,2333.64,-74154.2578125,15.3495,2095000,419,1943.68
420,156.7779,2359.33,-74684.78125,15.2229,2100000,420,1979.56
421,156.7695,2362.79,-74838.4765625,15.3858,2105000,421,2006.67
422,156.6306,2378.27,-75053.3671875,15.2494,2110000,422,2018.7
423,156.7326,2368.93,-75020.7109375,15.375,2115000,423,2000.64
424,156.6683,2351.37,-74811.7890625,15.2361,2120000,424,2004.52
425,156.6902,2367.47,-75347.765625,15.2793,2125000,425,2008.71
426,156.5788,2359.56,-74998.5703125,15.1627,2130000,426,1980.59
427,156.5436,2381.21,-75195.109375,15.2367,2135000,427,1971.85
428,156.6618,2388.24,-75256.3203125,15.1914,2140000,428,2012.11
429,156.6854,2368.82,-75155.0625,15.1522,2145000,429,1963.09
430,156.7354,2368.63,-74816.625,15.1659,2150000,430,1989.75
431,156.7072,2333.04,-75451.71875,15.3242,2155000,431,1991.4
432,156.7133,2376.79,-75581.484375,15.3316,2160000,432,2018.66
433,156.6674,2356.94,-75569.546875,15.3687,2165000,433,2007.04
434,156.7415,2372.74,-73739.3984375,16.0495,2170000,434,1985.14
435,156.7393,2381.03,-75624.0,15.288,2175000,435,2011.91
436,156.5851,2358.63,-74946.609375,15.4798,2180000,436,2026.18
437,156.7157,2355.92,-75737.4609375,15.2529,2185000,437,2009.87
438,156.6565,2358.1,-74128.1171875,15.4503,2190000,438,1995.14
439,156.6771,2366.51,-76325.8125,15.3827,2195000,439,1985.56
440,156.6901,2360.54,-74307.15625,16.0256,2200000,440,2012.92
441,156.6448,2341.51,-76148.1328125,15.2422,2205000,441,1873.94
442,156.6,2368.02,-75840.6875,15.2746,2210000,442,1898.18
443,156.6793,2340.46,-76092.6015625,15.134,2215000,443,1877.4
444,156.5988,2353.63,-76101.3125,15.214,2220000,444,2016.09
445,156.6134,2370.75,-74427.2890625,16.0415,2225000,445,1888.9
446,156.6372,2367.99,-76456.46875,15.3522,2230000,446,2020.17
447,156.5622,2363.58,-76619.0703125,15.2663,2235000,447,2010.27
448,156.5804,2351.53,-76665.9765625,15.2793,2240000,448,2010.68
449,156.6546,2368.62,-76810.5703125,15.427,2245000,449,1999.57
450,156.6403,2367.8,-76711.671875,15.3205,2250000,450,2013.34
451,156.7277,2381.79,-76727.6875,15.5768,2255000,451,2025.57
452,156.5686,2357.32,-77061.9140625,15.3213,2260000,452,2001.5
453,156.6792,2356.34,-77110.6328125,15.3773,2265000,453,1887.27
454,156.7985,2353.41,-77133.1875,15.3534,2270000,454,1999.14
455,156.7258,2347.9,-77008.9375,15.3114,2275000,455,2019.13
456,156.8391,2338.94,-75131.3046875,16.6118,2280000,456,1882.02
457,156.6112,2328.55,-76875.3046875,15.2191,2285000,457,1994.77
458,156.6233,2349.47,-77148.875,15.3222,2290000,458,1906.69
459,156.507,2371.64,-77534.046875,15.2626,2295000,459,2017.41
460,156.6525,2341.31,-74953.4296875,16.0001,2300000,460,1987.26
461,156.5471,2358.05,-77445.984375,15.2673,2305000,461,2001.97
462,156.6008,2342.16,-77352.640625,15.2621,2310000,462,2002.83
463,156.6286,2357.44,-77480.8671875,15.2625,2315000,463,1986.41
464,156.6907,2349.66,-75472.609375,15.8864,2320000,464,1986.24
465,156.575,2368.33,-77696.8984375,15.2103,2325000,465,2005.22
466,156.576,2353.25,-75404.46875,16.4583,2330000,466,1994.84
467,156.5752,2379.81,-78059.4453125,15.3498,2335000,467,2018.91
468,156.5788,2344.72,-75947.3828125,15.7417,2340000,468,1998.5
469,156.7538,2349.4,-77857.1796875,15.3937,2345000,469,1859.11
470,156.6338,2363.01,-78213.1953125,15.33,2350000,470,1758.94
471,156.7539,2349.9,-77869.734375,15.1898,2355000,471,1972.92
472,156.6818,2348.72,-77970.15625,15.1774,2360000,472,1990.58
473,156.6089,2370.18,-78416.4609375,15.4512,2365000,473,2017.17
474,156.8027,2360.49,-76492.8515625,15.3896,2370000,474,1993.96
475,156.7273,2358.01,-78269.546875,15.2192,2375000,475,1757.01
476,156.6775,2350.25,-78546.65625,15.2715,2380000,476,1992.61
477,156.4978,2369.3,-78752.5625,15.2623,2385000,477,1988.5
478,156.7233,2345.76,-78564.28125,15.3063,2390000,478,1992.9
479,156.5841,2349.75,-78502.796875,15.4243,2395000,479,1874.23
480,156.6496,2377.36,-78735.03125,15.3344,2400000,480,2001.79
481,156.6246,2375.57,-78831.703125,15.2672,2405000,481,1990.3
482,156.5383,2373.68,-76929.7734375,15.929,2410000,482,2000.08
483,156.7505,2365.24,-79013.1015625,15.3263,2415000,483,1889.73
484,156.6289,2374.75,-77955.640625,15.4398,2420000,484,1884.03
485,156.6774,2348.74,-72686.15625,17.6047,2425000,485,1995.71
486,156.7311,2361.48,-79141.046875,15.2168,2430000,486,1873.9
487,156.6348,2368.07,-79172.125,15.2335,2435000,487,1999.99
488,156.6211,2354.11,-79132.1484375,15.1721,2440000,488,1995.83
489,156.5258,2344.32,-79144.96875,15.1668,2445000,489,1865.89
490,156.6693,2335.31,-77238.0625,15.6309,2450000,490,1988.64
491,156.5246,2363.45,-79608.3359375,15.1762,2455000,491,1871.68
492,156.6078,2364.85,-79425.296875,15.3808,2460000,492,2015.86
493,156.494,2359.21,-79602.7109375,15.281,2465000,493,1995.19
494,156.7128,2367.12,-78440.34375,15.1955,2470000,494,1947.65
495,156.6282,2351.68,-79622.140625,15.3349,2475000,495,1993.69
496,156.6007,2355.17,-79496.28125,15.0819,2480000,496,1998.77
497,156.5262,2374.2,-79827.140625,15.1394,2485000,497,2006.04
498,156.6407,2338.96,-79984.890625,15.0576,2490000,498,1984.5
499,156.6171,2357.71,-80027.21875,15.3752,2495000,499,2000.95
500,156.6769,2358.43,-79905.015625,15.2893,2500000,500,1972.77
501,156.5921,2337.53,-80091.15625,15.1945,2505000,501,1998.68
502,156.5493,2346.63,-78198.234375,15.433,2510000,502,2001.04
503,156.766,2353.74,-80342.9765625,15.3804,2515000,503,2014.08
504,156.8008,2337.66,-80361.96875,15.1677,2520000,504,1988.55
505,156.6578,2327.82,-80131.9921875,15.1487,2525000,505,1972.93
506,156.7128,2372.65,-80791.640625,15.2581,2530000,506,2004.41
507,156.7236,2344.93,-80470.6015625,15.0719,2535000,507,1972.58
508,156.725,2372.15,-80719.7734375,15.4091,2540000,508,2001.94
509,156.7401,2343.94,-80715.625,15.3827,2545000,509,1984.31
510,156.7746,2334.9,-80777.2109375,15.409,2550000,510,1957.68
511,156.7638,2343.41,-81063.796875,15.3489,2555000,511,2013.14
512,156.7141,2362.76,-81039.3046875,15.5373,2560000,512,2007.92
513,156.6918,2347.22,-81029.34375,15.4359,2565000,513,2004.31
514,156.6546,2365.89,-81297.2265625,15.1543,2570000,514,2003.96
515,156.6102,2365.34,-80958.6640625,15.2538,2575000,515,2001.58
516,156.6315,2373.23,-81045.9765625,15.2846,2580000,516,1941.9
517,156.616,2374.43,-81293.3203125,15.2215,2585000,517,2004.45
518,156.6216,2348.25,-81510.1328125,15.4414,2590000,518,2024.27
519,156.7301,2372.47,-81414.7734375,15.2527,2595000,519,1999.04
520,156.7585,2347.71,-81413.4296875,15.3003,2600000,520,1980.71
521,156.5733,2369.22,-81566.9609375,15.2446,2605000,521,1996.56
522,156.6392,2337.22,-81513.09375,15.1919,2610000,522,1976.25
523,156.6797,2325.48,-81383.921875,15.2238,2615000,523,1957.01
524,156.635,2325.71,-81666.015625,15.1573,2620000,524,1986.02
525,156.619,2336.15,-81667.109375,15.2666,2625000,525,1998.08
526,156.6851,2341.82,-81247.6953125,15.1347,2630000,526,2008.91
527,156.671,2331.88,-81480.21875,15.0512,2635000,527,1989.77
528,156.742,2338.4,-81970.25,15.3129,2640000,528,1998.4
529,156.6209,2343.99,-81914.5234375,15.1759,2645000,529,2008.08
530,156.6697,2336.33,-81490.484375,15.0173,2650000,530,1998.57
531,156.6101,2354.81,-82123.609375,15.325,2655000,531,2003.28
532,156.7584,2325.2,-81977.796875,15.1956,2660000,532,1980.42
533,156.5449,2320.69,-81990.3828125,15.2746,2665000,533,1922.79
534,156.7339,2332.75,-82317.7890625,15.2417,2670000,534,1976.9
535,156.662,2314.34,-82159.5546875,15.1934,2675000,535,1973.63
536,156.7308,2339.1,-81877.78125,15.1046,2680000,536,1930.05
537,156.7475,2345.0,-82286.2578125,15.0697,2685000,537,1950.64
538,156.5863,2324.78,-82347.7734375,15.1753,2690000,538,1867.82
539,156.6834,2323.54,-81218.9609375,14.8348,2695000,539,1912.97
540,156.5833,2325.32,-81474.8671875,14.9602,2700000,540,1998.78
541,156.4884,2324.07,-82539.046875,15.1021,2705000,541,1876.7
542,156.7374,2318.37,-82606.46875,15.1205,2710000,542,1884.16
543,156.6055,2342.4,-82678.6640625,15.083,2715000,543,1967.56
544,156.6274,2297.97,-82433.953125,14.9216,2720000,544,1938.51
545,156.6515,2336.88,-82527.3671875,15.097,2725000,545,1986.62
546,156.5746,2320.59,-82701.8984375,14.8283,2730000,546,1978.38
547,156.6714,2321.42,-82921.1171875,15.055,2735000,547,1809.58
548,156.7841,2340.36,-80547.984375,15.6952,2740000,548,1746.26
549,156.6335,2352.31,-79529.296875,15.4159,2745000,549,1880.06
550,156.5586,2352.88,-82002.6953125,14.9682,2750000,550,1991.35
551,156.6204,2336.78,-83179.328125,15.0418,2755000,551,1909.46
552,156.5709,2331.94,-83084.34375,14.9156,2760000,552,1971.63
553,156.5463,2338.5,-81484.234375,14.7931,2765000,553,1971.16
554,156.6944,2329.24,-83396.15625,15.0858,2770000,554,1945.9
555,156.6358,2360.54,-83436.6796875,15.0681,2775000,555,1989.32
556,156.6383,2347.56,-83492.0859375,15.1577,2780000,556,1871.33
557,156.6782,2351.15,-82171.3671875,15.2914,2785000,557,1868.21
558,156.5975,2342.42,-83383.9765625,14.9247,2790000,558,1941.15
559,156.7013,2324.28,-82321.125,15.129,2795000,559,1855.67
560,156.7597,2338.98,-80924.2578125,15.6503,2800000,560,1988.34
561,156.6741,2339.57,-83731.578125,15.0025,2805000,561,1928.73
562,156.6696,2328.37,-83726.765625,14.9064,2810000,562,1850.78
563,156.5539,2334.8,-83503.171875,14.8726,2815000,563,1993.58
564,156.7247,2330.44,-83737.2421875,14.9482,2820000,564,1988.53
565,156.5678,2316.37,-83683.875,14.8321,2825000,565,1982.56
566,156.6081,2328.72,-83709.3125,14.9243,2830000,566,1993.62
567,156.4316,2327.99,-83724.4375,15.0548,2835000,567,2007.85
568,156.6403,2305.46,-83844.0546875,14.8885,2840000,568,1970.58
569,156.6441,2324.55,-84110.1015625,15.0675,2845000,569,1998.09
570,156.6741,2352.3,-84230.21875,14.9855,2850000,570,2015.25
571,156.5195,2331.58,-84105.421875,15.0101,2855000,571,1978.19
572,156.6124,2294.32,-84026.15625,14.752,2860000,572,1989.08
573,156.7467,2312.72,-84360.1953125,14.9504,2865000,573,2002.79
574,156.6355,2308.11,-84294.203125,14.9925,2870000,574,1990.57
575,156.6272,2309.61,-84592.859375,14.9136,2875000,575,1984.26
576,156.5922,2316.13,-84465.90625,14.8792,2880000,576,1998.11
577,156.5473,2324.2,-84368.171875,14.8786,2885000,577,1962.38
578,156.5294,2348.66,-84639.3046875,14.8895,2890000,578,1976.75
579,156.5314,2317.21,-84644.3046875,14.9044,2895000,579,1976.29
580,156.6248,2343.45,-84945.5234375,14.85,2900000,580,1983.09
581,156.5283,2314.62,-84810.8203125,14.9249,2905000,581,1999.22
582,156.6607,2313.8,-84889.34375,14.8956,2910000,582,1991.34
583,156.7311,2309.42,-85000.6328125,14.994,2915000,583,1964.71
584,156.6472,2304.43,-85016.6015625,14.8832,2920000,584,1975.31
585,156.587,2321.26,-85113.4140625,14.8999,2925000,585,1954.8
586,156.5346,2326.2,-85229.9140625,14.9937,2930000,586,1956.22
587,156.6975,2299.53,-85141.0234375,14.9105,2935000,587,1968.77
588,156.7046,2301.93,-85261.46875,14.915,2940000,588,1963.5
589,156.6275,2289.07,-85187.265625,14.7709,2945000,589,1936.22
590,156.5956,2283.78,-85228.7109375,14.8471,2950000,590,1947.44
591,156.6231,2309.28,-85217.2578125,14.922,2955000,591,1966.7
592,156.6483,2312.6,-85387.6484375,14.825,2960000,592,1967.64
593,156.6842,2310.04,-85674.2578125,14.9342,2965000,593,1960.52
594,156.7101,2305.69,-85661.8203125,14.9691,2970000,594,1975.6
595,156.7677,2322.32,-85507.453125,14.9592,2975000,595,1971.02
596,156.6035,2335.11,-85815.6953125,14.8705,2980000,596,1985.23
597,156.6272,2314.33,-85852.859375,15.1009,2985000,597,1980.5
598,156.6709,2348.86,-85874.4921875,15.0438,2990000,598,1975.8
599,156.7554,2294.01,-86126.5546875,14.9323,2995000,599,1955.53
