Real Det Return,Running Reverse KL,Running Update Time,Running Env Steps,Real Sto Return,Running Forward KL,Reward Loss,Itration
5039.3,85.4489,386,1930000,4822.08,88.4653,-13259.345703125,386
6021.23,80.8633,387,1935000,5338.29,84.4454,-13064.447265625,387
5574.14,80.6863,388,1940000,5043.98,86.272,-13222.0654296875,388
5658.42,82.8362,389,1945000,4375.27,83.5168,-13096.7177734375,389
5917.56,86.8932,390,1950000,5359.29,88.381,-13317.4873046875,390
5705.33,86.8407,391,1955000,4706.53,87.6455,-13370.2412109375,391
5651.58,86.7102,392,1960000,4428.06,88.9701,-13403.640625,392
5854.62,85.2866,393,1965000,4572.71,87.9656,-13355.056640625,393
5411.19,81.7228,394,1970000,5051.69,84.5055,-13306.0849609375,394
5600.03,83.6393,395,1975000,5316.24,87.8286,-13447.7119140625,395
5592.93,84.0472,396,1980000,4403.18,88.9635,-13489.4580078125,396
5495.24,77.3326,397,1985000,4524.1,81.2288,-12626.1845703125,397
5648.29,83.8487,398,1990000,4530.4,88.2065,-13543.2734375,398
5973.74,82.0071,399,1995000,5069.72,85.8563,-13553.5791015625,399
5618.69,77.5698,400,2000000,4773.98,84.5635,-12752.9775390625,400
6009.55,84.4593,401,2005000,4914.94,86.9047,-13619.8486328125,401
5656.57,83.8663,402,2010000,4667.19,87.9565,-13624.169921875,402
5460.34,79.1461,403,2015000,5021.44,85.2552,-13627.9384765625,403
6024.06,82.793,404,2020000,4983.75,84.4819,-12973.771484375,404
5710.2,83.3383,405,2025000,4942.43,87.4813,-13645.8173828125,405
5950.53,80.6305,406,2030000,5421.76,84.8745,-13419.5791015625,406
4967.94,79.6728,407,2035000,4664.03,85.3068,-13680.7939453125,407
5550.34,82.5981,408,2040000,4691.12,84.5405,-13868.99609375,408
5336.97,84.2917,409,2045000,4782.56,86.487,-13803.23046875,409
5970.75,84.318,410,2050000,5098.38,88.0653,-13925.0830078125,410
-2385.44,225.0506,411,2055000,-2240.93,132.5473,-5813.75341796875,411
-266.47,58.3181,412,2060000,-417.3,79.3299,-5682.984375,412
-295.08,68.4429,413,2065000,-325.18,79.9163,-7074.794921875,413
833.52,56.3086,414,2070000,1053.43,77.0444,-6395.13330078125,414
951.93,73.4067,415,2075000,1003.15,80.5977,-7466.92919921875,415
1227.21,55.8774,416,2080000,1274.83,74.7536,-8724.6533203125,416
1221.8,64.8852,417,2085000,1750.27,75.9726,-11104.09375,417
1281.09,55.3673,418,2090000,741.51,75.428,-9935.8779296875,418
2705.69,77.4349,419,2095000,1820.49,81.1027,-12297.609375,419
4260.64,65.0279,420,2100000,2775.24,77.805,-10777.1201171875,420
3524.34,80.1727,421,2105000,2829.72,84.3289,-13150.80859375,421
4352.83,76.4894,422,2110000,3582.02,78.8402,-12412.7734375,422
4222.72,85.121,423,2115000,3315.09,86.645,-13438.55078125,423
3996.71,88.7716,424,2120000,3574.55,88.0619,-13570.248046875,424
4371.52,86.7665,425,2125000,3509.53,86.0331,-13629.7216796875,425
5117.97,83.9774,426,2130000,3915.02,86.9414,-13696.494140625,426
4739.17,83.49,427,2135000,4088.97,85.579,-13705.912109375,427
4995.31,83.6621,428,2140000,5039.65,86.4995,-13896.4580078125,428
5254.63,83.2074,429,2145000,4710.06,87.1344,-13935.5771484375,429
5255.41,83.6316,430,2150000,3891.74,87.3747,-13925.6650390625,430
5183.78,77.9172,431,2155000,5072.26,83.8068,-13905.5361328125,431
5438.23,84.2529,432,2160000,3963.99,86.0856,-13963.9111328125,432
5070.46,81.5828,433,2165000,3163.43,84.9054,-13957.5078125,433
4991.15,77.5318,434,2170000,4358.83,81.981,-13926.4091796875,434
5587.55,83.4475,435,2175000,4768.88,83.6785,-14070.33984375,435
5598.89,77.2546,436,2180000,4295.12,81.9798,-13942.4970703125,436
5382.1,75.5027,437,2185000,4540.73,81.0592,-13732.658203125,437
5388.18,71.5569,438,2190000,4443.87,79.4667,-13505.5390625,438
5627.9,72.9248,439,2195000,4910.57,78.1242,-13108.5947265625,439
5517.88,73.2327,440,2200000,4358.34,80.2046,-13752.0966796875,440
5645.93,78.0212,441,2205000,5247.14,82.7078,-14048.3857421875,441
5668.01,81.8896,442,2210000,4914.4,84.6387,-14224.9892578125,442
5688.66,81.9534,443,2215000,5078.49,83.684,-14297.546875,443
5451.71,81.9497,444,2220000,4756.88,85.985,-14291.9990234375,444
5432.05,87.3933,445,2225000,4668.44,87.7661,-14370.666015625,445
5708.35,82.5207,446,2230000,5038.56,82.2996,-14277.65625,446
5395.02,82.4922,447,2235000,5283.42,85.0441,-14326.9755859375,447
5627.25,78.3892,448,2240000,5002.92,83.6936,-14278.15234375,448
5113.99,83.1058,449,2245000,5090.36,87.1548,-14442.5224609375,449
5675.13,68.8788,450,2250000,4597.29,76.1689,-12489.2685546875,450
5163.51,81.1415,451,2255000,4987.74,83.6059,-14343.28125,451
5357.43,81.308,452,2260000,4514.56,84.9735,-14436.8095703125,452
5385.92,85.772,453,2265000,4360.15,87.2859,-14508.203125,453
5601.49,83.447,454,2270000,5226.02,86.0746,-14576.298828125,454
5401.58,84.2887,455,2275000,4987.29,86.6448,-14602.0576171875,455
5646.92,85.7746,456,2280000,5269.83,86.3332,-14553.3349609375,456
5604.02,80.7913,457,2285000,5308.63,86.5432,-14513.7294921875,457
5481.47,78.0322,458,2290000,5244.25,85.8956,-14375.5703125,458
5792.49,78.0317,459,2295000,5256.67,85.3156,-14516.9755859375,459
5585.89,81.8723,460,2300000,5134.36,83.4854,-14420.7099609375,460
5791.04,81.3897,461,2305000,4776.12,83.9406,-14585.9677734375,461
5795.8,83.5243,462,2310000,4726.37,84.836,-14639.7109375,462
5330.68,81.1085,463,2315000,4833.39,86.1874,-14539.5244140625,463
5655.7,83.1665,464,2320000,5253.64,85.9123,-14671.9013671875,464
5774.03,80.5851,465,2325000,5383.83,84.1348,-14690.0498046875,465
5150.09,84.165,466,2330000,5164.11,85.1151,-14604.2099609375,466
5533.53,78.5088,467,2335000,5230.91,83.5063,-14612.2763671875,467
5677.62,84.8848,468,2340000,5326.7,85.9421,-14725.3193359375,468
5718.84,81.4946,469,2345000,5300.48,83.901,-14635.1279296875,469
5351.99,86.1804,470,2350000,5052.36,86.781,-14867.708984375,470
5637.59,85.7456,471,2355000,5146.75,86.6245,-14875.9140625,471
5410.45,83.9523,472,2360000,5366.38,87.0351,-14866.4814453125,472
5654.69,80.0684,473,2365000,5053.42,84.3796,-14684.234375,473
5670.97,86.0348,474,2370000,5381.41,86.3353,-14889.6923828125,474
5786.34,76.3765,475,2375000,4683.77,82.0471,-14434.259765625,475
5825.18,83.3351,476,2380000,4930.37,86.594,-14726.6611328125,476
5624.6,88.9451,477,2385000,4769.5,87.9293,-15045.5439453125,477
5782.53,88.3035,478,2390000,5224.63,89.3719,-15090.7998046875,478
5789.02,82.7918,479,2395000,4983.06,84.8989,-14997.9990234375,479
5614.34,88.2424,480,2400000,5039.2,88.6285,-15046.3310546875,480
5715.06,86.6175,481,2405000,5263.29,87.8082,-15100.3720703125,481
5658.03,87.4405,482,2410000,4729.36,88.8707,-15137.67578125,482
5884.96,84.6095,483,2415000,5271.93,89.2517,-15198.0166015625,483
5685.68,83.5899,484,2420000,5241.13,86.4741,-15022.48046875,484
5747.24,79.1135,485,2425000,4713.81,83.9335,-14424.71875,485
5530.67,85.1071,486,2430000,5102.28,85.5218,-15137.1259765625,486
5345.22,83.5834,487,2435000,5218.07,83.7432,-14891.484375,487
5794.84,83.6217,488,2440000,5238.25,85.0571,-15105.6376953125,488
5775.07,86.198,489,2445000,5352.6,87.1484,-15141.8115234375,489
5709.15,76.3033,490,2450000,5222.87,82.9669,-14743.5205078125,490
5844.14,82.3916,491,2455000,5380.51,83.6475,-14941.8720703125,491
5696.23,85.7724,492,2460000,5365.49,87.5785,-15266.458984375,492
5643.04,82.615,493,2465000,5253.44,84.0715,-15084.4306640625,493
5489.28,83.1495,494,2470000,5162.91,85.563,-15140.375,494
5678.93,85.1116,495,2475000,5303.55,86.3642,-15149.9189453125,495
5512.0,83.1979,496,2480000,5429.06,86.4501,-15235.1376953125,496
5849.78,83.9228,497,2485000,5159.61,85.5898,-15287.9921875,497
5206.13,86.0314,498,2490000,5377.47,87.328,-15339.8701171875,498
5715.53,84.7306,499,2495000,5238.79,85.8474,-15361.3388671875,499
5717.03,83.3697,500,2500000,5084.12,85.127,-15227.7109375,500
5746.03,86.5111,501,2505000,5240.1,87.9321,-15446.2021484375,501
5529.33,87.0711,502,2510000,5189.73,86.6602,-15390.1611328125,502
5695.68,84.8586,503,2515000,5359.71,87.0744,-15343.3017578125,503
5746.84,86.0953,504,2520000,5187.66,87.5443,-15466.4951171875,504
5843.43,88.4703,505,2525000,5382.75,87.9233,-15547.90625,505
5700.53,86.8496,506,2530000,5086.84,86.6108,-15490.90625,506
5749.19,87.0268,507,2535000,5216.68,84.9097,-15445.544921875,507
5852.7,86.3863,508,2540000,5442.63,86.7168,-15480.4091796875,508
5660.61,88.4177,509,2545000,5285.99,87.2539,-15546.12890625,509
5747.86,88.6257,510,2550000,5457.49,89.0122,-15614.8125,510
5585.77,90.3366,511,2555000,5278.55,87.4847,-15555.03125,511
5632.45,85.2254,512,2560000,5098.0,85.5336,-15498.8642578125,512
5797.01,84.9415,513,2565000,5233.24,85.3379,-15622.728515625,513
5892.76,83.4796,514,2570000,5336.49,84.306,-14941.861328125,514
5860.53,88.8829,515,2575000,5455.27,86.4535,-15686.373046875,515
5818.36,84.7,516,2580000,5364.5,85.2068,-15033.1015625,516
5672.7,86.7324,517,2585000,4932.62,85.5246,-15604.4111328125,517
5740.73,91.0138,518,2590000,4953.31,86.8515,-15663.40234375,518
5606.9,91.2062,519,2595000,5398.35,87.8618,-15793.546875,519
5623.15,89.3737,520,2600000,4915.92,87.6108,-15777.85546875,520
3520.77,81.3005,521,2605000,2910.71,81.9692,-11806.5126953125,521
5213.04,101.7922,522,2610000,5104.64,89.4415,-15808.68359375,522
5062.94,98.6493,523,2615000,5076.69,89.7509,-15906.4560546875,523
5607.14,92.825,524,2620000,5367.58,90.2076,-15861.974609375,524
5588.26,89.1503,525,2625000,5014.08,89.4445,-15792.8271484375,525
5186.11,94.2425,526,2630000,5256.84,91.0745,-15957.1904296875,526
5618.18,87.24,527,2635000,4807.25,86.3512,-15739.1455078125,527
5771.82,86.6144,528,2640000,5074.37,87.1219,-15798.2216796875,528
5707.3,83.6087,529,2645000,5323.13,87.2835,-15765.53125,529
5771.55,84.1538,530,2650000,5202.76,85.7984,-15791.5419921875,530
5784.22,82.6658,531,2655000,5013.52,86.728,-15894.9638671875,531
5581.7,90.3343,532,2660000,5251.1,88.9068,-15978.2509765625,532
5753.96,83.4001,533,2665000,5208.97,86.0056,-15921.8828125,533
5790.05,84.5745,534,2670000,4662.1,86.1679,-15929.94921875,534
5614.11,84.5789,535,2675000,5218.09,87.9939,-15485.6416015625,535
5462.5,85.663,536,2680000,5212.88,86.6551,-15972.755859375,536
5891.34,82.8831,537,2685000,5091.04,86.5277,-15931.783203125,537
5816.55,88.9726,538,2690000,4941.06,88.2106,-16142.6142578125,538
5772.4,86.9864,539,2695000,5070.46,88.9672,-16065.0517578125,539
5871.14,84.8607,540,2700000,5488.6,87.2281,-16088.4609375,540
5700.77,89.3846,541,2705000,4898.25,90.0795,-16177.4765625,541
5928.66,79.003,542,2710000,5316.97,83.1782,-14940.12109375,542
5805.01,84.4961,543,2715000,5393.67,87.205,-16139.564453125,543
5580.21,85.7591,544,2720000,5196.97,85.6898,-16042.734375,544
5943.08,85.1596,545,2725000,5313.36,87.6806,-16097.1416015625,545
5894.03,81.8667,546,2730000,5505.72,86.7825,-16067.7529296875,546
5694.32,86.4344,547,2735000,4360.11,85.7662,-15905.53515625,547
5845.79,91.6693,548,2740000,5061.65,90.1662,-16301.998046875,548
5858.61,85.1133,549,2745000,5371.15,84.6416,-15962.953125,549
5856.94,84.8892,550,2750000,5434.61,86.53,-15998.6572265625,550
5926.72,83.937,551,2755000,5354.69,87.8239,-16174.880859375,551
5748.28,89.5913,552,2760000,5309.85,88.6492,-16235.4619140625,552
5754.56,89.6512,553,2765000,5394.28,90.0014,-16352.61328125,553
5698.58,92.3399,554,2770000,5397.77,88.5223,-16300.798828125,554
5466.84,93.1747,555,2775000,4954.12,89.588,-16297.7119140625,555
5741.92,89.1398,556,2780000,5304.32,88.4165,-16295.9560546875,556
5753.01,91.5731,557,2785000,5202.54,90.2215,-16329.7294921875,557
5714.96,88.0642,558,2790000,5342.85,88.53,-16313.064453125,558
5549.5,88.4496,559,2795000,5075.54,89.9055,-16260.6103515625,559
5604.08,88.0376,560,2800000,5276.13,89.3074,-16292.9228515625,560
5706.74,91.6225,561,2805000,5271.88,89.4055,-16426.755859375,561
5834.24,87.0196,562,2810000,5360.16,88.7828,-16469.890625,562
5662.66,90.9371,563,2815000,5323.15,90.1936,-16434.740234375,563
5793.73,90.4848,564,2820000,5112.35,87.7484,-16338.8232421875,564
5853.54,85.0508,565,2825000,5404.23,86.2256,-16275.4365234375,565
5853.46,81.5408,566,2830000,5423.63,83.9664,-15360.6123046875,566
5441.43,85.4646,567,2835000,5344.15,88.5457,-16298.1201171875,567
5833.6,86.7686,568,2840000,5413.74,85.0153,-15487.4384765625,568
5591.85,84.9664,569,2845000,5495.02,87.2384,-16345.8291015625,569
5777.91,90.1342,570,2850000,5386.05,89.015,-16464.625,570
5774.38,84.5513,571,2855000,5224.49,88.345,-16345.31640625,571
5838.09,82.4974,572,2860000,5117.63,86.4192,-16303.69140625,572
5751.63,81.5756,573,2865000,5037.26,87.2091,-16291.740234375,573
5719.98,89.7331,574,2870000,5316.2,88.8162,-16491.396484375,574
5731.31,89.2553,575,2875000,5157.89,89.2542,-16513.70703125,575
5702.54,87.155,576,2880000,5106.69,87.564,-16442.787109375,576
5902.87,81.6207,577,2885000,5358.81,86.1121,-16211.1435546875,577
5632.87,87.4183,578,2890000,4794.75,88.4985,-16369.1904296875,578
5519.55,90.5126,579,2895000,5154.52,87.0843,-16204.1015625,579
5609.85,86.1947,580,2900000,4972.71,88.6455,-16412.193359375,580
5718.26,83.9556,581,2905000,5158.08,87.2244,-16376.77734375,581
5703.5,88.3536,582,2910000,5375.24,88.008,-16542.984375,582
5823.74,85.2308,583,2915000,5157.79,88.6625,-16496.625,583
5635.05,84.6497,584,2920000,5288.73,83.7096,-15596.8388671875,584
5522.07,88.5366,585,2925000,4951.11,86.73,-16477.423828125,585
5829.98,85.2064,586,2930000,5314.21,86.0301,-16341.62109375,586
5701.56,90.7374,587,2935000,5061.81,89.2422,-16619.96484375,587
5601.82,90.9655,588,2940000,5261.92,88.8998,-16638.080078125,588
5668.65,89.3393,589,2945000,5137.7,86.5099,-16510.62890625,589
5762.8,89.1276,590,2950000,5367.39,88.9272,-16546.521484375,590
5493.51,90.2903,591,2955000,5307.13,88.1992,-16603.6484375,591
5537.9,90.7876,592,2960000,5164.92,89.3356,-16536.71875,592
5580.33,86.2482,593,2965000,4986.55,87.7908,-16460.056640625,593
5807.98,89.7469,594,2970000,5225.42,87.7642,-16648.29296875,594
5648.98,92.3675,595,2975000,5279.57,89.5794,-16746.875,595
5775.96,90.4163,596,2980000,5194.65,89.9073,-16656.49609375,596
5600.54,91.0289,597,2985000,5230.69,89.4703,-16611.61328125,597
5613.26,92.4829,598,2990000,5018.27,89.1293,-16731.060546875,598
5639.94,85.5667,599,2995000,5241.42,87.0073,-16552.25390625,599
