Real Sto Return,Real Det Return,Running Reverse KL,Running Env Steps,Itration,Running Forward KL,Reward Loss,Running Update Time
1908.36,2182.31,15.3395,1930000,386,156.6991,-14511.4990234375,386
1924.16,2300.24,15.289,1935000,387,156.5359,-14505.0751953125,387
1881.0,2177.15,15.5493,1940000,388,156.7556,-14543.216796875,388
1929.79,2044.03,15.489,1945000,389,156.5661,-14464.3486328125,389
1929.43,2041.24,15.2961,1950000,390,156.6499,-14581.6962890625,390
1916.97,2331.92,15.4982,1955000,391,156.6348,-14595.498046875,391
1947.58,2312.98,15.2704,1960000,392,156.6437,-14632.91015625,392
1907.49,2311.93,15.2651,1965000,393,156.7257,-14635.7001953125,393
1898.39,2312.53,15.2772,1970000,394,156.6793,-14674.732421875,394
1339.88,2199.6,20.9513,1975000,395,156.6588,-13841.3203125,395
1825.31,2033.15,17.7799,1980000,396,156.8511,-14253.0234375,396
1913.2,2186.77,15.4876,1985000,397,156.6164,-14721.5380859375,397
1698.58,2182.77,15.7958,1990000,398,156.7181,-14556.859375,398
1454.68,1901.3,15.4325,1995000,399,156.6203,-14723.1142578125,399
1925.55,2326.46,15.9556,2000000,400,156.5323,-14578.6669921875,400
1926.37,2033.78,15.2113,2005000,401,156.692,-14661.927734375,401
1692.61,2176.0,15.4488,2010000,402,156.69,-14799.0244140625,402
1902.98,2323.85,15.3815,2015000,403,156.6261,-14794.703125,403
1938.72,2154.37,15.2304,2020000,404,156.6563,-14716.0185546875,404
1916.15,1902.68,15.3524,2025000,405,156.7259,-14822.0615234375,405
1869.83,1732.05,15.2063,2030000,406,156.5737,-14804.3388671875,406
1454.43,1889.03,18.1462,2035000,407,156.7085,-14261.0146484375,407
1710.45,2317.01,15.2004,2040000,408,156.6214,-14859.4912109375,408
1904.4,2300.75,15.1975,2045000,409,156.5036,-14849.44921875,409
1842.73,2324.09,16.5463,2050000,410,156.6467,-14509.998046875,410
1677.88,2034.93,15.3764,2055000,411,156.5285,-14914.630859375,411
1944.21,2314.14,15.4141,2060000,412,156.6142,-14914.71484375,412
1924.03,2195.17,15.2326,2065000,413,156.6291,-14921.931640625,413
1907.07,2322.75,15.3167,2070000,414,156.6335,-14947.9189453125,414
1918.05,1760.39,15.3245,2075000,415,156.5918,-14954.751953125,415
1953.59,2204.45,15.3529,2080000,416,156.6728,-15020.7109375,416
