Real Det Return,Itration,Running Update Time,Running Forward KL,Reward Loss,Running Reverse KL,Real Sto Return,Running Env Steps
3778.77,391,391,379.5918,-18528.12109375,189.5439,4255.27,1955000
2666.89,392,392,408.7575,-17642.6015625,192.9336,2134.78,1960000
3897.68,393,393,424.7616,-18174.736328125,217.1118,3619.63,1965000
1306.57,394,394,429.1315,-16694.287109375,234.8138,1251.93,1970000
2806.04,395,395,408.7249,-18454.775390625,208.0687,3330.26,1975000
2416.33,396,396,405.5847,-16974.8125,248.994,2517.45,1980000
4274.96,397,397,403.6048,-19032.134765625,255.7073,4422.42,1985000
1430.92,398,398,400.1475,-16388.37890625,272.4882,1310.4,1990000
1878.12,399,399,421.592,-17335.685546875,204.3345,2123.28,1995000
2490.56,400,400,378.9263,-16860.56640625,181.9182,2820.04,2000000
4090.54,401,401,415.5249,-18377.193359375,262.1877,4108.91,2005000
1589.37,402,402,424.815,-16682.484375,231.0851,1165.23,2010000
3276.12,403,403,372.8656,-17231.6796875,197.5803,3107.22,2015000
3763.4,404,404,391.9739,-18085.13671875,250.2448,3409.35,2020000
2094.06,405,405,416.2938,-17982.779296875,244.791,2453.36,2025000
1283.59,406,406,412.7815,-17083.48828125,443.573,1574.22,2030000
3358.09,407,407,403.4509,-17735.1640625,228.0507,3860.92,2035000
3753.32,408,408,407.4212,-18552.09375,225.4805,3561.61,2040000
2818.95,409,409,423.9262,-16314.302734375,226.5646,3523.77,2045000
3717.53,410,410,414.6696,-19386.33984375,231.5002,3936.56,2050000
1882.24,411,411,412.8951,-16560.177734375,206.1649,2185.94,2055000
1823.62,412,412,427.2148,-16225.7998046875,238.2513,1673.23,2060000
2726.56,413,413,402.0482,-18535.474609375,196.6477,3697.27,2065000
3601.19,414,414,419.257,-16790.32421875,234.2455,2527.14,2070000
3320.47,415,415,364.95,-17233.310546875,183.4291,2366.33,2075000
2092.18,416,416,413.0524,-14825.8896484375,229.3525,2085.58,2080000
2313.99,417,417,433.7303,-15643.55859375,298.733,2417.73,2085000
4584.08,418,418,416.5176,-19150.134765625,230.9133,4567.69,2090000
3963.14,419,419,387.951,-18026.916015625,181.7374,3834.29,2095000
2674.62,420,420,373.718,-16325.0732421875,172.2564,2723.65,2100000
3420.35,421,421,378.8823,-17323.21875,170.7611,3482.32,2105000
3248.77,422,422,370.9708,-17757.51953125,159.8694,4010.55,2110000
4023.23,423,423,355.9815,-17294.10546875,184.6733,4515.86,2115000
1092.81,424,424,400.6203,-14328.3955078125,262.7743,1409.44,2120000
2390.2,425,425,377.4755,-15613.861328125,210.2562,2608.65,2125000
2319.8,426,426,358.0018,-15695.412109375,187.3039,2911.54,2130000
1405.06,427,427,389.1686,-15014.8701171875,280.971,1411.09,2135000
2679.01,428,428,343.4558,-16704.53515625,214.9936,3050.98,2140000
2675.19,429,429,365.7468,-15627.5029296875,274.976,2756.6,2145000
863.6,430,430,389.752,-14088.802734375,258.3126,862.12,2150000
1589.68,431,431,381.3009,-14441.646484375,254.338,1397.14,2155000
2547.32,432,432,371.7848,-16141.212890625,393.158,1799.45,2160000
3567.09,433,433,353.2497,-17669.796875,223.232,2962.23,2165000
2415.08,434,434,371.8642,-16159.73046875,201.7693,2663.04,2170000
2673.95,435,435,385.7125,-15634.9755859375,236.6444,2959.11,2175000
1657.3,436,436,373.0857,-15869.931640625,210.3088,1716.23,2180000
1872.69,437,437,385.8184,-15700.53125,235.9816,1749.84,2185000
2762.58,438,438,378.1105,-17142.5234375,203.5294,3082.06,2190000
971.96,439,439,382.4209,-15024.66015625,231.6665,1907.47,2195000
1345.38,440,440,409.2808,-15221.990234375,248.3547,2058.13,2200000
3076.25,441,441,386.2176,-17126.158203125,208.1334,3491.76,2205000
766.2,442,442,389.3638,-15456.5068359375,254.5558,888.21,2210000
2494.62,443,443,422.5164,-15049.6103515625,279.921,1356.39,2215000
1872.05,444,444,392.9563,-16862.560546875,376.798,1822.77,2220000
2346.15,445,445,397.7757,-16695.43359375,388.5321,2454.21,2225000
1557.9,446,446,403.2961,-15305.58984375,482.7283,1517.54,2230000
2164.07,447,447,392.7644,-15647.05859375,566.7805,1676.24,2235000
2349.4,448,448,402.8029,-17508.73046875,303.1347,2671.54,2240000
853.75,449,449,388.9868,-14551.3876953125,410.6393,1445.69,2245000
2199.36,450,450,381.35,-16424.28125,939.2069,2288.67,2250000
2450.39,451,451,382.7754,-17248.96484375,337.7086,1776.44,2255000
1945.0,452,452,407.1483,-16594.455078125,1681.1935,1330.15,2260000
2128.48,453,453,376.1437,-15239.765625,554.4891,2380.8,2265000
2494.7,454,454,369.8515,-17314.65625,276.6942,2216.66,2270000
2747.45,455,455,396.4746,-17623.46484375,685.8972,3562.49,2275000
1020.15,456,456,416.8917,-15648.7939453125,390.844,1203.05,2280000
1388.78,457,457,398.3153,-16938.19140625,573.4804,1392.69,2285000
2622.77,458,458,444.8071,-17655.318359375,1280.6087,2170.15,2290000
1594.45,459,459,395.0422,-17635.412109375,882.2371,1640.6,2295000
2930.13,460,460,422.2856,-18419.982421875,265.4493,3380.41,2300000
3377.68,461,461,415.3763,-17471.916015625,350.278,3383.25,2305000
3945.25,462,462,416.2313,-17919.42578125,406.6422,4252.34,2310000
2209.91,463,463,404.2457,-15441.2109375,950.609,1988.03,2315000
2814.13,464,464,368.8606,-16617.833984375,717.5327,2210.79,2320000
4356.41,465,465,388.8752,-18695.1328125,269.0081,3467.26,2325000
4056.32,466,466,414.2705,-19118.333984375,293.1079,4343.84,2330000
4069.31,467,467,394.0575,-18638.587890625,281.2489,4160.21,2335000
3304.18,468,468,442.5687,-17582.240234375,526.0644,3177.97,2340000
3660.53,469,469,428.2258,-19085.51953125,318.528,4206.39,2345000
4091.0,470,470,446.8497,-19428.970703125,358.6577,4297.95,2350000
3024.03,471,471,432.0116,-18162.3828125,1070.2803,2907.02,2355000
1430.31,472,472,430.8668,-16543.08203125,1768.6468,2140.28,2360000
1285.21,473,473,481.3545,-19253.875,1940.4831,1176.36,2365000
2228.78,474,474,426.6669,-18130.25,1379.13,1756.22,2370000
2369.34,475,475,443.1294,-17961.865234375,2156.1038,2882.24,2375000
2627.72,476,476,418.2789,-18525.951171875,2064.2116,1880.75,2380000
2237.33,477,477,415.5569,-18633.93359375,2254.7458,2621.34,2385000
1734.72,478,478,413.1541,-18855.73046875,1775.978,948.42,2390000
2617.87,479,479,418.7847,-16697.056640625,883.5684,1941.44,2395000
478.35,480,480,433.3309,-18673.947265625,693.3079,753.24,2400000
3020.24,481,481,412.3074,-17133.548828125,272.6051,3145.68,2405000
1000.57,482,482,394.1318,-17713.25390625,535.3354,1571.39,2410000
3614.81,483,483,380.5689,-18577.515625,975.6339,2624.4,2415000
2363.72,484,484,362.1609,-18789.443359375,1062.5349,2789.25,2420000
2566.13,485,485,367.613,-18827.15625,2080.1337,2043.04,2425000
2311.45,486,486,391.1834,-18936.88671875,2526.3544,2817.24,2430000
2360.67,487,487,365.2767,-18845.9921875,1357.106,2203.64,2435000
3180.03,488,488,373.4204,-18852.697265625,446.116,3453.59,2440000
3607.13,489,489,363.6421,-18969.162109375,1326.3209,2398.1,2445000
2845.74,490,490,367.137,-18896.205078125,1649.2009,2443.58,2450000
2072.03,491,491,379.3135,-18983.98828125,2201.078,1815.85,2455000
2802.23,492,492,378.9361,-19108.2109375,1215.7084,2663.23,2460000
2114.6,493,493,389.2151,-19079.966796875,1752.4045,2069.6,2465000
2640.36,494,494,398.5637,-19060.7109375,2107.6335,2785.41,2470000
3800.99,495,495,376.3752,-19096.5390625,1173.1351,3359.37,2475000
3690.49,496,496,374.8662,-19294.8984375,619.5086,3265.91,2480000
3010.31,497,497,363.939,-18841.296875,1689.1894,3655.04,2485000
4085.73,498,498,375.5802,-19172.82421875,461.2173,4509.23,2490000
4083.72,499,499,389.2566,-18947.609375,1329.4646,3933.93,2495000
4326.87,500,500,402.5961,-18937.40234375,314.8615,4102.97,2500000
4222.04,501,501,432.8858,-18803.498046875,555.939,4030.75,2505000
4342.78,502,502,382.3413,-18956.986328125,293.089,4304.76,2510000
3581.58,503,503,371.2843,-18702.775390625,1531.1159,2646.24,2515000
2525.58,504,504,381.6827,-18895.087890625,2159.0522,2175.14,2520000
1635.46,505,505,385.3605,-18851.54296875,2221.4452,2024.51,2525000
1578.32,506,506,399.6085,-19219.25390625,2455.1923,1603.1,2530000
2743.77,507,507,350.5796,-18786.763671875,1319.0406,3238.22,2535000
1697.42,508,508,383.5934,-19156.158203125,2568.3602,2286.63,2540000
2389.65,509,509,395.8746,-19158.8125,2594.1354,2678.07,2545000
1736.69,510,510,406.9941,-19221.791015625,2729.1497,1601.44,2550000
1303.02,511,511,424.3577,-19353.51953125,2835.7653,1173.73,2555000
2618.77,512,512,401.7795,-19439.017578125,1108.6708,3144.05,2560000
3708.61,513,513,438.7264,-19421.865234375,1088.9344,3469.41,2565000
1693.0,514,514,436.4352,-19238.220703125,776.6629,1746.59,2570000
3011.66,515,515,394.0374,-19264.896484375,1385.498,2831.79,2575000
1530.13,516,516,471.8771,-19218.08203125,2474.1518,1795.31,2580000
952.75,517,517,429.1978,-19218.099609375,2813.4448,1072.31,2585000
2038.68,518,518,440.4002,-19219.130859375,2611.4701,1492.77,2590000
1802.79,519,519,446.6428,-19376.845703125,3344.5622,1429.52,2595000
1560.34,520,520,442.5507,-19373.072265625,2744.3746,1185.82,2600000
797.47,521,521,455.8524,-19289.900390625,3240.4882,976.82,2605000
1047.93,522,522,488.3145,-19409.224609375,3851.0122,800.02,2610000
858.76,523,523,490.5421,-19502.80859375,3741.0359,686.97,2615000
720.51,524,524,482.8158,-19407.607421875,3778.6608,465.35,2620000
738.93,525,525,446.8883,-19289.390625,3284.1171,817.49,2625000
861.17,526,526,460.08,-19408.79296875,3556.3281,812.07,2630000
479.63,527,527,461.5117,-19279.181640625,3260.9508,634.63,2635000
757.34,528,528,439.3642,-19464.408203125,3490.9442,1049.25,2640000
719.24,529,529,445.5953,-19505.40234375,3391.053,628.5,2645000
1210.29,530,530,444.7421,-19359.341796875,3360.9912,677.67,2650000
516.65,531,531,454.4327,-19508.505859375,3605.3984,665.72,2655000
379.43,532,532,472.6471,-19500.45703125,3939.0698,540.11,2660000
328.43,533,533,511.553,-19491.6875,4095.5289,375.63,2665000
308.46,534,534,502.9762,-19634.421875,4086.5363,341.31,2670000
417.07,535,535,490.355,-19477.86328125,4022.07,462.22,2675000
554.02,536,536,493.8818,-19650.896484375,4172.0016,480.52,2680000
332.61,537,537,498.8007,-19463.875,3642.7222,399.66,2685000
614.92,538,538,502.3708,-19481.42578125,3857.7141,501.34,2690000
468.12,539,539,515.0429,-19543.904296875,3776.8487,343.14,2695000
349.93,540,540,510.4341,-19423.96875,3658.7396,329.49,2700000
525.63,541,541,509.5734,-19540.666015625,4028.6816,267.49,2705000
356.13,542,542,499.9916,-19582.759765625,3925.8588,258.64,2710000
128.79,543,543,562.9263,-19640.08203125,4258.1172,101.33,2715000
55.66,544,544,822.8106,-19693.84375,4248.9264,55.77,2720000
55.39,545,545,822.7904,-19694.302734375,4544.0985,55.39,2725000
55.12,546,546,822.2393,-19720.166015625,4239.7964,55.47,2730000
55.36,547,547,824.252,-19733.943359375,4226.2595,55.71,2735000
54.38,548,548,824.0889,-19721.447265625,4194.1056,55.82,2740000
55.32,549,549,823.384,-19721.576171875,4456.5805,55.5,2745000
55.18,550,550,822.4788,-19736.626953125,4272.8461,55.44,2750000
55.33,551,551,824.2076,-19733.43359375,4469.4479,55.34,2755000
55.34,552,552,824.2258,-19746.96875,4414.1612,55.37,2760000
55.34,553,553,824.1398,-19751.044921875,4303.6476,55.68,2765000
55.38,554,554,823.9812,-19755.51171875,4397.8736,55.39,2770000
55.34,555,555,822.998,-19779.921875,4237.9787,55.11,2775000
55.61,556,556,824.9711,-19773.068359375,4484.0812,55.72,2780000
56.37,557,557,823.7423,-19759.224609375,4310.5181,56.63,2785000
57.5,558,558,820.3042,-19773.796875,4200.3174,57.25,2790000
55.35,559,559,823.8286,-19778.576171875,4384.8841,55.19,2795000
57.24,560,560,824.1883,-19796.333984375,4140.7783,57.22,2800000
57.51,561,561,822.9823,-19795.51171875,4333.8691,57.5,2805000
57.78,562,562,824.5137,-19782.322265625,4209.0984,57.12,2810000
57.8,563,563,823.3069,-19797.412109375,4325.2236,58.01,2815000
58.13,564,564,800.1909,-19805.63671875,4316.5468,58.23,2820000
57.55,565,565,823.4858,-19789.826171875,4285.1095,56.83,2825000
58.16,566,566,821.6374,-19795.115234375,4231.6695,57.89,2830000
57.79,567,567,822.648,-19816.021484375,4308.4717,57.11,2835000
57.92,568,568,825.7648,-19845.55859375,4289.3953,57.9,2840000
56.97,569,569,788.8237,-19772.8046875,4360.1871,56.76,2845000
55.74,570,570,822.4696,-19827.70703125,4391.8632,55.73,2850000
56.91,571,571,823.3079,-19845.634765625,4219.4009,56.52,2855000
56.92,572,572,823.1696,-19827.416015625,4293.73,57.1,2860000
56.46,573,573,810.7579,-19737.96875,4048.2659,56.3,2865000
58.02,574,574,823.0474,-19825.36328125,4262.9118,57.27,2870000
57.43,575,575,821.6157,-19827.73046875,4305.0337,57.43,2875000
58.26,576,576,817.3938,-19816.23046875,4280.928,58.03,2880000
58.02,577,577,812.4758,-19795.5703125,4111.5103,57.96,2885000
57.76,578,578,814.2573,-19809.611328125,4177.5187,57.77,2890000
58.78,579,579,818.834,-19820.552734375,4110.3771,58.74,2895000
58.53,580,580,808.5521,-19808.6015625,4186.0647,58.52,2900000
57.54,581,581,757.1945,-19740.451171875,4215.161,57.06,2905000
58.69,582,582,784.2175,-19792.720703125,4174.3496,58.01,2910000
57.79,583,583,755.9685,-19809.978515625,3939.9192,57.73,2915000
57.63,584,584,755.1898,-19784.111328125,4070.9172,57.12,2920000
56.99,585,585,780.8388,-19802.705078125,2293.986,56.96,2925000
57.65,586,586,802.9581,-19825.4453125,4167.9147,57.15,2930000
56.71,587,587,768.3954,-19797.6640625,4148.8569,56.8,2935000
57.46,588,588,772.8533,-19841.60546875,3958.4977,56.69,2940000
57.74,589,589,824.6933,-19873.642578125,2521.6288,57.73,2945000
58.46,590,590,806.7511,-19857.78515625,2258.5944,57.74,2950000
58.91,591,591,823.582,-19892.982421875,4027.8311,58.7,2955000
55.57,592,592,792.0788,-19859.978515625,3140.4219,57.75,2960000
58.25,593,593,822.2618,-19887.66796875,4236.8692,57.58,2965000
58.32,594,594,817.8969,-19854.27734375,4288.3918,57.78,2970000
54.86,595,595,744.2905,-19835.47265625,2894.8988,56.96,2975000
54.85,596,596,788.16,-19860.4375,2934.9304,57.8,2980000
54.85,597,597,821.7856,-19866.21875,2815.5188,56.02,2985000
54.85,598,598,754.7904,-19831.62109375,2966.76,56.89,2990000
54.9,599,599,854.48,-19868.94921875,3223.9991,57.58,2995000
