Real Det Return,Running Forward KL,Running Env Steps,Itration,Running Update Time,Reward Loss,Real Sto Return,Running Reverse KL
5120.85,40.7585,3895000,779,779,-56633.078125,5110.85,21.821
5157.14,40.454,3900000,780,780,-55852.97265625,5135.29,21.3851
5120.12,41.2132,3905000,781,781,-58027.9921875,5075.28,22.259
5187.1,40.7821,3910000,782,782,-55543.29296875,5133.49,21.9241
5161.39,41.5457,3915000,783,783,-57803.52734375,5057.65,22.2035
5136.48,41.1822,3920000,784,784,-55946.109375,5099.89,22.1045
5133.54,40.7016,3925000,785,785,-56064.72265625,5082.14,21.8475
5140.33,41.2392,3930000,786,786,-55832.69140625,5092.62,21.7835
5085.55,40.7588,3935000,787,787,-56314.34375,5025.48,21.4009
5165.28,40.8904,3940000,788,788,-55030.86328125,5103.34,21.7471
5097.44,40.7042,3945000,789,789,-55880.37890625,5032.32,21.1616
5161.3,41.0157,3950000,790,790,-55886.83203125,5074.02,21.5836
5100.84,40.59,3955000,791,791,-54755.6171875,5059.07,21.9374
5137.92,40.2624,3960000,792,792,-55780.7109375,5093.43,21.6316
5076.5,40.2321,3965000,793,793,-53409.72265625,5039.58,21.0928
5141.94,40.8613,3970000,794,794,-54534.28515625,5069.69,21.6659
5167.43,39.8089,3975000,795,795,-54139.97265625,5073.28,20.2873
5170.8,40.5493,3980000,796,796,-54939.28515625,5101.94,21.9271
5137.82,40.883,3985000,797,797,-56900.5078125,5077.81,22.0355
5169.11,40.5951,3990000,798,798,-55174.70703125,5081.28,21.1316
5225.84,41.648,3995000,799,799,-56775.96484375,5015.67,22.5069
5206.07,41.6134,4000000,800,800,-56727.65625,5097.18,22.6173
5169.79,41.258,4005000,801,801,-56605.734375,5094.97,22.1254
5155.31,41.2152,4010000,802,802,-56783.7578125,5040.91,21.9842
5188.36,41.3801,4015000,803,803,-57052.67578125,5104.81,22.0079
5134.94,40.8882,4020000,804,804,-55214.34375,5047.51,21.7121
5168.05,41.07,4025000,805,805,-56158.46484375,5077.75,22.2032
5111.54,40.6206,4030000,806,806,-55496.28125,5046.0,22.0949
5126.41,40.5432,4035000,807,807,-54625.17578125,5061.77,21.9984
5125.27,40.6495,4040000,808,808,-54865.91015625,5048.66,20.9329
5162.08,40.2134,4045000,809,809,-55831.59765625,5115.75,22.0905
5172.02,40.3615,4050000,810,810,-56788.51171875,5068.07,21.8021
5185.91,41.0731,4055000,811,811,-57102.44921875,5095.61,22.0433
5165.11,41.0897,4060000,812,812,-57467.1171875,5087.37,21.7079
5132.07,41.8406,4065000,813,813,-57576.88671875,5042.13,22.4896
5149.31,41.7202,4070000,814,814,-57051.27734375,5078.84,22.1598
5102.17,41.1704,4075000,815,815,-56989.0546875,5051.04,21.8493
5109.02,41.94,4080000,816,816,-57842.92578125,5049.77,22.0062
5147.69,41.7185,4085000,817,817,-57616.6875,5090.28,22.3876
5158.75,40.6852,4090000,818,818,-56162.359375,5082.45,22.0256
5157.8,41.5925,4095000,819,819,-57818.76171875,5128.95,22.263
5140.77,41.4652,4100000,820,820,-56562.4140625,5065.75,22.2926
5161.35,41.2774,4105000,821,821,-56212.984375,5117.95,21.9438
5156.68,41.4249,4110000,822,822,-57780.8671875,5083.5,22.6563
5094.09,41.8001,4115000,823,823,-57526.0546875,5044.66,23.0543
5090.18,41.6197,4120000,824,824,-58686.22265625,5041.87,23.0128
5133.45,42.2379,4125000,825,825,-59292.41015625,5062.36,23.5249
5095.5,40.8679,4130000,826,826,-57409.0,5034.23,22.0883
5095.82,41.7728,4135000,827,827,-59868.80859375,5031.61,23.3179
5144.2,40.8127,4140000,828,828,-57353.796875,5072.01,22.4205
5125.4,41.3082,4145000,829,829,-57869.44140625,5029.23,22.6594
5077.92,41.8674,4150000,830,830,-59556.25390625,5012.83,23.6226
5087.64,42.1894,4155000,831,831,-59778.61328125,5000.35,23.8595
5056.67,42.3302,4160000,832,832,-61790.09375,5003.85,22.9004
5073.82,41.5752,4165000,833,833,-59831.8828125,4981.79,22.3724
5048.33,42.082,4170000,834,834,-60407.1484375,4982.96,22.5435
5116.62,41.3031,4175000,835,835,-59483.33984375,5068.84,23.1063
5053.89,41.9778,4180000,836,836,-61091.1796875,4985.56,23.3257
5072.92,41.7542,4185000,837,837,-60626.328125,5012.15,22.9576
5089.47,41.2721,4190000,838,838,-60767.796875,5012.24,22.6257
5148.32,41.7143,4195000,839,839,-59155.70703125,5040.17,22.4026
5126.48,41.0543,4200000,840,840,-59424.2734375,5027.14,22.1016
5078.94,41.6654,4205000,841,841,-59394.3203125,5001.23,21.9794
5138.52,41.109,4210000,842,842,-60516.15234375,5074.86,22.7782
5187.44,40.8884,4215000,843,843,-57014.90234375,5110.98,21.2942
5127.31,40.0908,4220000,844,844,-58423.28515625,5044.65,21.3116
5080.09,40.0482,4225000,845,845,-58201.66796875,5006.78,20.2284
5125.53,40.607,4230000,846,846,-59568.15234375,5027.02,21.0599
5057.07,40.2192,4235000,847,847,-57315.97265625,5000.76,21.3403
5089.75,39.8835,4240000,848,848,-57982.26953125,5026.52,21.5348
4625.72,40.7246,4245000,849,849,-58043.24609375,5087.97,20.4351
4524.54,40.1501,4250000,850,850,-56341.01171875,4996.03,20.316
5142.07,39.7113,4255000,851,851,-57037.0625,5059.47,20.4755
5066.06,39.4617,4260000,852,852,-54798.79296875,5113.89,19.6319
4643.75,40.6275,4265000,853,853,-58406.57421875,4940.55,20.3
5209.88,40.1242,4270000,854,854,-55843.56640625,5102.83,20.3877
5182.27,40.3315,4275000,855,855,-54485.59375,4952.81,20.5928
5182.82,40.0517,4280000,856,856,-56566.84375,5033.36,21.4128
5080.12,39.924,4285000,857,857,-56150.77734375,5055.53,20.4888
4962.14,39.6148,4290000,858,858,-55500.5,5027.37,20.5971
5056.58,39.3827,4295000,859,859,-56747.31640625,5019.79,20.0816
5179.71,39.6665,4300000,860,860,-58102.265625,5078.0,20.8003
4764.89,39.479,4305000,861,861,-56711.359375,5046.94,20.2083
5154.53,39.5995,4310000,862,862,-56648.5625,5012.72,20.7412
5115.34,40.3109,4315000,863,863,-59073.66796875,5055.14,20.8558
4999.77,39.8871,4320000,864,864,-59193.83984375,5037.47,20.1669
5127.01,40.0718,4325000,865,865,-59939.2265625,5028.77,21.3051
4989.35,40.9779,4330000,866,866,-58159.640625,4995.36,23.796
5174.37,40.2854,4335000,867,867,-58941.6875,5091.13,21.1559
5134.56,39.975,4340000,868,868,-58544.91015625,5046.96,20.5087
5155.32,40.2072,4345000,869,869,-57932.86328125,5075.87,22.1037
5093.88,40.5353,4350000,870,870,-60394.171875,5026.33,26.8674
5155.26,39.8891,4355000,871,871,-58112.80859375,5056.24,21.2988
5198.98,39.7486,4360000,872,872,-55648.64453125,5087.7,24.3609
4120.37,40.07,4365000,873,873,-51846.12109375,3255.69,22.1705
2640.51,40.4571,4370000,874,874,-46908.19921875,2616.49,32.065
4843.21,41.4149,4375000,875,875,-51504.57421875,4722.93,21.9652
4416.9,41.9768,4380000,876,876,-55760.27734375,4729.87,26.8828
3321.16,42.1959,4385000,877,877,-55642.31640625,3909.63,27.0494
5059.41,41.5953,4390000,878,878,-61074.3984375,5008.98,25.3666
5040.05,41.7917,4395000,879,879,-58868.3671875,4868.65,26.0259
4987.38,41.186,4400000,880,880,-60698.796875,4674.42,22.8597
5122.31,42.6979,4405000,881,881,-63777.53515625,5024.68,26.2058
5081.06,42.2553,4410000,882,882,-63179.0546875,5048.17,26.2554
5078.9,41.9318,4415000,883,883,-62431.34765625,5030.59,24.7598
5124.0,42.3724,4420000,884,884,-62069.24609375,5056.33,24.7493
5164.46,42.7084,4425000,885,885,-63628.34375,5120.85,25.8266
5155.98,43.117,4430000,886,886,-65329.2421875,5109.32,26.7544
5124.14,43.8197,4435000,887,887,-66059.21875,5056.2,28.0363
5126.49,43.7547,4440000,888,888,-66106.578125,5077.77,27.2679
5123.94,42.0627,4445000,889,889,-65435.64453125,5091.05,25.8907
