Running Update Time,Running Env Steps,Running Reverse KL,Real Det Return,Reward Loss,Running Forward KL,Real Sto Return,Itration
394,1970000,15.211,2315.7,-60291.85546875,156.5761,1969.12,394
395,1975000,15.1638,2322.31,-60695.80859375,156.7503,1952.66,395
396,1980000,15.0603,2328.6,-60683.21875,156.5638,1968.29,396
397,1985000,15.1059,2316.74,-60810.6796875,156.7338,1964.38,397
398,1990000,15.0075,2312.5,-61116.93359375,156.5263,1977.32,398
399,1995000,14.9713,2313.1,-60750.6484375,156.6395,1985.68,399
400,2000000,15.1442,2336.07,-61010.48828125,156.5977,1981.38,400
401,2005000,15.1862,2333.5,-61045.3828125,156.567,1975.17,401
402,2010000,15.0977,2318.23,-61174.71484375,156.7541,1971.35,402
403,2015000,14.9746,2320.36,-61129.484375,156.5907,1979.56,403
404,2020000,15.2065,2347.53,-61353.5859375,156.5246,1971.01,404
405,2025000,15.1228,2335.97,-61383.859375,156.5925,1971.18,405
406,2030000,15.1059,2331.43,-61428.8203125,156.6505,1998.7,406
407,2035000,15.1256,2340.47,-61825.47265625,156.455,1980.4,407
408,2040000,14.8373,2335.77,-61545.35546875,156.533,1979.81,408
409,2045000,15.1982,2357.78,-61947.5625,156.5421,1991.63,409
410,2050000,15.0675,2328.67,-61926.63671875,156.6727,1973.36,410
411,2055000,15.0955,2341.79,-62139.66796875,156.615,1976.62,411
412,2060000,15.0876,2350.35,-62242.625,156.4225,1976.51,412
413,2065000,15.1662,2354.17,-62388.7265625,156.6354,1993.1,413
414,2070000,15.0756,2334.63,-62329.0859375,156.5194,1971.38,414
415,2075000,15.0725,2335.61,-62350.32421875,156.5453,1980.86,415
416,2080000,15.2158,2340.1,-62509.59375,156.613,1971.62,416
417,2085000,15.1016,2352.3,-62762.734375,156.5383,1998.04,417
418,2090000,15.2196,2335.51,-62845.078125,156.759,1980.93,418
419,2095000,15.0611,2351.07,-62950.60546875,156.5062,1975.6,419
420,2100000,15.0794,2336.23,-62943.19140625,156.5545,1993.11,420
421,2105000,15.0946,2326.12,-62899.0625,156.6202,1980.8,421
422,2110000,15.1498,2335.71,-62884.03515625,156.6903,1971.25,422
423,2115000,15.1903,2350.76,-63268.984375,156.616,1969.0,423
424,2120000,15.1406,2348.8,-63230.9375,156.6479,1985.24,424
425,2125000,15.0415,2339.27,-63281.734375,156.4572,1986.65,425
426,2130000,15.2624,2346.06,-63616.44140625,156.6077,1986.07,426
427,2135000,15.1856,2333.97,-63625.44140625,156.59,1967.35,427
428,2140000,15.2548,2362.01,-63765.26953125,156.4784,1982.18,428
429,2145000,15.0964,2336.54,-63768.98828125,156.5529,1967.94,429
430,2150000,15.1946,2361.08,-64145.28515625,156.5669,1986.11,430
431,2155000,15.2016,2358.85,-63988.78125,156.6,2005.65,431
432,2160000,15.2948,2362.13,-64267.1328125,156.5887,1997.25,432
433,2165000,15.2521,2341.05,-64174.19921875,156.46,1977.53,433
434,2170000,15.2342,2347.07,-64277.953125,156.4838,1988.57,434
435,2175000,15.1376,2345.59,-64279.43359375,156.5937,1981.23,435
436,2180000,15.1828,2339.41,-64397.765625,156.7399,1985.48,436
437,2185000,15.1661,2347.65,-64379.9140625,156.6387,1983.13,437
438,2190000,15.1427,2352.14,-64733.06640625,156.5016,1983.08,438
439,2195000,15.2129,2352.95,-65123.1640625,156.5325,1993.22,439
440,2200000,15.3334,2365.9,-65167.6640625,156.6189,1998.53,440
441,2205000,14.9943,2344.73,-64828.078125,156.5172,1990.93,441
442,2210000,15.0574,2348.33,-64911.484375,156.6329,1990.01,442
443,2215000,15.3427,2347.69,-65128.09765625,156.6167,2010.99,443
444,2220000,15.1977,2356.96,-65288.390625,156.6162,1989.65,444
445,2225000,15.3064,2357.72,-65500.33984375,156.6397,1988.44,445
446,2230000,15.2301,2355.18,-65537.453125,156.5953,1990.09,446
447,2235000,14.9788,2349.73,-65387.63671875,156.6953,1984.79,447
448,2240000,15.083,2339.17,-65505.390625,156.6387,1985.29,448
449,2245000,15.2683,2351.61,-65826.3671875,156.6765,1980.28,449
450,2250000,15.1567,2350.01,-66093.53125,156.5994,1996.2,450
451,2255000,15.169,2340.63,-65981.84375,156.6162,1991.44,451
452,2260000,15.1768,2357.6,-66009.78125,156.594,1980.17,452
453,2265000,15.1314,2333.53,-66319.3984375,156.461,1993.58,453
454,2270000,15.2467,2347.92,-66259.421875,156.681,2005.72,454
455,2275000,15.2668,2357.16,-66622.171875,156.6227,1995.52,455
456,2280000,15.1471,2342.36,-66400.2890625,156.7699,1963.51,456
457,2285000,15.1589,2358.26,-66839.90625,156.632,1995.3,457
458,2290000,15.0265,2354.13,-66825.859375,156.574,1986.94,458
459,2295000,15.3087,2352.56,-66791.8515625,156.6877,2000.04,459
460,2300000,15.2462,2349.03,-66959.625,156.5182,1982.54,460
461,2305000,15.217,2343.35,-67076.9921875,156.5006,1963.54,461
462,2310000,15.1534,2353.56,-67318.1875,156.6548,2001.44,462
463,2315000,15.1037,2334.68,-67122.8046875,156.5766,1955.26,463
464,2320000,15.2495,2357.46,-67267.5703125,156.7148,1991.56,464
465,2325000,15.1808,2368.22,-67814.6953125,156.6627,1982.36,465
466,2330000,15.1048,2342.67,-67502.421875,156.4849,1991.1,466
467,2335000,15.0366,2356.14,-67652.34375,156.699,1972.58,467
468,2340000,15.2702,2364.94,-67984.625,156.6215,2004.42,468
469,2345000,15.3063,2355.8,-68203.6640625,156.5462,1950.14,469
470,2350000,15.0444,2363.0,-67977.125,156.7978,1993.18,470
471,2355000,15.124,2367.48,-68143.296875,156.5975,2004.49,471
472,2360000,15.2755,2358.46,-68333.296875,156.588,2000.55,472
473,2365000,15.2713,2355.47,-68514.34375,156.5548,1987.3,473
474,2370000,15.1045,2341.01,-68371.0234375,156.5533,1960.33,474
475,2375000,15.385,2347.62,-68679.7734375,156.6621,1994.9,475
476,2380000,15.2482,2361.44,-68743.09375,156.5805,2005.61,476
477,2385000,15.2693,2357.36,-68797.4921875,156.5329,2000.48,477
478,2390000,15.111,2344.8,-69005.0078125,156.6731,1977.57,478
479,2395000,15.0565,2352.45,-69107.5234375,156.5977,1990.68,479
480,2400000,15.2962,2353.1,-68950.765625,156.6538,1989.17,480
481,2405000,15.3765,2368.74,-69458.65625,156.6258,1989.45,481
482,2410000,15.173,2347.71,-69498.078125,156.632,1992.16,482
483,2415000,15.2339,2351.47,-69601.953125,156.5227,2002.34,483
484,2420000,15.1047,2368.44,-69668.703125,156.5121,1994.39,484
485,2425000,15.2712,2371.55,-69665.9765625,156.643,1996.26,485
486,2430000,15.2886,2346.14,-69673.3984375,156.5578,1975.15,486
487,2435000,15.1082,2351.35,-70030.9921875,156.3605,1989.01,487
488,2440000,15.2381,2370.12,-70055.0625,156.6075,1906.02,488
489,2445000,15.1194,2359.47,-70183.2578125,156.4939,1987.22,489
490,2450000,15.3327,2360.94,-70448.328125,156.5105,1999.5,490
491,2455000,15.2139,2367.78,-70719.3125,156.608,2017.35,491
492,2460000,15.2333,2367.53,-70465.4375,156.611,2004.33,492
493,2465000,15.2014,2359.6,-70607.1015625,156.5675,1998.64,493
494,2470000,15.3901,2375.27,-70967.3359375,156.5377,1998.88,494
495,2475000,15.3703,2376.37,-71016.8046875,156.6489,2007.96,495
496,2480000,15.2944,2375.0,-70829.2109375,156.6523,2010.14,496
497,2485000,15.3398,2359.38,-71334.4609375,156.5298,2006.6,497
498,2490000,15.3253,2364.92,-71491.453125,156.7414,1995.68,498
499,2495000,15.3153,2364.51,-71435.515625,156.7709,2003.76,499
500,2500000,15.3626,2355.74,-71441.7109375,156.5485,2000.67,500
501,2505000,15.237,2365.26,-71293.3671875,156.6566,2020.73,501
502,2510000,15.186,2373.64,-71613.2265625,156.5012,2012.6,502
503,2515000,15.0666,2352.16,-71589.328125,156.576,1988.02,503
504,2520000,15.1479,2355.0,-71441.1171875,156.5491,1996.64,504
505,2525000,15.2542,2363.53,-72027.0390625,156.4841,2003.02,505
506,2530000,14.994,2377.97,-71949.03125,156.5551,2001.88,506
507,2535000,15.3017,2362.94,-72308.703125,156.5383,2005.37,507
508,2540000,15.1276,2372.23,-72199.3125,156.5655,2016.47,508
509,2545000,14.9153,2363.31,-72509.4296875,156.4418,2003.88,509
510,2550000,15.0354,2362.95,-72387.234375,156.4759,1995.28,510
511,2555000,15.1241,2366.12,-72527.96875,156.4077,1996.96,511
512,2560000,15.1433,2359.55,-72809.0625,156.6813,1992.37,512
513,2565000,15.0932,2368.03,-73000.71875,156.4946,2008.05,513
514,2570000,15.1857,2356.16,-72802.8515625,156.5629,1987.91,514
515,2575000,15.2039,2346.8,-73126.4140625,156.5953,2010.26,515
516,2580000,14.8929,2353.5,-73040.4609375,156.6503,1994.43,516
517,2585000,15.0553,2364.81,-73166.234375,156.5078,2018.15,517
518,2590000,15.0996,2375.6,-73375.3828125,156.4888,2005.06,518
519,2595000,15.2209,2367.29,-73452.2421875,156.5545,2008.98,519
520,2600000,14.9923,2359.36,-73550.1875,156.5458,1992.2,520
521,2605000,15.2516,2383.78,-73655.234375,156.5944,1998.41,521
522,2610000,15.2083,2367.58,-73724.75,156.6293,1999.99,522
523,2615000,15.1111,2379.46,-73902.28125,156.4439,2006.07,523
524,2620000,15.2657,2364.74,-74184.40625,156.6871,2008.54,524
525,2625000,15.157,2371.47,-73979.6875,156.6484,2011.62,525
526,2630000,15.3248,2387.25,-74275.2578125,156.6113,2023.49,526
527,2635000,15.1996,2369.1,-73901.921875,156.586,1982.68,527
528,2640000,15.2508,2372.08,-74360.5234375,156.5875,1983.78,528
529,2645000,15.0842,2365.14,-74479.7890625,156.6294,2000.71,529
530,2650000,15.1875,2370.19,-74777.1796875,156.5968,1999.66,530
531,2655000,15.1925,2386.56,-74778.046875,156.4974,1993.26,531
532,2660000,14.9971,2373.94,-74484.3125,156.5459,1995.28,532
533,2665000,15.4026,2361.49,-74713.4296875,156.5751,2003.96,533
534,2670000,15.2053,2385.84,-75163.1484375,156.5548,2023.61,534
535,2675000,15.1101,2363.28,-75071.8203125,156.5555,2000.76,535
536,2680000,15.2894,2371.88,-75075.1796875,156.6358,1995.88,536
537,2685000,15.2581,2378.76,-75297.6484375,156.586,2003.75,537
538,2690000,15.1458,2384.87,-75393.6171875,156.5665,2007.65,538
539,2695000,15.2297,2355.91,-75190.7265625,156.5134,1992.34,539
540,2700000,15.1837,2376.74,-75551.953125,156.3022,1999.51,540
541,2705000,15.2569,2383.89,-75473.171875,156.4434,2000.49,541
542,2710000,15.2021,2378.01,-75783.4609375,156.5765,2006.48,542
543,2715000,15.2134,2366.35,-76023.53125,156.5426,2005.41,543
544,2720000,15.144,2372.39,-75698.90625,156.6535,2004.33,544
545,2725000,15.1554,2368.86,-75781.8984375,156.5194,1992.7,545
546,2730000,15.187,2378.1,-76076.59375,156.5383,2023.55,546
547,2735000,15.1574,2378.02,-75930.703125,156.619,2025.2,547
548,2740000,15.1244,2369.74,-75880.71875,156.5829,2014.82,548
549,2745000,15.2291,2385.94,-76479.53125,156.6062,1996.32,549
550,2750000,15.2407,2388.51,-76321.5234375,156.6172,2019.47,550
551,2755000,15.0108,2380.71,-76416.2734375,156.5614,1989.21,551
552,2760000,15.1157,2379.78,-76521.171875,156.5634,2022.07,552
553,2765000,15.2118,2388.58,-76671.6875,156.6692,2011.58,553
554,2770000,15.1994,2374.73,-76297.3828125,156.6186,2016.01,554
555,2775000,15.065,2392.71,-76770.375,156.606,2023.31,555
556,2780000,14.9654,2396.85,-76884.9765625,156.444,2014.44,556
557,2785000,15.006,2370.49,-76654.6953125,156.5661,2009.13,557
558,2790000,14.992,2366.8,-76685.1875,156.5929,1998.01,558
559,2795000,15.0917,2382.07,-76715.8515625,156.5446,2009.33,559
560,2800000,15.1054,2376.8,-77041.40625,156.4699,1999.53,560
561,2805000,15.2372,2372.8,-77438.3515625,156.5234,2010.41,561
562,2810000,15.0536,2372.44,-76987.9296875,156.5852,2001.66,562
563,2815000,15.0348,2383.76,-77178.4296875,156.6724,1996.34,563
564,2820000,14.9577,2372.49,-77506.8125,156.5703,2006.29,564
565,2825000,14.9755,2355.9,-77008.4375,156.5687,2010.91,565
566,2830000,14.8995,2350.39,-77077.9140625,156.4733,1996.66,566
567,2835000,14.9915,2383.54,-77520.4921875,156.5142,2000.64,567
568,2840000,15.1429,2379.69,-77506.5078125,156.6927,2021.06,568
569,2845000,15.1048,2383.02,-77833.7265625,156.5137,2013.29,569
570,2850000,15.0205,2380.12,-77977.890625,156.3694,2002.99,570
571,2855000,15.2186,2386.9,-77901.4765625,156.5324,2031.22,571
572,2860000,15.0026,2361.53,-77617.984375,156.5599,1997.78,572
573,2865000,15.2602,2381.47,-77967.3046875,156.5684,2011.82,573
574,2870000,15.2212,2383.21,-78457.2890625,156.6121,2027.69,574
575,2875000,15.3407,2372.52,-78376.8828125,156.6053,2024.7,575
576,2880000,15.2761,2387.81,-78402.8046875,156.6079,2024.44,576
577,2885000,14.8996,2361.62,-78394.0390625,156.465,2010.3,577
578,2890000,15.1564,2385.57,-78853.6171875,156.4833,2022.37,578
579,2895000,15.2726,2390.22,-78999.671875,156.4504,2021.98,579
580,2900000,15.0662,2374.12,-78738.140625,156.5366,2030.4,580
581,2905000,15.237,2401.02,-79040.0859375,156.4951,2025.92,581
582,2910000,15.2043,2385.45,-79000.6328125,156.621,1998.8,582
583,2915000,15.0821,2391.69,-79145.609375,156.6912,2011.86,583
584,2920000,15.1286,2367.44,-79367.7421875,156.4874,1990.53,584
585,2925000,15.1552,2373.17,-79406.5234375,156.5807,2009.58,585
586,2930000,15.3057,2393.05,-79382.390625,156.6489,2027.82,586
587,2935000,15.0629,2384.69,-79348.09375,156.3793,1996.88,587
588,2940000,15.2739,2399.35,-79652.3984375,156.5741,2031.37,588
589,2945000,15.283,2396.49,-80102.375,156.4579,2037.76,589
590,2950000,15.3444,2378.66,-80000.0078125,156.5757,2021.55,590
591,2955000,15.2935,2393.31,-79914.53125,156.5121,2026.75,591
592,2960000,15.3676,2355.22,-79774.015625,156.6043,2013.32,592
593,2965000,15.2393,2379.93,-80031.3359375,156.6139,2024.78,593
594,2970000,15.2368,2367.42,-80137.8828125,156.511,2020.46,594
595,2975000,15.3367,2376.61,-80146.515625,156.545,2007.56,595
596,2980000,15.1708,2363.04,-79967.4765625,156.6392,2024.63,596
597,2985000,15.2907,2370.33,-80363.9609375,156.6642,2005.25,597
598,2990000,15.4189,2379.78,-80425.921875,156.6906,2020.59,598
599,2995000,15.2244,2368.73,-80550.125,156.5705,2021.0,599
