Running Forward KL,Real Sto Return,Itration,Running Reverse KL,Running Update Time,Reward Loss,Running Env Steps,Real Det Return
292.5256,4747.81,397,105.5905,397,-19314.033203125,1985000,4573.68
292.0668,4248.3,398,137.3558,398,-19242.626953125,1990000,4913.38
286.2054,4622.27,399,100.5884,399,-19276.181640625,1995000,5117.83
302.3963,4512.12,400,122.1159,400,-19414.703125,2000000,5073.59
306.0807,4746.68,401,116.9891,401,-19407.642578125,2005000,5114.57
296.442,4438.52,402,111.1232,402,-19197.681640625,2010000,4918.44
292.9041,4295.38,403,115.8832,403,-19221.2109375,2015000,4930.68
299.9139,3857.42,404,116.7521,404,-19287.775390625,2020000,4076.71
295.2264,4614.36,405,123.7801,405,-19217.796875,2025000,5007.7
324.8968,3695.01,406,159.0693,406,-19314.11328125,2030000,3734.78
280.3308,4737.97,407,93.2341,407,-19181.3984375,2035000,5046.46
295.5773,4116.3,408,150.094,408,-19337.970703125,2040000,4280.06
301.7565,3083.12,409,121.5569,409,-19456.85546875,2045000,4209.17
286.8606,4903.2,410,92.6799,410,-19278.11328125,2050000,4591.3
288.9442,4955.87,411,98.2031,411,-19041.443359375,2055000,5137.09
290.2793,4368.15,412,102.2473,412,-19306.568359375,2060000,5142.23
322.0138,3531.63,413,140.1855,413,-19150.51953125,2065000,4252.6
342.4945,2128.68,414,214.2212,414,-19116.8515625,2070000,4082.68
327.536,2726.32,415,167.394,415,-19178.216796875,2075000,4138.0
318.9854,3272.12,416,138.3888,416,-19415.248046875,2080000,3246.37
341.4242,3948.05,417,155.9303,417,-19468.962890625,2085000,3300.3
311.0108,3233.4,418,152.597,418,-19100.0859375,2090000,3632.72
292.7884,4213.36,419,110.7699,419,-19372.76171875,2095000,3479.18
292.1414,4715.11,420,108.6192,420,-19320.65625,2100000,4381.65
277.8977,4410.26,421,94.4777,421,-18936.759765625,2105000,5088.05
285.3989,4992.8,422,101.0789,422,-19081.50390625,2110000,4462.71
292.6983,4582.08,423,114.0748,423,-19289.455078125,2115000,3894.04
299.4945,3444.7,424,145.2123,424,-19004.404296875,2120000,2880.84
310.0887,2938.83,425,186.3151,425,-19378.982421875,2125000,3459.91
298.7637,2223.32,426,158.9474,426,-19121.1171875,2130000,1399.03
306.5897,1623.04,427,201.698,427,-19290.384765625,2135000,1656.69
303.4978,2591.34,428,167.2114,428,-19258.396484375,2140000,3567.91
307.0772,4370.54,429,182.0134,429,-18977.0234375,2145000,4371.63
294.6356,4255.4,430,104.4243,430,-19233.767578125,2150000,4098.38
285.4936,3919.96,431,118.4413,431,-19427.69921875,2155000,5083.26
288.5327,4234.21,432,110.0482,432,-19321.701171875,2160000,4703.45
285.4239,4973.1,433,113.7539,433,-19166.876953125,2165000,2243.16
295.3793,3923.62,434,143.9935,434,-19303.001953125,2170000,4046.03
299.4835,4848.87,435,116.3934,435,-19471.322265625,2175000,4884.05
283.3063,4740.03,436,104.7674,436,-19289.07421875,2180000,4707.01
291.604,4899.55,437,137.8296,437,-19487.99609375,2185000,5011.14
287.7669,4624.37,438,132.0487,438,-19458.775390625,2190000,4659.53
287.5216,4308.19,439,107.5134,439,-19496.88671875,2195000,2416.89
286.317,4784.72,440,102.4222,440,-19499.447265625,2200000,4834.95
291.1796,5007.52,441,115.2206,441,-19404.09375,2205000,5040.76
316.6714,4748.6,442,132.8716,442,-19501.93359375,2210000,2122.03
299.8104,4648.53,443,121.6933,443,-19601.71484375,2215000,4039.59
310.8429,3185.55,444,156.6977,444,-19226.90234375,2220000,2611.67
298.3823,4870.54,445,112.7701,445,-19456.25390625,2225000,5013.92
280.2224,4878.76,446,94.081,446,-19480.908203125,2230000,4428.73
275.2096,5053.37,447,94.2583,447,-19362.2890625,2235000,4782.12
292.304,4124.93,448,126.133,448,-19277.703125,2240000,2082.72
290.2471,5110.48,449,110.1189,449,-19471.658203125,2245000,4768.58
291.4368,4865.69,450,113.5961,450,-19461.4296875,2250000,4487.15
282.8116,4992.89,451,98.4267,451,-19381.1328125,2255000,2850.88
308.9623,4455.03,452,155.6787,452,-19208.287109375,2260000,1914.66
287.6385,4614.18,453,116.8215,453,-19345.466796875,2265000,3297.64
299.2593,5008.33,454,124.5751,454,-19449.21484375,2270000,4151.37
298.0428,4968.46,455,167.7449,455,-19166.841796875,2275000,1750.78
297.1943,4893.06,456,113.0611,456,-19354.51171875,2280000,3644.63
297.9055,4030.85,457,116.2551,457,-19506.046875,2285000,2202.62
286.3724,4991.46,458,118.6677,458,-19418.0625,2290000,4233.39
292.7606,4953.68,459,109.5879,459,-19489.56640625,2295000,5038.18
293.5487,4837.84,460,127.0305,460,-19367.689453125,2300000,3524.85
285.167,4999.99,461,103.8267,461,-19370.962890625,2305000,4858.85
292.6538,4966.34,462,116.4164,462,-19513.255859375,2310000,4426.39
298.0287,4793.76,463,112.8597,463,-19378.806640625,2315000,4590.32
283.9327,5058.95,464,105.8202,464,-19371.513671875,2320000,4868.05
315.0518,4504.45,465,134.952,465,-19525.890625,2325000,2941.15
306.8563,4791.89,466,114.123,466,-19596.375,2330000,4819.47
272.7114,4960.19,467,92.9885,467,-19437.5234375,2335000,3668.44
294.4047,4055.4,468,122.7319,468,-19439.796875,2340000,2343.83
291.3528,4820.9,469,111.9823,469,-19318.638671875,2345000,5042.25
298.2554,4886.63,470,116.0136,470,-19482.673828125,2350000,4565.74
295.7516,4961.72,471,108.3957,471,-19543.544921875,2355000,5026.85
298.9636,4688.39,472,108.2527,472,-19490.55078125,2360000,4773.64
326.4856,4546.57,473,137.2353,473,-19617.572265625,2365000,3712.13
326.7201,3571.26,474,168.3127,474,-19396.61328125,2370000,3416.83
326.1931,4213.4,475,172.6427,475,-18952.208984375,2375000,1869.19
291.8002,4490.16,476,102.6707,476,-19420.861328125,2380000,4500.04
320.317,3428.69,477,151.2862,477,-19092.048828125,2385000,3810.37
319.4464,2496.05,478,160.0517,478,-18894.623046875,2390000,2354.27
308.9645,2245.1,479,180.9769,479,-18982.021484375,2395000,2056.91
296.2236,2594.87,480,158.9023,480,-19149.87890625,2400000,3090.05
278.2885,4782.23,481,94.8501,481,-19415.271484375,2405000,4825.36
267.724,4861.88,482,85.2142,482,-19134.25390625,2410000,5087.91
286.7329,4450.19,483,106.4003,483,-19298.607421875,2415000,4804.06
292.3584,3190.54,484,135.1036,484,-19131.21875,2420000,3856.26
295.9071,3372.41,485,136.2484,485,-19113.0078125,2425000,3032.27
295.7185,4140.1,486,112.3023,486,-19497.615234375,2430000,3340.61
279.8023,3484.28,487,113.1246,487,-18947.501953125,2435000,3118.13
298.7343,4316.53,488,121.7535,488,-19346.7734375,2440000,3782.18
292.6068,4483.47,489,106.333,489,-19550.98046875,2445000,4119.76
296.6349,4867.15,490,123.6956,490,-19484.876953125,2450000,4568.25
288.8185,4285.8,491,116.0914,491,-19536.91015625,2455000,4776.45
297.4493,3218.74,492,129.3105,492,-19435.046875,2460000,4944.44
295.0092,3727.03,493,132.1198,493,-19440.548828125,2465000,3929.93
301.8254,2588.22,494,153.304,494,-19308.619140625,2470000,2680.62
297.0715,3514.58,495,153.6381,495,-19298.486328125,2475000,2964.26
307.7529,3403.39,496,143.9151,496,-19393.15625,2480000,3714.48
314.64,2244.84,497,184.2072,497,-19040.314453125,2485000,1769.0
297.3796,3254.77,498,139.6173,498,-19068.3359375,2490000,2945.74
294.3307,4340.56,499,133.1939,499,-19328.42578125,2495000,4281.68
300.3133,4448.56,500,132.6945,500,-19360.9609375,2500000,4848.87
305.9288,4786.4,501,115.4568,501,-19538.603515625,2505000,4781.93
308.804,4074.49,502,131.5731,502,-19607.287109375,2510000,2945.04
298.0418,4534.7,503,113.8208,503,-19522.43359375,2515000,4415.51
290.7916,4726.65,504,116.8085,504,-19519.703125,2520000,4607.95
304.972,4539.79,505,118.3941,505,-19552.26953125,2525000,4586.03
293.5454,4618.35,506,114.4362,506,-19558.361328125,2530000,4148.07
293.6147,4486.34,507,107.3073,507,-19519.16796875,2535000,5085.03
297.6777,4687.14,508,115.7754,508,-19585.498046875,2540000,5002.07
285.9959,4808.12,509,96.1823,509,-19537.75,2545000,4717.31
285.2017,4571.17,510,101.7724,510,-19505.087890625,2550000,5078.84
289.6574,4919.13,511,100.89,511,-19462.48046875,2555000,5012.26
288.1699,4960.24,512,97.1572,512,-19645.6328125,2560000,4455.68
288.9189,4643.64,513,103.7877,513,-19589.158203125,2565000,4310.44
297.5771,4831.23,514,106.7891,514,-19629.2578125,2570000,4934.73
294.1909,5049.21,515,110.7846,515,-19720.548828125,2575000,3485.7
293.4771,4739.46,516,109.5125,516,-19682.96875,2580000,4108.39
293.009,4968.91,517,113.0253,517,-19555.421875,2585000,3293.34
295.2265,4195.76,518,120.5528,518,-19569.599609375,2590000,2859.7
297.7949,4693.43,519,111.1898,519,-19747.451171875,2595000,4629.52
304.7901,2979.48,520,153.9948,520,-19319.33203125,2600000,1495.47
304.5625,4320.43,521,125.2114,521,-19608.548828125,2605000,2962.61
306.392,4541.82,522,140.3872,522,-19497.744140625,2610000,1626.6
302.9174,3460.51,523,145.8621,523,-19344.99609375,2615000,2555.48
316.7596,2578.87,524,167.3659,524,-19270.283203125,2620000,1252.6
292.6688,4772.6,525,104.7075,525,-19744.908203125,2625000,3448.76
288.6973,4377.84,526,106.7085,526,-19520.095703125,2630000,2700.21
298.8263,4137.77,527,129.9366,527,-19384.509765625,2635000,2424.24
307.6129,2725.83,528,144.6027,528,-19209.443359375,2640000,1636.29
293.0931,4225.48,529,111.4791,529,-19481.2734375,2645000,3811.71
295.4862,4948.08,530,102.9076,530,-19540.19140625,2650000,5064.18
295.8097,3722.62,531,148.6409,531,-18968.5859375,2655000,4250.01
284.0991,4758.22,532,101.6457,532,-19412.34375,2660000,5215.2
328.7948,3396.95,533,206.5478,533,-18773.58984375,2665000,3662.89
288.4317,4426.22,534,96.751,534,-19304.060546875,2670000,5120.92
283.5896,3763.08,535,115.6651,535,-19119.1015625,2675000,4404.08
291.7772,3839.32,536,131.2607,536,-18849.52734375,2680000,4287.22
285.1873,4179.03,537,113.7251,537,-19173.486328125,2685000,4248.68
293.2632,4290.95,538,131.915,538,-19067.384765625,2690000,4170.75
285.3158,4628.46,539,102.8425,539,-19417.703125,2695000,4728.87
289.2258,4087.96,540,114.9226,540,-19339.4921875,2700000,3135.48
292.6213,3781.78,541,105.9848,541,-19261.095703125,2705000,4508.77
291.9539,4735.67,542,112.7363,542,-19331.02734375,2710000,3628.88
286.4737,3778.63,543,99.4186,543,-19464.513671875,2715000,5111.4
295.8855,4081.51,544,116.5638,544,-19185.21484375,2720000,4940.82
278.3658,4562.3,545,94.8105,545,-19424.45703125,2725000,4792.17
292.9783,4526.18,546,103.9557,546,-19379.7265625,2730000,4059.91
290.0006,4747.82,547,119.253,547,-19116.4453125,2735000,5015.45
278.7228,4561.81,548,91.3218,548,-19577.068359375,2740000,5153.0
277.5504,4866.04,549,95.1841,549,-19572.078125,2745000,4918.38
279.2585,5141.32,550,97.8419,550,-19545.814453125,2750000,5195.66
281.5233,4941.22,551,100.8938,551,-19309.3515625,2755000,4836.31
279.6569,4658.1,552,100.8652,552,-19315.009765625,2760000,5119.54
281.5318,4430.07,553,101.9303,553,-19417.00390625,2765000,4836.0
274.7349,4064.92,554,88.5155,554,-19638.79296875,2770000,4453.08
279.1833,3990.47,555,95.1359,555,-19391.77734375,2775000,4758.97
281.0078,3962.66,556,86.6717,556,-19366.640625,2780000,4656.18
274.3163,4837.34,557,80.7854,557,-19566.91796875,2785000,4830.85
283.4234,3728.84,558,89.7132,558,-19416.478515625,2790000,4967.65
278.9171,3766.36,559,94.7022,559,-19215.28515625,2795000,4805.11
285.4243,4063.17,560,94.5638,560,-19249.53125,2800000,4824.34
278.3131,4587.24,561,79.1812,561,-19278.68359375,2805000,5057.69
271.2794,4594.34,562,79.1323,562,-19350.7890625,2810000,5140.96
276.7953,4590.47,563,96.0314,563,-19253.361328125,2815000,4345.62
276.7021,3848.16,564,76.2229,564,-19157.931640625,2820000,4904.8
277.3157,4419.14,565,80.8698,565,-19337.10546875,2825000,4575.98
285.3938,4159.28,566,95.3097,566,-19421.890625,2830000,4476.46
291.5454,4269.23,567,103.4283,567,-19235.259765625,2835000,4033.94
292.3582,3469.19,568,136.109,568,-18997.6796875,2840000,3585.58
287.0272,3908.27,569,93.0948,569,-19452.18359375,2845000,4180.12
285.0265,4381.46,570,90.5705,570,-19587.67578125,2850000,3816.05
289.9764,3559.81,571,100.9575,571,-19462.302734375,2855000,4666.52
290.6368,4204.69,572,100.1935,572,-19477.478515625,2860000,4489.82
291.6766,4223.42,573,94.4971,573,-19626.630859375,2865000,4709.73
283.0751,4466.18,574,89.7658,574,-19684.75,2870000,4333.42
300.2922,2651.88,575,122.2417,575,-19377.029296875,2875000,3908.29
307.8905,4095.33,576,121.1827,576,-19584.677734375,2880000,4823.01
293.5941,4405.74,577,109.4123,577,-19567.81640625,2885000,4337.15
297.7376,4614.87,578,111.6582,578,-19616.931640625,2890000,4682.28
305.4575,4592.14,579,129.9549,579,-19657.58984375,2895000,4785.07
288.2708,4001.67,580,97.2741,580,-19563.861328125,2900000,3824.39
286.9618,4436.57,581,94.6939,581,-19781.94140625,2905000,4742.42
299.0273,4575.29,582,130.0219,582,-19860.32421875,2910000,5145.58
284.9433,4674.32,583,106.2748,583,-19560.84375,2915000,5071.43
283.2799,3485.06,584,96.9139,584,-19400.35546875,2920000,3046.45
298.5845,4225.3,585,119.7088,585,-19546.287109375,2925000,5054.57
296.9957,4332.64,586,118.4548,586,-19776.56640625,2930000,4647.53
310.0489,4132.34,587,141.9207,587,-19642.30859375,2935000,4911.2
300.8289,4616.41,588,124.644,588,-19661.90234375,2940000,4924.69
303.1113,3630.91,589,126.9224,589,-19524.189453125,2945000,3998.28
309.8575,3903.37,590,129.3647,590,-19581.408203125,2950000,4196.11
294.2449,4948.7,591,105.9884,591,-19751.1171875,2955000,4148.39
302.5282,4474.68,592,135.2837,592,-19830.1796875,2960000,4888.55
299.6214,2204.86,593,131.099,593,-19507.900390625,2965000,3647.47
301.4436,4452.9,594,126.0905,594,-19613.208984375,2970000,4340.71
297.1747,3695.84,595,110.5276,595,-19501.7734375,2975000,4045.61
299.1257,4265.6,596,121.8681,596,-19467.380859375,2980000,4014.09
286.4991,3676.55,597,105.6472,597,-19528.767578125,2985000,3995.66
292.6079,4382.16,598,117.4863,598,-19601.38671875,2990000,4760.73
297.4794,4620.08,599,114.5716,599,-19739.302734375,2995000,3798.33
