Running Env Steps,Real Sto Return,Running Update Time,Reward Loss,Running Reverse KL,Real Det Return,Running Forward KL,Itration
1970000,1977.77,394,-62584.30078125,15.2828,2339.75,156.614,394
1975000,1922.04,395,-62880.8046875,15.3616,2308.54,156.6732,395
1980000,1968.48,396,-62895.65234375,15.3365,2337.17,156.7503,396
1985000,1939.87,397,-63202.3515625,15.1741,2321.45,156.8098,397
1990000,1964.23,398,-63019.87890625,15.2441,2349.63,156.5889,398
1995000,1948.01,399,-63238.48828125,15.3159,2334.19,156.6972,399
2000000,1954.19,400,-63437.4296875,15.2178,2323.49,156.803,400
2005000,1927.81,401,-63536.64453125,15.1121,2328.47,156.6778,401
2010000,1926.62,402,-63342.1171875,15.1915,2337.21,156.7604,402
2015000,1936.45,403,-63549.83203125,15.325,2343.94,156.7529,403
2020000,1969.42,404,-64006.94140625,15.3175,2347.45,156.9039,404
2025000,1933.54,405,-63970.29296875,15.172,2318.13,156.5936,405
2030000,1991.81,406,-64055.28125,15.6203,2359.32,156.8265,406
2035000,1935.37,407,-64170.71484375,15.3136,2316.0,156.7971,407
2040000,1960.48,408,-64549.6328125,15.4143,2350.19,156.8016,408
2045000,1981.23,409,-64387.90625,15.2606,2351.66,156.7813,409
2050000,1987.4,410,-64332.8828125,15.3473,2363.27,156.7869,410
2055000,1975.78,411,-64458.24609375,15.2595,2343.26,156.6933,411
2060000,1960.07,412,-64508.78125,15.0688,2350.87,156.6643,412
2065000,1933.85,413,-64838.828125,15.4231,2342.14,156.7158,413
2070000,1959.39,414,-64818.0625,15.2212,2342.59,156.6799,414
2075000,2010.99,415,-65179.12109375,15.569,2364.93,156.6154,415
2080000,1956.38,416,-64909.78125,15.3187,2322.42,156.7767,416
2085000,1956.03,417,-65036.27734375,15.4105,2354.8,156.5873,417
2090000,1960.28,418,-64997.28515625,15.1561,2342.97,156.7099,418
2095000,1963.33,419,-65399.09765625,15.3381,2348.87,156.6848,419
2100000,1976.93,420,-65449.01171875,15.2989,2342.74,156.6862,420
2105000,1963.76,421,-65404.05859375,15.2758,2334.27,156.7411,421
2110000,1998.42,422,-65710.9609375,15.4786,2344.94,156.5309,422
2115000,1992.42,423,-65859.25,15.3619,2341.85,156.5535,423
2120000,1953.09,424,-65680.8046875,15.3274,2291.44,156.7844,424
2125000,1976.89,425,-65719.5625,15.2421,2329.2,156.5975,425
2130000,1971.9,426,-66187.296875,15.5396,2343.3,156.7142,426
2135000,1965.03,427,-66304.109375,15.4868,2350.63,156.654,427
2140000,1978.74,428,-66370.1171875,15.3439,2355.38,156.6305,428
2145000,2000.34,429,-66626.0,15.2846,2349.97,156.7852,429
2150000,2002.5,430,-66684.5390625,15.3855,2353.09,156.469,430
2155000,1986.02,431,-66974.3203125,15.4391,2360.41,156.4751,431
2160000,1986.68,432,-66828.5546875,15.227,2348.93,156.6797,432
2165000,2000.46,433,-67148.5234375,15.4271,2364.2,156.6697,433
2170000,1989.48,434,-67098.96875,15.2164,2358.17,156.4492,434
2175000,1986.01,435,-67315.140625,15.3816,2343.26,156.6289,435
2180000,2000.24,436,-67482.296875,15.2477,2347.19,156.5183,436
2185000,2001.05,437,-67636.390625,15.3223,2353.82,156.7244,437
2190000,1979.97,438,-67701.3203125,15.3177,2341.68,156.6384,438
2195000,1977.54,439,-67531.4609375,15.2224,2345.96,156.4725,439
2200000,1978.85,440,-67882.59375,15.1847,2347.45,156.6736,440
2205000,1992.26,441,-67943.984375,15.4258,2367.57,156.6136,441
2210000,1990.07,442,-68041.96875,15.1765,2344.68,156.5085,442
2215000,1983.0,443,-68166.3671875,15.3036,2355.7,156.5555,443
2220000,1972.81,444,-68276.15625,15.1917,2360.49,156.537,444
2225000,1971.45,445,-68614.6796875,15.3817,2348.0,156.6305,445
2230000,1977.33,446,-68601.1171875,15.3397,2353.3,156.7279,446
2235000,1999.08,447,-68889.46875,15.2865,2343.35,156.7162,447
2240000,1977.57,448,-68815.2890625,15.2863,2362.01,156.6514,448
2245000,1987.86,449,-68822.875,15.2153,2343.69,156.6298,449
2250000,1973.99,450,-68987.0390625,15.0915,2345.9,156.4703,450
2255000,1971.44,451,-69214.7734375,15.0839,2348.66,156.5357,451
2260000,1954.39,452,-69059.328125,15.275,2307.65,156.6079,452
2265000,1981.73,453,-69676.046875,15.2527,2344.31,156.7781,453
2270000,1978.08,454,-69300.9140625,15.0552,2332.38,156.6579,454
2275000,1989.7,455,-69763.1328125,15.2653,2334.46,156.8087,455
2280000,2007.25,456,-69549.53125,15.1901,2349.68,156.5868,456
2285000,1971.46,457,-69738.515625,14.9846,2338.11,156.5107,457
2290000,1990.09,458,-70145.0390625,15.1951,2350.89,156.5702,458
2295000,1958.45,459,-70044.828125,15.2189,2313.97,156.5625,459
2300000,1990.1,460,-70424.875,15.16,2334.48,156.6564,460
2305000,2001.42,461,-70216.53125,15.2056,2353.64,156.5719,461
2310000,1949.42,462,-70488.5546875,15.2041,2310.18,156.6401,462
2315000,1974.53,463,-70826.6328125,15.0886,2340.14,156.6085,463
2320000,1964.51,464,-70715.328125,15.1944,2339.33,156.5132,464
2325000,1982.49,465,-71041.5234375,15.2406,2345.56,156.6567,465
2330000,1979.72,466,-70891.9296875,15.2088,2341.86,156.6148,466
2335000,1979.39,467,-71127.015625,15.1841,2341.28,156.4453,467
2340000,1977.56,468,-71261.59375,15.344,2344.09,156.5849,468
2345000,1914.83,469,-70925.015625,15.0945,2280.13,156.494,469
2350000,1961.26,470,-71924.71875,15.3386,2325.67,156.5544,470
2355000,1930.31,471,-71626.859375,15.2427,2283.11,156.6477,471
2360000,1992.58,472,-71667.8046875,15.2213,2332.99,156.4302,472
2365000,1960.61,473,-71724.046875,15.4476,2312.25,156.6292,473
2370000,1979.16,474,-72134.609375,15.3968,2334.89,156.5477,474
2375000,1986.31,475,-72053.65625,15.4497,2338.37,156.5947,475
2380000,1970.01,476,-72102.4453125,15.3088,2338.32,156.652,476
2385000,1980.76,477,-71947.28125,15.3125,2330.83,156.6432,477
2390000,1960.56,478,-72501.6875,15.3718,2317.21,156.4966,478
2395000,1986.83,479,-72528.546875,15.1517,2330.99,156.5723,479
2400000,1970.25,480,-72430.0703125,15.1194,2325.59,156.4855,480
2405000,1994.68,481,-72682.078125,15.3867,2333.15,156.5592,481
2410000,1980.13,482,-73149.203125,15.4885,2348.72,156.5183,482
2415000,1989.24,483,-72975.6484375,15.3583,2338.3,156.589,483
2420000,1973.19,484,-72823.484375,15.4112,2335.44,156.7412,484
2425000,1995.83,485,-72391.0546875,15.1801,2349.69,156.5815,485
2430000,1975.64,486,-73305.71875,15.4009,2357.77,156.5819,486
2435000,1961.55,487,-73338.75,15.2897,2339.99,156.7015,487
2440000,1968.95,488,-73315.8984375,15.2205,2326.42,156.6496,488
2445000,1999.98,489,-73620.1875,15.2464,2347.53,156.7372,489
2450000,2000.17,490,-73657.7578125,15.4024,2338.66,156.6511,490
2455000,2001.59,491,-73607.109375,15.3377,2354.55,156.5321,491
2460000,1990.17,492,-73884.421875,15.3462,2354.48,156.5664,492
2465000,1987.06,493,-73836.8828125,15.1791,2336.77,156.7484,493
2470000,1999.57,494,-73929.265625,15.4221,2353.04,156.7337,494
2475000,2005.71,495,-74075.65625,15.3715,2340.39,156.5037,495
2480000,2002.4,496,-74136.1171875,15.3955,2348.73,156.5956,496
2485000,1995.65,497,-74204.3671875,15.2458,2332.24,156.6067,497
2490000,1984.72,498,-74608.3671875,15.5109,2333.68,156.6523,498
2495000,1977.74,499,-74579.578125,15.4566,2346.92,156.7247,499
2500000,1988.86,500,-74604.4609375,15.385,2348.14,156.6335,500
2505000,2002.43,501,-74653.828125,15.5451,2350.85,156.7438,501
2510000,1999.76,502,-74921.796875,15.4473,2342.24,156.7054,502
2515000,1987.66,503,-74706.1484375,15.1939,2341.55,156.7199,503
2520000,1993.21,504,-74917.375,15.3057,2348.03,156.5398,504
2525000,1990.34,505,-74867.640625,15.4359,2341.73,156.6861,505
2530000,1978.51,506,-75217.3671875,15.3142,2316.48,156.6867,506
2535000,1995.12,507,-75251.0,15.2412,2346.16,156.5897,507
2540000,2006.21,508,-75369.453125,15.3669,2350.15,156.6997,508
2545000,2013.88,509,-75908.9375,15.4591,2363.88,156.583,509
2550000,1993.17,510,-75657.421875,15.356,2348.54,156.6789,510
2555000,1985.5,511,-75628.890625,15.2898,2333.66,156.5023,511
2560000,1992.43,512,-75327.3984375,15.1304,2317.99,156.647,512
2565000,2001.48,513,-76040.1875,15.5075,2363.75,156.5601,513
2570000,1967.7,514,-76006.328125,15.3132,2331.04,156.4926,514
2575000,1987.6,515,-76105.7890625,15.1248,2335.43,156.638,515
2580000,1972.06,516,-76245.5234375,15.4769,2328.52,156.6107,516
2585000,1982.4,517,-76607.390625,15.4981,2336.49,156.5611,517
2590000,1986.73,518,-76405.328125,15.3561,2331.02,156.6973,518
2595000,1963.95,519,-76416.3359375,15.3313,2347.27,156.7581,519
2600000,1958.99,520,-76641.6171875,15.2718,2295.77,156.5408,520
2605000,1985.53,521,-76737.2578125,15.3949,2308.23,156.534,521
2610000,1997.36,522,-77162.4453125,15.5908,2340.2,156.6716,522
2615000,1987.58,523,-77033.1328125,15.4901,2350.56,156.7001,523
2620000,2030.23,524,-77381.7265625,15.7188,2368.77,156.6599,524
2625000,1992.44,525,-77138.5859375,15.4334,2334.88,156.5498,525
2630000,1989.98,526,-77441.2265625,15.4502,2339.25,156.6226,526
2635000,2000.07,527,-77593.6015625,15.4687,2379.54,156.8178,527
2640000,2001.16,528,-77982.34375,15.5787,2344.37,156.6585,528
2645000,2007.65,529,-77803.375,15.4433,2354.4,156.5897,529
2650000,2000.21,530,-78236.40625,15.4299,2341.59,156.4094,530
2655000,2014.68,531,-78047.8671875,15.5239,2372.88,156.6879,531
2660000,1992.61,532,-78206.1015625,15.4753,2350.81,156.5105,532
2665000,1994.02,533,-78203.765625,15.2578,2340.81,156.5351,533
2670000,1996.03,534,-78467.140625,15.5222,2365.06,156.5763,534
2675000,2000.26,535,-78563.859375,15.5514,2343.99,156.6379,535
2680000,1978.0,536,-78414.3359375,15.2319,2361.28,156.5561,536
2685000,1993.1,537,-78533.8515625,15.4759,2359.22,156.4985,537
2690000,2002.2,538,-78367.8515625,15.4165,2355.44,156.5831,538
2695000,1986.93,539,-78550.1796875,15.3765,2342.69,156.59,539
2700000,2005.46,540,-79281.0703125,15.5031,2349.0,156.6711,540
2705000,2003.52,541,-78981.5390625,15.4788,2342.04,156.6477,541
2710000,2004.83,542,-78902.3515625,15.5446,2356.56,156.5926,542
2715000,2026.84,543,-79283.6015625,15.4303,2367.05,156.5885,543
2720000,2004.8,544,-79269.6484375,15.5133,2350.41,156.7737,544
2725000,1990.43,545,-79380.6484375,15.3981,2351.16,156.5315,545
2730000,2003.23,546,-79536.0078125,15.5429,2358.56,156.6891,546
2735000,2007.23,547,-79488.609375,15.5434,2352.38,156.5808,547
2740000,2018.09,548,-79272.171875,15.4094,2369.42,156.5658,548
2745000,1991.52,549,-79544.4921875,15.3179,2350.15,156.6277,549
2750000,2008.49,550,-79918.75,15.6747,2341.8,156.5552,550
2755000,2010.41,551,-79665.8515625,15.3821,2349.11,156.6172,551
2760000,2004.55,552,-79952.6875,15.4316,2352.02,156.4668,552
2765000,1997.47,553,-79955.609375,15.3956,2349.01,156.4865,553
2770000,2019.65,554,-80128.2734375,15.3573,2354.48,156.4673,554
2775000,2010.61,555,-79872.296875,15.4109,2340.2,156.6195,555
2780000,2010.32,556,-80163.875,15.1608,2353.73,156.6801,556
2785000,2022.85,557,-80711.8828125,15.4958,2372.41,156.4552,557
2790000,2023.35,558,-80297.8203125,15.4371,2335.13,156.4292,558
2795000,2005.94,559,-80384.359375,15.5778,2349.0,156.5597,559
2800000,2025.14,560,-80433.65625,15.4176,2338.44,156.5934,560
2805000,2025.33,561,-81023.2890625,15.8253,2349.06,156.4745,561
2810000,2009.95,562,-80958.7578125,15.6934,2337.79,156.5516,562
2815000,2027.61,563,-81228.125,15.7535,2345.91,156.5489,563
2820000,1981.98,564,-80891.4609375,15.4635,2315.14,156.4918,564
2825000,2010.13,565,-81311.6640625,15.534,2349.9,156.485,565
2830000,2030.49,566,-81279.375,15.5164,2348.06,156.5125,566
2835000,2009.64,567,-81683.171875,15.6829,2349.48,156.5462,567
2840000,2029.67,568,-81559.5703125,15.7263,2363.34,156.5907,568
2845000,2021.04,569,-81864.7734375,15.7294,2359.47,156.4941,569
2850000,2034.85,570,-82090.078125,16.0649,2384.52,156.5461,570
2855000,2003.87,571,-81782.6328125,15.4324,2342.99,156.4772,571
2860000,2016.92,572,-81946.609375,15.4816,2363.84,156.6112,572
2865000,2041.83,573,-81821.984375,15.701,2355.7,156.4841,573
2870000,2002.25,574,-82060.671875,15.3704,2380.12,156.5065,574
2875000,2008.85,575,-82124.3828125,15.4276,2363.15,156.5283,575
2880000,2019.8,576,-82331.9921875,15.5028,2367.12,156.5511,576
2885000,2042.95,577,-82463.640625,15.4872,2371.35,156.4953,577
2890000,2024.27,578,-82503.59375,15.5557,2370.14,156.5827,578
2895000,2030.69,579,-82683.9296875,15.674,2381.16,156.4781,579
2900000,2014.28,580,-82647.234375,15.4143,2350.59,156.4881,580
2905000,2035.71,581,-82752.78125,15.4982,2362.11,156.5527,581
2910000,2015.2,582,-82460.0546875,15.2516,2360.45,156.592,582
2915000,2018.49,583,-82779.5703125,15.3381,2375.33,156.5071,583
2920000,2013.1,584,-83096.0625,15.632,2367.69,156.6806,584
2925000,2033.78,585,-83127.7265625,15.6662,2377.53,156.607,585
2930000,2024.27,586,-82928.0390625,15.4996,2369.25,156.4753,586
2935000,2031.52,587,-82981.46875,15.539,2373.67,156.491,587
2940000,2046.71,588,-83308.1484375,15.6174,2377.89,156.5186,588
2945000,2038.63,589,-83419.328125,15.5321,2379.03,156.4468,589
2950000,2036.09,590,-83264.7265625,15.6457,2374.91,156.4101,590
2955000,2011.11,591,-83305.3515625,15.5714,2364.14,156.5589,591
2960000,2012.65,592,-83185.765625,15.3822,2352.22,156.6086,592
2965000,2003.19,593,-83568.4765625,15.421,2352.92,156.5439,593
2970000,2009.13,594,-83231.2578125,15.3572,2341.1,156.4263,594
2975000,2024.89,595,-83312.6796875,15.4133,2348.51,156.4997,595
2980000,2021.01,596,-83755.3984375,15.334,2354.78,156.5237,596
2985000,2034.97,597,-83837.90625,15.4428,2366.43,156.5477,597
2990000,2016.01,598,-83799.59375,15.3728,2354.55,156.479,598
2995000,2010.55,599,-84025.078125,15.382,2365.21,156.6412,599
