Running Forward KL,Running Update Time,Reward Loss,Running Reverse KL,Running Env Steps,Itration,Real Det Return,Real Sto Return
684.6199,397,-19682.625,578.0801,1985000,397,62.02,62.02
686.7123,398,-19681.072265625,970.5898,1990000,398,61.5,61.99
653.3085,399,-19643.623046875,639.2374,1995000,399,60.85,60.85
643.3728,400,-19571.529296875,1011.7331,2000000,400,59.78,60.07
691.8369,401,-19611.154296875,877.957,2005000,401,60.04,60.26
625.9653,402,-19039.623046875,508.4743,2010000,402,60.63,60.63
641.2873,403,-19041.6796875,625.7478,2015000,403,58.97,58.97
626.6675,404,-19365.08203125,580.4514,2020000,404,58.81,59.03
700.3796,405,-19613.322265625,645.6801,2025000,405,63.91,64.2
656.6763,406,-19263.140625,464.4688,2030000,406,77.43,76.95
610.0503,407,-19328.716796875,675.1181,2035000,407,59.17,59.19
530.6265,408,-18823.939453125,524.9696,2040000,408,127.82,119.98
668.0265,409,-19487.68359375,578.1929,2045000,409,58.44,58.44
564.899,410,-18680.0,497.3996,2050000,410,81.45,83.7
640.0268,411,-18498.298828125,687.5199,2055000,411,58.76,58.76
637.2179,412,-19051.376953125,683.967,2060000,412,61.6,61.6
675.5646,413,-19530.208984375,516.2256,2065000,413,60.55,60.54
655.1477,414,-19380.767578125,540.0889,2070000,414,59.76,59.73
669.7981,415,-19182.357421875,937.5818,2075000,415,60.96,60.67
704.8759,416,-19502.388671875,546.2048,2080000,416,59.08,58.77
581.9054,417,-18345.8359375,431.5326,2085000,417,59.98,59.97
633.1747,418,-19165.439453125,532.0144,2090000,418,58.53,58.66
588.8536,419,-19157.86328125,572.5492,2095000,419,60.4,60.4
628.2722,420,-19420.439453125,545.9414,2100000,420,59.72,59.96
605.2945,421,-18987.671875,577.9366,2105000,421,60.43,60.59
655.241,422,-19383.408203125,512.8326,2110000,422,60.53,60.52
569.4238,423,-17805.44921875,405.247,2115000,423,60.26,59.34
605.6146,424,-17826.953125,444.0581,2120000,424,58.85,59.09
590.504,425,-18982.818359375,499.9534,2125000,425,59.19,59.37
628.1027,426,-19255.83203125,588.8583,2130000,426,60.49,60.66
577.4977,427,-17732.033203125,427.6308,2135000,427,57.61,58.0
623.3612,428,-19004.322265625,564.5233,2140000,428,59.26,58.96
607.825,429,-18908.33203125,453.1306,2145000,429,58.99,59.42
606.3596,430,-19039.271484375,540.3578,2150000,430,57.5,57.82
651.1268,431,-19387.39453125,611.16,2155000,431,57.44,57.15
688.8611,432,-18881.853515625,438.1138,2160000,432,57.44,57.47
645.5857,433,-18253.306640625,445.3699,2165000,433,57.81,57.53
691.8513,434,-17368.669921875,380.8522,2170000,434,57.45,57.52
695.9692,435,-18435.158203125,406.5896,2175000,435,58.96,58.91
623.4588,436,-17295.642578125,373.7471,2180000,436,58.31,57.96
594.122,437,-17628.88671875,416.5447,2185000,437,58.07,57.53
601.7372,438,-17284.384765625,392.9736,2190000,438,58.46,58.16
570.1501,439,-16801.951171875,399.5355,2195000,439,57.32,57.47
573.4345,440,-15249.6513671875,315.6447,2200000,440,57.73,57.88
605.0171,441,-16436.76953125,358.6608,2205000,441,57.68,57.68
603.0134,442,-17405.037109375,354.6792,2210000,442,58.26,58.46
607.6289,443,-16331.7666015625,512.8124,2215000,443,57.74,57.74
583.2084,444,-17769.0703125,386.6047,2220000,444,57.76,57.8
639.5796,445,-17928.51953125,382.4099,2225000,445,58.14,58.34
598.3996,446,-16914.44140625,386.7037,2230000,446,58.9,59.01
570.317,447,-17016.833984375,385.1759,2235000,447,58.38,57.75
584.038,448,-17530.95703125,396.8863,2240000,448,58.36,58.45
575.9797,449,-17606.697265625,400.0285,2245000,449,59.5,59.51
583.69,450,-16626.984375,505.2978,2250000,450,59.68,59.75
592.773,451,-16994.34375,424.4305,2255000,451,62.68,62.17
558.6784,452,-15690.0556640625,358.8255,2260000,452,62.32,62.1
561.0849,453,-16312.4794921875,375.1046,2265000,453,59.95,60.18
596.5564,454,-17542.634765625,398.0792,2270000,454,60.14,60.37
612.2334,455,-17277.375,375.4634,2275000,455,60.34,60.36
557.8221,456,-16354.7080078125,313.8927,2280000,456,60.25,60.02
569.7324,457,-16411.29296875,346.9145,2285000,457,60.43,60.21
613.4041,458,-17400.673828125,415.9741,2290000,458,60.05,60.01
581.462,459,-16086.568359375,362.819,2295000,459,60.04,60.05
561.2066,460,-16646.171875,383.1451,2300000,460,60.36,60.83
556.3567,461,-16393.984375,380.1114,2305000,461,60.67,60.67
573.7203,462,-17398.15234375,385.8361,2310000,462,61.76,61.77
560.7883,463,-16652.88671875,372.8759,2315000,463,60.39,60.05
568.7715,464,-16863.1796875,420.6303,2320000,464,62.37,62.61
555.139,465,-14503.1298828125,303.253,2325000,465,60.01,59.85
556.6208,466,-15452.79296875,314.8716,2330000,466,59.84,59.27
537.7801,467,-14926.39453125,292.432,2335000,467,62.31,61.93
553.29,468,-15564.06640625,320.9779,2340000,468,61.25,61.23
553.2322,469,-15759.2470703125,304.6082,2345000,469,60.26,60.23
558.9215,470,-16202.0908203125,334.6256,2350000,470,58.1,59.51
572.0576,471,-16737.962890625,344.055,2355000,471,58.9,58.14
565.8829,472,-15394.2626953125,321.0536,2360000,472,60.48,59.99
575.9744,473,-17396.4453125,503.0118,2365000,473,59.86,59.86
560.3668,474,-15806.5048828125,321.7556,2370000,474,60.83,60.56
572.8194,475,-16891.556640625,324.2839,2375000,475,59.13,58.96
550.711,476,-15935.1962890625,332.4736,2380000,476,59.08,59.63
565.0734,477,-16023.603515625,297.6093,2385000,477,58.33,59.72
558.2812,478,-15140.5205078125,353.6342,2390000,478,56.6,57.24
564.5018,479,-15796.595703125,340.8196,2395000,479,58.96,58.52
569.3136,480,-14933.494140625,347.9275,2400000,480,59.1,59.1
558.1614,481,-14619.8369140625,382.1256,2405000,481,59.7,59.99
560.788,482,-15321.5009765625,568.3785,2410000,482,59.02,59.22
553.2595,483,-14496.7880859375,326.3512,2415000,483,59.62,58.95
559.7396,484,-15339.775390625,423.2946,2420000,484,55.64,56.87
547.776,485,-15656.6337890625,329.1139,2425000,485,58.79,58.13
540.3014,486,-15261.3203125,312.0076,2430000,486,59.23,59.25
559.4764,487,-15210.44921875,317.4006,2435000,487,59.66,59.71
563.613,488,-15221.341796875,317.9078,2440000,488,58.56,58.59
560.7927,489,-16248.943359375,304.54,2445000,489,59.33,59.03
574.4465,490,-16336.9765625,337.1248,2450000,490,57.68,57.87
578.7022,491,-16573.9375,539.0203,2455000,491,57.46,56.96
561.0569,492,-16671.333984375,535.4485,2460000,492,57.63,57.69
567.4274,493,-16827.505859375,363.6454,2465000,493,57.44,57.82
576.165,494,-16187.01171875,306.9407,2470000,494,58.84,58.86
556.506,495,-16598.111328125,449.56,2475000,495,58.73,58.72
564.3781,496,-16794.27734375,309.4831,2480000,496,55.63,55.73
553.8179,497,-16940.875,474.2437,2485000,497,55.13,55.1
558.2935,498,-17271.314453125,340.5666,2490000,498,56.85,56.48
567.1297,499,-17267.623046875,346.4684,2495000,499,54.63,55.26
560.3839,500,-16596.390625,315.1183,2500000,500,55.4,55.75
549.8724,501,-16310.3828125,322.8632,2505000,501,58.35,58.22
563.5077,502,-16368.3583984375,327.5115,2510000,502,57.56,57.9
579.1691,503,-16607.892578125,344.4372,2515000,503,59.02,59.27
578.8383,504,-16763.888671875,427.7638,2520000,504,58.23,58.43
579.2666,505,-16830.53125,353.0023,2525000,505,55.8,55.54
569.4289,506,-16630.025390625,330.9963,2530000,506,58.55,58.29
574.381,507,-16708.3203125,331.6434,2535000,507,58.62,58.59
564.4713,508,-17143.8828125,337.7199,2540000,508,58.79,58.75
567.8065,509,-17151.6796875,352.099,2545000,509,59.52,59.52
563.0414,510,-17022.5546875,342.0025,2550000,510,59.96,59.44
563.6804,511,-17228.751953125,332.7974,2555000,511,58.47,59.08
596.5684,512,-17467.134765625,331.8604,2560000,512,58.84,57.54
588.0777,513,-17472.15234375,359.2751,2565000,513,59.44,59.15
585.5878,514,-17263.46875,348.7991,2570000,514,58.16,57.45
592.123,515,-17411.6171875,355.5202,2575000,515,58.96,58.92
573.4704,516,-17552.521484375,361.5953,2580000,516,57.23,57.23
582.4246,517,-16957.6328125,346.4716,2585000,517,60.26,61.08
566.0498,518,-17002.583984375,356.9565,2590000,518,63.31,62.04
560.2364,519,-16983.251953125,351.8554,2595000,519,61.91,61.38
567.3403,520,-17441.92578125,346.7613,2600000,520,61.56,61.07
585.7165,521,-17882.96484375,424.2096,2605000,521,60.05,60.06
585.8284,522,-17751.1015625,368.2596,2610000,522,59.81,59.79
590.0252,523,-17926.12109375,377.0367,2615000,523,59.39,59.38
611.5573,524,-18303.990234375,355.634,2620000,524,51.46,51.57
583.4502,525,-17830.16796875,739.5898,2625000,525,59.46,59.45
574.9275,526,-17606.6328125,373.9515,2630000,526,61.9,61.9
592.8358,527,-18526.232421875,423.2564,2635000,527,60.91,61.32
588.6752,528,-18258.98046875,398.7697,2640000,528,59.16,58.99
588.5961,529,-18517.57421875,431.9162,2645000,529,58.66,58.53
615.0998,530,-18848.494140625,1185.3317,2650000,530,58.49,58.48
616.9972,531,-18775.65625,492.8568,2655000,531,57.81,58.0
600.7057,532,-18634.47265625,384.491,2660000,532,59.78,59.27
592.3346,533,-18960.42578125,480.2032,2665000,533,58.03,58.15
594.8223,534,-18852.169921875,767.2978,2670000,534,58.24,58.24
591.9766,535,-18680.982421875,395.4755,2675000,535,57.51,57.49
601.2636,536,-18734.83984375,757.5816,2680000,536,57.94,57.94
606.7228,537,-18895.251953125,448.7894,2685000,537,57.83,58.16
585.0268,538,-18748.306640625,463.8732,2690000,538,58.62,58.67
599.0125,539,-18749.755859375,425.6768,2695000,539,57.89,57.91
580.7435,540,-18744.529296875,425.405,2700000,540,58.09,58.13
600.0347,541,-18764.13671875,433.7455,2705000,541,58.42,58.39
613.6342,542,-18962.76953125,415.4976,2710000,542,58.12,58.13
598.8398,543,-18699.982421875,415.7276,2715000,543,57.97,58.01
592.3569,544,-18708.974609375,432.9143,2720000,544,58.42,58.46
600.7859,545,-18723.609375,467.6255,2725000,545,57.49,57.48
575.1171,546,-18535.45703125,433.691,2730000,546,57.81,57.98
602.1707,547,-18753.078125,411.8749,2735000,547,58.11,58.13
585.0946,548,-18811.951171875,437.99,2740000,548,58.39,58.39
582.9957,549,-18799.701171875,445.1187,2745000,549,57.94,57.94
587.2104,550,-18790.763671875,435.8182,2750000,550,58.55,58.56
608.8531,551,-18990.146484375,445.2747,2755000,551,58.41,58.31
584.7381,552,-18810.494140625,435.6203,2760000,552,57.62,57.66
592.8165,553,-18891.990234375,412.6841,2765000,553,57.72,57.73
626.3837,554,-19583.064453125,1501.0579,2770000,554,57.68,57.87
627.5825,555,-19265.115234375,1152.997,2775000,555,57.63,57.68
609.5921,556,-19037.751953125,897.8244,2780000,556,57.74,57.71
601.9218,557,-19172.2109375,767.4497,2785000,557,57.67,57.72
607.2585,558,-19088.390625,442.8616,2790000,558,57.76,57.97
613.2746,559,-19165.052734375,491.6612,2795000,559,58.44,58.78
577.2002,560,-18994.640625,761.1183,2800000,560,57.62,57.66
586.0756,561,-19098.5,534.791,2805000,561,58.07,58.03
607.4791,562,-19042.984375,465.1949,2810000,562,59.06,58.62
610.2697,563,-18936.35546875,495.6304,2815000,563,57.88,58.46
613.634,564,-18827.681640625,497.4618,2820000,564,57.75,57.87
598.7582,565,-18798.751953125,512.8652,2825000,565,57.75,57.73
615.2701,566,-19002.376953125,521.7746,2830000,566,57.96,57.91
600.7011,567,-18650.5234375,410.1357,2835000,567,58.69,58.85
608.7715,568,-18994.095703125,470.3562,2840000,568,58.61,58.64
633.7486,569,-19118.171875,499.7628,2845000,569,58.96,58.97
626.8384,570,-18955.591796875,458.8213,2850000,570,58.95,58.94
629.1832,571,-19076.62109375,434.916,2855000,571,58.9,58.67
620.3604,572,-18919.998046875,443.3003,2860000,572,57.95,57.96
623.9966,573,-19040.505859375,438.4434,2865000,573,57.93,57.87
595.9661,574,-18908.3203125,525.6639,2870000,574,58.59,58.87
605.0867,575,-19180.712890625,426.0468,2875000,575,57.89,57.91
603.9691,576,-19092.560546875,516.1721,2880000,576,58.8,58.79
611.2671,577,-19157.345703125,618.8123,2885000,577,58.81,58.81
608.5954,578,-18927.947265625,473.9798,2890000,578,58.78,58.79
619.6373,579,-19023.486328125,429.8637,2895000,579,59.38,59.05
609.138,580,-19025.890625,465.4747,2900000,580,58.92,58.91
619.0597,581,-19085.11328125,445.1545,2905000,581,58.7,58.69
609.6608,582,-19165.65625,431.7715,2910000,582,58.94,59.28
631.1564,583,-19355.400390625,461.3401,2915000,583,59.38,59.36
623.4346,584,-19222.220703125,463.1389,2920000,584,58.81,58.81
633.6625,585,-19404.435546875,490.1646,2925000,585,58.75,58.72
638.1946,586,-19380.57421875,463.8079,2930000,586,58.81,58.8
644.2993,587,-19375.29296875,483.4732,2935000,587,58.97,58.9
651.9565,588,-19486.5234375,476.4131,2940000,588,58.8,58.77
627.5014,589,-19356.19921875,469.1154,2945000,589,58.71,58.8
624.6996,590,-19381.875,495.4533,2950000,590,59.0,59.0
639.8173,591,-19399.162109375,473.6663,2955000,591,59.0,59.0
628.7226,592,-19303.466796875,482.5337,2960000,592,58.99,58.98
611.7969,593,-19338.404296875,510.1512,2965000,593,58.99,59.0
624.6936,594,-19435.650390625,726.0851,2970000,594,58.97,58.97
608.4392,595,-19403.6328125,486.6674,2975000,595,58.93,58.84
648.5084,596,-19484.720703125,495.2313,2980000,596,58.96,58.96
595.7182,597,-19185.8671875,456.8298,2985000,597,58.95,58.88
617.6647,598,-19354.259765625,487.8753,2990000,598,59.37,59.59
629.0224,599,-19266.958984375,461.8565,2995000,599,58.89,58.97
