Running Env Steps,Running Update Time,Real Sto Return,Itration,Reward Loss,Real Det Return,Running Forward KL,Running Reverse KL
1975000,395,59.59,395,-18285.79296875,59.39,678.7594,376.8881
1980000,396,59.32,396,-19129.140625,58.44,695.7748,352.5052
1985000,397,58.67,397,-19098.951171875,58.43,704.2287,347.072
1990000,398,58.89,398,-18712.322265625,58.89,686.3185,533.0964
1995000,399,62.73,399,-19405.009765625,62.73,713.8133,439.8133
2000000,400,56.18,400,-19071.31640625,56.17,653.4167,668.2585
2005000,401,64.69,401,-18115.244140625,63.97,675.6152,589.9571
2010000,402,59.96,402,-19102.798828125,62.12,678.7899,1691.6554
2015000,403,58.77,403,-18834.548828125,58.23,688.5046,448.926
2020000,404,59.67,404,-19014.763671875,59.76,677.5525,986.5713
2025000,405,59.68,405,-19439.32421875,59.67,709.9016,2387.2736
2030000,406,61.84,406,-19013.025390625,62.0,641.2632,306.0121
2035000,407,61.79,407,-19168.90625,61.56,684.8187,447.2752
2040000,408,57.59,408,-19056.001953125,56.48,714.0613,356.9308
2045000,409,57.52,409,-19761.9453125,57.36,744.8179,3532.6286
2050000,410,56.57,410,-19851.50390625,57.01,786.8179,3300.7699
2055000,411,155.99,411,-19711.71484375,165.98,572.6014,3325.6153
2060000,412,151.53,412,-19695.765625,153.03,646.3945,2410.0972
2065000,413,58.72,413,-19795.26171875,58.93,691.144,2792.6295
2070000,414,57.45,414,-19831.748046875,58.44,769.0709,3182.086
2075000,415,55.75,415,-19645.982421875,55.11,806.2832,805.0988
2080000,416,57.42,416,-19559.720703125,56.82,720.9032,1000.0805
2085000,417,54.21,417,-19708.572265625,53.75,736.0167,2171.4385
2090000,418,55.66,418,-19383.451171875,55.7,734.1269,1247.7673
2095000,419,54.99,419,-19087.892578125,54.62,717.8116,934.677
2100000,420,57.38,420,-19820.12890625,58.05,784.2885,3554.2985
2105000,421,58.91,421,-19814.228515625,59.22,762.4891,2277.6411
2110000,422,59.53,422,-19812.408203125,59.48,772.6947,1811.4189
2115000,423,59.61,423,-19832.541015625,59.83,751.8392,2375.6204
2120000,424,279.43,424,-18868.4375,298.78,526.389,714.0401
2125000,425,169.6,425,-19001.4375,168.89,572.0189,616.0345
2130000,426,244.77,426,-18699.365234375,243.38,533.376,662.0965
