Real Sto Return,Running Reverse KL,Reward Loss,Running Update Time,Real Det Return,Running Forward KL,Itration,Running Env Steps
49.43,1235.3478,-19823.458984375,397,49.42,714.2619,397,1985000
49.32,1133.41,-19827.4296875,398,49.33,705.5503,398,1990000
49.68,776.1183,-19834.9609375,399,49.68,709.6732,399,1995000
48.92,731.9448,-19790.779296875,400,48.93,719.5195,400,2000000
49.48,738.9745,-19833.537109375,401,49.48,690.592,401,2005000
49.41,894.0767,-19907.67578125,402,49.41,736.204,402,2010000
49.42,621.1708,-18139.02734375,403,49.42,651.9331,403,2015000
49.39,1607.8592,-19871.09375,404,49.39,726.8941,404,2020000
49.35,854.2477,-19697.501953125,405,49.35,735.2418,405,2025000
49.53,933.7002,-19886.6953125,406,49.53,708.9989,406,2030000
49.0,1537.3226,-19891.6015625,407,49.03,720.5924,407,2035000
49.24,1702.4543,-19817.06640625,408,49.25,710.7377,408,2040000
48.28,991.0969,-15540.2294921875,409,48.28,643.828,409,2045000
49.22,1662.5328,-19594.849609375,410,49.23,691.0865,410,2050000
53.7,1889.3912,-19911.994140625,411,53.79,731.1457,411,2055000
51.51,1836.0507,-19924.142578125,412,51.36,730.5173,412,2060000
53.41,1760.3578,-19891.265625,413,53.97,710.8642,413,2065000
50.12,1207.5844,-17658.166015625,414,49.93,671.4208,414,2070000
60.06,1096.8213,-19206.501953125,415,60.07,665.8205,415,2075000
59.91,1078.7618,-19241.0546875,416,59.72,661.6321,416,2080000
50.56,1104.6883,-19832.375,417,50.65,701.2339,417,2085000
51.24,1572.1455,-19856.373046875,418,51.33,680.6251,418,2090000
70.24,1419.8427,-19587.955078125,419,65.6,561.7168,419,2095000
50.53,731.177,-19816.021484375,420,50.56,680.2541,420,2100000
215.28,705.1189,-19124.80859375,421,209.95,533.7361,421,2105000
363.76,431.2464,-18669.384765625,422,366.18,508.3251,422,2110000
332.99,374.674,-17395.857421875,423,332.11,501.2576,423,2115000
346.26,357.9279,-15695.87890625,424,347.14,517.2544,424,2120000
241.27,362.7185,-16669.62109375,425,244.44,545.0426,425,2125000
126.8,424.4974,-19014.9375,426,130.86,558.8758,426,2130000
136.55,1200.1473,-18959.27734375,427,133.41,571.138,427,2135000
104.96,433.8182,-17850.494140625,428,104.79,564.5212,428,2140000
178.91,528.1117,-17054.634765625,429,183.1,535.7603,429,2145000
239.56,360.0154,-16681.33984375,430,261.4,514.5279,430,2150000
242.48,538.2692,-17948.197265625,431,243.39,513.0145,431,2155000
269.52,564.6542,-18277.103515625,432,266.86,516.5494,432,2160000
323.5,750.6072,-18712.169921875,433,316.32,505.2039,433,2165000
371.5,541.1909,-18857.09375,434,374.64,494.2766,434,2170000
263.98,677.9874,-18893.677734375,435,262.49,511.0817,435,2175000
55.74,665.9941,-19520.0390625,436,55.83,679.1714,436,2180000
54.5,492.3938,-18652.654296875,437,54.59,645.0992,437,2185000
54.1,571.7684,-19362.400390625,438,54.04,658.8091,438,2190000
50.72,595.6714,-19545.3671875,439,50.71,680.062,439,2195000
48.95,369.1762,-15552.8115234375,440,48.84,632.7588,440,2200000
51.89,453.5198,-18581.705078125,441,51.62,651.9649,441,2205000
51.15,473.1622,-18539.12109375,442,51.15,651.8843,442,2210000
50.76,566.2094,-19296.04296875,443,50.76,645.7207,443,2215000
48.47,791.0415,-19133.021484375,444,48.46,666.596,444,2220000
48.5,771.1892,-18542.01953125,445,48.5,651.4923,445,2225000
48.37,511.8665,-18651.57421875,446,48.24,654.0498,446,2230000
48.48,457.5932,-17257.388671875,447,48.37,606.2322,447,2235000
48.36,791.7321,-18050.90234375,448,48.37,619.335,448,2240000
48.37,398.2838,-17284.78125,449,48.35,617.5695,449,2245000
48.23,573.1368,-17499.61328125,450,48.39,619.6281,450,2250000
48.04,938.2019,-16976.388671875,451,48.4,624.6371,451,2255000
47.23,1130.5259,-19314.5234375,452,46.86,659.2244,452,2260000
49.37,1199.7983,-19597.228515625,453,49.36,656.8987,453,2265000
49.54,539.7559,-17565.796875,454,49.32,602.8965,454,2270000
49.77,604.0529,-19572.6015625,455,49.81,662.7062,455,2275000
49.55,1242.9275,-19654.64453125,456,49.51,673.6346,456,2280000
49.36,708.2861,-19710.6328125,457,49.31,695.5031,457,2285000
51.54,1383.1871,-19781.37109375,458,51.54,684.0073,458,2290000
51.54,735.7006,-19271.3046875,459,51.54,660.7174,459,2295000
51.53,1673.4726,-19186.4921875,460,51.54,626.8587,460,2300000
51.54,580.1168,-17218.1953125,461,51.54,614.1099,461,2305000
50.36,431.5282,-16438.962890625,462,49.39,609.2014,462,2310000
51.54,394.3836,-17004.017578125,463,51.54,635.0559,463,2315000
51.59,502.2826,-18364.150390625,464,51.6,627.1589,464,2320000
51.56,418.0553,-17051.28125,465,51.57,625.1059,465,2325000
49.4,442.0602,-17693.90234375,466,49.4,631.4513,466,2330000
49.59,785.7369,-19306.080078125,467,49.49,637.2553,467,2335000
51.21,403.6912,-16115.9306640625,468,51.41,595.2074,468,2340000
49.44,457.5549,-17602.37890625,469,49.44,611.3813,469,2345000
49.48,383.6711,-16001.787109375,470,49.52,599.1905,470,2350000
49.44,491.9312,-16996.2734375,471,49.46,593.9146,471,2355000
50.51,565.0354,-18280.55859375,472,50.28,614.8919,472,2360000
49.68,425.3789,-17905.033203125,473,49.65,620.882,473,2365000
50.54,385.4952,-17002.68359375,474,50.53,594.0429,474,2370000
51.47,432.1398,-16411.541015625,475,51.2,612.785,475,2375000
51.83,427.9661,-17455.556640625,476,51.76,599.1164,476,2380000
51.21,389.7782,-17358.1953125,477,51.64,589.7344,477,2385000
50.82,392.6644,-16562.119140625,478,50.91,589.771,478,2390000
51.61,535.4142,-17737.15625,479,51.35,594.4397,479,2395000
50.92,378.5204,-16652.408203125,480,51.78,599.6492,480,2400000
51.71,385.0773,-15968.4833984375,481,52.05,610.8094,481,2405000
54.11,382.5234,-15387.1806640625,482,54.78,582.6673,482,2410000
53.76,514.1545,-15053.0361328125,483,52.89,613.4161,483,2415000
53.34,404.7911,-15429.0908203125,484,53.57,582.7275,484,2420000
52.08,822.2182,-16881.556640625,485,52.35,614.8911,485,2425000
55.33,995.8504,-16854.671875,486,54.63,625.6774,486,2430000
56.57,710.3747,-16547.23828125,487,56.56,587.1047,487,2435000
56.34,412.0447,-14203.6005859375,488,56.57,584.4993,488,2440000
54.81,505.6533,-15160.990234375,489,56.54,581.6682,489,2445000
56.9,665.7725,-16874.48046875,490,56.99,611.4791,490,2450000
57.96,824.3408,-16496.447265625,491,57.34,588.2444,491,2455000
56.11,917.1368,-18031.76171875,492,55.91,621.9662,492,2460000
54.82,531.5087,-17067.494140625,493,55.13,584.3198,493,2465000
54.58,1158.4321,-17855.890625,494,54.31,622.6959,494,2470000
55.5,413.2582,-15522.2470703125,495,55.5,589.1485,495,2475000
55.01,521.6171,-15403.8955078125,496,54.61,597.2042,496,2480000
52.92,746.5812,-16642.47265625,497,53.62,614.055,497,2485000
55.31,810.2637,-17475.546875,498,55.31,599.585,498,2490000
55.46,427.5936,-16512.70703125,499,56.05,590.9397,499,2495000
54.32,412.9792,-16321.7392578125,500,53.12,581.5164,500,2500000
54.62,436.697,-15672.119140625,501,54.81,580.0713,501,2505000
53.58,381.2074,-16080.150390625,502,52.94,634.0115,502,2510000
51.24,1084.6825,-17532.4375,503,52.02,603.5994,503,2515000
53.62,824.0322,-17869.9296875,504,53.48,587.1668,504,2520000
52.72,636.2672,-17065.13671875,505,53.52,588.41,505,2525000
53.62,644.873,-17227.498046875,506,53.79,598.5236,506,2530000
53.85,428.1147,-16804.5625,507,53.63,592.6956,507,2535000
53.94,414.848,-16444.216796875,508,53.73,569.2712,508,2540000
53.35,426.4594,-16527.953125,509,53.11,613.0635,509,2545000
53.95,559.8961,-15790.466796875,510,54.5,592.3717,510,2550000
54.08,698.0912,-16719.41015625,511,53.26,595.2508,511,2555000
54.93,747.9238,-16439.845703125,512,54.7,588.2006,512,2560000
55.2,408.98,-16756.591796875,513,55.2,610.1814,513,2565000
55.2,439.9041,-16132.666015625,514,55.2,597.9016,514,2570000
53.73,438.5931,-16565.603515625,515,53.23,597.7042,515,2575000
54.05,411.6049,-16040.6689453125,516,54.73,577.4053,516,2580000
55.0,586.2109,-16589.580078125,517,54.68,601.146,517,2585000
54.99,442.5986,-16309.5224609375,518,54.93,586.8945,518,2590000
54.91,428.1607,-15575.251953125,519,54.62,579.9838,519,2595000
54.81,405.6488,-16746.646484375,520,55.06,596.7651,520,2600000
54.76,396.2359,-16495.966796875,521,54.86,598.2234,521,2605000
54.15,368.597,-15901.779296875,522,54.59,597.9189,522,2610000
53.84,357.2996,-15591.626953125,523,54.31,578.4278,523,2615000
54.43,356.0083,-16491.447265625,524,54.36,586.3077,524,2620000
54.59,366.8106,-15704.2314453125,525,54.78,577.819,525,2625000
58.37,429.113,-16213.0087890625,526,58.37,588.4386,526,2630000
53.9,377.7224,-16190.2451171875,527,51.24,580.5542,527,2635000
55.16,630.8845,-16710.201171875,528,55.14,607.4362,528,2640000
54.9,380.3323,-16353.68359375,529,55.18,579.1876,529,2645000
56.4,356.3941,-17053.0859375,530,56.47,596.5841,530,2650000
55.2,360.5501,-17201.9609375,531,55.14,591.8344,531,2655000
55.74,371.1617,-17228.677734375,532,55.92,597.4383,532,2660000
55.78,387.4017,-17478.8828125,533,55.81,584.9328,533,2665000
55.57,423.3007,-17530.40625,534,55.35,590.7383,534,2670000
55.37,405.9108,-17290.455078125,535,55.44,596.0321,535,2675000
55.36,462.5744,-17568.3203125,536,55.31,583.8506,536,2680000
55.08,401.7085,-17345.744140625,537,55.36,602.606,537,2685000
55.31,712.6331,-17506.671875,538,55.39,602.4171,538,2690000
55.33,424.886,-16708.583984375,539,55.33,586.0535,539,2695000
55.04,422.6374,-17376.521484375,540,55.02,582.215,540,2700000
55.11,396.0776,-17522.98046875,541,55.01,574.7033,541,2705000
55.03,422.5992,-17528.92578125,542,55.09,593.6368,542,2710000
54.8,440.1546,-18028.611328125,543,54.94,596.6943,543,2715000
50.86,430.2606,-17963.357421875,544,50.39,593.9855,544,2720000
50.14,613.6217,-18056.904296875,545,50.14,587.0909,545,2725000
50.17,448.7271,-18212.875,546,50.47,584.9242,546,2730000
50.5,421.7121,-18133.109375,547,50.15,592.5078,547,2735000
50.17,418.2279,-18141.044921875,548,50.16,591.2866,548,2740000
50.17,395.0143,-18366.55859375,549,50.16,594.4974,549,2745000
50.77,435.8164,-18279.140625,550,50.53,599.7435,550,2750000
50.81,370.3026,-18239.61328125,551,50.75,573.7817,551,2755000
55.25,508.0924,-18341.9375,552,55.25,571.288,552,2760000
54.35,376.1182,-18308.041015625,553,54.31,582.6297,553,2765000
55.16,407.8464,-17969.208984375,554,55.23,563.0274,554,2770000
54.37,396.2516,-18332.81640625,555,54.23,580.7111,555,2775000
54.88,385.209,-18394.82421875,556,54.82,583.9508,556,2780000
55.02,863.5448,-18829.888671875,557,55.03,576.6874,557,2785000
54.78,559.7801,-18742.263671875,558,55.02,577.4755,558,2790000
55.05,380.8995,-18524.513671875,559,55.08,592.9401,559,2795000
55.03,386.6005,-18892.890625,560,55.03,588.7421,560,2800000
54.83,548.189,-18520.611328125,561,55.04,581.4416,561,2805000
53.48,589.9982,-18421.7734375,562,53.48,584.4125,562,2810000
53.64,544.891,-18702.556640625,563,53.62,570.4992,563,2815000
53.73,507.8155,-18692.130859375,564,53.96,592.3784,564,2820000
51.72,1031.1247,-18566.134765625,565,51.63,569.6322,565,2825000
53.7,970.682,-18481.43359375,566,53.74,599.9517,566,2830000
53.04,659.8305,-17937.6796875,567,52.6,585.1725,567,2835000
53.96,1339.0673,-17971.455078125,568,54.15,580.3403,568,2840000
53.35,369.4556,-17298.591796875,569,53.13,585.0541,569,2845000
53.22,378.6188,-17892.6171875,570,53.23,610.7468,570,2850000
52.35,386.1497,-16748.326171875,571,52.61,577.4902,571,2855000
49.97,396.7863,-17392.72265625,572,49.98,595.56,572,2860000
49.72,791.8962,-18250.19140625,573,49.98,587.9547,573,2865000
49.98,398.4903,-17220.22265625,574,49.98,584.9944,574,2870000
49.74,656.6654,-18678.02734375,575,50.0,590.8701,575,2875000
49.72,414.4363,-18169.232421875,576,49.98,588.1156,576,2880000
51.06,387.1193,-18623.15234375,577,50.48,598.9953,577,2885000
50.69,559.4531,-18625.46484375,578,50.01,598.8696,578,2890000
50.65,422.5737,-18739.115234375,579,50.78,598.507,579,2895000
55.0,395.6796,-18765.841796875,580,54.5,598.4456,580,2900000
53.43,569.1644,-18517.029296875,581,53.5,574.2834,581,2905000
53.57,357.4485,-18581.0625,582,53.85,580.758,582,2910000
51.54,487.5696,-18379.146484375,583,51.54,580.749,583,2915000
51.94,435.9918,-18687.6484375,584,52.31,581.7046,584,2920000
51.3,460.3412,-18043.76171875,585,50.59,584.0242,585,2925000
51.59,389.4623,-17715.763671875,586,52.0,564.2823,586,2930000
50.67,365.8393,-18597.716796875,587,50.75,599.1635,587,2935000
51.38,373.4469,-18360.400390625,588,51.28,585.8655,588,2940000
51.99,568.4763,-18537.013671875,589,51.79,581.7246,589,2945000
50.27,373.6006,-18660.732421875,590,50.66,591.6492,590,2950000
49.59,383.1076,-18397.453125,591,49.82,586.5157,591,2955000
49.57,384.8054,-18496.89453125,592,49.32,582.4845,592,2960000
49.55,393.3115,-18809.025390625,593,49.57,607.579,593,2965000
49.57,387.1526,-18397.044921875,594,49.59,582.3261,594,2970000
49.8,644.5664,-18888.240234375,595,49.78,596.1629,595,2975000
49.57,378.7871,-18952.728515625,596,49.58,590.3622,596,2980000
49.76,395.1795,-18763.47265625,597,49.76,583.435,597,2985000
49.8,394.7983,-18928.08203125,598,49.79,610.9673,598,2990000
50.58,384.4662,-19020.921875,599,50.8,598.8883,599,2995000
