Running Update Time,Real Sto Return,Running Env Steps,Running Reverse KL,Running Forward KL,Real Det Return,Reward Loss,Itration
402,59.68,2010000,441.1141,625.7907,58.94,-18875.017578125,402
403,60.2,2015000,356.3528,637.6189,59.41,-18950.564453125,403
404,62.73,2020000,704.4269,643.2242,61.92,-18867.62109375,404
405,62.24,2025000,336.3661,631.0566,61.2,-18926.578125,405
406,63.94,2030000,315.5069,630.0542,64.41,-18795.958984375,406
407,62.55,2035000,464.335,637.075,62.26,-18839.16015625,407
408,60.92,2040000,690.508,639.0894,62.31,-18724.966796875,408
409,59.64,2045000,287.8887,623.8041,59.76,-18902.546875,409
410,63.01,2050000,308.1087,645.172,63.46,-18768.857421875,410
411,65.09,2055000,361.1924,643.7207,63.77,-18600.26953125,411
412,66.19,2060000,295.6033,620.2723,65.96,-18785.564453125,412
413,61.99,2065000,299.6641,634.6627,62.09,-18745.87890625,413
414,61.21,2070000,318.0504,628.6951,62.69,-18800.57421875,414
415,65.17,2075000,448.5183,625.9248,64.47,-18597.021484375,415
416,61.51,2080000,311.2747,638.5281,60.12,-18822.376953125,416
417,64.29,2085000,337.9776,644.3591,63.82,-18975.724609375,417
418,60.74,2090000,934.9732,640.3104,60.5,-18859.71484375,418
419,61.78,2095000,627.6365,640.4262,61.28,-18827.072265625,419
420,63.06,2100000,450.9029,638.4228,62.19,-18716.4296875,420
421,60.96,2105000,302.7366,637.0381,62.12,-19116.7109375,421
422,60.25,2110000,306.7752,632.2514,59.03,-18920.73046875,422
423,59.48,2115000,330.7712,628.946,59.81,-18699.3671875,423
424,61.99,2120000,336.3711,632.2178,60.65,-18611.15234375,424
425,61.0,2125000,335.4317,618.706,61.98,-18890.994140625,425
426,60.03,2130000,325.413,630.3768,59.67,-19073.16796875,426
427,61.94,2135000,426.349,637.307,63.03,-18584.685546875,427
428,63.23,2140000,305.8907,616.6896,61.3,-18550.611328125,428
429,65.48,2145000,292.7301,628.0977,65.85,-18444.283203125,429
430,61.69,2150000,274.2562,625.6668,63.14,-18351.3671875,430
431,64.78,2155000,295.4731,621.2376,66.6,-18109.646484375,431
432,61.56,2160000,320.5864,622.5555,62.16,-18610.556640625,432
433,61.27,2165000,299.0662,636.3481,61.01,-18830.392578125,433
434,65.48,2170000,312.3399,634.8754,63.8,-18653.638671875,434
435,57.11,2175000,314.4744,630.6338,58.69,-18577.51171875,435
436,60.74,2180000,278.736,623.5861,61.38,-17913.884765625,436
437,63.0,2185000,329.2901,621.6214,62.89,-18410.19921875,437
438,63.21,2190000,470.2997,626.6595,62.93,-18712.611328125,438
439,61.52,2195000,417.0739,633.5278,61.84,-18765.462890625,439
440,63.47,2200000,301.1983,638.88,63.64,-18825.095703125,440
441,63.6,2205000,482.4323,616.0416,64.58,-18647.412109375,441
442,58.67,2210000,770.9376,632.4734,60.25,-18684.185546875,442
443,63.05,2215000,371.8196,632.1853,63.73,-18890.20703125,443
444,62.01,2220000,335.5425,621.5179,62.43,-18714.51171875,444
445,63.56,2225000,997.7303,638.4103,64.01,-18924.1484375,445
446,61.62,2230000,1488.2354,646.7843,61.71,-19119.30078125,446
447,60.6,2235000,1248.9775,624.6062,61.7,-19055.84765625,447
448,63.08,2240000,328.4937,635.2629,62.5,-19000.396484375,448
449,60.21,2245000,653.0509,628.9139,59.72,-19082.43359375,449
450,59.95,2250000,570.7108,625.2588,60.21,-18958.701171875,450
451,58.51,2255000,320.7715,612.1773,58.91,-18659.6015625,451
452,61.22,2260000,311.9024,631.504,60.62,-18932.26953125,452
453,59.93,2265000,309.7502,629.0722,61.69,-19050.98828125,453
454,60.69,2270000,481.7884,623.3161,59.99,-18916.240234375,454
455,62.14,2275000,621.1123,638.6221,61.6,-19053.52734375,455
456,60.76,2280000,346.1401,624.8923,60.83,-18907.134765625,456
457,60.94,2285000,462.7797,642.263,61.25,-19202.9375,457
458,60.93,2290000,406.2768,631.5252,60.87,-19084.400390625,458
459,60.6,2295000,333.9415,616.5506,60.44,-18867.576171875,459
460,62.15,2300000,640.2598,624.6932,62.06,-19019.546875,460
461,62.35,2305000,551.8039,616.0259,62.63,-18985.07421875,461
462,61.25,2310000,345.3806,626.2589,61.28,-18996.18359375,462
463,60.05,2315000,1245.6204,622.6118,59.25,-19008.533203125,463
464,62.12,2320000,346.5738,615.7166,63.76,-18951.45703125,464
465,61.66,2325000,326.9825,608.3221,62.94,-19079.060546875,465
466,60.78,2330000,344.5854,615.2563,61.17,-19108.826171875,466
467,58.49,2335000,356.1679,618.9789,58.62,-19194.328125,467
468,60.1,2340000,347.3883,637.8098,60.1,-18831.298828125,468
469,55.67,2345000,386.1217,626.4378,55.07,-19072.21875,469
470,51.55,2350000,387.9762,610.9847,51.55,-18967.826171875,470
471,57.37,2355000,351.1066,642.4976,58.45,-19102.001953125,471
472,50.75,2360000,363.7462,624.3637,50.25,-19104.896484375,472
473,50.64,2365000,698.8995,632.6698,51.38,-19281.4140625,473
474,49.37,2370000,588.0616,618.0583,49.37,-19266.30859375,474
475,50.03,2375000,404.5496,633.2732,50.11,-19357.44921875,475
476,48.86,2380000,361.9779,621.903,48.75,-19154.12890625,476
477,51.63,2385000,602.5838,617.5097,51.64,-19046.22265625,477
478,50.48,2390000,325.3248,610.6705,50.59,-18971.05859375,478
479,57.81,2395000,322.5023,616.1814,57.67,-18987.765625,479
480,52.17,2400000,370.2124,633.2329,51.87,-19286.0078125,480
481,52.83,2405000,329.6319,623.0166,51.93,-19013.26171875,481
482,52.31,2410000,356.7749,627.8527,50.85,-19156.953125,482
483,53.01,2415000,354.7097,611.6208,52.83,-18826.1953125,483
484,54.35,2420000,322.3217,626.9436,53.72,-19075.619140625,484
485,53.06,2425000,334.3894,610.8006,53.12,-19144.740234375,485
486,56.75,2430000,411.2438,651.5,56.98,-19458.248046875,486
487,53.32,2435000,368.4935,650.7462,53.25,-19471.669921875,487
488,53.77,2440000,448.6641,662.952,53.86,-19589.412109375,488
489,54.9,2445000,401.2838,639.1754,54.79,-19522.552734375,489
490,53.53,2450000,323.7186,641.0468,55.86,-19250.63671875,490
491,57.78,2455000,365.2562,652.8046,58.26,-19243.615234375,491
492,56.96,2460000,326.4103,648.9897,56.91,-19198.390625,492
493,55.17,2465000,377.5248,653.2938,52.27,-19517.32421875,493
494,55.44,2470000,377.7259,641.7425,55.66,-19458.873046875,494
495,57.23,2475000,324.111,651.8317,57.9,-19306.216796875,495
496,55.92,2480000,407.4359,646.0838,58.4,-19328.26171875,496
497,55.76,2485000,356.873,637.4979,56.35,-19396.759765625,497
498,57.19,2490000,364.2119,641.7646,56.62,-19342.19140625,498
499,56.0,2495000,349.8004,651.8719,55.88,-19334.546875,499
500,59.34,2500000,330.7503,638.3419,61.23,-19473.08203125,500
501,59.5,2505000,319.1422,634.3807,60.7,-19297.6796875,501
502,57.32,2510000,433.7863,648.1874,57.4,-19648.828125,502
503,56.7,2515000,375.3936,625.7237,57.33,-19494.044921875,503
504,52.43,2520000,389.1099,636.4126,54.02,-19437.919921875,504
505,57.11,2525000,391.2584,641.4268,57.99,-19591.1640625,505
506,56.86,2530000,350.9087,649.0726,58.96,-19550.85546875,506
507,55.33,2535000,377.7568,653.0906,56.18,-19486.48046875,507
508,58.53,2540000,337.4783,625.8656,58.3,-19385.1015625,508
509,53.24,2545000,374.8575,636.0427,51.29,-19544.6796875,509
510,50.85,2550000,386.6173,636.4286,51.04,-19660.4765625,510
511,54.63,2555000,403.7932,641.706,56.1,-19681.41015625,511
512,53.39,2560000,431.2385,642.1467,53.47,-19557.025390625,512
513,50.34,2565000,443.6737,672.483,49.97,-19696.556640625,513
514,52.41,2570000,471.7122,631.027,51.01,-19681.162109375,514
515,50.57,2575000,476.6265,651.3412,49.52,-19689.96484375,515
516,52.91,2580000,507.7897,657.9286,50.05,-19631.19140625,516
517,52.13,2585000,432.9873,640.3857,51.87,-19570.033203125,517
518,51.53,2590000,538.3155,650.7348,51.4,-19670.375,518
519,57.52,2595000,404.5595,642.8763,57.49,-19628.71484375,519
520,53.8,2600000,417.1182,650.7302,54.0,-19582.130859375,520
521,53.34,2605000,491.5398,658.9851,53.0,-19666.0,521
522,53.38,2610000,429.7079,647.0593,53.68,-19595.947265625,522
523,53.64,2615000,456.0859,673.4734,53.36,-19638.822265625,523
524,52.96,2620000,452.0804,654.3861,53.18,-19632.78125,524
525,55.45,2625000,399.1094,646.3992,55.48,-19608.91015625,525
526,54.45,2630000,428.9881,658.4889,54.28,-19755.8046875,526
527,58.43,2635000,407.8964,636.7744,55.91,-19648.61328125,527
528,56.12,2640000,488.5684,667.5877,56.13,-19701.859375,528
529,54.01,2645000,429.4865,665.2101,54.0,-19700.931640625,529
530,54.16,2650000,455.5715,660.3219,54.13,-19666.103515625,530
531,59.47,2655000,468.9171,680.1273,59.86,-19804.787109375,531
532,55.21,2660000,417.4001,637.0688,54.79,-19689.6796875,532
533,59.09,2665000,468.5017,675.5534,59.35,-19783.833984375,533
534,55.82,2670000,480.0792,668.9831,55.79,-19781.603515625,534
535,53.89,2675000,448.9136,682.3191,53.74,-19749.0625,535
536,54.07,2680000,483.366,676.899,54.28,-19718.234375,536
537,52.34,2685000,437.0015,647.4904,50.26,-19616.85546875,537
538,53.94,2690000,504.6116,662.4436,54.04,-19648.19140625,538
539,58.83,2695000,387.7617,641.0848,61.97,-19603.095703125,539
540,55.82,2700000,461.4836,700.9225,55.8,-19723.048828125,540
541,56.31,2705000,464.6459,694.8637,56.08,-19738.431640625,541
542,54.72,2710000,456.529,669.7064,54.7,-19758.716796875,542
543,54.05,2715000,466.4173,659.4995,54.06,-19676.548828125,543
544,54.16,2720000,441.9448,674.6138,54.11,-19802.359375,544
545,54.89,2725000,420.394,665.7767,55.16,-19721.916015625,545
546,55.02,2730000,489.1653,694.8717,55.43,-19790.6484375,546
547,53.86,2735000,414.2728,688.2764,53.76,-19836.546875,547
548,58.37,2740000,446.0511,670.4049,58.04,-19758.591796875,548
549,55.85,2745000,485.2246,675.234,55.92,-19788.265625,549
550,55.94,2750000,432.0875,666.2756,53.98,-19774.162109375,550
551,54.87,2755000,434.0829,669.4598,54.7,-19744.890625,551
552,58.36,2760000,402.875,648.2319,58.35,-19754.333984375,552
553,57.01,2765000,455.914,686.9544,56.87,-19836.9453125,553
554,56.11,2770000,449.7783,684.0485,55.93,-19795.48046875,554
555,54.64,2775000,449.5352,653.4848,55.02,-19768.39453125,555
556,55.55,2780000,433.2373,669.434,55.53,-19786.82421875,556
557,55.77,2785000,486.3778,680.7742,55.88,-19748.58984375,557
558,55.37,2790000,462.3597,686.1053,55.94,-19840.123046875,558
559,54.72,2795000,451.2386,691.9224,55.92,-19807.59375,559
560,55.79,2800000,451.4979,682.1883,55.68,-19799.732421875,560
561,53.73,2805000,444.0604,694.0605,54.1,-19841.98046875,561
562,55.91,2810000,452.1023,659.2678,58.25,-19795.369140625,562
563,57.27,2815000,431.6519,679.4659,57.83,-19770.669921875,563
564,56.13,2820000,481.7518,689.2863,56.36,-19763.1796875,564
565,53.28,2825000,456.006,677.5471,52.11,-19820.2421875,565
566,54.19,2830000,465.134,711.0602,54.15,-19867.603515625,566
567,56.52,2835000,435.2738,660.6183,55.73,-19757.771484375,567
568,55.68,2840000,454.5138,668.5943,56.85,-19769.53515625,568
569,56.32,2845000,471.3448,700.4317,56.45,-19835.896484375,569
570,56.27,2850000,437.7487,687.675,56.84,-19793.224609375,570
571,57.64,2855000,441.7768,685.4825,58.0,-19787.208984375,571
572,57.74,2860000,513.6904,696.6599,58.38,-19730.29296875,572
573,57.54,2865000,491.8434,705.6371,56.42,-19808.001953125,573
574,57.74,2870000,494.3665,702.6567,57.31,-19835.884765625,574
575,58.63,2875000,472.4074,689.4418,58.82,-19812.73046875,575
576,59.03,2880000,518.4665,712.0416,59.87,-19808.796875,576
577,59.69,2885000,514.614,711.4824,60.65,-19790.138671875,577
578,59.81,2890000,518.897,689.6821,60.49,-19791.595703125,578
579,58.1,2895000,504.9831,703.7918,58.87,-19835.837890625,579
580,56.92,2900000,492.8907,697.3557,56.43,-19781.20703125,580
581,58.41,2905000,510.3912,688.8353,58.42,-19783.3671875,581
582,58.92,2910000,473.7227,682.5787,59.3,-19749.927734375,582
583,58.65,2915000,486.0105,720.4436,58.85,-19795.017578125,583
584,58.99,2920000,490.9167,666.3931,59.22,-19783.294921875,584
585,56.91,2925000,472.1702,677.5631,55.89,-19704.529296875,585
586,56.64,2930000,445.6804,682.5667,56.6,-19715.03125,586
587,56.12,2935000,454.5245,683.2138,57.83,-19693.982421875,587
588,57.73,2940000,471.5219,685.5339,58.96,-19748.759765625,588
589,56.49,2945000,473.7781,654.9064,57.69,-19666.880859375,589
590,56.02,2950000,471.2328,678.1864,55.82,-19737.853515625,590
591,51.01,2955000,477.2998,678.7975,48.07,-19644.16796875,591
592,54.41,2960000,471.7778,683.9073,54.61,-19680.751953125,592
593,55.38,2965000,446.3602,668.4171,54.92,-19644.46484375,593
594,55.59,2970000,481.1665,637.0279,56.05,-19641.0390625,594
595,54.55,2975000,403.272,593.1125,55.69,-19498.8828125,595
596,50.95,2980000,444.3712,653.6204,50.21,-19694.908203125,596
597,54.65,2985000,452.2055,619.5773,54.45,-19581.310546875,597
598,56.13,2990000,490.4893,677.1048,55.96,-19759.712890625,598
599,56.68,2995000,447.6744,640.7993,56.39,-19587.158203125,599
