Running Forward KL,Real Sto Return,Running Reverse KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps,Itration
73.0356,257.14,30.723,-19058.6640625,828.25,407,2035000,407
72.1773,263.15,30.9173,-19074.72265625,804.81,408,2040000,408
71.2034,212.06,30.702,-19011.37109375,760.87,409,2045000,409
72.3592,241.63,30.3502,-19078.21875,942.57,410,2050000,410
74.8603,229.01,30.7865,-19218.8515625,736.6,411,2055000,411
73.7634,274.22,30.8432,-19116.537109375,801.61,412,2060000,412
73.0043,248.53,31.0613,-19119.689453125,748.11,413,2065000,413
74.3062,253.12,30.931,-19257.7421875,794.24,414,2070000,414
73.9913,269.37,31.2077,-19151.880859375,850.06,415,2075000,415
74.2679,343.31,31.1758,-19219.353515625,753.52,416,2080000,416
74.2944,309.49,31.4599,-19230.080078125,786.36,417,2085000,417
72.8571,276.16,30.5591,-19096.359375,909.64,418,2090000,418
73.4077,264.9,31.0596,-19076.037109375,775.76,419,2095000,419
72.957,258.79,30.5639,-19047.291015625,850.44,420,2100000,420
72.484,221.26,30.437,-19014.48828125,848.58,421,2105000,421
74.5593,303.66,31.4672,-19260.265625,837.61,422,2110000,422
73.6257,307.42,31.2334,-19203.990234375,892.96,423,2115000,423
71.57,294.62,30.9719,-18881.0546875,609.76,424,2120000,424
72.6157,270.63,30.7072,-19036.087890625,742.97,425,2125000,425
72.2245,284.64,30.5933,-19064.205078125,877.93,426,2130000,426
73.366,276.83,30.4922,-19096.744140625,895.22,427,2135000,427
72.8597,314.52,30.5961,-19174.5078125,796.38,428,2140000,428
73.2644,269.53,30.4694,-19074.5703125,904.37,429,2145000,429
73.3575,299.51,30.8123,-19166.3046875,852.82,430,2150000,430
72.7929,205.28,31.0644,-19024.390625,611.66,431,2155000,431
72.8443,245.97,29.9269,-19045.43359375,666.27,432,2160000,432
71.6609,220.04,30.4949,-18980.296875,605.5,433,2165000,433
71.0837,263.54,30.8478,-19031.876953125,552.05,434,2170000,434
73.3685,281.76,30.5102,-19048.87890625,794.98,435,2175000,435
73.8892,280.35,30.9942,-19143.494140625,701.42,436,2180000,436
72.8819,263.43,30.5487,-19136.951171875,657.94,437,2185000,437
71.7998,278.11,30.3507,-18986.16015625,950.55,438,2190000,438
72.9017,258.2,30.4538,-19121.189453125,802.32,439,2195000,439
73.2319,288.13,30.066,-19123.978515625,946.36,440,2200000,440
72.8372,255.64,31.0601,-19165.0390625,846.44,441,2205000,441
73.4664,289.86,30.7615,-19220.111328125,948.39,442,2210000,442
74.6421,225.4,31.6075,-19307.400390625,742.92,443,2215000,443
75.168,270.18,31.1371,-19329.4375,911.43,444,2220000,444
73.9766,269.67,31.1583,-19298.775390625,901.39,445,2225000,445
72.6539,259.5,30.9274,-19247.955078125,898.21,446,2230000,446
72.4648,284.76,30.1442,-19069.912109375,832.51,447,2235000,447
72.7936,247.98,30.5622,-19227.2421875,851.15,448,2240000,448
70.4412,303.39,30.2458,-18885.28125,887.6,449,2245000,449
73.2656,259.75,31.4128,-19213.115234375,840.17,450,2250000,450
74.4168,211.87,30.9112,-19308.345703125,899.38,451,2255000,451
75.4532,318.17,31.5477,-19385.517578125,927.56,452,2260000,452
72.804,242.6,30.7089,-19209.16015625,893.95,453,2265000,453
71.9483,249.25,30.4202,-19129.310546875,999.85,454,2270000,454
74.4464,306.5,31.0868,-19387.8984375,750.19,455,2275000,455
74.816,248.83,31.6297,-19414.0703125,902.38,456,2280000,456
72.9843,192.88,30.9386,-19273.453125,812.9,457,2285000,457
73.7284,271.11,30.5528,-19177.86328125,749.67,458,2290000,458
73.6956,265.46,30.7866,-19342.337890625,826.83,459,2295000,459
71.2372,254.19,30.5763,-19006.228515625,626.84,460,2300000,460
73.697,268.72,31.0076,-19333.513671875,786.85,461,2305000,461
72.773,220.04,30.5733,-19119.9140625,547.07,462,2310000,462
74.7149,290.9,31.0267,-19287.1171875,711.33,463,2315000,463
73.1697,160.44,30.9774,-19260.1875,838.43,464,2320000,464
73.0351,219.63,30.7501,-19175.62890625,853.82,465,2325000,465
74.4479,221.04,32.0634,-19371.0625,739.85,466,2330000,466
72.2495,202.97,31.5314,-19083.591796875,671.76,467,2335000,467
75.7033,277.83,31.2545,-19331.3359375,686.6,468,2340000,468
74.7368,172.74,31.6453,-19298.27734375,609.09,469,2345000,469
72.5717,238.54,30.6254,-19253.40625,735.1,470,2350000,470
73.9085,257.08,31.0528,-19328.044921875,797.88,471,2355000,471
74.9374,272.22,31.6122,-19362.80859375,833.26,472,2360000,472
73.4706,262.9,30.8683,-19291.81640625,600.01,473,2365000,473
75.0859,220.49,31.1466,-19349.080078125,742.68,474,2370000,474
73.5894,300.5,31.14,-19331.546875,893.36,475,2375000,475
74.5225,190.02,31.2348,-19421.41796875,699.56,476,2380000,476
73.9466,232.43,31.2642,-19183.8203125,548.33,477,2385000,477
72.4562,273.43,31.0978,-19221.00390625,558.02,478,2390000,478
74.1054,271.3,31.1717,-19357.064453125,741.2,479,2395000,479
75.0442,183.21,31.4951,-19382.416015625,664.54,480,2400000,480
72.6979,239.88,30.3441,-19282.822265625,534.81,481,2405000,481
73.6402,220.85,31.1263,-19325.146484375,926.31,482,2410000,482
74.6875,226.53,31.1044,-19295.7734375,562.15,483,2415000,483
73.3531,244.63,30.9279,-19275.390625,691.22,484,2420000,484
73.808,266.73,31.0891,-19365.51953125,766.56,485,2425000,485
74.9132,251.06,31.5633,-19423.373046875,893.27,486,2430000,486
73.803,253.08,31.1362,-19404.921875,834.77,487,2435000,487
72.5488,269.0,30.792,-19242.53515625,806.85,488,2440000,488
73.1349,243.67,30.2659,-19286.28515625,680.8,489,2445000,489
74.2917,231.23,31.0055,-19387.05859375,835.37,490,2450000,490
74.2081,251.33,30.9737,-19436.55859375,739.77,491,2455000,491
73.577,252.44,30.648,-19380.037109375,827.22,492,2460000,492
75.0985,238.64,30.9316,-19479.923828125,871.14,493,2465000,493
73.9159,241.07,30.6732,-19347.087890625,786.71,494,2470000,494
72.97,192.84,30.4511,-19379.263671875,929.22,495,2475000,495
73.7872,205.67,30.7509,-19332.84765625,883.23,496,2480000,496
74.9982,191.52,30.731,-19405.484375,680.42,497,2485000,497
71.6462,270.07,30.524,-19304.529296875,871.45,498,2490000,498
75.2461,254.32,31.235,-19504.875,977.62,499,2495000,499
74.531,259.47,31.1122,-19323.609375,896.6,500,2500000,500
74.9761,292.93,31.7074,-19489.978515625,873.05,501,2505000,501
74.1898,287.33,30.7719,-19352.615234375,834.51,502,2510000,502
73.1433,219.58,30.5735,-19317.873046875,649.47,503,2515000,503
72.454,215.04,30.715,-19215.0859375,696.3,504,2520000,504
74.1767,218.42,31.2919,-19302.126953125,932.53,505,2525000,505
73.3853,307.1,30.5813,-19220.875,832.17,506,2530000,506
73.6163,156.05,30.9205,-19358.017578125,820.24,507,2535000,507
73.4686,268.27,30.7267,-19384.107421875,798.41,508,2540000,508
74.8411,315.03,31.5907,-19481.876953125,934.41,509,2545000,509
71.0979,219.33,30.3218,-19109.01953125,747.21,510,2550000,510
74.4468,260.5,31.3422,-19462.55859375,844.26,511,2555000,511
73.8328,244.74,31.105,-19390.85546875,677.22,512,2560000,512
73.8472,243.71,31.6693,-19425.80078125,828.45,513,2565000,513
74.7061,281.78,31.7844,-19480.81640625,728.38,514,2570000,514
73.8742,254.85,31.2608,-19488.658203125,930.24,515,2575000,515
75.1525,171.29,31.7212,-19417.103515625,736.88,516,2580000,516
74.3902,328.61,31.6837,-19467.4453125,890.37,517,2585000,517
72.3016,217.93,31.2509,-19216.888671875,776.64,518,2590000,518
73.8745,312.19,31.7135,-19477.8828125,886.25,519,2595000,519
74.7647,269.62,31.5829,-19498.642578125,831.24,520,2600000,520
73.7941,286.14,31.1507,-19391.728515625,826.56,521,2605000,521
74.697,296.74,31.7749,-19504.59765625,892.33,522,2610000,522
73.5447,225.46,31.6989,-19441.845703125,827.34,523,2615000,523
73.8495,313.21,31.3085,-19454.41015625,885.14,524,2620000,524
74.5644,252.78,31.9995,-19457.30078125,771.27,525,2625000,525
73.7601,306.28,31.3712,-19423.787109375,836.12,526,2630000,526
73.4444,307.62,31.2063,-19504.76171875,937.34,527,2635000,527
75.2418,342.32,31.8749,-19538.25390625,789.67,528,2640000,528
74.721,309.8,31.4162,-19482.732421875,736.97,529,2645000,529
75.0566,280.57,31.4505,-19421.501953125,864.14,530,2650000,530
74.5464,262.22,31.3567,-19474.505859375,826.76,531,2655000,531
73.3712,266.58,31.5284,-19458.158203125,842.53,532,2660000,532
73.8814,240.98,30.9492,-19402.166015625,930.84,533,2665000,533
74.4223,241.97,31.4751,-19465.30859375,790.14,534,2670000,534
74.2604,273.88,31.464,-19451.63671875,911.81,535,2675000,535
75.4874,279.65,31.3472,-19485.92578125,770.49,536,2680000,536
75.0446,244.4,31.4236,-19545.91796875,789.52,537,2685000,537
73.8558,241.86,30.747,-19381.076171875,760.38,538,2690000,538
73.4576,280.09,34.0082,-19400.638671875,726.77,539,2695000,539
73.9707,244.96,30.963,-19453.41015625,915.12,540,2700000,540
73.7911,218.88,34.0018,-19461.09375,849.53,541,2705000,541
73.947,276.79,31.3309,-19466.736328125,881.12,542,2710000,542
75.5446,305.09,31.4238,-19573.89453125,880.77,543,2715000,543
74.4657,304.76,30.8077,-19491.59375,928.11,544,2720000,544
73.8062,313.52,31.4122,-19453.18359375,918.85,545,2725000,545
74.4472,297.19,31.2255,-19505.791015625,901.46,546,2730000,546
74.874,249.28,31.4765,-19538.794921875,933.13,547,2735000,547
73.6348,314.06,30.7974,-19256.37890625,871.88,548,2740000,548
74.5907,245.83,30.9004,-19483.26171875,836.84,549,2745000,549
74.7927,266.79,30.9297,-19539.0,787.8,550,2750000,550
75.7763,234.64,31.5176,-19551.9453125,728.32,551,2755000,551
75.0146,269.15,31.448,-19506.396484375,692.29,552,2760000,552
75.2561,216.88,31.1571,-19575.86328125,775.1,553,2765000,553
76.1406,209.49,31.3311,-19599.734375,925.35,554,2770000,554
75.3924,264.08,31.1659,-19562.392578125,880.93,555,2775000,555
74.6789,310.77,31.4386,-19531.603515625,888.9,556,2780000,556
75.6878,227.01,31.5135,-19608.19921875,891.44,557,2785000,557
74.5943,262.83,30.8708,-19546.52734375,735.69,558,2790000,558
74.7231,291.28,31.0382,-19531.966796875,875.22,559,2795000,559
73.4172,275.42,30.3554,-19450.302734375,691.96,560,2800000,560
74.1223,249.26,30.2066,-19442.517578125,731.35,561,2805000,561
75.1901,214.72,30.9267,-19564.888671875,934.08,562,2810000,562
73.1443,219.88,30.6276,-19495.033203125,744.76,563,2815000,563
74.1768,259.13,30.3506,-19514.365234375,754.92,564,2820000,564
73.9193,201.07,31.2942,-19489.935546875,493.72,565,2825000,565
73.8401,266.84,31.1342,-19530.48046875,790.03,566,2830000,566
76.2038,283.8,30.9952,-19605.5078125,790.68,567,2835000,567
74.4968,210.13,30.7835,-19516.9609375,676.02,568,2840000,568
74.7192,267.81,30.9944,-19586.00390625,835.46,569,2845000,569
73.9953,246.02,30.909,-19546.697265625,886.0,570,2850000,570
74.1103,258.23,30.9736,-19563.568359375,829.23,571,2855000,571
74.1592,241.98,30.9243,-19500.521484375,873.97,572,2860000,572
74.3633,286.33,30.8665,-19538.2734375,776.85,573,2865000,573
74.2865,198.17,30.6112,-19534.421875,697.92,574,2870000,574
75.4371,244.23,31.2418,-19620.806640625,768.66,575,2875000,575
74.6949,237.03,32.7163,-19530.765625,883.5,576,2880000,576
73.7575,229.45,30.6792,-19585.353515625,787.46,577,2885000,577
75.1724,242.44,30.8203,-19601.611328125,692.22,578,2890000,578
74.9659,236.25,31.2594,-19596.50390625,746.24,579,2895000,579
73.48,234.99,30.9642,-19552.658203125,832.84,580,2900000,580
73.0668,231.62,30.767,-19474.833984375,981.32,581,2905000,581
74.6346,282.91,30.8223,-19591.1796875,991.09,582,2910000,582
74.4092,209.59,30.9516,-19561.099609375,835.69,583,2915000,583
75.6183,216.58,31.1893,-19626.859375,785.82,584,2920000,584
74.8563,265.97,31.0244,-19580.0,966.3,585,2925000,585
73.8363,290.49,30.8762,-19584.798828125,874.38,586,2930000,586
74.0336,263.86,30.1629,-19498.806640625,894.24,587,2935000,587
74.9246,222.68,31.106,-19605.904296875,784.78,588,2940000,588
73.7791,275.57,31.217,-19598.314453125,937.81,589,2945000,589
73.4174,281.3,30.8383,-19630.943359375,984.48,590,2950000,590
73.1598,282.69,32.6501,-19467.888671875,898.94,591,2955000,591
72.706,251.45,30.4475,-19443.37109375,838.65,592,2960000,592
72.8387,231.08,30.7479,-19481.298828125,792.23,593,2965000,593
73.4549,208.66,30.7599,-19595.314453125,783.93,594,2970000,594
74.6608,241.09,30.7867,-19610.3671875,732.99,595,2975000,595
73.7823,264.8,31.1936,-19575.16796875,729.65,596,2980000,596
74.4075,258.98,31.1311,-19620.08203125,854.95,597,2985000,597
74.4357,284.95,31.0544,-19617.31640625,820.71,598,2990000,598
73.776,237.16,30.2433,-19489.029296875,827.56,599,2995000,599
