Running Update Time,Running Env Steps,Running Forward KL,Real Det Return,Real Sto Return,Running Reverse KL,Reward Loss,Itration
391,1955000,143.8464,12044.88,11525.56,19.3534,-40028.21484375,391
392,1960000,144.7747,11833.37,11606.7,19.6495,-40208.68359375,392
393,1965000,143.9122,12144.05,11634.21,17.5836,-39508.16796875,393
394,1970000,145.8842,11894.33,11471.57,19.542,-41655.6953125,394
395,1975000,144.7746,12186.77,11775.58,19.1809,-40604.28125,395
396,1980000,144.4597,12189.79,11656.2,19.4707,-41134.046875,396
397,1985000,145.2037,11875.36,11332.9,18.9146,-38969.765625,397
398,1990000,144.6527,12225.19,11706.13,17.4559,-40203.48828125,398
399,1995000,143.6308,12199.95,11613.66,19.1015,-40525.4765625,399
400,2000000,145.0528,12182.45,11400.57,20.1804,-40671.5625,400
401,2005000,143.736,12068.06,11596.06,19.2401,-40183.203125,401
402,2010000,144.2409,11944.34,11201.11,19.6286,-40672.71875,402
403,2015000,144.8548,12072.75,11680.81,19.5113,-42368.359375,403
404,2020000,144.2909,12176.29,11617.92,17.929,-41107.01171875,404
405,2025000,143.9956,11733.07,10415.11,17.5,-41976.2265625,405
406,2030000,144.3575,12365.37,11788.31,18.9143,-41248.12109375,406
407,2035000,144.2934,11857.53,11004.57,18.8994,-40885.7578125,407
408,2040000,144.8736,12471.99,11299.18,20.007,-43840.5,408
409,2045000,145.8349,11810.02,11937.59,20.1639,-44242.4609375,409
410,2050000,143.8894,12499.35,12018.24,20.3373,-43149.453125,410
411,2055000,144.5608,12379.49,11951.32,19.7513,-43363.50390625,411
412,2060000,144.3355,12473.51,12068.75,19.7505,-43173.96875,412
413,2065000,145.4711,11885.99,11815.5,19.9565,-43706.93359375,413
414,2070000,144.2248,12367.46,11924.97,20.0079,-43074.6328125,414
415,2075000,143.7833,12546.61,10764.31,18.8834,-43531.1875,415
416,2080000,145.737,12310.59,11781.71,20.0913,-45065.8203125,416
417,2085000,144.5554,11773.82,10494.93,17.8025,-44186.1328125,417
418,2090000,143.6945,12104.17,11667.19,19.3993,-44668.35546875,418
419,2095000,144.5456,12279.02,11966.78,20.0607,-44551.125,419
420,2100000,144.4082,12185.81,11138.75,19.9184,-44464.984375,420
421,2105000,146.2369,11417.1,11177.43,19.3837,-44063.56640625,421
422,2110000,144.4649,12121.94,11518.86,19.1516,-43615.578125,422
423,2115000,145.606,11129.85,11020.69,18.5212,-43476.78125,423
424,2120000,145.7845,11492.15,11190.74,19.2942,-44717.37890625,424
425,2125000,145.5291,11253.37,11088.31,18.8192,-43696.34375,425
426,2130000,144.6787,11738.73,11111.44,18.2033,-46513.4453125,426
427,2135000,144.6636,11201.7,11011.26,18.7847,-43105.55859375,427
428,2140000,145.823,11596.82,11310.84,19.7166,-44226.94921875,428
429,2145000,144.5765,12273.3,11661.7,19.3823,-45317.9609375,429
430,2150000,143.8396,12134.54,11565.91,19.8657,-46267.5390625,430
431,2155000,145.1422,12303.26,11772.67,19.6395,-45229.8046875,431
432,2160000,144.2742,11982.9,11077.51,19.5482,-43513.140625,432
433,2165000,144.137,12194.81,11601.71,19.6892,-44627.6015625,433
434,2170000,145.0278,11568.36,11264.01,19.0376,-44822.9375,434
435,2175000,143.4809,11790.55,10512.85,17.4312,-42840.55859375,435
436,2180000,145.1224,12049.91,11584.03,19.5512,-44871.49609375,436
437,2185000,144.8655,12206.57,11729.79,19.9248,-46452.296875,437
438,2190000,144.3241,12156.78,11656.14,19.6979,-46048.7421875,438
439,2195000,144.9292,12077.54,11575.66,19.0907,-46417.21484375,439
440,2200000,145.3813,12158.7,11605.44,19.8224,-46551.7890625,440
441,2205000,144.6889,11764.29,11365.82,18.6554,-47187.25390625,441
442,2210000,145.0661,11486.91,10979.25,18.4973,-44846.14453125,442
443,2215000,143.9615,11674.52,11135.84,18.7781,-46156.83984375,443
444,2220000,144.3366,12326.91,11539.19,18.6955,-46506.625,444
445,2225000,142.6227,12576.28,11364.81,17.2829,-45665.015625,445
446,2230000,143.3815,12195.34,11754.03,20.3082,-45742.89453125,446
447,2235000,144.46,12428.34,11992.61,20.3029,-46764.63671875,447
448,2240000,143.4594,12450.49,11962.06,20.7873,-47726.8984375,448
449,2245000,144.9683,11565.41,11292.07,19.321,-46730.16015625,449
450,2250000,145.1623,11997.07,11531.7,19.9205,-46687.25390625,450
451,2255000,146.4534,11286.25,10819.53,20.1327,-47650.9921875,451
452,2260000,146.673,11215.65,10912.94,19.5386,-47064.6484375,452
453,2265000,145.2803,11155.34,10995.9,17.7706,-45488.35546875,453
454,2270000,143.731,11756.28,11671.11,20.5506,-48676.6484375,454
455,2275000,144.0479,12004.92,11453.85,19.5403,-48758.7109375,455
456,2280000,143.4373,11664.59,11130.72,17.6139,-45890.1640625,456
457,2285000,145.8727,12084.7,11618.65,20.4761,-49491.77734375,457
458,2290000,144.9834,12391.89,11667.16,20.0758,-48610.546875,458
459,2295000,146.4657,11673.64,11321.89,20.3233,-49571.82421875,459
460,2300000,143.2325,12389.06,11239.3,20.0472,-48325.84375,460
461,2305000,145.5965,12189.44,11690.98,20.2919,-49052.06640625,461
462,2310000,144.6346,12241.2,11866.14,19.5263,-48668.2734375,462
463,2315000,144.6216,12300.28,11824.35,21.2354,-49606.87890625,463
464,2320000,144.4547,12111.7,11625.92,21.1468,-50437.01171875,464
465,2325000,144.5202,12070.9,11762.65,21.1902,-50586.78125,465
466,2330000,142.9214,12276.52,12046.22,20.3636,-48319.85546875,466
467,2335000,143.9512,12086.81,11768.35,20.0714,-48373.03515625,467
468,2340000,143.468,12469.5,12000.3,20.5239,-49414.66796875,468
469,2345000,144.1549,12539.32,11632.27,20.5908,-51007.6953125,469
470,2350000,145.5602,12258.5,11950.59,20.4175,-50487.87890625,470
471,2355000,144.8332,12485.21,12117.49,20.9442,-50780.06640625,471
472,2360000,144.836,12350.02,11919.68,21.061,-50479.9296875,472
473,2365000,144.5036,12648.36,12147.95,21.0657,-50185.14453125,473
474,2370000,144.0378,12446.22,12071.97,21.076,-50032.265625,474
475,2375000,144.4043,12084.86,11770.18,20.965,-49640.5078125,475
476,2380000,144.5586,12006.09,11598.99,20.8842,-49748.578125,476
477,2385000,145.1612,11664.23,11476.5,20.8816,-49510.77734375,477
478,2390000,144.8336,11500.03,11699.73,20.3398,-48580.53515625,478
479,2395000,144.4656,12280.9,11923.84,20.2936,-50433.0859375,479
480,2400000,144.1894,11454.75,11463.42,20.1879,-49739.98828125,480
481,2405000,145.3306,12267.32,11979.09,21.5057,-52717.83203125,481
482,2410000,144.5731,12413.23,11496.8,20.8526,-50753.4296875,482
483,2415000,144.8805,12399.19,11674.53,22.7766,-54652.23828125,483
484,2420000,144.6256,12290.79,12018.68,21.5155,-51206.9765625,484
485,2425000,145.6075,12378.9,12067.39,21.6929,-50854.40625,485
486,2430000,145.4744,12387.86,12101.86,20.7437,-51725.7109375,486
487,2435000,145.4812,12401.06,12159.37,21.5796,-52039.05078125,487
488,2440000,145.3708,12422.47,12115.4,21.7911,-51648.15234375,488
489,2445000,145.0651,12351.04,12058.12,21.282,-51308.43359375,489
490,2450000,145.5787,12465.43,12184.88,21.4981,-52228.12890625,490
491,2455000,146.0301,12511.87,12292.0,21.7184,-51997.23046875,491
492,2460000,144.213,12412.77,12195.03,21.9335,-52581.171875,492
493,2465000,145.9811,12510.78,12147.05,21.8202,-52591.546875,493
494,2470000,144.8832,12826.08,12483.96,22.0832,-51165.49609375,494
495,2475000,145.4727,12586.5,12064.17,22.1756,-51613.125,495
496,2480000,145.0627,12710.28,12410.78,22.4259,-52169.55078125,496
497,2485000,145.5949,12922.58,12597.48,22.2557,-51615.83984375,497
498,2490000,144.1202,12624.34,12360.34,22.3944,-53036.0078125,498
499,2495000,144.5682,12704.16,12382.89,21.6382,-51915.3125,499
500,2500000,145.5707,12624.1,12399.18,22.3381,-52532.53515625,500
501,2505000,146.0366,12712.59,12432.43,21.7948,-52321.41015625,501
502,2510000,145.301,12814.38,12537.14,22.7625,-53296.703125,502
503,2515000,145.994,12904.41,12557.51,23.8622,-52226.08984375,503
504,2520000,145.4258,12738.28,12466.48,20.0518,-50202.55859375,504
505,2525000,145.7534,12745.65,12405.76,22.1698,-52949.98828125,505
506,2530000,145.3528,12617.37,12377.88,22.0416,-53236.3125,506
507,2535000,145.5283,12450.45,12172.71,21.1585,-52146.6875,507
508,2540000,145.6889,12857.11,12584.11,22.8686,-52769.9453125,508
509,2545000,145.0948,12454.11,12190.39,19.9356,-50223.3671875,509
510,2550000,145.531,12770.12,12520.96,22.7473,-52295.19921875,510
511,2555000,146.3132,12895.07,12572.16,22.7324,-52040.7734375,511
512,2560000,145.4006,12786.64,12465.95,22.0288,-51580.265625,512
513,2565000,144.8126,12367.93,12116.4,20.7126,-51534.41015625,513
514,2570000,145.3275,12349.17,12117.28,21.2553,-52716.6484375,514
515,2575000,145.4263,12888.78,12617.71,22.8003,-52596.03125,515
516,2580000,145.8267,12606.22,12334.8,21.2505,-51878.3828125,516
517,2585000,144.689,12731.22,12394.59,21.7089,-52709.74609375,517
518,2590000,145.3529,12576.76,12315.29,21.3484,-51850.5546875,518
519,2595000,145.0169,12930.03,12502.37,21.1253,-52104.5625,519
520,2600000,144.9175,12532.46,12362.65,21.5422,-51738.23828125,520
521,2605000,144.9229,12772.56,12486.99,22.1699,-51774.734375,521
522,2610000,144.2918,12790.74,12445.13,22.6476,-53184.26953125,522
523,2615000,144.7467,12769.33,12456.96,21.9399,-54208.46875,523
524,2620000,144.17,12769.09,12434.28,21.6716,-53791.4296875,524
525,2625000,144.645,12677.25,12448.74,22.174,-53189.6015625,525
526,2630000,144.6112,12710.66,12439.75,22.2203,-51928.91015625,526
527,2635000,144.813,12645.07,12332.0,21.8554,-52272.328125,527
528,2640000,144.8042,12744.89,12559.11,23.1249,-52268.13671875,528
529,2645000,145.8907,12987.82,12608.25,23.2916,-53127.046875,529
530,2650000,146.274,12751.13,12540.83,22.8984,-52995.63671875,530
531,2655000,144.573,12885.22,12537.24,21.7972,-53918.53125,531
532,2660000,145.2888,12949.2,12499.79,22.2339,-53027.70703125,532
533,2665000,145.106,12818.86,12480.35,22.4258,-54354.4765625,533
534,2670000,146.5679,12636.15,12264.44,22.2026,-53230.73046875,534
535,2675000,144.9287,12971.36,12682.72,22.8193,-52945.1953125,535
536,2680000,145.5693,12995.64,12626.19,23.1154,-53553.29296875,536
537,2685000,146.2579,12683.52,12463.5,22.0289,-52518.8984375,537
538,2690000,145.4168,12412.64,12298.67,21.0521,-52794.7734375,538
539,2695000,145.4669,12817.2,12464.58,22.0264,-52549.34375,539
540,2700000,145.6311,12970.75,12544.25,22.0679,-52982.515625,540
541,2705000,144.8245,12777.37,12376.53,21.2367,-53833.09765625,541
542,2710000,145.5268,12634.88,12345.49,21.2042,-53199.67578125,542
543,2715000,146.1937,12968.7,12233.94,22.1681,-51007.703125,543
544,2720000,145.8874,12976.18,12609.48,22.4936,-52548.18359375,544
545,2725000,145.9966,12820.95,12396.5,22.0858,-52164.26953125,545
546,2730000,146.1771,12814.14,12593.24,22.5455,-55180.70703125,546
547,2735000,145.5181,12401.71,12607.2,21.8396,-52748.58984375,547
548,2740000,146.1408,12732.65,12566.77,22.185,-55496.0234375,548
549,2745000,146.4837,12898.67,12078.34,22.1331,-52040.80859375,549
550,2750000,144.4282,12922.78,12517.2,22.1619,-53749.28515625,550
551,2755000,146.1998,12978.83,12597.83,23.1802,-53682.8671875,551
552,2760000,145.1338,12851.8,12443.97,20.9371,-52445.0546875,552
553,2765000,146.7538,12863.73,12015.28,22.4116,-53025.01171875,553
554,2770000,145.5392,12891.07,12501.64,21.2789,-51836.1171875,554
555,2775000,145.8147,12740.06,12527.21,22.1682,-52322.19140625,555
556,2780000,145.6264,12864.88,12512.9,22.3951,-53695.03125,556
557,2785000,145.3702,12667.12,12478.33,22.3787,-52925.89453125,557
558,2790000,144.9737,12942.2,12660.32,22.3591,-54977.69140625,558
559,2795000,145.2201,12950.78,12549.24,21.446,-52686.8671875,559
560,2800000,145.5116,12899.56,12413.42,22.0238,-52231.83203125,560
561,2805000,145.1704,12411.78,12695.22,22.4858,-53361.37890625,561
562,2810000,145.6842,12965.5,12538.74,21.5152,-52311.4140625,562
563,2815000,146.1034,12832.01,12494.09,22.0663,-55852.67578125,563
564,2820000,145.7007,12995.15,12640.13,22.9058,-53999.00390625,564
565,2825000,145.4946,12827.79,12550.21,22.4965,-54412.0546875,565
566,2830000,144.9936,12910.28,12554.36,20.7386,-54679.15234375,566
567,2835000,145.4815,12935.58,12531.36,22.0227,-56379.578125,567
568,2840000,145.3411,12979.7,12521.4,20.9705,-54213.578125,568
569,2845000,146.7977,12992.23,12243.1,23.6071,-55542.9765625,569
570,2850000,145.6504,13058.67,12461.28,23.1085,-56283.22265625,570
571,2855000,144.8242,13086.7,12526.6,22.2793,-55672.60546875,571
572,2860000,145.4218,12860.39,12350.89,22.3377,-54537.484375,572
573,2865000,145.6877,12809.87,12495.13,22.5211,-55617.82421875,573
574,2870000,145.3334,12848.03,12418.32,21.9709,-54951.77734375,574
575,2875000,145.8481,12946.73,12495.78,22.3096,-53949.86328125,575
576,2880000,146.3728,12975.74,12570.11,23.0515,-55258.80078125,576
577,2885000,145.5373,12942.48,12157.8,22.1163,-55788.921875,577
578,2890000,145.0505,13077.13,12597.47,22.8795,-55636.67578125,578
579,2895000,145.5243,12979.53,12602.83,22.3513,-56038.6015625,579
580,2900000,144.1306,12333.86,12122.66,21.2092,-55866.80078125,580
581,2905000,145.3809,12982.9,12615.67,22.7396,-57006.4375,581
582,2910000,146.0341,13095.05,12384.56,22.5225,-56679.25390625,582
583,2915000,145.3249,12930.48,12579.54,23.2838,-55994.0,583
584,2920000,144.6606,11831.16,12509.75,22.3117,-56926.5546875,584
585,2925000,144.577,12695.32,12166.94,21.2462,-54916.1171875,585
586,2930000,144.1196,12725.16,12404.7,22.0444,-57021.4921875,586
587,2935000,144.8165,12520.77,11439.51,21.7234,-55844.234375,587
588,2940000,145.0978,12986.21,12536.43,21.5185,-55432.94140625,588
589,2945000,145.3019,12951.07,12324.9,20.7332,-55698.16015625,589
590,2950000,145.1111,12969.56,12584.64,22.0172,-56499.30078125,590
591,2955000,144.8673,12942.65,12432.05,21.4221,-55697.64453125,591
592,2960000,146.3575,12841.96,12341.3,22.3342,-55244.69140625,592
593,2965000,145.3197,12893.65,12362.0,22.1183,-55663.046875,593
594,2970000,145.1894,12878.69,10923.94,21.9215,-55868.94140625,594
595,2975000,144.4368,13022.41,11991.04,20.4826,-54443.80859375,595
596,2980000,145.0214,12196.15,10871.45,20.4363,-55861.453125,596
597,2985000,145.7161,13138.15,12155.48,22.8657,-55616.703125,597
598,2990000,145.0674,12861.85,12365.39,20.0905,-55116.43359375,598
599,2995000,145.3532,13106.29,12260.9,22.1735,-56040.83984375,599
