Running Reverse KL,Real Det Return,Real Sto Return,Running Update Time,Running Env Steps,Reward Loss,Running Forward KL,Itration
1037.9218,61.27,61.27,395,1975000,-19439.78515625,677.7374,395
954.5949,60.41,60.73,396,1980000,-18873.919921875,645.6975,396
2713.9214,61.34,61.38,397,1985000,-19901.20703125,733.3682,397
2467.661,60.0,59.54,398,1990000,-19920.369140625,722.9923,398
2504.1916,62.35,62.09,399,1995000,-19813.744140625,691.8686,399
985.5736,59.35,59.27,400,2000000,-19368.29296875,660.4915,400
898.7679,58.41,58.37,401,2005000,-19695.541015625,682.9386,401
1591.8072,60.65,60.86,402,2010000,-19587.322265625,682.4877,402
1319.021,61.31,61.3,403,2015000,-19742.673828125,705.4409,403
583.4118,60.83,61.37,404,2020000,-19140.640625,640.1907,404
661.7661,60.12,59.97,405,2025000,-19201.30078125,652.8731,405
345.3403,61.06,60.87,406,2030000,-17162.07421875,658.6259,406
391.5281,62.61,62.61,407,2035000,-18250.095703125,658.0841,407
547.9615,61.59,61.6,408,2040000,-18638.5390625,636.6625,408
352.3009,61.41,61.45,409,2045000,-17963.802734375,621.7211,409
398.0755,60.88,61.38,410,2050000,-17703.380859375,663.0173,410
476.5917,60.67,60.74,411,2055000,-18403.1328125,637.7677,411
368.8304,60.22,60.52,412,2060000,-17882.75390625,651.2047,412
369.3439,59.4,59.59,413,2065000,-18209.9375,624.2768,413
629.5111,59.96,59.81,414,2070000,-18894.244140625,628.2314,414
908.2418,61.15,61.24,415,2075000,-19427.158203125,734.2487,415
611.478,60.74,60.6,416,2080000,-18458.3515625,659.0412,416
415.1071,59.29,59.37,417,2085000,-17863.6328125,624.6257,417
413.8406,58.64,58.69,418,2090000,-18474.45703125,649.7785,418
402.9303,59.43,59.44,419,2095000,-17652.439453125,635.8581,419
337.1231,60.12,60.1,420,2100000,-17719.09765625,617.5773,420
372.8538,59.53,59.8,421,2105000,-18475.056640625,630.897,421
364.7641,60.53,60.75,422,2110000,-17382.1171875,682.8032,422
298.9197,59.72,59.71,423,2115000,-17398.45703125,614.0295,423
1202.018,62.28,62.3,424,2120000,-19822.56640625,704.3378,424
699.7281,59.57,59.32,425,2125000,-19085.427734375,645.1346,425
436.2753,61.61,60.93,426,2130000,-18119.517578125,622.5991,426
748.29,59.57,60.33,427,2135000,-18690.748046875,630.0858,427
363.122,59.77,59.65,428,2140000,-17549.33984375,604.3278,428
517.3865,59.64,59.28,429,2145000,-18336.181640625,623.7442,429
1151.5265,61.83,61.72,430,2150000,-18642.169921875,600.6275,430
492.1145,57.37,57.37,431,2155000,-17159.75,598.7455,431
1956.5523,60.67,60.91,432,2160000,-19032.5859375,634.7375,432
761.0121,57.78,57.89,433,2165000,-17096.796875,594.2256,433
1061.6224,63.23,62.84,434,2170000,-17777.357421875,610.5064,434
429.6471,56.56,56.58,435,2175000,-17953.216796875,607.8975,435
972.8572,77.84,76.31,436,2180000,-19425.578125,640.2538,436
455.4664,71.84,68.79,437,2185000,-18543.595703125,599.8902,437
1113.3675,70.33,65.22,438,2190000,-18779.591796875,618.4061,438
337.8322,58.74,58.75,439,2195000,-17808.814453125,605.8723,439
481.9623,57.5,57.35,440,2200000,-17145.80859375,634.8623,440
843.1657,58.51,58.14,441,2205000,-18775.57421875,701.2735,441
325.4236,56.34,61.97,442,2210000,-17032.6953125,603.4357,442
1033.4209,60.06,60.05,443,2215000,-18988.587890625,621.7646,443
1228.357,58.92,58.64,444,2220000,-18331.3515625,703.7934,444
366.7935,57.85,57.62,445,2225000,-17131.302734375,637.783,445
362.2253,57.83,58.01,446,2230000,-17788.5859375,630.4596,446
346.5243,62.35,63.02,447,2235000,-18353.36328125,608.0499,447
335.0589,67.42,69.8,448,2240000,-17477.90234375,589.5041,448
308.8752,63.99,61.3,449,2245000,-16840.873046875,597.6451,449
350.0933,62.53,62.39,450,2250000,-17788.6953125,646.2944,450
316.2582,64.28,63.77,451,2255000,-18136.91015625,617.5552,451
293.983,59.57,60.12,452,2260000,-17931.83203125,604.8144,452
275.2191,61.84,61.59,453,2265000,-15875.32421875,599.2825,453
320.2034,57.89,58.35,454,2270000,-17034.3359375,649.3766,454
290.9837,59.67,61.02,455,2275000,-16953.779296875,620.346,455
862.3319,58.29,58.26,456,2280000,-17965.255859375,664.0843,456
537.3631,59.84,59.82,457,2285000,-17674.462890625,662.6421,457
336.1224,58.35,59.69,458,2290000,-17587.251953125,636.7607,458
404.7844,57.31,58.84,459,2295000,-18252.7265625,653.8168,459
453.1706,67.92,69.08,460,2300000,-16870.1640625,620.3595,460
303.2953,61.59,61.56,461,2305000,-17201.060546875,632.6554,461
841.7228,62.14,61.89,462,2310000,-18246.673828125,667.3458,462
479.5581,59.45,61.92,463,2315000,-17093.423828125,638.8572,463
501.8288,61.69,62.29,464,2320000,-18159.412109375,629.5704,464
434.8814,59.55,59.51,465,2325000,-17725.4453125,632.9618,465
282.2252,62.01,61.49,466,2330000,-16842.25390625,621.7504,466
305.1016,59.16,59.69,467,2335000,-17837.84765625,656.123,467
562.7643,58.75,58.52,468,2340000,-17946.4609375,645.6253,468
307.3758,58.01,58.04,469,2345000,-17956.337890625,632.5543,469
397.0065,62.15,62.38,470,2350000,-18339.697265625,648.6189,470
741.7861,60.17,60.46,471,2355000,-18464.50390625,646.2135,471
1274.6696,59.95,60.04,472,2360000,-19161.388671875,660.027,472
867.2179,61.3,61.32,473,2365000,-18400.740234375,639.0902,473
1162.144,61.27,61.25,474,2370000,-18553.384765625,620.5323,474
987.222,60.97,60.97,475,2375000,-18325.607421875,622.9523,475
1815.4203,61.2,61.19,476,2380000,-19250.0859375,647.9715,476
1145.2362,61.15,61.13,477,2385000,-18553.986328125,621.8644,477
2108.097,60.33,60.33,478,2390000,-19398.44921875,655.234,478
1124.9276,60.07,59.83,479,2395000,-19295.708984375,639.7077,479
1565.2501,60.55,60.59,480,2400000,-19055.7890625,622.8664,480
763.4165,59.57,59.79,481,2405000,-18295.53125,611.9842,481
1760.7891,59.96,59.6,482,2410000,-19545.154296875,663.5026,482
1379.6759,59.49,59.41,483,2415000,-19425.572265625,660.7063,483
1480.2668,59.9,59.65,484,2420000,-19468.740234375,653.4482,484
2066.4886,59.41,59.41,485,2425000,-19435.42578125,661.7926,485
1756.0237,59.42,59.42,486,2430000,-19330.9296875,645.1733,486
2128.4426,59.55,59.6,487,2435000,-19373.09765625,661.0122,487
1126.9038,60.04,59.85,488,2440000,-19013.103515625,606.302,488
1233.4565,60.47,60.85,489,2445000,-19314.44140625,632.5162,489
771.6372,59.84,59.85,490,2450000,-19019.080078125,635.9673,490
1360.1029,59.42,58.8,491,2455000,-19334.548828125,629.0775,491
1470.8171,60.41,59.78,492,2460000,-19381.388671875,625.7598,492
1736.0445,60.01,59.99,493,2465000,-19470.275390625,645.7592,493
1691.8338,61.23,61.23,494,2470000,-19461.740234375,653.0043,494
1584.8925,60.89,60.89,495,2475000,-19334.91015625,652.5559,495
2026.0743,61.23,61.25,496,2480000,-19704.91015625,675.8289,496
1662.1423,60.36,60.11,497,2485000,-19599.15625,690.7317,497
1162.0538,59.83,59.37,498,2490000,-19538.7734375,676.3063,498
1377.8425,61.05,61.13,499,2495000,-19249.16015625,633.3456,499
1692.8552,60.24,59.93,500,2500000,-19465.26171875,659.781,500
970.4555,60.77,60.77,501,2505000,-19506.638671875,649.0796,501
1162.9985,61.14,60.79,502,2510000,-19206.623046875,635.9611,502
1342.8925,61.03,61.01,503,2515000,-19340.279296875,628.134,503
1998.0908,61.03,60.37,504,2520000,-19587.47265625,655.8865,504
1289.3197,58.79,58.76,505,2525000,-19579.306640625,668.8453,505
1348.5814,58.75,58.4,506,2530000,-19399.0859375,638.3929,506
2377.9974,58.78,58.77,507,2535000,-19831.755859375,712.8158,507
1704.3524,58.52,58.89,508,2540000,-19817.060546875,701.9286,508
2302.3218,58.26,58.45,509,2545000,-19833.076171875,691.5524,509
1738.0193,58.31,58.74,510,2550000,-19620.837890625,647.0427,510
2102.4629,59.5,58.57,511,2555000,-19797.294921875,687.8909,511
1914.8405,60.43,59.93,512,2560000,-19749.84375,662.9297,512
1120.5435,59.7,59.67,513,2565000,-19473.837890625,646.3879,513
1746.1133,59.71,59.47,514,2570000,-19649.205078125,655.0896,514
1437.4855,59.06,59.0,515,2575000,-19383.421875,624.3199,515
1454.6218,60.19,59.96,516,2580000,-19581.919921875,672.0036,516
1317.2448,58.6,58.83,517,2585000,-19601.87890625,645.0002,517
1586.1253,60.17,59.93,518,2590000,-19520.78515625,654.9358,518
894.929,60.36,60.14,519,2595000,-19253.6171875,632.1265,519
1854.5799,60.4,60.13,520,2600000,-19711.52734375,692.3743,520
1065.7203,60.17,60.15,521,2605000,-19314.265625,621.3927,521
1386.4612,60.4,60.16,522,2610000,-19667.27734375,667.7846,522
1027.5964,58.56,58.56,523,2615000,-19604.685546875,650.6665,523
1351.67,58.55,58.55,524,2620000,-19751.84765625,695.1665,524
661.5256,58.33,58.53,525,2625000,-19426.12890625,636.8811,525
1094.3461,59.49,59.51,526,2630000,-19570.09375,657.8565,526
737.2001,59.92,59.7,527,2635000,-19284.486328125,632.3865,527
704.1069,59.92,59.93,528,2640000,-19489.546875,661.4187,528
541.9388,59.28,59.45,529,2645000,-19492.900390625,629.7232,529
574.6371,59.02,58.96,530,2650000,-19504.724609375,646.6796,530
513.3942,58.96,58.97,531,2655000,-19125.576171875,624.9085,531
657.9017,58.75,58.97,532,2660000,-19469.880859375,641.1755,532
665.8145,58.63,58.32,533,2665000,-19365.5,648.9573,533
737.7975,59.15,59.17,534,2670000,-19474.099609375,670.3536,534
804.5718,59.55,59.22,535,2675000,-19672.91796875,654.0185,535
391.7936,57.22,57.21,536,2680000,-19603.841796875,662.8139,536
338.0089,58.05,58.09,537,2685000,-19284.439453125,653.7342,537
448.2154,60.12,60.07,538,2690000,-18974.392578125,636.0192,538
369.5006,60.31,60.16,539,2695000,-19019.091796875,640.7351,539
427.745,60.08,60.17,540,2700000,-18865.779296875,621.8193,540
794.301,60.39,60.23,541,2705000,-19180.560546875,646.5888,541
1167.7928,60.48,60.16,542,2710000,-19471.63671875,661.621,542
1461.6328,59.89,59.9,543,2715000,-19488.357421875,661.3554,543
1221.217,59.96,60.19,544,2720000,-19406.5703125,661.9588,544
481.863,60.36,60.38,545,2725000,-18977.306640625,651.5041,545
1073.5462,60.43,60.44,546,2730000,-19382.45703125,658.9712,546
835.4634,61.17,61.19,547,2735000,-19318.15625,663.757,547
665.2421,60.38,60.55,548,2740000,-19281.958984375,650.761,548
754.1322,60.65,60.64,549,2745000,-19198.189453125,658.0902,549
571.2774,60.41,60.17,550,2750000,-19563.853515625,654.0679,550
556.074,60.38,60.39,551,2755000,-19402.82421875,643.2,551
435.9882,61.47,61.01,552,2760000,-19442.705078125,655.0076,552
737.7738,61.23,61.0,553,2765000,-19174.072265625,638.7032,553
564.967,60.41,60.64,554,2770000,-19543.94140625,645.5204,554
366.4437,60.39,60.38,555,2775000,-19450.474609375,656.4185,555
694.9064,60.54,60.28,556,2780000,-19334.0,642.1553,556
354.286,61.53,60.87,557,2785000,-19238.57421875,638.8242,557
360.6583,61.42,60.28,558,2790000,-19470.513671875,649.3804,558
646.7136,59.07,57.85,559,2795000,-19485.84375,651.8368,559
519.9294,60.5,59.77,560,2800000,-19476.001953125,648.5214,560
383.5241,58.14,59.1,561,2805000,-19695.67578125,665.9604,561
650.7457,59.65,59.17,562,2810000,-19617.87890625,660.6663,562
354.1576,61.21,60.96,563,2815000,-19345.583984375,634.7617,563
370.3216,60.72,60.96,564,2820000,-19472.720703125,646.3315,564
404.5775,61.13,61.4,565,2825000,-19579.078125,659.5485,565
373.0942,59.66,59.68,566,2830000,-19388.76953125,655.0212,566
427.1224,59.73,59.71,567,2835000,-19271.79296875,649.7909,567
363.3614,60.44,59.68,568,2840000,-19261.837890625,664.8758,568
373.6388,61.13,61.14,569,2845000,-19531.521484375,664.2659,569
413.1129,61.36,61.4,570,2850000,-19398.755859375,644.6617,570
507.0667,61.14,60.92,571,2855000,-19483.09375,662.8074,571
647.5078,61.13,61.39,572,2860000,-19317.107421875,651.0857,572
494.6305,61.47,60.94,573,2865000,-19469.25390625,654.1863,573
519.9611,61.46,61.48,574,2870000,-19418.380859375,663.5262,574
530.5825,58.51,59.44,575,2875000,-19593.04296875,649.1181,575
501.071,60.28,60.3,576,2880000,-19420.75390625,649.6702,576
391.4536,59.45,60.03,577,2885000,-19505.984375,665.7989,577
384.518,60.09,60.07,578,2890000,-19478.833984375,667.9183,578
416.0527,59.47,59.69,579,2895000,-19395.130859375,648.4599,579
367.0954,61.42,60.93,580,2900000,-19410.111328125,645.5981,580
381.3368,60.17,59.95,581,2905000,-19494.759765625,670.5417,581
373.6215,60.18,59.69,582,2910000,-19403.49609375,661.2946,582
357.5146,60.95,60.92,583,2915000,-19608.837890625,665.3533,583
436.7482,59.53,59.53,584,2920000,-19620.76171875,658.3811,584
376.3437,59.53,59.4,585,2925000,-19681.333984375,671.7289,585
602.385,61.16,60.89,586,2930000,-19473.81640625,644.1618,586
368.3131,60.93,61.17,587,2935000,-19698.646484375,665.758,587
459.7354,61.17,61.16,588,2940000,-19529.388671875,652.1267,588
404.7923,61.18,61.13,589,2945000,-19550.224609375,621.6481,589
380.6469,61.17,60.72,590,2950000,-19753.6640625,670.1002,590
416.8276,61.17,60.93,591,2955000,-19731.6015625,667.9976,591
374.2989,61.41,61.17,592,2960000,-19668.693359375,658.9083,592
471.2114,60.88,60.61,593,2965000,-19706.84375,667.1815,593
361.5631,60.84,60.66,594,2970000,-19522.365234375,660.6541,594
366.6676,59.84,59.92,595,2975000,-19703.95703125,675.3497,595
355.6077,59.79,59.46,596,2980000,-19587.71875,665.7045,596
386.9914,61.42,60.64,597,2985000,-19771.61328125,674.9313,597
390.0765,60.95,60.94,598,2990000,-19451.484375,627.3293,598
1063.7155,61.42,61.62,599,2995000,-18905.392578125,648.6892,599
