Running Forward KL,Running Env Steps,Real Sto Return,Running Reverse KL,Reward Loss,Itration,Running Update Time,Real Det Return
156.5555,1970000,1968.4,15.1327,-63559.55078125,394,394,2315.5
156.4713,1975000,1939.19,15.0917,-63462.7890625,395,395,2308.71
156.4796,1980000,1980.79,15.1539,-63723.828125,396,396,2326.58
156.533,1985000,1974.04,15.1299,-63671.49609375,397,397,2331.68
156.4286,1990000,1990.27,15.2914,-64107.10546875,398,398,2318.22
156.5101,1995000,1972.97,15.1584,-64234.26953125,399,399,2343.11
156.4535,2000000,1976.56,15.1074,-64263.41015625,400,400,2345.05
156.443,2005000,1966.87,15.0952,-64371.8359375,401,401,2306.18
156.5353,2010000,1959.3,15.1142,-64470.1875,402,402,2313.97
156.3508,2015000,1955.61,15.0547,-64574.70703125,403,403,2318.76
156.458,2020000,1935.42,14.9874,-64667.76171875,404,404,2284.31
156.3937,2025000,1983.77,15.1993,-64729.21875,405,405,2343.64
156.5737,2030000,1969.81,15.1193,-65078.73828125,406,406,2293.2
156.4694,2035000,1959.09,15.1288,-65239.23046875,407,407,2328.65
156.5193,2040000,1963.04,15.1057,-65088.23828125,408,408,2298.6
156.3759,2045000,1990.87,15.2622,-65087.71875,409,409,2336.91
156.5199,2050000,1975.13,15.1679,-65521.0,410,410,2352.0
156.5432,2055000,1969.09,14.9623,-65575.21875,411,411,2308.3
156.6533,2060000,1971.32,15.216,-65476.7734375,412,412,2335.23
156.472,2065000,1966.8,15.1891,-65718.8671875,413,413,2306.09
156.4853,2070000,1982.84,15.0978,-65973.8125,414,414,2320.61
156.4976,2075000,1965.29,15.0409,-65988.078125,415,415,2320.24
156.5808,2080000,1968.65,15.1064,-66059.5546875,416,416,2333.58
156.4713,2085000,1959.39,15.022,-66169.140625,417,417,2301.88
156.5686,2090000,1948.07,14.9663,-66292.125,418,418,2297.5
156.5089,2095000,1968.94,15.1079,-66270.75,419,419,2323.53
156.4917,2100000,1964.99,14.9273,-66369.3671875,420,420,2314.6
156.5486,2105000,1982.01,15.0796,-66831.859375,421,421,2345.22
156.4562,2110000,1949.72,14.9155,-66865.609375,422,422,2320.02
156.4778,2115000,1957.94,15.0138,-66826.4765625,423,423,2327.21
156.3744,2120000,1975.84,14.9828,-66871.046875,424,424,2325.32
156.4149,2125000,1975.63,15.0254,-66983.3046875,425,425,2320.75
156.2975,2130000,1967.25,14.8623,-67327.3125,426,426,2317.31
156.4631,2135000,1974.13,15.0344,-67522.0234375,427,427,2321.36
156.474,2140000,1997.87,15.0598,-67613.1953125,428,428,2354.01
156.4636,2145000,1971.07,14.9918,-67479.3359375,429,429,2305.23
156.4487,2150000,1972.24,15.0236,-67749.8828125,430,430,2323.55
156.4855,2155000,1995.06,15.1119,-68278.3984375,431,431,2327.06
156.4381,2160000,1979.06,15.1898,-68187.046875,432,432,2340.15
156.4664,2165000,1973.52,14.891,-67941.3984375,433,433,2351.21
156.3574,2170000,1974.94,15.1403,-68247.4765625,434,434,2350.53
156.4167,2175000,1980.22,15.0167,-68271.765625,435,435,2320.15
156.4342,2180000,2001.44,15.0991,-68619.5546875,436,436,2342.78
156.4905,2185000,1980.4,15.0912,-68585.265625,437,437,2334.38
156.4125,2190000,1991.17,14.91,-68374.0234375,438,438,2336.33
156.5646,2195000,1993.29,15.0628,-68556.59375,439,439,2335.9
156.4246,2200000,1982.06,14.9509,-68868.046875,440,440,2327.97
156.3797,2205000,1972.57,15.0643,-69321.4609375,441,441,2345.84
156.4334,2210000,1998.28,15.1635,-69357.953125,442,442,2359.61
156.3885,2215000,1984.31,14.9074,-69152.4609375,443,443,2341.32
156.4073,2220000,1995.32,15.0283,-69430.3515625,444,444,2350.88
156.4126,2225000,1985.52,15.2524,-69827.328125,445,445,2370.45
156.3045,2230000,1983.0,14.7995,-69515.078125,446,446,2333.83
156.3601,2235000,1994.27,14.9785,-69905.96875,447,447,2337.61
156.3078,2240000,1979.39,15.0259,-69974.9921875,448,448,2331.8
156.3655,2245000,1974.57,14.9529,-69872.4453125,449,449,2337.89
156.5294,2250000,1966.17,15.0646,-70007.4375,450,450,2336.22
156.3427,2255000,1984.63,14.9784,-70149.96875,451,451,2347.93
156.5104,2260000,1940.73,14.9082,-70036.765625,452,452,2309.31
156.4721,2265000,1956.72,15.0314,-70199.4140625,453,453,2331.13
156.546,2270000,1949.63,14.9547,-70351.6796875,454,454,2304.79
156.5105,2275000,1942.52,14.9461,-70659.1875,455,455,2281.7
156.3572,2280000,1987.45,14.9733,-71018.8515625,456,456,2348.3
156.4256,2285000,1951.5,14.8708,-70569.625,457,457,2312.86
156.4616,2290000,1979.19,15.0518,-70722.4375,458,458,2328.09
156.4925,2295000,1974.73,15.1095,-70995.9765625,459,459,2325.59
156.3707,2300000,1979.35,15.0621,-71263.5859375,460,460,2337.26
156.603,2305000,1962.45,15.0613,-71111.15625,461,461,2345.02
156.5822,2310000,1956.35,14.9741,-71479.3359375,462,462,2304.08
156.4575,2315000,1976.91,14.8374,-71241.046875,463,463,2303.45
156.3821,2320000,1941.44,14.75,-71515.5703125,464,464,2265.74
156.4431,2325000,1973.23,15.1104,-71904.9296875,465,465,2337.11
156.5502,2330000,1938.5,14.7268,-71612.015625,466,466,2281.68
156.5958,2335000,1947.7,14.7939,-71733.3359375,467,467,2306.12
156.4327,2340000,1968.93,14.8907,-72183.53125,468,468,2303.09
156.4522,2345000,1969.88,14.9448,-71763.890625,469,469,2305.1
156.3235,2350000,1961.86,15.0068,-72304.109375,470,470,2316.06
156.522,2355000,1984.33,15.098,-72513.5703125,471,471,2320.2
156.3771,2360000,1963.44,14.8596,-72232.9765625,472,472,2317.13
156.5162,2365000,1979.17,14.9238,-72765.9765625,473,473,2317.91
156.4195,2370000,1982.28,14.9294,-73137.8828125,474,474,2326.39
156.4381,2375000,1976.44,15.1203,-72605.6328125,475,475,2313.23
156.4208,2380000,1999.32,15.0391,-72992.0,476,476,2333.52
156.4952,2385000,1973.21,14.9703,-73233.9921875,477,477,2338.82
156.5317,2390000,1982.3,14.914,-72943.3515625,478,478,2317.43
156.6054,2395000,1987.59,14.8835,-73048.8125,479,479,2318.22
156.5095,2400000,1978.19,14.9974,-73200.921875,480,480,2332.65
156.4719,2405000,1957.48,14.8888,-73212.328125,481,481,2308.41
156.4389,2410000,1984.55,14.9218,-73303.9765625,482,482,2328.22
156.5331,2415000,1983.18,15.1723,-74015.09375,483,483,2352.67
156.4465,2420000,1985.6,14.9357,-73778.9375,484,484,2356.33
156.5108,2425000,1969.14,14.9175,-73862.3046875,485,485,2318.53
156.5494,2430000,1996.39,15.1708,-74155.390625,486,486,2346.54
156.6186,2435000,1977.52,14.9573,-73902.4375,487,487,2300.9
156.6586,2440000,1954.96,14.9497,-73905.640625,488,488,2291.86
156.4263,2445000,1948.79,14.853,-74119.7109375,489,489,2325.27
156.5519,2450000,1977.46,14.7945,-74057.2265625,490,490,2324.92
156.2675,2455000,1984.76,14.9432,-74756.5234375,491,491,2353.35
156.4222,2460000,1958.14,14.7772,-74539.828125,492,492,2295.88
156.5409,2465000,1969.13,14.9538,-74689.9140625,493,493,2323.99
156.55,2470000,1980.01,15.0773,-74871.7890625,494,494,2342.91
156.5859,2475000,1957.81,14.946,-74822.875,495,495,2283.36
156.4327,2480000,1986.57,14.8827,-75154.8671875,496,496,2341.84
156.5619,2485000,1970.85,14.9099,-75526.578125,497,497,2316.75
156.461,2490000,1965.56,15.0366,-75179.8203125,498,498,2320.73
156.519,2495000,1947.86,14.8222,-75291.46875,499,499,2306.03
156.5335,2500000,1971.71,14.9199,-75245.3046875,500,500,2300.16
156.5456,2505000,1949.81,14.9495,-75560.453125,501,501,2286.56
156.6151,2510000,1926.73,14.8938,-75523.859375,502,502,2259.76
156.6736,2515000,1945.72,15.0886,-75700.0078125,503,503,2309.72
156.4556,2520000,1945.94,14.672,-75690.5078125,504,504,2294.44
156.4527,2525000,1968.39,14.9753,-75708.78125,505,505,2310.16
156.6837,2530000,1948.48,14.8912,-75588.546875,506,506,2298.83
156.3481,2535000,1957.64,14.894,-76044.5078125,507,507,2328.15
156.6587,2540000,1975.53,15.0235,-76141.5625,508,508,2331.34
156.4517,2545000,1967.93,14.9481,-76349.546875,509,509,2314.63
156.6141,2550000,1946.24,14.8852,-76631.9296875,510,510,2328.28
156.4798,2555000,1952.67,14.77,-76630.2421875,511,511,2328.86
156.5416,2560000,1934.88,14.9544,-76927.078125,512,512,2307.17
156.6226,2565000,1958.19,14.7543,-76943.390625,513,513,2302.73
156.5501,2570000,1909.46,14.7322,-76803.359375,514,514,2291.1
156.5066,2575000,1953.82,14.8204,-77139.109375,515,515,2299.08
156.6127,2580000,1959.55,14.7556,-77430.78125,516,516,2349.52
156.4084,2585000,1960.63,14.9834,-77429.8984375,517,517,2327.34
156.5139,2590000,1945.15,14.8536,-77069.9375,518,518,2316.66
156.6505,2595000,1958.97,14.7459,-77510.515625,519,519,2332.22
156.7504,2600000,1947.31,15.0178,-77540.4765625,520,520,2325.41
156.4884,2605000,1938.54,14.7776,-77228.140625,521,521,2285.06
156.6489,2610000,1929.46,14.7991,-77587.6640625,522,522,2337.33
156.6768,2615000,1966.19,15.0564,-78109.375,523,523,2355.84
156.6502,2620000,1960.76,14.842,-77789.015625,524,524,2315.51
156.4316,2625000,1968.1,14.9113,-77886.65625,525,525,2326.42
156.5433,2630000,1993.41,15.0343,-78200.5703125,526,526,2343.42
156.5375,2635000,1965.31,14.9236,-78395.1796875,527,527,2327.39
156.5234,2640000,1940.73,14.7809,-77927.421875,528,528,2289.29
156.8144,2645000,1943.41,14.8923,-78298.0703125,529,529,2296.81
156.6813,2650000,1935.03,14.829,-78546.90625,530,530,2299.05
156.6191,2655000,1937.61,14.8501,-78522.8984375,531,531,2315.87
156.7206,2660000,1942.06,14.937,-78470.8046875,532,532,2299.94
156.598,2665000,1958.8,14.9778,-78700.953125,533,533,2312.84
156.5363,2670000,1959.4,14.9763,-78954.203125,534,534,2318.66
156.5308,2675000,1971.93,14.7021,-78791.640625,535,535,2324.23
156.6322,2680000,1953.22,14.8704,-79228.3671875,536,536,2334.96
156.5499,2685000,1924.85,14.7475,-78928.8515625,537,537,2309.76
156.5892,2690000,1943.99,14.7804,-79023.796875,538,538,2303.03
156.6497,2695000,1948.55,14.8765,-79186.6796875,539,539,2314.06
156.623,2700000,1946.49,14.9088,-79374.6640625,540,540,2297.75
156.5391,2705000,1936.86,14.8729,-79732.9609375,541,541,2305.47
156.4599,2710000,1976.86,15.0367,-79608.953125,542,542,2340.45
156.5466,2715000,1967.05,14.9314,-79661.6953125,543,543,2365.56
156.7466,2720000,1947.83,15.0441,-79617.2421875,544,544,2297.93
156.6009,2725000,1953.63,14.8922,-79869.015625,545,545,2319.83
156.726,2730000,1996.0,15.0411,-79733.125,546,546,2359.33
156.4961,2735000,1971.26,15.0736,-80088.3046875,547,547,2328.13
156.5094,2740000,1974.9,15.0232,-80120.328125,548,548,2354.5
156.4803,2745000,1953.6,14.8797,-80531.4609375,549,549,2348.69
156.4966,2750000,1958.54,14.8629,-80384.9921875,550,550,2345.73
156.7122,2755000,1964.84,14.8317,-80362.15625,551,551,2333.34
156.7115,2760000,1964.58,14.908,-80440.1953125,552,552,2335.28
156.5155,2765000,1955.75,14.9135,-80647.6875,553,553,2340.93
156.6994,2770000,1973.57,15.0218,-80708.28125,554,554,2346.38
156.6703,2775000,1977.22,14.8992,-80948.203125,555,555,2363.17
156.6727,2780000,1959.77,14.7952,-80994.125,556,556,2325.46
156.6487,2785000,1961.42,14.9806,-80941.3125,557,557,2358.82
156.6537,2790000,1958.53,15.0463,-81029.03125,558,558,2331.33
156.6595,2795000,1987.26,15.0102,-81103.9296875,559,559,2358.99
156.6059,2800000,1968.65,14.992,-81209.8125,560,560,2348.15
156.559,2805000,1962.49,14.978,-81339.6953125,561,561,2336.06
156.6796,2810000,1950.82,14.8148,-81106.9609375,562,562,2351.1
156.5812,2815000,1966.27,14.9308,-80967.671875,563,563,2347.92
156.7281,2820000,1972.36,14.6741,-81278.78125,564,564,2336.2
156.8525,2825000,1950.27,14.9512,-81469.671875,565,565,2321.89
156.4955,2830000,1943.34,14.886,-81429.84375,566,566,2326.68
156.4634,2835000,1992.86,15.1016,-81691.484375,567,567,2342.25
156.6416,2840000,1948.76,14.9537,-81712.3359375,568,568,2350.52
156.5788,2845000,1962.42,15.0286,-81704.90625,569,569,2335.17
156.4112,2850000,1934.75,14.8775,-81907.0859375,570,570,2316.3
156.5927,2855000,1980.88,15.0686,-81675.3671875,571,571,2364.03
156.4893,2860000,1975.18,14.8585,-81967.7109375,572,572,2330.88
156.4991,2865000,1982.17,14.9968,-82369.8671875,573,573,2332.21
156.4136,2870000,1976.88,14.9323,-82298.46875,574,574,2349.65
156.5681,2875000,1981.93,15.0722,-82347.8046875,575,575,2375.18
156.4667,2880000,1979.27,14.8741,-82610.453125,576,576,2353.95
156.5548,2885000,1969.09,14.8974,-82417.4453125,577,577,2360.24
156.6262,2890000,1985.35,15.0262,-82691.0390625,578,578,2365.61
156.5301,2895000,1973.9,14.9982,-82529.3125,579,579,2345.05
156.5385,2900000,1992.89,15.0663,-82967.3828125,580,580,2360.03
156.657,2905000,1980.78,14.8175,-82646.78125,581,581,2327.64
156.47,2910000,1985.26,14.8834,-83109.109375,582,582,2351.1
156.4498,2915000,1978.84,14.8445,-83158.3203125,583,583,2347.66
156.3446,2920000,1998.38,15.0918,-83116.078125,584,584,2374.96
156.655,2925000,1986.01,15.2226,-83475.9609375,585,585,2362.14
156.483,2930000,1979.68,14.7626,-83135.1875,586,586,2380.84
156.709,2935000,1983.58,15.0615,-83723.3984375,587,587,2354.51
156.5449,2940000,1987.71,14.9365,-83431.21875,588,588,2328.73
156.4722,2945000,2005.87,14.957,-83608.3203125,589,589,2362.48
156.6918,2950000,1954.49,14.9102,-83618.6796875,590,590,2350.46
156.6153,2955000,1996.49,15.0965,-83713.5703125,591,591,2342.0
156.5801,2960000,1963.89,15.0002,-83850.5390625,592,592,2342.66
156.5378,2965000,1986.54,15.0456,-84072.5078125,593,593,2356.99
156.4541,2970000,1971.54,15.1627,-83815.265625,594,594,2354.35
156.4148,2975000,1957.78,14.7523,-83893.9921875,595,595,2318.81
156.6117,2980000,1991.22,15.0582,-84417.125,596,596,2362.59
156.6836,2985000,1995.98,15.0925,-84323.078125,597,597,2354.42
156.6224,2990000,1984.67,15.0383,-84198.6953125,598,598,2360.78
156.5008,2995000,1985.51,14.9411,-84274.671875,599,599,2368.81
