Running Env Steps,Real Det Return,Reward Loss,Running Update Time,Running Reverse KL,Real Sto Return,Itration,Running Forward KL
1540000,787.13,-33966.8203125,308,162.5712,594.3,308,80.3783
1545000,2474.8,-42271.60546875,309,126.8703,1424.41,309,80.2307
1550000,2893.72,-45733.69140625,310,122.2592,2064.44,310,80.3323
1555000,2981.28,-45942.9921875,311,128.1369,2711.85,311,82.0821
1560000,3089.12,-38110.77734375,312,155.8346,2447.14,312,79.2541
1565000,2688.35,-45574.17578125,313,126.3178,2771.79,313,81.0238
1570000,3187.5,-44130.73046875,314,106.515,2584.64,314,77.9609
1575000,2903.9,-45915.50390625,315,104.4192,2501.64,315,78.1614
1580000,3802.07,-46533.21484375,316,87.9048,3278.47,316,77.9392
1585000,2980.43,-49413.16015625,317,101.9787,2073.71,317,78.7942
1590000,4072.43,-47159.02734375,318,115.1033,3083.07,318,78.5838
1595000,3904.51,-46158.62109375,319,92.2754,3441.71,319,78.0084
1600000,4421.41,-52983.703125,320,70.94,3680.83,320,79.392
1605000,4692.2,-50530.0390625,321,68.2123,3048.05,321,79.1181
1610000,4038.59,-54085.74609375,322,73.2857,3669.81,322,80.5654
1615000,4072.09,-53949.3828125,323,68.845,3673.4,323,80.1014
1620000,4692.87,-53295.74609375,324,74.0419,2479.62,324,80.4833
1625000,4520.17,-53240.30859375,325,71.1285,3324.99,325,79.4043
1630000,3339.88,-51575.47265625,326,72.9114,3053.42,326,76.404
1635000,4987.45,-47443.37890625,327,74.3752,3166.69,327,76.8799
1640000,4721.47,-49558.40234375,328,103.4887,3155.95,328,77.1425
1645000,4746.24,-53612.453125,329,71.0288,4509.19,329,79.3232
1650000,5125.88,-53684.23828125,330,72.7554,4371.36,330,79.0842
1655000,4212.38,-53339.109375,331,71.3275,3331.29,331,79.1445
1660000,5055.2,-54702.046875,332,72.5067,4776.41,332,78.531
1665000,4480.74,-53170.0703125,333,75.7242,4200.04,333,77.1656
1670000,4603.65,-55335.3515625,334,73.8981,3970.68,334,79.0737
1675000,5486.08,-55350.24609375,335,69.1995,4479.15,335,77.6648
1680000,4130.94,-50771.6875,336,75.6735,3902.33,336,74.8313
1685000,4905.86,-52558.4375,337,78.7814,4127.3,337,75.3675
1690000,4736.47,-56297.44140625,338,71.066,3770.94,338,78.1254
1695000,5150.27,-55921.57421875,339,72.4922,4077.09,339,76.6846
1700000,5013.49,-54326.5,340,70.636,3233.38,340,76.9257
1705000,5174.33,-55816.9375,341,73.3958,4481.43,341,77.0868
1710000,4538.96,-53366.453125,342,73.1456,4252.7,342,77.655
1715000,4843.37,-55597.8046875,343,73.2806,4597.62,343,77.5118
1720000,5443.29,-57011.01171875,344,71.0401,4585.96,344,77.8205
1725000,5086.98,-57601.95703125,345,73.3765,4118.38,345,78.6574
1730000,4645.21,-55709.48828125,346,69.6797,4347.8,346,77.1726
1735000,5179.12,-57720.18359375,347,73.5849,3914.13,347,77.3152
1740000,4489.46,-57112.99609375,348,74.0792,3695.5,348,80.1767
1745000,4466.84,-55345.6796875,349,76.9373,3852.77,349,77.2098
1750000,5364.33,-57985.61328125,350,72.8313,3966.47,350,78.0926
1755000,4461.41,-58154.14453125,351,73.6319,4222.31,351,79.0144
1760000,5195.07,-59252.2578125,352,76.0709,4758.75,352,78.2284
1765000,5426.24,-58730.921875,353,75.4222,4040.25,353,77.29
1770000,5211.17,-56298.1796875,354,75.4947,4649.96,354,77.6394
1775000,5231.1,-59908.078125,355,75.7161,3870.88,355,79.3502
1780000,5328.79,-57451.15234375,356,84.0298,4731.63,356,79.7067
1785000,4409.94,-59311.05859375,357,76.0659,4735.48,357,80.3558
1790000,5206.02,-54211.2890625,358,74.5547,5202.83,358,76.8995
1795000,5461.05,-59747.203125,359,75.1903,4951.89,359,80.3662
1800000,5386.2,-59746.921875,360,73.7031,4711.73,360,79.9287
1805000,5830.08,-59437.2890625,361,72.6811,4924.09,361,77.0239
1810000,5560.87,-60929.63671875,362,78.62,4945.33,362,80.395
1815000,5806.61,-60360.9921875,363,77.3709,4306.71,363,80.3328
1820000,5000.53,-59677.578125,364,76.3212,4469.02,364,80.0826
1825000,5707.85,-60559.515625,365,78.9111,5018.19,365,81.6322
1830000,5012.87,-60548.0234375,366,79.3912,4167.43,366,81.4106
1835000,5574.15,-62082.28125,367,79.57,5122.08,367,81.108
1840000,5119.27,-60467.65234375,368,79.4459,4891.57,368,80.3473
1845000,5603.94,-61278.33984375,369,76.8202,4597.85,369,81.0303
1850000,5552.37,-56533.8125,370,74.3108,5377.58,370,76.6683
1855000,5139.47,-59869.421875,371,73.9978,4598.55,371,78.5761
1860000,5352.03,-56966.5234375,372,81.3976,4446.98,372,78.8661
1865000,5485.92,-62236.94921875,373,78.2979,4811.71,373,79.2737
1870000,5818.1,-62409.7578125,374,76.6517,5436.78,374,79.2443
1875000,5524.14,-60681.83203125,375,75.118,4609.18,375,78.5328
1880000,5470.44,-62953.32421875,376,77.937,5101.1,376,80.9613
1885000,5727.03,-63214.4375,377,77.0751,5058.7,377,80.7286
1890000,4212.68,-63210.609375,378,76.8952,4793.0,378,80.3178
1895000,5225.74,-63506.30078125,379,80.4956,3688.69,379,82.2373
1900000,5550.15,-62472.296875,380,80.5946,5124.29,380,81.389
1905000,5390.5,-63321.27734375,381,78.832,5032.23,381,80.6163
1910000,4558.66,-63332.6328125,382,78.2453,4442.9,382,81.8365
1915000,4743.35,-63559.98046875,383,78.0537,4869.61,383,80.6781
1920000,5429.57,-60177.05859375,384,78.7003,4729.71,384,78.9598
1925000,5627.39,-62632.81640625,385,76.0687,4763.12,385,78.7926
1930000,5594.54,-63503.9765625,386,75.0754,5063.4,386,78.5693
1935000,5585.34,-62336.83203125,387,71.7088,4659.4,387,78.3133
1940000,5612.7,-64380.5234375,388,76.4409,4699.59,388,79.027
1945000,5676.57,-64578.1875,389,78.1377,3532.05,389,80.6163
1950000,5491.19,-59713.05859375,390,76.305,5032.77,390,77.0518
1955000,5371.93,-59563.609375,391,87.4864,5197.01,391,76.8188
