Reward Loss,Real Det Return,Itration,Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Running Forward KL
-19092.87890625,678.55,403,30.5403,2015000,403,107.9,76.0782
-19230.60546875,448.89,404,31.0764,2020000,404,-11.17,77.03
-19192.515625,804.87,405,34.0235,2025000,405,295.18,77.3291
-19167.853515625,740.09,406,30.1807,2030000,406,120.47,76.2511
-19162.44921875,594.7,407,30.0833,2035000,407,111.97,76.4066
-19043.92578125,594.5,408,30.1871,2040000,408,124.13,76.2238
-19241.322265625,384.6,409,34.4089,2045000,409,152.16,77.2564
-19208.041015625,589.35,410,30.3433,2050000,410,27.94,76.2943
-19191.73046875,693.99,411,30.3575,2055000,411,120.47,76.0967
-19248.23828125,398.82,412,33.9453,2060000,412,222.36,76.4769
-19249.3671875,377.4,413,37.3357,2065000,413,62.41,76.7869
-19167.162109375,527.66,414,31.8484,2070000,414,79.21,76.185
-19236.779296875,636.7,415,33.38,2075000,415,102.66,77.0711
-19110.138671875,589.02,416,29.7315,2080000,416,107.37,76.1988
-19289.8203125,643.62,417,33.8421,2085000,417,247.66,77.6134
-19243.9921875,718.42,418,29.5609,2090000,418,111.55,75.9095
-19340.443359375,750.81,419,33.3396,2095000,419,278.24,77.2729
-19390.3125,-1247.0,420,138.6811,2100000,420,-935.44,88.7036
-19504.6875,-1079.76,421,294.2691,2105000,421,-686.52,108.1567
-19088.701171875,-144.5,422,126.7218,2110000,422,-131.7,93.0566
-19271.46875,-1563.98,423,79.621,2115000,423,-1118.32,81.8385
-19033.34375,-1361.42,424,190.341,2120000,424,-708.26,82.0327
-19304.568359375,-14.14,425,42.8236,2125000,425,-16.57,80.8564
-19237.576171875,-7.44,426,66.668,2130000,426,-20.27,81.3894
-19304.4765625,10.25,427,115.2488,2135000,427,-158.61,81.418
-19229.83984375,-74.73,428,39.2358,2140000,428,-8.3,79.1086
-19269.736328125,-11.4,429,34.8814,2145000,429,-11.74,77.918
-19292.609375,-4.88,430,37.0816,2150000,430,-10.54,76.7885
-19296.51953125,-8.46,431,41.2348,2155000,431,-17.79,77.8725
-19279.076171875,-4.47,432,38.7395,2160000,432,1.51,77.5145
-19277.998046875,175.36,433,35.1522,2165000,433,46.24,77.345
-19292.755859375,185.62,434,31.5739,2170000,434,37.44,77.1603
-19304.068359375,428.75,435,38.2533,2175000,435,32.93,76.7792
-19158.40234375,548.62,436,29.5141,2180000,436,35.03,76.0865
-19121.94921875,419.76,437,31.2035,2185000,437,80.92,76.1986
-19260.271484375,297.98,438,30.4035,2190000,438,40.34,76.9473
-19254.638671875,663.66,439,30.283,2195000,439,66.09,76.2266
-19294.46875,531.81,440,29.7795,2200000,440,49.84,76.9905
-19452.51171875,-2512.13,441,469.2243,2205000,441,-2224.59,93.2181
-19574.080078125,-2246.58,442,545.4338,2210000,442,-2249.61,109.9352
-19455.37109375,-1160.75,443,431.9847,2215000,443,-985.94,96.2918
-18318.48828125,-40.55,444,260.3967,2220000,444,-110.56,91.3746
-19214.150390625,-60.77,445,69.9248,2225000,445,-79.87,84.2617
-19033.916015625,-18.53,446,48.214,2230000,446,-25.61,80.5194
-19237.10546875,-10.76,447,45.6861,2235000,447,-12.95,79.3965
-19354.072265625,-7.15,448,54.1686,2240000,448,-4.55,79.0826
-19347.953125,-7.34,449,71.999,2245000,449,-2.71,79.7195
-19191.271484375,30.86,450,36.9977,2250000,450,-8.1,77.3902
-19289.0390625,-8.38,451,34.0191,2255000,451,-4.9,76.9995
-19281.21875,-5.05,452,32.8036,2260000,452,-3.87,75.673
-19268.291015625,-5.26,453,33.3163,2265000,453,-3.92,76.9592
-19308.689453125,-2.15,454,31.3458,2270000,454,-2.91,75.4913
-19375.0078125,19.7,455,35.1129,2275000,455,-2.23,76.2805
-19265.4921875,44.66,456,35.5245,2280000,456,3.93,76.6032
-19225.96484375,-0.32,457,33.9283,2285000,457,-1.78,76.5
-19277.259765625,98.0,458,39.3092,2290000,458,5.35,76.6879
-19176.599609375,185.05,459,37.8506,2295000,459,27.78,76.3204
-19308.01953125,462.14,460,32.9903,2300000,460,41.18,76.4598
-19351.75390625,362.04,461,30.3071,2305000,461,59.65,76.124
-19291.875,545.83,462,33.7024,2310000,462,90.43,76.5915
-19408.759765625,619.36,463,29.9646,2315000,463,66.85,77.091
-19317.458984375,804.32,464,29.7147,2320000,464,115.11,76.2293
-19454.740234375,579.2,465,30.0184,2325000,465,123.59,76.2718
-19441.546875,575.71,466,30.0753,2330000,466,112.89,75.5522
-18782.330078125,-471.27,467,93.3638,2335000,467,-349.45,78.0455
-19330.76171875,679.83,468,33.7688,2340000,468,130.2,75.5773
-19391.189453125,-39.35,469,87.3412,2345000,469,-25.43,77.6456
-19357.68359375,695.89,470,29.8149,2350000,470,90.07,76.8057
-19413.833984375,679.87,471,30.761,2355000,471,100.85,76.2953
-19334.28125,670.06,472,30.18,2360000,472,95.02,75.6348
-19368.130859375,625.8,473,30.074,2365000,473,93.16,76.6153
-19394.91796875,719.26,474,29.9065,2370000,474,85.3,76.9883
-19467.421875,834.01,475,31.069,2375000,475,148.04,76.1879
-19397.908203125,819.23,476,30.1002,2380000,476,129.55,75.7372
-19411.6328125,526.97,477,29.6911,2385000,477,100.69,76.9319
-19388.52734375,726.52,478,30.0627,2390000,478,88.99,76.8819
-19378.732421875,823.96,479,30.1765,2395000,479,138.02,76.8895
-19392.962890625,675.64,480,29.8221,2400000,480,105.78,76.3428
-19440.857421875,702.24,481,30.9519,2405000,481,128.95,75.2004
-19421.20703125,680.94,482,30.8963,2410000,482,119.56,75.755
-19450.9140625,839.5,483,31.6613,2415000,483,200.63,76.7698
-19425.6953125,779.62,484,30.2735,2420000,484,134.1,76.6656
-19371.44140625,682.83,485,30.373,2425000,485,97.79,75.766
-19417.271484375,687.32,486,30.3101,2430000,486,110.32,76.5625
-19446.1328125,836.42,487,30.4033,2435000,487,124.13,77.0321
-19390.521484375,889.19,488,29.7291,2440000,488,132.9,75.8821
-19519.017578125,420.7,489,31.6699,2445000,489,197.14,76.7613
-19514.048828125,643.03,490,32.5216,2450000,490,179.4,76.709
-19447.75390625,740.43,491,30.4575,2455000,491,115.8,76.5153
-19531.37109375,594.58,492,32.9959,2460000,492,237.03,76.811
-19409.375,787.73,493,30.1971,2465000,493,169.23,77.0116
-19423.9921875,739.96,494,29.7463,2470000,494,124.31,76.642
-19514.869140625,442.37,495,32.4996,2475000,495,197.66,77.4245
-19503.189453125,491.03,496,33.159,2480000,496,193.65,76.4453
-19510.66015625,515.84,497,33.7261,2485000,497,95.78,77.4385
-18955.46875,-709.44,498,83.989,2490000,498,-285.22,83.4578
-19392.138671875,-1406.24,499,132.4562,2495000,499,-1206.88,93.9172
-19598.392578125,-336.41,500,293.1011,2500000,500,-837.83,95.2972
-19434.666015625,-37.34,501,70.9656,2505000,501,-67.32,86.2296
-19408.919921875,-8.09,502,54.0487,2510000,502,-9.86,82.9354
-19458.177734375,-5.39,503,50.9187,2515000,503,-4.64,79.4427
-19416.75390625,-3.63,504,37.1767,2520000,504,-4.48,77.8247
-19414.345703125,-3.47,505,35.6534,2525000,505,-3.6,77.5514
-19341.94921875,-3.67,506,33.8073,2530000,506,-4.58,76.2337
-19299.26171875,-0.01,507,32.3441,2535000,507,-4.46,77.2121
-19283.6796875,-3.02,508,30.7266,2540000,508,-0.56,75.891
-19346.6953125,2.32,509,31.2433,2545000,509,1.01,76.4738
-19320.763671875,142.17,510,30.5738,2550000,510,-2.27,76.305
-19281.626953125,144.33,511,31.0375,2555000,511,19.39,75.8899
-19355.939453125,97.73,512,35.025,2560000,512,14.0,77.5477
-19393.611328125,146.91,513,30.888,2565000,513,30.65,76.1111
-19357.587890625,241.18,514,31.1036,2570000,514,13.62,76.6752
-19382.53125,433.44,515,30.5479,2575000,515,59.99,74.9919
-19360.744140625,439.58,516,29.8998,2580000,516,73.54,76.1191
-19440.13671875,486.37,517,30.1074,2585000,517,75.02,76.36
-19367.69921875,628.24,518,30.371,2590000,518,110.21,76.297
-19564.826171875,537.44,519,33.5961,2595000,519,234.01,76.2192
-19531.763671875,485.66,520,34.1234,2600000,520,221.58,76.2714
-19490.634765625,350.1,521,33.7944,2605000,521,200.85,76.8113
-19472.828125,393.84,522,30.4094,2610000,522,60.35,76.4091
-19369.212890625,630.13,523,30.4587,2615000,523,95.58,76.3744
-19442.623046875,634.37,524,29.7786,2620000,524,118.96,75.7665
-19390.900390625,629.35,525,30.242,2625000,525,69.7,76.1515
-19506.87109375,670.78,526,30.2464,2630000,526,121.73,76.8587
-19402.9609375,583.2,527,29.9847,2635000,527,88.79,75.9279
-19409.064453125,532.96,528,29.8033,2640000,528,113.51,75.1859
-19447.435546875,635.55,529,29.6782,2645000,529,113.12,76.0958
-19514.408203125,773.49,530,29.6121,2650000,530,83.94,76.0798
-19458.859375,726.4,531,29.7426,2655000,531,118.21,76.859
-19517.25,589.89,532,38.1714,2660000,532,270.6,76.8526
-19479.43359375,783.32,533,36.8824,2665000,533,353.99,77.2739
-19495.869140625,676.15,534,29.6684,2670000,534,107.77,75.5448
-19476.92578125,492.56,535,29.6125,2675000,535,86.93,75.2097
-19484.5234375,684.67,536,29.8163,2680000,536,108.94,76.0994
-19486.048828125,727.93,537,29.7739,2685000,537,132.74,76.2547
-19468.841796875,681.8,538,29.7811,2690000,538,112.97,75.6917
-19530.650390625,639.0,539,29.7154,2695000,539,117.41,76.6029
-19498.431640625,535.77,540,29.9467,2700000,540,72.54,76.1568
-19500.576171875,536.66,541,29.6205,2705000,541,109.42,75.8628
-19479.98828125,734.25,542,30.3613,2710000,542,136.54,76.3499
-19519.435546875,695.27,543,32.9216,2715000,543,286.13,76.1926
-19489.37890625,637.16,544,30.002,2720000,544,149.24,75.9702
-19534.083984375,593.27,545,30.1136,2725000,545,174.75,75.8881
-19530.6796875,689.01,546,30.0879,2730000,546,144.81,76.164
-19481.72265625,684.31,547,30.1603,2735000,547,110.37,76.9052
-19451.248046875,732.58,548,30.1628,2740000,548,136.66,75.9718
-19499.8046875,683.2,549,29.8151,2745000,549,106.96,75.9769
-19561.171875,689.06,550,29.682,2750000,550,97.24,76.3746
-19567.458984375,698.86,551,33.5134,2755000,551,335.45,76.8165
-19534.18359375,686.34,552,29.7073,2760000,552,138.66,75.4738
-19456.94921875,540.53,553,30.2631,2765000,553,140.38,75.4349
-19503.6015625,637.09,554,29.6864,2770000,554,123.97,76.1622
-19500.626953125,679.59,555,29.6608,2775000,555,114.23,76.0814
-19494.244140625,638.54,556,29.6367,2780000,556,133.05,76.6818
-19573.037109375,688.37,557,29.6117,2785000,557,121.17,76.6278
-19523.072265625,788.31,558,29.9207,2790000,558,158.05,76.6821
-19527.505859375,640.8,559,29.9146,2795000,559,120.06,75.9776
-19503.2421875,739.5,560,29.8619,2800000,560,137.69,76.6494
-19483.8671875,640.46,561,29.8452,2805000,561,146.01,76.2795
-19563.23046875,739.47,562,29.7315,2810000,562,124.07,76.1995
-19507.625,591.01,563,30.1248,2815000,563,147.7,76.1139
-19562.5390625,739.59,564,29.8361,2820000,564,158.0,76.7104
-19591.740234375,696.21,565,33.4154,2825000,565,304.42,78.0274
-19608.947265625,788.24,566,33.8846,2830000,566,286.28,76.5887
-19586.154296875,531.93,567,50.7967,2835000,567,118.42,76.9324
-19667.1796875,314.1,568,61.637,2840000,568,-120.41,80.8642
-19614.162109375,-331.23,569,227.3455,2845000,569,-1066.31,94.1562
-19422.15625,-6.73,570,56.4973,2850000,570,-7.77,81.9784
-19502.212890625,-3.42,571,43.7413,2855000,571,-2.67,79.9499
-19498.4140625,-1.79,572,36.2174,2860000,572,-2.71,78.0878
-19423.53125,0.92,573,34.7743,2865000,573,0.0,77.8521
-19527.080078125,1.95,574,33.9127,2870000,574,-0.57,77.6107
-19411.060546875,2.41,575,32.8673,2875000,575,1.52,76.2813
-19391.201171875,0.92,576,33.3442,2880000,576,1.59,76.4248
-19531.513671875,4.12,577,44.8132,2885000,577,1.45,77.9151
-19411.75,4.68,578,31.2612,2890000,578,12.62,76.6933
-19420.5625,200.25,579,32.8072,2895000,579,14.9,76.2014
-19432.09765625,152.64,580,33.8153,2900000,580,33.1,76.2291
-19503.0625,592.6,581,29.8151,2905000,581,121.78,76.0647
-19575.65625,586.23,582,30.0444,2910000,582,118.28,76.4831
-19548.751953125,589.1,583,29.6425,2915000,583,152.74,75.3699
-19563.01171875,637.31,584,29.6681,2920000,584,69.76,75.3035
-19594.693359375,786.01,585,29.7306,2925000,585,127.77,76.6529
-19620.708984375,635.65,586,30.0303,2930000,586,126.58,76.811
-19585.265625,829.83,587,29.8365,2935000,587,142.58,76.0881
-19601.07421875,777.34,588,29.8395,2940000,588,123.52,76.2554
-19588.09375,682.42,589,29.5976,2945000,589,112.9,76.5084
-19605.96875,682.03,590,29.9109,2950000,590,120.2,76.1743
-19604.248046875,634.35,591,30.1683,2955000,591,119.86,76.122
-19620.078125,543.3,592,40.6092,2960000,592,230.09,77.2707
-19607.5546875,592.0,593,33.2065,2965000,593,276.28,77.1622
-19587.70703125,536.11,594,33.3938,2970000,594,184.03,76.0835
-19607.27734375,729.87,595,29.8606,2975000,595,149.23,76.1243
-19536.533203125,792.92,596,37.8059,2980000,596,291.47,76.1553
-19555.2109375,333.99,597,37.6163,2985000,597,101.48,76.0272
-19596.48828125,722.46,598,30.2975,2990000,598,113.92,75.53
-19455.193359375,291.92,599,33.3198,2995000,599,155.95,75.519
