Running Update Time,Real Det Return,Running Env Steps,Running Forward KL,Reward Loss,Running Reverse KL,Itration,Real Sto Return
386,5981.79,1930000,69.5423,-10776.4990234375,50.3855,386,5059.58
387,5719.46,1935000,70.5804,-11108.861328125,56.8984,387,5306.34
388,5882.65,1940000,72.7761,-11465.2978515625,58.9423,388,5142.27
389,5629.98,1945000,71.14,-11350.9638671875,56.8652,389,4956.87
390,5946.19,1950000,73.4657,-11443.28515625,58.8941,390,4700.84
391,5774.58,1955000,69.1155,-11111.6005859375,50.8216,391,4463.9
392,5429.37,1960000,72.7425,-11465.7001953125,57.4574,392,4774.17
393,5921.74,1965000,72.5729,-11650.52734375,58.5698,393,4355.82
394,5771.6,1970000,70.8129,-11429.42578125,55.0593,394,4068.27
395,5560.32,1975000,71.011,-11009.3974609375,54.256,395,4681.33
396,4627.89,1980000,72.0546,-11337.4951171875,52.9224,396,5074.62
397,5799.82,1985000,70.5592,-11148.666015625,52.5904,397,4406.57
398,5609.82,1990000,70.7956,-11486.73828125,54.2214,398,4922.92
399,5978.99,1995000,73.9325,-11974.5986328125,61.9181,399,5339.78
400,5737.15,2000000,74.1649,-11950.0341796875,58.1371,400,4501.54
401,5492.99,2005000,74.9679,-11738.7255859375,63.0998,401,5421.16
402,5165.26,2010000,74.8488,-12054.548828125,60.3941,402,4476.83
403,5713.0,2015000,68.1881,-10836.1357421875,48.4027,403,4651.26
404,5980.23,2020000,69.569,-11342.7216796875,53.6803,404,4877.47
405,5734.48,2025000,71.4391,-11495.4462890625,55.7869,405,5119.07
406,5770.99,2030000,72.1449,-11951.75,58.4067,406,5156.23
407,5953.7,2035000,71.8541,-11462.513671875,56.5516,407,5303.54
408,5972.27,2040000,74.2754,-12159.5615234375,63.9725,408,5010.36
409,5982.26,2045000,74.9724,-12212.0205078125,63.1292,409,5118.04
410,5926.72,2050000,71.702,-11916.873046875,58.2806,410,5310.12
411,5375.41,2055000,71.0931,-11683.8984375,56.3391,411,4613.34
412,5499.94,2060000,71.8927,-11725.5283203125,55.0902,412,4647.33
413,5909.32,2065000,76.7433,-12408.96875,64.4089,413,5047.56
414,6010.59,2070000,76.6985,-12429.5830078125,65.2635,414,5427.6
415,5376.94,2075000,75.9349,-12300.9462890625,66.1675,415,4955.28
416,5219.38,2080000,71.8232,-11607.013671875,58.1516,416,4625.3
417,5896.96,2085000,71.42,-11749.3720703125,59.6771,417,4489.58
418,5933.4,2090000,75.5286,-12179.701171875,64.2863,418,4941.73
419,5470.83,2095000,74.3164,-12025.2001953125,60.8204,419,4994.38
420,-2504.4,2100000,137.2558,-5659.66796875,265.5508,420,-2571.99
421,-549.35,2105000,99.7244,-7152.7373046875,147.2964,421,-175.64
422,-785.77,2110000,91.3209,-7977.43701171875,204.9453,422,-928.32
423,-1812.73,2115000,88.0178,-8418.6728515625,285.589,423,-1435.27
424,-912.76,2120000,112.6697,-7022.93701171875,187.3223,424,-979.39
425,-970.82,2125000,96.0483,-8126.85009765625,234.3413,425,-570.87
426,-599.31,2130000,86.3904,-7687.126953125,335.8733,426,-614.74
427,-556.28,2135000,87.3405,-7732.10546875,398.3712,427,-465.44
428,8.25,2140000,88.6681,-8077.98779296875,86.3708,428,40.95
429,24.86,2145000,82.942,-8704.8671875,90.8001,429,-153.15
430,-296.53,2150000,75.7076,-8219.6787109375,148.2311,430,-98.39
431,163.01,2155000,78.0621,-8028.8017578125,223.2643,431,75.43
432,-38.56,2160000,77.3894,-8487.4541015625,100.0087,432,-56.68
433,-485.71,2165000,86.0485,-9433.365234375,261.4033,433,-486.2
434,-55.62,2170000,83.0197,-8585.57421875,354.4014,434,-48.1
435,376.73,2175000,76.1104,-9200.859375,155.2914,435,565.96
436,765.75,2180000,73.183,-8881.857421875,61.7897,436,692.36
437,984.53,2185000,76.7347,-9448.904296875,220.562,437,949.69
438,451.2,2190000,76.7484,-10170.9306640625,210.5843,438,943.54
439,768.87,2195000,76.0835,-9658.7509765625,128.4096,439,582.9
440,922.52,2200000,76.2621,-10273.8564453125,84.8151,440,963.63
441,2157.28,2205000,76.9582,-10603.9833984375,160.531,441,2032.6
442,1626.19,2210000,76.7287,-11250.822265625,115.73,442,2063.5
443,1758.85,2215000,75.23,-11009.7294921875,112.415,443,1799.7
444,1962.74,2220000,75.089,-11516.03125,89.5989,444,2045.84
445,2758.37,2225000,75.5715,-11444.076171875,82.8241,445,2135.18
446,2953.71,2230000,78.3209,-11394.2431640625,108.5417,446,2818.66
447,2833.05,2235000,78.5007,-11176.4453125,108.1617,447,2465.7
448,2899.25,2240000,75.1308,-11966.30078125,57.7906,448,3078.89
449,3812.05,2245000,76.6987,-12017.017578125,66.562,449,2528.93
450,2940.74,2250000,75.1469,-11682.3046875,69.1344,450,2850.6
451,2070.18,2255000,74.1141,-11381.0791015625,74.5973,451,2355.37
452,2764.87,2260000,74.922,-11704.2177734375,115.5756,452,1938.39
453,3032.78,2265000,78.1528,-12120.9990234375,98.3065,453,2892.0
454,2843.23,2270000,77.0991,-12216.5126953125,57.2014,454,2274.39
455,2948.46,2275000,75.5569,-11482.2197265625,69.8913,455,2217.58
456,3687.27,2280000,74.14,-11546.501953125,60.5641,456,2702.84
457,3629.02,2285000,76.1401,-12363.8779296875,64.2547,457,2767.47
458,3693.44,2290000,76.9023,-11604.1474609375,94.8858,458,3541.55
459,3656.86,2295000,78.278,-12374.8876953125,67.3403,459,2641.98
460,3163.6,2300000,77.3831,-11848.0712890625,72.1551,460,2576.98
461,4235.76,2305000,79.4576,-12503.736328125,59.2173,461,2707.34
462,3925.38,2310000,80.2272,-12292.158203125,67.8362,462,3666.92
463,3803.31,2315000,78.1831,-11946.435546875,68.3099,463,2871.5
464,3666.4,2320000,78.5581,-12317.4912109375,60.8042,464,3725.36
465,4319.51,2325000,76.8387,-11969.201171875,57.5267,465,3732.0
466,4035.24,2330000,76.1796,-12192.5517578125,73.905,466,3569.95
467,4072.2,2335000,78.1348,-12448.9482421875,57.2125,467,3461.86
468,4458.69,2340000,75.6265,-12172.6591796875,66.3393,468,3179.19
469,3658.32,2345000,77.9941,-12708.1162109375,57.6413,469,3506.63
470,4490.83,2350000,77.6025,-12567.302734375,57.4761,470,3314.65
471,4237.12,2355000,75.2227,-12584.400390625,56.3114,471,3144.01
472,3223.79,2360000,77.1549,-12238.0048828125,55.1319,472,2864.42
473,4333.74,2365000,75.1542,-12453.0810546875,56.4344,473,3257.04
474,4131.3,2370000,76.1884,-12501.4970703125,70.9615,474,3081.39
475,3812.12,2375000,77.1277,-12399.5625,54.9767,475,3470.26
476,3653.49,2380000,74.565,-12270.650390625,66.3463,476,3011.05
477,4220.8,2385000,75.7457,-12651.4609375,54.2941,477,3602.33
478,4389.79,2390000,74.6126,-12485.44921875,83.8804,478,4011.21
479,4468.84,2395000,73.1819,-12366.73046875,54.485,479,3241.72
480,4579.8,2400000,74.855,-12596.2314453125,55.4386,480,3544.85
481,3811.26,2405000,75.4297,-12575.103515625,75.6357,481,3862.39
482,4081.15,2410000,72.3432,-12379.70703125,53.2561,482,3451.61
483,4582.72,2415000,74.2974,-12874.2080078125,57.934,483,4064.77
484,4358.6,2420000,73.5191,-12817.62109375,69.0367,484,3379.24
485,4231.29,2425000,72.5795,-11994.388671875,66.7394,485,3728.0
486,4010.76,2430000,74.6633,-12446.546875,80.7186,486,3215.75
487,4215.22,2435000,73.4409,-12357.1865234375,86.9304,487,3436.91
488,3825.7,2440000,73.5731,-12191.6123046875,65.7549,488,3133.64
489,4561.36,2445000,71.3545,-12479.265625,63.298,489,3478.35
490,3833.57,2450000,74.2866,-12920.40625,58.6024,490,3407.0
491,4751.65,2455000,73.0017,-12455.73828125,71.4485,491,4098.59
492,4873.44,2460000,73.6772,-12823.8173828125,55.261,492,3559.09
493,4119.3,2465000,72.6276,-12238.369140625,61.7238,493,4019.91
494,4412.75,2470000,75.4176,-13179.5087890625,57.5313,494,3326.88
495,3488.15,2475000,74.7952,-13049.15234375,57.241,495,3111.37
496,4671.92,2480000,72.1951,-12463.9580078125,52.9757,496,3746.27
497,4743.07,2485000,74.6217,-12706.9990234375,109.9253,497,3842.57
498,4766.3,2490000,71.5906,-12597.1015625,53.0829,498,3375.11
499,4338.91,2495000,74.2873,-12489.5634765625,55.2589,499,4294.42
500,4383.4,2500000,72.3691,-12853.1591796875,51.5242,500,3973.67
501,4549.89,2505000,74.8128,-12913.880859375,55.9802,501,3568.38
502,4147.24,2510000,75.674,-13163.875,56.263,502,3568.88
503,4397.18,2515000,75.0294,-12620.9140625,55.0809,503,3410.4
504,3839.34,2520000,72.5925,-12762.05078125,55.0996,504,2942.83
505,4259.89,2525000,71.9268,-12083.109375,66.8289,505,2627.02
506,4801.26,2530000,74.5177,-13029.857421875,71.3582,506,4304.13
507,4369.25,2535000,74.2468,-13162.5078125,57.3883,507,3876.85
508,4233.74,2540000,77.4261,-13703.515625,59.0626,508,3626.8
509,4427.54,2545000,77.6444,-13580.03515625,59.2271,509,3443.27
510,4811.35,2550000,79.3989,-13648.0849609375,62.2184,510,4289.0
511,4763.1,2555000,75.8192,-13387.0888671875,56.6517,511,4109.81
512,4525.43,2560000,78.8964,-14065.533203125,62.2645,512,4018.09
513,4493.87,2565000,75.7915,-13367.08984375,61.888,513,3053.79
514,4334.58,2570000,76.6876,-13882.0283203125,61.986,514,3118.81
515,4551.68,2575000,77.6877,-13582.4677734375,83.3363,515,3505.77
516,4744.5,2580000,75.2497,-13124.3818359375,89.0456,516,3810.28
517,4460.06,2585000,77.3468,-14014.380859375,61.4565,517,4131.32
518,4464.42,2590000,73.938,-13130.9140625,58.3206,518,4165.38
519,4944.7,2595000,79.518,-13930.986328125,67.2313,519,3608.97
520,4560.96,2600000,78.6344,-13959.7041015625,65.3674,520,3741.03
521,4609.96,2605000,78.436,-13440.83984375,68.3652,521,4091.94
522,4583.24,2610000,78.0877,-13668.7373046875,71.4179,522,4510.89
523,4803.35,2615000,75.2875,-13261.6259765625,65.5952,523,3410.38
524,4710.54,2620000,79.6935,-14255.796875,68.3176,524,3919.99
525,4493.64,2625000,75.0084,-13591.125,68.3776,525,3942.12
526,4264.72,2630000,79.5727,-14229.6083984375,67.6747,526,3735.48
527,4552.52,2635000,74.6102,-13480.9384765625,71.6613,527,3745.35
528,4352.2,2640000,75.9137,-13562.1953125,85.1119,528,3568.03
529,4957.36,2645000,78.6743,-13924.888671875,62.6791,529,4424.81
530,4895.61,2650000,75.4399,-13679.765625,69.3753,530,4419.12
531,3980.13,2655000,74.2156,-13556.9970703125,58.3324,531,3895.81
532,4799.19,2660000,75.8086,-13907.86328125,64.7401,532,3732.17
533,4374.84,2665000,76.369,-14366.2314453125,62.0483,533,3678.97
534,4652.74,2670000,76.0407,-13653.6474609375,85.7227,534,4225.18
535,4590.46,2675000,77.3234,-13882.7578125,63.17,535,3793.63
536,4979.21,2680000,78.8402,-14527.576171875,66.1169,536,4135.6
537,4844.69,2685000,78.5037,-14227.9765625,65.9561,537,3837.09
538,5189.29,2690000,76.9748,-14089.6474609375,61.8951,538,4623.4
539,4646.19,2695000,76.0148,-14101.7861328125,61.594,539,4555.62
540,4553.72,2700000,76.9867,-14425.958984375,61.0557,540,4323.16
541,5060.86,2705000,76.2633,-14119.451171875,69.9761,541,4466.19
542,4887.27,2710000,76.103,-14434.10546875,60.4622,542,4464.59
543,4627.01,2715000,74.4383,-14035.69921875,62.5589,543,4569.33
544,4584.38,2720000,76.7917,-14410.6728515625,63.4443,544,4339.46
545,4801.8,2725000,75.2006,-14233.2568359375,62.094,545,3811.31
546,3965.37,2730000,76.7656,-14563.8203125,65.2414,546,3802.71
547,4594.44,2735000,77.0428,-14581.78125,65.071,547,4003.53
548,4129.6,2740000,75.2703,-14548.2333984375,62.7892,548,3878.87
549,4249.07,2745000,78.0049,-14686.45703125,63.1871,549,3749.8
550,4337.34,2750000,76.3523,-14264.7060546875,63.2791,550,4219.67
551,4270.37,2755000,77.536,-14312.6826171875,93.0394,551,3748.89
552,4592.52,2760000,76.7109,-14656.333984375,63.7607,552,3418.69
553,4557.44,2765000,76.4693,-14550.681640625,64.8426,553,3287.96
554,4240.91,2770000,74.3804,-14796.021484375,62.7749,554,3820.59
555,4202.09,2775000,76.3946,-14727.4541015625,65.5261,555,3766.62
556,4299.7,2780000,73.9013,-14184.4765625,91.0153,556,4160.98
557,5000.79,2785000,75.2025,-14745.4814453125,63.7589,557,4332.97
558,3918.77,2790000,74.7959,-14638.3818359375,63.6797,558,4174.29
559,4375.76,2795000,74.8343,-14566.4775390625,63.0464,559,3970.51
560,4488.74,2800000,73.3865,-14039.1220703125,60.7783,560,2959.44
561,4241.24,2805000,75.0183,-14160.3564453125,59.8416,561,3661.36
562,4430.22,2810000,75.8485,-14384.1455078125,61.305,562,3414.64
563,4362.88,2815000,77.7757,-14583.4755859375,64.3072,563,4220.77
564,5006.39,2820000,77.1005,-14374.857421875,77.0904,564,4686.89
565,4883.61,2825000,74.3841,-14220.845703125,71.7807,565,4200.68
566,4126.03,2830000,76.195,-14654.1806640625,64.0958,566,4585.05
567,5494.76,2835000,75.0027,-14938.931640625,64.1631,567,4667.26
568,4766.36,2840000,76.0133,-14805.427734375,69.0938,568,4722.22
569,5199.44,2845000,76.4487,-14781.6962890625,69.3545,569,4127.8
570,4798.74,2850000,76.3159,-14944.404296875,65.2738,570,4686.18
571,4947.95,2855000,75.1452,-14728.4560546875,65.4351,571,4813.13
572,5302.45,2860000,75.0759,-14735.25,66.9893,572,4945.82
573,4982.13,2865000,77.2445,-14839.9482421875,71.5168,573,4776.96
574,4879.98,2870000,77.1559,-14703.8408203125,68.3407,574,4516.15
575,5073.49,2875000,76.3168,-14791.025390625,66.7214,575,4535.35
576,5303.33,2880000,73.2694,-14632.794921875,64.3386,576,4863.93
577,5225.56,2885000,76.5441,-14693.865234375,68.2238,577,4859.48
578,5096.45,2890000,77.9385,-14689.3427734375,68.0208,578,4221.71
579,4862.37,2895000,78.0098,-14691.984375,70.2251,579,4052.1
580,4890.81,2900000,76.3094,-14736.8642578125,63.4753,580,4277.83
581,4941.28,2905000,75.3726,-14513.880859375,66.1577,581,4695.06
582,5148.9,2910000,75.5029,-14827.375,65.844,582,4453.07
583,4879.74,2915000,73.7594,-14603.9013671875,62.3489,583,4861.23
584,4811.49,2920000,74.9904,-14955.09375,62.3792,584,4743.72
585,4934.17,2925000,75.2867,-14929.8037109375,63.9165,585,4346.67
586,5379.37,2930000,76.304,-15079.7587890625,68.6999,586,4808.42
587,4988.7,2935000,74.8992,-14811.4072265625,63.2232,587,4765.11
588,5058.52,2940000,75.7152,-15009.587890625,67.2091,588,4332.06
589,5186.92,2945000,75.1243,-14222.720703125,99.9391,589,4403.33
590,5295.76,2950000,76.5753,-15182.8310546875,67.379,590,4796.26
591,5040.34,2955000,75.5091,-15139.126953125,63.2516,591,4368.8
592,4640.98,2960000,75.6851,-15058.9541015625,64.1906,592,4528.94
593,4745.68,2965000,75.3359,-14862.392578125,61.5139,593,4098.74
594,5260.49,2970000,74.629,-15092.4375,71.2477,594,4848.8
595,4836.73,2975000,75.9633,-14861.6181640625,68.3436,595,4658.96
596,5032.26,2980000,75.3391,-15246.0224609375,72.8857,596,4322.33
597,5079.71,2985000,76.0452,-15363.365234375,67.1907,597,4385.83
598,4933.73,2990000,74.787,-15033.9658203125,66.7242,598,4252.03
599,4464.66,2995000,75.7671,-15449.0947265625,64.5813,599,4488.4
