Running Reverse KL,Real Sto Return,Itration,Reward Loss,Running Update Time,Running Forward KL,Running Env Steps,Real Det Return
15.1972,1964.38,393,-62973.0390625,393,156.7484,1965000,2300.9
15.2503,1957.07,394,-63114.56640625,394,156.558,1970000,2271.48
15.267,1971.17,395,-63180.6171875,395,156.5201,1975000,2320.83
15.168,1944.2,396,-63277.046875,396,156.5634,1980000,2283.37
15.3571,1952.9,397,-63410.9140625,397,156.797,1985000,2306.47
15.175,1975.14,398,-63479.30859375,398,156.623,1990000,2322.05
15.2656,1952.54,399,-63541.03125,399,156.4698,1995000,2292.63
15.2572,1967.47,400,-63812.140625,400,156.6752,2000000,2324.54
15.1505,1958.16,401,-63863.26953125,401,156.6594,2005000,2317.04
15.2618,1959.39,402,-64192.2578125,402,156.6806,2010000,2293.85
15.0676,1968.86,403,-64131.53515625,403,156.5639,2015000,2320.1
15.1563,1954.31,404,-64323.66796875,404,156.5898,2020000,2299.19
15.0778,1965.93,405,-64269.73046875,405,156.6396,2025000,2322.76
15.2528,1961.07,406,-64260.3046875,406,156.5894,2030000,2316.26
14.9644,1949.01,407,-64604.87890625,407,156.6366,2035000,2314.47
15.2656,1973.7,408,-64478.00390625,408,156.6845,2040000,2311.14
15.2271,1983.35,409,-64750.02734375,409,156.5788,2045000,2312.82
15.0798,1952.51,410,-64708.3203125,410,156.5291,2050000,2278.1
15.0746,1942.7,411,-64842.79296875,411,156.4401,2055000,2292.21
15.0963,1954.5,412,-65120.40625,412,156.6819,2060000,2313.99
15.0504,1956.84,413,-65020.36328125,413,156.5926,2065000,2299.99
15.2328,1945.99,414,-65167.9453125,414,156.5926,2070000,2298.62
15.1634,1969.95,415,-65558.484375,415,156.5705,2075000,2317.16
15.0987,1964.26,416,-65575.4140625,416,156.5586,2080000,2319.01
15.1984,1983.22,417,-65572.1640625,417,156.6062,2085000,2312.36
15.1678,1970.43,418,-65799.1328125,418,156.7145,2090000,2293.03
15.1186,1950.69,419,-65936.6953125,419,156.3697,2095000,2292.42
15.1441,1954.52,420,-65734.1875,420,156.5364,2100000,2285.47
15.2335,1976.53,421,-66207.1953125,421,156.6362,2105000,2301.88
15.0986,1965.41,422,-66238.765625,422,156.5862,2110000,2312.59
15.3557,1982.47,423,-66491.671875,423,156.664,2115000,2321.48
15.1506,1946.55,424,-66287.7265625,424,156.6339,2120000,2289.3
15.0608,1958.43,425,-66438.1640625,425,156.74,2125000,2282.85
15.319,1957.91,426,-66528.515625,426,156.7945,2130000,2288.73
15.132,1942.6,427,-66486.3359375,427,156.7504,2135000,2280.64
15.1931,1947.07,428,-66448.1953125,428,156.3546,2140000,2278.49
15.3897,1970.11,429,-67181.7421875,429,156.6993,2145000,2314.73
15.3126,1970.16,430,-67289.1171875,430,156.5211,2150000,2313.83
15.1849,1955.89,431,-67208.34375,431,156.5957,2155000,2348.7
15.1427,1947.28,432,-67123.6328125,432,156.6564,2160000,2295.38
15.2943,1974.04,433,-67692.1796875,433,156.5982,2165000,2342.94
15.2149,1960.97,434,-67673.5390625,434,156.7456,2170000,2327.71
15.1423,1967.99,435,-67669.9453125,435,156.5915,2175000,2336.17
15.3691,1978.75,436,-67791.8671875,436,156.6231,2180000,2326.23
15.2577,1964.02,437,-67729.015625,437,156.6509,2185000,2314.67
15.1381,1962.99,438,-67996.171875,438,156.6921,2190000,2305.32
15.4063,1950.77,439,-68185.1171875,439,156.7304,2195000,2337.81
15.4453,1970.91,440,-68475.6875,440,156.6239,2200000,2327.66
15.2052,1982.6,441,-68406.8984375,441,156.6047,2205000,2318.67
15.3117,2002.43,442,-68627.8984375,442,156.562,2210000,2325.91
15.4421,1988.02,443,-68728.328125,443,156.6284,2215000,2342.56
15.3591,1987.87,444,-68542.96875,444,156.7313,2220000,2355.64
15.5097,1995.63,445,-68796.8125,445,156.6584,2225000,2324.36
15.3088,1975.04,446,-69017.890625,446,156.5823,2230000,2329.19
15.4712,1963.39,447,-69078.8515625,447,156.7134,2235000,2329.3
15.3585,1992.82,448,-69030.7421875,448,156.6538,2240000,2313.85
15.2293,1969.41,449,-69284.0546875,449,156.7288,2245000,2334.83
15.4538,1957.15,450,-69432.0625,450,156.5165,2250000,2342.03
15.2105,1973.02,451,-69265.09375,451,156.639,2255000,2304.71
15.2913,1969.23,452,-69586.3125,452,156.7066,2260000,2312.14
15.1963,1985.28,453,-69622.5859375,453,156.7421,2265000,2322.55
15.3032,1992.48,454,-69862.375,454,156.6302,2270000,2306.63
15.2916,1970.76,455,-69812.5703125,455,156.5782,2275000,2313.07
15.3796,1973.04,456,-70078.6875,456,156.5902,2280000,2317.7
15.2439,1981.09,457,-70039.3515625,457,156.6216,2285000,2291.58
15.3744,1971.53,458,-70107.8828125,458,156.6495,2290000,2316.61
15.2863,1981.48,459,-70386.6953125,459,156.6244,2295000,2304.82
15.3531,1984.83,460,-70409.921875,460,156.5944,2300000,2315.87
15.1692,1970.46,461,-70613.2734375,461,156.582,2305000,2317.7
15.288,1984.59,462,-70718.9921875,462,156.6146,2310000,2341.14
15.2492,1973.01,463,-70831.8828125,463,156.5528,2315000,2309.56
15.3244,1978.15,464,-71064.0,464,156.7335,2320000,2321.81
15.3015,1972.58,465,-71099.4609375,465,156.5205,2325000,2333.02
15.1253,1987.13,466,-71329.9609375,466,156.781,2330000,2337.41
15.3463,1973.89,467,-71322.609375,467,156.6211,2335000,2317.52
15.3353,1986.92,468,-71184.109375,468,156.6476,2340000,2322.8
15.3882,1990.3,469,-71613.625,469,156.7196,2345000,2352.5
15.3231,1985.84,470,-71580.4453125,470,156.5089,2350000,2333.74
15.4628,1977.05,471,-71903.21875,471,156.662,2355000,2336.3
15.2472,1986.04,472,-71879.9609375,472,156.6075,2360000,2336.44
15.3066,1978.51,473,-71812.1875,473,156.5788,2365000,2320.62
15.3246,1986.51,474,-72136.3828125,474,156.7131,2370000,2348.29
15.1561,1983.89,475,-72292.1328125,475,156.6493,2375000,2322.95
15.2335,1988.47,476,-71997.890625,476,156.6144,2380000,2333.58
15.3699,1969.42,477,-72450.8125,477,156.6374,2385000,2310.46
15.2256,1976.62,478,-72588.6953125,478,156.6485,2390000,2338.08
15.3628,1991.33,479,-72728.9375,479,156.6466,2395000,2331.35
15.3502,1985.0,480,-72874.171875,480,156.4492,2400000,2355.23
15.2302,1989.74,481,-72801.25,481,156.6152,2405000,2326.56
15.1184,1977.01,482,-72566.4921875,482,156.722,2410000,2315.58
15.1093,1971.23,483,-73000.7421875,483,156.5492,2415000,2334.27
15.1451,1973.58,484,-72829.8046875,484,156.743,2420000,2272.98
15.0803,1954.9,485,-73239.203125,485,156.5447,2425000,2329.08
15.2237,1984.75,486,-73207.8828125,486,156.7349,2430000,2324.22
15.1643,1965.04,487,-73207.0703125,487,156.7154,2435000,2328.3
15.2287,1953.63,488,-73355.1484375,488,156.7048,2440000,2300.97
15.1742,1984.13,489,-73798.125,489,156.4591,2445000,2362.78
15.0679,1974.84,490,-73911.421875,490,156.6112,2450000,2338.59
14.9136,1946.69,491,-73584.9375,491,156.5448,2455000,2280.75
15.2145,1941.41,492,-74063.671875,492,156.5359,2460000,2330.21
15.1826,1958.15,493,-74137.84375,493,156.677,2465000,2326.85
15.1451,1982.13,494,-73823.3984375,494,156.457,2470000,2315.4
15.1974,1986.0,495,-74459.609375,495,156.6238,2475000,2339.11
15.1442,1979.82,496,-74369.0078125,496,156.5409,2480000,2320.9
15.2101,1966.41,497,-74652.40625,497,156.6065,2485000,2333.39
15.226,1983.67,498,-74629.7265625,498,156.6593,2490000,2345.19
15.2277,1983.12,499,-74762.7578125,499,156.5561,2495000,2350.1
15.2903,1996.7,500,-74837.5625,500,156.6076,2500000,2367.26
15.1439,1983.59,501,-75008.34375,501,156.5689,2505000,2330.69
15.141,1986.64,502,-74994.3984375,502,156.5756,2510000,2350.79
14.9947,1988.0,503,-75318.5859375,503,156.5724,2515000,2365.92
15.259,1983.34,504,-75649.4140625,504,156.7417,2520000,2342.04
15.1855,1992.97,505,-75610.84375,505,156.5437,2525000,2359.32
15.0474,1985.77,506,-75392.140625,506,156.4604,2530000,2353.63
15.2156,1991.5,507,-75620.40625,507,156.6471,2535000,2333.24
15.1707,1977.57,508,-75753.359375,508,156.501,2540000,2335.18
15.2095,2001.62,509,-75896.265625,509,156.5809,2545000,2347.88
15.213,1972.13,510,-75883.40625,510,156.508,2550000,2332.84
15.1032,1973.11,511,-76049.40625,511,156.6214,2555000,2338.24
15.2819,1998.23,512,-76421.140625,512,156.5512,2560000,2364.16
15.0161,1965.91,513,-76266.078125,513,156.6285,2565000,2324.15
15.2555,1966.31,514,-76307.640625,514,156.6207,2570000,2335.0
15.2235,1974.26,515,-76449.390625,515,156.6093,2575000,2315.71
15.2175,1985.45,516,-76706.8046875,516,156.6026,2580000,2333.86
15.2578,1958.11,517,-76667.625,517,156.6645,2585000,2336.54
15.3054,1966.21,518,-76871.7890625,518,156.6075,2590000,2319.72
15.1916,1969.67,519,-76976.7734375,519,156.615,2595000,2337.17
15.0686,1969.81,520,-77269.7265625,520,156.4998,2600000,2342.17
14.9718,1977.78,521,-76793.1484375,521,156.562,2605000,2346.29
15.083,1966.71,522,-77222.328125,522,156.5695,2610000,2353.25
15.2242,1970.2,523,-77158.2265625,523,156.7239,2615000,2334.58
15.2758,1992.24,524,-77448.5234375,524,156.6435,2620000,2300.69
15.287,1988.97,525,-77483.3125,525,156.6192,2625000,2338.06
15.1091,1991.82,526,-77449.5546875,526,156.5195,2630000,2337.28
15.1783,1972.75,527,-77575.703125,527,156.6208,2635000,2319.16
15.2142,1980.64,528,-77918.890625,528,156.5468,2640000,2339.09
15.1638,1971.9,529,-77743.875,529,156.406,2645000,2331.96
15.137,1971.31,530,-78042.9375,530,156.5378,2650000,2323.19
14.9954,1955.78,531,-77705.03125,531,156.6801,2655000,2267.96
15.2543,1961.41,532,-77941.7421875,532,156.5521,2660000,2322.42
15.2588,1994.37,533,-78200.375,533,156.5389,2665000,2346.41
15.2898,1983.28,534,-78219.59375,534,156.5872,2670000,2322.79
14.9991,1995.09,535,-78606.3203125,535,156.4931,2675000,2333.73
15.1399,1974.26,536,-78352.0859375,536,156.5441,2680000,2317.46
15.1781,1973.33,537,-78622.59375,537,156.4836,2685000,2318.43
15.1586,1974.6,538,-78887.5859375,538,156.6179,2690000,2330.85
14.9696,1983.8,539,-78632.0,539,156.3913,2695000,2334.59
15.1064,1998.77,540,-79118.1484375,540,156.5948,2700000,2341.82
15.0037,1980.1,541,-78867.8828125,541,156.5562,2705000,2340.2
15.0551,1965.99,542,-79040.015625,542,156.5124,2710000,2324.52
15.037,1990.46,543,-79064.65625,543,156.5771,2715000,2334.07
15.1526,1985.97,544,-79351.046875,544,156.5665,2720000,2350.86
15.2126,1991.14,545,-79305.0546875,545,156.6134,2725000,2318.01
15.0564,1985.8,546,-79239.015625,546,156.4939,2730000,2316.22
15.1063,1977.2,547,-79558.1484375,547,156.6661,2735000,2325.56
15.0463,1974.4,548,-79604.9765625,548,156.6132,2740000,2324.71
15.1706,1986.1,549,-79731.765625,549,156.4296,2745000,2331.39
15.1895,1996.5,550,-80146.125,550,156.5761,2750000,2343.56
15.0586,1994.68,551,-79848.890625,551,156.5886,2755000,2332.15
15.0793,1998.17,552,-80155.8671875,552,156.5322,2760000,2330.27
14.9379,1989.17,553,-80200.6171875,553,156.4639,2765000,2331.43
15.0257,1986.71,554,-80427.1796875,554,156.4452,2770000,2345.24
15.0538,1981.2,555,-80408.828125,555,156.6897,2775000,2335.84
15.2485,1982.79,556,-80712.703125,556,156.3578,2780000,2325.73
15.064,2003.01,557,-80404.984375,557,156.6105,2785000,2342.15
15.204,1988.85,558,-81124.5625,558,156.5652,2790000,2346.82
15.0428,2001.49,559,-81022.4453125,559,156.5605,2795000,2377.15
14.9463,1986.87,560,-80888.6875,560,156.4716,2800000,2327.0
15.1765,2006.69,561,-81203.5234375,561,156.5641,2805000,2369.4
15.1134,1986.23,562,-81092.1875,562,156.6271,2810000,2352.77
15.1638,2001.15,563,-81275.53125,563,156.7103,2815000,2365.21
14.9676,1992.44,564,-81582.9375,564,156.484,2820000,2367.17
15.0234,1997.24,565,-81291.7578125,565,156.4403,2825000,2351.17
15.2034,2013.9,566,-81457.8125,566,156.5429,2830000,2355.63
15.2809,1998.66,567,-81929.2421875,567,156.4805,2835000,2344.42
15.1351,1997.58,568,-81672.6796875,568,156.6119,2840000,2364.61
14.9809,2008.22,569,-81769.8203125,569,156.5208,2845000,2347.14
15.2294,2002.88,570,-82135.3359375,570,156.5522,2850000,2366.78
15.4339,2006.07,571,-82087.0625,571,156.5194,2855000,2365.63
15.3755,2007.14,572,-82216.28125,572,156.6147,2860000,2363.04
15.3565,2002.35,573,-82310.28125,573,156.617,2865000,2376.58
15.3006,2021.94,574,-82535.796875,574,156.4792,2870000,2380.44
15.0973,2007.6,575,-82734.703125,575,156.6542,2875000,2360.71
15.3589,2016.75,576,-82743.6953125,576,156.5586,2880000,2377.32
15.1792,2008.91,577,-82548.4296875,577,156.5184,2885000,2352.68
15.2966,2003.73,578,-83114.4921875,578,156.5226,2890000,2374.9
15.0827,2011.17,579,-83005.9921875,579,156.4172,2895000,2380.63
15.2409,1999.81,580,-83213.328125,580,156.5571,2900000,2360.05
15.0788,1994.67,581,-83150.3125,581,156.494,2905000,2377.37
14.9467,1969.72,582,-83127.078125,582,156.5422,2910000,2359.0
15.2203,2014.7,583,-83646.0546875,583,156.5585,2915000,2375.78
15.3529,2015.42,584,-83637.3359375,584,156.5476,2920000,2385.43
15.1058,1995.71,585,-83643.2421875,585,156.5569,2925000,2371.77
15.05,2000.15,586,-83749.9609375,586,156.6066,2930000,2385.76
15.3868,1999.08,587,-83915.90625,587,156.5839,2935000,2393.17
15.0458,1982.85,588,-83960.90625,588,156.5531,2940000,2365.63
15.0333,1995.46,589,-83921.0390625,589,156.5507,2945000,2384.76
15.2266,2006.31,590,-84259.078125,590,156.6088,2950000,2390.97
15.203,1986.68,591,-84078.703125,591,156.6341,2955000,2384.94
14.9476,1998.3,592,-84378.34375,592,156.4136,2960000,2385.11
15.1017,1984.99,593,-84081.359375,593,156.486,2965000,2366.52
15.0982,1968.0,594,-84545.5859375,594,156.4892,2970000,2381.57
14.8604,1981.25,595,-84376.1953125,595,156.4022,2975000,2374.03
15.2774,2002.47,596,-84503.5859375,596,156.5384,2980000,2380.58
15.2311,2002.19,597,-84509.3515625,597,156.5827,2985000,2379.28
15.2412,2004.64,598,-84738.1328125,598,156.5507,2990000,2385.48
15.1245,1977.9,599,-84722.7578125,599,156.4764,2995000,2374.99
