Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Itration,Real Sto Return,Running Env Steps,Running Update Time
2348.01,156.6589,-63020.70703125,15.2838,394,1992.17,1970000,394
2337.03,156.5914,-62780.68359375,15.2558,395,1988.13,1975000,395
2321.22,156.6414,-63399.03125,15.3464,396,1972.67,1980000,396
2325.02,156.6169,-63178.8125,15.3197,397,1967.23,1985000,397
2342.07,156.5304,-63448.22265625,15.3412,398,1962.27,1990000,398
2360.97,156.5124,-63383.85546875,15.4674,399,1983.75,1995000,399
2355.09,156.6319,-63523.50390625,15.2798,400,1963.6,2000000,400
2356.13,156.5995,-63609.33984375,15.3159,401,1982.36,2005000,401
2343.73,156.5735,-63676.015625,15.1006,402,1969.19,2010000,402
2361.97,156.5615,-63672.16796875,15.2423,403,1969.39,2015000,403
2361.49,156.5443,-63903.8359375,15.3732,404,1966.67,2020000,404
2359.45,156.722,-64132.53125,15.3279,405,1978.06,2025000,405
2346.67,156.5708,-64116.29296875,15.32,406,1972.36,2030000,406
2346.62,156.4433,-64241.04296875,15.3402,407,1971.51,2035000,407
2356.46,156.5644,-64493.53515625,15.4771,408,1984.67,2040000,408
2358.79,156.6243,-64473.24609375,15.4033,409,1966.27,2045000,409
2348.74,156.5849,-64632.921875,15.3254,410,1986.14,2050000,410
2345.33,156.5456,-64704.8828125,15.4095,411,1986.14,2055000,411
2352.44,156.5742,-64735.7265625,15.3146,412,1998.93,2060000,412
2347.44,156.7077,-64922.71484375,15.3528,413,1968.79,2065000,413
2336.24,156.6327,-65027.41015625,15.5826,414,1979.1,2070000,414
2349.81,156.6832,-65000.9140625,15.2227,415,1972.07,2075000,415
2339.09,156.6628,-65264.28515625,15.287,416,1963.16,2080000,416
2338.25,156.5942,-65338.2734375,15.2637,417,1977.49,2085000,417
2344.01,156.6462,-65604.984375,15.2214,418,1952.04,2090000,418
2349.0,156.5793,-65487.25390625,15.3474,419,1969.34,2095000,419
2364.65,156.6309,-65953.4140625,15.4382,420,1977.99,2100000,420
2343.58,156.6362,-65616.25,15.0566,421,1965.04,2105000,421
2351.08,156.6629,-66177.921875,15.1804,422,1966.11,2110000,422
2369.11,156.6077,-66270.5546875,15.4598,423,1969.18,2115000,423
2339.45,156.5884,-66123.3984375,15.3404,424,1956.79,2120000,424
2362.7,156.6603,-66446.71875,15.2253,425,1962.95,2125000,425
2356.4,156.6116,-66483.1484375,15.2478,426,1994.05,2130000,426
2364.97,156.3961,-66586.609375,15.5384,427,1985.56,2135000,427
2350.5,156.568,-66600.515625,15.4009,428,1988.48,2140000,428
2343.82,156.5076,-66824.8046875,15.196,429,1968.47,2145000,429
2329.42,156.6183,-66800.28125,15.1102,430,1944.44,2150000,430
2348.61,156.6095,-66939.7109375,15.3732,431,1979.0,2155000,431
2357.97,156.6102,-67115.0390625,15.243,432,1971.42,2160000,432
2342.54,156.6723,-67160.7109375,15.2069,433,1967.29,2165000,433
2344.76,156.5037,-67447.40625,15.2723,434,1985.66,2170000,434
2318.1,156.6328,-67347.359375,15.2951,435,1953.31,2175000,435
2327.3,156.6159,-67536.171875,15.1495,436,1966.79,2180000,436
2356.79,156.6366,-67783.1796875,15.4715,437,1993.43,2185000,437
2331.98,156.5081,-67786.6875,15.2227,438,1987.66,2190000,438
2335.93,156.5393,-67996.4453125,15.2515,439,1994.37,2195000,439
2356.84,156.5874,-68088.328125,15.3572,440,1987.46,2200000,440
2336.23,156.4738,-68223.375,15.1847,441,1960.93,2205000,441
2364.59,156.6382,-68387.3984375,15.4054,442,1975.45,2210000,442
2355.74,156.6016,-68419.171875,15.3741,443,2004.53,2215000,443
2355.35,156.5442,-68699.203125,15.3151,444,1999.32,2220000,444
2325.37,156.6351,-68544.859375,15.1947,445,2006.39,2225000,445
2320.26,156.4959,-68616.390625,15.3881,446,1989.96,2230000,446
2347.76,156.5987,-68847.203125,15.3822,447,2009.97,2235000,447
2332.93,156.5332,-69026.859375,15.5363,448,1995.04,2240000,448
2314.39,156.5004,-68970.6796875,15.2783,449,1994.5,2245000,449
2335.13,156.5369,-69068.0078125,15.2907,450,1991.81,2250000,450
2341.8,156.5807,-69330.8828125,15.4418,451,1991.95,2255000,451
2349.69,156.4712,-69667.328125,15.466,452,1993.75,2260000,452
2356.77,156.3951,-69777.59375,15.5273,453,2014.0,2265000,453
2345.05,156.4248,-69730.6796875,15.3118,454,1994.93,2270000,454
2331.88,156.5819,-69764.7421875,15.2322,455,1998.68,2275000,455
2343.61,156.6617,-69738.6328125,15.3857,456,1970.77,2280000,456
2359.47,156.7205,-70145.578125,15.419,457,1980.31,2285000,457
2360.71,156.5663,-70238.9375,15.3694,458,2005.68,2290000,458
2350.28,156.4683,-70081.7109375,15.2477,459,1982.06,2295000,459
2352.96,156.6925,-70587.7421875,15.3982,460,2013.94,2300000,460
2359.29,156.5022,-70385.28125,15.1758,461,1997.09,2305000,461
2354.05,156.6081,-70452.546875,15.2635,462,1999.54,2310000,462
2355.67,156.6702,-70710.890625,15.2881,463,1994.87,2315000,463
2345.17,156.594,-70697.640625,15.2988,464,1996.43,2320000,464
2343.86,156.5607,-71042.734375,15.3844,465,1998.13,2325000,465
2350.03,156.5165,-71000.2265625,15.1328,466,1990.76,2330000,466
2355.04,156.5459,-70986.28125,15.297,467,1981.72,2335000,467
2341.94,156.3661,-71105.0625,15.0997,468,2002.37,2340000,468
2365.53,156.5476,-71371.203125,15.1554,469,1998.56,2345000,469
2350.48,156.5262,-71586.171875,15.2533,470,2006.05,2350000,470
2346.09,156.4808,-71412.203125,15.2213,471,2000.23,2355000,471
2339.98,156.4377,-71546.515625,15.195,472,1991.03,2360000,472
2342.75,156.6219,-71646.4609375,15.3646,473,2003.94,2365000,473
2358.88,156.5539,-71912.6171875,15.2354,474,2006.3,2370000,474
2335.42,156.6591,-71887.359375,15.1453,475,1992.67,2375000,475
2337.4,156.5545,-72069.2890625,15.3059,476,1998.56,2380000,476
2353.37,156.5877,-72109.34375,15.3629,477,1993.6,2385000,477
2348.42,156.5424,-72408.7421875,15.3658,478,2005.13,2390000,478
2349.93,156.4465,-72190.6796875,15.2646,479,2011.98,2395000,479
2366.98,156.538,-72704.5703125,15.4834,480,2008.98,2400000,480
2348.77,156.6144,-72583.6484375,15.4361,481,1992.88,2405000,481
2339.52,156.5633,-72743.359375,15.4785,482,1998.13,2410000,482
2359.8,156.4127,-73019.6484375,15.331,483,1996.51,2415000,483
2357.05,156.4107,-72917.9296875,15.4768,484,2019.1,2420000,484
2348.24,156.5817,-73084.890625,15.2946,485,2012.79,2425000,485
2351.9,156.6124,-73127.6171875,15.2651,486,1992.63,2430000,486
2355.48,156.5365,-73198.6953125,15.1502,487,2015.86,2435000,487
2368.76,156.5896,-73557.0,15.442,488,2016.31,2440000,488
2375.74,156.5969,-73670.9765625,15.4396,489,2015.47,2445000,489
2354.14,156.5497,-73715.359375,15.2902,490,2000.16,2450000,490
2353.01,156.4574,-73840.9296875,15.2044,491,2014.1,2455000,491
2357.48,156.6416,-73878.71875,15.3773,492,2019.15,2460000,492
2374.77,156.5949,-74126.9296875,15.2711,493,2022.5,2465000,493
2363.32,156.6666,-74302.6953125,15.3218,494,2027.42,2470000,494
2343.15,156.5338,-74340.078125,15.3761,495,2005.38,2475000,495
2349.26,156.6626,-74157.421875,15.3225,496,2001.82,2480000,496
2382.73,156.4941,-74500.5546875,15.356,497,2019.5,2485000,497
2373.69,156.5522,-74680.03125,15.3122,498,2016.66,2490000,498
2369.66,156.5243,-74613.8203125,15.3798,499,2010.01,2495000,499
2364.56,156.5375,-74916.1796875,15.3161,500,2016.95,2500000,500
2349.95,156.5608,-74796.03125,15.3775,501,2020.22,2505000,501
2361.55,156.6368,-75085.1171875,15.3255,502,2023.05,2510000,502
2362.33,156.5573,-74957.2734375,15.3158,503,2012.01,2515000,503
2366.45,156.4949,-75094.9609375,15.3697,504,1999.04,2520000,504
2362.44,156.5515,-75336.859375,15.2795,505,2012.06,2525000,505
2363.18,156.4096,-75660.015625,15.2105,506,1995.61,2530000,506
2338.79,156.5401,-75213.7734375,15.2043,507,2013.45,2535000,507
2356.1,156.5157,-75573.6015625,15.2688,508,2010.44,2540000,508
2382.88,156.5678,-75914.9609375,15.2507,509,2019.4,2545000,509
2376.57,156.59,-75985.5234375,15.3352,510,2008.07,2550000,510
2377.04,156.6537,-76045.375,15.4001,511,2029.03,2555000,511
2361.78,156.4757,-76122.6015625,15.3964,512,2011.68,2560000,512
2382.6,156.4993,-76112.015625,15.3694,513,2036.09,2565000,513
2378.39,156.492,-76228.1171875,15.2815,514,2038.03,2570000,514
2370.64,156.4737,-76500.640625,15.3507,515,2021.39,2575000,515
2380.82,156.509,-76510.0078125,15.464,516,2027.51,2580000,516
2395.37,156.5315,-76732.546875,15.4324,517,2038.25,2585000,517
2384.51,156.567,-76628.09375,15.4682,518,2032.83,2590000,518
2384.96,156.5245,-76368.2109375,15.4267,519,2019.89,2595000,519
2372.05,156.6098,-77091.90625,15.4738,520,2030.17,2600000,520
2380.37,156.4571,-77096.3125,15.376,521,2029.1,2605000,521
2364.16,156.4806,-77247.40625,15.2673,522,1998.09,2610000,522
2370.04,156.5884,-77310.6640625,15.2855,523,2027.34,2615000,523
2372.45,156.4243,-77525.0390625,15.4049,524,2029.4,2620000,524
2378.04,156.6443,-77599.1171875,15.3407,525,2034.6,2625000,525
2383.28,156.6606,-77622.703125,15.3689,526,2019.8,2630000,526
2368.19,156.5787,-77358.828125,15.2427,527,1998.56,2635000,527
2391.92,156.612,-77831.484375,15.2951,528,2039.34,2640000,528
2393.98,156.4449,-78119.71875,15.4976,529,2035.91,2645000,529
2389.1,156.5308,-78238.171875,15.4584,530,2026.08,2650000,530
2400.48,156.5534,-78319.0703125,15.5092,531,2037.93,2655000,531
2383.59,156.5076,-78290.09375,15.4036,532,2034.7,2660000,532
2404.59,156.6196,-78639.8984375,15.508,533,2041.04,2665000,533
2411.65,156.6294,-79073.125,15.6057,534,2061.62,2670000,534
2381.25,156.518,-78684.2578125,15.4969,535,2044.82,2675000,535
2397.13,156.6238,-78914.3828125,15.5988,536,2040.38,2680000,536
2367.3,156.4646,-78962.515625,15.5107,537,2050.18,2685000,537
2401.31,156.6931,-79385.828125,15.6487,538,2050.08,2690000,538
2397.24,156.5425,-79296.1796875,15.5623,539,2054.69,2695000,539
2392.36,156.519,-79263.828125,15.5605,540,2046.08,2700000,540
2401.08,156.5735,-79479.296875,15.5138,541,2065.55,2705000,541
2376.48,156.5855,-79319.3125,15.4134,542,2036.53,2710000,542
2381.11,156.5015,-79519.9140625,15.4659,543,2028.1,2715000,543
2384.78,156.5401,-79491.96875,15.5997,544,2028.96,2720000,544
2383.48,156.5038,-79719.953125,15.5509,545,2030.67,2725000,545
2388.95,156.6203,-79858.265625,15.5448,546,2022.5,2730000,546
2370.35,156.4966,-79711.8828125,15.2704,547,2005.09,2735000,547
2361.12,156.5627,-79790.234375,15.3725,548,2032.19,2740000,548
2369.9,156.4605,-80179.0859375,15.4547,549,2018.36,2745000,549
2391.57,156.4825,-80028.0234375,15.4556,550,2046.2,2750000,550
2377.06,156.6163,-80255.546875,15.2556,551,2021.59,2755000,551
2384.81,156.6045,-80495.3046875,15.5012,552,2024.81,2760000,552
2385.59,156.5725,-80155.0703125,15.2124,553,2025.9,2765000,553
2387.36,156.3788,-80757.6171875,15.5094,554,2037.56,2770000,554
2373.25,156.5616,-80469.78125,15.282,555,2005.32,2775000,555
2367.35,156.6096,-80414.2734375,15.2421,556,2019.43,2780000,556
2383.93,156.6366,-80666.828125,15.3675,557,2018.66,2785000,557
2387.53,156.6172,-80833.5859375,15.3299,558,2021.81,2790000,558
2386.8,156.594,-80728.6328125,15.405,559,2037.92,2795000,559
2384.65,156.565,-80996.8671875,15.3077,560,2030.44,2800000,560
2395.15,156.508,-81059.2578125,15.3848,561,2024.21,2805000,561
2405.27,156.5777,-81259.3515625,15.501,562,2054.89,2810000,562
2382.64,156.5507,-81133.546875,15.2248,563,2015.56,2815000,563
2382.59,156.5875,-81132.8671875,15.1983,564,2019.8,2820000,564
2379.52,156.6563,-81757.28125,15.5009,565,2001.82,2825000,565
2387.23,156.466,-81671.203125,15.3611,566,2019.68,2830000,566
2385.09,156.4887,-81813.140625,15.2747,567,2021.15,2835000,567
2369.68,156.4194,-81858.1171875,15.5463,568,2022.83,2840000,568
2375.58,156.4853,-82054.2890625,15.3041,569,2006.85,2845000,569
2378.31,156.507,-82063.1328125,15.3563,570,2040.94,2850000,570
2385.51,156.5486,-82218.84375,15.356,571,2012.76,2855000,571
2373.23,156.5715,-81970.2265625,15.2478,572,2007.84,2860000,572
2377.79,156.6453,-82093.25,15.2633,573,2009.99,2865000,573
2382.1,156.6915,-82290.4375,15.3227,574,2028.41,2870000,574
2381.1,156.7095,-82283.3515625,15.3799,575,2007.93,2875000,575
2377.26,156.5399,-82186.234375,15.2137,576,2015.79,2880000,576
2385.3,156.6557,-82727.125,15.4086,577,1887.59,2885000,577
2380.11,156.6731,-82585.6796875,15.4415,578,2021.39,2890000,578
2371.14,156.502,-82690.546875,15.2566,579,1989.48,2895000,579
2364.8,156.4952,-82796.15625,15.156,580,2005.87,2900000,580
2354.56,156.5605,-82644.953125,15.2823,581,1990.59,2905000,581
2360.67,156.7565,-83051.125,15.3227,582,1996.08,2910000,582
2367.28,156.5801,-82844.140625,15.1568,583,2004.09,2915000,583
2393.55,156.5378,-83326.7109375,15.5136,584,2025.3,2920000,584
2369.5,156.6348,-83288.5234375,15.426,585,2011.73,2925000,585
2375.03,156.4189,-83122.421875,15.2058,586,2001.93,2930000,586
2370.01,156.5414,-83211.03125,15.0887,587,2000.35,2935000,587
2363.79,156.5866,-83406.1015625,15.2746,588,2003.2,2940000,588
2352.7,156.5302,-83292.4765625,15.2226,589,1995.7,2945000,589
2385.32,156.5249,-82630.453125,15.1634,590,1990.88,2950000,590
2362.17,156.4607,-83863.4921875,15.2436,591,2006.07,2955000,591
2360.12,156.7247,-83920.5859375,15.2226,592,1989.4,2960000,592
2364.75,156.564,-83971.328125,15.2704,593,2008.68,2965000,593
2377.36,156.6656,-84106.1875,15.2311,594,2008.11,2970000,594
2356.84,156.5788,-84012.4375,15.1371,595,2003.95,2975000,595
2351.53,156.5026,-84318.53125,15.1696,596,1991.0,2980000,596
2354.92,156.471,-83376.890625,15.0143,597,1987.68,2985000,597
2366.13,156.5488,-84643.0234375,15.3057,598,2005.75,2990000,598
2384.19,156.665,-84545.03125,15.2814,599,1990.28,2995000,599
