Running Update Time,Running Env Steps,Running Forward KL,Running Reverse KL,Reward Loss,Itration,Real Det Return,Real Sto Return
384,1920000,35.0629,13.4027,-1553.2568359375,384,4823.4,4718.99
385,1925000,35.31,12.9535,-1604.10986328125,385,4919.07,4938.22
386,1930000,34.7424,13.3109,-1523.6055908203125,386,5013.88,4982.13
387,1935000,35.7896,12.6329,-1650.2269287109375,387,5217.84,4996.8
388,1940000,35.547,13.3004,-1490.2005615234375,388,5094.7,4999.33
389,1945000,35.1056,12.9809,-1589.519287109375,389,5077.03,4757.34
390,1950000,35.5465,12.7828,-2491.72021484375,390,4021.05,3817.75
391,1955000,34.9594,12.7981,-1634.89697265625,391,4984.51,4883.3
392,1960000,34.8988,12.7503,-1578.2933349609375,392,5157.9,4996.77
393,1965000,35.1126,11.8701,-1583.1201171875,393,5136.68,4991.89
394,1970000,34.3173,12.856,-1497.9884033203125,394,5146.37,5024.54
395,1975000,35.0149,12.2114,-1625.5323486328125,395,5193.25,4304.57
396,1980000,34.8028,12.3802,-1679.485107421875,396,5237.1,5020.85
397,1985000,35.2062,11.823,-1858.5887451171875,397,5121.65,4323.46
398,1990000,34.5676,12.7428,-1607.9666748046875,398,5105.98,4958.85
399,1995000,34.0289,12.3446,-1679.025390625,399,5186.33,4972.0
400,2000000,34.8425,12.3684,-1734.4390869140625,400,4961.71,4927.1
401,2005000,34.8083,13.462,-1681.6123046875,401,5084.93,4933.73
402,2010000,35.8799,12.6417,-1917.9041748046875,402,5216.46,5034.82
403,2015000,34.7744,12.7291,-1692.0631103515625,403,5283.79,4727.0
404,2020000,33.9496,12.4448,-1981.893798828125,404,4931.57,3850.92
405,2025000,36.5922,11.8061,-3071.865234375,405,2027.27,2674.42
406,2030000,35.0883,11.5675,-2010.903564453125,406,5182.42,4767.48
407,2035000,34.9255,12.1214,-2015.036865234375,407,5110.06,4502.48
408,2040000,35.3306,12.7788,-1731.1031494140625,408,5074.56,4834.76
409,2045000,35.0501,13.211,-1753.619140625,409,5260.91,4818.2
410,2050000,34.9411,13.2427,-1742.6630859375,410,5192.04,4941.81
411,2055000,36.9515,12.3569,-3174.82080078125,411,221.47,1929.29
412,2060000,34.2838,12.087,-1935.16943359375,412,5101.4,4998.59
413,2065000,35.0191,12.5893,-1817.444091796875,413,5153.13,5067.03
414,2070000,34.814,12.347,-1787.404296875,414,5193.43,5063.98
415,2075000,35.1885,12.4803,-1872.0025634765625,415,5156.71,4987.17
416,2080000,34.7808,11.4753,-2013.673095703125,416,5120.92,5034.39
417,2085000,34.962,11.8909,-2117.400146484375,417,5224.97,4784.74
418,2090000,34.3297,11.387,-2053.674560546875,418,5269.38,4755.3
419,2095000,34.6618,11.3794,-1970.7681884765625,419,5142.8,4968.97
420,2100000,34.4507,11.8554,-1835.07421875,420,5117.78,4969.39
421,2105000,34.9872,12.4645,-1850.41455078125,421,4955.91,4897.36
422,2110000,34.7574,12.3783,-1914.294189453125,422,5026.56,4918.15
423,2115000,35.0398,12.2238,-1959.22705078125,423,5164.43,4992.66
424,2120000,34.6654,12.1197,-1881.406982421875,424,5110.84,5016.08
425,2125000,34.3332,11.2637,-1837.879638671875,425,5223.93,4785.49
426,2130000,35.1567,13.1429,-2088.59765625,426,4899.25,4360.95
427,2135000,34.6143,12.3241,-1971.3096923828125,427,5130.84,4961.35
428,2140000,34.7317,11.861,-1985.0120849609375,428,5124.1,4944.79
429,2145000,35.2061,11.9772,-1985.623779296875,429,5129.52,4887.11
430,2150000,35.0793,12.1627,-1930.685546875,430,5065.51,4842.33
431,2155000,34.7589,11.946,-1879.4093017578125,431,5127.75,4984.88
432,2160000,35.8545,11.8749,-2040.9473876953125,432,5069.02,4935.22
433,2165000,35.53,11.7699,-2224.95166015625,433,5160.31,4966.97
434,2170000,35.2958,11.6425,-1995.226806640625,434,5122.36,4796.05
435,2175000,35.0709,11.3691,-1998.2347412109375,435,5125.3,5005.13
436,2180000,34.9269,11.9116,-2015.959228515625,436,5259.3,5046.17
437,2185000,34.778,11.7216,-1991.5933837890625,437,5125.55,4822.47
438,2190000,35.639,12.1159,-1995.3175048828125,438,5107.74,4971.66
439,2195000,35.7077,11.7103,-2158.728271484375,439,5153.15,4934.08
440,2200000,35.1999,11.7167,-2156.43896484375,440,5214.31,4990.83
441,2205000,35.2488,12.2933,-1891.6776123046875,441,5147.93,4898.95
442,2210000,34.8054,12.4154,-1935.497802734375,442,5233.58,5055.91
443,2215000,34.69,12.4258,-2026.9722900390625,443,5199.86,5005.74
444,2220000,35.5185,12.8615,-2083.185791015625,444,5192.29,4934.66
445,2225000,35.3916,11.4468,-2130.5078125,445,5164.73,4795.16
446,2230000,35.1121,12.6302,-2054.00732421875,446,5196.24,4870.26
447,2235000,34.8826,12.1625,-2067.236572265625,447,5216.53,4861.52
448,2240000,35.2449,11.5937,-2127.861572265625,448,4452.53,4977.63
449,2245000,35.0416,11.904,-2131.360595703125,449,5156.28,4977.28
450,2250000,34.9598,11.8829,-2050.6640625,450,5129.86,4955.39
451,2255000,35.1042,11.6415,-2118.566162109375,451,5064.48,4912.3
452,2260000,35.7556,12.0412,-2230.735107421875,452,4922.17,4378.52
453,2265000,35.2115,11.0767,-2424.207275390625,453,5102.28,4921.26
454,2270000,35.568,11.8321,-2337.22705078125,454,5149.97,4792.24
455,2275000,35.4256,12.2138,-2246.148193359375,455,4973.23,4845.68
456,2280000,35.6024,12.272,-2419.0419921875,456,4915.16,4797.97
457,2285000,35.8943,12.5705,-2354.106689453125,457,4848.54,4738.7
458,2290000,36.1476,12.4409,-2325.724609375,458,4903.72,4837.64
459,2295000,35.9785,11.5376,-2319.27978515625,459,5036.47,4845.74
460,2300000,35.9316,11.9263,-2316.01025390625,460,4571.47,4990.5
461,2305000,36.2741,11.0834,-2659.65380859375,461,5225.57,4746.64
462,2310000,35.212,11.7867,-2255.1044921875,462,5029.52,4917.55
463,2315000,36.2424,12.7001,-2338.494873046875,463,5032.42,4722.85
464,2320000,36.0417,12.8718,-2410.795654296875,464,5080.11,4911.84
465,2325000,36.1545,12.23,-2316.03759765625,465,5190.29,4972.45
466,2330000,36.0388,12.2811,-2359.0859375,466,5158.7,4977.72
467,2335000,36.4807,12.4858,-2360.086669921875,467,5148.85,5029.74
468,2340000,36.2419,12.3098,-2428.254150390625,468,5160.31,4774.45
469,2345000,35.2583,12.0059,-2407.647705078125,469,5191.72,4895.63
470,2350000,36.1754,11.641,-2681.207275390625,470,5249.53,5018.01
471,2355000,35.7745,12.5425,-2317.1982421875,471,5131.27,5015.15
472,2360000,35.737,12.5879,-2372.8798828125,472,5185.09,4823.06
473,2365000,35.565,12.3555,-2517.43115234375,473,5158.16,4761.38
474,2370000,35.0058,11.7961,-2456.24365234375,474,5153.54,4992.11
475,2375000,35.2966,12.5851,-2358.296630859375,475,5198.34,5064.01
476,2380000,35.9046,12.4762,-2367.2841796875,476,5141.79,4953.01
477,2385000,35.4766,12.4476,-2665.244140625,477,5099.66,4747.36
478,2390000,35.6562,11.4841,-2550.435791015625,478,5057.74,4933.95
479,2395000,35.3029,11.8998,-2545.066650390625,479,5065.06,4908.47
480,2400000,35.2004,12.0815,-2462.445556640625,480,5176.55,4976.99
481,2405000,35.3855,12.3728,-2590.337158203125,481,4927.82,4936.56
482,2410000,35.6838,13.8627,-2783.064697265625,482,5110.51,4048.12
483,2415000,35.2126,12.0227,-2491.370361328125,483,5241.83,4362.55
484,2420000,35.8385,16.5138,-3089.807373046875,484,4504.24,4350.0
485,2425000,35.7919,12.1761,-2724.84033203125,485,4735.92,4748.86
486,2430000,56.0087,176.8813,-5006.0595703125,486,-9.05,-0.31
487,2435000,56.451,87.6022,-5084.46435546875,487,-35.66,-23.65
488,2440000,37.4525,14.1012,-3597.98583984375,488,3847.54,3246.99
489,2445000,36.3449,18.3815,-3088.146484375,489,5097.81,4657.14
490,2450000,36.0998,13.712,-2747.609375,490,3296.36,4776.17
491,2455000,36.6549,13.5115,-2992.1845703125,491,5063.07,4447.7
492,2460000,35.4961,12.8163,-2517.1474609375,492,4929.17,4914.99
493,2465000,35.6045,12.565,-2985.31591796875,493,1143.24,4447.34
494,2470000,35.7508,13.0128,-2719.26220703125,494,3350.96,4833.88
495,2475000,39.0115,13.3542,-5312.76171875,495,759.07,3005.33
496,2480000,36.5608,12.7642,-3080.156005859375,496,488.33,2872.57
497,2485000,35.8706,11.7453,-3182.4482421875,497,5014.52,4540.9
498,2490000,37.8735,12.3482,-5000.37109375,498,2088.17,2488.64
499,2495000,36.9682,13.6075,-4498.86962890625,499,4596.19,3807.4
500,2500000,35.9788,12.0508,-2862.220458984375,500,3782.32,4038.68
501,2505000,35.4705,11.8217,-3035.703369140625,501,4467.72,4787.64
502,2510000,34.8708,12.2318,-2546.68115234375,502,4797.81,4593.07
503,2515000,35.1021,11.9905,-2704.25048828125,503,4742.74,4779.66
504,2520000,35.7593,13.774,-3167.537353515625,504,3841.82,4007.56
505,2525000,36.2153,14.7623,-3721.875732421875,505,5062.48,4047.56
506,2530000,36.3309,16.7281,-3715.859375,506,5175.16,4260.02
507,2535000,35.5,12.2207,-3100.35498046875,507,5210.24,4596.44
508,2540000,35.6026,11.786,-2890.93359375,508,5225.24,4839.64
509,2545000,35.973,13.1778,-2759.14990234375,509,5130.57,4558.53
510,2550000,34.8529,12.2852,-2824.2099609375,510,5207.75,4944.58
511,2555000,35.8391,12.7225,-3333.685791015625,511,5196.47,4853.43
512,2560000,34.9493,12.4882,-2929.186279296875,512,5205.87,4344.87
513,2565000,34.6006,12.5028,-3018.192626953125,513,5180.94,4166.87
514,2570000,35.6361,12.8215,-2958.77392578125,514,5119.17,4985.25
515,2575000,34.7573,12.6099,-2703.561279296875,515,5219.56,4967.05
516,2580000,35.9732,12.6294,-3379.716552734375,516,4982.01,4703.38
517,2585000,35.4508,12.4078,-3162.807861328125,517,5082.03,4958.92
518,2590000,35.1125,11.8427,-3199.427490234375,518,5099.31,4695.92
519,2595000,34.6666,12.8231,-3029.108154296875,519,5002.61,4635.29
520,2600000,35.5945,12.6804,-3792.716064453125,520,4973.93,3934.13
521,2605000,35.4241,13.613,-3446.252685546875,521,5071.29,4698.2
522,2610000,36.0007,15.3985,-3685.98974609375,522,3313.77,3705.59
523,2615000,34.5716,12.1981,-2726.884765625,523,4923.04,4665.26
524,2620000,34.3678,12.6426,-2875.30419921875,524,5136.79,4910.44
525,2625000,35.0593,12.1727,-3163.943115234375,525,5019.15,4559.34
526,2630000,35.8143,12.931,-2998.126220703125,526,5070.27,4858.99
527,2635000,34.3411,12.6925,-2650.05859375,527,5018.97,4713.06
528,2640000,34.7477,15.3449,-3079.480224609375,528,5083.82,4149.36
529,2645000,35.1515,15.2572,-3136.551513671875,529,4995.95,4835.06
530,2650000,34.6628,12.76,-2898.38720703125,530,5098.31,4701.15
531,2655000,34.351,12.4761,-2826.830810546875,531,5052.31,4661.91
532,2660000,34.9404,19.084,-3329.8583984375,532,5269.39,4247.0
533,2665000,34.1921,13.0856,-2776.447265625,533,5143.59,4522.59
534,2670000,35.014,12.9562,-2921.88671875,534,5149.79,4710.42
535,2675000,35.0729,16.2409,-3065.943359375,535,5202.05,4733.75
536,2680000,35.6913,15.7783,-3282.400146484375,536,5186.34,4497.7
537,2685000,35.051,14.9707,-3034.98046875,537,5198.72,4802.19
538,2690000,35.7765,12.4008,-3102.88427734375,538,5057.35,4807.47
539,2695000,33.5675,12.0731,-2619.927978515625,539,5133.27,4664.46
540,2700000,34.8724,20.4305,-3094.881591796875,540,5178.0,5044.56
541,2705000,35.1207,11.9177,-2939.828125,541,5092.55,4814.07
542,2710000,34.7848,12.8241,-2988.531982421875,542,5036.03,4715.93
543,2715000,34.6026,15.9803,-2926.279296875,543,5188.24,4718.24
544,2720000,35.024,12.1486,-2781.7724609375,544,5189.92,4870.95
545,2725000,33.7743,17.3356,-2932.46044921875,545,5180.98,4844.39
546,2730000,34.8502,18.6429,-3419.38427734375,546,5122.69,3777.54
547,2735000,34.5538,16.1287,-3218.948486328125,547,5226.31,5024.7
548,2740000,35.7699,18.2674,-3244.718505859375,548,5163.06,4731.7
549,2745000,35.2106,12.8967,-2975.472412109375,549,5119.91,4957.55
550,2750000,34.4934,12.445,-2947.890869140625,550,5167.91,4787.57
551,2755000,34.3025,12.9264,-2883.667724609375,551,5212.36,4864.68
552,2760000,35.0557,19.4751,-3306.826171875,552,5087.58,5005.32
553,2765000,35.1808,30.2205,-3590.0166015625,553,4002.01,4646.52
554,2770000,34.4187,13.5097,-3146.973876953125,554,5024.16,4936.17
555,2775000,33.8745,12.0167,-3016.096435546875,555,4785.95,4840.13
556,2780000,34.1436,12.2452,-2994.7421875,556,5193.22,5036.39
557,2785000,34.6216,13.9796,-3416.3642578125,557,5110.64,4717.49
558,2790000,34.9226,12.4088,-3288.50146484375,558,5181.82,4947.31
559,2795000,34.6942,12.719,-3449.895263671875,559,5003.6,4511.58
560,2800000,34.9045,13.3651,-3408.364990234375,560,5011.33,4897.17
561,2805000,34.5828,12.4991,-3370.142578125,561,5083.41,4841.27
562,2810000,35.1447,16.2217,-3889.392333984375,562,5171.71,4977.9
563,2815000,35.3967,13.3383,-3419.562255859375,563,5126.71,4833.75
564,2820000,34.7538,12.2273,-3802.955810546875,564,5077.1,4287.94
565,2825000,34.7325,13.5475,-3384.978515625,565,5091.16,4537.51
566,2830000,33.9655,11.952,-2943.4189453125,566,5073.57,5009.82
567,2835000,34.2189,12.2434,-3008.3828125,567,5115.28,4933.44
568,2840000,33.9547,13.1119,-3072.51416015625,568,5125.67,4997.49
569,2845000,33.7277,12.8326,-3087.69482421875,569,5197.89,4997.5
570,2850000,32.9009,12.1977,-2998.14111328125,570,5177.74,4703.05
571,2855000,33.7004,12.5151,-3105.2490234375,571,5335.42,4822.39
572,2860000,33.6011,12.3732,-3009.51904296875,572,5200.7,5016.53
573,2865000,34.5383,12.2659,-3171.001708984375,573,5228.03,5075.05
574,2870000,34.2612,12.9181,-3109.899169921875,574,5252.47,5055.22
575,2875000,34.2559,12.2373,-3281.584228515625,575,5243.68,4969.94
576,2880000,34.1081,12.6201,-2860.68701171875,576,5171.84,4739.35
577,2885000,33.1549,17.1908,-3215.07275390625,577,5317.6,5062.07
578,2890000,33.7109,13.449,-3276.283935546875,578,5120.81,4728.06
579,2895000,33.9366,17.4937,-3277.908203125,579,5227.47,5037.14
580,2900000,33.7175,13.7237,-3318.910400390625,580,5118.15,4221.21
581,2905000,34.73,18.6958,-3598.85595703125,581,5000.2,4419.83
582,2910000,41.7838,58.8351,-5566.51123046875,582,3474.32,898.59
583,2915000,48.6851,40.7939,-6155.404296875,583,767.28,983.41
584,2920000,37.6633,15.9277,-5285.71533203125,584,2164.32,2798.96
585,2925000,34.1035,12.0931,-3591.146484375,585,5070.19,4663.15
586,2930000,33.9837,11.7476,-3420.827392578125,586,5263.18,4715.99
587,2935000,34.0943,12.6971,-3417.055908203125,587,5197.94,5042.54
588,2940000,34.2283,13.1529,-3397.191650390625,588,5098.38,4950.05
589,2945000,33.8658,12.4578,-3360.90185546875,589,5195.68,4799.37
590,2950000,34.0723,12.62,-3596.2099609375,590,5089.2,4876.59
591,2955000,34.5784,12.9151,-3485.394287109375,591,5284.81,5024.34
592,2960000,34.353,12.8904,-3660.247802734375,592,5088.46,4969.59
593,2965000,34.035,13.415,-3457.734375,593,4980.88,4512.12
594,2970000,34.0685,13.0098,-3580.2001953125,594,5164.1,4993.55
595,2975000,34.0175,13.5612,-3372.589111328125,595,5197.08,5042.91
596,2980000,33.9662,13.1489,-3439.010986328125,596,5097.04,4986.41
597,2985000,34.5083,12.7523,-3758.351806640625,597,5045.0,4905.97
598,2990000,35.4447,12.8645,-4287.39501953125,598,5214.65,4909.91
599,2995000,34.4581,12.5524,-3744.990234375,599,5189.65,4865.79
600,3000000,35.8273,12.9652,-4241.5888671875,600,4508.27,3893.09
601,3005000,34.4279,11.9714,-3788.011962890625,601,5056.29,4690.73
602,3010000,33.9943,12.346,-3529.1669921875,602,5119.49,4700.09
603,3015000,34.3791,12.2618,-3706.75439453125,603,5116.95,4932.03
604,3020000,33.6469,11.1506,-3439.411376953125,604,5290.2,5016.34
605,3025000,33.3073,12.0943,-3351.224853515625,605,5157.37,4965.21
606,3030000,34.8174,12.1721,-4366.73876953125,606,5115.49,4470.4
607,3035000,35.3444,10.9109,-3880.729736328125,607,5174.3,4594.2
608,3040000,32.3893,11.2564,-3310.010986328125,608,5188.46,5033.61
609,3045000,34.7571,13.4285,-4465.76220703125,609,4387.42,4064.27
610,3050000,33.2427,11.5264,-3342.656005859375,610,5307.16,4652.25
611,3055000,34.6005,11.9595,-4169.18408203125,611,5340.81,5017.23
612,3060000,33.7946,12.6592,-3616.139404296875,612,5157.01,4741.35
613,3065000,34.5259,12.1426,-3572.40625,613,5129.62,4539.22
614,3070000,33.9265,12.3246,-3436.28125,614,5198.15,5050.79
615,3075000,34.2241,12.5603,-3656.076904296875,615,5182.84,4316.45
616,3080000,33.2242,11.9923,-3670.657958984375,616,5228.33,4924.43
617,3085000,34.9306,11.8095,-4154.99755859375,617,4659.93,4281.1
618,3090000,33.9479,12.2873,-4082.703125,618,5130.42,4375.86
619,3095000,35.1439,12.0449,-4088.599609375,619,4380.45,3472.86
620,3100000,35.1254,14.7434,-5148.7958984375,620,4621.65,4190.71
621,3105000,34.4146,12.3113,-4097.787109375,621,5112.71,4265.01
622,3110000,34.1242,12.3511,-3730.9873046875,622,5131.97,4052.43
623,3115000,34.0822,12.4525,-3762.49072265625,623,5125.4,4325.74
624,3120000,34.5405,13.5593,-3783.936767578125,624,4942.14,4598.54
625,3125000,33.5115,12.9701,-3396.717041015625,625,5064.08,4894.89
626,3130000,34.0311,12.028,-3906.658203125,626,4976.49,4653.69
627,3135000,33.3574,12.3057,-3555.616455078125,627,5274.74,5057.77
628,3140000,32.225,12.687,-3383.717041015625,628,5195.41,5030.42
629,3145000,35.5323,11.9571,-5858.4794921875,629,1805.84,1691.76
630,3150000,35.8039,12.1704,-5513.9345703125,630,1183.2,3211.27
631,3155000,34.5674,11.3616,-5548.2958984375,631,2588.88,3620.58
632,3160000,35.6038,13.6958,-5063.35009765625,632,2314.17,3035.77
633,3165000,33.8284,12.2298,-3620.212158203125,633,4942.44,4882.25
634,3170000,34.4256,12.9388,-3547.762939453125,634,5149.15,5011.32
635,3175000,35.0428,14.2276,-3713.551513671875,635,5048.09,4910.48
636,3180000,34.3195,13.157,-3692.405517578125,636,5204.44,4792.62
637,3185000,45.3971,45.0451,-4871.06982421875,637,383.67,377.67
638,3190000,50.577,63.9542,-6221.2392578125,638,297.01,307.22
639,3195000,49.1618,31.3145,-7112.53564453125,639,436.24,416.98
640,3200000,38.9201,26.0337,-6051.8779296875,640,3673.47,1787.72
641,3205000,39.658,17.9523,-5545.32958984375,641,4556.34,3929.08
642,3210000,35.8306,13.1409,-4686.6953125,642,3370.29,3379.03
643,3215000,35.6053,11.7187,-4668.14208984375,643,4335.83,4169.34
644,3220000,33.787,12.605,-4015.695556640625,644,5036.78,4568.48
645,3225000,35.0429,13.5706,-4536.58056640625,645,5035.37,4722.88
646,3230000,34.2162,12.8883,-4139.95556640625,646,1516.13,3709.44
647,3235000,34.1877,13.0956,-4176.80322265625,647,5064.77,4892.82
648,3240000,33.9937,13.3717,-3878.00830078125,648,4951.86,4520.05
649,3245000,34.0887,13.1125,-3900.75634765625,649,4204.98,4692.6
650,3250000,33.8957,13.3456,-3815.181396484375,650,4965.52,4733.51
651,3255000,34.0278,12.8937,-3836.519287109375,651,4938.15,4838.02
652,3260000,34.8668,13.1805,-4211.52587890625,652,4896.1,4888.9
653,3265000,35.2442,14.103,-3962.447265625,653,5086.27,4873.16
654,3270000,34.1016,12.8915,-3790.883544921875,654,5048.74,5052.62
655,3275000,34.8266,14.2851,-4057.827392578125,655,5107.56,4962.56
656,3280000,37.0245,60.7521,-6948.263671875,656,-5.0,-4.63
657,3285000,50.4069,25.884,-9107.0458984375,657,199.36,204.81
658,3290000,39.8251,24.5047,-6145.439453125,658,867.45,2054.55
659,3295000,35.0059,12.9645,-4243.7841796875,659,3857.93,3770.13
660,3300000,35.8475,14.1691,-4585.1611328125,660,4379.58,4389.46
661,3305000,35.1874,13.7055,-4238.1591796875,661,4897.11,4832.29
662,3310000,35.9723,14.0346,-4301.517578125,662,4965.11,4818.54
663,3315000,35.0647,14.8321,-3879.421875,663,4927.8,4857.01
664,3320000,34.6512,15.4837,-3907.15283203125,664,4632.92,4655.88
665,3325000,34.7576,14.9248,-3841.11669921875,665,4750.43,4753.35
666,3330000,34.1634,14.9647,-3962.154541015625,666,4796.71,4762.27
667,3335000,34.7183,14.8861,-4118.490234375,667,4872.49,4774.22
668,3340000,34.3972,13.7991,-3993.1728515625,668,4785.4,4878.66
669,3345000,34.1932,14.336,-3891.61279296875,669,4746.3,4864.6
670,3350000,33.8903,14.5416,-3922.395751953125,670,4799.88,4947.47
671,3355000,34.2375,14.7127,-3839.586181640625,671,4956.18,4894.17
672,3360000,36.0424,24.9961,-5966.09765625,672,2826.17,4060.46
673,3365000,33.8933,14.9975,-3991.2353515625,673,5062.09,4670.89
674,3370000,34.0819,15.9094,-4153.38818359375,674,4937.83,4724.61
675,3375000,34.8094,26.6976,-4912.8330078125,675,5067.53,4997.37
676,3380000,33.2111,14.0777,-3771.398681640625,676,5023.98,4925.68
677,3385000,50.1055,53.7456,-9038.3740234375,677,338.21,341.12
678,3390000,49.902,27.9288,-8477.755859375,678,394.68,391.83
679,3395000,49.72,57.8381,-8084.09228515625,679,459.33,439.1
680,3400000,46.7479,65.6139,-8484.89453125,680,823.53,736.1
681,3405000,40.61,49.9285,-6050.61328125,681,1451.31,2106.42
682,3410000,43.5991,20.2734,-5999.837890625,682,3488.12,3708.77
683,3415000,49.0769,34.1181,-9707.537109375,683,697.95,674.01
684,3420000,40.8322,24.3192,-8210.9736328125,684,931.12,1455.78
685,3425000,36.269,15.4744,-5199.43896484375,685,4860.7,4318.59
686,3430000,36.135,14.5979,-4685.41748046875,686,4897.99,4648.83
687,3435000,37.1639,14.3556,-5160.50146484375,687,4566.68,4463.75
688,3440000,35.0069,13.8577,-4058.71875,688,4732.74,4596.46
689,3445000,34.3855,13.6426,-4261.77392578125,689,4777.04,4742.26
690,3450000,35.0453,13.9165,-4264.65966796875,690,4864.07,4793.84
691,3455000,34.6571,13.5968,-4331.48193359375,691,4972.78,4799.02
692,3460000,34.7694,12.3493,-4788.36376953125,692,4761.34,4372.72
693,3465000,34.7356,13.1758,-4599.517578125,693,4833.63,4513.7
694,3470000,35.8044,13.5923,-4841.998046875,694,4817.66,4531.67
695,3475000,35.5388,13.1476,-4618.7236328125,695,4802.07,4697.26
696,3480000,33.8049,13.8984,-4234.27294921875,696,4966.21,4707.61
697,3485000,34.6645,13.7953,-4159.701171875,697,4942.4,4835.35
698,3490000,33.4973,13.8236,-4056.20849609375,698,5000.25,4971.5
699,3495000,33.6986,14.7028,-3991.195556640625,699,5048.86,4791.21
700,3500000,33.7303,13.897,-4097.18994140625,700,5018.42,4924.18
701,3505000,34.2561,14.4597,-3958.35888671875,701,5111.62,5008.24
702,3510000,33.4295,14.2825,-4119.52001953125,702,5084.05,4865.26
703,3515000,33.3265,14.239,-3920.318359375,703,5135.85,5055.43
704,3520000,32.8018,14.6155,-3862.928466796875,704,5221.59,5108.11
705,3525000,32.7851,14.539,-3829.854736328125,705,5206.44,5135.57
706,3530000,33.504,14.6044,-4094.365478515625,706,5213.11,5117.22
707,3535000,32.6686,14.6368,-3805.058349609375,707,5205.57,5183.08
708,3540000,33.54,15.133,-4250.712890625,708,5104.45,5080.34
709,3545000,32.9339,14.6209,-4230.85986328125,709,5195.39,5140.59
710,3550000,32.0614,14.3856,-3952.809814453125,710,5275.6,5151.75
711,3555000,33.1734,15.102,-4027.129150390625,711,5208.71,5123.64
712,3560000,33.1222,15.1,-4159.0048828125,712,5171.22,5127.87
713,3565000,33.6964,14.6284,-4271.83984375,713,5226.44,5158.19
714,3570000,32.9813,15.0803,-4197.98193359375,714,5176.81,5147.91
715,3575000,33.1179,14.8578,-4349.07568359375,715,5230.07,5158.57
716,3580000,32.5826,14.2011,-4441.50439453125,716,5239.52,5168.96
717,3585000,33.6285,14.9779,-4627.27978515625,717,5161.33,5089.74
718,3590000,33.5442,14.7146,-4355.98291015625,718,5210.53,5150.4
719,3595000,56.0723,87.9833,-5415.2001953125,719,53.11,60.74
720,3600000,36.3728,25.9152,-5724.56005859375,720,3209.81,3155.2
721,3605000,36.6282,20.14,-6548.431640625,721,2074.81,2889.34
722,3610000,33.5942,18.514,-5074.20947265625,722,4939.02,4841.15
723,3615000,33.5179,14.5602,-4747.595703125,723,5153.39,5057.25
724,3620000,33.9208,14.6607,-4571.52294921875,724,5110.9,4931.84
725,3625000,33.7262,15.0944,-4381.1005859375,725,5218.94,5104.89
726,3630000,33.6674,14.3359,-4605.16455078125,726,5138.36,5054.45
727,3635000,33.5052,14.1502,-4291.24169921875,727,5206.36,5091.68
728,3640000,34.5258,14.8151,-4497.7958984375,728,5138.45,5101.55
729,3645000,32.9949,14.258,-4197.48876953125,729,5210.4,5152.69
730,3650000,33.9502,14.6437,-4297.58544921875,730,5208.23,5116.4
731,3655000,33.4415,14.5555,-4253.47607421875,731,5301.07,5143.26
732,3660000,34.3031,20.1291,-5313.5390625,732,5265.34,4204.47
733,3665000,33.6008,15.3908,-4830.5927734375,733,4960.49,4854.31
734,3670000,36.0219,19.4917,-6469.60791015625,734,3909.3,3751.99
735,3675000,35.4895,22.3131,-7223.7509765625,735,2377.48,3231.23
736,3680000,34.1912,16.5076,-5263.06103515625,736,3677.85,4231.75
737,3685000,34.8952,16.5584,-5558.6337890625,737,4638.12,3065.45
738,3690000,35.169,18.9064,-6162.40625,738,5272.5,4001.04
739,3695000,35.6243,21.0972,-6576.36328125,739,2773.09,3885.9
740,3700000,34.3368,14.7891,-4618.400390625,740,5167.92,5096.63
741,3705000,34.0813,14.8499,-4928.716796875,741,5185.8,5068.93
742,3710000,34.6148,13.516,-4772.17724609375,742,5192.1,5063.98
743,3715000,34.0051,14.6527,-4711.47998046875,743,5073.72,4992.73
744,3720000,34.0144,13.8797,-4848.0546875,744,5145.48,5066.61
745,3725000,34.8471,13.7652,-5074.6044921875,745,5159.1,5047.42
746,3730000,34.7422,14.1227,-4951.48291015625,746,5173.84,5030.81
747,3735000,34.69,14.528,-4919.9306640625,747,5154.01,4999.78
748,3740000,34.5368,14.376,-5513.63134765625,748,5089.09,4797.8
749,3745000,34.8055,14.4264,-4882.67236328125,749,5081.52,5009.87
750,3750000,34.3061,13.5622,-5083.3779296875,750,5280.83,5029.35
751,3755000,33.785,14.0118,-4952.857421875,751,5225.35,4839.26
752,3760000,33.6809,13.6217,-4997.89404296875,752,5367.73,4906.82
753,3765000,34.007,13.0628,-5123.47607421875,753,5344.32,4917.88
754,3770000,34.3812,13.6652,-5058.08642578125,754,5339.97,4842.09
755,3775000,34.1387,14.4141,-4961.82421875,755,5331.54,5074.73
756,3780000,32.9679,14.1651,-4448.69677734375,756,5288.94,5169.85
757,3785000,33.2427,14.3833,-4571.62646484375,757,5272.72,5135.38
758,3790000,33.9322,15.1393,-4863.54931640625,758,5315.69,4914.49
759,3795000,33.0951,14.7745,-4607.0244140625,759,5385.2,5216.97
760,3800000,33.1734,14.6515,-4978.52197265625,760,5374.37,4981.41
761,3805000,33.4381,12.9201,-6105.77685546875,761,3306.07,3705.29
762,3810000,34.8502,22.446,-7125.994140625,762,4743.48,4355.43
763,3815000,33.7519,20.8375,-6333.046875,763,5393.44,4981.56
764,3820000,33.4976,15.6503,-4697.318359375,764,5270.3,5186.39
