Running Env Steps,Itration,Running Reverse KL,Real Sto Return,Running Update Time,Real Det Return,Running Forward KL,Reward Loss
1920000,384,15.2389,10581.43,384,11252.57,143.1721,-8972.3037109375
1925000,385,16.4219,10631.5,385,10218.75,143.66,-9296.2568359375
1930000,386,17.2276,10904.44,386,11212.25,143.96,-9340.4384765625
1935000,387,17.6375,11157.74,387,11606.59,142.7898,-9328.693359375
1940000,388,17.3513,11038.96,388,11365.96,143.3337,-9145.4853515625
1945000,389,16.1477,10169.05,389,11259.59,143.2425,-9299.0283203125
1950000,390,16.8461,10744.52,390,10953.01,143.2481,-9173.5556640625
1955000,391,16.6888,9241.43,391,11427.54,143.4717,-9573.43359375
1960000,392,17.0479,11157.2,392,11526.13,143.2309,-9722.9736328125
1965000,393,17.6373,10756.05,393,11405.71,143.8842,-9672.10546875
1970000,394,16.1411,9716.07,394,10332.53,143.6288,-9667.4482421875
1975000,395,16.3677,10155.29,395,11242.04,143.8511,-9493.0537109375
1980000,396,15.4755,10625.14,396,10898.87,143.8928,-9176.865234375
1985000,397,13.8181,7054.65,397,8583.33,145.4469,-9185.791015625
1990000,398,15.6631,7512.35,398,9772.66,144.8986,-9451.4248046875
1995000,399,17.9354,10926.1,399,11398.14,144.4886,-9975.0283203125
2000000,400,16.8092,11047.02,400,11457.13,143.4402,-9987.4638671875
2005000,401,17.4787,10352.39,401,11468.53,143.2201,-10154.87109375
2010000,402,14.4383,8869.96,402,8236.31,144.4899,-9648.9765625
2015000,403,16.3146,10328.81,403,9948.0,143.4424,-10107.9541015625
2020000,404,15.4227,9322.06,404,9291.05,144.6913,-9719.4404296875
2025000,405,15.1983,10446.2,405,10347.98,144.366,-9835.4306640625
2030000,406,17.0739,10796.17,406,11144.23,143.6674,-10221.5244140625
2035000,407,17.2856,9173.07,407,11489.12,143.7432,-9888.919921875
2040000,408,17.4526,10400.95,408,11423.91,143.5753,-9953.775390625
2045000,409,17.8292,10544.87,409,11320.33,142.5517,-9883.765625
2050000,410,16.6996,10433.0,410,10799.51,143.3964,-9962.30078125
2055000,411,16.4939,10999.29,411,11394.05,143.4973,-9949.4453125
2060000,412,16.3439,10008.94,412,10879.18,143.5325,-10204.52734375
2065000,413,17.2081,10870.34,413,11474.63,143.531,-10085.029296875
2070000,414,16.4178,10047.29,414,11324.67,143.7308,-9841.076171875
2075000,415,17.104,10799.61,415,11463.96,142.5175,-9766.8359375
2080000,416,15.9517,10178.18,416,10938.78,142.4165,-9673.5595703125
2085000,417,16.308,11152.72,417,11569.23,143.4757,-9494.5478515625
2090000,418,15.6082,10975.87,418,11475.49,144.2535,-9691.20703125
2095000,419,17.2002,10590.15,419,11434.83,144.1668,-10108.8935546875
2100000,420,16.1069,11126.27,420,10460.55,143.7773,-9579.03515625
2105000,421,17.4345,9442.04,421,9710.12,144.3127,-9648.171875
2110000,422,18.688,11164.38,422,11473.36,143.121,-10085.26171875
2115000,423,17.5929,11437.57,423,11696.9,143.2054,-10054.5009765625
2120000,424,18.6024,11089.78,424,11356.7,143.073,-10163.470703125
2125000,425,18.6494,11187.7,425,11607.19,143.8379,-10437.02734375
2130000,426,18.2941,11317.23,426,11610.48,143.103,-10143.251953125
2135000,427,18.5008,10744.89,427,11533.39,142.4236,-10169.6650390625
2140000,428,18.6262,11106.0,428,11367.02,142.9869,-10273.0478515625
2145000,429,17.8593,10723.4,429,11462.55,143.1713,-10192.5341796875
2150000,430,17.4698,11230.89,430,11491.41,143.4597,-10116.37890625
2155000,431,18.4182,10542.88,431,11371.38,143.1893,-10154.0166015625
2160000,432,18.8062,10935.95,432,10651.91,143.5093,-10464.8837890625
2165000,433,17.8375,11120.98,433,11373.62,143.3094,-10206.4736328125
2170000,434,19.1159,10518.78,434,11343.83,144.0329,-10424.3759765625
2175000,435,17.0275,9710.3,435,11662.07,142.4948,-9925.9423828125
2180000,436,16.4014,10129.47,436,11368.96,143.1756,-9987.4990234375
2185000,437,18.6115,10401.88,437,11262.25,142.9864,-10461.65234375
2190000,438,17.6295,10518.19,438,10744.67,143.483,-10277.3740234375
2195000,439,17.8225,11188.74,439,11577.75,142.7722,-10333.33203125
2200000,440,17.8789,11062.73,440,11374.42,142.581,-10338.5712890625
2205000,441,18.1946,10261.12,441,11317.05,142.7053,-10435.955078125
2210000,442,17.0132,11043.5,442,11436.78,142.8585,-10289.1357421875
2215000,443,17.89,11054.76,443,11395.61,142.9862,-10359.5322265625
2220000,444,17.5466,11166.12,444,11571.71,141.8951,-10141.0869140625
2225000,445,16.7184,10935.12,445,11306.03,142.6975,-10221.14453125
2230000,446,17.6244,10748.58,446,10990.22,143.1568,-10690.69921875
2235000,447,17.8829,10882.23,447,11260.37,142.2549,-10366.3408203125
2240000,448,18.1955,10789.29,448,11223.34,142.7089,-10271.263671875
2245000,449,17.979,10641.18,449,10921.07,143.4198,-10328.431640625
2250000,450,17.5325,10907.34,450,11205.81,143.2928,-10260.0439453125
2255000,451,16.7615,10464.34,451,11205.03,143.5241,-10385.337890625
2260000,452,17.9009,11074.25,452,11464.44,143.267,-10686.6591796875
2265000,453,15.3592,10467.43,453,11410.31,143.2784,-10107.087890625
2270000,454,17.2094,10939.96,454,10752.7,142.9638,-10573.7041015625
2275000,455,17.9569,11026.96,455,11240.84,143.1875,-10498.0615234375
2280000,456,17.6132,11101.19,456,11383.51,142.7362,-10397.6123046875
2285000,457,18.4544,11016.86,457,11288.39,143.2686,-10542.7646484375
2290000,458,18.5299,11116.14,458,11303.23,143.1145,-10381.5400390625
