Running Forward KL,Itration,Running Env Steps,Real Sto Return,Real Det Return,Reward Loss,Running Reverse KL,Running Update Time
156.4577,386,1930000,1925.27,2156.36,-14505.4814453125,15.4953,386
156.6049,387,1935000,1915.86,2008.56,-14456.169921875,15.4234,387
156.574,388,1940000,1961.35,2289.17,-14512.1015625,15.5614,388
156.5043,389,1945000,1929.93,2115.44,-14497.78515625,15.3088,389
156.4586,390,1950000,1974.35,2035.72,-14560.5703125,15.6159,390
156.4038,391,1955000,1974.93,2038.3,-14661.037109375,15.7258,391
156.5049,392,1960000,1959.7,2033.72,-14591.9013671875,15.5799,392
156.5027,393,1965000,1943.81,1884.45,-14537.2109375,15.3176,393
156.5173,394,1970000,1970.66,1634.48,-14576.3037109375,15.3985,394
156.529,395,1975000,1972.78,2154.75,-14664.466796875,15.4969,395
156.516,396,1980000,1976.55,2287.16,-14666.8984375,15.4558,396
156.3938,397,1985000,1994.85,2188.6,-14728.3193359375,15.7563,397
156.3701,398,1990000,1968.63,2308.67,-14743.1689453125,15.4191,398
156.5156,399,1995000,1998.25,2333.43,-14773.2626953125,15.5941,399
156.4605,400,2000000,1979.28,2300.6,-14825.203125,15.6991,400
156.536,401,2005000,1935.21,2306.1,-14783.8251953125,15.4758,401
156.5137,402,2010000,1981.19,2196.91,-14778.2587890625,15.4413,402
156.5702,403,2015000,1988.77,2191.98,-14941.8583984375,15.812,403
156.5984,404,2020000,1935.24,1927.09,-14680.2099609375,15.7292,404
156.5403,405,2025000,1964.15,2169.35,-14867.83984375,15.6132,405
156.4516,406,2030000,1981.19,2199.52,-14929.3916015625,15.5643,406
156.5052,407,2035000,1994.3,2330.88,-14948.6357421875,15.6735,407
156.5306,408,2040000,1982.65,2304.59,-14902.93359375,15.6633,408
156.4052,409,2045000,1936.67,2056.82,-14952.724609375,15.7416,409
156.542,410,2050000,1983.34,2057.13,-14981.265625,15.5858,410
156.4094,411,2055000,1972.74,2294.34,-14916.18359375,15.5395,411
156.5791,412,2060000,1970.09,1651.9,-15015.1728515625,15.5589,412
156.4159,413,2065000,1951.47,2290.03,-14951.6318359375,15.4679,413
156.5206,414,2070000,1974.04,2291.94,-15023.701171875,15.5475,414
156.5537,415,2075000,1956.33,2308.9,-15022.0830078125,15.5402,415
156.3936,416,2080000,1972.29,2302.38,-14967.37890625,15.3021,416
156.5475,417,2085000,1945.77,2288.83,-15080.345703125,15.4464,417
156.4247,418,2090000,1966.23,1762.26,-15133.7646484375,15.7827,418
156.4452,419,2095000,1928.94,2301.93,-15116.126953125,15.5092,419
156.5599,420,2100000,1967.95,2304.75,-15042.794921875,15.3626,420
156.5008,421,2105000,1886.42,1749.38,-14320.7470703125,17.1319,421
156.6225,422,2110000,1850.86,1369.41,-15140.169921875,15.3995,422
156.5472,423,2115000,1993.61,2315.96,-15171.365234375,15.3743,423
156.4641,424,2120000,1959.37,2184.87,-15302.3916015625,15.5666,424
156.572,425,2125000,1913.79,1884.73,-15042.1162109375,15.3011,425
156.6844,426,2130000,1925.29,1786.75,-15141.685546875,15.4212,426
156.6656,427,2135000,1931.15,2151.53,-15192.0478515625,15.4773,427
156.5667,428,2140000,1915.71,2008.11,-15134.6220703125,15.3239,428
156.5325,429,2145000,1932.46,1850.54,-15176.03125,15.1838,429
156.4541,430,2150000,1933.49,2157.27,-15095.859375,15.2626,430
156.4896,431,2155000,1590.15,1628.97,-15218.45703125,15.2327,431
156.412,432,2160000,1932.74,2290.42,-15321.2021484375,15.5124,432
156.5064,433,2165000,1589.61,2005.85,-14944.31640625,15.8398,433
156.526,434,2170000,1820.39,1491.27,-14900.8125,16.6764,434
156.4419,435,2175000,1947.48,2282.55,-15289.9775390625,15.2437,435
156.4557,436,2180000,1914.75,2239.55,-15299.349609375,15.2482,436
156.5131,437,2185000,1902.16,2031.82,-15078.54296875,15.3695,437
156.5448,438,2190000,1936.13,2175.06,-15282.2490234375,15.5787,438
156.5306,439,2195000,1967.07,1774.26,-15356.20703125,15.4137,439
156.5625,440,2200000,1906.03,1601.63,-15107.708984375,15.487,440
156.6313,441,2205000,1948.19,1766.27,-15308.6875,15.3716,441
156.5668,442,2210000,1942.85,2140.15,-15288.90625,15.1297,442
156.3554,443,2215000,1840.53,1738.61,-15233.40234375,15.2762,443
156.8055,444,2220000,1378.49,1613.01,-13107.41015625,24.9464,444
156.5801,445,2225000,1821.17,1897.94,-14689.0146484375,18.0542,445
156.5267,446,2230000,1929.38,1759.24,-15455.3359375,15.4098,446
156.5348,447,2235000,1951.95,2022.67,-15410.80078125,15.3064,447
156.5112,448,2240000,1489.13,1345.46,-15089.779296875,15.8938,448
156.493,449,2245000,1907.58,2284.91,-15050.4951171875,16.1884,449
156.6232,450,2250000,1746.86,1622.3,-14569.82421875,19.6846,450
156.6001,451,2255000,1487.68,2164.27,-14611.3076171875,19.189,451
156.4595,452,2260000,1887.33,2269.55,-15529.9609375,15.1565,452
156.3652,453,2265000,1946.36,2143.86,-15494.470703125,15.1757,453
156.4386,454,2270000,1886.52,2289.75,-15381.666015625,15.4558,454
156.5389,455,2275000,1694.76,2238.6,-15533.4365234375,15.1099,455
156.577,456,2280000,1959.28,2146.12,-15160.9521484375,16.9995,456
156.5198,457,2285000,1806.59,2297.09,-15159.4404296875,16.2514,457
156.487,458,2290000,1897.92,2295.4,-15711.4140625,15.3302,458
156.3512,459,2295000,1964.04,2314.58,-15633.0068359375,15.114,459
156.4954,460,2300000,1741.36,1908.7,-14759.767578125,18.6385,460
156.4425,461,2305000,1800.04,2155.18,-15139.1171875,17.1047,461
156.4666,462,2310000,1894.72,2293.0,-15359.8115234375,15.8456,462
156.3249,463,2315000,1928.56,2148.22,-15661.142578125,14.9519,463
156.5702,464,2320000,1588.64,2161.99,-15167.66015625,17.6346,464
156.5638,465,2325000,1804.99,2195.48,-15249.349609375,16.9494,465
156.6194,466,2330000,1984.88,2325.38,-14352.0693359375,20.726,466
156.6673,467,2335000,1586.9,2017.92,-15263.6416015625,17.4628,467
156.3916,468,2340000,1837.37,2333.42,-14842.7890625,19.187,468
156.4833,469,2345000,1710.38,1747.82,-14881.3271484375,17.6085,469
156.5462,470,2350000,1942.1,2165.86,-14935.8662109375,17.9564,470
156.508,471,2355000,1792.58,2173.55,-14905.541015625,20.0012,471
156.7592,472,2360000,1456.7,1871.79,-13783.216796875,27.3345,472
156.534,473,2365000,1479.75,2153.54,-14317.201171875,22.1799,473
156.6658,474,2370000,1317.95,2163.92,-14387.2890625,21.0425,474
156.4793,475,2375000,1973.19,2183.05,-15845.7900390625,15.0473,475
156.6883,476,2380000,963.21,2127.2,-14351.501953125,21.8408,476
156.7459,477,2385000,1216.45,2178.04,-14384.990234375,20.4411,477
156.3851,478,2390000,1877.36,2012.02,-15443.0576171875,16.5681,478
156.4391,479,2395000,1881.53,1997.02,-15789.61328125,14.9893,479
156.6614,480,2400000,1725.35,2116.02,-15527.677734375,15.9569,480
156.755,481,2405000,1539.39,2284.49,-14936.10546875,18.3801,481
156.5294,482,2410000,1846.56,2256.77,-15891.345703125,14.9345,482
156.5311,483,2415000,1804.21,2009.26,-15779.736328125,15.2289,483
156.4645,484,2420000,1906.71,2276.83,-15955.650390625,15.1101,484
156.4641,485,2425000,1605.69,2303.08,-15903.826171875,14.9786,485
156.4324,486,2430000,1824.94,2173.97,-15826.3095703125,15.2617,486
156.5875,487,2435000,1917.77,2219.29,-15881.177734375,14.8459,487
156.6564,488,2440000,1901.09,2270.32,-16047.265625,14.9862,488
156.4782,489,2445000,1938.0,1889.0,-15922.7890625,14.8918,489
156.3155,490,2450000,1932.98,2115.74,-15915.88671875,14.9101,490
156.3946,491,2455000,1911.2,2250.13,-15995.94140625,14.9555,491
156.4167,492,2460000,1898.74,2155.66,-15989.0673828125,14.8898,492
156.5217,493,2465000,1882.88,2047.49,-15917.845703125,14.8713,493
156.4382,494,2470000,1884.24,2142.06,-16048.7158203125,14.9069,494
156.4063,495,2475000,1924.65,2130.96,-16061.0732421875,15.0129,495
156.5369,496,2480000,1941.63,2164.15,-16057.0146484375,15.1425,496
156.3956,497,2485000,1903.59,2157.24,-16131.2880859375,15.024,497
156.3902,498,2490000,1861.49,2230.44,-16002.1689453125,14.7385,498
156.5012,499,2495000,1921.82,1877.66,-16110.7958984375,15.0117,499
156.4916,500,2500000,1906.38,2150.74,-16161.76953125,15.0184,500
156.5055,501,2505000,1899.25,1997.36,-16155.9375,15.0105,501
156.4005,502,2510000,1956.69,2299.03,-16203.712890625,14.9556,502
156.3726,503,2515000,1926.36,2277.31,-16183.1376953125,14.7699,503
156.4875,504,2520000,1957.35,2305.26,-16319.919921875,15.2802,504
156.4442,505,2525000,1880.0,2278.33,-16260.353515625,15.1097,505
156.2995,506,2530000,1960.12,2301.34,-16243.8759765625,15.1397,506
156.466,507,2535000,1936.59,2165.11,-16276.630859375,15.1149,507
156.5141,508,2540000,1948.99,2271.57,-16239.2978515625,15.1686,508
156.5864,509,2545000,1910.06,2271.22,-16270.9716796875,15.0981,509
156.4496,510,2550000,1919.59,2137.88,-16262.1630859375,14.9941,510
156.4959,511,2555000,1981.72,2193.01,-16351.4599609375,15.1326,511
156.3855,512,2560000,1976.3,2317.8,-16336.73046875,15.153,512
156.5213,513,2565000,1948.16,2276.69,-16326.67578125,14.9892,513
156.443,514,2570000,1925.96,2299.6,-16316.3466796875,15.1199,514
156.5186,515,2575000,1885.22,2274.16,-16332.5458984375,15.0599,515
156.483,516,2580000,1953.61,2294.0,-16412.669921875,15.1551,516
156.5187,517,2585000,1968.85,2181.63,-16397.76171875,15.1935,517
156.5354,518,2590000,1937.76,2316.55,-16395.306640625,15.1781,518
156.5538,519,2595000,1926.23,2320.13,-16420.69921875,15.1759,519
156.4288,520,2600000,1946.68,2292.38,-16344.234375,15.0109,520
156.4051,521,2605000,1957.19,2283.26,-16377.0634765625,15.0344,521
156.4558,522,2610000,1963.58,2304.46,-16406.0703125,15.079,522
156.4042,523,2615000,1944.84,2353.73,-16511.724609375,15.0479,523
156.4551,524,2620000,1966.96,2329.98,-16461.677734375,15.1074,524
156.4132,525,2625000,1930.73,2051.99,-16454.19921875,15.2449,525
156.4391,526,2630000,1938.29,2144.45,-16482.90234375,14.8908,526
156.5214,527,2635000,1960.26,2337.48,-16487.576171875,15.0436,527
156.3376,528,2640000,1963.0,2322.41,-16580.609375,15.1904,528
156.4029,529,2645000,1914.82,2164.77,-16520.6328125,15.0121,529
156.4068,530,2650000,1938.22,2172.55,-16565.681640625,15.2144,530
156.408,531,2655000,1929.76,2306.4,-16614.607421875,15.202,531
156.514,532,2660000,1976.61,2180.98,-16590.58984375,15.2507,532
156.4369,533,2665000,1996.97,2192.34,-16560.494140625,15.1734,533
156.3128,534,2670000,1968.53,2318.27,-16608.990234375,15.112,534
156.4456,535,2675000,1893.96,2282.23,-16535.83203125,15.0282,535
156.5159,536,2680000,1970.48,2309.72,-16662.529296875,15.2532,536
156.3557,537,2685000,1956.92,2290.79,-16604.603515625,14.9602,537
156.3716,538,2690000,1972.84,2328.16,-16603.501953125,15.1807,538
156.5071,539,2695000,1950.68,2305.3,-16598.400390625,15.1095,539
156.5785,540,2700000,1952.75,2283.27,-16589.2109375,15.1847,540
156.5277,541,2705000,1935.18,2318.84,-16599.060546875,15.0625,541
156.4378,542,2710000,1981.66,2339.53,-16573.232421875,15.1615,542
156.3536,543,2715000,1984.19,2174.39,-16644.798828125,14.9638,543
156.4377,544,2720000,1977.54,2318.34,-16720.623046875,15.2297,544
156.5299,545,2725000,1985.82,2321.22,-16665.2109375,15.2925,545
156.609,546,2730000,1934.23,2291.6,-16648.77734375,15.0406,546
156.5752,547,2735000,1995.91,2363.12,-16715.259765625,15.104,547
156.405,548,2740000,1940.61,2303.0,-16773.669921875,15.1023,548
156.518,549,2745000,1945.49,2169.87,-16599.666015625,15.359,549
156.4307,550,2750000,1942.08,2174.79,-16793.798828125,15.1789,550
156.569,551,2755000,1974.59,2183.36,-16760.26171875,15.2475,551
156.5254,552,2760000,1870.51,2326.35,-16711.94921875,15.0417,552
156.5225,553,2765000,1965.11,2298.96,-16688.931640625,14.9608,553
156.4572,554,2770000,1982.11,2329.03,-16785.63671875,15.1889,554
156.4327,555,2775000,1958.58,2295.13,-16699.119140625,14.9318,555
156.4442,556,2780000,1967.43,2323.57,-16772.4453125,15.0636,556
156.4597,557,2785000,1816.79,2333.35,-16746.923828125,15.154,557
156.4485,558,2790000,2007.77,2353.7,-16928.638671875,15.3134,558
156.4884,559,2795000,1960.25,2306.1,-16823.283203125,15.2747,559
156.2807,560,2800000,1986.17,2359.82,-16926.78125,15.1945,560
156.4106,561,2805000,1972.67,2327.91,-16835.1953125,15.1435,561
156.448,562,2810000,1953.15,2198.35,-16890.48046875,15.2084,562
156.4498,563,2815000,1947.86,2323.85,-16828.3671875,14.9447,563
156.4975,564,2820000,1950.11,2313.35,-16902.623046875,15.1098,564
156.4775,565,2825000,1944.37,2293.5,-16886.470703125,15.1008,565
156.4148,566,2830000,1965.48,2332.34,-16974.560546875,15.1231,566
156.5734,567,2835000,1935.79,2317.45,-16879.578125,15.0111,567
156.5341,568,2840000,1934.52,2275.07,-16869.31640625,15.2236,568
156.5379,569,2845000,1934.09,2190.12,-16899.513671875,15.1464,569
156.3912,570,2850000,1943.07,2261.09,-17000.904296875,15.0924,570
156.3684,571,2855000,1841.41,2138.96,-16892.984375,14.8845,571
156.6362,572,2860000,1968.45,2335.33,-17023.87890625,15.27,572
156.5325,573,2865000,1973.84,2339.76,-17042.01953125,15.3557,573
156.5576,574,2870000,1918.76,2298.79,-17024.509765625,15.137,574
156.5309,575,2875000,1978.93,2343.5,-17061.0390625,15.1513,575
156.587,576,2880000,1957.6,2337.57,-17011.8984375,15.2072,576
156.4376,577,2885000,1943.14,2196.08,-17003.05078125,15.1378,577
156.4244,578,2890000,1988.67,2336.32,-17049.759765625,15.1559,578
156.5886,579,2895000,1949.82,2314.67,-17003.15625,15.1427,579
156.4777,580,2900000,1984.78,2349.78,-17090.126953125,15.3724,580
156.6105,581,2905000,1956.98,2340.38,-17157.1171875,15.2185,581
156.4713,582,2910000,1931.26,2269.21,-17063.142578125,14.9878,582
156.4988,583,2915000,1935.25,2330.97,-17072.23828125,14.8212,583
156.6017,584,2920000,1931.44,2317.03,-17092.142578125,15.3693,584
156.5582,585,2925000,1962.89,2320.1,-17070.19140625,14.8597,585
156.3626,586,2930000,1959.7,2328.99,-17082.529296875,14.8028,586
156.5332,587,2935000,1950.94,2318.88,-17057.0,15.0805,587
156.4119,588,2940000,1911.36,2347.99,-17142.525390625,15.0627,588
156.5827,589,2945000,1952.63,2338.36,-17084.716796875,15.0647,589
156.5066,590,2950000,1945.47,2301.59,-17119.919921875,15.1267,590
156.4941,591,2955000,1937.15,2336.82,-17163.23046875,15.2071,591
156.5893,592,2960000,1982.0,2340.74,-17149.0234375,15.2496,592
156.5899,593,2965000,1959.19,2308.74,-17182.681640625,15.0065,593
156.6767,594,2970000,1965.82,2319.31,-17154.61328125,15.0516,594
156.5582,595,2975000,1972.23,2339.21,-17137.66015625,15.0641,595
156.4787,596,2980000,1970.35,2316.11,-17193.96875,15.2023,596
156.3986,597,2985000,1976.21,2298.95,-17199.05859375,15.0975,597
156.6939,598,2990000,1966.08,2321.03,-17189.236328125,15.2812,598
156.4627,599,2995000,1960.3,2298.87,-17173.876953125,15.0905,599
