Running Forward KL,Running Env Steps,Running Update Time,Reward Loss,Real Sto Return,Real Det Return,Running Reverse KL,Itration
156.6902,1965000,393,-59818.87109375,1956.0,2273.55,15.3368,393
156.5789,1970000,394,-59992.0859375,1974.22,2316.9,15.273,394
156.5857,1975000,395,-60150.97265625,1959.82,2281.84,15.4007,395
156.5719,1980000,396,-60140.76953125,1973.94,2289.46,15.3535,396
156.622,1985000,397,-60138.328125,1951.15,2275.82,15.3001,397
156.667,1990000,398,-60328.0546875,1959.22,2296.2,15.2625,398
156.5669,1995000,399,-60264.46484375,1962.79,2305.36,15.0965,399
156.5343,2000000,400,-60756.94921875,1974.38,2315.06,15.4414,400
156.3825,2005000,401,-60801.5625,1970.85,2309.73,15.4222,401
156.693,2010000,402,-60716.21484375,1954.37,2292.35,15.5062,402
156.6737,2015000,403,-60504.5703125,1952.34,2271.02,15.3458,403
156.7146,2020000,404,-61040.27734375,1989.97,2324.28,15.5209,404
156.6031,2025000,405,-60943.55078125,1954.67,2299.64,15.2754,405
156.5771,2030000,406,-61145.05078125,1955.53,2262.5,15.2698,406
156.613,2035000,407,-61009.625,1945.22,2267.25,15.1742,407
156.6745,2040000,408,-61205.9453125,1963.54,2295.33,15.2844,408
156.5803,2045000,409,-61226.27734375,1952.72,2224.83,15.1561,409
156.5218,2050000,410,-61132.61328125,1936.75,2244.97,15.236,410
156.5226,2055000,411,-61578.80859375,1971.64,2306.94,15.3827,411
156.4703,2060000,412,-61595.73828125,1948.1,2267.48,15.2217,412
156.7069,2065000,413,-61613.23046875,1953.07,2266.09,15.1913,413
156.6919,2070000,414,-61590.26171875,1952.27,2256.7,15.1259,414
156.4574,2075000,415,-61893.22265625,1950.97,2272.36,15.2209,415
156.6561,2080000,416,-61793.17578125,1939.13,2241.92,15.1848,416
156.4843,2085000,417,-62003.921875,1956.84,2284.85,15.0753,417
156.675,2090000,418,-62049.02734375,1951.67,2293.01,15.0255,418
156.5363,2095000,419,-62193.08984375,1980.31,2306.89,15.1488,419
156.6199,2100000,420,-62256.484375,1949.0,2290.91,15.0766,420
156.5096,2105000,421,-62325.796875,1954.91,2279.27,15.0655,421
156.5354,2110000,422,-62411.1796875,1962.74,2309.38,15.3203,422
156.7265,2115000,423,-62398.54296875,1951.38,2280.46,15.1243,423
156.4294,2120000,424,-62703.203125,1948.71,2273.97,15.1294,424
156.5982,2125000,425,-62600.94140625,1957.22,2307.27,15.1097,425
156.6253,2130000,426,-62850.39453125,1947.81,2297.38,15.2241,426
156.5349,2135000,427,-62897.62109375,1952.6,2266.57,15.0745,427
156.5894,2140000,428,-63087.109375,1946.53,2288.01,15.0099,428
156.5549,2145000,429,-63163.75390625,1959.78,2267.39,15.0619,429
156.4972,2150000,430,-63000.56640625,1932.18,2265.53,15.1096,430
156.6662,2155000,431,-63185.984375,1931.39,2277.11,15.092,431
156.5178,2160000,432,-63527.50390625,1952.52,2293.1,15.311,432
156.5265,2165000,433,-63871.6953125,1975.07,2310.13,15.2349,433
156.5296,2170000,434,-63688.1640625,1964.67,2321.51,15.1946,434
156.6781,2175000,435,-63911.02734375,1957.69,2323.53,15.305,435
156.5864,2180000,436,-63865.1328125,1969.52,2300.99,15.2225,436
156.5354,2185000,437,-63942.28515625,1942.38,2294.96,15.2238,437
156.5574,2190000,438,-64066.01953125,1970.37,2278.31,15.2474,438
156.6478,2195000,439,-64139.7890625,1973.05,2278.48,15.2114,439
156.6908,2200000,440,-64173.65234375,1957.08,2285.15,15.3039,440
156.6434,2205000,441,-64356.78125,1956.86,2270.48,15.3329,441
156.7088,2210000,442,-64284.6953125,1937.07,2288.26,15.0461,442
156.5576,2215000,443,-64523.8828125,1957.62,2305.27,15.112,443
156.5245,2220000,444,-64528.15234375,1960.31,2312.02,15.0577,444
156.5288,2225000,445,-64411.11328125,1932.23,2277.33,15.2454,445
156.5252,2230000,446,-64711.57421875,1930.41,2282.1,15.0497,446
156.7783,2235000,447,-64701.9375,1937.24,2288.77,15.2539,447
156.6888,2240000,448,-64860.7421875,1964.89,2311.77,15.0226,448
156.663,2245000,449,-65070.5234375,1936.82,2302.09,15.1031,449
156.5603,2250000,450,-64872.9140625,1936.31,2281.11,15.0773,450
156.5413,2255000,451,-65312.77734375,1924.42,2266.34,15.1443,451
156.6362,2260000,452,-65292.96484375,1973.45,2287.08,15.2384,452
156.5854,2265000,453,-65348.76171875,1949.07,2284.27,15.2037,453
156.6844,2270000,454,-65320.60546875,1957.33,2306.72,15.2594,454
156.6386,2275000,455,-65506.41015625,1950.49,2303.08,15.2197,455
156.7274,2280000,456,-65849.0390625,1961.65,2315.85,15.3052,456
156.7626,2285000,457,-65995.109375,1957.08,2310.35,15.4345,457
156.6443,2290000,458,-66089.671875,1955.32,2326.51,15.3509,458
156.778,2295000,459,-66069.40625,1926.78,2307.61,15.3377,459
156.5924,2300000,460,-66240.609375,1984.93,2315.19,15.3466,460
156.5446,2305000,461,-66303.7265625,1979.51,2322.91,15.3294,461
156.5943,2310000,462,-66606.9609375,1957.85,2302.59,15.406,462
156.5799,2315000,463,-66674.4453125,1957.61,2317.16,15.3315,463
156.6143,2320000,464,-66489.9453125,1946.51,2292.96,15.221,464
156.8065,2325000,465,-66760.1484375,1967.87,2308.24,15.3155,465
156.7522,2330000,466,-67000.609375,1986.37,2318.02,15.3697,466
156.6428,2335000,467,-66865.40625,1959.8,2310.4,15.3264,467
156.6778,2340000,468,-67190.3359375,1965.99,2302.44,15.3539,468
156.6766,2345000,469,-67158.46875,1953.13,2300.81,15.2994,469
156.7586,2350000,470,-66926.8828125,1956.02,2306.02,15.2301,470
156.4601,2355000,471,-67207.9453125,1953.78,2310.94,15.2116,471
156.6109,2360000,472,-67467.90625,1968.44,2273.5,15.3415,472
156.6143,2365000,473,-67644.53125,1979.5,2307.76,15.3241,473
156.6535,2370000,474,-67327.2890625,1973.86,2309.12,15.3408,474
156.6167,2375000,475,-67993.7890625,1980.24,2310.36,15.3726,475
156.6135,2380000,476,-68098.2578125,1979.49,2293.63,15.2803,476
156.5336,2385000,477,-68070.2890625,1968.07,2315.77,15.376,477
156.6978,2390000,478,-68113.2734375,1948.39,2298.45,15.3464,478
156.6622,2395000,479,-68162.6015625,1962.0,2307.19,15.1917,479
156.735,2400000,480,-68457.6796875,1966.44,2308.17,15.2856,480
156.7433,2405000,481,-68642.828125,1940.81,2296.01,15.4503,481
156.585,2410000,482,-68367.71875,1926.13,2241.31,15.1342,482
156.6183,2415000,483,-68581.9921875,1934.07,2276.85,15.2276,483
156.6847,2420000,484,-68993.421875,1969.21,2291.81,15.4439,484
156.6345,2425000,485,-68819.84375,1975.55,2302.77,15.3572,485
156.6333,2430000,486,-69252.5859375,1965.29,2304.64,15.3459,486
156.7841,2435000,487,-69472.5859375,1996.62,2335.06,15.5921,487
156.7553,2440000,488,-69614.7578125,1978.12,2302.53,15.4637,488
156.627,2445000,489,-69393.453125,2000.23,2317.63,15.3889,489
156.8881,2450000,490,-69620.296875,1967.32,2289.65,15.2629,490
156.7,2455000,491,-69941.53125,1999.17,2317.9,15.5632,491
156.7284,2460000,492,-69815.71875,1998.75,2323.06,15.343,492
156.6628,2465000,493,-70380.2734375,2011.86,2342.21,15.3032,493
156.6139,2470000,494,-70130.078125,1984.58,2323.37,15.3577,494
156.719,2475000,495,-70136.4453125,1990.91,2320.06,15.34,495
156.7838,2480000,496,-70560.6328125,2009.25,2338.94,15.6366,496
156.6994,2485000,497,-70413.0390625,1979.48,2301.81,15.3017,497
156.625,2490000,498,-70418.28125,1992.76,2305.53,15.2748,498
156.6121,2495000,499,-70778.40625,1998.9,2317.24,15.2871,499
156.5583,2500000,500,-70886.09375,2006.08,2325.18,15.3849,500
156.6249,2505000,501,-70807.0390625,1986.67,2325.03,15.358,501
156.6965,2510000,502,-71165.265625,1991.94,2307.53,15.5395,502
156.6462,2515000,503,-71093.6328125,2009.81,2331.73,15.4341,503
156.6871,2520000,504,-71180.9765625,1995.87,2311.47,15.4041,504
156.6594,2525000,505,-71552.484375,2005.47,2316.95,15.5086,505
156.7455,2530000,506,-71435.4765625,1983.68,2322.25,15.5132,506
156.7686,2535000,507,-71618.21875,1987.7,2305.23,15.3094,507
156.5844,2540000,508,-71611.703125,1994.58,2294.3,15.4338,508
156.7896,2545000,509,-71889.8515625,1982.73,2327.29,15.5303,509
156.5873,2550000,510,-72424.1953125,1994.15,2319.55,15.5246,510
156.6915,2555000,511,-71838.8125,1970.09,2306.13,15.3378,511
156.831,2560000,512,-72189.28125,1974.69,2319.18,15.7199,512
156.65,2565000,513,-72074.7734375,2003.87,2315.51,15.5031,513
156.6477,2570000,514,-72346.5390625,2019.01,2326.01,15.5637,514
156.7939,2575000,515,-72529.03125,2004.25,2344.65,15.4057,515
156.6147,2580000,516,-72390.5859375,2027.55,2341.52,15.5909,516
156.8079,2585000,517,-72659.3046875,2004.35,2334.13,15.4918,517
156.7034,2590000,518,-73123.109375,2018.12,2350.99,15.5736,518
156.6941,2595000,519,-72902.234375,2007.59,2339.59,15.4996,519
156.703,2600000,520,-72809.890625,1990.01,2305.79,15.452,520
156.7504,2605000,521,-73192.5078125,2034.46,2342.97,15.6136,521
156.6701,2610000,522,-73287.0625,2029.66,2356.8,15.5765,522
156.7611,2615000,523,-73448.7890625,2031.71,2369.02,15.4314,523
156.7357,2620000,524,-73512.796875,2010.53,2338.37,15.5818,524
156.8023,2625000,525,-73445.546875,2002.53,2343.44,15.5919,525
156.7713,2630000,526,-73224.203125,2007.41,2311.95,15.4151,526
156.6745,2635000,527,-73613.4375,2008.09,2338.93,15.5168,527
156.6977,2640000,528,-73331.296875,2017.24,2350.87,15.4423,528
156.7435,2645000,529,-73515.515625,2011.43,2336.75,15.2484,529
156.7816,2650000,530,-73802.125,2018.44,2332.39,15.4443,530
156.7342,2655000,531,-73880.671875,2036.37,2361.79,15.4757,531
156.7194,2660000,532,-74003.4375,2030.79,2356.29,15.6284,532
156.6415,2665000,533,-74161.8125,2018.78,2358.31,15.4832,533
156.7943,2670000,534,-73904.3515625,2000.83,2356.16,15.3523,534
156.7459,2675000,535,-73740.8203125,1986.33,2306.73,15.4337,535
156.7491,2680000,536,-73956.609375,1968.04,2315.92,15.2544,536
156.685,2685000,537,-74188.984375,2023.74,2351.81,15.5414,537
156.7854,2690000,538,-74668.6015625,2005.82,2355.42,15.6744,538
156.6833,2695000,539,-74794.0,2007.29,2356.38,15.5683,539
156.6835,2700000,540,-74612.2578125,2012.51,2338.61,15.593,540
156.694,2705000,541,-74854.9609375,2003.16,2355.3,15.5303,541
156.7829,2710000,542,-74628.71875,1982.76,2275.98,15.3154,542
156.7769,2715000,543,-74840.9921875,1997.26,2336.63,15.3009,543
156.6714,2720000,544,-74857.3984375,2001.37,2326.24,15.5507,544
156.7922,2725000,545,-75052.59375,2001.58,2335.36,15.6224,545
156.7717,2730000,546,-74941.6328125,2002.76,2327.97,15.4977,546
156.7365,2735000,547,-75466.0078125,1988.86,2343.09,15.4701,547
156.5797,2740000,548,-75530.2109375,2009.74,2313.43,15.3824,548
156.8002,2745000,549,-75377.921875,2014.31,2340.11,15.5516,549
156.8817,2750000,550,-75603.0078125,2019.57,2367.86,15.4435,550
156.6438,2755000,551,-76135.4296875,2036.45,2367.43,15.4957,551
156.5872,2760000,552,-76227.234375,2035.09,2380.4,15.5073,552
156.7197,2765000,553,-75821.1328125,2017.44,2372.48,15.4264,553
156.7962,2770000,554,-76155.28125,2015.89,2366.51,15.3203,554
156.8082,2775000,555,-75950.53125,2024.47,2354.73,15.2516,555
156.6139,2780000,556,-76058.28125,2009.17,2358.4,15.1997,556
156.6795,2785000,557,-76372.5234375,2002.76,2329.19,15.3373,557
156.6373,2790000,558,-76169.171875,2016.89,2336.78,15.3845,558
156.6199,2795000,559,-76420.2265625,2030.67,2355.89,15.4675,559
156.7539,2800000,560,-76295.1953125,2012.0,2344.25,15.5795,560
156.6881,2805000,561,-76581.0859375,2028.17,2358.13,15.4551,561
156.6447,2810000,562,-76691.4375,2038.23,2355.39,15.4696,562
156.7795,2815000,563,-76854.828125,2016.69,2338.92,15.4874,563
156.7115,2820000,564,-76746.0703125,2017.98,2361.23,15.2779,564
156.6565,2825000,565,-77007.25,2013.29,2367.48,15.3594,565
156.5242,2830000,566,-77194.3203125,2045.09,2362.56,15.5056,566
156.4172,2835000,567,-76856.7265625,2038.9,2349.67,15.292,567
156.7001,2840000,568,-77452.21875,1996.52,2343.73,15.4023,568
156.61,2845000,569,-77331.5234375,2024.44,2341.91,15.5481,569
156.6604,2850000,570,-77338.9140625,2033.6,2349.92,15.4728,570
156.7493,2855000,571,-77454.1484375,2021.05,2339.87,15.532,571
156.8093,2860000,572,-77532.96875,2022.88,2338.92,15.3495,572
156.7754,2865000,573,-77470.8828125,2034.73,2351.21,15.4423,573
156.7386,2870000,574,-77619.828125,2015.74,2361.51,15.2608,574
156.8674,2875000,575,-77676.8125,2017.76,2329.88,15.6653,575
156.6002,2880000,576,-77895.421875,2005.5,2358.36,15.3263,576
156.669,2885000,577,-78186.03125,2023.41,2359.79,15.2809,577
156.7017,2890000,578,-78173.515625,2025.85,2352.93,15.3862,578
156.7779,2895000,579,-78394.578125,2023.57,2359.16,15.5581,579
156.8213,2900000,580,-78509.484375,2018.85,2357.67,15.4499,580
156.7004,2905000,581,-78569.0703125,2037.19,2365.44,15.4289,581
156.5322,2910000,582,-78479.6796875,2023.91,2368.95,15.3816,582
156.7546,2915000,583,-78506.0078125,2011.09,2217.79,15.4342,583
156.7525,2920000,584,-78653.3046875,2018.18,2357.16,15.5189,584
156.7281,2925000,585,-78891.890625,2049.82,2383.14,15.3688,585
156.7296,2930000,586,-79128.046875,2040.08,2370.65,15.6154,586
156.6998,2935000,587,-79139.328125,2035.02,2380.41,15.5183,587
156.7104,2940000,588,-78810.9921875,2023.97,2358.33,15.2221,588
156.7534,2945000,589,-78812.5390625,2024.76,2353.51,15.4561,589
156.611,2950000,590,-79329.9140625,2025.7,2375.07,15.4636,590
156.7444,2955000,591,-79157.9140625,2005.1,2365.4,15.5012,591
156.674,2960000,592,-79344.953125,2011.33,2346.83,15.1559,592
156.7631,2965000,593,-79401.3359375,2022.64,2357.16,15.427,593
156.7616,2970000,594,-79491.7890625,2035.1,2374.72,15.5091,594
156.7901,2975000,595,-79409.5546875,2028.69,2353.9,15.4783,595
156.7439,2980000,596,-79416.328125,2032.94,2363.37,15.4294,596
156.6583,2985000,597,-79930.1875,2018.58,2391.58,15.3223,597
156.4963,2990000,598,-79822.5625,2032.47,2369.29,15.4566,598
156.592,2995000,599,-79930.6015625,2019.87,2371.23,15.4359,599
