Running Update Time,Itration,Reward Loss,Running Env Steps,Running Forward KL,Running Reverse KL,Real Det Return,Real Sto Return
385,385,-7249.79833984375,1925000,33.9369,13.3713,5406.04,5227.29
386,386,-7184.51220703125,1930000,33.3729,12.8322,5395.03,5191.31
387,387,-7040.669921875,1935000,33.3312,12.7788,5345.81,5176.58
388,388,-7217.58935546875,1940000,34.0856,15.0566,5330.66,5207.91
389,389,-7811.20458984375,1945000,34.4615,13.2135,4636.43,4758.93
390,390,-6956.82861328125,1950000,31.7975,13.0762,5123.6,5009.8
391,391,-7590.0888671875,1955000,32.4587,13.6579,5279.02,5148.08
392,392,-8222.1943359375,1960000,33.8301,13.6098,5251.31,5080.86
393,393,-6778.05322265625,1965000,32.5084,13.0679,5444.73,5255.29
394,394,-7206.720703125,1970000,32.9084,13.3893,5462.43,5242.91
395,395,-7426.18115234375,1975000,33.5986,13.9492,5393.31,5226.85
396,396,-7228.7099609375,1980000,33.2108,13.7232,5526.7,5296.7
397,397,-7487.7177734375,1985000,33.5202,13.6931,5509.57,5266.22
398,398,-7425.73876953125,1990000,33.0897,13.8936,5471.2,5320.7
399,399,-7193.1044921875,1995000,33.3453,13.3747,5527.49,5207.32
400,400,-7048.47607421875,2000000,32.6578,13.5096,5458.17,5300.86
401,401,-7031.453125,2005000,32.8682,13.6842,5531.01,5300.97
402,402,-7396.36376953125,2010000,33.2049,14.0158,5591.15,5279.52
403,403,-7149.849609375,2015000,32.8796,14.1351,5529.42,5290.9
404,404,-6921.74658203125,2020000,32.7706,13.3441,5531.31,5312.77
405,405,-7417.7900390625,2025000,33.162,13.6665,5555.26,5311.79
406,406,-7093.4052734375,2030000,32.3326,12.9652,5466.77,5283.43
407,407,-7363.56298828125,2035000,32.7166,13.5715,5474.08,5298.77
408,408,-7783.18701171875,2040000,33.0827,13.6913,5469.42,5231.0
409,409,-7698.09619140625,2045000,32.8144,12.9078,5476.16,5250.68
410,410,-7475.63427734375,2050000,32.8243,13.8868,5509.46,5268.48
411,411,-9291.724609375,2055000,33.5896,12.1799,5410.45,5247.57
412,412,-7312.1279296875,2060000,32.4147,13.5122,5550.01,5049.1
413,413,-7177.34033203125,2065000,32.9589,13.7402,5461.6,5275.86
414,414,-7219.1279296875,2070000,32.5595,13.3202,5498.67,5289.64
415,415,-7763.53076171875,2075000,33.2826,13.9968,5478.12,5273.03
416,416,-7455.77294921875,2080000,32.437,13.3025,5465.1,5306.61
417,417,-6944.78564453125,2085000,32.1037,13.0467,5544.87,5292.69
418,418,-7691.69189453125,2090000,32.5462,13.4184,5424.12,5245.96
419,419,-7734.4794921875,2095000,33.2408,13.8009,5505.54,5336.59
420,420,-7345.4677734375,2100000,32.1887,13.2641,5583.0,5329.19
421,421,-7548.09765625,2105000,33.3694,13.6442,5510.82,5089.81
422,422,-7690.154296875,2110000,32.9775,13.7198,5544.84,5282.4
423,423,-7514.75439453125,2115000,32.5753,13.5425,5523.14,5335.74
424,424,-7745.91357421875,2120000,32.4979,13.4801,5466.66,5305.61
425,425,-7368.244140625,2125000,32.8803,13.5545,5499.58,5333.67
426,426,-7496.99462890625,2130000,32.4281,13.6954,5528.93,5328.58
427,427,-7658.84765625,2135000,33.3516,13.415,5572.31,5320.13
428,428,-8020.48681640625,2140000,33.3795,13.4289,5477.27,5319.56
429,429,-7199.66796875,2145000,32.0028,13.2541,5530.25,5369.0
430,430,-7475.54296875,2150000,31.8927,12.9164,5490.45,5320.74
431,431,-8149.7880859375,2155000,33.2147,13.2993,5443.52,5281.65
432,432,-7428.7158203125,2160000,31.8574,12.9604,5442.23,5294.8
433,433,-7534.1357421875,2165000,32.0026,12.534,5409.74,5281.25
434,434,-7748.1513671875,2170000,32.3441,12.831,5461.95,5095.89
435,435,-7645.51318359375,2175000,32.1902,12.9169,5459.53,5291.49
436,436,-7740.8828125,2180000,32.0995,13.1512,5493.69,5313.49
437,437,-7467.2919921875,2185000,32.2872,13.1568,5496.67,5333.44
438,438,-7958.33837890625,2190000,33.039,13.3022,5498.42,5324.75
439,439,-8082.80859375,2195000,32.5791,13.8019,5481.77,5309.64
440,440,-7967.39453125,2200000,32.4991,13.4282,5505.55,5353.02
441,441,-8126.43505859375,2205000,32.3524,13.3682,5490.27,5311.07
442,442,-8499.72265625,2210000,33.0692,13.9152,5495.44,5309.56
443,443,-9184.4365234375,2215000,33.3813,13.2986,5455.93,5302.73
444,444,-9118.015625,2220000,33.7554,14.857,5507.45,5306.19
445,445,-8218.267578125,2225000,32.1886,13.927,5499.44,5339.72
446,446,-9045.9765625,2230000,33.3863,14.42,5522.51,5342.12
447,447,-8764.3984375,2235000,32.725,14.5061,5474.42,5332.98
448,448,-8816.328125,2240000,32.8034,14.4695,5501.66,5342.31
449,449,-8822.513671875,2245000,32.408,14.2774,5484.35,5310.85
450,450,-9460.642578125,2250000,33.6073,15.4152,5529.02,5356.04
451,451,-9209.4501953125,2255000,33.1628,15.0848,5385.8,5258.17
452,452,-9840.33984375,2260000,33.9982,15.5088,5404.65,5207.68
453,453,-8845.708984375,2265000,32.603,14.7536,5541.99,5346.53
454,454,-9668.734375,2270000,33.3602,14.8941,5413.45,5237.13
455,455,-9666.1962890625,2275000,33.4426,14.8147,5475.04,5261.76
456,456,-8922.0830078125,2280000,32.7064,13.9974,5426.45,5274.32
457,457,-9979.931640625,2285000,33.5974,15.4012,5420.61,5250.75
458,458,-9680.40234375,2290000,33.309,14.6686,5435.26,5300.9
459,459,-9392.9609375,2295000,33.0424,14.4614,5421.85,5286.88
460,460,-11317.546875,2300000,36.1494,16.5106,5085.33,4560.65
461,461,-10360.126953125,2305000,35.6862,17.5256,5145.87,5028.86
462,462,-9914.3759765625,2310000,33.7756,15.4918,5361.42,5228.94
463,463,-11284.775390625,2315000,35.0185,15.5112,5133.96,4978.43
464,464,-10709.2197265625,2320000,33.8014,14.9968,5334.65,5199.79
465,465,-9654.013671875,2325000,32.9514,14.5906,5394.36,5231.63
466,466,-10051.0244140625,2330000,33.0628,14.5765,5438.07,5273.48
467,467,-10657.603515625,2335000,34.1743,15.1365,5445.11,5216.8
468,468,-10140.78125,2340000,33.2259,14.9595,5431.17,5241.88
469,469,-9664.9599609375,2345000,32.5791,14.7025,5395.94,5230.11
470,470,-10243.0224609375,2350000,33.6566,15.3196,5450.81,5227.3
471,471,-9342.83984375,2355000,32.7745,14.571,5379.27,5245.36
472,472,-9629.822265625,2360000,32.8481,14.4305,5432.79,5238.56
473,473,-9905.3515625,2365000,32.6796,15.245,5366.51,5241.6
474,474,-9527.7529296875,2370000,33.0909,15.4346,5380.97,5237.03
475,475,-10312.7529296875,2375000,33.2176,14.46,5313.31,5131.84
476,476,-10168.9970703125,2380000,32.5716,15.2333,5475.49,5280.64
477,477,-10051.9140625,2385000,33.042,14.8099,5403.76,5221.13
478,478,-10132.84765625,2390000,32.667,14.432,5443.24,5213.44
479,479,-9580.1767578125,2395000,32.2817,14.3104,5512.12,5310.86
480,480,-9372.48828125,2400000,32.0592,14.0023,5424.42,5239.85
481,481,-9912.8701171875,2405000,33.5251,15.169,5513.65,5298.33
482,482,-9886.28515625,2410000,32.1375,14.1658,5519.93,5299.53
483,483,-9784.119140625,2415000,32.5671,14.1281,5518.6,5267.96
484,484,-9213.2490234375,2420000,32.0936,13.4538,5550.42,5329.87
485,485,-9909.5087890625,2425000,32.6956,14.0324,5401.16,5252.58
486,486,-9089.630859375,2430000,32.5881,13.5196,5423.41,5198.99
487,487,-9586.8720703125,2435000,32.2409,13.7357,5546.53,5304.86
488,488,-9853.921875,2440000,32.5496,13.5723,5485.88,5304.34
489,489,-9125.142578125,2445000,32.3655,13.5148,5469.73,5295.2
490,490,-9688.5595703125,2450000,33.0988,13.8508,5451.86,5243.27
491,491,-9916.189453125,2455000,32.4802,13.6488,5458.13,5285.91
492,492,-9629.380859375,2460000,32.7373,13.701,5511.97,5315.33
493,493,-9875.6416015625,2465000,32.9924,13.61,5518.19,5294.54
494,494,-9237.705078125,2470000,32.2376,13.2015,5514.53,5324.59
495,495,-9931.744140625,2475000,32.3378,13.425,5478.88,5290.62
496,496,-8625.1650390625,2480000,31.7777,12.7733,5440.37,5298.75
497,497,-8940.740234375,2485000,32.0906,12.5918,5440.19,5290.97
498,498,-9204.15234375,2490000,32.2159,13.0766,5470.07,5306.42
499,499,-9127.3876953125,2495000,32.656,12.714,5446.11,5289.46
500,500,-9100.8740234375,2500000,31.9927,12.7551,5487.45,5272.93
501,501,-9554.525390625,2505000,32.4085,13.1799,5431.28,5255.05
502,502,-9147.791015625,2510000,31.5364,12.3851,5442.99,5272.14
503,503,-9451.376953125,2515000,32.3604,12.6169,5490.25,5289.75
504,504,-9867.58203125,2520000,32.7414,12.8868,5457.98,5277.2
505,505,-9656.5712890625,2525000,32.103,11.4229,5398.16,5242.16
506,506,-9416.5498046875,2530000,32.1443,12.7423,5457.48,5294.0
507,507,-8171.81982421875,2535000,31.506,12.2855,5456.22,5309.77
508,508,-9454.7978515625,2540000,31.9359,12.6417,5478.75,5139.72
509,509,-10529.2509765625,2545000,33.2296,13.0222,5441.37,5278.92
510,510,-9748.4541015625,2550000,32.7668,12.4688,5478.18,5275.79
511,511,-10430.0732421875,2555000,33.0675,13.2084,5508.29,5281.24
512,512,-10597.9599609375,2560000,32.8583,12.7057,5260.32,4653.19
513,513,-10908.333984375,2565000,33.2133,12.9808,5239.89,5301.86
514,514,-10471.4287109375,2570000,33.5347,12.2147,5490.51,5030.17
515,515,-11694.0185546875,2575000,33.7182,11.9768,4255.09,4363.99
516,516,-12811.3564453125,2580000,34.1701,11.534,3977.36,5183.24
517,517,-11916.287109375,2585000,33.9623,12.7093,5355.08,5212.48
518,518,-11895.1474609375,2590000,33.2102,12.6736,5482.38,5244.19
519,519,-10990.6962890625,2595000,33.2075,13.4941,5495.36,5255.8
520,520,-11722.5166015625,2600000,33.02,12.6364,5467.36,5225.75
521,521,-11982.3115234375,2605000,32.2371,13.5813,5469.08,5070.87
522,522,-10564.498046875,2610000,32.5228,12.2695,5451.04,5296.85
523,523,-11727.98046875,2615000,33.3963,12.7877,5464.91,5307.23
524,524,-11896.171875,2620000,33.2262,12.0572,5486.55,5067.92
525,525,-12999.7529296875,2625000,33.4029,12.2337,5447.08,5279.32
526,526,-11646.8876953125,2630000,33.0275,12.8232,5599.87,5092.05
527,527,-11587.26953125,2635000,33.3579,12.6965,5517.71,5207.46
528,528,-12146.4951171875,2640000,33.5729,13.0649,5543.23,5250.66
529,529,-11969.6123046875,2645000,33.4124,13.3741,5532.39,5291.47
530,530,-12708.166015625,2650000,34.2699,13.7126,5457.77,5102.77
531,531,-12424.6474609375,2655000,33.9896,13.0105,5246.45,5123.24
532,532,-12839.4150390625,2660000,34.681,13.2188,5511.79,4987.39
533,533,-14163.4775390625,2665000,35.1452,14.4093,5472.77,4509.61
534,534,-14199.9912109375,2670000,35.0717,12.6141,996.01,4761.58
535,535,-13480.2001953125,2675000,33.9206,11.8641,5436.88,4788.1
536,536,-12259.650390625,2680000,33.121,12.7696,3873.64,5260.72
537,537,-12964.9208984375,2685000,33.751,13.5538,5187.09,5236.43
538,538,-14266.8212890625,2690000,34.1006,12.7413,4962.26,4878.89
539,539,-12887.26171875,2695000,33.4229,13.0389,5327.01,5068.4
540,540,-14416.126953125,2700000,34.5192,13.5436,5359.75,4756.47
541,541,-14155.05078125,2705000,34.4322,14.3086,5526.48,4993.59
542,542,-14602.5615234375,2710000,34.4378,13.5226,5496.87,5218.93
543,543,-14982.5390625,2715000,35.0899,15.3263,5504.57,4773.06
544,544,-17664.228515625,2720000,36.5584,18.5181,4651.18,4036.97
545,545,-13991.8232421875,2725000,34.6252,14.1359,5541.94,4917.77
546,546,-13860.0517578125,2730000,34.6167,13.8807,5167.24,5207.52
547,547,-13868.5927734375,2735000,34.6291,13.0415,5455.94,4749.62
548,548,-13526.51953125,2740000,33.7745,13.1133,5491.99,5100.07
549,549,-14158.1201171875,2745000,34.198,13.3695,5528.7,5072.06
550,550,-13723.203125,2750000,34.6098,13.0812,5455.86,4811.98
551,551,-14037.748046875,2755000,34.8219,13.9042,5514.93,5034.3
552,552,-14596.4921875,2760000,34.6693,13.5681,5469.31,4574.44
553,553,-14566.59765625,2765000,34.4664,14.2053,5480.12,5233.02
554,554,-13092.384765625,2770000,33.1176,13.1321,5589.11,5208.78
555,555,-14046.4951171875,2775000,33.186,13.9641,5521.62,5056.5
556,556,-15660.5908203125,2780000,34.0468,16.7226,5430.93,4770.82
557,557,-14551.7001953125,2785000,33.2594,13.3146,5503.93,5164.72
558,558,-13952.1337890625,2790000,33.2948,13.5138,5502.91,5256.68
559,559,-13991.9052734375,2795000,32.9187,13.7053,5429.35,5269.16
560,560,-14219.71875,2800000,32.9355,14.546,5387.13,4978.96
561,561,-13255.7734375,2805000,32.5259,13.6996,5482.17,5297.28
562,562,-13840.404296875,2810000,33.0162,14.0708,5574.22,5272.21
563,563,-13415.8564453125,2815000,32.0383,13.6279,5537.47,5269.24
564,564,-13570.583984375,2820000,32.5991,13.4865,5537.37,5301.4
565,565,-13669.1123046875,2825000,32.7751,13.866,5496.76,4970.66
566,566,-14721.6953125,2830000,32.9093,14.9892,5563.89,5257.58
567,567,-13869.720703125,2835000,32.5715,13.9093,5524.45,5148.3
568,568,-14181.375,2840000,32.6042,15.2155,5547.26,5299.45
569,569,-14578.443359375,2845000,32.8068,13.9938,5545.39,5279.23
570,570,-13660.89453125,2850000,32.6342,13.9575,5570.18,5302.28
571,571,-14385.6376953125,2855000,32.7788,14.1552,5568.49,4792.55
572,572,-13928.669921875,2860000,32.326,14.1166,5594.3,5327.74
573,573,-14157.2275390625,2865000,32.8924,13.9296,5491.46,5278.23
574,574,-15050.51953125,2870000,32.7054,15.08,5512.17,5286.89
575,575,-14567.6123046875,2875000,32.765,13.8242,5610.45,5313.24
576,576,-15812.1591796875,2880000,33.2713,16.6128,5573.02,5078.16
577,577,-14296.3994140625,2885000,32.7348,14.1078,5527.74,5307.15
578,578,-14136.1884765625,2890000,32.5062,13.7241,5439.68,5301.37
579,579,-14130.3857421875,2895000,32.8159,13.9823,5538.73,5325.44
580,580,-14743.7978515625,2900000,33.1974,14.3513,5586.79,4838.98
581,581,-14989.2099609375,2905000,32.949,14.0017,5553.39,5337.18
582,582,-15168.8173828125,2910000,33.3526,14.4867,5575.07,5325.76
583,583,-15247.271484375,2915000,32.8694,15.8822,5570.19,5320.88
584,584,-14244.4091796875,2920000,32.2925,13.6683,5629.53,5357.16
585,585,-15177.88671875,2925000,33.3637,14.475,5547.63,5180.15
586,586,-16746.046875,2930000,34.0809,17.2032,5502.4,5303.02
587,587,-14900.9072265625,2935000,33.2156,14.2849,5568.31,5339.63
588,588,-15640.6806640625,2940000,33.1783,14.8438,5586.5,5297.7
589,589,-14994.29296875,2945000,33.2629,14.6757,5619.65,5292.3
590,590,-14028.861328125,2950000,32.6479,14.4042,5619.32,5294.09
591,591,-13317.685546875,2955000,32.0375,13.8143,5590.57,5345.52
592,592,-13778.9228515625,2960000,32.4152,14.3011,5575.93,5372.94
593,593,-14265.2216796875,2965000,32.3867,14.4757,5545.98,5308.84
594,594,-13510.7646484375,2970000,32.0651,14.4939,5566.06,5341.62
595,595,-13249.158203125,2975000,32.4188,14.8008,5502.61,5263.36
596,596,-13840.4609375,2980000,32.6925,13.9655,5308.99,5291.5
597,597,-14112.220703125,2985000,33.0153,14.0961,5566.16,5338.88
598,598,-14972.2451171875,2990000,33.1538,14.8423,4921.01,5366.34
599,599,-13619.349609375,2995000,32.8857,13.8526,5527.05,5317.51
600,600,-14726.4921875,3000000,32.7965,14.123,5494.74,5100.16
601,601,-13447.9052734375,3005000,32.8355,13.4587,5579.15,5306.72
602,602,-15118.015625,3010000,33.1317,14.5031,5520.16,5330.98
603,603,-13764.619140625,3015000,31.9556,13.6853,5484.62,5336.8
604,604,-14711.4892578125,3020000,33.0068,13.8505,5551.16,5321.91
605,605,-14765.4873046875,3025000,33.0624,14.0106,5526.6,5267.6
606,606,-14288.0283203125,3030000,32.3994,14.1381,5520.39,4904.87
607,607,-14634.6025390625,3035000,32.437,16.7958,5498.82,5356.77
608,608,-14589.7470703125,3040000,33.0242,15.6629,5522.91,4980.0
609,609,-14370.1669921875,3045000,33.0232,14.3673,5529.81,4955.48
610,610,-14451.8017578125,3050000,32.9334,15.9691,5492.04,5185.14
611,611,-15932.552734375,3055000,32.2486,19.6615,2723.97,3725.33
612,612,-18037.06640625,3060000,34.6574,16.9564,4557.34,2949.25
613,613,-18446.0234375,3065000,34.0883,22.8135,1000.4,2654.38
614,614,-16507.140625,3070000,33.5189,15.7925,5170.54,3996.72
615,615,-19239.6328125,3075000,34.3579,22.7301,5267.74,4568.74
616,616,-14011.6630859375,3080000,32.1923,14.9475,4897.8,5334.02
617,617,-15188.943359375,3085000,32.9541,15.6886,4649.31,5040.52
618,618,-13613.033203125,3090000,32.5037,14.6082,5576.87,5355.69
619,619,-13180.517578125,3095000,31.9293,14.432,5572.24,5127.77
620,620,-13912.244140625,3100000,32.0294,15.1373,5637.1,5043.08
621,621,-15174.244140625,3105000,32.171,17.2523,5574.05,5341.74
622,622,-13761.154296875,3110000,31.7008,14.2652,5661.01,5442.5
623,623,-14790.9609375,3115000,32.6503,14.6301,5671.99,5409.19
624,624,-13885.87890625,3120000,31.7719,13.9111,5673.83,5419.49
625,625,-14768.4853515625,3125000,32.4848,14.479,5642.32,5417.23
626,626,-14649.60546875,3130000,32.2227,14.1684,5621.23,5410.72
627,627,-14859.8974609375,3135000,31.5632,13.8754,5653.34,5395.08
628,628,-14600.994140625,3140000,32.0641,13.6946,5668.41,5405.21
629,629,-15755.8369140625,3145000,31.7292,13.1695,5617.92,5379.72
630,630,-14003.1689453125,3150000,31.508,13.7806,5698.24,5462.58
631,631,-15939.96875,3155000,31.8841,14.0985,5541.38,5330.53
632,632,-14499.453125,3160000,31.4342,14.1357,5667.65,5433.13
633,633,-15818.29296875,3165000,31.8888,13.7962,5658.93,5399.52
634,634,-16408.375,3170000,32.3725,14.6091,5473.13,5222.06
635,635,-15205.59765625,3175000,32.229,14.2458,5733.48,5183.07
636,636,-15840.1533203125,3180000,32.1165,14.653,5704.91,5424.79
637,637,-14702.20703125,3185000,31.4685,14.2759,5695.17,5415.79
638,638,-15390.703125,3190000,32.6059,14.1061,5643.03,5439.3
639,639,-15427.943359375,3195000,31.685,13.6529,5586.86,5447.85
640,640,-16169.435546875,3200000,32.2877,14.1924,5576.6,5402.73
641,641,-15062.1669921875,3205000,31.4216,13.9522,5665.81,5439.57
642,642,-15228.244140625,3210000,32.2048,14.5977,5655.49,5449.47
643,643,-13372.7431640625,3215000,30.5656,13.9002,5663.96,5283.11
644,644,-16525.140625,3220000,32.3645,15.339,5619.97,5308.68
645,645,-13673.8759765625,3225000,31.314,13.5864,5638.04,5270.1
646,646,-13901.5146484375,3230000,30.7713,13.0649,5537.13,5416.71
647,647,-15311.7041015625,3235000,31.3795,13.2714,5435.41,5381.9
648,648,-14221.3740234375,3240000,30.7455,13.9292,5631.76,5450.89
649,649,-15142.8154296875,3245000,31.5144,13.817,5460.14,5347.77
650,650,-15051.330078125,3250000,31.3225,13.6346,5620.13,5432.79
651,651,-15397.982421875,3255000,31.2303,15.6138,5517.45,5403.85
652,652,-15594.611328125,3260000,31.4367,13.4407,5428.38,5399.57
653,653,-14638.806640625,3265000,31.9074,13.0852,5566.43,5157.08
654,654,-14458.833984375,3270000,31.4316,13.3617,5624.57,5193.87
655,655,-14501.59375,3275000,31.3619,13.0664,5461.28,5152.19
656,656,-16425.677734375,3280000,31.8201,16.1556,5576.38,5050.15
657,657,-15434.2763671875,3285000,32.1126,13.165,5428.08,5331.42
658,658,-15378.9580078125,3290000,30.9588,15.5637,5588.82,5395.79
659,659,-14970.162109375,3295000,31.2085,12.8124,5638.82,5435.45
660,660,-15169.5390625,3300000,31.3103,12.7771,5451.45,5408.4
661,661,-16063.1513671875,3305000,31.3506,13.091,5568.72,5422.51
662,662,-14687.908203125,3310000,31.0273,13.1152,5627.86,5426.46
663,663,-16403.708984375,3315000,31.0123,17.8673,5563.7,5424.95
664,664,-16120.900390625,3320000,32.2038,13.6799,5641.76,5392.58
665,665,-15210.2685546875,3325000,30.6902,16.428,5679.48,5238.69
666,666,-15525.880859375,3330000,30.8,13.6865,5642.48,5439.03
667,667,-15804.267578125,3335000,31.7039,13.6917,5435.71,5438.68
668,668,-16546.4765625,3340000,31.6406,13.8396,5325.23,5430.88
669,669,-15479.9990234375,3345000,32.2259,13.9058,5591.75,5419.9
670,670,-15873.9658203125,3350000,31.7256,13.9254,5549.79,5289.31
671,671,-17658.3515625,3355000,32.8564,14.0726,5599.16,5396.64
672,672,-16928.634765625,3360000,32.7112,13.6475,5649.16,5403.63
673,673,-16982.0859375,3365000,33.0417,14.1561,5639.94,5375.46
674,674,-16891.080078125,3370000,32.0934,14.0365,5657.44,5410.74
675,675,-16346.1416015625,3375000,31.5741,13.8977,5642.21,5422.3
676,676,-18201.14453125,3380000,32.9419,14.6174,5666.99,5405.16
677,677,-17180.318359375,3385000,32.2134,13.8565,5712.96,5439.7
678,678,-16325.7255859375,3390000,32.2733,14.3032,5608.55,5359.54
679,679,-18149.025390625,3395000,32.9207,14.4362,5644.92,5440.16
680,680,-17517.203125,3400000,32.2627,14.2616,5605.01,5320.04
681,681,-17356.435546875,3405000,32.8488,14.4112,5647.55,5437.98
682,682,-16465.87890625,3410000,32.725,14.2737,5628.66,5469.03
683,683,-17506.025390625,3415000,33.1715,14.7743,5621.04,5444.0
684,684,-17976.8515625,3420000,32.4827,14.0364,5665.39,5382.68
685,685,-18145.115234375,3425000,32.9077,14.5004,5607.48,5433.24
686,686,-19091.693359375,3430000,33.5226,14.7174,3804.51,5297.55
687,687,-18515.12890625,3435000,33.0195,14.2525,5657.94,5398.7
688,688,-17157.951171875,3440000,32.3195,13.8532,5345.87,5320.47
689,689,-18229.94921875,3445000,33.0276,14.8511,5619.48,5447.91
690,690,-18981.3046875,3450000,33.5357,14.4338,5599.25,5388.13
691,691,-18863.5546875,3455000,33.2939,14.1063,5460.91,5395.25
692,692,-16788.5234375,3460000,31.9634,13.7904,5674.12,5437.05
693,693,-18751.25,3465000,33.0039,14.3867,5562.84,5371.05
694,694,-16722.869140625,3470000,32.7445,13.8355,5740.16,4962.33
695,695,-17441.330078125,3475000,32.3752,14.4335,5647.33,5386.32
696,696,-16953.0625,3480000,32.6826,14.7137,5689.89,5451.23
697,697,-16846.30078125,3485000,31.8944,14.1141,5714.13,5114.68
698,698,-18300.3125,3490000,32.0295,14.5297,5668.86,5423.15
699,699,-18625.396484375,3495000,32.4701,13.9537,5721.3,5311.09
700,700,-19189.6328125,3500000,32.2119,16.1255,5666.98,5044.67
701,701,-16732.55859375,3505000,31.5168,13.9562,5687.5,5130.45
702,702,-18101.720703125,3510000,32.4468,14.391,5731.49,5509.66
703,703,-18722.44921875,3515000,32.4832,17.3114,5663.04,5269.58
704,704,-17571.44140625,3520000,32.2774,14.4793,5679.92,5456.53
705,705,-18642.439453125,3525000,32.7557,14.7545,5634.28,5349.26
706,706,-18661.30859375,3530000,32.5993,14.645,5683.83,5454.44
707,707,-18372.04296875,3535000,31.9748,16.2965,5709.65,5447.27
708,708,-17539.18359375,3540000,32.2822,14.2857,5741.27,5525.48
709,709,-18723.8984375,3545000,32.274,14.13,5719.64,5469.85
710,710,-18179.603515625,3550000,31.7493,14.3376,5617.63,5460.88
711,711,-18373.87109375,3555000,32.2035,14.0044,5748.64,5474.18
712,712,-18886.302734375,3560000,31.9632,16.4997,5758.12,4896.27
713,713,-17127.4375,3565000,31.4097,16.374,5699.35,5524.11
714,714,-19300.896484375,3570000,32.4807,15.7811,5691.57,5477.29
715,715,-18073.841796875,3575000,31.6544,15.8583,5734.99,5036.13
716,716,-19906.1484375,3580000,32.7559,15.2239,5601.47,5408.39
717,717,-19076.666015625,3585000,32.7084,15.0656,5683.74,5475.93
718,718,-17834.873046875,3590000,31.6121,14.5979,5672.21,5472.78
719,719,-18103.6640625,3595000,32.3015,14.6173,5723.36,5489.63
720,720,-18730.470703125,3600000,32.3564,14.2046,5582.64,5434.31
721,721,-19490.15625,3605000,32.7136,14.5937,5664.28,5459.86
722,722,-19563.9921875,3610000,33.0393,15.4006,5607.98,5400.49
723,723,-19960.033203125,3615000,32.8843,14.988,5652.99,5418.54
724,724,-18164.52734375,3620000,31.7803,14.5147,5670.21,5461.38
725,725,-18298.921875,3625000,32.632,14.2312,5698.57,5444.52
726,726,-16630.76171875,3630000,32.0621,13.9081,5455.78,5487.25
727,727,-18394.08984375,3635000,31.4008,14.0567,5684.42,5466.68
728,728,-17614.732421875,3640000,32.3462,14.3603,5711.13,5468.49
729,729,-19997.427734375,3645000,32.2568,23.3026,5779.92,5035.07
730,730,-19166.248046875,3650000,32.3661,14.9395,3523.2,5501.56
731,731,-18322.201171875,3655000,31.8091,16.3451,5727.75,5528.61
732,732,-19003.353515625,3660000,31.9388,15.342,5646.16,5291.86
733,733,-18802.12109375,3665000,31.5494,14.3246,5696.2,5217.37
734,734,-19893.40234375,3670000,32.0044,18.784,5654.19,4954.37
735,735,-17747.359375,3675000,32.1081,13.6353,5717.3,4992.12
736,736,-18733.36328125,3680000,31.8681,14.6298,5418.15,5406.41
737,737,-19562.44140625,3685000,31.6461,15.4394,5636.9,5164.62
738,738,-19390.8125,3690000,32.0094,15.2118,5257.83,5206.7
739,739,-19446.96484375,3695000,31.8514,13.969,5353.1,4166.52
740,740,-20211.427734375,3700000,32.1916,17.0289,5676.83,4565.47
741,741,-20810.935546875,3705000,33.0333,16.7611,5607.91,5207.72
742,742,-19800.681640625,3710000,32.0838,15.1596,5465.03,4948.42
743,743,-21416.494140625,3715000,32.7525,14.6902,5624.18,4941.21
744,744,-20066.564453125,3720000,32.0896,17.1517,5679.19,4958.81
745,745,-20231.060546875,3725000,32.0619,14.4433,3715.47,5042.65
746,746,-21552.78125,3730000,32.5698,21.6358,5686.29,4614.18
747,747,-20743.50390625,3735000,32.518,17.9182,5636.89,5173.54
748,748,-21840.02734375,3740000,32.8833,17.4318,5590.26,5075.71
749,749,-21014.35546875,3745000,32.0323,14.5732,5599.07,4560.95
750,750,-21180.462890625,3750000,32.6958,15.5419,5205.38,5160.0
751,751,-20109.60546875,3755000,32.3935,14.704,5621.58,5404.15
752,752,-20222.251953125,3760000,31.8747,15.4797,4973.2,5307.84
753,753,-22594.748046875,3765000,32.155,14.7211,5314.77,4939.72
754,754,-21072.658203125,3770000,31.8119,14.321,5489.78,5276.85
755,755,-21900.810546875,3775000,32.5725,21.4066,5538.53,5391.59
756,756,-22785.556640625,3780000,32.9274,14.8101,5574.67,5367.21
757,757,-23227.16796875,3785000,32.3206,14.6748,5484.55,5230.5
758,758,-22678.720703125,3790000,32.522,14.9546,5587.82,5364.12
759,759,-21054.619140625,3795000,31.6005,14.0698,5605.6,5402.06
760,760,-21604.640625,3800000,32.0244,14.157,5601.72,5402.6
761,761,-21774.6484375,3805000,32.353,14.547,5687.03,5450.57
762,762,-21709.595703125,3810000,32.2253,14.7695,5614.54,5425.83
763,763,-23157.228515625,3815000,32.7569,15.3773,5663.23,5194.9
764,764,-22856.49609375,3820000,33.2033,27.7645,5659.16,4487.26
765,765,-21419.990234375,3825000,32.3919,14.9367,5624.97,5372.42
766,766,-22020.140625,3830000,32.3446,21.4535,4880.02,5273.96
767,767,-21108.287109375,3835000,32.802,16.6798,5649.97,5375.95
768,768,-23029.443359375,3840000,33.445,16.3086,5541.43,4916.48
769,769,-23109.802734375,3845000,33.1976,16.3598,5601.35,5288.68
770,770,-23124.50390625,3850000,32.8836,14.8411,5615.87,5403.91
