Running Update Time,Running Reverse KL,Real Sto Return,Real Det Return,Itration,Reward Loss,Running Env Steps,Running Forward KL
389,16.1018,3019.36,2374.66,389,-20469.908203125,1945000,42.5593
390,16.2193,4054.5,4306.97,390,-15654.375,1950000,41.2329
391,16.0536,4131.02,4364.35,391,-16055.03125,1955000,41.7635
392,16.4278,4293.59,4430.03,392,-15926.4697265625,1960000,41.1115
393,16.1864,4320.22,4432.01,393,-16175.01171875,1965000,41.0372
394,16.039,4321.87,4406.08,394,-17236.42578125,1970000,41.4912
395,16.0608,4366.81,4296.08,395,-17744.0390625,1975000,42.3382
396,16.5555,4354.82,4392.65,396,-16479.46875,1980000,41.9097
397,16.2483,4361.9,4387.8,397,-16833.49609375,1985000,41.7049
398,16.972,4309.31,4319.15,398,-17207.62109375,1990000,41.9943
399,16.6783,4360.84,4305.49,399,-17303.38671875,1995000,41.8591
400,30.8926,12.93,13.95,400,-29560.486328125,2000000,46.8174
401,48.6339,24.13,23.94,401,-31210.69921875,2005000,52.5162
402,16.761,4219.95,4212.1,402,-15374.388671875,2010000,40.9501
403,18.0089,4337.58,4294.47,403,-16414.876953125,2015000,41.8874
404,17.8342,4345.66,4361.31,404,-17066.42578125,2020000,42.0
405,17.8817,4378.7,4392.84,405,-16973.671875,2025000,41.3283
406,17.6768,4363.52,4354.51,406,-17056.80859375,2030000,41.3154
407,17.8016,4372.3,4370.15,407,-17407.5078125,2035000,41.7964
408,17.475,4333.26,4414.38,408,-17061.763671875,2040000,41.3788
409,17.4234,4335.56,4414.7,409,-17142.17578125,2045000,41.2721
410,17.1394,4403.6,4350.52,410,-17244.25390625,2050000,41.3397
411,17.5693,4427.97,4366.77,411,-16770.20703125,2055000,41.2588
412,17.1378,4373.13,4375.61,412,-17998.30078125,2060000,41.6467
413,17.0974,4461.46,4440.05,413,-17546.22265625,2065000,41.2683
414,16.9887,4356.36,4435.99,414,-17813.599609375,2070000,41.8043
415,17.0769,4445.98,4474.81,415,-17479.787109375,2075000,41.6623
416,17.2864,4408.79,4426.97,416,-19950.984375,2080000,42.0011
417,17.1179,4425.48,4282.26,417,-17578.0234375,2085000,41.3669
418,16.3397,4393.26,4431.84,418,-18172.662109375,2090000,41.6051
419,16.4537,4366.53,4414.89,419,-17899.25390625,2095000,41.2192
420,16.6915,4309.91,4490.82,420,-17339.642578125,2100000,41.1025
421,16.2593,4399.06,4405.68,421,-17802.10546875,2105000,41.4145
422,16.5385,4382.64,4189.12,422,-17347.341796875,2110000,40.6341
423,16.6887,4408.9,4470.1,423,-18778.818359375,2115000,41.2076
424,16.6577,4418.78,4467.87,424,-18152.703125,2120000,41.0553
425,17.9321,4212.06,4400.95,425,-18584.53125,2125000,41.1947
426,17.3488,4350.42,4398.96,426,-18359.25,2130000,41.241
427,17.9632,4228.02,4288.47,427,-19184.26953125,2135000,41.7826
428,17.7494,4390.67,4377.07,428,-19997.2421875,2140000,41.0332
429,17.4431,3960.45,4423.22,429,-18624.693359375,2145000,41.1241
430,17.4542,4383.04,4449.24,430,-19068.57421875,2150000,41.3469
431,17.2771,4317.99,4342.91,431,-18999.4140625,2155000,41.4082
432,17.664,4371.66,4437.13,432,-20955.783203125,2160000,41.727
433,16.785,3997.33,4451.23,433,-20546.248046875,2165000,40.9517
434,16.8582,4425.44,4501.16,434,-20705.623046875,2170000,40.872
435,17.1439,4405.94,4445.36,435,-18478.15625,2175000,40.8101
436,18.2285,4344.58,4445.48,436,-19890.388671875,2180000,41.2298
437,17.3068,4412.28,4533.77,437,-19505.5859375,2185000,40.8524
438,17.6656,4485.02,4546.42,438,-18966.68359375,2190000,41.1816
439,17.3862,4403.88,4478.38,439,-19275.07421875,2195000,41.0314
440,18.1522,4454.26,4586.75,440,-19242.669921875,2200000,40.91
441,17.7009,4478.89,4486.54,441,-18989.01953125,2205000,40.3097
442,17.9809,4337.89,4452.02,442,-19800.265625,2210000,41.4702
443,17.7335,4448.94,4515.35,443,-19789.724609375,2215000,40.7408
444,17.6591,4512.06,4566.29,444,-19187.1640625,2220000,40.7996
445,17.4934,4544.05,4567.62,445,-19091.806640625,2225000,40.9394
446,17.8556,4416.58,4496.58,446,-19554.142578125,2230000,40.7846
447,17.1887,4294.66,4431.58,447,-19647.048828125,2235000,40.8674
448,17.5936,4553.25,4618.63,448,-19199.044921875,2240000,40.9466
449,16.8297,4470.81,4484.73,449,-19102.88671875,2245000,40.3077
450,17.222,4555.92,4626.6,450,-18568.072265625,2250000,40.1267
451,16.7934,4463.28,4570.3,451,-19449.072265625,2255000,40.5813
452,17.5339,4564.79,4658.67,452,-19447.6640625,2260000,40.2735
453,17.3779,4483.6,4478.62,453,-19580.8359375,2265000,40.8794
454,17.3332,4525.73,4604.58,454,-19539.37109375,2270000,40.547
455,16.9768,4547.95,4617.89,455,-19153.93359375,2275000,40.2135
456,16.6993,4392.57,4443.17,456,-20368.064453125,2280000,40.5967
457,17.4272,4490.11,4535.21,457,-20100.736328125,2285000,40.7945
458,18.0922,4544.61,4528.31,458,-20247.490234375,2290000,41.1612
459,17.2624,4482.02,4523.54,459,-20137.439453125,2295000,40.834
460,17.7347,4501.5,4471.64,460,-19581.78125,2300000,40.9647
461,17.4498,4550.21,4555.64,461,-19836.017578125,2305000,40.5788
462,17.3102,4502.61,4577.2,462,-19998.294921875,2310000,40.3447
463,16.9187,4409.64,4532.31,463,-20337.91796875,2315000,40.6958
464,16.9034,4537.78,4580.0,464,-20157.1015625,2320000,40.3003
465,16.6083,4496.94,4555.88,465,-20350.154296875,2325000,40.2401
466,16.5346,4442.73,4508.74,466,-20820.4296875,2330000,40.5032
467,16.423,4408.54,4468.32,467,-20540.07421875,2335000,40.0821
468,16.0364,4253.67,4287.77,468,-21377.529296875,2340000,40.7424
469,16.386,4496.93,4586.91,469,-20772.796875,2345000,40.2118
470,16.64,4420.26,4616.26,470,-19917.888671875,2350000,39.9081
471,16.3976,4485.15,4549.65,471,-20701.94921875,2355000,40.2537
472,16.9123,4571.96,4641.01,472,-20432.876953125,2360000,40.0199
473,16.4737,4478.16,4482.06,473,-20901.912109375,2365000,40.4956
474,18.1875,4477.93,4575.51,474,-22059.306640625,2370000,40.3036
475,17.4547,4533.25,4641.73,475,-21336.32421875,2375000,40.2711
476,17.5123,4569.66,4697.97,476,-21639.568359375,2380000,40.1236
477,16.639,4503.51,4575.94,477,-21012.48046875,2385000,40.2364
478,17.0316,4504.86,4523.29,478,-20898.7421875,2390000,40.3097
479,16.4234,4535.7,4556.15,479,-21048.67578125,2395000,40.2489
480,17.0866,4507.32,4524.25,480,-21264.91796875,2400000,40.2813
481,17.9652,4602.06,4575.35,481,-21654.083984375,2405000,40.5784
482,18.3687,4506.34,4703.78,482,-21778.181640625,2410000,40.8237
483,16.7148,4477.43,4485.69,483,-22154.158203125,2415000,40.1686
484,17.5836,4661.22,4711.12,484,-21754.912109375,2420000,40.1599
485,18.7677,4682.26,4702.5,485,-20872.712890625,2425000,40.5605
486,18.3339,4639.04,4533.11,486,-22131.158203125,2430000,40.9207
487,17.1658,4562.46,4632.48,487,-22594.798828125,2435000,40.4572
488,18.764,4381.3,4416.14,488,-23614.9140625,2440000,40.9712
489,16.3856,4531.33,4629.21,489,-21968.50390625,2445000,40.2043
490,17.2743,4577.84,4648.3,490,-21866.19140625,2450000,40.588
491,17.2288,4478.74,4593.0,491,-22133.51953125,2455000,40.5147
492,18.6845,4559.02,4610.28,492,-22885.3671875,2460000,40.6559
493,18.2027,4562.68,4763.38,493,-22318.97265625,2465000,40.5252
494,17.3163,4532.01,4584.27,494,-22266.06640625,2470000,40.6249
495,18.7548,4738.91,4941.96,495,-22069.10546875,2475000,39.9049
496,18.7508,4118.56,4075.46,496,-24807.150390625,2480000,40.9839
497,17.7246,4447.65,4624.35,497,-22867.40234375,2485000,40.5443
498,18.1246,4486.46,4796.72,498,-21803.560546875,2490000,40.1878
499,18.4056,4214.08,4785.01,499,-24327.078125,2495000,40.6915
500,17.5546,4515.41,4769.25,500,-24575.8359375,2500000,40.3482
501,17.5378,4581.0,4674.04,501,-23391.51953125,2505000,40.3662
502,17.9072,4592.54,4687.83,502,-22727.0625,2510000,40.3575
503,17.7615,4588.73,4655.04,503,-23309.982421875,2515000,40.358
504,18.9642,4649.07,4615.71,504,-25515.009765625,2520000,40.6502
505,18.2083,4544.51,4742.38,505,-23472.67578125,2525000,40.8192
506,18.3864,4556.59,4597.16,506,-24693.123046875,2530000,40.8982
507,18.1062,4646.86,4543.26,507,-24289.08984375,2535000,40.4736
508,18.5259,4530.73,4589.44,508,-24126.82421875,2540000,40.8107
509,20.6802,4237.94,3938.27,509,-29334.4921875,2545000,41.2201
510,18.2986,4662.42,4650.79,510,-24243.009765625,2550000,40.7558
511,18.5349,4726.45,4754.69,511,-24426.84765625,2555000,40.8597
512,18.3349,4671.31,4696.01,512,-23405.685546875,2560000,39.8226
513,18.5531,4672.89,4698.16,513,-24186.1328125,2565000,40.6007
514,16.339,4582.09,4674.17,514,-25170.87109375,2570000,39.8824
515,17.1008,4651.75,4578.37,515,-23329.787109375,2575000,40.5536
516,17.3042,4625.91,4717.3,516,-23748.98046875,2580000,39.8799
517,17.1274,4625.97,4720.93,517,-24139.98046875,2585000,40.036
518,15.6854,3469.29,2646.45,518,-27342.142578125,2590000,40.3173
519,17.6872,3419.88,4564.99,519,-27680.251953125,2595000,40.5004
520,17.1349,4471.73,4549.08,520,-25230.111328125,2600000,40.4568
521,17.4152,4579.05,4640.12,521,-23956.552734375,2605000,40.113
522,17.0808,4485.64,4588.29,522,-24466.634765625,2610000,40.3191
523,17.9676,4604.39,4599.52,523,-24814.728515625,2615000,40.1111
524,17.7312,4666.03,4738.63,524,-24970.861328125,2620000,40.3153
525,17.0677,4567.49,4715.63,525,-24453.240234375,2625000,40.0922
526,16.9308,4562.93,4623.48,526,-24373.88671875,2630000,39.7945
527,19.1145,4500.44,4561.59,527,-25522.294921875,2635000,40.0195
528,16.2848,4469.62,4429.78,528,-24602.1796875,2640000,40.0524
529,17.2068,4616.87,4666.36,529,-24883.27734375,2645000,40.3416
530,16.7735,4370.54,4682.34,530,-24911.310546875,2650000,40.1364
531,16.0478,4556.15,4585.95,531,-24367.755859375,2655000,39.5954
532,16.7135,4317.79,4687.14,532,-25239.232421875,2660000,40.6042
533,16.1286,4433.64,4430.16,533,-26407.416015625,2665000,40.5237
534,15.7917,4545.65,4530.74,534,-23483.60546875,2670000,40.0382
535,15.7869,4440.14,4459.28,535,-25577.6796875,2675000,39.9713
536,16.797,4592.69,4617.81,536,-25791.13671875,2680000,39.9718
537,16.7414,4363.51,4520.09,537,-26492.80078125,2685000,40.4918
538,16.3305,4600.76,4693.28,538,-25645.091796875,2690000,39.8246
539,17.7242,4192.05,3728.21,539,-27354.931640625,2695000,39.897
540,17.1861,4668.22,4768.45,540,-25502.873046875,2700000,39.8183
541,18.6823,4665.6,4754.39,541,-26446.103515625,2705000,40.6642
542,17.1121,4618.05,4700.89,542,-26263.705078125,2710000,40.2018
543,16.632,4590.85,4679.38,543,-25831.03515625,2715000,40.1136
544,16.7406,4626.96,4802.51,544,-26198.23046875,2720000,39.7448
545,16.4617,4359.33,4619.79,545,-26190.421875,2725000,40.0051
546,16.1541,4509.75,4578.63,546,-26837.119140625,2730000,40.4232
547,17.2847,4664.46,4802.96,547,-27500.044921875,2735000,40.4237
548,17.1349,4602.49,4794.08,548,-26547.64453125,2740000,39.6751
549,16.4259,4565.3,4640.99,549,-26677.779296875,2745000,39.7553
550,15.8365,4142.03,4135.09,550,-29065.75390625,2750000,40.0677
551,17.7602,4450.27,4474.64,551,-29315.5859375,2755000,40.5073
552,16.3901,4615.41,4659.66,552,-27645.837890625,2760000,39.9633
553,16.6419,4684.1,4733.94,553,-27515.17578125,2765000,39.6962
554,16.0827,3942.15,4018.41,554,-27272.697265625,2770000,39.882
555,15.0593,4319.13,4582.0,555,-27788.9921875,2775000,39.6568
556,16.6461,4405.27,4664.06,556,-26035.150390625,2780000,39.6009
557,17.5559,4702.84,4798.55,557,-27289.287109375,2785000,39.8552
558,17.7137,4717.61,4922.82,558,-27071.16796875,2790000,40.058
559,16.2574,4622.53,4027.75,559,-27646.83984375,2795000,39.7927
560,17.2555,3832.22,4657.03,560,-28325.0234375,2800000,39.9254
561,16.614,4228.34,4194.5,561,-27899.912109375,2805000,40.2002
562,15.3518,4623.9,4700.52,562,-26436.44140625,2810000,39.1834
563,17.03,4487.48,4602.53,563,-27017.80078125,2815000,39.7487
564,14.9717,4600.93,4636.87,564,-28810.84765625,2820000,39.4541
565,16.2006,4655.1,4389.58,565,-25591.8359375,2825000,38.9725
566,16.2358,4453.24,4791.72,566,-26683.857421875,2830000,39.0174
567,16.8507,4732.68,4827.91,567,-26253.4765625,2835000,39.2838
568,17.2503,4563.61,4759.64,568,-26040.421875,2840000,39.1374
569,17.7134,4804.37,4925.46,569,-25550.380859375,2845000,39.3227
570,17.2788,4645.02,4503.12,570,-28729.892578125,2850000,40.3278
571,16.2169,4418.57,4330.25,571,-27409.66015625,2855000,39.1669
572,16.966,4638.13,4735.73,572,-28647.759765625,2860000,39.6692
573,15.7814,4336.01,4568.41,573,-31333.32421875,2865000,39.6454
574,18.4993,3937.94,3449.98,574,-28749.58984375,2870000,39.1732
575,22.5155,4564.92,4679.62,575,-27559.94140625,2875000,39.7872
576,16.4869,4628.71,4859.67,576,-28862.298828125,2880000,40.0656
577,16.0089,4635.11,4819.32,577,-27618.623046875,2885000,39.7111
578,15.4343,4694.15,4845.79,578,-26282.380859375,2890000,38.9129
579,16.0736,4622.96,4887.65,579,-26221.587890625,2895000,39.2972
580,17.0273,4302.24,4141.48,580,-27527.53515625,2900000,39.353
581,16.0983,4691.5,4794.58,581,-26243.171875,2905000,39.2359
582,16.608,4809.47,4936.41,582,-26896.185546875,2910000,39.471
583,16.0945,4530.82,4423.3,583,-26516.9921875,2915000,39.4996
584,16.1147,4705.45,4723.39,584,-28591.0703125,2920000,39.3909
585,17.4211,4568.3,4739.07,585,-29793.8984375,2925000,40.0413
586,16.4756,4703.0,4740.79,586,-28653.658203125,2930000,39.0542
587,16.5532,4723.14,4789.99,587,-28131.48828125,2935000,38.997
588,16.7076,4738.93,4723.31,588,-29541.01171875,2940000,39.9569
589,16.2658,4459.12,4647.3,589,-28638.79296875,2945000,39.2351
590,16.2415,4721.6,4742.87,590,-28027.169921875,2950000,39.2583
591,16.3903,4745.07,4786.72,591,-28424.9765625,2955000,39.1425
592,15.5296,4745.23,4810.16,592,-26791.28515625,2960000,38.5191
593,15.4541,4318.67,4808.58,593,-28395.7890625,2965000,38.7827
594,17.7302,4567.56,4545.86,594,-31400.919921875,2970000,40.2454
595,15.9781,4829.7,4825.72,595,-27301.259765625,2975000,38.1946
596,15.6462,4738.15,4769.68,596,-28905.548828125,2980000,39.5364
597,16.3171,4770.33,4682.95,597,-28989.00390625,2985000,39.4903
598,15.5256,4588.38,4898.11,598,-27602.111328125,2990000,38.0745
599,14.9687,4715.52,4751.13,599,-26529.3203125,2995000,38.4508
600,15.544,4656.37,4685.38,600,-27043.341796875,3000000,38.9297
601,16.5356,4851.0,4900.35,601,-27200.900390625,3005000,39.5114
602,14.6038,4692.24,4799.37,602,-27400.76171875,3010000,38.666
603,15.0903,4721.68,4264.0,603,-25083.48046875,3015000,38.7904
604,14.757,4756.59,4842.34,604,-26716.455078125,3020000,38.3052
605,14.9656,4735.18,4832.33,605,-26035.8671875,3025000,38.3754
606,15.6134,4745.37,4853.57,606,-27101.75390625,3030000,39.2635
607,15.3098,4597.23,4808.69,607,-27157.482421875,3035000,38.8581
608,14.9837,4705.2,4728.88,608,-27661.61328125,3040000,38.9297
609,15.4769,4765.93,4781.22,609,-27748.841796875,3045000,38.7415
610,16.4688,4668.87,4959.96,610,-26981.42578125,3050000,38.474
611,35.5346,-0.3,-1.77,611,-34721.8671875,3055000,53.1252
612,31.3088,203.01,175.37,612,-39712.75390625,3060000,51.0394
613,20.8684,130.07,92.7,613,-43705.98046875,3065000,49.0357
614,17.3373,303.75,296.94,614,-56938.72265625,3070000,49.351
615,21.6785,4193.52,4212.57,615,-35705.765625,3075000,42.5098
616,36.9305,1483.14,1458.25,616,-36771.37109375,3080000,45.6926
617,16.3315,2716.47,3443.48,617,-39231.73828125,3085000,42.8157
618,21.0995,3005.6,2718.65,618,-36680.515625,3090000,41.096
619,15.4731,3329.42,3258.58,619,-39492.875,3095000,41.5945
620,15.0657,2495.9,1974.82,620,-44305.28125,3100000,43.0965
621,15.1199,3636.24,4044.25,621,-35566.46484375,3105000,40.7734
622,15.3053,4275.37,4072.66,622,-35846.8515625,3110000,40.405
623,14.4456,3818.95,4030.06,623,-36903.8203125,3115000,40.3152
624,13.1101,3379.61,3756.59,624,-38787.69921875,3120000,40.6587
625,14.4323,3897.47,4320.88,625,-34164.1953125,3125000,39.6382
626,13.5239,4100.18,4262.25,626,-36676.0078125,3130000,40.0909
627,13.6222,3274.07,4008.64,627,-35232.12109375,3135000,40.1355
628,15.2849,4432.85,4472.96,628,-31951.498046875,3140000,38.9458
629,14.5146,4012.5,4391.19,629,-34071.74609375,3145000,39.3343
630,15.2389,4501.12,3758.94,630,-31430.37890625,3150000,38.6872
631,15.0251,4474.09,4510.81,631,-32425.53515625,3155000,39.0347
632,15.6105,4638.03,4224.49,632,-36033.01171875,3160000,38.733
633,15.1379,4697.41,4114.7,633,-32620.072265625,3165000,38.2746
634,14.6611,4438.48,4568.1,634,-32855.96484375,3170000,38.7757
635,14.8173,4598.92,4657.14,635,-34991.25390625,3175000,38.6552
636,14.7791,4608.17,4730.12,636,-31772.47265625,3180000,38.7534
637,14.9269,4723.92,4927.83,637,-32739.888671875,3185000,38.0561
638,15.1685,4686.51,4728.55,638,-32502.8359375,3190000,37.8816
639,14.3017,4534.87,4641.68,639,-32254.830078125,3195000,39.0431
640,15.5911,4654.27,4774.63,640,-30678.470703125,3200000,38.8906
641,14.7142,4365.76,4581.06,641,-31640.359375,3205000,39.0375
642,14.8996,4489.66,4661.44,642,-32296.37109375,3210000,39.0458
643,15.5503,4676.73,4802.48,643,-33351.08203125,3215000,39.4761
644,16.0751,4502.34,4564.7,644,-34047.3671875,3220000,39.6016
645,15.3686,4626.49,4679.31,645,-32280.244140625,3225000,39.1777
646,16.3981,4711.79,4792.79,646,-33206.2734375,3230000,38.8455
647,16.5894,4655.13,4739.06,647,-33074.18359375,3235000,39.1593
648,15.7784,4642.32,4720.86,648,-33017.6015625,3240000,39.2909
649,15.3618,4325.65,4607.1,649,-33463.46484375,3245000,39.1187
650,17.0638,4766.66,4861.65,650,-34040.33203125,3250000,39.7742
651,15.9565,4602.9,4703.83,651,-34244.9140625,3255000,39.0176
652,17.6011,4803.77,4891.48,652,-35199.75390625,3260000,39.2348
653,16.4495,4767.12,4925.53,653,-33340.48828125,3265000,39.1463
654,16.0304,4297.95,4801.0,654,-35253.6953125,3270000,39.3633
655,16.7989,4529.99,4799.61,655,-34205.09375,3275000,38.8777
656,16.8968,4391.52,4852.62,656,-33806.01171875,3280000,39.0975
657,15.0139,3482.17,4081.6,657,-36850.625,3285000,39.4132
658,15.529,4758.14,4801.65,658,-34097.97265625,3290000,38.8831
659,15.0724,4741.52,4730.69,659,-31600.314453125,3295000,38.4063
660,15.7905,4170.44,3924.72,660,-35362.125,3300000,38.4062
661,14.4095,3184.75,4483.15,661,-34275.47265625,3305000,38.868
662,14.4708,4349.56,4537.15,662,-33562.140625,3310000,38.6791
663,14.9222,3916.04,4445.23,663,-32242.453125,3315000,38.3326
664,16.2114,3680.94,4392.43,664,-36704.078125,3320000,38.6237
665,13.2931,3878.37,2103.93,665,-38166.8046875,3325000,39.5547
666,15.5686,4290.15,4586.93,666,-31866.86328125,3330000,37.9863
667,28.9872,4329.93,4093.8,667,-35893.0390625,3335000,38.7987
668,16.7643,4483.27,4091.81,668,-36340.31640625,3340000,38.5502
669,19.7864,3020.16,3406.2,669,-34907.8515625,3345000,38.3989
670,32.7442,3153.95,3707.53,670,-36886.4140625,3350000,39.1794
671,14.3277,3983.9,1863.61,671,-32203.01171875,3355000,38.0681
672,25.1123,3851.97,4089.29,672,-35865.9609375,3360000,39.0086
673,47.4186,2180.26,3897.49,673,-44635.54296875,3365000,41.5125
674,19.9495,3162.09,4685.41,674,-34701.9765625,3370000,39.1698
675,28.9147,2227.39,129.21,675,-40810.82421875,3375000,39.5496
676,25.1635,3321.27,1267.55,676,-44230.16015625,3380000,40.3063
677,28.198,1121.38,2131.51,677,-41634.80078125,3385000,43.1148
678,16.5951,4214.78,4703.82,678,-33495.328125,3390000,38.8181
679,20.7251,2108.36,882.11,679,-42078.734375,3395000,40.0157
680,13.6438,3301.78,4407.17,680,-33909.40625,3400000,38.7776
681,26.7494,3431.97,3434.06,681,-37983.87890625,3405000,39.1468
682,22.786,3458.2,3866.84,682,-44248.15625,3410000,40.3839
683,15.8094,4229.65,3056.33,683,-42737.8046875,3415000,39.8428
684,22.677,3615.0,4258.02,684,-37553.796875,3420000,39.0844
685,17.6618,4439.26,4441.45,685,-38983.234375,3425000,39.0852
686,22.6898,3263.14,4038.17,686,-42953.54296875,3430000,39.5887
687,21.412,2652.05,2929.97,687,-40999.25390625,3435000,38.9139
688,17.0079,4289.37,2289.03,688,-36241.21875,3440000,38.1389
689,17.7934,3229.22,3870.06,689,-36841.04296875,3445000,39.5381
690,45.3217,3631.25,4205.15,690,-44750.1328125,3450000,39.7169
691,25.5064,3755.86,3899.18,691,-38026.87890625,3455000,38.7225
692,17.862,4443.51,4718.58,692,-37150.70703125,3460000,39.3999
693,14.64,3854.72,4507.73,693,-33933.6015625,3465000,38.7925
694,15.0965,4395.44,4560.33,694,-33728.64453125,3470000,38.9541
695,14.5969,4368.75,3541.68,695,-37155.62890625,3475000,39.2225
696,15.7048,4806.9,4861.93,696,-32195.6875,3480000,38.8009
697,19.8678,4547.94,4353.61,697,-37318.828125,3485000,38.7748
698,16.1053,4542.25,4813.6,698,-33950.13671875,3490000,38.7825
699,16.632,4624.96,4739.91,699,-35886.0234375,3495000,38.7469
700,16.9349,4412.49,4587.2,700,-36991.4375,3500000,38.7349
701,16.7844,4879.88,4884.81,701,-33324.15234375,3505000,37.961
702,24.4233,4415.92,3979.22,702,-42599.43359375,3510000,39.6418
703,17.4184,4144.17,3334.15,703,-34900.0859375,3515000,38.8737
704,16.2089,4162.56,4168.83,704,-36020.578125,3520000,38.6694
705,16.7672,4887.12,4968.97,705,-36074.0390625,3525000,38.6615
706,18.451,4651.6,4981.25,706,-38266.6484375,3530000,39.9122
707,16.9896,4927.16,4998.53,707,-34509.8125,3535000,38.1739
708,16.9746,4950.71,4998.16,708,-34212.015625,3540000,37.9403
709,16.164,4869.36,4910.14,709,-32183.388671875,3545000,38.3813
710,15.9096,4867.07,4844.38,710,-33585.5078125,3550000,37.5019
711,14.7877,4849.6,4906.19,711,-30885.65625,3555000,37.3031
712,15.6692,4813.94,4863.35,712,-30754.447265625,3560000,38.3081
713,15.3813,4836.45,4890.07,713,-30746.84765625,3565000,37.9352
714,15.2787,4800.27,4889.23,714,-30462.98828125,3570000,37.8053
715,14.6681,4837.41,4896.14,715,-30736.330078125,3575000,38.0795
716,15.5955,4781.06,4846.19,716,-31698.955078125,3580000,38.7297
717,15.8241,4726.73,4765.1,717,-31462.8984375,3585000,38.904
718,16.0639,4774.78,4859.9,718,-31039.267578125,3590000,38.4104
719,15.8936,4799.4,4848.22,719,-31561.505859375,3595000,38.0147
720,16.2837,4841.29,4874.59,720,-31257.77734375,3600000,38.5703
721,15.9053,4822.6,4900.99,721,-29699.037109375,3605000,38.3442
722,15.4883,4776.6,4850.24,722,-30425.78515625,3610000,38.4095
723,15.9291,4762.36,4831.21,723,-30480.6328125,3615000,38.3928
724,15.85,4874.49,4942.48,724,-31371.904296875,3620000,37.7169
725,15.9155,4820.8,4912.34,725,-30642.30078125,3625000,38.6472
726,15.2821,4859.98,4948.07,726,-29490.90234375,3630000,37.916
727,15.8832,4838.88,4939.13,727,-29218.865234375,3635000,38.4977
728,15.7998,4908.51,4999.86,728,-30367.72265625,3640000,38.1419
729,16.6004,4902.27,4970.04,729,-31830.50390625,3645000,37.7496
730,18.2766,4831.38,4970.73,730,-32274.5234375,3650000,38.4116
731,16.1816,4905.3,4986.76,731,-30847.849609375,3655000,37.2645
732,16.5859,4525.24,4935.1,732,-29524.55859375,3660000,37.9886
733,15.8957,4896.5,4962.12,733,-30895.484375,3665000,36.9041
734,15.6884,4794.7,4862.97,734,-31199.998046875,3670000,37.9616
735,15.2655,4808.24,4882.04,735,-32235.2109375,3675000,38.2696
736,16.3607,4869.4,4958.32,736,-32472.474609375,3680000,38.2524
737,15.5581,4861.52,4926.51,737,-32147.79296875,3685000,38.2644
738,15.5402,4838.25,4911.23,738,-32306.474609375,3690000,38.0602
739,21.8032,4798.92,4856.21,739,-36557.24609375,3695000,38.7223
740,16.1459,4799.99,4872.09,740,-32869.31640625,3700000,38.3307
741,15.5629,4853.05,4941.79,741,-30726.431640625,3705000,37.6675
742,15.627,4808.47,4871.5,742,-32441.666015625,3710000,38.6524
743,16.0004,4850.12,4942.56,743,-31547.85546875,3715000,37.6472
744,15.5236,4864.86,4936.12,744,-31338.126953125,3720000,37.1931
745,15.4931,4835.64,4919.93,745,-33221.91796875,3725000,37.9623
746,15.9114,4857.21,4940.17,746,-32774.44921875,3730000,37.5316
747,15.9807,4892.96,4980.11,747,-31761.5390625,3735000,37.3299
748,15.7783,4906.43,4968.94,748,-31325.37890625,3740000,37.3969
749,15.6731,4863.29,4945.58,749,-31821.962890625,3745000,37.1875
750,15.4333,4878.95,4946.85,750,-32829.49609375,3750000,37.1658
751,16.0336,4876.19,4934.54,751,-30448.30078125,3755000,37.3828
752,15.6428,4893.96,4916.93,752,-34351.80859375,3760000,36.6854
753,15.6769,4916.19,4999.66,753,-33170.7734375,3765000,36.4538
754,16.0463,4895.43,4976.8,754,-33542.5078125,3770000,37.4431
755,17.8999,4892.47,4990.45,755,-33803.42578125,3775000,36.9667
756,16.0224,4910.53,4990.19,756,-32461.646484375,3780000,37.0656
757,16.0747,4884.27,4957.4,757,-32183.11328125,3785000,37.7275
758,16.5086,4886.06,4957.12,758,-32330.390625,3790000,37.5897
759,16.1493,4869.66,4960.86,759,-31980.6328125,3795000,37.6066
760,16.2002,4875.08,4909.67,760,-32992.46484375,3800000,37.5218
761,46.3635,3544.36,4963.58,761,-40636.19921875,3805000,39.4552
762,16.6583,4452.37,4965.44,762,-34633.875,3810000,37.9384
763,16.4006,4894.7,4956.25,763,-33315.734375,3815000,38.0612
764,16.3347,4837.61,4909.88,764,-34461.14453125,3820000,37.7742
765,15.8869,4815.43,4891.52,765,-34267.25390625,3825000,38.2884
766,16.034,4838.08,4910.63,766,-34381.609375,3830000,38.0031
767,15.5783,4828.89,4917.42,767,-33370.12890625,3835000,38.3384
768,15.7037,4852.54,4948.4,768,-32181.837890625,3840000,37.8875
769,16.221,4833.9,4905.71,769,-34905.01171875,3845000,38.2215
770,16.6918,4866.17,4950.97,770,-33848.375,3850000,38.1266
771,16.5562,4861.89,4928.01,771,-33796.0703125,3855000,38.1016
772,15.9357,4615.58,4940.57,772,-34063.5234375,3860000,38.2354
773,16.3853,4678.07,4950.81,773,-36200.15625,3865000,38.5824
774,16.4307,4872.59,4958.07,774,-34368.37109375,3870000,38.0331
775,15.8593,4678.21,4949.52,775,-35085.3203125,3875000,37.868
776,15.5786,4906.45,4965.14,776,-35433.0390625,3880000,38.4875
777,19.8023,4931.7,5015.42,777,-37160.6796875,3885000,38.4033
778,16.2081,4668.61,4957.05,778,-34651.48828125,3890000,37.7936
