Running Forward KL,Running Reverse KL,Reward Loss,Real Sto Return,Running Env Steps,Itration,Real Det Return,Running Update Time
156.6684,15.3836,-71228.03125,1948.01,1975000,395,2322.22,395
156.5128,15.3085,-71069.2890625,1959.53,1980000,396,2324.7,396
156.6381,15.262,-71041.640625,1942.66,1985000,397,2316.14,397
156.4614,15.4136,-71772.2578125,1968.09,1990000,398,2203.11,398
156.5225,15.3007,-71872.5703125,1966.83,1995000,399,2329.29,399
156.7513,15.5153,-71675.765625,1968.16,2000000,400,2316.11,400
156.7515,15.1624,-71413.609375,1931.61,2005000,401,2301.6,401
156.6062,15.2792,-72105.8984375,1935.24,2010000,402,2183.45,402
156.6266,15.4065,-71995.2734375,1941.19,2015000,403,2329.99,403
156.4323,15.3015,-71942.8828125,1947.08,2020000,404,2297.59,404
156.6464,15.4556,-72300.1484375,1943.97,2025000,405,1905.93,405
156.6196,15.3843,-72237.046875,1928.73,2030000,406,2283.86,406
156.6237,15.4198,-72546.7890625,1941.51,2035000,407,2328.76,407
156.5617,15.3438,-72318.65625,1942.54,2040000,408,2316.02,408
156.5078,15.2128,-72672.8203125,1929.1,2045000,409,2306.97,409
156.531,15.3248,-72561.6328125,1941.35,2050000,410,2033.29,410
156.5104,15.5112,-72759.8046875,1957.89,2055000,411,2206.98,411
156.5944,15.4245,-72532.90625,1949.22,2060000,412,2035.08,412
156.5063,15.3721,-73316.9375,1935.42,2065000,413,2041.89,413
156.7297,15.4937,-72867.3359375,1942.64,2070000,414,2336.15,414
156.5253,15.3789,-73316.4921875,1946.25,2075000,415,1894.06,415
156.5567,15.3432,-73393.0546875,1951.79,2080000,416,1983.87,416
156.3988,15.5089,-73298.1484375,1954.04,2085000,417,2041.86,417
156.6051,15.4317,-73568.828125,1950.86,2090000,418,2162.4,418
156.4898,15.5206,-73801.1328125,1960.69,2095000,419,2314.85,419
156.6454,15.3715,-73640.6015625,1931.62,2100000,420,2292.87,420
156.4888,15.5438,-74053.1953125,1955.49,2105000,421,2315.56,421
156.708,15.3165,-73456.484375,1956.89,2110000,422,2196.25,422
156.5216,15.2899,-74007.796875,1951.24,2115000,423,2194.85,423
156.5741,15.3071,-73547.0234375,1923.57,2120000,424,2314.47,424
156.5078,15.3613,-73833.484375,1924.81,2125000,425,2185.51,425
156.5781,15.2495,-73778.015625,1941.21,2130000,426,2294.38,426
156.5707,15.4529,-74096.828125,1946.89,2135000,427,2314.4,427
156.5623,15.4816,-74506.890625,1978.07,2140000,428,2322.32,428
156.6953,15.3588,-74329.2421875,1892.43,2145000,429,2309.76,429
156.6563,15.3868,-74346.109375,1923.04,2150000,430,2308.84,430
156.6896,15.3451,-74513.203125,1939.99,2155000,431,2305.7,431
156.6195,15.4374,-74475.765625,1951.63,2160000,432,2172.94,432
156.5425,15.3611,-74884.578125,1938.05,2165000,433,2196.27,433
156.7455,15.4459,-74679.484375,1973.11,2170000,434,2192.25,434
156.6098,15.416,-74819.6875,1959.62,2175000,435,2326.94,435
156.6669,15.3737,-74810.03125,1934.08,2180000,436,2323.53,436
156.7531,15.5722,-74885.0859375,1956.91,2185000,437,2302.73,437
156.7156,15.312,-74769.8125,1887.88,2190000,438,1906.72,438
156.4958,15.4771,-75440.8828125,1966.81,2195000,439,2338.55,439
156.5677,15.6046,-75383.2734375,1928.45,2200000,440,1759.67,440
156.6149,15.501,-75204.8828125,1930.64,2205000,441,1757.53,441
156.5384,15.6026,-75621.5859375,1957.28,2210000,442,2189.7,442
156.6476,15.4515,-75059.21875,1935.17,2215000,443,2322.07,443
156.7095,15.4082,-75315.0234375,1948.85,2220000,444,2330.7,444
156.6148,15.4052,-75576.953125,1974.36,2225000,445,2207.59,445
156.5976,15.4466,-75585.234375,1960.33,2230000,446,2195.79,446
156.5054,15.6452,-75784.6328125,1963.43,2235000,447,2327.86,447
156.5219,15.7248,-76028.96875,1943.2,2240000,448,2193.52,448
156.669,15.5113,-75606.9453125,1961.45,2245000,449,2184.77,449
156.8046,15.5963,-75278.0546875,1909.59,2250000,450,2349.56,450
156.7176,15.8205,-75325.5390625,1940.83,2255000,451,2057.43,451
156.7467,15.7773,-76222.1015625,1969.11,2260000,452,2194.73,452
156.7238,15.6762,-76599.5234375,1956.14,2265000,453,2347.63,453
156.6334,15.7181,-76218.328125,1964.59,2270000,454,2186.25,454
156.6978,15.6099,-76882.1796875,1953.85,2275000,455,2335.1,455
156.6982,15.5586,-76154.0703125,1918.9,2280000,456,2332.58,456
156.6006,15.3123,-76188.4140625,1972.17,2285000,457,2347.47,457
156.5526,15.4244,-76655.3359375,1943.04,2290000,458,2328.2,458
156.5222,15.5089,-76956.6328125,1977.65,2295000,459,2348.94,459
156.6335,15.3416,-76968.6015625,1968.67,2300000,460,2054.47,460
156.6365,15.7153,-77000.203125,1919.13,2305000,461,2052.26,461
156.6515,15.7983,-77017.234375,1964.82,2310000,462,2355.46,462
156.5557,15.561,-77252.859375,1935.13,2315000,463,2342.5,463
156.4671,15.623,-77624.859375,1986.76,2320000,464,2354.86,464
156.6093,15.8424,-77083.2578125,1853.33,2325000,465,2342.49,465
156.5858,15.5701,-77803.703125,1988.4,2330000,466,2351.52,466
156.6344,15.5924,-77312.625,1930.54,2335000,467,2328.44,467
156.5867,15.6759,-77578.2265625,1958.75,2340000,468,2348.77,468
156.6426,15.6605,-77310.203125,1941.04,2345000,469,2191.57,469
156.6293,18.5948,-74712.2734375,1856.27,2350000,470,2357.32,470
156.6896,15.9615,-77196.171875,1983.57,2355000,471,2345.07,471
156.5667,15.5548,-77650.453125,1955.6,2360000,472,2175.72,472
156.6333,15.6817,-78352.6484375,1954.68,2365000,473,2083.88,473
156.6281,15.9189,-77733.1875,1958.19,2370000,474,2351.74,474
156.5889,15.6789,-78583.7109375,1985.44,2375000,475,2350.32,475
156.6596,15.4296,-78039.9921875,1913.62,2380000,476,2192.27,476
156.7659,16.0259,-78186.8125,1828.68,2385000,477,2351.1,477
156.7153,15.703,-79022.15625,1964.51,2390000,478,2352.5,478
156.5413,15.631,-78656.765625,1968.03,2395000,479,2072.86,479
156.5096,15.5238,-79003.6875,1972.62,2400000,480,2346.13,480
156.5225,15.5247,-78668.09375,1970.18,2405000,481,2349.54,481
156.6752,15.4108,-78893.8046875,1987.37,2410000,482,2347.03,482
156.6657,15.6058,-78432.3046875,1914.48,2415000,483,2068.68,483
156.6437,15.4046,-78986.3671875,1978.65,2420000,484,2342.27,484
156.558,15.5468,-79372.8125,1982.57,2425000,485,2346.71,485
156.5751,15.5646,-78646.5859375,1919.24,2430000,486,2352.01,486
156.6407,17.1361,-77974.6171875,1931.95,2435000,487,2354.38,487
156.5558,19.7076,-76083.4453125,1871.99,2440000,488,2068.48,488
156.6868,15.7055,-79743.7734375,1877.84,2445000,489,2354.16,489
156.6956,15.8887,-78820.734375,1828.32,2450000,490,2350.79,490
156.5574,15.4781,-79383.5625,1998.74,2455000,491,2348.6,491
156.6477,15.658,-79932.8046875,1955.39,2460000,492,2211.57,492
156.6913,15.4772,-79882.5234375,1951.45,2465000,493,2354.81,493
156.7556,15.767,-80337.8671875,1915.11,2470000,494,2366.32,494
156.6536,15.4764,-79974.0,1991.43,2475000,495,2348.9,495
156.5635,15.6288,-79832.8984375,1988.23,2480000,496,2347.01,496
156.4858,15.5725,-80246.7734375,1976.59,2485000,497,2350.01,497
156.5466,15.6384,-80456.796875,1923.61,2490000,498,2336.22,498
156.8243,15.7561,-80273.828125,1968.84,2495000,499,2220.92,499
156.5847,15.5966,-80866.578125,1990.7,2500000,500,2348.03,500
156.5532,15.5351,-80353.7421875,1953.99,2505000,501,2346.53,501
156.653,15.5251,-80507.265625,1862.56,2510000,502,2212.57,502
156.7341,15.6636,-80900.65625,1981.91,2515000,503,2348.97,503
156.5749,16.0213,-80557.546875,1993.87,2520000,504,2380.6,504
156.5965,15.5253,-80292.109375,1987.74,2525000,505,2349.37,505
156.6202,15.5064,-80455.6484375,1955.62,2530000,506,2341.48,506
156.7486,15.5896,-80991.671875,1966.36,2535000,507,2345.45,507
156.7323,17.2991,-78865.34375,1949.92,2540000,508,2351.44,508
156.5978,17.3696,-78591.7265625,1983.96,2545000,509,2350.35,509
156.6852,15.602,-81093.5703125,1893.35,2550000,510,2354.74,510
156.7267,15.3732,-80800.96875,1962.28,2555000,511,2322.43,511
156.7494,15.6133,-81324.140625,1942.3,2560000,512,2352.3,512
156.6682,15.694,-81605.9375,2008.34,2565000,513,2367.33,513
156.7038,15.6053,-81204.78125,1968.63,2570000,514,2322.85,514
156.605,15.6746,-82032.3359375,1993.21,2575000,515,2359.88,515
156.5628,15.5164,-81521.859375,1975.43,2580000,516,2330.93,516
156.6431,15.8944,-81435.4765625,1974.56,2585000,517,2192.1,517
156.7682,15.5882,-81598.234375,1989.4,2590000,518,2339.67,518
156.6618,15.6997,-81836.390625,1993.53,2595000,519,2344.59,519
156.5992,15.456,-81911.2578125,1983.63,2600000,520,2335.46,520
156.4451,15.566,-81854.8515625,1961.85,2605000,521,2346.1,521
156.5098,15.7298,-82075.5546875,1954.87,2610000,522,2329.96,522
156.5651,15.7759,-82287.015625,1977.0,2615000,523,2323.76,523
156.4805,15.8121,-82430.015625,1972.89,2620000,524,2342.21,524
156.6403,15.4281,-81837.65625,1973.16,2625000,525,2216.19,525
156.5937,15.6595,-82378.4375,1957.78,2630000,526,2343.59,526
156.5935,15.4345,-82066.8203125,1950.75,2635000,527,2325.51,527
156.4425,15.7015,-82537.4453125,1965.96,2640000,528,2302.38,528
156.5563,15.5794,-82688.0,2006.38,2645000,529,2360.05,529
156.6929,15.5341,-82433.953125,1950.25,2650000,530,2338.27,530
156.5824,15.661,-82738.9453125,1957.95,2655000,531,2329.77,531
156.5092,15.6676,-82871.7109375,1979.34,2660000,532,2201.21,532
156.534,15.5379,-83035.5625,1953.17,2665000,533,2345.86,533
156.5756,15.6796,-83062.59375,1974.84,2670000,534,2328.83,534
156.6399,15.5903,-82793.2421875,1967.93,2675000,535,2328.37,535
156.7062,15.6936,-83058.5546875,1972.18,2680000,536,2351.8,536
156.7629,15.5566,-83072.8515625,1963.65,2685000,537,2331.45,537
156.6323,15.6455,-83165.3515625,1954.45,2690000,538,2328.95,538
156.5983,15.7361,-83288.5234375,1972.85,2695000,539,2316.83,539
156.5779,15.4179,-83142.578125,1931.85,2700000,540,2315.78,540
156.4784,15.3931,-83130.484375,1970.6,2705000,541,2312.65,541
156.6853,15.6908,-83446.1953125,1954.85,2710000,542,2295.94,542
156.5994,15.6243,-83314.734375,1987.23,2715000,543,2332.56,543
156.6006,15.3468,-83665.2421875,1956.2,2720000,544,2172.12,544
156.6181,15.6917,-83720.7421875,1967.78,2725000,545,2318.7,545
156.4564,15.333,-83652.84375,1962.78,2730000,546,2281.51,546
156.6083,15.3939,-83716.0703125,1975.34,2735000,547,2331.06,547
156.6665,15.47,-83829.15625,1964.49,2740000,548,2318.65,548
156.4428,15.6774,-84041.3359375,1967.31,2745000,549,2317.45,549
156.6237,15.5967,-83912.359375,1979.79,2750000,550,2334.22,550
156.4872,15.2272,-84115.0,1981.62,2755000,551,2317.36,551
156.5263,15.5113,-83802.625,1964.15,2760000,552,2293.99,552
156.6642,15.6251,-84087.34375,1981.13,2765000,553,2308.09,553
156.6409,15.3807,-83921.8828125,1957.33,2770000,554,2278.34,554
156.5124,15.2724,-83542.25,1971.54,2775000,555,2316.63,555
156.7636,15.6566,-84250.109375,1984.76,2780000,556,2325.62,556
156.5972,15.3467,-83953.2265625,1954.76,2785000,557,2296.73,557
156.7402,15.4713,-84047.21875,1954.83,2790000,558,2310.59,558
156.6113,15.6089,-84546.1484375,1977.87,2795000,559,2290.18,559
156.8255,15.3554,-84001.359375,1983.57,2800000,560,2306.31,560
156.6401,15.4569,-84038.890625,1972.23,2805000,561,2310.33,561
156.8327,15.5527,-84097.4921875,1999.88,2810000,562,2315.1,562
156.6752,15.5796,-84401.1484375,1963.84,2815000,563,2305.73,563
156.6283,15.5231,-84819.078125,1972.5,2820000,564,2297.99,564
156.6455,15.7084,-84521.9375,1962.62,2825000,565,2310.46,565
156.6173,15.2783,-84563.46875,1961.4,2830000,566,2324.62,566
156.6289,15.7052,-84956.671875,1981.36,2835000,567,2328.57,567
156.5567,15.3858,-84669.7578125,1949.48,2840000,568,2299.82,568
156.4402,15.2449,-84741.234375,1968.85,2845000,569,2293.83,569
156.7424,15.454,-84960.703125,1971.96,2850000,570,2338.86,570
156.6603,15.3973,-84988.796875,1971.92,2855000,571,2331.13,571
156.4581,15.3096,-85168.2265625,1976.8,2860000,572,2311.33,572
156.6549,15.4808,-85178.7890625,1971.27,2865000,573,2329.83,573
156.6107,15.2638,-85124.84375,1956.43,2870000,574,2310.37,574
156.485,15.3383,-85070.203125,1965.06,2875000,575,2333.91,575
156.5933,15.3538,-85371.359375,1969.97,2880000,576,2348.87,576
156.6804,15.6025,-85512.09375,1867.5,2885000,577,2322.22,577
156.6574,15.4835,-85322.7890625,2009.7,2890000,578,2349.16,578
156.6782,15.3582,-85372.84375,1991.6,2895000,579,2333.88,579
156.5586,15.3498,-85548.0703125,1964.47,2900000,580,2316.4,580
156.5692,15.5326,-85823.1015625,1995.07,2905000,581,2344.77,581
156.7417,15.6045,-85944.8203125,2004.24,2910000,582,2357.98,582
156.4488,15.3615,-85845.640625,1991.51,2915000,583,2335.35,583
156.742,15.3494,-85716.796875,1971.3,2920000,584,2341.23,584
156.603,15.3928,-85753.375,1953.32,2925000,585,2326.4,585
156.6949,15.3467,-85777.4140625,1977.48,2930000,586,2345.58,586
156.6926,15.5976,-86103.84375,2002.94,2935000,587,2358.88,587
156.5723,15.5549,-86055.90625,1994.33,2940000,588,2332.0,588
156.4911,15.4644,-86210.5078125,1991.34,2945000,589,2353.52,589
156.6846,15.3514,-86074.9140625,1990.48,2950000,590,2351.5,590
156.6019,15.463,-85973.9140625,2011.79,2955000,591,2369.18,591
156.7252,15.5774,-86302.015625,2011.16,2960000,592,2369.32,592
156.5241,15.6099,-86585.2890625,2000.92,2965000,593,2345.3,593
156.7096,15.5325,-86357.375,1981.01,2970000,594,2326.75,594
156.6379,15.7552,-86495.734375,2007.77,2975000,595,2369.78,595
156.636,15.456,-86096.1328125,1980.94,2980000,596,2335.59,596
156.645,15.4812,-86422.734375,1991.26,2985000,597,2336.69,597
156.4626,15.4501,-86420.6875,1980.05,2990000,598,2355.83,598
156.6749,15.6639,-86701.859375,2001.62,2995000,599,2358.14,599
