Running Env Steps,Real Det Return,Running Reverse KL,Itration,Real Sto Return,Reward Loss,Running Forward KL,Running Update Time
1920000,9679.39,15.1383,384,8026.85,-7205.66552734375,143.364,384
1925000,10272.14,15.3925,385,8144.66,-7347.740234375,145.1182,385
1930000,10112.73,19.6664,386,9830.2,-6797.091796875,143.3467,386
1935000,9187.92,22.5954,387,10859.28,-7076.63427734375,144.5399,387
1940000,10641.82,18.7127,388,10569.85,-7028.2861328125,143.4229,388
1945000,10884.42,19.3386,389,10074.89,-6751.09521484375,143.3055,389
1950000,11242.7,18.1835,390,9924.88,-6465.74462890625,142.9441,390
1955000,11182.82,18.7066,391,10414.72,-6626.873046875,142.5722,391
1960000,10929.39,18.6149,392,10910.2,-6510.70849609375,142.2694,392
1965000,11169.75,20.0217,393,9573.01,-6725.33056640625,142.85,393
1970000,10915.22,16.5355,394,10486.2,-7140.4521484375,143.0145,394
1975000,11292.45,18.7519,395,9752.42,-6649.26171875,143.4333,395
1980000,11150.92,20.1005,396,10642.85,-6891.33447265625,142.7251,396
1985000,11207.63,18.3181,397,10547.44,-6612.15234375,142.5689,397
1990000,11331.69,20.1139,398,10905.38,-6812.79833984375,142.6614,398
1995000,11229.61,19.4538,399,10303.72,-6916.03857421875,142.197,399
2000000,11168.58,19.1775,400,10300.89,-7200.677734375,142.9914,400
2005000,11332.87,19.3726,401,10205.19,-7045.650390625,142.7683,401
2010000,10919.38,19.3277,402,10734.1,-6974.38232421875,142.2408,402
2015000,11080.95,20.2033,403,10693.73,-7130.39404296875,142.9703,403
2020000,11250.36,19.9219,404,9879.41,-6980.77001953125,142.5794,404
2025000,10717.07,19.4118,405,10258.92,-6970.32177734375,142.1674,405
2030000,11190.98,19.9109,406,10687.53,-7179.02490234375,142.6775,406
2035000,10327.11,16.5477,407,10519.23,-7480.275390625,142.8068,407
2040000,10815.54,18.2654,408,10714.32,-7410.359375,142.9236,408
2045000,11042.49,19.0312,409,10834.2,-7110.74951171875,143.0166,409
2050000,11261.98,18.9385,410,10523.35,-7195.16357421875,143.0839,410
2055000,10409.33,16.6065,411,9703.06,-7389.98388671875,142.9445,411
2060000,10542.43,19.5815,412,10675.61,-7183.14697265625,143.1583,412
2065000,11239.34,17.4781,413,10448.55,-7262.9521484375,142.782,413
2070000,11251.29,18.8507,414,10117.82,-7268.4697265625,143.1074,414
2075000,10829.94,18.3464,415,9947.81,-7242.9443359375,143.139,415
2080000,11261.81,17.3032,416,9901.98,-7463.05810546875,142.3341,416
2085000,11215.64,18.2758,417,10879.2,-7291.24365234375,142.1406,417
2090000,10545.07,19.229,418,9197.91,-7662.08447265625,142.8408,418
2095000,10682.04,19.8874,419,10551.99,-7455.6826171875,143.0525,419
2100000,11045.9,19.5297,420,10642.13,-7560.84716796875,143.3624,420
2105000,10994.72,17.5422,421,9838.76,-7759.65576171875,142.879,421
2110000,11306.2,17.4485,422,10026.04,-7599.35205078125,142.0906,422
2115000,10776.83,18.4639,423,8696.29,-7499.9482421875,142.6381,423
2120000,9694.78,17.2322,424,8445.12,-7786.146484375,143.149,424
2125000,10744.83,16.7619,425,9512.47,-8334.923828125,143.6279,425
2130000,9632.66,15.509,426,8733.86,-8340.5224609375,143.7062,426
2135000,11140.21,19.2623,427,10496.64,-7933.21826171875,144.0228,427
2140000,10914.28,19.1473,428,9513.33,-7936.4716796875,144.3276,428
2145000,9273.17,15.8106,429,9153.97,-7974.74609375,142.9979,429
2150000,10113.11,17.2051,430,8982.58,-7916.93115234375,143.2999,430
2155000,10620.57,18.9642,431,10951.44,-7535.44384765625,143.1118,431
2160000,11462.25,19.5386,432,11033.63,-7724.36279296875,143.3219,432
2165000,9988.6,18.801,433,9872.52,-7696.55126953125,143.2224,433
2170000,11353.69,18.8512,434,10332.91,-7763.77392578125,143.929,434
2175000,10776.64,17.0862,435,8596.04,-7751.47119140625,143.3884,435
2180000,10123.29,18.2436,436,9701.02,-7574.7099609375,142.8132,436
2185000,9014.36,16.6037,437,10479.47,-8257.1728515625,143.5959,437
2190000,10721.88,17.4259,438,10429.34,-7691.7958984375,142.5195,438
2195000,10802.41,18.8003,439,9995.79,-7741.17529296875,142.8776,439
2200000,10713.89,16.5204,440,9846.06,-8341.1171875,143.6407,440
2205000,10550.57,19.3607,441,10487.81,-7746.634765625,144.0602,441
2210000,11350.2,18.0215,442,9501.38,-7893.9677734375,142.8169,442
2215000,11087.29,17.5924,443,9613.15,-7885.9677734375,142.8944,443
2220000,11584.63,17.2949,444,10016.55,-7893.6796875,142.0373,444
2225000,10884.91,18.0619,445,10478.87,-7668.70361328125,142.0875,445
2230000,10987.05,18.8529,446,10943.57,-7823.23193359375,142.6772,446
2235000,11236.79,17.1355,447,10673.23,-8298.3115234375,143.485,447
2240000,10831.9,18.279,448,9949.57,-8239.1640625,143.4566,448
2245000,11134.67,19.498,449,10773.43,-8030.81689453125,143.1624,449
2250000,9871.04,19.4598,450,10449.88,-8010.4482421875,143.3358,450
2255000,11429.4,18.667,451,10829.37,-8105.966796875,142.8655,451
2260000,11340.11,18.4018,452,10949.65,-8207.072265625,142.4411,452
2265000,9356.66,18.0094,453,9807.68,-8593.74609375,142.8918,453
2270000,11118.81,18.8206,454,10969.43,-8286.34765625,143.5023,454
2275000,11232.69,18.4906,455,10915.19,-8219.0048828125,142.432,455
2280000,11592.58,19.7443,456,10736.17,-8312.64453125,142.8335,456
2285000,11244.72,19.2639,457,10108.07,-8469.2900390625,143.8973,457
2290000,11478.26,20.0426,458,10901.63,-8247.5439453125,143.0573,458
2295000,11446.04,20.0858,459,10985.35,-8293.599609375,142.9017,459
2300000,11493.01,19.2363,460,10952.73,-8159.2685546875,142.2519,460
2305000,11182.11,18.934,461,10090.67,-8251.123046875,143.5071,461
2310000,11218.48,17.7627,462,9928.0,-8363.5546875,142.9853,462
2315000,10452.21,17.9688,463,10546.53,-8697.2451171875,142.4111,463
2320000,10813.66,19.0405,464,10240.93,-8485.515625,142.3936,464
2325000,11264.03,19.6957,465,10479.25,-8474.103515625,142.5703,465
2330000,10239.23,19.2252,466,10696.57,-8505.2578125,143.6317,466
2335000,11142.29,19.8802,467,10508.04,-8451.474609375,142.8769,467
2340000,11267.28,19.8855,468,10891.45,-8480.337890625,143.5609,468
2345000,11348.82,19.6004,469,10460.48,-8453.0625,143.2855,469
2350000,10765.36,19.3168,470,10696.12,-8411.7724609375,143.2226,470
2355000,10271.21,18.3083,471,9427.3,-8681.4287109375,143.0093,471
2360000,11357.17,19.3041,472,8440.12,-8711.9345703125,143.5452,472
2365000,9970.95,17.764,473,10079.6,-8923.646484375,142.5564,473
2370000,10561.47,19.1957,474,10704.56,-8792.2353515625,142.8006,474
2375000,9296.26,17.9071,475,9128.5,-8719.2119140625,142.612,475
2380000,11331.52,18.3846,476,10280.97,-8882.5986328125,142.8559,476
2385000,11029.78,18.2036,477,9456.12,-8489.8720703125,142.104,477
2390000,9682.96,17.6581,478,10756.46,-8910.626953125,142.5198,478
2395000,10755.84,18.2108,479,9842.95,-8644.966796875,141.891,479
2400000,10753.51,16.7999,480,9390.0,-8883.1943359375,144.242,480
2405000,10662.76,19.3516,481,10438.18,-9127.064453125,143.9434,481
2410000,9916.58,15.9694,482,7108.23,-9049.8720703125,143.8861,482
2415000,9821.6,16.7312,483,8441.43,-9076.658203125,143.5722,483
2420000,11463.89,18.7379,484,10311.93,-9329.92578125,143.6422,484
2425000,9885.99,16.777,485,10873.6,-9062.72265625,142.0214,485
2430000,9571.88,16.4974,486,9653.3,-9080.767578125,141.9135,486
2435000,8502.35,17.1767,487,7788.03,-9050.4755859375,143.3869,487
2440000,10782.37,18.1946,488,9355.75,-8896.0927734375,141.5156,488
2445000,11085.71,19.6671,489,10721.95,-9243.6708984375,142.7908,489
2450000,11548.11,20.0363,490,10731.69,-9083.513671875,141.4738,490
2455000,11250.08,20.4641,491,10658.03,-9317.1728515625,142.7766,491
2460000,11172.08,19.71,492,10362.41,-9437.958984375,142.9016,492
2465000,10882.7,19.0025,493,10173.37,-9234.83984375,142.8573,493
2470000,10822.99,18.3254,494,10460.81,-9184.3818359375,142.6323,494
2475000,10831.5,17.2789,495,9488.32,-9443.0654296875,143.2592,495
2480000,9908.43,19.1257,496,8107.38,-9122.357421875,142.4514,496
2485000,9514.52,16.6816,497,10134.68,-9206.9755859375,142.6322,497
2490000,8668.2,17.7973,498,10452.9,-9203.4599609375,143.2166,498
2495000,11398.43,18.4337,499,9547.66,-9233.6826171875,141.9108,499
2500000,10772.02,19.3463,500,10654.64,-9559.7138671875,142.2933,500
2505000,10709.93,18.4338,501,10579.75,-9317.8955078125,143.0781,501
2510000,10639.06,17.9178,502,9511.41,-9712.775390625,143.8409,502
2515000,9721.37,20.1694,503,10287.75,-9528.86328125,144.0501,503
2520000,10871.34,19.8209,504,10741.55,-9609.0830078125,143.3204,504
2525000,11344.28,19.5674,505,9906.49,-9499.3564453125,142.6366,505
2530000,11200.19,20.2233,506,10789.51,-9770.421875,143.1333,506
2535000,11307.71,19.9878,507,10241.82,-9650.9326171875,143.9322,507
2540000,7740.53,16.475,508,6622.6,-9676.923828125,143.5985,508
2545000,10879.92,18.507,509,10476.24,-9991.47265625,143.9762,509
2550000,11047.87,17.1582,510,10466.46,-9766.2861328125,142.1861,510
2555000,10632.52,19.0915,511,10476.66,-10020.6494140625,143.8271,511
2560000,10918.9,19.001,512,10821.44,-9976.1845703125,142.825,512
2565000,11519.85,19.9722,513,10885.6,-9763.5107421875,142.408,513
2570000,10711.1,19.2236,514,10425.36,-10164.3359375,143.2204,514
2575000,10639.26,20.1251,515,8856.14,-10136.494140625,144.2683,515
2580000,10829.98,19.9337,516,10257.6,-10451.3955078125,145.1194,516
2585000,10639.39,19.3352,517,10681.37,-10169.703125,143.42,517
2590000,11051.13,19.931,518,10493.32,-10035.0185546875,143.4628,518
2595000,11211.39,20.2828,519,10487.13,-10005.103515625,142.7405,519
2600000,10559.89,20.0726,520,9904.77,-10136.494140625,144.2207,520
2605000,10291.32,16.8479,521,10157.29,-10168.501953125,142.3803,521
2610000,11093.23,19.8575,522,9964.4,-9973.7744140625,142.9061,522
2615000,10546.87,18.6122,523,9622.11,-10410.24609375,144.8679,523
2620000,10771.19,18.9861,524,10583.37,-10483.38671875,143.8789,524
2625000,11160.89,17.5953,525,10271.95,-10147.9912109375,144.2198,525
2630000,9190.31,17.6083,526,8803.4,-10436.962890625,143.7409,526
2635000,9713.97,16.8605,527,8068.38,-10361.3310546875,144.0611,527
2640000,9806.07,18.3453,528,8502.87,-10204.74609375,144.7782,528
2645000,11161.83,18.9347,529,8775.96,-10395.330078125,144.1776,529
2650000,9374.84,17.965,530,7990.85,-10088.46484375,143.6645,530
2655000,9299.42,16.9427,531,8096.43,-10825.6640625,145.4326,531
2660000,9557.18,19.4881,532,9409.9,-10439.4775390625,143.0593,532
2665000,9946.99,18.3576,533,7091.47,-10207.9013671875,143.3867,533
2670000,10874.62,20.0586,534,9792.86,-10604.9462890625,144.032,534
2675000,9235.25,19.8084,535,8433.79,-10693.009765625,144.8867,535
2680000,11107.34,17.5162,536,9395.47,-10226.0517578125,142.8642,536
2685000,10295.01,19.2831,537,9322.65,-10461.177734375,143.4877,537
2690000,10567.1,20.8344,538,8972.08,-10741.140625,143.9151,538
2695000,8976.88,19.343,539,10223.97,-10573.94140625,142.7903,539
2700000,10050.33,19.1028,540,10391.7,-11006.193359375,143.0721,540
2705000,10933.48,18.8029,541,8281.4,-10501.2705078125,143.5391,541
2710000,9834.66,21.2071,542,10248.64,-10784.41796875,143.4586,542
2715000,10780.47,19.9029,543,6863.67,-10463.0625,143.785,543
2720000,10684.82,20.1054,544,8223.19,-10853.5830078125,142.9291,544
2725000,10866.19,20.0528,545,10611.75,-10708.4150390625,143.495,545
2730000,10867.22,19.8178,546,8264.17,-10883.4130859375,143.4834,546
2735000,11188.55,19.6312,547,9700.1,-11054.4072265625,143.6309,547
2740000,11020.66,16.7008,548,8642.47,-10570.609375,143.2919,548
2745000,9682.07,15.8104,549,9600.69,-10670.8740234375,143.4256,549
2750000,9861.96,18.4722,550,8899.53,-10478.9697265625,142.4196,550
2755000,10509.53,18.7168,551,9774.94,-10896.91015625,142.8507,551
2760000,11316.38,19.9465,552,10136.21,-10829.5,143.3117,552
2765000,11053.73,19.7284,553,9173.24,-10988.076171875,142.7931,553
2770000,10756.2,19.5827,554,9220.71,-10898.171875,142.9527,554
2775000,11509.76,20.0608,555,10348.89,-10754.197265625,142.6968,555
2780000,11457.64,19.2991,556,10468.59,-10523.248046875,142.6843,556
2785000,11422.79,19.8048,557,11088.28,-10905.400390625,142.887,557
2790000,11316.73,18.3562,558,10513.02,-11120.7412109375,143.5629,558
2795000,11346.89,20.1906,559,9245.48,-11286.2978515625,143.7696,559
2800000,11549.23,19.3304,560,10733.75,-10564.666015625,142.2736,560
2805000,11501.95,21.1354,561,10827.92,-11415.771484375,143.3999,561
2810000,10999.0,19.8091,562,10729.04,-11361.7958984375,144.2235,562
2815000,11308.6,21.1979,563,10432.34,-11368.7353515625,143.6656,563
2820000,11572.36,19.6008,564,10829.14,-11087.625,142.7888,564
2825000,11321.56,21.4022,565,10476.79,-11460.3974609375,144.2653,565
2830000,10919.72,21.991,566,10923.69,-11570.3681640625,143.7658,566
2835000,11332.52,20.9992,567,10808.76,-11491.099609375,143.4381,567
2840000,10983.66,21.1375,568,10750.01,-11607.5224609375,145.2949,568
2845000,11407.85,20.9062,569,10900.16,-11453.4931640625,143.8926,569
2850000,11271.96,20.787,570,10784.36,-11384.603515625,143.252,570
2855000,10769.71,21.2844,571,9881.95,-11572.50390625,143.6174,571
2860000,11523.83,22.1562,572,10177.53,-11819.6396484375,143.8273,572
2865000,11134.38,21.7233,573,10835.35,-11686.087890625,143.9863,573
2870000,11470.91,22.9767,574,10732.0,-12044.33203125,144.9245,574
2875000,11059.8,21.476,575,10847.1,-11691.826171875,143.4678,575
2880000,11230.25,21.5426,576,10309.91,-11908.78515625,144.6486,576
2885000,11672.47,20.1833,577,10983.34,-11518.408203125,142.8397,577
2890000,11506.53,20.7969,578,11010.46,-11822.267578125,144.4276,578
2895000,11368.67,20.8759,579,10874.93,-11701.6982421875,143.1039,579
2900000,10277.82,22.4196,580,10211.66,-12079.138671875,143.344,580
2905000,10866.22,21.6196,581,9550.63,-11694.1416015625,143.5122,581
2910000,10981.42,22.3416,582,10037.88,-11908.6435546875,144.3545,582
2915000,10479.02,20.1893,583,9433.0,-11255.576171875,142.4528,583
2920000,11331.6,21.7777,584,10059.32,-11893.1904296875,142.9199,584
2925000,10955.36,20.8475,585,10057.84,-11590.5576171875,143.5125,585
2930000,10265.25,21.2711,586,9179.43,-12201.09765625,144.2589,586
2935000,11047.46,20.7423,587,9671.49,-12060.298828125,144.3264,587
2940000,10280.19,20.401,588,10365.13,-12078.81640625,143.2504,588
2945000,10277.39,23.2421,589,10452.59,-12344.58984375,143.1462,589
2950000,11065.58,21.026,590,9922.45,-11754.7177734375,143.4823,590
2955000,10182.2,22.2675,591,10367.51,-12115.5732421875,143.2157,591
2960000,11570.88,21.7522,592,10650.34,-12133.7529296875,143.1081,592
2965000,11558.41,19.7184,593,9422.48,-12057.3232421875,144.1701,593
2970000,8749.5,22.5552,594,10082.14,-12220.4921875,143.9336,594
2975000,11247.2,21.7919,595,9286.46,-12342.5625,144.5785,595
2980000,9989.95,20.9373,596,9140.4,-12006.5029296875,144.5499,596
2985000,10609.09,21.7083,597,9715.65,-12358.26953125,144.5664,597
2990000,10547.57,21.2053,598,10620.33,-11954.0166015625,142.9291,598
2995000,10979.06,22.2215,599,10834.88,-12349.58984375,144.1625,599
