Real Sto Return,Running Forward KL,Running Update Time,Real Det Return,Reward Loss,Itration,Running Env Steps,Running Reverse KL
5379.71,62.9991,387,5401.34,-9000.9814453125,387,1935000,38.7319
4475.44,69.1255,388,5818.16,-10966.2890625,388,1940000,54.6655
4876.84,65.2333,389,5902.45,-10292.9111328125,389,1945000,46.5237
4822.19,68.0162,390,5742.75,-10992.083984375,390,1950000,53.1016
4936.76,68.076,391,5968.12,-10915.2763671875,391,1955000,52.4337
4594.15,63.4702,392,5672.74,-9663.9462890625,392,1960000,41.8232
4739.16,68.2248,393,5930.25,-10930.2421875,393,1965000,52.9116
4724.53,64.8482,394,5633.12,-10450.2001953125,394,1970000,46.5811
4707.47,69.2757,395,4864.89,-11225.6298828125,395,1975000,56.8137
5441.04,69.1422,396,6124.37,-11311.61328125,396,1980000,54.1027
5012.24,67.0062,397,5517.56,-11163.466796875,397,1985000,49.5892
4403.94,67.9546,398,5504.56,-11184.7724609375,398,1990000,51.3021
4654.67,66.8417,399,5325.26,-11088.5517578125,399,1995000,50.7205
5284.85,63.6294,400,5251.64,-9845.6845703125,400,2000000,43.0268
4423.33,67.9956,401,4707.29,-11187.9140625,401,2005000,50.5211
3988.53,66.8525,402,5496.22,-11037.1669921875,402,2010000,48.2947
4512.66,63.5074,403,5336.31,-9548.59375,403,2015000,41.1628
5543.81,68.8682,404,6030.81,-11533.6708984375,404,2020000,55.3559
4608.55,67.6884,405,5500.22,-11247.4736328125,405,2025000,53.3411
4935.1,69.307,406,5662.44,-11635.498046875,406,2030000,54.9292
5393.06,68.055,407,6200.06,-10873.0029296875,407,2035000,50.6142
4871.58,69.0802,408,5936.51,-11752.984375,408,2040000,55.7763
4592.95,65.254,409,5610.27,-11023.111328125,409,2045000,49.6099
5428.38,70.4953,410,5522.4,-11698.427734375,410,2050000,56.9791
5024.54,68.8266,411,5817.69,-11661.6064453125,411,2055000,53.5956
4893.67,69.8262,412,5501.73,-12024.4658203125,412,2060000,53.0872
5131.44,64.8332,413,5602.51,-10718.0234375,413,2065000,44.9123
5032.31,68.5359,414,5979.32,-11531.8642578125,414,2070000,52.4264
5038.45,67.659,415,6193.84,-11403.9091796875,415,2075000,50.539
5120.01,69.1285,416,5935.97,-11687.0595703125,416,2080000,53.4927
5312.8,66.3239,417,5817.46,-11085.705078125,417,2085000,49.8625
4378.4,69.6654,418,5695.86,-11790.767578125,418,2090000,54.9097
4456.53,64.7142,419,6052.41,-10768.80078125,419,2095000,46.9225
5180.07,68.7818,420,5762.19,-11757.14453125,420,2100000,53.6379
4292.44,70.4583,421,5217.3,-11957.8515625,421,2105000,54.8563
4981.98,70.1471,422,5849.87,-11832.4111328125,422,2110000,55.082
4416.38,66.0475,423,5445.52,-11084.8271484375,423,2115000,49.7268
4562.78,65.6714,424,5496.84,-11210.7734375,424,2120000,48.3576
5495.57,67.8389,425,5638.52,-11876.6865234375,425,2125000,51.4063
5696.19,68.6001,426,5991.0,-11776.6708984375,426,2130000,54.5657
5157.17,69.4109,427,5826.76,-12057.025390625,427,2135000,54.2352
5159.47,67.6001,428,4953.25,-11704.1259765625,428,2140000,50.639
4863.92,67.5192,429,5839.23,-11499.9111328125,429,2145000,49.5067
5012.34,67.7877,430,5581.42,-12008.861328125,430,2150000,53.517
5081.96,69.7819,431,5848.42,-12044.38671875,431,2155000,56.321
4961.22,71.1729,432,6054.01,-12399.7578125,432,2160000,56.8281
4609.89,69.8408,433,5864.31,-12011.2548828125,433,2165000,53.8098
5098.19,66.776,434,5768.51,-11531.248046875,434,2170000,49.4894
5130.92,66.7449,435,5934.08,-11292.107421875,435,2175000,46.7903
5064.27,70.4195,436,5480.24,-12174.8046875,436,2180000,55.1904
5127.28,66.8985,437,5326.36,-11351.6865234375,437,2185000,48.8534
5233.42,71.5967,438,5986.39,-12393.3896484375,438,2190000,55.3547
5228.7,70.0305,439,5497.69,-12285.896484375,439,2195000,53.4487
5127.46,69.9039,440,5793.21,-12250.1044921875,440,2200000,53.9448
4150.11,66.9647,441,5743.26,-11791.5732421875,441,2205000,51.9504
4984.59,69.5138,442,5778.29,-12379.9423828125,442,2210000,55.4914
5020.65,67.2118,443,5854.7,-12116.01171875,443,2215000,52.0925
5593.31,71.4124,444,5749.5,-12657.5400390625,444,2220000,57.412
5475.88,65.4747,445,6196.26,-11132.70703125,445,2225000,48.5182
5670.08,69.5783,446,6014.97,-12329.392578125,446,2230000,55.9069
5452.4,70.7539,447,6022.18,-12803.4462890625,447,2235000,57.073
4889.44,70.5266,448,5630.58,-12493.158203125,448,2240000,54.8806
5055.8,69.7302,449,5430.36,-12739.359375,449,2245000,53.3495
5400.35,66.5038,450,5489.67,-11753.88671875,450,2250000,48.6367
5419.64,70.2894,451,5459.34,-12852.244140625,451,2255000,57.5136
4962.91,65.4368,452,6016.29,-11547.5732421875,452,2260000,44.739
5140.63,70.1267,453,5867.92,-12784.2421875,453,2265000,55.9058
5343.92,67.2391,454,5499.14,-12375.26171875,454,2270000,53.2422
5138.1,71.9185,455,5864.57,-13067.396484375,455,2275000,62.16
5646.23,68.653,456,5963.32,-12418.556640625,456,2280000,52.7708
5305.81,69.9745,457,6111.64,-12749.8154296875,457,2285000,55.8157
5140.74,69.9902,458,6221.31,-12393.8564453125,458,2290000,54.872
5134.35,68.0822,459,5419.6,-12750.6640625,459,2295000,52.6073
5501.83,70.7082,460,6189.89,-12443.5595703125,460,2300000,55.6784
5452.71,68.0201,461,6166.2,-12445.0302734375,461,2305000,52.9113
5376.94,68.9314,462,6152.2,-12481.029296875,462,2310000,52.7554
5680.39,69.6335,463,6156.83,-12742.03515625,463,2315000,56.1887
5259.99,69.6817,464,5815.51,-12509.7099609375,464,2320000,54.9285
5608.96,70.7432,465,6184.13,-13042.212890625,465,2325000,56.7545
5154.18,71.9116,466,5752.03,-12982.3916015625,466,2330000,56.4301
5369.79,69.7112,467,5431.28,-12644.9052734375,467,2335000,53.35
5716.56,65.3955,468,6196.95,-11593.01171875,468,2340000,46.3955
5314.48,68.641,469,5922.62,-13034.0576171875,469,2345000,54.8722
5542.52,64.697,470,6068.92,-11139.4951171875,470,2350000,44.7596
4991.31,69.4287,471,6181.6,-12800.857421875,471,2355000,53.7677
4845.18,68.6528,472,5633.64,-13089.03515625,472,2360000,54.6663
4520.31,64.8724,473,5863.0,-10940.2294921875,473,2365000,43.6079
5197.95,70.6199,474,5974.84,-12773.9130859375,474,2370000,56.1274
5085.81,66.3294,475,5884.75,-12053.05078125,475,2375000,47.7319
4763.84,65.7636,476,5864.53,-11577.474609375,476,2380000,47.7058
5289.8,70.2599,477,5555.98,-13265.044921875,477,2385000,54.7469
4998.14,65.6369,478,6240.71,-11190.3505859375,478,2390000,44.4596
5467.98,69.1652,479,6004.07,-12606.95703125,479,2395000,50.2001
5425.99,66.3699,480,6258.18,-12476.400390625,480,2400000,48.3256
4847.54,70.4318,481,5976.6,-13501.1826171875,481,2405000,56.5716
4929.1,67.1978,482,6011.39,-12757.2177734375,482,2410000,51.9775
5728.24,67.7924,483,5737.19,-12720.19921875,483,2415000,49.7653
5114.17,68.9162,484,5434.34,-13162.1533203125,484,2420000,51.2728
4908.79,67.7735,485,6141.17,-12968.384765625,485,2425000,51.651
5018.96,65.9108,486,6302.59,-12347.0322265625,486,2430000,48.4917
5237.64,65.8275,487,5785.47,-12766.5458984375,487,2435000,49.2158
4883.36,69.1198,488,5895.41,-13193.75,488,2440000,54.1796
5472.03,71.4279,489,5916.97,-13617.3212890625,489,2445000,59.5739
5062.83,67.8577,490,4723.36,-12953.357421875,490,2450000,54.033
5866.77,67.9374,491,6216.37,-13089.4931640625,491,2455000,51.2603
5518.09,69.4837,492,5804.36,-13599.12109375,492,2460000,55.2348
4709.28,70.247,493,5935.98,-13667.392578125,493,2465000,56.1276
4828.88,67.069,494,5706.01,-13103.806640625,494,2470000,51.2274
5620.61,64.7119,495,5810.05,-12055.2666015625,495,2475000,45.7294
4568.07,66.0189,496,5281.77,-12401.3095703125,496,2480000,47.3661
4908.55,66.6177,497,5993.92,-12799.0,497,2485000,49.8658
5192.37,67.6391,498,5318.83,-13295.587890625,498,2490000,53.5138
4876.47,69.2476,499,5808.38,-13538.7099609375,499,2495000,55.2144
4737.83,68.8306,500,5697.4,-13622.369140625,500,2500000,55.3562
5814.74,67.576,501,5892.95,-13276.9794921875,501,2505000,52.8347
5548.84,65.3664,502,6231.62,-12886.701171875,502,2510000,49.1975
5261.9,67.7954,503,6030.21,-13772.4072265625,503,2515000,51.5719
5793.57,67.48,504,6085.71,-13501.8505859375,504,2520000,49.6585
5501.49,66.141,505,6153.86,-12723.8828125,505,2525000,49.8015
5311.61,65.2925,506,6296.05,-12698.8935546875,506,2530000,45.3056
5503.08,68.6198,507,6131.08,-13705.6123046875,507,2535000,51.742
4986.13,63.3068,508,5329.51,-11908.85546875,508,2540000,44.847
5464.88,68.5996,509,5965.39,-13533.623046875,509,2545000,53.0194
5004.72,71.0611,510,6013.91,-13941.4306640625,510,2550000,57.1902
5506.7,64.7385,511,5428.04,-12870.9521484375,511,2555000,47.7062
5315.56,68.1668,512,5990.9,-13531.6201171875,512,2560000,53.3725
5198.42,67.1382,513,5386.6,-13207.76171875,513,2565000,51.4864
5142.36,66.4538,514,5817.77,-13055.501953125,514,2570000,52.2002
4753.56,65.9418,515,6219.61,-13031.7080078125,515,2575000,49.7293
5701.64,64.4439,516,5753.96,-12066.6845703125,516,2580000,48.3017
5471.04,65.3926,517,6270.76,-12823.86328125,517,2585000,49.8875
5448.24,68.9013,518,6113.53,-13786.5849609375,518,2590000,53.5936
5553.29,68.5742,519,6241.7,-13670.23828125,519,2595000,55.0367
5582.24,64.4569,520,5544.48,-12611.2060546875,520,2600000,48.7086
5784.18,67.9656,521,5960.22,-13796.04296875,521,2605000,53.1316
5544.59,68.714,522,6218.97,-13819.4443359375,522,2610000,53.9984
5873.54,67.4617,523,5839.3,-13082.50390625,523,2615000,49.4139
5653.32,67.6595,524,5911.59,-13860.4775390625,524,2620000,54.3269
5821.64,68.2173,525,6301.78,-13789.412109375,525,2625000,55.5324
5515.47,65.8745,526,6293.04,-13200.443359375,526,2630000,49.8142
5838.08,68.8206,527,5901.98,-13916.73828125,527,2635000,57.2563
5289.25,69.0217,528,5998.98,-13732.7177734375,528,2640000,55.8362
5675.42,68.3848,529,5836.53,-13945.4404296875,529,2645000,53.2403
5441.78,64.6498,530,5982.42,-12900.5947265625,530,2650000,48.5826
5081.23,64.8174,531,6290.34,-12695.509765625,531,2655000,46.3386
5679.77,70.3242,532,6254.9,-14123.8759765625,532,2660000,57.1869
5585.9,68.2731,533,6115.57,-13985.0654296875,533,2665000,51.8761
5696.91,67.5616,534,6128.77,-13635.248046875,534,2670000,52.3789
5445.9,66.1465,535,6424.7,-13248.4736328125,535,2675000,46.6612
5426.33,67.0793,536,6172.78,-13352.263671875,536,2680000,51.5327
5818.75,64.1715,537,6307.09,-12830.4921875,537,2685000,47.5377
5172.39,68.2983,538,6379.64,-13909.28125,538,2690000,55.9914
5491.65,66.5935,539,6312.84,-13602.95703125,539,2695000,52.8669
5703.18,65.7522,540,6345.66,-13207.0908203125,540,2700000,48.9748
5322.85,67.0123,541,6082.03,-13212.3583984375,541,2705000,49.6923
5071.89,68.7329,542,6241.22,-14129.169921875,542,2710000,53.3149
5163.3,64.7319,543,5982.29,-12949.6728515625,543,2715000,48.1201
5886.62,68.345,544,6214.02,-14073.162109375,544,2720000,53.8136
5370.86,68.8564,545,6073.84,-13963.2568359375,545,2725000,56.0172
5559.2,70.2073,546,5986.15,-14164.8388671875,546,2730000,57.4662
5264.88,68.8932,547,6252.23,-13947.740234375,547,2735000,54.4235
5768.66,69.9472,548,5350.27,-14156.1923828125,548,2740000,56.2883
5492.01,65.392,549,6264.2,-12946.8134765625,549,2745000,46.9223
5292.73,67.7578,550,6203.69,-13941.5185546875,550,2750000,52.6734
5667.03,68.9156,551,6271.63,-14283.7119140625,551,2755000,56.6615
5416.79,68.1964,552,6137.63,-13721.1513671875,552,2760000,53.2361
5824.98,65.8326,553,5871.56,-13168.541015625,553,2765000,47.4703
5323.17,68.0116,554,5818.62,-13678.6669921875,554,2770000,53.7934
4723.75,69.4255,555,6194.2,-14397.11328125,555,2775000,54.5566
5836.45,70.4105,556,5819.91,-14116.03125,556,2780000,57.3269
5684.94,67.4404,557,5984.59,-13598.0810546875,557,2785000,50.346
5509.77,69.3946,558,6390.42,-14211.6875,558,2790000,57.756
4957.76,67.5548,559,5590.48,-13323.7548828125,559,2795000,50.3208
5222.36,67.1846,560,5486.63,-13793.521484375,560,2800000,52.4603
5887.72,69.4569,561,6268.65,-14189.884765625,561,2805000,57.7307
5093.81,64.8644,562,5965.77,-13264.005859375,562,2810000,48.8992
5162.87,69.7559,563,5971.05,-14398.7158203125,563,2815000,56.1945
4981.63,69.0326,564,6330.48,-14024.818359375,564,2820000,53.7242
5302.92,66.1696,565,5752.11,-13570.3447265625,565,2825000,49.5584
5326.5,67.2549,566,6346.32,-13770.978515625,566,2830000,52.4495
5783.37,67.1587,567,6059.53,-14020.0693359375,567,2835000,51.9008
5599.05,68.8233,568,6327.24,-14290.0966796875,568,2840000,55.9777
4956.32,64.9233,569,6304.61,-13071.6513671875,569,2845000,49.4028
5270.7,70.2907,570,6012.9,-14100.546875,570,2850000,53.0345
5115.24,70.5722,571,6197.42,-14591.072265625,571,2855000,58.3759
5207.58,69.3238,572,5654.42,-14236.0234375,572,2860000,54.4361
5074.25,67.6293,573,5682.13,-14052.96484375,573,2865000,50.9524
5139.36,65.5596,574,5329.84,-13423.5322265625,574,2870000,48.8673
5294.77,67.1591,575,5352.39,-13674.958984375,575,2875000,51.5301
4989.69,68.7923,576,5942.09,-14341.1533203125,576,2880000,54.0675
5071.02,68.6199,577,5901.27,-14297.7666015625,577,2885000,55.6032
5622.66,68.0926,578,6045.53,-14262.1787109375,578,2890000,55.1581
5243.4,70.1458,579,5483.26,-14589.66796875,579,2895000,55.6373
5473.24,65.874,580,5792.97,-13472.3515625,580,2900000,49.2373
5342.52,69.9109,581,5762.88,-14644.98046875,581,2905000,55.842
5661.7,63.913,582,5845.08,-12108.0908203125,582,2910000,44.4028
5535.08,69.5568,583,5690.49,-14341.6533203125,583,2915000,55.6638
5531.49,64.7491,584,5912.45,-13128.9365234375,584,2920000,48.9137
5491.42,65.7137,585,5587.74,-13358.5517578125,585,2925000,49.2783
4928.13,65.3048,586,5590.98,-13174.6884765625,586,2930000,47.0416
5483.19,66.0787,587,5811.45,-13835.2421875,587,2935000,53.521
5464.28,66.2517,588,5663.98,-13602.798828125,588,2940000,51.5254
5219.28,66.1891,589,5351.62,-13125.5107421875,589,2945000,51.5127
5291.21,70.19,590,6009.27,-14297.8095703125,590,2950000,54.7038
5099.59,70.3209,591,5713.77,-14880.2451171875,591,2955000,60.0916
4769.26,66.2169,592,5708.36,-13525.0859375,592,2960000,50.8873
5094.26,66.9416,593,5583.65,-14221.9306640625,593,2965000,54.3314
5057.93,69.4588,594,5630.0,-14754.99609375,594,2970000,59.9351
5195.29,69.7435,595,6118.39,-14713.880859375,595,2975000,58.0545
5066.42,68.0263,596,5542.48,-14617.84375,596,2980000,54.0327
4440.4,70.0479,597,5806.99,-14809.744140625,597,2985000,58.7431
5477.1,65.3785,598,5607.78,-12640.2587890625,598,2990000,48.8574
5006.56,71.4046,599,5640.33,-14855.791015625,599,2995000,59.7194
