Real Sto Return,Itration,Real Det Return,Running Update Time,Running Env Steps,Reward Loss,Running Reverse KL,Running Forward KL
1923.05,386,2290.71,386,1930000,-13899.3212890625,15.0138,156.4404
1909.68,387,2290.51,387,1935000,-13972.2314453125,14.9714,156.4689
1897.39,388,2265.39,388,1940000,-13900.138671875,14.9188,156.4459
1901.41,389,2287.73,389,1945000,-13985.2392578125,14.8182,156.52
1928.64,390,2312.69,390,1950000,-14065.3515625,15.1253,156.676
1912.19,391,2296.72,391,1955000,-14121.6630859375,15.1178,156.5385
1939.12,392,2294.0,392,1960000,-14069.046875,14.931,156.4576
1911.83,393,2272.21,393,1965000,-14056.0048828125,14.9043,156.4639
1937.98,394,2323.75,394,1970000,-14183.9462890625,15.0547,156.7132
1951.51,395,2337.48,395,1975000,-14165.4892578125,15.0995,156.4724
1939.12,396,2299.39,396,1980000,-14184.998046875,15.1786,156.4483
1936.99,397,2311.53,397,1985000,-14167.3369140625,15.004,156.717
1958.97,398,2320.3,398,1990000,-14224.9853515625,15.129,156.5492
1974.06,399,2337.39,399,1995000,-14253.349609375,15.1468,156.4945
1941.5,400,2317.4,400,2000000,-14235.6494140625,15.0494,156.6415
1927.88,401,2328.5,401,2005000,-14258.052734375,14.9764,156.5521
1945.77,402,2335.39,402,2010000,-14263.505859375,15.0491,156.5692
1947.61,403,2320.4,403,2015000,-14332.9521484375,15.144,156.7752
1947.45,404,2317.35,404,2020000,-14335.0869140625,15.0465,156.5755
1911.3,405,2301.18,405,2025000,-14353.861328125,14.9269,156.5894
1934.2,406,2305.4,406,2030000,-14356.189453125,15.0911,156.5241
1949.84,407,2309.03,407,2035000,-14397.5078125,14.9852,156.6476
1931.55,408,2262.98,408,2040000,-14378.650390625,14.9181,156.4822
1917.18,409,2317.53,409,2045000,-14400.53125,14.8282,156.4854
1933.81,410,2320.06,410,2050000,-14374.7822265625,15.0306,156.4785
1938.19,411,2326.19,411,2055000,-14400.40625,14.9778,156.5706
1930.35,412,2300.22,412,2060000,-14503.5224609375,15.0253,156.5989
1958.66,413,2308.84,413,2065000,-14459.6337890625,14.967,156.5259
1934.68,414,2329.71,414,2070000,-14563.1572265625,14.7945,156.5194
1955.7,415,2342.62,415,2075000,-14577.2705078125,14.9528,156.3373
1956.77,416,2345.16,416,2080000,-14612.79296875,15.1314,156.634
1945.58,417,2342.31,417,2085000,-14584.966796875,15.1733,156.5378
1956.27,418,2330.05,418,2090000,-14583.7001953125,15.0877,156.4937
1970.61,419,2324.1,419,2095000,-14617.955078125,14.9924,156.5229
1952.43,420,2321.79,420,2100000,-14603.1494140625,14.9329,156.5994
1967.91,421,2297.7,421,2105000,-14638.021484375,15.0503,156.5579
1931.83,422,2316.37,422,2110000,-14659.3837890625,14.997,156.4766
1967.95,423,2321.76,423,2115000,-14696.923828125,15.2083,156.6473
1946.42,424,2325.55,424,2120000,-14650.0654296875,14.9891,156.5747
1943.25,425,2318.5,425,2125000,-14690.3701171875,15.074,156.4359
1951.28,426,2303.77,426,2130000,-14663.79296875,15.0456,156.4968
1938.18,427,2315.67,427,2135000,-14734.78515625,14.9335,156.5515
1912.65,428,2167.9,428,2140000,-14606.2216796875,14.6771,156.5241
1967.83,429,2350.21,429,2145000,-14797.037109375,15.2204,156.4644
1940.79,430,2337.35,430,2150000,-14793.4052734375,15.1463,156.5639
1935.66,431,2352.79,431,2155000,-14875.95703125,15.3635,156.6227
1937.89,432,2323.69,432,2160000,-14857.7685546875,15.1324,156.5764
1973.19,433,2359.41,433,2165000,-14920.583984375,15.3291,156.6263
1959.86,434,2349.75,434,2170000,-14929.0830078125,15.322,156.5826
1954.81,435,2339.02,435,2175000,-14911.58203125,15.2091,156.7022
1990.79,436,2342.59,436,2180000,-14946.1025390625,15.1487,156.4094
1970.91,437,2352.03,437,2185000,-14968.8818359375,15.0697,156.4367
1957.63,438,2341.68,438,2190000,-14923.9375,15.1798,156.6441
1968.3,439,2350.12,439,2195000,-14971.9404296875,15.0489,156.3769
1978.52,440,2337.75,440,2200000,-14989.3251953125,15.1516,156.3725
1966.81,441,2318.22,441,2205000,-14994.4912109375,15.1046,156.5272
1971.94,442,2322.63,442,2210000,-15023.3154296875,15.1703,156.5398
1963.08,443,2337.43,443,2215000,-15050.5849609375,15.0618,156.4194
1963.36,444,2351.72,444,2220000,-15125.7763671875,15.138,156.5651
1972.64,445,2357.07,445,2225000,-15047.5537109375,15.0342,156.5819
1985.53,446,2347.32,446,2230000,-15069.8310546875,15.2079,156.4812
1974.33,447,2335.4,447,2235000,-15118.0498046875,15.2188,156.5835
1972.1,448,2347.39,448,2240000,-15150.6865234375,15.1308,156.4248
1960.21,449,2347.99,449,2245000,-15135.927734375,14.8911,156.4832
1945.58,450,2353.79,450,2250000,-15201.154296875,14.9257,156.5107
1980.66,451,2342.0,451,2255000,-15213.8369140625,15.1245,156.4791
1945.4,452,2328.79,452,2260000,-15255.12109375,14.9115,156.5223
1968.51,453,2333.76,453,2265000,-15271.3828125,15.2046,156.5394
1968.7,454,2311.31,454,2270000,-15225.330078125,15.0386,156.5379
1969.16,455,2339.14,455,2275000,-15237.5625,15.0789,156.4924
1962.57,456,2325.49,456,2280000,-15281.2880859375,15.0891,156.6275
1972.01,457,2323.86,457,2285000,-15234.796875,15.0267,156.4256
1962.75,458,2319.77,458,2290000,-15311.6796875,15.0822,156.4429
1969.14,459,2343.8,459,2295000,-15354.7587890625,15.0295,156.5135
1956.16,460,2326.08,460,2300000,-15277.484375,14.8044,156.378
1966.66,461,2338.22,461,2305000,-15379.076171875,15.1124,156.3413
1951.83,462,2340.0,462,2310000,-15381.025390625,15.0273,156.5532
1941.56,463,2304.06,463,2315000,-15340.3955078125,14.9164,156.3245
1963.28,464,2330.87,464,2320000,-15398.8115234375,15.029,156.4895
1943.36,465,2322.59,465,2325000,-15392.5615234375,14.9186,156.4314
1969.92,466,2353.25,466,2330000,-15487.62890625,15.0912,156.5105
1987.77,467,2354.11,467,2335000,-15486.150390625,15.0579,156.4281
1967.0,468,2354.54,468,2340000,-15443.673828125,14.9601,156.5173
1965.64,469,2342.91,469,2345000,-15479.80078125,15.1386,156.4476
1963.14,470,2340.56,470,2350000,-15493.462890625,15.0219,156.4547
1969.22,471,2343.78,471,2355000,-15465.7041015625,14.9938,156.3385
1951.91,472,2345.08,472,2360000,-15472.50390625,14.8945,156.5485
1978.33,473,2349.18,473,2365000,-15529.0546875,15.0314,156.4035
1976.15,474,2356.94,474,2370000,-15506.0615234375,14.9605,156.3843
1957.84,475,2366.07,475,2375000,-15643.900390625,15.137,156.4761
1991.56,476,2346.19,476,2380000,-15587.2568359375,14.9129,156.4608
1976.71,477,2355.7,477,2385000,-15637.607421875,15.0154,156.5002
1997.42,478,2342.67,478,2390000,-15665.0107421875,15.1189,156.6076
1992.2,479,2352.79,479,2395000,-15624.92578125,15.0284,156.425
1978.3,480,2357.32,480,2400000,-15688.556640625,15.0644,156.4947
1972.24,481,2351.9,481,2405000,-15722.33984375,15.0262,156.4364
1979.33,482,2354.25,482,2410000,-15699.388671875,15.1224,156.4589
1972.61,483,2344.42,483,2415000,-15720.6005859375,15.1466,156.4899
1987.68,484,2349.93,484,2420000,-15750.0556640625,15.1406,156.447
1977.5,485,2349.22,485,2425000,-15779.0361328125,15.1979,156.5706
1980.2,486,2361.2,486,2430000,-15705.0068359375,15.1931,156.5394
1998.04,487,2361.69,487,2435000,-15822.0791015625,15.0635,156.4137
2001.49,488,2370.55,488,2440000,-15883.80859375,15.0786,156.5653
1978.15,489,2351.16,489,2445000,-15845.03515625,15.147,156.3393
1988.9,490,2370.78,490,2450000,-15830.83984375,15.1421,156.4341
1994.45,491,2382.63,491,2455000,-15910.8115234375,15.1963,156.4974
1977.03,492,2365.98,492,2460000,-15885.091796875,15.0748,156.5103
2000.28,493,2380.34,493,2465000,-15950.1455078125,15.2067,156.5318
2010.3,494,2367.3,494,2470000,-15922.125,15.0957,156.4166
1984.04,495,2363.93,495,2475000,-15916.3115234375,14.8864,156.5569
2000.96,496,2369.21,496,2480000,-16002.3818359375,15.3656,156.6171
1998.82,497,2361.94,497,2485000,-15987.478515625,15.2313,156.5966
1968.67,498,2359.23,498,2490000,-15946.119140625,15.051,156.5477
1995.97,499,2362.74,499,2495000,-15965.1396484375,15.0814,156.5146
1982.88,500,2361.75,500,2500000,-15993.255859375,14.9926,156.596
1990.67,501,2382.66,501,2505000,-16007.95703125,15.2148,156.4281
1982.64,502,2365.16,502,2510000,-16034.673828125,15.148,156.5091
1983.55,503,2364.78,503,2515000,-15994.509765625,15.1151,156.5265
2003.39,504,2360.13,504,2520000,-16092.94140625,15.2078,156.5587
1996.62,505,2364.04,505,2525000,-16066.6162109375,15.1104,156.5071
2001.06,506,2384.28,506,2530000,-16091.00390625,15.1762,156.5303
