Running Reverse KL,Real Sto Return,Real Det Return,Running Update Time,Running Env Steps,Itration,Running Forward KL,Reward Loss
19.9768,4376.72,4401.87,389,1945000,389,43.5059,-27393.482421875
20.9158,4365.07,4378.64,390,1950000,390,44.3157,-27385.853515625
20.1225,4187.69,4349.74,391,1955000,391,43.8477,-27911.126953125
20.1682,4344.29,4377.62,392,1960000,392,43.761,-27740.869140625
20.7002,4376.38,4386.67,393,1965000,393,44.041,-27807.5703125
20.159,4403.01,4433.01,394,1970000,394,44.4115,-27759.244140625
20.2363,4358.74,4369.7,395,1975000,395,44.0372,-28186.818359375
21.9542,4420.18,4412.55,396,1980000,396,44.4253,-27015.68359375
20.2099,4438.28,4461.54,397,1985000,397,44.1023,-28503.421875
19.6188,4417.83,4459.45,398,1990000,398,43.9934,-28663.83203125
20.0583,4393.97,4374.12,399,1995000,399,43.7389,-27967.67578125
20.0204,4403.15,4423.06,400,2000000,400,43.7167,-29115.611328125
20.6395,4433.17,4441.35,401,2005000,401,43.954,-28365.03125
20.38,4438.21,4427.41,402,2010000,402,44.1677,-28970.142578125
20.3653,4500.23,4490.21,403,2015000,403,44.075,-29288.80859375
20.532,4504.67,4506.4,404,2020000,404,44.4336,-29068.73046875
20.5602,4412.7,4420.26,405,2025000,405,43.8235,-29389.3984375
20.7441,4484.06,4475.43,406,2030000,406,44.2402,-30138.595703125
20.1534,4432.11,4434.86,407,2035000,407,43.9993,-29655.501953125
20.3835,4423.86,4414.46,408,2040000,408,44.1679,-29969.1171875
20.0669,4436.76,4417.14,409,2045000,409,44.3486,-30205.09765625
20.2308,4411.22,4436.9,410,2050000,410,44.0938,-30194.66796875
20.3346,4501.05,4518.23,411,2055000,411,44.0302,-30468.884765625
20.7499,4459.47,4471.68,412,2060000,412,43.8192,-30777.798828125
19.9562,4499.64,4489.02,413,2065000,413,43.8232,-30900.2890625
20.8017,4450.62,4466.31,414,2070000,414,43.8333,-30947.8203125
19.9707,4441.99,4447.07,415,2075000,415,43.4821,-30663.755859375
21.2407,4464.32,4445.35,416,2080000,416,43.6566,-31339.955078125
19.6833,4441.93,4435.86,417,2085000,417,43.6397,-31105.087890625
20.0587,4470.11,4458.51,418,2090000,418,43.4191,-31642.353515625
19.7394,4405.5,4448.46,419,2095000,419,43.9731,-31092.9140625
20.0702,4395.31,4402.12,420,2100000,420,43.6638,-31246.4921875
19.7163,4433.99,4430.57,421,2105000,421,43.8507,-31464.140625
19.471,4410.78,4377.9,422,2110000,422,43.539,-31379.505859375
19.3505,4382.8,4364.28,423,2115000,423,44.1171,-31464.52734375
19.3206,4451.39,4431.85,424,2120000,424,43.7395,-32230.134765625
19.6228,4463.33,4465.74,425,2125000,425,43.2705,-32411.810546875
19.3916,4414.93,4385.53,426,2130000,426,43.671,-32213.046875
18.9923,4430.86,4409.39,427,2135000,427,43.7663,-32262.849609375
20.4167,4440.09,4417.45,428,2140000,428,43.8706,-32882.875
19.7092,4430.84,4432.5,429,2145000,429,43.3607,-32668.443359375
20.1812,4433.59,4407.08,430,2150000,430,43.6475,-32381.984375
20.1429,4506.86,4474.46,431,2155000,431,43.9334,-33335.08984375
19.8885,4468.86,4414.85,432,2160000,432,43.656,-33226.0
19.9607,4472.53,4482.55,433,2165000,433,43.8784,-33069.1015625
19.7467,4492.72,4487.32,434,2170000,434,43.6444,-33196.7890625
19.6994,4502.64,4475.53,435,2175000,435,43.7649,-32444.67578125
20.3176,4471.18,4434.4,436,2180000,436,43.2722,-33485.0625
19.2931,4468.05,4428.54,437,2185000,437,43.389,-33526.27734375
20.0999,4505.93,4473.25,438,2190000,438,43.393,-33872.00390625
20.0351,4478.43,4436.94,439,2195000,439,43.8942,-33838.765625
20.7807,4476.76,4451.88,440,2200000,440,43.9436,-34296.1796875
20.1087,4428.26,4444.87,441,2205000,441,43.4609,-34292.92578125
20.4222,4540.02,4476.37,442,2210000,442,43.9946,-34559.2109375
19.9561,4496.96,4448.33,443,2215000,443,43.8718,-34307.84375
20.4169,4373.69,4448.77,444,2220000,444,43.7491,-34841.40234375
19.7375,4502.25,4485.05,445,2225000,445,43.8446,-35376.46875
19.9893,4490.36,4448.3,446,2230000,446,43.8465,-34961.0625
20.1533,4426.66,4474.54,447,2235000,447,44.15,-35176.5234375
20.0294,4497.68,4453.48,448,2240000,448,44.0989,-35094.44140625
21.0651,4487.7,4443.35,449,2245000,449,44.1001,-35869.33984375
20.4782,4495.6,4412.46,450,2250000,450,43.1209,-35606.8359375
20.4454,4489.73,4452.24,451,2255000,451,43.4293,-35406.015625
20.2867,4463.52,4423.21,452,2260000,452,43.4204,-35783.74609375
19.902,4479.25,4460.92,453,2265000,453,43.9438,-35563.99609375
20.3787,4467.13,4451.2,454,2270000,454,43.4569,-35348.91015625
19.6567,4503.99,4486.38,455,2275000,455,43.4948,-36326.43359375
20.5084,4493.84,4471.51,456,2280000,456,43.208,-36242.1640625
20.1927,4513.76,4489.01,457,2285000,457,42.9615,-36453.49609375
20.5054,4456.31,4363.62,458,2290000,458,43.3425,-36757.578125
20.6004,4484.02,4436.11,459,2295000,459,43.4957,-36458.69921875
20.5143,4484.93,4439.74,460,2300000,460,43.4259,-36161.86328125
20.6983,4462.82,4436.84,461,2305000,461,43.3666,-36280.3125
20.2918,4457.35,4425.22,462,2310000,462,43.344,-36509.64453125
20.7579,4478.56,4503.73,463,2315000,463,43.7049,-37105.1953125
19.9524,4447.71,4397.53,464,2320000,464,43.4216,-36285.4609375
19.9792,4480.36,4459.7,465,2325000,465,42.9752,-36971.26171875
19.7471,4503.45,4453.67,466,2330000,466,43.3268,-36922.59375
20.4139,4530.77,4491.03,467,2335000,467,43.099,-37895.1953125
19.9866,4511.51,4478.56,468,2340000,468,43.7754,-38163.015625
20.0776,4493.99,4490.49,469,2345000,469,43.2581,-37134.12109375
20.2312,4440.26,4450.62,470,2350000,470,43.2567,-35997.796875
20.6337,4481.35,4479.33,471,2355000,471,43.5699,-37820.8984375
20.9349,4528.53,4516.13,472,2360000,472,43.7214,-37578.44921875
20.7459,4458.25,4558.69,473,2365000,473,43.3648,-37823.93359375
20.8868,4394.7,4544.31,474,2370000,474,42.9581,-38461.05859375
20.2193,4500.29,4474.61,475,2375000,475,43.8054,-38537.3515625
20.5114,4474.04,4473.51,476,2380000,476,44.0834,-37804.96875
21.3147,4457.08,4424.6,477,2385000,477,43.9107,-38064.76953125
20.2636,4509.37,4518.5,478,2390000,478,43.8359,-39042.53515625
20.2124,4529.43,4533.73,479,2395000,479,43.9941,-38692.296875
20.0692,4500.16,4495.53,480,2400000,480,43.2964,-38252.25390625
20.4258,4393.31,4486.07,481,2405000,481,43.7138,-37819.203125
20.139,4482.82,4472.74,482,2410000,482,43.9711,-38730.08984375
20.1682,4499.06,4531.75,483,2415000,483,44.4781,-38601.70703125
20.5428,4472.41,4481.93,484,2420000,484,43.6932,-39423.328125
20.3818,4560.54,4546.37,485,2425000,485,43.8123,-39120.26171875
20.6146,4453.41,4520.45,486,2430000,486,44.134,-38884.62109375
20.174,4501.37,4482.84,487,2435000,487,43.6103,-38369.40234375
20.0224,4558.06,4557.2,488,2440000,488,43.3747,-39116.234375
20.0866,4496.01,4526.27,489,2445000,489,43.1903,-38974.43359375
19.7229,4488.03,4496.0,490,2450000,490,43.9722,-39779.42578125
19.5285,4475.75,4489.91,491,2455000,491,43.7741,-39060.76171875
19.6464,4528.2,4567.94,492,2460000,492,44.225,-40317.81640625
19.7003,4519.99,4521.64,493,2465000,493,43.1686,-39781.203125
20.0268,4508.1,4510.2,494,2470000,494,43.924,-39785.796875
19.7424,4484.01,4476.51,495,2475000,495,43.7331,-40120.33984375
20.3488,4548.78,4544.78,496,2480000,496,44.3805,-40414.3515625
20.246,4541.07,4561.31,497,2485000,497,43.533,-40420.09375
19.6508,4540.99,4555.16,498,2490000,498,43.3089,-39972.78515625
19.8945,4565.43,4542.79,499,2495000,499,43.0552,-40180.90625
19.7294,4512.21,4543.36,500,2500000,500,43.3159,-39979.8515625
19.8088,4556.11,4576.94,501,2505000,501,42.8025,-39987.78125
19.9575,4514.72,4498.0,502,2510000,502,43.6492,-40164.015625
20.1885,4546.11,4533.29,503,2515000,503,43.6081,-40477.41015625
20.48,4567.29,4578.1,504,2520000,504,43.2929,-40896.09375
19.9266,4541.77,4562.25,505,2525000,505,43.1552,-40873.40625
20.3763,4554.17,4545.67,506,2530000,506,43.075,-40992.62890625
20.2786,4531.2,4559.41,507,2535000,507,43.0112,-40839.36328125
20.6039,4580.01,4575.7,508,2540000,508,43.5234,-41816.109375
20.4349,4538.77,4558.08,509,2545000,509,43.4343,-41350.6328125
19.8509,4562.44,4581.07,510,2550000,510,43.7652,-41802.8125
20.1757,4574.65,4663.06,511,2555000,511,43.3072,-41527.96484375
20.119,4559.44,4584.28,512,2560000,512,43.6555,-41203.81640625
19.9121,4568.25,4596.39,513,2565000,513,43.0104,-41230.76953125
20.6744,4593.13,4596.45,514,2570000,514,43.8191,-42129.42578125
19.8687,4494.35,4475.63,515,2575000,515,43.6762,-40549.625
20.535,4552.44,4570.33,516,2580000,516,43.1464,-41730.14453125
19.3377,4568.17,4570.97,517,2585000,517,43.6023,-41881.97265625
20.5244,4484.92,4550.26,518,2590000,518,43.6001,-41889.4296875
20.6256,4584.16,4622.69,519,2595000,519,43.2515,-42088.5
20.4751,4471.35,4568.91,520,2600000,520,43.0594,-42454.765625
20.0136,4401.57,4610.85,521,2605000,521,43.1808,-44036.85546875
20.7657,4596.69,4622.9,522,2610000,522,43.1523,-43042.39453125
20.6508,4578.91,4639.05,523,2615000,523,43.0112,-42033.76953125
22.2468,4456.33,4654.97,524,2620000,524,42.9614,-41054.890625
20.6884,4579.84,4604.79,525,2625000,525,43.645,-42879.34765625
20.6703,4609.93,4649.46,526,2630000,526,43.2462,-43253.921875
20.3435,4606.24,4648.5,527,2635000,527,43.2602,-43924.09765625
23.0387,4572.64,4583.12,528,2640000,528,43.8429,-40874.703125
20.8356,4434.27,4610.55,529,2645000,529,42.7673,-43122.67578125
20.7736,4417.02,4610.5,530,2650000,530,43.3223,-43571.30859375
20.1041,4510.66,4547.34,531,2655000,531,42.9677,-43360.76171875
20.626,4511.13,4522.1,532,2660000,532,43.6801,-42416.6171875
20.0426,4517.32,4509.67,533,2665000,533,43.148,-41806.875
21.1693,4539.68,4563.18,534,2670000,534,43.4024,-43182.9765625
21.112,4423.12,4572.46,535,2675000,535,43.1304,-42499.49609375
20.9049,4510.37,4523.93,536,2680000,536,43.4631,-42010.9453125
24.2577,4431.24,4567.01,537,2685000,537,43.8199,-39925.55859375
20.0378,4374.15,4576.95,538,2690000,538,43.2607,-43154.640625
24.0114,4216.04,4633.98,539,2695000,539,43.4339,-42806.95703125
22.0075,4338.51,4617.72,540,2700000,540,43.2331,-41183.5859375
21.3072,4428.46,4603.18,541,2705000,541,43.1068,-43929.03515625
20.8361,4400.68,4543.91,542,2710000,542,43.3472,-43974.953125
19.6327,4488.94,4519.55,543,2715000,543,43.9024,-42985.328125
20.6375,4520.5,4522.47,544,2720000,544,43.3653,-43834.86328125
21.3955,4427.55,4586.22,545,2725000,545,43.6171,-44711.76953125
20.6705,4372.12,4536.73,546,2730000,546,43.0697,-44876.8046875
21.0599,4548.04,4589.73,547,2735000,547,43.1053,-44392.234375
21.0772,4330.68,4554.28,548,2740000,548,43.8373,-44417.4921875
21.3147,4272.11,4571.64,549,2745000,549,43.6153,-44326.0078125
19.615,4515.95,4511.79,550,2750000,550,43.3516,-43645.62890625
21.614,4503.2,4533.19,551,2755000,551,43.6326,-45563.15625
21.2697,4449.69,4560.41,552,2760000,552,43.2501,-44327.22265625
20.0129,4492.66,4537.2,553,2765000,553,43.2655,-45169.76953125
19.0164,4386.04,4580.04,554,2770000,554,43.1486,-44638.33984375
19.9285,4404.1,4464.75,555,2775000,555,43.0133,-44065.3984375
19.5241,4466.57,4486.95,556,2780000,556,42.6495,-44493.15234375
19.6837,4473.65,4490.71,557,2785000,557,42.7568,-43991.62109375
19.2759,4469.28,4468.71,558,2790000,558,42.8291,-44183.23046875
18.7458,4373.68,4400.43,559,2795000,559,42.9505,-43645.8359375
20.0511,4437.53,4474.61,560,2800000,560,43.2386,-44154.85546875
20.0879,4439.65,4507.96,561,2805000,561,43.2799,-43611.5546875
18.8114,4472.38,4418.22,562,2810000,562,43.0822,-43208.42578125
19.9869,4441.23,4563.15,563,2815000,563,42.7503,-43980.28515625
19.2096,4429.69,4410.75,564,2820000,564,42.7553,-44288.02734375
19.8816,4359.93,4478.33,565,2825000,565,43.091,-44011.703125
18.9333,4174.16,4565.81,566,2830000,566,43.0425,-43869.1796875
19.7381,4056.38,4545.81,567,2835000,567,42.8363,-43659.61328125
19.2525,4441.66,4445.84,568,2840000,568,43.1463,-44655.703125
19.176,4475.05,4459.52,569,2845000,569,43.5381,-45520.23828125
19.1923,4340.27,4577.8,570,2850000,570,43.4123,-44623.88671875
19.2167,4350.26,4499.06,571,2855000,571,43.0142,-45147.94140625
18.3483,4323.54,4511.38,572,2860000,572,43.0824,-45318.83984375
18.8574,4415.74,4447.42,573,2865000,573,43.3438,-45724.4296875
19.2918,4530.04,4558.99,574,2870000,574,43.0955,-46119.3828125
17.6306,3355.33,4032.27,575,2875000,575,43.2651,-44857.64453125
18.8344,4333.86,4616.62,576,2880000,576,42.8037,-46209.19140625
18.4365,4449.8,4486.48,577,2885000,577,42.9997,-45487.0703125
17.4613,3910.35,4515.01,578,2890000,578,42.9977,-45633.76953125
17.5631,3958.2,4487.34,579,2895000,579,43.142,-45578.46484375
17.7181,3989.91,4543.69,580,2900000,580,43.3452,-46177.34375
18.7606,3635.01,4534.16,581,2905000,581,43.6012,-46973.23828125
19.4627,3795.27,4559.34,582,2910000,582,42.9633,-46003.8359375
18.2542,4130.91,4527.73,583,2915000,583,43.4492,-45660.1640625
19.1524,4248.64,4604.56,584,2920000,584,42.9991,-45120.5
18.2596,3707.02,4545.14,585,2925000,585,43.1419,-46211.8828125
17.6656,4160.33,4576.46,586,2930000,586,43.4646,-45717.78125
17.6945,3482.38,4578.88,587,2935000,587,43.4118,-46474.90234375
17.8097,4194.42,4580.63,588,2940000,588,43.3889,-45789.8125
19.6409,4494.62,4529.43,589,2945000,589,43.0332,-47578.6796875
18.509,4377.51,4432.23,590,2950000,590,42.6781,-46551.08984375
19.1809,4378.54,4510.45,591,2955000,591,42.9352,-46653.34375
19.0539,4513.36,4494.72,592,2960000,592,43.2415,-46405.79296875
19.0487,4284.1,4428.39,593,2965000,593,43.1376,-46618.703125
19.3269,4451.7,4495.92,594,2970000,594,43.0166,-47565.5859375
19.1256,4465.71,4477.12,595,2975000,595,42.7135,-45587.6875
19.4843,4297.47,4527.32,596,2980000,596,43.1616,-46442.47265625
19.4069,4062.6,4481.17,597,2985000,597,43.2729,-45353.73046875
17.9418,4336.0,4434.45,598,2990000,598,42.8959,-45657.83984375
17.9192,4204.39,4508.69,599,2995000,599,43.1855,-46128.6953125
18.1809,4443.08,4436.18,600,3000000,600,42.8637,-46191.1328125
17.9812,4403.13,4526.04,601,3005000,601,42.6393,-46456.49609375
17.9785,4411.61,4480.61,602,3010000,602,42.9885,-46429.12890625
18.0066,4363.19,4434.22,603,3015000,603,42.8427,-45797.1015625
17.4266,4057.53,4532.52,604,3020000,604,43.1771,-45730.74609375
17.6099,4380.52,4548.94,605,3025000,605,43.0085,-46225.32421875
18.2072,4318.58,4584.66,606,3030000,606,43.2814,-45696.30078125
18.5215,4510.35,4679.52,607,3035000,607,42.7782,-47156.51171875
19.1479,4401.1,4609.76,608,3040000,608,43.0382,-46233.875
18.5665,4479.68,4621.39,609,3045000,609,42.792,-46737.85546875
18.5019,4348.38,4670.74,610,3050000,610,42.9871,-46819.46484375
20.1605,4358.95,4683.66,611,3055000,611,43.1473,-46381.375
18.1536,4554.61,4677.39,612,3060000,612,42.7572,-47159.18359375
21.2615,997.28,866.44,613,3065000,613,46.4496,-44824.19140625
21.5993,4523.28,4524.03,614,3070000,614,43.2712,-48352.2109375
19.4318,4485.76,4432.98,615,3075000,615,42.6536,-48691.58984375
20.2121,4390.15,4510.31,616,3080000,616,42.8766,-47961.7578125
19.9055,4606.16,4648.66,617,3085000,617,42.8224,-46834.84375
20.483,4575.8,4644.18,618,3090000,618,43.312,-48865.1640625
20.3675,4238.87,4593.71,619,3095000,619,43.3418,-49337.0625
19.7732,4559.18,4526.77,620,3100000,620,42.8985,-48439.5625
20.6625,4516.89,4447.89,621,3105000,621,42.6293,-48135.58984375
20.7803,4281.3,4409.53,622,3110000,622,43.3704,-49136.125
20.1855,4377.06,4346.51,623,3115000,623,43.2133,-47507.0859375
19.9807,4496.2,4509.96,624,3120000,624,42.7747,-48336.04296875
19.1781,4397.85,4398.72,625,3125000,625,43.0133,-48167.59765625
19.7844,4506.64,4500.22,626,3130000,626,43.5304,-47822.2265625
19.0005,4481.07,4517.64,627,3135000,627,43.8325,-48727.46875
19.7276,4517.24,4491.95,628,3140000,628,43.1949,-48197.078125
20.324,4533.51,4577.14,629,3145000,629,43.117,-47115.48828125
20.4002,4504.03,4503.39,630,3150000,630,43.2091,-46638.578125
19.541,4512.75,4495.57,631,3155000,631,42.8737,-46902.72265625
20.0151,4396.19,4560.62,632,3160000,632,42.9269,-47534.04296875
21.1443,4343.13,4577.5,633,3165000,633,42.8889,-48477.671875
19.8439,4511.14,4535.04,634,3170000,634,42.9838,-47759.8671875
20.2238,4472.22,4487.02,635,3175000,635,43.1388,-47819.55078125
21.0157,4471.34,4464.76,636,3180000,636,42.7543,-48297.7421875
19.4481,4427.64,4457.93,637,3185000,637,43.5055,-47782.18359375
19.9149,4469.2,4443.28,638,3190000,638,43.9973,-48762.0
20.5136,4477.01,4477.04,639,3195000,639,43.1962,-49421.51171875
20.4315,4518.16,4513.07,640,3200000,640,43.2395,-49028.125
20.6951,4457.93,4517.83,641,3205000,641,43.272,-49184.56640625
20.5349,4269.41,4499.94,642,3210000,642,43.312,-48461.55859375
19.9665,4460.99,4438.41,643,3215000,643,43.5841,-48583.56640625
19.8316,4494.67,4500.22,644,3220000,644,43.5944,-48775.0625
20.5744,4294.05,4596.47,645,3225000,645,42.8096,-48602.93359375
20.5453,4326.57,4556.57,646,3230000,646,42.6878,-49237.06640625
20.6345,4585.69,4575.75,647,3235000,647,43.2693,-49202.859375
20.1074,4539.8,4514.12,648,3240000,648,43.2264,-49005.875
20.4814,4569.1,4547.38,649,3245000,649,43.4478,-48120.984375
20.0767,4433.98,4539.44,650,3250000,650,42.9543,-48746.26953125
20.5116,4484.09,4497.13,651,3255000,651,42.7966,-48148.62890625
19.7113,4441.89,4460.91,652,3260000,652,43.3425,-48369.49609375
19.9559,4392.04,4509.29,653,3265000,653,43.187,-49440.34375
19.7025,4523.06,4518.97,654,3270000,654,43.1213,-49318.49609375
19.8921,4500.77,4503.39,655,3275000,655,43.2023,-50029.12109375
19.7731,4495.43,4479.88,656,3280000,656,43.1542,-48422.6640625
19.6121,4460.83,4484.85,657,3285000,657,43.0556,-50054.33984375
19.2854,4465.85,4463.19,658,3290000,658,43.7964,-49929.6171875
19.9385,4459.32,4423.77,659,3295000,659,43.3004,-49995.5859375
19.9998,4496.13,4483.82,660,3300000,660,43.4781,-49554.5078125
19.4357,4453.74,4444.63,661,3305000,661,43.7783,-49468.5625
18.5325,4381.16,4359.44,662,3310000,662,43.8017,-49160.02734375
18.2131,4413.68,4422.8,663,3315000,663,43.5288,-48753.80078125
19.5252,4548.04,4527.96,664,3320000,664,42.9466,-50503.65234375
19.5342,4351.6,4447.73,665,3325000,665,43.8592,-50424.9140625
19.5922,4515.32,4535.41,666,3330000,666,43.2294,-50302.3671875
19.1279,4494.15,4473.53,667,3335000,667,43.6378,-49623.328125
19.0044,4433.02,4420.16,668,3340000,668,43.3549,-49654.80859375
19.0263,4517.23,4492.03,669,3345000,669,43.1819,-49313.96484375
19.0243,4453.12,4449.16,670,3350000,670,43.5174,-49069.2421875
18.0793,4427.7,4420.11,671,3355000,671,42.8533,-49550.5859375
18.7144,4396.24,4441.79,672,3360000,672,43.072,-50225.5078125
18.6142,4474.24,4458.01,673,3365000,673,42.9672,-50096.8671875
18.3319,4399.95,4438.11,674,3370000,674,43.2169,-50293.28125
18.0655,4402.27,4404.14,675,3375000,675,42.7706,-50021.1171875
18.212,4413.64,4363.39,676,3380000,676,42.8529,-50960.0234375
18.289,4478.88,4473.49,677,3385000,677,43.0732,-50656.16796875
18.9921,4503.74,4446.86,678,3390000,678,43.0761,-51477.42578125
19.5989,4390.68,4545.95,679,3395000,679,43.0208,-46647.94921875
19.3675,4459.86,4404.79,680,3400000,680,42.6557,-50429.5
18.9048,4484.02,4491.04,681,3405000,681,43.2736,-50808.49609375
18.462,4492.8,4452.4,682,3410000,682,43.291,-50829.83203125
19.1243,4379.56,4452.48,683,3415000,683,43.4797,-51609.703125
18.9915,4313.32,4496.08,684,3420000,684,43.1928,-45853.140625
18.8613,4475.39,4536.74,685,3425000,685,43.4923,-45708.359375
18.4758,4039.77,4520.62,686,3430000,686,43.1758,-50497.19140625
19.3913,4508.51,4474.78,687,3435000,687,43.2436,-51606.7890625
19.3899,4265.73,4463.34,688,3440000,688,42.9487,-51244.56640625
18.9558,4403.06,4429.36,689,3445000,689,42.7723,-50913.79296875
19.5978,4464.43,4416.67,690,3450000,690,43.5359,-51848.484375
18.7617,4327.44,4472.42,691,3455000,691,42.9132,-51741.86328125
19.1363,4361.74,4504.67,692,3460000,692,43.0365,-52425.265625
18.5361,4398.89,4479.28,693,3465000,693,43.1592,-51788.7734375
18.3709,4507.23,4488.83,694,3470000,694,43.1275,-50634.80859375
18.1364,4500.96,4489.61,695,3475000,695,43.5394,-51096.5546875
18.9688,4424.99,4471.13,696,3480000,696,42.9031,-51994.7421875
18.0474,4505.29,4470.42,697,3485000,697,42.9265,-51546.40234375
17.9645,4502.49,4461.77,698,3490000,698,43.5023,-49326.55859375
18.1057,4516.4,4500.36,699,3495000,699,42.989,-51566.8984375
18.4567,4499.21,4510.21,700,3500000,700,43.2081,-52991.671875
17.9501,4506.85,4485.05,701,3505000,701,43.1068,-48871.125
17.9931,4444.11,4424.43,702,3510000,702,43.3965,-48657.0390625
18.6795,4593.32,4578.31,703,3515000,703,43.2402,-49951.90234375
18.2096,4408.08,4473.41,704,3520000,704,42.9666,-51914.9375
19.1109,4530.35,4496.61,705,3525000,705,43.4108,-52883.43359375
19.4078,4521.62,4477.36,706,3530000,706,43.1809,-51852.6640625
19.2559,4520.03,4513.67,707,3535000,707,43.074,-52604.453125
18.4627,4365.89,4543.72,708,3540000,708,43.356,-49301.3984375
19.6196,4331.86,4533.73,709,3545000,709,43.2725,-54001.72265625
19.617,4529.89,4506.42,710,3550000,710,43.5892,-52894.046875
19.9106,4436.84,4512.2,711,3555000,711,43.8086,-53866.7890625
19.536,4541.05,4479.69,712,3560000,712,43.779,-53215.59375
19.2568,4535.28,4497.84,713,3565000,713,43.7927,-53188.73828125
19.6444,4423.07,4495.94,714,3570000,714,43.465,-52873.80859375
19.7416,4578.55,4511.75,715,3575000,715,42.9387,-53522.203125
20.8713,4357.32,4585.87,716,3580000,716,43.499,-53484.1015625
19.5528,4538.28,4583.97,717,3585000,717,43.2056,-48751.015625
19.4684,4602.39,4560.69,718,3590000,718,43.0301,-53213.90625
19.3647,4596.91,4566.63,719,3595000,719,43.1957,-49455.296875
18.7076,4536.81,4553.91,720,3600000,720,43.2211,-50770.12890625
18.6,4060.84,4514.36,721,3605000,721,42.9754,-54186.07421875
19.0799,4503.29,4454.3,722,3610000,722,43.0163,-54115.1015625
19.431,4464.65,4597.18,723,3615000,723,43.1037,-52620.9453125
19.1787,4350.6,4477.21,724,3620000,724,43.2445,-52913.125
19.6239,4140.91,4580.57,725,3625000,725,43.3022,-51178.90625
19.7024,4219.28,4562.72,726,3630000,726,43.3415,-49778.4921875
19.8486,4176.29,4630.78,727,3635000,727,43.1758,-51221.2109375
19.6177,4446.26,4611.35,728,3640000,728,43.5142,-53302.07421875
20.0387,4037.94,4652.95,729,3645000,729,43.1072,-53718.44921875
19.8151,4625.2,4584.48,730,3650000,730,42.8927,-54083.14453125
20.3762,4571.46,4528.85,731,3655000,731,43.2548,-54245.94140625
20.2326,4624.04,4600.17,732,3660000,732,43.1536,-55038.46484375
19.6313,4577.32,4567.37,733,3665000,733,42.9219,-54322.1171875
19.8727,4562.15,4594.43,734,3670000,734,42.6508,-54695.9296875
20.0231,4352.59,4637.44,735,3675000,735,43.0451,-51616.125
18.98,4417.41,4648.73,736,3680000,736,42.9677,-53894.40234375
20.5603,3688.16,4710.05,737,3685000,737,43.5892,-40506.859375
19.8655,4623.63,4632.09,738,3690000,738,42.9639,-54357.73828125
19.7338,4638.03,4631.54,739,3695000,739,43.0892,-54517.48828125
19.7615,4626.34,4586.17,740,3700000,740,42.9267,-54596.046875
19.4576,4469.81,4565.48,741,3705000,741,42.9539,-53205.6171875
19.9955,4575.47,4517.18,742,3710000,742,43.0387,-54077.7890625
20.0496,4559.17,4523.08,743,3715000,743,42.9237,-53705.46484375
19.5886,4559.53,4503.78,744,3720000,744,43.151,-53079.76953125
20.0583,4478.6,4521.9,745,3725000,745,42.7762,-51478.28515625
19.1384,4535.15,4583.88,746,3730000,746,43.126,-54577.9921875
20.1231,4079.14,4506.72,747,3735000,747,43.0113,-54456.75390625
19.1152,4568.81,4518.09,748,3740000,748,42.6085,-53972.24609375
19.6581,4512.17,4563.42,749,3745000,749,43.0328,-54752.83984375
19.9204,4397.05,4506.42,750,3750000,750,42.9539,-55797.99609375
19.3527,4327.54,4464.98,751,3755000,751,42.8077,-52492.875
21.0099,4414.27,4561.72,752,3760000,752,43.4662,-39986.015625
19.2774,4532.81,4463.96,753,3765000,753,43.1168,-53703.9375
19.0054,4439.39,4433.49,754,3770000,754,43.0528,-49019.0625
18.7665,4101.3,4420.91,755,3775000,755,43.0876,-50123.9765625
19.4319,4355.3,4480.9,756,3780000,756,42.8692,-51443.07421875
20.0496,4519.27,4427.72,757,3785000,757,43.3085,-56805.2578125
19.7463,4259.73,4426.61,758,3790000,758,43.4792,-48422.01953125
19.9798,4505.57,4409.13,759,3795000,759,42.8773,-55435.390625
19.3763,4414.78,4401.67,760,3800000,760,43.444,-53414.85546875
19.0576,3915.24,4520.08,761,3805000,761,42.3525,-54667.64453125
19.4359,4322.38,4443.7,762,3810000,762,43.0919,-48492.0234375
19.7911,4412.1,4513.13,763,3815000,763,42.6605,-53992.8984375
19.5896,4371.41,4494.61,764,3820000,764,43.0651,-47413.6015625
20.1622,3954.65,4442.61,765,3825000,765,43.0296,-45993.24609375
19.9159,4202.52,4527.31,766,3830000,766,43.4807,-47492.84765625
20.5015,3943.93,4521.54,767,3835000,767,42.8422,-54097.1796875
20.7851,4496.64,4581.75,768,3840000,768,43.4272,-54909.6328125
20.0832,4388.46,4553.55,769,3845000,769,42.9826,-56859.73046875
21.0607,3494.12,4524.91,770,3850000,770,43.1292,-54476.48046875
19.647,3880.35,4594.09,771,3855000,771,43.3422,-55814.125
23.1566,3214.46,4569.94,772,3860000,772,43.6307,-53318.73828125
20.5828,3873.14,4604.91,773,3865000,773,43.1215,-54644.40234375
22.3647,3449.55,4388.25,774,3870000,774,43.3992,-55277.6015625
22.0083,3415.67,4612.04,775,3875000,775,43.6833,-54119.33203125
20.0219,4308.19,4579.83,776,3880000,776,43.5221,-54590.54296875
19.9354,4045.66,4529.06,777,3885000,777,43.0387,-56347.0859375
20.2289,4523.68,4609.08,778,3890000,778,43.1545,-56247.9921875
20.5433,4618.58,4603.25,779,3895000,779,43.1802,-56429.16015625
19.9147,4166.19,4629.11,780,3900000,780,43.1291,-55309.95703125
