Itration,Real Det Return,Running Forward KL,Real Sto Return,Running Update Time,Running Env Steps,Running Reverse KL,Reward Loss
391,12081.01,144.6873,11668.27,391,1955000,19.3645,-40948.5234375
392,11971.71,143.8495,11656.53,392,1960000,20.2858,-40964.12890625
393,11581.58,144.3959,11556.14,393,1965000,21.2791,-40310.92578125
394,11607.51,144.3738,10848.36,394,1970000,19.3877,-41308.74609375
395,12025.48,143.7869,11627.61,395,1975000,21.0001,-42238.49609375
396,11434.09,145.141,11196.21,396,1980000,19.773,-41785.6328125
397,11937.25,144.6522,11547.63,397,1985000,20.9376,-41723.875
398,12282.88,145.0021,11741.08,398,1990000,21.1663,-42782.7421875
399,11350.85,145.052,11339.89,399,1995000,19.7423,-44017.74609375
400,11933.02,143.7566,11519.37,400,2000000,19.9777,-44100.796875
401,12174.85,143.6908,11810.99,401,2005000,21.1722,-42042.171875
402,12073.83,145.4152,11330.47,402,2010000,21.7485,-41498.5625
403,12330.33,145.3937,11854.54,403,2015000,21.4793,-40857.46484375
404,12056.17,144.2692,11286.99,404,2020000,20.1204,-42111.0546875
405,11991.26,145.5592,11535.79,405,2025000,21.6676,-42532.2265625
406,11824.42,143.9386,11426.38,406,2030000,19.0925,-42585.23828125
407,11974.68,145.561,10911.71,407,2035000,20.807,-44837.953125
408,10566.43,145.7099,9379.23,408,2040000,19.2859,-43819.296875
409,11198.91,145.0057,10384.42,409,2045000,20.6659,-44144.125
410,12167.58,145.1191,11203.21,410,2050000,21.6663,-43893.3671875
411,12214.87,145.1732,11832.4,411,2055000,21.0655,-43959.1875
412,12010.96,144.8399,11577.35,412,2060000,21.1894,-45111.16015625
413,11945.87,144.8143,11613.41,413,2065000,21.3899,-46188.0703125
414,12101.56,145.061,11824.08,414,2070000,21.1574,-45053.4921875
415,11850.5,143.5085,11148.27,415,2075000,20.9994,-43274.85546875
416,11947.67,145.2156,10441.12,416,2080000,20.3543,-44446.8203125
417,11643.7,146.0531,10787.14,417,2085000,20.1674,-47047.96875
418,12062.8,145.9353,11701.82,418,2090000,21.4603,-43709.01171875
419,12169.74,145.4463,11672.26,419,2095000,20.5724,-45479.3515625
420,11975.3,143.5876,10975.41,420,2100000,20.0511,-45425.22265625
421,12370.17,144.6334,11859.81,421,2105000,22.0013,-44471.33203125
422,11889.63,144.7834,11061.54,422,2110000,21.1318,-45522.4609375
423,11278.09,144.4474,10217.55,423,2115000,21.1163,-45679.7734375
424,11616.69,144.9718,11027.89,424,2120000,20.9483,-45035.81640625
425,10966.02,144.8088,8878.75,425,2125000,18.5873,-45937.63671875
426,10541.91,143.7615,10321.23,426,2130000,21.3911,-46773.1875
427,10985.21,144.8646,11571.86,427,2135000,19.1707,-45032.94921875
428,11462.06,144.3488,9698.95,428,2140000,19.95,-47035.75390625
429,11531.46,144.7255,11562.53,429,2145000,20.2292,-44959.8515625
430,8460.33,144.9971,8293.1,430,2150000,19.845,-45616.96484375
431,11784.91,143.714,11059.55,431,2155000,18.4891,-46427.55078125
432,10801.86,144.2413,11411.23,432,2160000,19.884,-44009.6171875
433,12149.66,144.3462,10747.87,433,2165000,20.5919,-46913.9296875
434,11316.53,143.9771,10725.43,434,2170000,19.7864,-45595.58984375
435,12217.08,144.6264,11832.29,435,2175000,20.4532,-44777.87109375
436,12195.01,144.9054,11637.3,436,2180000,21.0012,-47203.21875
437,12127.91,144.4621,11121.6,437,2185000,20.5613,-48398.21484375
438,11811.14,143.9711,9309.05,438,2190000,18.8655,-46284.76171875
439,12312.55,144.5023,11883.92,439,2195000,21.4216,-46066.16015625
440,12071.04,144.6851,11732.8,440,2200000,21.0555,-45771.06640625
441,11157.88,144.9934,10964.61,441,2205000,21.0351,-47442.8125
442,12259.92,144.7412,11896.82,442,2210000,21.3067,-45602.71484375
443,12222.66,145.6818,11808.26,443,2215000,21.6823,-47791.453125
444,11638.02,145.1886,11068.22,444,2220000,20.878,-46974.3828125
445,10005.28,145.4777,8925.18,445,2225000,19.9813,-46703.33203125
446,12277.41,144.537,11863.37,446,2230000,21.803,-45289.6875
447,12214.94,145.0107,11761.54,447,2235000,21.9719,-47668.4375
448,11776.76,145.6052,11414.95,448,2240000,21.2927,-49417.828125
449,12210.26,145.119,11738.32,449,2245000,21.7818,-45295.17578125
450,11837.97,144.1441,11517.42,450,2250000,21.3809,-47239.22265625
451,11971.05,143.6856,11623.18,451,2255000,20.7217,-45279.43359375
452,11821.65,143.8241,11550.87,452,2260000,20.957,-46167.046875
453,12394.26,144.0542,12028.76,453,2265000,22.5189,-45984.625
454,12300.68,144.0672,11686.09,454,2270000,21.6115,-45472.44140625
455,11990.39,144.3129,11669.78,455,2275000,21.7929,-47794.9609375
456,12063.13,144.3016,11726.25,456,2280000,21.2369,-46549.52734375
457,11745.2,144.0933,11332.94,457,2285000,21.9224,-45435.6640625
458,12106.58,144.6832,11755.01,458,2290000,21.3811,-46701.05859375
459,11926.82,143.6892,11528.06,459,2295000,20.9945,-45964.87890625
460,11975.78,144.6292,11580.99,460,2300000,21.6238,-44891.734375
461,11830.12,143.4329,11393.65,461,2305000,19.383,-44589.69921875
462,12310.23,144.0832,11826.18,462,2310000,21.1572,-45098.578125
463,11967.32,145.3397,11691.62,463,2315000,21.9165,-48242.46484375
464,12093.53,144.5112,11680.56,464,2320000,20.4616,-47426.546875
465,11846.8,144.9335,11523.93,465,2325000,21.0084,-46456.8359375
466,12054.03,144.5232,11696.23,466,2330000,21.5888,-47686.765625
467,11976.61,144.9559,11683.48,467,2335000,21.3017,-47243.421875
468,12257.44,144.6239,11919.16,468,2340000,21.8122,-47059.23046875
469,12430.11,144.7208,12075.59,469,2345000,22.3635,-47281.51171875
470,11840.69,143.4851,11533.25,470,2350000,21.2575,-45437.28125
471,11550.21,143.78,11207.44,471,2355000,20.4816,-46679.0
472,11329.25,144.6067,10104.71,472,2360000,21.162,-46820.51171875
473,12216.6,144.2504,11793.78,473,2365000,20.4467,-48110.03515625
474,12024.51,143.7461,11636.5,474,2370000,20.4512,-49192.6484375
475,12023.59,143.973,11623.21,475,2375000,20.3513,-47076.8671875
476,12127.33,144.3405,11544.52,476,2380000,21.0077,-48740.203125
477,11515.42,144.3494,11229.67,477,2385000,23.0231,-49658.10546875
478,12034.12,144.5477,11915.4,478,2390000,22.3113,-49040.09765625
479,12466.64,144.171,12041.68,479,2395000,21.8589,-48451.12109375
480,12538.98,143.9482,12097.32,480,2400000,22.2813,-46661.0625
481,12490.89,144.487,12032.48,481,2405000,21.8356,-45757.59375
482,12335.77,144.0418,11947.95,482,2410000,22.1503,-45626.13671875
483,12302.05,144.1176,11822.78,483,2415000,22.1704,-46321.828125
484,12225.37,143.676,11761.16,484,2420000,21.8794,-44820.3125
485,11987.0,144.6215,11636.74,485,2425000,21.7658,-46985.5703125
486,11858.41,143.8266,10658.27,486,2430000,21.5202,-45549.4140625
487,12189.1,144.2978,11540.4,487,2435000,20.5742,-46135.80859375
488,8908.16,145.2545,6305.25,488,2440000,16.2424,-45154.8046875
489,12095.78,144.6856,11346.33,489,2445000,20.3438,-46765.24609375
490,12215.17,144.0876,11940.52,490,2450000,21.046,-47938.546875
491,10950.48,144.9437,7506.32,491,2455000,19.4332,-44810.00390625
492,12283.44,143.9839,11817.35,492,2460000,20.6536,-49235.91015625
493,12155.55,143.8559,11755.22,493,2465000,20.5317,-47936.30859375
494,9579.58,144.6077,8900.54,494,2470000,18.5008,-48776.234375
495,10392.91,145.7301,10552.09,495,2475000,21.1524,-52026.8125
496,12011.9,143.8479,11588.76,496,2480000,20.3606,-48674.8515625
497,12441.75,143.7727,11794.68,497,2485000,21.8431,-48269.17578125
498,11886.01,144.5291,11770.68,498,2490000,20.8296,-47366.46484375
499,11669.2,145.5801,11313.47,499,2495000,21.0574,-50668.68359375
500,11673.85,144.5764,9568.63,500,2500000,20.6979,-47178.56640625
501,10828.8,144.4076,8759.96,501,2505000,20.6463,-45405.55078125
502,10989.51,144.3972,10606.8,502,2510000,19.7526,-47705.71875
503,12281.9,144.516,11930.01,503,2515000,22.2124,-49456.359375
504,12081.72,144.0428,11336.07,504,2520000,19.8318,-48272.9140625
505,12453.11,144.2056,11876.92,505,2525000,21.0812,-46426.88671875
506,12440.62,144.6966,11081.51,506,2530000,20.515,-49831.1328125
507,11788.25,142.7088,11128.11,507,2535000,20.7458,-46142.15234375
508,12071.15,144.2971,11328.52,508,2540000,18.8987,-48798.234375
509,10503.9,142.3439,10157.2,509,2545000,17.8497,-44881.6015625
510,12270.8,143.6907,11473.7,510,2550000,21.6652,-49558.0703125
511,12372.57,143.2573,11928.11,511,2555000,20.3638,-49037.0234375
512,11816.58,143.5406,11683.36,512,2560000,20.0697,-48789.05859375
513,12378.93,143.8928,11283.63,513,2565000,20.5291,-48267.50390625
514,12312.0,143.4398,11726.75,514,2570000,20.3107,-47621.0703125
515,12493.11,144.1924,12015.44,515,2575000,21.8908,-49334.42578125
516,12179.48,144.1007,11375.13,516,2580000,20.2739,-48582.18359375
517,12226.39,144.1318,11512.23,517,2585000,20.3866,-49562.68359375
518,12003.06,143.804,10737.02,518,2590000,18.5746,-47844.80078125
519,11687.2,144.1406,11183.1,519,2595000,20.596,-48638.9296875
520,12237.87,142.9339,11683.47,520,2600000,20.1601,-48825.109375
521,11697.82,143.0489,11161.67,521,2605000,19.3462,-47958.82421875
522,9406.5,142.8591,5672.44,522,2610000,17.0334,-47285.3125
523,10277.55,143.6335,9505.55,523,2615000,17.4858,-50448.32421875
524,12043.12,143.2545,11533.2,524,2620000,21.3042,-50848.42578125
525,12385.25,143.3812,11924.29,525,2625000,20.8996,-49541.98828125
526,12346.68,143.5195,11967.51,526,2630000,20.6531,-48533.3359375
527,12029.05,144.0624,11624.39,527,2635000,20.8401,-49670.515625
528,12268.64,142.9449,11561.01,528,2640000,20.5171,-46959.22265625
529,12260.76,143.8676,11758.13,529,2645000,21.4354,-49204.98828125
530,10521.39,142.99,10011.66,530,2650000,19.3666,-49309.65234375
531,11776.27,143.1307,11155.9,531,2655000,19.0968,-46739.28515625
532,12288.19,142.9855,11285.14,532,2660000,19.4345,-49213.6015625
533,12249.36,143.1008,11707.96,533,2665000,19.2976,-48251.90625
534,11599.0,143.3097,11313.98,534,2670000,19.9111,-48883.90625
535,12146.33,141.8928,11705.78,535,2675000,19.6363,-48619.1875
536,12158.59,143.3781,11654.29,536,2680000,19.3547,-50847.48046875
537,11731.58,143.8374,11314.63,537,2685000,19.6268,-49735.2109375
538,12197.88,142.9316,11812.44,538,2690000,20.2478,-50142.89453125
539,12286.55,143.6153,11787.05,539,2695000,20.3596,-50448.33984375
540,11954.5,143.3801,11293.51,540,2700000,19.3771,-49744.8125
541,12208.2,143.1407,11883.34,541,2705000,20.3261,-51553.48046875
542,11545.7,143.497,11635.41,542,2710000,19.8185,-49654.015625
543,12376.75,142.2653,11926.3,543,2715000,20.6025,-48824.5546875
544,11467.93,143.9204,11147.0,544,2720000,19.9294,-50271.18359375
545,12184.36,143.0411,11692.27,545,2725000,20.0115,-50554.61328125
546,12235.1,143.4135,11886.53,546,2730000,20.2603,-49489.66015625
547,10527.67,143.9321,9788.46,547,2735000,18.5794,-48942.796875
548,11947.09,142.445,11600.36,548,2740000,20.5831,-49895.67578125
549,11941.5,143.2849,11590.56,549,2745000,21.3159,-51824.3671875
550,12384.75,143.7355,11925.61,550,2750000,21.9124,-50062.1015625
551,12296.05,144.0714,11848.56,551,2755000,21.26,-50567.09765625
552,12277.84,143.3983,11982.43,552,2760000,21.2988,-51114.75390625
553,12432.33,144.347,11996.52,553,2765000,21.374,-50827.84765625
554,12428.45,144.3923,11840.81,554,2770000,20.8707,-50031.8203125
555,11318.11,144.0519,10590.99,555,2775000,21.4841,-51083.3984375
556,12353.79,144.5334,11977.81,556,2780000,21.3084,-50390.1328125
557,12114.24,143.6256,11577.52,557,2785000,20.3314,-50883.17578125
558,12004.97,143.7145,11660.62,558,2790000,20.6186,-50421.40234375
559,11286.86,144.7767,11130.05,559,2795000,19.6074,-54366.23828125
560,11609.92,144.1556,10594.2,560,2800000,20.6966,-52728.8359375
561,11801.23,143.9916,11371.25,561,2805000,20.8735,-52704.03515625
562,11908.58,143.3185,11518.56,562,2810000,20.4492,-51032.1640625
563,11871.08,144.0027,11478.66,563,2815000,20.9485,-50331.4765625
564,11771.5,143.6462,10781.19,564,2820000,20.5791,-53684.31640625
565,12281.66,143.8511,11283.86,565,2825000,20.3198,-51733.71875
566,11954.66,143.3838,10820.36,566,2830000,19.3093,-50942.69140625
567,12302.84,143.8439,11913.76,567,2835000,21.1337,-51724.35546875
568,12439.38,143.1505,11979.1,568,2840000,22.1085,-53057.4609375
569,12504.49,143.471,12059.35,569,2845000,19.9497,-50733.01953125
570,12075.56,143.0961,11601.54,570,2850000,20.7587,-50510.36328125
571,12226.17,143.5446,11785.47,571,2855000,18.9165,-50277.69921875
572,12286.81,143.8333,11852.66,572,2860000,19.1819,-49071.46875
573,12051.41,143.1019,11648.0,573,2865000,21.4953,-50170.95703125
574,12230.8,142.7246,11853.48,574,2870000,20.7933,-51370.59765625
575,12106.14,144.4824,11191.0,575,2875000,20.7793,-52600.9765625
576,12025.13,143.7081,11626.16,576,2880000,22.2065,-52129.29296875
577,11779.0,143.4664,11015.02,577,2885000,20.0593,-51246.96875
578,11670.82,143.934,11266.48,578,2890000,19.6396,-52547.46484375
579,11819.97,142.5349,11486.13,579,2895000,19.6063,-52157.30859375
580,12152.18,144.0288,11708.24,580,2900000,21.6005,-49600.265625
581,12182.75,144.0607,11693.7,581,2905000,21.4942,-50798.44140625
582,12338.03,143.9215,11800.37,582,2910000,21.6171,-51909.3359375
583,12162.84,144.1972,11813.64,583,2915000,21.4661,-50864.2578125
584,11635.83,143.0549,10833.1,584,2920000,19.8595,-49804.34375
585,11690.64,144.1003,11142.41,585,2925000,20.9881,-51775.76171875
586,11236.36,143.8747,11123.7,586,2930000,20.8646,-50139.30859375
587,11869.85,142.851,11232.02,587,2935000,19.576,-50020.5703125
588,11707.4,142.4705,11276.72,588,2940000,20.7849,-51982.42578125
589,11758.89,143.4493,11213.59,589,2945000,21.8854,-52139.0703125
590,11353.43,143.7273,10226.05,590,2950000,20.9867,-51774.9765625
591,11938.69,143.8147,11321.01,591,2955000,21.5385,-51694.90625
592,12057.61,143.1043,11509.59,592,2960000,21.4566,-50615.98046875
593,12123.95,143.8071,10678.82,593,2965000,21.8921,-53124.66796875
594,11657.6,143.2631,10580.81,594,2970000,21.0499,-51196.7109375
595,11868.44,144.5264,10512.31,595,2975000,21.8106,-52244.22265625
596,11950.8,143.6553,11125.2,596,2980000,20.9719,-52589.2734375
597,12251.08,143.0877,11610.62,597,2985000,19.1595,-51082.1796875
598,11885.99,143.1531,11517.5,598,2990000,21.2561,-54105.796875
599,11838.2,144.0315,10667.86,599,2995000,19.5547,-50441.14453125
