Running Reverse KL,Reward Loss,Running Update Time,Running Forward KL,Real Det Return,Itration,Running Env Steps,Real Sto Return
30.2475,-19172.1484375,408,73.5602,810.98,408,2040000,288.38
30.5354,-19174.4921875,409,73.5439,914.3,409,2045000,329.68
30.4714,-19324.01953125,410,73.5398,861.59,410,2050000,294.24
30.7209,-19274.064453125,411,73.2944,898.04,411,2055000,316.84
30.6907,-19339.912109375,412,73.8316,946.32,412,2060000,280.19
30.6332,-19230.58984375,413,73.1053,1004.06,413,2065000,301.29
30.7623,-19325.66796875,414,74.19,1006.86,414,2070000,313.7
30.4837,-19251.40234375,415,73.6701,1007.02,415,2075000,295.09
31.0841,-19278.666015625,416,73.458,898.31,416,2080000,357.01
30.6945,-19289.41015625,417,74.1603,997.86,417,2085000,258.36
30.8417,-19305.640625,418,73.5838,1002.82,418,2090000,317.55
30.7808,-19370.90625,419,74.62,850.66,419,2095000,281.15
30.56,-19258.671875,420,73.2282,955.75,420,2100000,291.37
30.3425,-19349.7734375,421,73.222,900.0,421,2105000,281.19
30.2417,-19324.23828125,422,73.7983,987.72,422,2110000,318.97
30.404,-19197.265625,423,72.9241,951.74,423,2115000,294.67
30.3551,-19303.046875,424,73.2046,948.44,424,2120000,313.56
30.6568,-19291.5,425,72.3781,986.48,425,2125000,317.21
30.9161,-19407.828125,426,74.4623,944.37,426,2130000,318.11
30.9874,-19326.29296875,427,73.941,1004.81,427,2135000,320.19
30.6317,-19290.85546875,428,74.0853,898.35,428,2140000,313.37
30.7906,-19329.12109375,429,74.6614,900.86,429,2145000,274.58
30.3808,-19270.6953125,430,72.8703,837.1,430,2150000,304.37
30.6472,-19376.373046875,431,74.3858,950.74,431,2155000,301.53
31.5022,-19350.890625,432,73.7043,894.75,432,2160000,313.53
30.4949,-19320.92578125,433,73.9524,1003.26,433,2165000,325.65
30.3455,-19288.62890625,434,72.5169,800.37,434,2170000,293.99
30.8316,-19408.759765625,435,74.3545,952.34,435,2175000,282.97
30.1964,-19344.0546875,436,73.3642,894.06,436,2180000,274.11
30.5935,-19405.89453125,437,72.441,945.86,437,2185000,287.65
30.7655,-19455.4453125,438,73.9351,998.15,438,2190000,300.79
30.717,-19381.375,439,73.8621,947.61,439,2195000,299.8
31.04,-19377.880859375,440,74.4985,945.23,440,2200000,299.09
30.6815,-19396.96484375,441,74.8447,946.47,441,2205000,322.81
29.8686,-19338.326171875,442,73.4652,1002.35,442,2210000,268.58
30.7678,-19417.880859375,443,73.397,806.77,443,2215000,329.36
31.0811,-19478.310546875,444,75.4456,998.15,444,2220000,297.27
30.4149,-19333.908203125,445,73.8888,854.01,445,2225000,290.26
30.8198,-19452.365234375,446,74.2634,843.54,446,2230000,272.14
30.2888,-19422.939453125,447,74.0698,832.55,447,2235000,266.6
30.8871,-19445.296875,448,73.8145,856.81,448,2240000,289.47
30.8616,-19472.220703125,449,73.956,947.26,449,2245000,299.09
30.4193,-19432.068359375,450,74.8758,895.01,450,2250000,296.22
30.8269,-19466.4375,451,73.8946,952.07,451,2255000,312.92
30.7736,-19420.09765625,452,73.3352,897.99,452,2260000,318.41
30.9305,-19470.181640625,453,74.2777,754.64,453,2265000,310.78
30.6482,-19401.435546875,454,73.756,900.09,454,2270000,312.11
30.5182,-19396.572265625,455,72.3729,842.96,455,2275000,300.77
30.5307,-19438.197265625,456,73.3961,847.45,456,2280000,303.06
30.0776,-19368.923828125,457,73.428,941.09,457,2285000,283.54
30.7457,-19484.62109375,458,73.5475,802.76,458,2290000,289.43
30.5724,-19385.154296875,459,73.9809,802.27,459,2295000,220.68
30.5064,-19472.146484375,460,74.0872,898.85,460,2300000,303.77
30.4882,-19480.98046875,461,74.3235,930.05,461,2305000,286.49
30.5894,-19493.7109375,462,73.9572,886.83,462,2310000,254.03
30.3001,-19405.533203125,463,73.7085,919.55,463,2315000,278.82
30.4814,-19456.2578125,464,73.9907,891.6,464,2320000,279.18
30.9831,-19483.322265625,465,73.7162,830.24,465,2325000,251.69
30.59,-19510.048828125,466,74.6002,844.12,466,2330000,256.61
30.6202,-19427.798828125,467,73.4427,952.67,467,2335000,290.42
30.4028,-19519.470703125,468,74.7617,950.78,468,2340000,260.06
30.3606,-19445.21484375,469,74.742,834.96,469,2345000,273.32
30.7141,-19475.23046875,470,73.6142,852.44,470,2350000,293.71
30.7316,-19458.685546875,471,74.8405,997.29,471,2355000,270.21
30.6248,-19423.322265625,472,73.7976,926.9,472,2360000,233.52
30.5139,-19510.23046875,473,73.8552,898.59,473,2365000,309.3
30.658,-19422.322265625,474,74.0785,846.58,474,2370000,266.0
30.4995,-19523.189453125,475,74.5412,938.3,475,2375000,304.23
30.2935,-19494.224609375,476,74.4091,898.8,476,2380000,225.61
30.8779,-19394.095703125,477,73.3863,938.21,477,2385000,314.78
31.0055,-19483.443359375,478,74.2897,999.93,478,2390000,268.29
30.7019,-19487.373046875,479,75.0249,843.61,479,2395000,273.95
30.3132,-19456.298828125,480,74.1136,957.35,480,2400000,318.9
30.6005,-19433.66015625,481,73.0954,839.31,481,2405000,281.82
30.5169,-19460.97265625,482,73.616,1001.03,482,2410000,334.44
30.8899,-19467.369140625,483,74.1843,993.58,483,2415000,308.59
30.5629,-19448.947265625,484,73.7273,850.25,484,2420000,279.99
30.417,-19405.72265625,485,73.134,1000.5,485,2425000,292.2
30.2976,-19430.236328125,486,73.7881,879.58,486,2430000,306.77
30.7471,-19474.177734375,487,73.7698,935.23,487,2435000,300.69
30.9269,-19507.53515625,488,74.4086,890.25,488,2440000,248.51
31.2672,-19538.626953125,489,75.1658,817.91,489,2445000,240.53
30.8391,-19491.6796875,490,75.3309,848.37,490,2450000,255.21
30.444,-19491.75,491,73.7236,848.81,491,2455000,250.37
30.7249,-19436.939453125,492,74.5771,789.92,492,2460000,246.13
30.3055,-19424.61328125,493,73.4301,896.63,493,2465000,300.11
30.3354,-19423.908203125,494,72.8636,938.81,494,2470000,248.6
31.0067,-19486.6953125,495,73.6687,746.85,495,2475000,267.69
31.1342,-19450.38671875,496,75.312,838.22,496,2480000,285.53
30.7349,-19438.416015625,497,73.0907,838.66,497,2485000,287.49
30.3925,-19469.275390625,498,73.8328,751.44,498,2490000,269.31
30.3165,-19502.06640625,499,74.1028,900.74,499,2495000,245.54
30.3273,-19469.451171875,500,73.7041,691.12,500,2500000,247.45
30.7592,-19486.697265625,501,73.8514,806.13,501,2505000,295.93
30.4622,-19427.43359375,502,75.0958,892.23,502,2510000,281.05
30.5911,-19463.265625,503,73.6454,698.08,503,2515000,283.85
31.037,-19521.08984375,504,74.6437,733.59,504,2520000,233.62
30.3114,-19433.814453125,505,73.476,746.66,505,2525000,270.0
30.9106,-19444.865234375,506,74.6218,748.55,506,2530000,261.79
30.778,-19408.53125,507,72.1228,695.01,507,2535000,251.75
30.5472,-19505.91015625,508,74.6405,779.28,508,2540000,226.4
30.6467,-19407.236328125,509,74.0448,691.49,509,2545000,269.01
30.4133,-19458.060546875,510,74.5521,777.36,510,2550000,260.61
30.713,-19470.953125,511,74.1382,648.34,511,2555000,282.56
31.1152,-19501.208984375,512,74.422,793.39,512,2560000,252.94
30.7937,-19509.673828125,513,74.2721,838.08,513,2565000,251.56
30.7957,-19517.349609375,514,74.4295,880.05,514,2570000,344.72
31.0566,-19502.421875,515,74.4686,788.71,515,2575000,268.1
30.9713,-19528.0,516,74.8761,891.95,516,2580000,315.19
31.3707,-19517.02734375,517,73.6213,848.03,517,2585000,265.85
30.6457,-19510.720703125,518,74.2705,941.74,518,2590000,303.0
30.6347,-19545.42578125,519,74.8202,876.03,519,2595000,274.3
30.8944,-19517.474609375,520,74.4182,799.12,520,2600000,331.31
30.6738,-19551.017578125,521,73.6969,730.32,521,2605000,266.03
30.778,-19507.865234375,522,74.6112,783.58,522,2610000,284.59
30.6042,-19555.970703125,523,75.1345,892.38,523,2615000,228.44
30.9418,-19559.55078125,524,74.6725,923.44,524,2620000,245.65
30.6158,-19496.634765625,525,74.2184,743.66,525,2625000,298.58
30.728,-19559.873046875,526,75.0794,781.84,526,2630000,325.63
30.6954,-19513.8046875,527,75.3882,829.65,527,2635000,304.01
30.3733,-19431.5546875,528,72.5924,838.17,528,2640000,300.63
30.2875,-19456.548828125,529,73.907,783.61,529,2645000,303.41
30.5593,-19524.390625,530,75.4335,850.34,530,2650000,215.27
31.1168,-19580.392578125,531,74.3525,861.33,531,2655000,293.28
31.0396,-19552.818359375,532,74.654,832.07,532,2660000,291.17
31.0481,-19498.6953125,533,73.3225,843.25,533,2665000,311.26
30.7131,-19570.33203125,534,74.5818,688.32,534,2670000,300.39
30.7529,-19555.169921875,535,74.0948,684.16,535,2675000,271.92
30.8347,-19547.458984375,536,75.1904,921.91,536,2680000,321.37
30.8229,-19512.71875,537,74.6819,832.39,537,2685000,288.67
30.1783,-19479.763671875,538,73.2829,740.93,538,2690000,271.61
31.1836,-19553.951171875,539,74.0626,915.89,539,2695000,294.68
30.8095,-19552.787109375,540,75.1846,944.75,540,2700000,278.63
30.9995,-19549.203125,541,73.7538,888.03,541,2705000,325.22
31.0491,-19588.294921875,542,74.965,700.77,542,2710000,345.24
31.0296,-19596.86328125,543,74.3969,966.96,543,2715000,296.24
30.7375,-19454.0859375,544,73.6482,920.77,544,2720000,264.7
30.9887,-19559.619140625,545,73.8478,872.8,545,2725000,271.27
31.0456,-19507.16015625,546,73.9365,628.01,546,2730000,289.63
31.1131,-19585.951171875,547,74.3125,916.49,547,2735000,258.44
30.9807,-19568.16796875,548,74.4286,894.17,548,2740000,281.37
30.845,-19562.6875,549,74.5462,846.98,549,2745000,276.31
31.6717,-19619.42578125,550,74.9637,691.01,550,2750000,225.16
31.0607,-19477.359375,551,73.7798,632.39,551,2755000,216.73
31.2353,-19544.6015625,552,74.2658,836.05,552,2760000,308.76
31.1326,-19551.896484375,553,74.455,843.05,553,2765000,307.78
30.3841,-19511.0390625,554,74.3911,930.27,554,2770000,219.83
30.9087,-19518.953125,555,73.3511,850.97,555,2775000,334.57
30.7547,-19579.333984375,556,74.0541,700.39,556,2780000,259.72
30.9004,-19586.716796875,557,74.1216,847.11,557,2785000,293.16
30.6826,-19572.916015625,558,73.6923,768.27,558,2790000,327.75
30.5576,-19509.640625,559,73.6343,642.33,559,2795000,312.57
31.0059,-19585.173828125,560,73.7692,745.22,560,2800000,258.81
30.925,-19630.26171875,561,74.9409,892.33,561,2805000,213.15
30.6861,-19569.681640625,562,74.1566,809.95,562,2810000,250.11
30.5191,-19500.484375,563,72.948,818.49,563,2815000,303.68
30.7419,-19575.29296875,564,74.8392,840.13,564,2820000,255.14
30.4565,-19573.181640625,565,74.3949,842.98,565,2825000,317.18
30.8114,-19566.013671875,566,73.9313,843.42,566,2830000,253.42
30.6876,-19578.3125,567,74.6706,840.51,567,2835000,243.07
30.4863,-19566.87109375,568,74.8037,874.32,568,2840000,266.51
30.4307,-19562.669921875,569,74.1862,801.72,569,2845000,270.33
30.4105,-19574.23828125,570,74.5041,853.43,570,2850000,253.9
30.6659,-19543.880859375,571,75.3827,895.04,571,2855000,291.43
30.0621,-19506.6953125,572,73.2431,791.35,572,2860000,258.56
30.8797,-19591.220703125,573,74.4422,945.17,573,2865000,250.39
30.9351,-19590.703125,574,73.9557,704.79,574,2870000,291.48
30.7233,-19597.091796875,575,74.8633,756.38,575,2875000,322.74
30.6031,-19520.796875,576,74.7302,832.55,576,2880000,285.61
30.4633,-19558.36328125,577,74.3485,945.21,577,2885000,274.81
30.7563,-19635.509765625,578,74.2206,989.72,578,2890000,291.53
30.2933,-19475.765625,579,73.4144,898.31,579,2895000,314.43
30.2664,-19517.521484375,580,73.0912,847.9,580,2900000,295.13
30.631,-19592.677734375,581,73.8378,846.69,581,2905000,270.53
30.5196,-19587.765625,582,74.361,890.81,582,2910000,234.16
30.4745,-19493.501953125,583,73.4941,891.17,583,2915000,249.97
30.2528,-19533.85546875,584,73.4488,842.56,584,2920000,292.16
30.5522,-19577.048828125,585,74.166,986.59,585,2925000,233.45
30.6135,-19508.021484375,586,73.0425,888.8,586,2930000,268.53
30.4382,-19552.30078125,587,73.3605,981.67,587,2935000,291.0
30.1787,-19566.294921875,588,73.6857,886.53,588,2940000,230.76
30.7743,-19608.611328125,589,75.0684,940.94,589,2945000,244.54
30.6631,-19598.201171875,590,74.2468,932.37,590,2950000,293.19
30.4521,-19552.75,591,74.2965,978.28,591,2955000,294.6
30.9719,-19606.296875,592,74.5964,882.64,592,2960000,258.55
30.2434,-19546.37890625,593,73.83,929.59,593,2965000,241.55
30.5805,-19586.849609375,594,73.9614,939.34,594,2970000,310.55
30.8715,-19590.16015625,595,74.2964,834.84,595,2975000,228.3
30.2911,-19516.087890625,596,74.3631,670.73,596,2980000,279.93
30.5859,-19559.265625,597,73.3159,878.24,597,2985000,254.9
30.49,-19615.69921875,598,74.657,974.64,598,2990000,250.05
30.1394,-19539.458984375,599,73.9745,928.73,599,2995000,277.26
