Real Det Return,Running Update Time,Itration,Running Reverse KL,Running Env Steps,Reward Loss,Running Forward KL,Real Sto Return
72.81,409,409,484.7102,2045000,-19822.865234375,612.5846,72.72
72.35,410,410,471.6357,2050000,-19828.4296875,624.5619,72.47
72.82,411,411,450.8849,2055000,-19813.708984375,590.7817,72.78
72.83,412,412,432.8369,2060000,-19680.705078125,583.2317,73.1
72.7,413,413,431.6111,2065000,-19863.46484375,597.3055,72.24
72.56,414,414,583.2186,2070000,-19888.572265625,634.1408,72.72
72.88,415,415,462.927,2075000,-19736.138671875,590.1251,72.83
72.8,416,416,489.477,2080000,-19744.447265625,597.9313,72.87
71.64,417,417,419.5086,2085000,-19667.525390625,607.8482,71.68
72.54,418,418,413.6199,2090000,-19745.369140625,626.5733,72.52
71.35,419,419,399.9567,2095000,-19444.8125,581.444,71.7
72.13,420,420,405.849,2100000,-19648.279296875,582.3575,72.12
71.69,421,421,345.7096,2105000,-19441.69140625,569.6547,71.89
71.49,422,422,389.0638,2110000,-19698.21484375,614.9017,71.65
71.74,423,423,405.7736,2115000,-19697.060546875,571.9602,71.48
71.27,424,424,411.4699,2120000,-19703.59765625,600.9116,71.48
71.84,425,425,447.2561,2125000,-19595.796875,587.9567,71.87
71.63,426,426,366.1347,2130000,-19803.314453125,594.3129,71.7
72.07,427,427,380.7176,2135000,-19713.146484375,583.8629,72.82
72.41,428,428,435.4983,2140000,-19792.580078125,592.46,72.33
72.38,429,429,470.0104,2145000,-19804.912109375,613.7571,72.46
72.29,430,430,408.3814,2150000,-19780.169921875,585.2221,72.61
72.49,431,431,374.8718,2155000,-19829.490234375,589.1168,72.6
72.04,432,432,375.8155,2160000,-19810.119140625,603.5997,72.37
71.85,433,433,371.6755,2165000,-19728.5078125,579.8912,72.1
72.01,434,434,414.2103,2170000,-19854.61328125,599.5905,72.11
71.78,435,435,364.672,2175000,-19834.04296875,586.2716,72.1
72.17,436,436,359.1587,2180000,-19711.26171875,587.8072,72.12
71.83,437,437,422.5839,2185000,-19789.798828125,605.9794,72.34
72.22,438,438,407.812,2190000,-19759.044921875,597.4366,72.23
71.86,439,439,316.2538,2195000,-19790.388671875,561.5389,72.36
72.13,440,440,389.3763,2200000,-19788.626953125,586.7244,72.11
71.85,441,441,370.3236,2205000,-19819.869140625,579.5462,72.12
72.4,442,442,396.2513,2210000,-19796.810546875,577.4444,72.33
72.33,443,443,360.1918,2215000,-19850.05859375,577.7424,72.1
72.1,444,444,387.0296,2220000,-19908.69921875,592.9489,72.34
72.34,445,445,440.8799,2225000,-19814.80078125,592.2792,72.36
72.36,446,446,377.2406,2230000,-19679.580078125,602.1074,72.37
72.37,447,447,378.0411,2235000,-19708.33203125,600.301,72.63
72.35,448,448,456.6012,2240000,-19851.2578125,578.449,72.4
72.56,449,449,368.0003,2245000,-19727.8671875,599.6175,72.42
72.37,450,450,377.9847,2250000,-19781.666015625,586.118,72.44
72.45,451,451,380.7905,2255000,-19835.2109375,593.8233,72.52
71.94,452,452,437.0475,2260000,-19769.412109375,591.125,72.0
72.58,453,453,343.6762,2265000,-19606.283203125,582.6991,72.83
72.32,454,454,378.809,2270000,-19804.611328125,581.829,72.62
72.49,455,455,366.2308,2275000,-19761.6953125,585.5296,72.5
72.35,456,456,376.2438,2280000,-19760.181640625,594.8783,72.57
72.86,457,457,379.0634,2285000,-19722.609375,579.8613,72.63
73.26,458,458,534.4843,2290000,-19815.388671875,592.8488,73.39
73.03,459,459,425.2687,2295000,-19727.421875,623.2962,73.49
72.52,460,460,409.8664,2300000,-19842.552734375,595.7973,73.27
72.57,461,461,387.6528,2305000,-19787.701171875,593.925,73.2
74.06,462,462,404.7333,2310000,-19863.283203125,614.467,73.53
72.14,463,463,382.2935,2315000,-19814.423828125,589.1004,72.16
72.09,464,464,373.8443,2320000,-19785.27734375,603.0315,72.09
72.28,465,465,370.0675,2325000,-19835.693359375,611.5968,72.1
72.36,466,466,362.7798,2330000,-19838.810546875,601.2587,72.14
72.09,467,467,364.735,2335000,-19798.431640625,597.4966,72.13
72.0,468,468,360.9585,2340000,-19775.400390625,589.1839,72.04
71.73,469,469,371.7476,2345000,-19842.9765625,594.4615,71.77
71.8,470,470,376.9743,2350000,-19817.982421875,582.9025,71.79
71.63,471,471,399.0929,2355000,-19752.662109375,587.1713,71.84
71.86,472,472,361.6416,2360000,-19716.43359375,584.1037,71.69
72.03,473,473,375.5646,2365000,-19706.78125,588.0001,71.65
71.52,474,474,778.1483,2370000,-19851.572265625,596.568,71.85
71.41,475,475,464.579,2375000,-19762.283203125,590.856,71.81
71.72,476,476,455.1137,2380000,-19831.4140625,587.3763,71.88
71.36,477,477,413.3187,2385000,-19713.28515625,572.4826,71.9
71.38,478,478,482.784,2390000,-19804.744140625,581.787,71.72
71.75,479,479,643.1637,2395000,-19724.46484375,583.9949,71.84
71.59,480,480,490.3005,2400000,-19812.34375,588.9306,71.43
70.96,481,481,436.2505,2405000,-19724.44921875,575.0323,70.9
71.7,482,482,489.844,2410000,-19763.470703125,577.3077,71.58
71.21,483,483,463.831,2415000,-19565.615234375,583.0301,71.47
71.46,484,484,463.2423,2420000,-19792.455078125,567.7574,71.74
71.4,485,485,419.8958,2425000,-19676.45703125,571.6581,71.22
71.0,486,486,433.3054,2430000,-19845.2421875,576.6289,71.01
72.21,487,487,419.19,2435000,-19838.318359375,593.271,72.0
71.89,488,488,440.4283,2440000,-19919.44140625,625.49,71.97
71.41,489,489,444.3156,2445000,-19960.490234375,625.031,71.39
71.45,490,490,521.8102,2450000,-19930.8359375,611.353,71.52
71.33,491,491,433.1218,2455000,-19931.984375,626.1882,71.5
71.22,492,492,472.3566,2460000,-19939.927734375,635.4127,71.25
73.75,493,493,538.9295,2465000,-19944.685546875,631.0524,73.54
74.85,494,494,469.3788,2470000,-19865.935546875,616.5567,73.96
74.49,495,495,501.5234,2475000,-19887.748046875,623.1142,74.29
74.36,496,496,432.5358,2480000,-19920.265625,610.6833,74.58
74.79,497,497,486.1584,2485000,-19918.74609375,623.4725,74.13
74.63,498,498,504.6578,2490000,-19948.89453125,631.5638,74.08
73.51,499,499,495.4316,2495000,-19948.185546875,626.1074,73.53
73.55,500,500,603.051,2500000,-19956.1953125,646.0073,73.56
72.77,501,501,562.3777,2505000,-19950.86328125,656.9726,73.09
73.2,502,502,522.9262,2510000,-19954.970703125,651.2894,73.24
70.78,503,503,643.9358,2515000,-19947.0703125,668.6695,70.72
71.26,504,504,526.0732,2520000,-19938.3046875,658.4786,71.14
71.56,505,505,545.9733,2525000,-19964.33984375,654.4269,72.36
70.78,506,506,517.5236,2530000,-19961.44140625,670.3832,70.84
74.33,507,507,549.9417,2535000,-19944.609375,667.3727,73.97
72.18,508,508,501.9505,2540000,-19954.71875,676.1031,72.1
71.89,509,509,503.2052,2545000,-19945.9453125,675.142,71.98
71.15,510,510,503.2873,2550000,-19906.974609375,650.2369,71.18
71.18,511,511,504.6585,2555000,-19951.509765625,665.2897,70.85
71.12,512,512,538.3347,2560000,-19953.466796875,669.812,71.15
70.8,513,513,555.3414,2565000,-19943.001953125,682.914,70.96
70.99,514,514,547.9385,2570000,-19947.376953125,674.3623,71.18
70.62,515,515,764.1074,2575000,-19945.849609375,663.9331,70.99
70.62,516,516,651.225,2580000,-19959.01953125,671.5806,70.76
70.81,517,517,1041.4903,2585000,-19954.7421875,676.1282,70.99
70.62,518,518,643.3172,2590000,-19937.083984375,671.0644,70.99
71.6,519,519,693.1888,2595000,-19965.5625,697.7219,71.63
71.35,520,520,612.3174,2600000,-19955.09375,685.4539,71.78
71.65,521,521,663.8687,2605000,-19962.939453125,695.1913,71.64
71.72,522,522,599.9458,2610000,-19948.685546875,692.1163,71.63
71.59,523,523,617.9376,2615000,-19963.962890625,693.5173,71.61
71.53,524,524,625.0471,2620000,-19903.439453125,677.713,71.57
71.57,525,525,663.9715,2625000,-19914.974609375,676.0021,71.69
73.37,526,526,572.6865,2630000,-19879.458984375,666.1475,72.99
72.85,527,527,596.8762,2635000,-19890.021484375,665.6133,73.0
72.97,528,528,578.1348,2640000,-19952.359375,678.4254,73.5
72.37,529,529,584.8662,2645000,-19956.55859375,680.7744,73.19
72.54,530,530,578.5547,2650000,-19939.5859375,675.3008,72.55
71.23,531,531,580.3514,2655000,-19944.740234375,688.4968,71.59
71.28,532,532,626.6002,2660000,-19965.216796875,691.9988,71.38
70.9,533,533,630.7664,2665000,-19977.580078125,692.4754,71.41
71.29,534,534,574.3923,2670000,-19972.03515625,680.5604,71.37
71.97,535,535,637.2842,2675000,-19974.4375,699.6713,72.0
71.54,536,536,638.8465,2680000,-19973.2578125,706.6938,71.39
71.72,537,537,638.7605,2685000,-19962.994140625,689.995,72.02
71.39,538,538,601.5942,2690000,-19959.45703125,697.2895,71.29
71.92,539,539,580.3031,2695000,-19953.4296875,680.4166,72.03
71.3,540,540,663.5576,2700000,-19972.90625,689.6841,71.14
71.97,541,541,537.2086,2705000,-19955.345703125,686.1309,71.75
73.38,542,542,582.2779,2710000,-19971.576171875,695.8584,73.64
72.74,543,543,569.8001,2715000,-19953.796875,685.26,73.53
73.27,544,544,525.3055,2720000,-19948.5078125,687.0775,73.54
73.48,545,545,546.2146,2725000,-19955.73046875,691.8876,74.64
71.96,546,546,569.8037,2730000,-19965.376953125,692.57,72.42
73.51,547,547,596.2568,2735000,-19973.75390625,694.0887,74.48
72.18,548,548,574.5268,2740000,-19976.26171875,710.7266,72.63
74.42,549,549,543.6802,2745000,-19984.98046875,718.7476,74.02
71.88,550,550,535.2228,2750000,-19978.02734375,711.067,72.17
73.71,551,551,601.5859,2755000,-19967.197265625,697.8721,73.54
71.12,552,552,532.7174,2760000,-19979.8046875,702.2413,71.61
73.2,553,553,571.9404,2765000,-19981.90234375,712.4706,73.24
71.11,554,554,544.0056,2770000,-19956.443359375,689.409,71.76
73.45,555,555,698.9772,2775000,-19982.662109375,726.4995,73.52
72.47,556,556,682.1455,2780000,-19980.14453125,730.3498,73.26
73.44,557,557,648.6124,2785000,-19972.4609375,706.2646,73.51
73.3,558,558,628.8453,2790000,-19985.830078125,725.2692,73.29
73.54,559,559,685.9891,2795000,-19983.71875,724.1847,73.66
72.5,560,560,512.4522,2800000,-19941.7109375,683.9854,72.29
73.66,561,561,485.1674,2805000,-19868.533203125,667.891,73.7
73.73,562,562,507.6811,2810000,-19812.498046875,674.3589,73.78
73.65,563,563,563.1882,2815000,-19926.109375,682.3029,73.7
73.16,564,564,1236.725,2820000,-19965.15625,704.2724,73.8
73.57,565,565,1023.6113,2825000,-19929.955078125,694.3963,73.58
73.07,566,566,1261.585,2830000,-19968.009765625,717.7456,73.1
72.36,567,567,820.9194,2835000,-19959.380859375,699.8194,73.13
73.09,568,568,960.0896,2840000,-19977.66015625,710.8421,72.91
71.97,569,569,620.1254,2845000,-19975.525390625,715.4665,72.01
71.7,570,570,1009.162,2850000,-19985.5234375,723.7226,71.79
71.55,571,571,684.6562,2855000,-19980.453125,694.6339,71.77
72.5,572,572,854.6908,2860000,-19981.662109375,721.9791,71.8
71.57,573,573,676.3146,2865000,-19985.142578125,720.2542,71.89
71.36,574,574,760.8643,2870000,-19977.01953125,716.8287,71.38
71.38,575,575,627.5507,2875000,-19958.5234375,679.6477,71.88
72.13,576,576,558.011,2880000,-19963.494140625,678.4278,72.56
71.64,577,577,507.7173,2885000,-19979.728515625,706.2691,71.97
72.3,578,578,536.3569,2890000,-19977.041015625,691.0131,71.84
72.17,579,579,622.3228,2895000,-19982.302734375,705.3963,72.37
71.8,580,580,622.3946,2900000,-19975.13671875,697.6939,72.11
73.09,581,581,661.8656,2905000,-19970.705078125,690.3619,72.62
72.2,582,582,621.3136,2910000,-19921.833984375,662.382,72.62
73.96,583,583,531.8254,2915000,-19926.548828125,671.7399,74.02
71.25,584,584,457.774,2920000,-19905.748046875,659.9227,71.35
72.54,585,585,611.2632,2925000,-19950.798828125,674.0229,72.73
71.36,586,586,527.0502,2930000,-19934.337890625,669.8406,71.84
72.49,587,587,529.984,2935000,-19955.30078125,674.6486,72.91
71.23,588,588,465.9595,2940000,-19870.42578125,655.4727,71.33
72.59,589,589,711.3306,2945000,-19949.923828125,671.5443,72.9
71.82,590,590,612.6206,2950000,-19947.146484375,669.4648,72.12
72.14,591,591,810.3586,2955000,-19942.974609375,666.0154,72.24
72.01,592,592,607.3,2960000,-19947.513671875,668.7779,72.16
71.97,593,593,499.5429,2965000,-19942.9296875,661.9566,72.45
71.26,594,594,484.314,2970000,-19917.201171875,661.9355,71.36
72.14,595,595,485.9245,2975000,-19937.458984375,659.5754,71.98
70.94,596,596,534.743,2980000,-19933.09765625,660.8315,71.11
72.32,597,597,545.7394,2985000,-19948.69140625,667.6526,72.68
71.72,598,598,611.7832,2990000,-19937.552734375,665.0248,71.65
72.16,599,599,570.8005,2995000,-19939.841796875,673.0543,72.29
