Running Reverse KL,Running Env Steps,Real Sto Return,Reward Loss,Real Det Return,Itration,Running Update Time,Running Forward KL
90.6057,1965000,5295.88,-61985.92578125,5770.94,393,393,91.2358
93.7557,1970000,5225.93,-62020.2890625,5869.14,394,394,92.1533
95.4773,1975000,5103.76,-62139.9765625,5056.96,395,395,93.7125
90.8788,1980000,5666.82,-61847.5859375,5477.48,396,396,92.4268
88.346,1985000,4435.66,-60997.17578125,5248.64,397,397,89.0555
86.6888,1990000,5184.69,-60664.28125,5601.77,398,398,83.582
86.1673,1995000,4545.21,-62000.3515625,5943.08,399,399,90.3447
83.7225,2000000,5185.84,-61856.97265625,5423.28,400,400,85.6825
88.1227,2005000,5609.0,-62146.0859375,5690.35,401,401,89.3638
94.2738,2010000,5210.11,-62961.56640625,5535.79,402,402,92.7394
92.2173,2015000,4958.07,-62868.2734375,5607.93,403,403,90.4835
90.6136,2020000,4905.74,-62856.49609375,5914.5,404,404,89.702
90.3523,2025000,5660.3,-63094.86328125,5831.15,405,405,91.3707
83.3979,2030000,5582.5,-60467.5625,5994.17,406,406,80.2049
90.1978,2035000,4475.51,-63364.9296875,5895.98,407,407,90.9854
85.6939,2040000,5361.85,-61185.4921875,5597.04,408,408,83.0087
86.0286,2045000,5322.94,-62001.44921875,5922.29,409,409,81.9238
88.8893,2050000,4962.33,-61780.38671875,5343.92,410,410,82.7654
94.7835,2055000,4814.38,-63673.1171875,5852.07,411,411,91.8274
93.7352,2060000,5408.45,-63612.26171875,5802.69,412,412,91.9387
93.7831,2065000,5085.3,-64324.64453125,5545.57,413,413,92.759
91.6952,2070000,5276.3,-64164.48828125,5616.18,414,414,88.8475
90.8412,2075000,5183.12,-63816.7734375,5323.08,415,415,90.3135
85.2926,2080000,5132.69,-60930.0390625,5852.0,416,416,78.6541
90.2744,2085000,5130.6,-64284.0625,5497.84,417,417,89.9993
93.0634,2090000,5300.07,-64582.1875,5819.49,418,418,89.9759
94.6606,2095000,5014.16,-64692.24609375,5800.36,419,419,91.7793
97.6196,2100000,5373.86,-64948.63671875,5823.76,420,420,93.5902
87.259,2105000,5569.58,-62860.0859375,5429.3,421,421,82.4458
93.3977,2110000,4901.8,-65627.0,5958.2,422,422,91.3576
79.4712,2115000,5275.54,-60509.65625,5354.43,423,423,78.32
82.0751,2120000,5262.23,-61242.125,5642.6,424,424,78.8972
91.5736,2125000,5338.62,-65544.75,5572.05,425,425,90.7832
92.0892,2130000,4894.3,-65160.12109375,5636.68,426,426,90.9673
93.8552,2135000,4533.71,-65306.83203125,5679.66,427,427,85.7864
93.5555,2140000,4558.86,-65530.32421875,5851.16,428,428,90.8718
93.1536,2145000,5606.64,-66210.1875,5592.09,429,429,91.834
97.2513,2150000,4902.64,-66118.09375,5201.01,430,430,91.4362
84.1805,2155000,5226.54,-62769.51171875,5863.27,431,431,79.5163
94.2831,2160000,5367.69,-66339.1171875,5728.25,432,432,89.3175
76.0708,2165000,4845.66,-60598.71484375,5538.06,433,433,76.7272
89.7359,2170000,5618.24,-66564.6015625,5943.27,434,434,88.5353
88.6418,2175000,5271.21,-66433.359375,5902.69,435,435,89.5645
84.8724,2180000,5212.73,-62614.15234375,5567.11,436,436,78.041
90.3901,2185000,5484.82,-66772.5546875,5887.44,437,437,90.9629
96.1886,2190000,5497.58,-67285.015625,5712.47,438,438,92.519
89.2689,2195000,5633.55,-66715.21875,5589.43,439,439,89.5888
79.3288,2200000,5253.19,-61831.72265625,5650.8,440,440,77.0558
94.5559,2205000,5403.62,-67050.3125,5353.86,441,441,91.4807
93.561,2210000,5045.92,-67061.015625,5623.18,442,442,90.0962
94.9022,2215000,5028.12,-67739.4375,5916.14,443,443,91.4583
93.5218,2220000,5224.83,-67405.203125,5542.2,444,444,92.549
96.0923,2225000,5355.28,-67958.5234375,5704.64,445,445,91.0528
92.5457,2230000,4860.32,-67621.5703125,5820.52,446,446,89.9974
94.3214,2235000,4757.58,-67201.0625,5776.32,447,447,89.2828
92.5077,2240000,5311.4,-67755.5859375,5509.54,448,448,91.1975
95.294,2245000,4569.32,-67738.3828125,5379.31,449,449,91.7773
84.4764,2250000,5376.37,-65426.015625,5864.45,450,450,81.3441
91.0343,2255000,4462.41,-68413.890625,5888.38,451,451,89.5408
84.1064,2260000,4859.42,-66830.9921875,5868.78,452,452,81.4045
83.3828,2265000,4978.49,-64148.71484375,5840.09,453,453,78.5985
92.5776,2270000,5007.35,-68215.296875,5612.21,454,454,91.3757
74.3006,2275000,5228.97,-60595.046875,5484.6,455,455,75.1895
91.8847,2280000,4956.5,-68739.0078125,5611.85,456,456,89.7756
88.4567,2285000,5278.79,-68555.65625,5510.25,457,457,88.5101
93.6585,2290000,5317.92,-69047.46875,5730.48,458,458,89.8718
81.6122,2295000,4376.65,-64158.09375,4936.42,459,459,77.2324
64.3824,2300000,4952.24,-55904.55859375,4783.32,460,460,72.7666
78.9713,2305000,4125.3,-66083.7265625,5014.69,461,461,78.7641
77.6981,2310000,4771.18,-64101.46875,5869.68,462,462,76.5878
92.288,2315000,5506.39,-69404.6796875,5856.12,463,463,89.5191
90.491,2320000,5184.62,-69138.9453125,5772.42,464,464,89.7701
88.9091,2325000,4769.19,-69340.3359375,5825.69,465,465,88.4639
82.8418,2330000,5301.15,-67151.2578125,5863.41,466,466,80.1389
79.4462,2335000,4972.39,-63851.625,5656.85,467,467,76.914
89.1115,2340000,5065.05,-68407.953125,5345.3,468,468,87.9805
92.6741,2345000,4867.91,-70864.7578125,5880.89,469,469,92.731
92.705,2350000,5167.74,-70292.734375,5817.22,470,470,91.895
92.593,2355000,5112.69,-69494.3515625,5804.31,471,471,85.3327
91.9298,2360000,5305.15,-70525.546875,5839.48,472,472,89.0115
92.0523,2365000,5316.92,-70497.6171875,5901.5,473,473,89.6145
93.1616,2370000,5567.77,-70060.046875,5484.36,474,474,89.7019
84.2739,2375000,5007.03,-66911.2421875,5859.67,475,475,78.1031
87.413,2380000,5552.51,-70167.3984375,5810.94,476,476,89.6674
94.2925,2385000,5550.59,-70703.609375,5538.76,477,477,91.5359
91.6952,2390000,5531.1,-71184.3359375,5854.04,478,478,90.0229
92.0105,2395000,4608.59,-71462.859375,5795.0,479,479,91.196
95.0563,2400000,5264.93,-71078.8203125,5385.46,480,480,91.1913
92.4768,2405000,5194.85,-71867.96875,5777.8,481,481,90.8509
90.8495,2410000,5001.79,-70575.765625,5751.73,482,482,85.3768
86.7911,2415000,5234.07,-70767.5859375,5872.69,483,483,86.2374
87.504,2420000,5512.1,-71050.734375,5836.99,484,484,90.5188
95.4179,2425000,5257.54,-72069.5625,5461.09,485,485,91.5152
91.4502,2430000,4837.62,-71438.546875,5815.24,486,486,90.467
96.7446,2435000,4986.41,-71845.09375,5753.53,487,487,90.9765
80.5643,2440000,5158.38,-65307.5703125,5730.49,488,488,76.2637
97.825,2445000,5188.01,-72513.2265625,5752.56,489,489,92.7659
93.802,2450000,5052.16,-71752.2578125,5764.02,490,490,90.6688
85.984,2455000,5095.42,-68034.1796875,5731.52,491,491,78.1667
91.8962,2460000,5085.32,-72418.0234375,5743.87,492,492,90.1834
89.4795,2465000,5043.33,-72176.4765625,5708.44,493,493,89.8983
93.091,2470000,5144.6,-72611.2890625,5581.06,494,494,89.8791
94.2964,2475000,4680.16,-72478.2578125,5242.63,495,495,91.4699
93.4276,2480000,5258.69,-72839.0625,5780.12,496,496,89.2098
90.962,2485000,4336.21,-71490.578125,5176.9,497,497,87.225
91.0722,2490000,4984.05,-73141.390625,5497.25,498,498,90.1567
91.5295,2495000,5419.76,-73513.0234375,5351.29,499,499,90.2458
92.2979,2500000,4976.8,-73424.1953125,5840.56,500,500,90.6331
72.2945,2505000,5284.46,-65648.546875,5382.59,501,501,75.7628
81.7071,2510000,5312.18,-68211.4765625,5847.64,502,502,78.2297
90.2504,2515000,4903.8,-73300.6328125,5668.94,503,503,88.116
89.0291,2520000,5003.51,-72820.0234375,5887.24,504,504,85.9676
86.2004,2525000,5152.19,-69697.65625,5421.3,505,505,79.5326
96.5104,2530000,4853.15,-73681.8671875,5701.01,506,506,91.8136
95.4137,2535000,5185.19,-73932.9921875,5761.28,507,507,92.5603
94.1688,2540000,5074.71,-74064.453125,5722.21,508,508,91.453
91.6328,2545000,5194.8,-73895.1328125,5785.84,509,509,90.7048
92.2995,2550000,5128.17,-74195.7578125,5828.01,510,510,88.7884
92.4249,2555000,5171.2,-74324.953125,5471.2,511,511,89.8461
83.9843,2560000,5406.12,-71224.078125,5694.81,512,512,80.2305
94.2119,2565000,5207.93,-74584.4609375,5636.06,513,513,91.4607
94.1659,2570000,4756.89,-74438.9609375,5140.42,514,514,91.2388
80.5069,2575000,3889.67,-68634.34375,5477.87,515,515,76.7235
84.8383,2580000,5220.9,-73757.421875,5766.12,516,516,85.3857
86.9543,2585000,5177.8,-72524.0,5500.92,517,517,82.6955
91.9264,2590000,5402.06,-74784.6015625,5545.7,518,518,90.0046
91.0876,2595000,5171.99,-75171.8984375,5586.16,519,519,90.8903
71.8469,2600000,4124.15,-66059.71875,5499.28,520,520,74.509
86.1211,2605000,5292.41,-71776.2734375,5817.56,521,521,80.1646
89.3511,2610000,5396.77,-74809.7421875,5612.89,522,522,88.7226
90.5168,2615000,5088.63,-74835.3828125,5816.73,523,523,90.4215
87.2711,2620000,5269.44,-75121.84375,5569.42,524,524,90.0003
90.1677,2625000,4489.63,-75480.296875,5876.58,525,525,88.1333
83.4513,2630000,5156.87,-72427.796875,5417.04,526,526,81.9043
90.3624,2635000,5162.63,-75392.2109375,5509.48,527,527,89.1143
89.8755,2640000,5528.88,-75445.390625,5848.57,528,528,88.8765
92.8093,2645000,5398.52,-76149.8984375,5619.57,529,529,89.8256
93.0007,2650000,4890.37,-75979.8828125,5766.15,530,530,89.4049
87.49,2655000,5034.16,-76315.25,5614.6,531,531,89.7064
76.2986,2660000,4742.49,-70227.125,4985.07,532,532,76.5573
92.1763,2665000,5288.89,-76121.53125,5608.56,533,533,90.8264
87.2722,2670000,4645.3,-76302.5546875,5827.35,534,534,89.5743
87.7041,2675000,4916.45,-75947.203125,5665.24,535,535,86.3467
83.3377,2680000,5287.27,-73788.0703125,5531.77,536,536,80.0589
90.1958,2685000,4932.06,-76527.6875,5637.41,537,537,89.9881
86.1539,2690000,5259.06,-76360.140625,5935.59,538,538,87.8273
87.9945,2695000,4833.69,-76923.1015625,5367.33,539,539,90.2334
89.9636,2700000,5536.17,-77448.71875,5462.06,540,540,90.8088
92.1061,2705000,5075.38,-77320.671875,5833.37,541,541,91.3833
80.0222,2710000,5401.01,-71716.5703125,5562.1,542,542,77.8253
93.3001,2715000,5518.51,-77870.8046875,5755.42,543,543,92.9644
89.8219,2720000,5240.34,-77506.484375,5710.04,544,544,89.8724
89.6579,2725000,5123.74,-77599.4609375,5200.19,545,545,89.8
91.7553,2730000,5562.8,-77492.375,5439.71,546,546,89.7445
83.1695,2735000,5244.65,-73658.65625,5671.76,547,547,80.4431
89.4226,2740000,5393.97,-77689.375,5791.09,548,548,90.0734
83.8209,2745000,5115.05,-72113.1015625,5740.44,549,549,77.6754
93.3921,2750000,5116.8,-78033.1015625,5558.91,550,550,90.8127
92.6281,2755000,5215.03,-78138.078125,5850.48,551,551,90.8001
89.2128,2760000,5164.97,-77472.6171875,5526.69,552,552,87.8876
92.2573,2765000,5064.59,-78214.1328125,5129.09,553,553,90.8715
92.2498,2770000,5493.63,-78320.796875,5841.64,554,554,90.2145
90.8049,2775000,5525.45,-78336.6640625,5830.93,555,555,90.4204
89.5055,2780000,4650.05,-77893.65625,5739.24,556,556,88.8141
91.2942,2785000,5551.17,-78642.421875,5388.87,557,557,90.0864
87.4683,2790000,5304.54,-77554.5234375,5737.3,558,558,87.8819
90.2392,2795000,5383.82,-78672.3125,5757.42,559,559,90.0095
89.7314,2800000,5538.75,-78531.625,5832.74,560,560,90.6206
92.9697,2805000,5502.44,-79049.3125,5105.89,561,561,89.9446
79.1254,2810000,4862.06,-71864.84375,5369.98,562,562,76.291
94.7103,2815000,4516.5,-79049.9921875,5613.91,563,563,90.4418
80.5844,2820000,5582.93,-72664.421875,5292.49,564,564,77.5379
77.6766,2825000,5099.61,-72634.96875,5869.55,565,565,77.3099
87.7437,2830000,5338.72,-78781.265625,5479.12,566,566,89.3321
94.1257,2835000,4678.28,-79193.6328125,5492.04,567,567,90.7274
89.6632,2840000,5149.03,-78838.7265625,5849.19,568,568,88.6698
89.6758,2845000,4993.2,-78543.6875,5445.49,569,569,89.6648
55.0998,2850000,4142.9,-48988.921875,5124.52,570,570,70.8253
57.5478,2855000,71.6,-30087.0078125,-60.34,571,571,74.2705
45.8451,2860000,154.58,-25881.673828125,-438.06,572,572,70.7373
62.8975,2865000,1973.99,-59701.109375,3213.41,573,573,73.1854
79.1576,2870000,2861.75,-76581.0625,4078.71,574,574,88.8582
85.0979,2875000,4223.74,-77293.09375,4611.59,575,575,86.5074
88.5844,2880000,4433.48,-78011.8828125,5587.19,576,576,87.9237
78.8194,2885000,4419.17,-71908.6796875,5587.53,577,577,76.6495
88.0181,2890000,5006.74,-78503.1171875,5589.33,578,578,90.2658
87.4212,2895000,4490.89,-75956.734375,5531.67,579,579,78.6936
83.1773,2900000,5084.02,-73386.140625,5554.69,580,580,78.0386
81.6484,2905000,5448.47,-74216.1015625,5796.6,581,581,82.581
91.7561,2910000,5293.6,-79625.5390625,5535.92,582,582,89.9374
83.0947,2915000,5126.3,-76655.421875,5811.57,583,583,80.5061
84.4867,2920000,5291.06,-79180.265625,5081.97,584,584,89.5127
86.567,2925000,4944.19,-79183.6640625,5727.55,585,585,88.9685
83.6043,2930000,4857.68,-77021.1171875,5143.76,586,586,80.3482
86.8161,2935000,5507.69,-79542.0859375,5853.07,587,587,87.8158
89.5304,2940000,4657.66,-79907.6953125,5655.75,588,588,89.2719
86.9029,2945000,5285.74,-79570.1875,5263.91,589,589,88.9091
87.0136,2950000,5361.46,-78951.6953125,5676.14,590,590,86.2414
88.8924,2955000,4960.51,-79979.15625,5738.56,591,591,88.5224
86.1355,2960000,5312.86,-80015.625,5663.71,592,592,88.8991
86.6235,2965000,4635.95,-79761.765625,5791.24,593,593,89.0017
91.0375,2970000,5353.17,-80363.453125,5801.5,594,594,90.7447
91.2793,2975000,5235.65,-80253.9453125,5822.43,595,595,88.8182
90.9609,2980000,4782.11,-80396.5078125,5622.41,596,596,90.2198
91.8601,2985000,5222.71,-80729.953125,5369.76,597,597,89.7428
94.0779,2990000,5010.44,-80441.671875,5815.55,598,598,89.411
81.6707,2995000,4933.44,-73852.984375,4878.35,599,599,76.7969
