Running Update Time,Running Env Steps,Running Reverse KL,Itration,Running Forward KL,Real Det Return,Reward Loss,Real Sto Return
392,1960000,18.0989,392,141.8219,12171.74,-42696.03125,11187.99
393,1965000,17.1241,393,141.8558,12419.72,-41127.28125,11675.59
394,1970000,18.68,394,141.3253,12156.01,-42603.2734375,11407.8
395,1975000,18.758,395,141.3854,12143.59,-43284.75390625,11363.69
396,1980000,16.7619,396,141.0444,12415.42,-41262.63671875,10844.92
397,1985000,18.0956,397,141.6257,12081.4,-42695.9375,11338.94
398,1990000,17.5089,398,140.9597,12235.44,-43284.84765625,11035.25
399,1995000,18.2481,399,141.6675,12368.52,-42911.67578125,11691.19
400,2000000,18.6289,400,141.8237,12366.6,-43278.71484375,11708.45
401,2005000,18.1284,401,140.9326,12293.26,-43897.76171875,10043.32
402,2010000,16.8155,402,141.7665,12356.03,-42464.01171875,11705.19
403,2015000,17.3967,403,142.2408,12202.52,-43247.44140625,10756.36
404,2020000,18.6516,404,141.7844,12199.39,-42676.72265625,11564.19
405,2025000,17.4211,405,142.3596,12253.67,-43209.2421875,11625.86
406,2030000,19.0223,406,140.949,12152.27,-43855.125,11135.66
407,2035000,17.9647,407,140.7218,12397.74,-43386.51171875,11000.63
408,2040000,18.2816,408,141.0853,12330.55,-43227.2109375,11365.52
409,2045000,19.3031,409,142.1666,12083.61,-44332.4921875,10957.98
410,2050000,17.8667,410,141.8655,12221.31,-43923.3515625,11522.72
411,2055000,18.679,411,141.4784,12192.66,-44073.2734375,11454.08
412,2060000,18.4761,412,142.2213,12289.55,-44636.203125,10022.18
413,2065000,18.0172,413,141.8467,12227.42,-44281.75390625,11646.89
414,2070000,18.984,414,142.2486,12133.04,-44551.12109375,10031.03
415,2075000,19.5845,415,141.8897,12054.83,-44225.15234375,11728.66
416,2080000,19.7238,416,142.4736,12136.93,-44411.64453125,11579.58
417,2085000,18.0352,417,141.8625,12223.45,-43816.8203125,11158.29
418,2090000,18.8581,418,141.358,12262.57,-45215.80078125,11019.01
419,2095000,17.821,419,140.5316,12334.94,-43983.9453125,11450.36
420,2100000,19.1444,420,141.8424,12163.56,-44708.33984375,11474.55
421,2105000,19.1036,421,141.6505,12059.28,-43686.96484375,10402.88
422,2110000,18.6693,422,140.9565,11985.52,-44649.0,11370.67
423,2115000,19.2633,423,142.3367,12153.51,-45818.546875,11328.06
424,2120000,17.3628,424,142.5206,11225.53,-45691.7890625,11057.71
425,2125000,17.4062,425,141.5507,12239.4,-44768.19921875,9683.01
426,2130000,19.3315,426,142.4608,12097.45,-46353.2890625,10747.78
427,2135000,19.7291,427,142.0891,12046.0,-46006.02734375,11480.12
428,2140000,19.3854,428,140.9998,12373.39,-45187.6015625,11711.54
429,2145000,19.1925,429,140.9295,12283.9,-46349.48046875,11684.09
430,2150000,19.2244,430,142.0792,12320.41,-45216.390625,11765.08
431,2155000,16.6958,431,141.8737,12096.36,-44636.27734375,10204.7
432,2160000,18.237,432,141.6633,11864.05,-45108.296875,11223.44
433,2165000,19.5607,433,141.6646,12185.27,-46035.69140625,11649.32
434,2170000,19.2973,434,141.4871,12174.77,-45463.4296875,11640.69
435,2175000,19.5684,435,141.8004,12227.16,-45053.5859375,11592.18
436,2180000,19.5812,436,140.9822,12230.11,-45631.65625,11652.42
437,2185000,19.4975,437,141.2911,12120.42,-45089.50390625,11008.76
438,2190000,19.7585,438,141.5726,12330.13,-46043.390625,11856.16
439,2195000,19.5527,439,141.6492,12168.69,-46400.44921875,11663.28
440,2200000,19.5379,440,141.4824,12341.33,-45923.9765625,11440.73
441,2205000,19.6845,441,141.6748,12154.43,-46760.59375,11628.09
442,2210000,19.7068,442,141.2459,12312.63,-45867.65625,11773.21
443,2215000,18.6067,443,141.6391,12143.44,-46286.75390625,11092.39
444,2220000,19.0163,444,141.3454,12515.89,-45906.828125,11270.09
445,2225000,19.1419,445,141.6106,12558.32,-46772.80859375,12006.59
446,2230000,19.592,446,140.9371,12334.78,-46027.73828125,11724.36
447,2235000,19.3031,447,141.8677,12310.11,-47167.640625,11710.55
448,2240000,19.8876,448,142.5186,12118.99,-45779.0859375,11502.42
449,2245000,19.2781,449,140.5543,12282.8,-46468.6015625,11283.46
450,2250000,18.7017,450,140.9599,12064.28,-45477.984375,11721.08
451,2255000,19.627,451,140.509,12591.21,-47124.19140625,11475.06
452,2260000,19.6182,452,140.9358,12369.71,-47548.7890625,11042.07
453,2265000,18.0114,453,140.8066,12500.3,-46003.5546875,9959.04
454,2270000,19.0046,454,140.9959,12201.38,-46597.234375,11520.26
455,2275000,19.25,455,140.4309,10836.53,-46966.69921875,10405.39
456,2280000,19.7999,456,140.9142,12449.95,-48088.7578125,11212.02
457,2285000,19.5086,457,141.3048,12150.69,-47145.3203125,11334.84
458,2290000,18.7254,458,141.4531,11404.5,-47129.76953125,10774.69
459,2295000,19.466,459,141.0142,12127.47,-47537.98046875,11690.89
460,2300000,19.704,460,141.65,12400.04,-47737.296875,11760.97
461,2305000,17.2343,461,141.716,12247.39,-46001.78515625,11183.08
462,2310000,18.0835,462,141.0097,12306.58,-46760.00390625,11693.21
463,2315000,20.1251,463,141.5603,12276.21,-49332.66796875,11498.29
464,2320000,19.648,464,140.7987,12585.29,-47443.37109375,10929.16
465,2325000,19.3697,465,141.4119,11339.88,-47586.80078125,11447.02
466,2330000,18.1683,466,140.9289,12222.38,-47664.7734375,11394.99
467,2335000,18.9724,467,140.485,12320.16,-47308.46484375,11123.93
468,2340000,18.5544,468,141.627,12445.49,-47097.73828125,11777.73
469,2345000,18.2791,469,141.0295,12467.82,-46526.00390625,11074.02
470,2350000,19.3824,470,141.2954,12423.58,-47288.5703125,11776.26
471,2355000,19.4366,471,140.8584,12617.5,-49281.7734375,11555.44
472,2360000,19.2746,472,140.8691,12412.03,-48268.328125,11723.11
473,2365000,19.7569,473,141.2888,12170.05,-49192.7578125,11705.96
474,2370000,19.6717,474,141.2231,12448.51,-48776.66796875,11156.52
475,2375000,20.1585,475,140.6808,12531.05,-48339.26171875,11949.37
476,2380000,19.5895,476,140.2822,12500.27,-48123.734375,11304.97
477,2385000,19.7983,477,141.4802,12474.02,-49723.21875,11940.6
478,2390000,19.7814,478,140.7163,12598.33,-49334.80859375,11925.16
479,2395000,19.2865,479,141.0872,12167.55,-49121.32421875,11513.07
480,2400000,19.329,480,140.0757,12608.97,-48165.95703125,11987.73
481,2405000,20.5777,481,140.8397,12298.55,-49346.32421875,11185.38
482,2410000,19.4147,482,140.5555,12502.6,-47890.5,11427.63
483,2415000,19.0999,483,140.561,12562.98,-47658.07421875,11185.27
484,2420000,19.5953,484,140.6423,12228.52,-48557.21875,11835.43
485,2425000,18.6621,485,140.8394,12573.08,-47775.72265625,11368.12
486,2430000,20.3165,486,140.7754,12618.4,-49399.83984375,11047.99
487,2435000,19.9733,487,140.5271,12692.69,-48204.30078125,11290.23
488,2440000,19.5289,488,140.4549,12211.31,-48844.33984375,11890.77
489,2445000,17.8364,489,141.1022,12787.58,-48145.77734375,11593.22
490,2450000,20.022,490,139.9134,12621.44,-48689.3359375,11454.58
491,2455000,19.9678,491,140.8594,12587.12,-49273.21875,11854.39
492,2460000,18.4146,492,140.5285,12386.71,-47974.56640625,11488.33
493,2465000,17.8658,493,140.7669,12391.92,-47531.54296875,10397.58
494,2470000,19.8679,494,140.5664,12367.19,-48763.03125,11525.94
495,2475000,19.7081,495,140.9269,12493.34,-48876.890625,11934.33
496,2480000,18.4976,496,140.8496,12501.21,-49256.125,11067.09
497,2485000,20.1013,497,140.8574,12323.68,-49895.328125,12064.63
498,2490000,18.6421,498,140.2951,12760.99,-49439.95703125,12142.26
499,2495000,18.7316,499,140.4822,12690.23,-48338.54296875,11703.29
500,2500000,17.8744,500,141.6874,12658.83,-47767.09765625,11798.43
501,2505000,19.5259,501,140.5586,11730.51,-49680.171875,11486.86
502,2510000,19.4634,502,140.429,12775.64,-49339.0078125,9825.97
503,2515000,19.9614,503,139.7106,12695.68,-49420.703125,12061.08
504,2520000,20.0749,504,139.5809,12633.28,-49929.0234375,11936.05
505,2525000,20.5095,505,140.5865,12509.3,-49925.92578125,11554.69
506,2530000,20.0076,506,140.342,12667.98,-49933.453125,11395.98
507,2535000,19.3531,507,140.8301,12425.56,-49197.25390625,12018.4
508,2540000,17.8096,508,141.4068,12779.79,-47835.11328125,9777.65
509,2545000,19.7419,509,140.3993,12662.6,-49231.9921875,11255.11
510,2550000,20.1013,510,140.1022,12654.57,-48722.2578125,10678.2
511,2555000,19.6715,511,140.7342,12819.34,-49588.109375,12077.28
512,2560000,17.6724,512,140.5396,11155.63,-48254.05078125,10826.64
513,2565000,18.1621,513,141.3771,12653.44,-48382.3828125,12175.87
514,2570000,20.3826,514,140.4285,12709.83,-49762.640625,12161.93
515,2575000,20.6082,515,140.8689,12753.11,-50130.109375,12076.27
516,2580000,19.2767,516,140.3296,12515.64,-49294.87890625,11897.48
517,2585000,19.2033,517,140.7691,12803.64,-49084.9296875,11903.6
518,2590000,18.7232,518,140.672,12756.1,-49035.8984375,12201.42
519,2595000,20.9479,519,140.7256,12236.99,-50545.73828125,12154.65
520,2600000,20.8942,520,140.107,12813.2,-50887.00390625,12283.64
521,2605000,19.8756,521,140.1909,12119.58,-50063.1796875,11966.62
522,2610000,20.1696,522,140.0411,12134.98,-49688.1640625,12234.81
523,2615000,19.3992,523,141.0835,12688.13,-49083.6953125,10917.78
524,2620000,19.2911,524,141.0059,12619.45,-49713.140625,11076.98
525,2625000,18.3514,525,141.1758,12699.19,-48012.33984375,11275.61
526,2630000,20.8163,526,140.0987,12179.83,-50550.64453125,10445.2
527,2635000,18.2431,527,141.5014,10655.49,-49004.40625,10802.12
528,2640000,19.6479,528,141.2175,12287.05,-49248.37109375,9846.77
529,2645000,18.5021,529,141.6319,12773.04,-49237.76171875,11927.17
530,2650000,18.4926,530,140.8257,12748.3,-48610.8828125,11838.03
531,2655000,19.938,531,140.6863,11382.05,-50776.328125,9612.43
532,2660000,20.6111,532,140.9718,12225.14,-49651.95703125,10699.0
533,2665000,19.7877,533,141.4502,12727.23,-50037.1328125,11587.06
534,2670000,20.0176,534,140.9006,12617.32,-49919.89453125,12150.74
535,2675000,18.6336,535,141.3927,11497.57,-49452.4140625,11869.35
536,2680000,19.3625,536,140.6628,12785.15,-49361.01953125,11246.26
537,2685000,17.049,537,141.4554,12664.62,-48342.234375,11760.7
538,2690000,19.1229,538,141.347,12594.07,-49611.75390625,10616.89
539,2695000,18.7888,539,142.4968,12067.96,-49417.640625,12202.84
540,2700000,19.3801,540,141.5921,12500.14,-50168.81640625,9786.62
541,2705000,18.9786,541,142.2628,11699.11,-50460.3359375,11105.66
542,2710000,20.1487,542,140.8661,12647.88,-50732.26953125,11782.44
543,2715000,20.2775,543,142.035,12230.1,-51810.5,11478.15
544,2720000,20.4262,544,141.7518,12274.47,-50749.4453125,12035.12
545,2725000,20.4437,545,142.0637,12504.69,-51106.78515625,11363.49
546,2730000,21.1208,546,141.5487,11941.38,-51946.61328125,11871.62
547,2735000,21.0053,547,141.7678,12009.34,-52042.4453125,11380.64
548,2740000,18.2026,548,141.277,11394.27,-48978.46875,10788.73
549,2745000,17.5686,549,142.4351,11344.14,-50198.1953125,10770.24
550,2750000,21.1724,550,142.3709,12270.16,-50788.51953125,10143.24
551,2755000,21.3,551,141.2818,12124.82,-51459.91015625,11084.93
552,2760000,18.4783,552,141.5316,11505.46,-49272.09765625,11386.68
553,2765000,24.9662,553,141.931,11907.41,-49344.109375,10961.27
554,2770000,20.7079,554,141.6102,12115.4,-51025.60546875,11299.52
555,2775000,19.9229,555,141.7892,12658.17,-49858.70703125,11609.46
556,2780000,19.9038,556,140.6145,12250.51,-50334.359375,11778.24
557,2785000,21.0118,557,142.4653,11367.71,-53224.86328125,11558.82
558,2790000,20.7131,558,141.513,11695.08,-52140.34375,11745.74
559,2795000,21.0072,559,141.0755,12329.3,-52782.1875,11127.72
560,2800000,20.8003,560,141.6192,11832.12,-52250.80078125,11804.46
561,2805000,21.5751,561,141.3038,12182.93,-52049.73046875,11700.56
562,2810000,20.8258,562,141.7319,12762.54,-51436.26171875,11855.65
563,2815000,21.8534,563,141.2518,12257.44,-51389.7265625,11478.44
564,2820000,21.3703,564,141.8889,12166.25,-50939.3046875,11234.02
565,2825000,20.4405,565,141.7448,12614.14,-51071.9296875,12087.14
566,2830000,19.9074,566,141.0079,12835.77,-49824.984375,11631.24
567,2835000,19.5033,567,141.3464,12658.98,-50362.69921875,12288.25
568,2840000,21.7954,568,141.4621,12933.54,-52129.890625,12358.55
569,2845000,17.7769,569,141.7551,11300.43,-49400.390625,11153.17
570,2850000,21.1705,570,141.8721,12630.72,-51328.109375,10736.12
571,2855000,21.137,571,141.3505,12228.0,-52437.1171875,12319.09
572,2860000,21.8319,572,141.4951,12609.01,-53402.96875,12113.59
573,2865000,19.558,573,142.9802,12768.63,-50375.6953125,11813.95
574,2870000,20.8744,574,142.354,12717.83,-52205.7421875,11853.93
575,2875000,21.0378,575,142.3634,12383.78,-51156.73828125,11873.11
576,2880000,20.5252,576,142.2947,12691.57,-50401.79296875,12080.24
577,2885000,21.8372,577,141.8953,12205.29,-52432.98046875,12404.85
578,2890000,22.4339,578,142.3841,12841.4,-51715.96484375,11978.39
579,2895000,21.5773,579,142.9626,12964.63,-52449.87890625,12042.99
580,2900000,21.6647,580,141.872,12795.54,-52199.48828125,11838.86
581,2905000,21.3642,581,142.6152,12251.01,-51403.67578125,11260.87
582,2910000,22.7949,582,141.8519,12966.81,-52981.9453125,12506.28
583,2915000,26.153,583,142.4683,12917.76,-49542.59375,12463.17
584,2920000,22.4417,584,142.9152,11093.18,-52867.60546875,8888.77
585,2925000,23.7699,585,143.3692,12972.66,-52614.56640625,12528.76
586,2930000,22.1878,586,143.1083,11892.66,-53431.4140625,11680.43
587,2935000,21.6854,587,141.8332,12651.25,-51748.58984375,12447.7
588,2940000,20.4096,588,142.5715,11871.04,-51365.4453125,10667.31
589,2945000,23.1724,589,143.0732,12409.15,-53715.88671875,11675.5
590,2950000,22.989,590,142.4774,12028.27,-52729.8515625,12298.88
591,2955000,22.3225,591,142.0553,12586.32,-52139.90234375,12123.96
592,2960000,23.7045,592,143.3429,12236.69,-52665.40234375,12364.61
593,2965000,23.1543,593,142.8817,11534.08,-51809.3203125,11729.42
594,2970000,23.2352,594,142.7206,12868.83,-53552.80078125,12452.13
595,2975000,23.5293,595,142.861,12777.67,-52538.921875,12273.35
596,2980000,22.0749,596,142.958,12605.04,-52397.73046875,12240.69
597,2985000,23.2446,597,142.537,12795.37,-52407.828125,11362.11
598,2990000,24.2045,598,142.7815,12835.56,-53928.88671875,12363.1
599,2995000,23.7811,599,142.8726,12810.28,-51751.1171875,12360.5
