Running Reverse KL,Reward Loss,Running Env Steps,Running Forward KL,Real Sto Return,Running Update Time,Itration,Real Det Return
15.3873,-72486.8046875,1970000,156.6204,1960.86,394,394,2351.47
15.2574,-72617.5703125,1975000,156.605,1962.02,395,395,2332.04
15.2241,-72651.1328125,1980000,156.5421,1944.04,396,396,2335.68
15.3354,-72643.7734375,1985000,156.6695,1944.72,397,397,2316.38
15.222,-72565.71875,1990000,156.6678,1949.15,398,398,2337.88
15.1522,-72706.0078125,1995000,156.6651,1926.04,399,399,2317.49
15.1817,-72550.1796875,2000000,156.7098,1930.97,400,400,2317.95
15.3252,-72917.1328125,2005000,156.6311,1965.26,401,401,2336.19
14.673,-73346.6953125,2010000,156.6817,1950.94,402,402,2334.95
15.1583,-72765.9609375,2015000,156.5517,1940.19,403,403,2310.11
15.3473,-73274.0625,2020000,156.6405,1971.09,404,404,2329.12
15.3293,-73382.1328125,2025000,156.7412,1970.45,405,405,2343.92
15.3712,-73158.984375,2030000,156.7032,1937.13,406,406,2318.01
15.3802,-73451.3671875,2035000,156.6527,1976.65,407,407,2345.89
15.2881,-73380.21875,2040000,156.633,1941.89,408,408,2335.12
15.21,-73670.5234375,2045000,156.6388,1950.51,409,409,2336.67
15.2595,-73619.7421875,2050000,156.7081,1959.17,410,410,2342.57
15.2759,-74113.078125,2055000,156.6189,1947.74,411,411,2317.68
15.2395,-74062.3203125,2060000,156.5771,1961.92,412,412,2344.91
15.426,-73788.84375,2065000,156.574,1945.82,413,413,2327.63
15.3227,-73867.6875,2070000,156.6178,1947.54,414,414,2326.74
15.0274,-73950.8203125,2075000,156.6241,1959.75,415,415,2329.18
15.3302,-74238.4921875,2080000,156.7623,1943.16,416,416,2338.3
15.2932,-74208.3359375,2085000,156.5542,1979.34,417,417,2312.31
15.4088,-74512.0703125,2090000,156.6397,1964.12,418,418,2338.5
15.1197,-74068.7421875,2095000,156.6244,1957.01,419,419,2333.24
15.4078,-74571.9453125,2100000,156.6043,1952.64,420,420,2335.45
15.3234,-74565.78125,2105000,156.6207,1954.2,421,421,2346.12
15.4422,-74759.78125,2110000,156.6854,1949.41,422,422,2333.62
15.3086,-74764.484375,2115000,156.6284,1953.59,423,423,2352.97
15.1403,-74694.0,2120000,156.6328,1948.75,424,424,2325.27
15.3022,-75255.46875,2125000,156.4531,1956.03,425,425,2347.84
15.2557,-74828.0625,2130000,156.6024,1984.06,426,426,2346.55
15.4094,-75152.7265625,2135000,156.6783,1969.96,427,427,2324.43
15.2969,-74879.0,2140000,156.6609,1938.37,428,428,2322.64
15.2448,-75033.5703125,2145000,156.7196,1961.88,429,429,2334.95
15.3203,-75322.0234375,2150000,156.6794,1956.3,430,430,2341.67
15.2214,-75235.21875,2155000,156.5469,1966.09,431,431,2356.68
15.017,-75325.921875,2160000,156.6298,1966.35,432,432,2342.18
15.3822,-75213.7265625,2165000,156.6513,1961.78,433,433,2364.08
15.3948,-75456.875,2170000,156.6082,1975.54,434,434,2329.24
15.1651,-75731.1328125,2175000,156.5977,1958.39,435,435,2340.16
15.3106,-75671.2421875,2180000,156.6201,1944.17,436,436,2317.58
15.2175,-75604.484375,2185000,156.6107,1950.57,437,437,2338.58
15.3116,-75874.7578125,2190000,156.5475,1974.08,438,438,2349.2
15.4711,-75902.40625,2195000,156.707,1955.58,439,439,2337.74
15.3531,-76067.0078125,2200000,156.5861,1963.04,440,440,2356.96
15.4972,-76090.71875,2205000,156.6004,1959.94,441,441,2350.54
15.1892,-76239.4921875,2210000,156.5976,1967.42,442,442,2344.65
15.3163,-76426.265625,2215000,156.6595,1959.51,443,443,2333.85
15.3167,-76277.6640625,2220000,156.5732,1961.0,444,444,2345.72
15.2466,-76462.5234375,2225000,156.4549,1972.83,445,445,2335.8
15.1494,-76350.203125,2230000,156.6308,1960.17,446,446,2329.75
15.2582,-76161.0625,2235000,156.6485,1975.76,447,447,2330.94
15.1107,-76236.0390625,2240000,156.5392,1971.87,448,448,2312.36
15.4171,-76577.5703125,2245000,156.7447,1975.12,449,449,2315.46
15.2225,-76605.5859375,2250000,156.5878,1967.79,450,450,2338.33
15.4633,-76940.3671875,2255000,156.5663,1976.08,451,451,2358.4
15.3715,-76927.4453125,2260000,156.6852,1981.64,452,452,2355.39
15.289,-77171.625,2265000,156.6168,1953.74,453,453,2340.56
15.2945,-76978.1796875,2270000,156.5878,1994.45,454,454,2361.86
15.2555,-76878.0625,2275000,156.5312,1955.17,455,455,2341.24
15.1695,-76760.0625,2280000,156.5445,1957.89,456,456,2328.62
15.3144,-77050.0390625,2285000,156.6377,1973.96,457,457,2354.6
15.2357,-77226.1015625,2290000,156.674,1983.77,458,458,2355.75
15.1439,-77346.984375,2295000,156.6786,1977.78,459,459,2349.28
15.3304,-77323.3203125,2300000,156.6905,1956.37,460,460,2335.5
15.2791,-77778.28125,2305000,156.6747,1998.27,461,461,2355.76
15.2518,-77522.921875,2310000,156.557,1975.16,462,462,2349.35
15.3254,-77459.5390625,2315000,156.747,1985.24,463,463,2354.05
15.1849,-77581.3515625,2320000,156.5316,1949.06,464,464,2325.69
15.1985,-77613.6015625,2325000,156.4253,1966.45,465,465,2339.9
15.2937,-77766.25,2330000,156.5524,1955.63,466,466,2354.88
15.2576,-77540.96875,2335000,156.6677,1947.74,467,467,2338.18
15.3933,-78218.625,2340000,156.4389,1963.16,468,468,2351.92
15.3569,-78181.734375,2345000,156.6052,1959.48,469,469,2335.47
15.4201,-78326.1875,2350000,156.5706,1952.58,470,470,2337.11
15.2906,-78070.109375,2355000,156.5789,1946.69,471,471,2336.17
15.16,-78353.4921875,2360000,156.4108,1977.69,472,472,2355.2
15.467,-78866.578125,2365000,156.5931,1974.12,473,473,2366.47
15.2228,-78505.71875,2370000,156.5516,1982.49,474,474,2338.18
15.2765,-78514.7421875,2375000,156.5949,1953.71,475,475,2352.94
15.2394,-78515.8125,2380000,156.6295,1973.08,476,476,2359.92
15.2513,-78548.5234375,2385000,156.4133,1979.24,477,477,2357.47
15.3238,-78660.734375,2390000,156.7038,1996.61,478,478,2357.9
15.4994,-79041.9921875,2395000,156.4933,1999.29,479,479,2371.97
15.2274,-78988.234375,2400000,156.611,1977.08,480,480,2370.27
15.433,-78980.828125,2405000,156.608,1964.24,481,481,2352.45
15.1699,-78859.03125,2410000,156.5666,1961.76,482,482,2360.9
15.2577,-78963.25,2415000,156.6697,1965.72,483,483,2342.98
15.3258,-79240.8046875,2420000,156.6039,1967.85,484,484,2357.64
15.4112,-78850.4609375,2425000,156.5934,1970.28,485,485,2358.98
15.2848,-78821.2890625,2430000,156.4685,1957.58,486,486,2360.92
15.2472,-79201.046875,2435000,156.6409,1957.02,487,487,2365.24
15.2133,-79345.9296875,2440000,156.4638,1955.15,488,488,2348.48
15.1719,-79319.2734375,2445000,156.5898,1960.54,489,489,2352.73
15.0897,-79436.4609375,2450000,156.5343,1958.54,490,490,2336.39
15.3062,-79385.515625,2455000,156.5466,1990.89,491,491,2336.97
15.1885,-79510.203125,2460000,156.4638,1980.91,492,492,2357.29
15.2473,-79767.46875,2465000,156.5399,1996.01,493,493,2359.87
15.2204,-79704.5078125,2470000,156.584,1976.89,494,494,2368.8
15.2266,-79771.21875,2475000,156.6413,1982.51,495,495,2358.98
15.3531,-80171.0859375,2480000,156.5911,1963.78,496,496,2360.66
15.3342,-79876.5859375,2485000,156.5477,1969.21,497,497,2352.77
15.294,-80379.4921875,2490000,156.5681,1985.8,498,498,2351.36
15.2988,-80079.8671875,2495000,156.4107,1996.69,499,499,2353.81
15.1824,-80215.125,2500000,156.5756,1992.38,500,500,2362.06
15.2077,-80065.4375,2505000,156.5834,1975.51,501,501,2344.51
15.243,-80347.2578125,2510000,156.547,1964.33,502,502,2351.64
15.2225,-80541.390625,2515000,156.6874,1982.43,503,503,2377.52
15.1705,-80392.6640625,2520000,156.5956,1957.28,504,504,2360.36
15.0292,-80241.0,2525000,156.5342,1962.68,505,505,2357.59
15.4034,-80737.7578125,2530000,156.5707,2000.14,506,506,2373.46
15.3554,-80792.6484375,2535000,156.5745,1978.88,507,507,2370.63
15.1761,-80727.3125,2540000,156.598,1961.87,508,508,2363.04
15.2829,-80813.234375,2545000,156.5761,1974.0,509,509,2373.3
15.3753,-80997.421875,2550000,156.6918,1965.44,510,510,2371.41
15.1615,-80688.3671875,2555000,156.4424,1979.05,511,511,2355.82
15.2968,-81101.59375,2560000,156.4685,1982.59,512,512,2376.15
15.2076,-80880.203125,2565000,156.5838,1940.82,513,513,2359.08
15.1724,-81094.15625,2570000,156.6133,1960.36,514,514,2357.71
14.954,-81003.34375,2575000,156.5764,1942.59,515,515,2341.84
15.012,-80987.7578125,2580000,156.5151,1964.45,516,516,2363.51
15.0641,-81278.6796875,2585000,156.6806,1982.86,517,517,2361.08
15.3785,-81488.796875,2590000,156.7279,1978.65,518,518,2367.91
15.3696,-81543.375,2595000,156.5173,1986.28,519,519,2378.5
15.1844,-81440.296875,2600000,156.5717,1988.56,520,520,2374.6
15.2015,-81666.4609375,2605000,156.6266,1989.6,521,521,2379.86
15.2903,-81618.3828125,2610000,156.6562,1965.09,522,522,2355.81
15.1218,-81668.703125,2615000,156.5553,1984.81,523,523,2364.79
15.2505,-81578.2421875,2620000,156.6359,1972.23,524,524,2374.84
15.0922,-81604.671875,2625000,156.7102,1954.26,525,525,2361.43
15.1307,-81654.359375,2630000,156.5778,1955.53,526,526,2349.95
14.9943,-81314.390625,2635000,156.4312,1939.19,527,527,2345.97
15.3364,-82018.171875,2640000,156.6861,1973.73,528,528,2379.89
15.1787,-81882.3984375,2645000,156.68,1976.24,529,529,2364.33
15.3483,-82193.9609375,2650000,156.6328,1951.71,530,530,2371.2
15.1388,-82128.8515625,2655000,156.6127,1927.04,531,531,2358.37
15.2411,-82149.4921875,2660000,156.6075,1937.44,532,532,2363.47
15.1957,-81978.1484375,2665000,156.6678,1932.77,533,533,2357.02
15.1313,-82175.1875,2670000,156.5712,1912.76,534,534,2345.68
15.0269,-81799.265625,2675000,156.4179,1967.0,535,535,2352.52
15.0892,-82148.0546875,2680000,156.6231,1959.68,536,536,2373.1
14.9363,-82006.2109375,2685000,156.592,1956.17,537,537,2356.14
14.9745,-82150.0546875,2690000,156.602,1945.71,538,538,2350.66
14.9203,-82159.0546875,2695000,156.5613,1938.43,539,539,2323.85
15.0642,-82333.0625,2700000,156.5958,1947.27,540,540,2353.06
15.2505,-82664.9609375,2705000,156.5995,1975.1,541,541,2368.6
15.0343,-82537.7734375,2710000,156.6643,1954.56,542,542,2379.06
15.0892,-82688.7890625,2715000,156.5503,1975.15,543,543,2355.03
14.8469,-82361.1484375,2720000,156.645,1941.17,544,544,2356.09
15.1988,-82900.75,2725000,156.5802,1965.99,545,545,2378.1
15.1464,-82888.546875,2730000,156.5896,1975.64,546,546,2359.51
15.2426,-82868.640625,2735000,156.5737,1991.03,547,547,2370.31
15.3283,-83236.3515625,2740000,156.5618,1998.7,548,548,2381.62
15.3423,-83120.2578125,2745000,156.5693,1995.39,549,549,2373.97
15.1833,-83082.703125,2750000,156.6369,1971.7,550,550,2354.81
15.0963,-83214.28125,2755000,156.5771,1964.0,551,551,2355.29
15.1531,-83132.90625,2760000,156.5428,1974.26,552,552,2371.55
15.4156,-83606.9375,2765000,156.482,1966.36,553,553,2367.51
15.1779,-83565.5703125,2770000,156.6493,1973.53,554,554,2349.32
15.1799,-83569.2578125,2775000,156.6479,1984.19,555,555,2363.58
15.2156,-83675.7265625,2780000,156.4727,2001.44,556,556,2379.87
15.2747,-83374.234375,2785000,156.6924,1964.84,557,557,2355.68
15.434,-83918.703125,2790000,156.4971,1985.81,558,558,2378.88
15.2951,-83796.171875,2795000,156.6338,1952.4,559,559,2370.04
15.439,-84085.0078125,2800000,156.6372,1983.62,560,560,2367.34
15.2508,-83722.8515625,2805000,156.5368,1984.92,561,561,2373.77
15.254,-83685.125,2810000,156.5662,1956.01,562,562,2370.47
15.3363,-83892.046875,2815000,156.587,1972.18,563,563,2365.46
15.2243,-83901.1875,2820000,156.4704,1974.96,564,564,2387.23
15.2688,-84212.7265625,2825000,156.6752,1971.64,565,565,2372.72
15.0399,-84133.65625,2830000,156.437,1977.62,566,566,2375.04
15.0027,-84116.484375,2835000,156.654,1955.89,567,567,2359.17
15.2453,-84305.578125,2840000,156.5128,1962.47,568,568,2349.34
15.2881,-84371.7421875,2845000,156.6813,1975.78,569,569,2360.84
15.3293,-84368.1328125,2850000,156.6795,1983.06,570,570,2367.08
15.2701,-84400.1875,2855000,156.6023,1973.9,571,571,2361.38
15.1081,-84347.3359375,2860000,156.6551,1959.08,572,572,2349.35
15.4918,-84758.578125,2865000,156.6122,1985.83,573,573,2391.65
15.3254,-84679.1875,2870000,156.6321,1973.63,574,574,2370.89
15.2886,-84629.3359375,2875000,156.5816,1954.46,575,575,2366.89
15.207,-84733.25,2880000,156.5571,1961.1,576,576,2349.0
15.3492,-84686.6171875,2885000,156.661,1985.41,577,577,2385.54
15.2455,-84476.4609375,2890000,156.6299,1981.65,578,578,2367.06
15.4083,-85042.0703125,2895000,156.7152,1950.62,579,579,2368.78
15.5695,-85111.546875,2900000,156.7155,1997.29,580,580,2390.87
15.4075,-85012.5390625,2905000,156.6678,2009.21,581,581,2392.75
15.2498,-85072.7265625,2910000,156.5961,1972.73,582,582,2391.51
15.2548,-85047.8828125,2915000,156.6216,1962.66,583,583,2359.52
15.4449,-85176.4140625,2920000,156.6673,1973.52,584,584,2391.43
15.4057,-85234.0390625,2925000,156.65,1986.76,585,585,2388.73
15.4524,-85289.265625,2930000,156.5337,2010.5,586,586,2392.41
15.1919,-85442.6640625,2935000,156.595,1983.51,587,587,2380.36
15.209,-85208.7578125,2940000,156.647,1981.72,588,588,2342.75
15.4471,-85409.4609375,2945000,156.6117,1998.63,589,589,2402.7
15.2783,-85267.4609375,2950000,156.6956,1961.53,590,590,2359.55
15.3058,-85323.7578125,2955000,156.6014,1989.85,591,591,2381.34
15.4118,-85589.5234375,2960000,156.6308,1978.47,592,592,2391.41
15.3442,-85610.8046875,2965000,156.6569,1975.48,593,593,2374.69
15.2422,-85692.171875,2970000,156.592,1955.08,594,594,2353.22
15.2593,-85713.9765625,2975000,156.5363,1968.3,595,595,2361.66
15.6171,-85828.1015625,2980000,156.6096,2015.05,596,596,2384.11
15.3319,-85550.9921875,2985000,156.6562,1965.15,597,597,2372.78
15.3882,-85663.515625,2990000,156.6709,2006.5,598,598,2389.81
15.1885,-85670.8203125,2995000,156.5807,1968.11,599,599,2360.81
